taxon_id	species_name	study_role	manifest_lineage_group	profile_unambiguous_residues	profile_fraction	mafft_unambiguous_residues	mafft_fraction	minimum_fraction_across_methods	raw_single_copy_markers	raw_duplicated_markers	raw_fragmented_markers	raw_missing_markers
F5486	Candida viswanathii	ingroup	Ascomycota	12008	0.24492626511922003	13897	0.2179921568627451	0.2179921568627451	31	84	3	7
F2609844	Podospora pseudoanserina	ingroup	Ascomycota	47847	0.9759316295102699	61538	0.9653019607843137	0.9653019607843137	124	0	1	0
F72144	Remersonia thermophila	ingroup	Ascomycota	47698	0.9728924878128378	61696	0.9677803921568627	0.9677803921568627	124	0	0	1
F5147	Sordaria macrospora	ingroup	Ascomycota	47515	0.9691598506945153	61365	0.9625882352941176	0.9625882352941176	124	1	0	0
F2754530	Protomyces lactucae-debilis	ingroup	Ascomycota	47251	0.9637750627205417	57548	0.9027137254901961	0.9027137254901961	122	2	1	0
F5011	Taphrina deformans	ingroup	Ascomycota	42974	0.8765374181573419	52846	0.828956862745098	0.828956862745098	112	0	0	13
F1145299	Brigantiaea leucoxantha	ingroup	Ascomycota	40618	0.828482264874457	52086	0.8170352941176471	0.8170352941176471	105	1	3	16
F1145321	Letrouitia subvulpina	ingroup	Ascomycota	42634	0.8696024639484365	55407	0.8691294117647059	0.8691294117647059	111	1	1	12
F116982	Xanthoria calcicola	ingroup	Ascomycota	42004	0.856752401737818	54289	0.8515921568627451	0.8515921568627451	113	9	3	0
F3342545	Pseudogymnoascus australis	ingroup	Ascomycota	44402	0.9056642258347442	57263	0.898243137254902	0.898243137254902	121	1	1	2
F655981	Pseudogymnoascus destructans	ingroup	Ascomycota	47174	0.9622044995614661	60298	0.9458509803921569	0.9458509803921569	122	2	1	0
F342668	Pseudogymnoascus verrucosus	ingroup	Ascomycota	48392	0.9870479531686621	61817	0.969678431372549	0.969678431372549	125	0	0	0
F1116844	Thelocarpon impressellum	ingroup	Ascomycota	47538	0.9696289799498236	60602	0.9506196078431373	0.9506196078431373	124	1	0	0
F2939404	Thelocarpon superellum	ingroup	Ascomycota	46749	0.9535358068003346	59833	0.9385568627450981	0.9385568627450981	121	0	2	2
F1093900	Thyridium curvatum	ingroup	Ascomycota	47809	0.9751565463928039	61135	0.9589803921568627	0.9589803921568627	124	1	0	0
F223192	Phaeoacremonium minimum	ingroup	Ascomycota	45318	0.9243478083505008	57315	0.8990588235294118	0.8990588235294118	118	1	1	5
F2918522	Lignoscripta atroalba	ingroup	Ascomycota	47691	0.972749709343831	61314	0.9617882352941176	0.9617882352941176	124	0	0	1
F129515	Trapelia coarctata	ingroup	Ascomycota	46640	0.951312542068656	59747	0.9372078431372549	0.9372078431372549	119	0	0	6
F51930	Tortispora caseinolytica	ingroup	Ascomycota	46320	0.9447855263426276	54922	0.861521568627451	0.861521568627451	118	1	3	3
F2939406	Bogoriella megaspora	ingroup	Ascomycota	46858	0.955759071532013	59941	0.9402509803921568	0.9402509803921568	123	0	0	2
F364730	Trypethelium subeluteriae	ingroup	Ascomycota	40045	0.8167948273400372	51917	0.8143843137254902	0.8143843137254902	112	0	0	13
F1048519	Viridothelium virens	ingroup	Ascomycota	48161	0.9823362636914353	61584	0.9660235294117647	0.9660235294117647	124	0	0	1
F318760	Hypocenomyce scalaris	ingroup	Ascomycota	47434	0.9675076998388643	60933	0.9558117647058824	0.9558117647058824	124	0	1	0
F136370	Lasallia pustulata	ingroup	Ascomycota	46174	0.941807575417627	59348	0.9309490196078432	0.9309490196078432	120	2	1	2
F87287	Umbilicaria vellea	ingroup	Ascomycota	43850	0.8944051237073449	56476	0.8858980392156863	0.8858980392156863	111	0	3	11
F1048955	Tothia fuscella	ingroup	Ascomycota	48293	0.9850286576784221	61195	0.9599215686274509	0.9599215686274509	125	0	0	0
F50376	Venturia effusa	ingroup	Ascomycota	47723	0.9734024109164338	61238	0.9605960784313725	0.9605960784313725	124	1	0	0
F253628	Verruconis gallopava	ingroup	Ascomycota	40205	0.8200583352030514	51617	0.809678431372549	0.809678431372549	111	13	0	1
F364733	Endocarpon pusillum	ingroup	Ascomycota	45740	0.9329553103392009	58624	0.9195921568627451	0.9195921568627451	116	1	2	6
F2939408	Vezdaea acicularis	ingroup	Ascomycota	47216	0.9630611703755074	60363	0.9468705882352941	0.9468705882352941	123	0	2	0
F2939405	Vezdaea aestivalis	ingroup	Ascomycota	47090	0.9604911579333837	59532	0.9338352941176471	0.9338352941176471	122	0	0	3
F326681	Hypoxylon trugodes	ingroup	Ascomycota	48182	0.9827645990984559	61635	0.9668235294117647	0.9668235294117647	124	0	0	1
F1682393	Microdochium trichocladiopsis	ingroup	Ascomycota	47900	0.9770126664898934	61328	0.9620078431372548	0.9620078431372548	124	0	0	1
F326684	Xylaria bambusicola	ingroup	Ascomycota	47989	0.978827992738695	61645	0.9669803921568627	0.9669803921568627	124	0	0	1
F1130053	Cirrosporium novae-zelandiae	ingroup	Ascomycota	46220	0.9427458339282436	59118	0.9273411764705882	0.9273411764705882	120	4	0	1
F1217826	Xylona heveae	ingroup	Ascomycota	48319	0.985558977706162	61820	0.9697254901960785	0.9697254901960785	124	0	0	1
F423460	Basidiobolus meristosporus	ingroup	Basidiobolomycota	42487	0.8666041160992922	51429	0.8067294117647059	0.8067294117647059	107	18	0	0
F34480	Basidiobolus ranarum	ingroup	Basidiobolomycota	35993	0.734146490709201	44093	0.6916549019607843	0.6916549019607843	90	34	0	1
F87326	Amanita brunnescens	ingroup	Basidiomycota	36897	0.7525853101352316	45192	0.7088941176470588	0.7088941176470588	102	20	2	1
F933333	Amanita inopinata	ingroup	Basidiomycota	46733	0.9532094560140331	58569	0.9187294117647059	0.9187294117647059	121	3	0	1
F41956	Amanita muscaria	ingroup	Basidiomycota	46521	0.9488853080955392	57556	0.9028392156862745	0.9028392156862745	120	3	1	1
F67723	Amanita phalloides	ingroup	Basidiomycota	48352	0.9862320762029086	60170	0.943843137254902	0.943843137254902	125	0	0	0
F1004511	Amanita polypyramis	ingroup	Basidiomycota	39547	0.8066371591164052	49039	0.7692392156862745	0.7692392156862745	109	13	2	1
F71933	Amanita rubescens	ingroup	Basidiomycota	43424	0.8857160340220694	53702	0.8423843137254902	0.8423843137254902	109	14	2	0
F235537	Amanita thiersii	ingroup	Basidiomycota	48160	0.9823158667672915	59776	0.9376627450980393	0.9376627450980393	125	0	0	0
F89243	Laccaria amethystina	ingroup	Basidiomycota	46924	0.9571052685255064	58604	0.919278431372549	0.919278431372549	121	4	0	0
F29883	Laccaria bicolor	ingroup	Basidiomycota	42155	0.8598323372835377	51478	0.8074980392156863	0.8074980392156863	111	4	1	9
F44565	Sterigmatomyces hyphaenes	ingroup	Basidiomycota	47856	0.9761152018275644	58897	0.9238745098039216	0.9238745098039216	124	1	0	0
F2831993	Plicatura crispa	ingroup	Basidiomycota	47695	0.9728312970404063	59690	0.9363137254901961	0.9363137254901961	123	2	0	0
F1759441	Athelia psychrophila	ingroup	Basidiomycota	45625	0.9306096640626593	57099	0.8956705882352941	0.8956705882352941	114	10	0	1
F2748771	Athelia sp. TMB	ingroup	Basidiomycota	16480	0.33614130989046853	20935	0.3283921568627451	0.3283921568627451	43	80	1	1
F80663	Piloderma croceum	ingroup	Basidiomycota	46449	0.9474167295571828	58243	0.9136156862745098	0.9136156862745098	121	3	0	1
F1938712	Atractiella rhizophila	ingroup	Basidiomycota	38782	0.7910335121463683	48480	0.7604705882352941	0.7604705882352941	101	19	4	1
F1331295	Auricularia subglabra	ingroup	Basidiomycota	45214	0.9222265282395414	56206	0.8816627450980392	0.8816627450980392	118	6	0	1
F2829486	Auriculariales sp. MPI-PUGE-AT-0066	ingroup	Basidiomycota	46964	0.95792114549126	58663	0.9202039215686274	0.9202039215686274	121	1	0	3
F5219	Exidia glandulosa	ingroup	Basidiomycota	35131	0.7165643420972118	44794	0.7026509803921569	0.7026509803921569	97	24	2	2
F48563	Suillus bovinus	ingroup	Basidiomycota	47984	0.9787260081179758	60032	0.941678431372549	0.941678431372549	124	1	0	0
F48565	Suillus brevipes	ingroup	Basidiomycota	47162	0.96195973647174	58660	0.920156862745098	0.920156862745098	122	3	0	0
F1904413	Suillus clintonianus	ingroup	Basidiomycota	47698	0.9728924878128378	59613	0.9351058823529412	0.9351058823529412	123	1	0	1
F1912936	Suillus discolor	ingroup	Basidiomycota	47571	0.9703020784465702	59840	0.9386666666666666	0.9386666666666666	123	2	0	0
F1912939	Suillus fuscotomentosus	ingroup	Basidiomycota	45221	0.9223693067085483	56373	0.8842823529411765	0.8842823529411765	117	7	0	1
F48578	Suillus paluster	ingroup	Basidiomycota	46207	0.9424806739143737	57799	0.9066509803921569	0.9066509803921569	121	3	0	1
F116603	Suillus plorans	ingroup	Basidiomycota	47582	0.9705264446121525	59109	0.9272	0.9272	121	4	0	0
F48586	Suillus subalutaceus	ingroup	Basidiomycota	46414	0.9467028372121484	57838	0.9072627450980392	0.9072627450980392	120	3	0	2
F48587	Suillus subaureus	ingroup	Basidiomycota	44740	0.9125583861953618	55742	0.8743843137254902	0.8743843137254902	116	5	0	4
F48593	Suillus weaverae	ingroup	Basidiomycota	47392	0.966651029024823	59225	0.9290196078431373	0.9290196078431373	123	1	0	1
F264124	Botryobasidium botryosum	ingroup	Basidiomycota	47454	0.9679156383217411	59419	0.9320627450980392	0.9320627450980392	123	2	0	0
F1750568	Cantharellus anzutake	ingroup	Basidiomycota	40468	0.825422726252881	50186	0.7872313725490196	0.7872313725490196	106	16	2	1
F170446	Ceratobasidium sp. AG-Ba	ingroup	Basidiomycota	7111	0.14504252758683991	9062	0.14214901960784312	0.14214901960784312	19	104	0	2
F139363	Hydnum rufescens	ingroup	Basidiomycota	44249	0.9025434964407367	54961	0.8621333333333333	0.8621333333333333	118	3	1	3
F456999	Rhizoctonia solani	ingroup	Basidiomycota	43851	0.8944255206314887	55448	0.8697725490196079	0.8697725490196079	116	1	2	6
F156515	Tulasnella calospora	ingroup	Basidiomycota	36199	0.7383482570828319	45835	0.7189803921568627	0.7189803921568627	105	7	7	6
F401625	Ceraceosorus bombacis	ingroup	Basidiomycota	38578	0.7868725396210251	49109	0.7703372549019608	0.7703372549019608	111	0	1	13
F1522189	Ceraceosorus guamensis	ingroup	Basidiomycota	46529	0.9490484834886899	59323	0.9305568627450981	0.9305568627450981	123	0	0	2
F203533	Classicula fluitans	ingroup	Basidiomycota	43741	0.8921818589756665	55594	0.8720627450980392	0.8720627450980392	116	7	1	1
F202698	Punctularia strigosozonata	ingroup	Basidiomycota	47321	0.9652028474106105	59018	0.9257725490196078	0.9257725490196078	123	1	0	1
F2778381	Cyphobasidiales sp. Tagirdzhanova-0007	ingroup	Basidiomycota	45385	0.925714402268138	57446	0.9011137254901961	0.9011137254901961	118	0	1	6
F29899	Cystobasidium minutum	ingroup	Basidiomycota	47618	0.9712607338813307	59943	0.9402823529411765	0.9402823529411765	125	0	0	0
F29902	Mrakia frigida	ingroup	Basidiomycota	47715	0.9732392355232831	59954	0.9404549019607843	0.9404549019607843	125	0	0	0
F264483	Phaffia rhodozyma	ingroup	Basidiomycota	46965	0.9579415424154037	60112	0.9429333333333333	0.9429333333333333	124	0	0	1
F29889	Calocera cornea	ingroup	Basidiomycota	47859	0.9761763925999959	59643	0.9355764705882353	0.9355764705882353	124	0	0	1
F63146	Calocera viscosa	ingroup	Basidiomycota	47305	0.9648764966243091	58386	0.9158588235294117	0.9158588235294117	122	3	0	0
F1858805	Dacryopinax primogenitus	ingroup	Basidiomycota	46348	0.9453566402186551	57572	0.9030901960784313	0.9030901960784313	120	2	1	2
F58919	Tilletiopsis washingtonensis	ingroup	Basidiomycota	46494	0.9483345911436556	58818	0.9226352941176471	0.9226352941176471	121	0	1	3
F5414	Erythrobasidium hasegawianum	ingroup	Basidiomycota	47856	0.9761152018275644	59151	0.9278588235294117	0.9278588235294117	124	1	0	0
F215250	Acaromyces ingoldii	ingroup	Basidiomycota	46377	0.9459481510188263	59012	0.925678431372549	0.925678431372549	124	0	1	0
F63378	Exobasidium rhododendri	ingroup	Basidiomycota	47423	0.9672833336732821	60424	0.9478274509803921	0.9478274509803921	125	0	0	0
F1280837	Meira miltonrushii	ingroup	Basidiomycota	47141	0.9615314010647195	59563	0.934321568627451	0.934321568627451	123	0	1	1
F5210	Filobasidium floriforme	ingroup	Basidiomycota	47532	0.9695065984049606	60465	0.9484705882352941	0.9484705882352941	124	0	0	1
F610337	Naganishia cerealis	ingroup	Basidiomycota	28957	0.5906337324331491	35823	0.5619294117647059	0.5619294117647059	86	32	0	7
F89922	Naganishia friedmannii	ingroup	Basidiomycota	45473	0.9275093315927958	58770	0.9218823529411765	0.9218823529411765	121	1	1	2
F104408	Naganishia liquefaciens	ingroup	Basidiomycota	47904	0.9770942541864687	60714	0.9523764705882353	0.9523764705882353	125	0	0	0
F1424756	Naganishia vaughanmartiniae	ingroup	Basidiomycota	38335	0.7819160870540722	49097	0.7701490196078431	0.7701490196078431	101	0	3	21
F68786	Sphaerobolus stellatus	ingroup	Basidiomycota	37854	0.7721051665408857	47409	0.7436705882352941	0.7436705882352941	101	13	5	6
F1230402	Basidioascus undulatus	ingroup	Basidiomycota	48334	0.9858649315683194	60695	0.952078431372549	0.952078431372549	125	0	0	0
F5281	Tilletiaria anomala	ingroup	Basidiomycota	45697	0.9320782426010158	59149	0.9278274509803922	0.9278274509803922	123	1	0	1
F104355	Gloeophyllum trabeum	ingroup	Basidiomycota	47799	0.9749525771513656	60055	0.9420392156862745	0.9420392156862745	125	0	0	0
F5364	Heliocybe sulcata	ingroup	Basidiomycota	48135	0.9818059436636956	60145	0.9434509803921569	0.9434509803921569	124	1	0	0
F38799	Neolentinus lepideus	ingroup	Basidiomycota	47199	0.9627144226650621	58867	0.9234039215686275	0.9234039215686275	122	2	0	1
F112417	Gautieria morchelliformis	ingroup	Basidiomycota	47241	0.9635710934791033	58566	0.9186823529411765	0.9186823529411765	120	3	0	2
F113071	Ramaria rubella	ingroup	Basidiomycota	43832	0.8940379790727558	55250	0.8666666666666667	0.8666666666666667	118	6	1	0
F45228	Heterogastridium pycnidioideum	ingroup	Basidiomycota	47954	0.9781141003936606	58452	0.9168941176470589	0.9168941176470589	124	0	0	1
F257869	Holtermanniella festucosa	ingroup	Basidiomycota	47890	0.976808697248455	59933	0.9401254901960784	0.9401254901960784	124	1	0	0
F135589	Coniferiporia weirii	ingroup	Basidiomycota	46439	0.9472127603157444	58665	0.920235294117647	0.920235294117647	120	3	0	2
F208960	Fomitiporia mediterranea	ingroup	Basidiomycota	46132	0.9409509046035858	57707	0.9052078431372549	0.9052078431372549	119	2	0	4
F2282107	Pyrrhoderma noxium	ingroup	Basidiomycota	47370	0.9662022966936586	59760	0.9374117647058824	0.9374117647058824	122	1	0	2
F50990	Rickenella mellea	ingroup	Basidiomycota	44717	0.9120892569400535	56646	0.8885647058823529	0.8885647058823529	122	2	1	0
F27342	Schizopora paradoxa	ingroup	Basidiomycota	48216	0.9834580945193465	60571	0.9501333333333334	0.9501333333333334	124	1	0	0
F150792	Hysterangium stoloniferum	ingroup	Basidiomycota	48277	0.9847023068921207	60118	0.9430274509803922	0.9430274509803922	124	1	0	0
F202697	Jaapia argillacea	ingroup	Basidiomycota	45915	0.9365247720643727	57994	0.9097098039215686	0.9097098039215686	121	4	0	0
F1323573	Meredithblackwellia eburnea	ingroup	Basidiomycota	47777	0.9745038448202011	59489	0.9331607843137255	0.9331607843137255	124	1	0	0
F418498	Phenoliferia psychrophenolica	ingroup	Basidiomycota	46562	0.9497215819854365	58618	0.9194980392156863	0.9194980392156863	122	0	0	3
F3038894	Phenoliferia sp. Uapishka_3	ingroup	Basidiomycota	38816	0.7917270075672589	49366	0.7743686274509803	0.7743686274509803	103	0	7	15
F106004	Leucosporidium creatinivorum	ingroup	Basidiomycota	46590	0.9502926958614641	58370	0.9156078431372549	0.9156078431372549	121	1	0	3
F223818	Malassezia japonica	ingroup	Basidiomycota	46305	0.94447957248047	57256	0.8981333333333333	0.8981333333333333	121	1	1	2
F77020	Malassezia pachydermatis	ingroup	Basidiomycota	45636	0.9308340302282416	56716	0.8896627450980392	0.8896627450980392	120	0	1	4
F76775	Malassezia restricta	ingroup	Basidiomycota	46472	0.9478858588124911	57275	0.8984313725490196	0.8984313725490196	122	1	1	1
F76777	Malassezia sympodialis	ingroup	Basidiomycota	43539	0.888061680298611	53304	0.8361411764705883	0.8361411764705883	111	1	2	11
F2020962	Malassezia vespertilionis	ingroup	Basidiomycota	46075	0.939788279927387	56775	0.8905882352941177	0.8905882352941177	119	0	2	4
F269621	Microbotryum intermedium	ingroup	Basidiomycota	47267	0.9641014135068432	60482	0.9487372549019608	0.9487372549019608	124	0	0	1
F288795	Microbotryum lychnidis-dioicae	ingroup	Basidiomycota	45655	0.9312215717869745	58122	0.9117176470588235	0.9117176470588235	121	4	0	0
F289078	Microbotryum saponariae	ingroup	Basidiomycota	45737	0.9328941195667694	58499	0.9176313725490196	0.9176313725490196	122	2	1	0
F796604	Microbotryum silenes-dioicae	ingroup	Basidiomycota	45416	0.9263467069165969	58019	0.9101019607843137	0.9101019607843137	121	4	0	0
F2878321	Jaminaea pallidilutea	ingroup	Basidiomycota	46748	0.9535154098761907	60214	0.9445333333333333	0.9445333333333333	124	0	0	1
F1569628	Jaminaea rosea	ingroup	Basidiomycota	46701	0.9525567544414303	59204	0.9286901960784314	0.9286901960784314	123	0	0	2
F1684307	Microstroma glucosiphilum	ingroup	Basidiomycota	46874	0.9560854223183144	60387	0.9472470588235294	0.9472470588235294	125	0	0	0
F1463510	Parajaminaea phylloscopi	ingroup	Basidiomycota	46848	0.9555551022905746	60710	0.9523137254901961	0.9523137254901961	125	0	0	0
F574677	Sympodiomycopsis kandeliae	ingroup	Basidiomycota	47243	0.963611887327391	60416	0.9477019607843137	0.9477019607843137	125	0	0	0
F34349	Mixia osmundae	ingroup	Basidiomycota	46581	0.9501091235441695	59108	0.9271843137254902	0.9271843137254902	124	1	0	0
F112072	Naohidea sebacea	ingroup	Basidiomycota	47605	0.9709955738674608	58044	0.9104941176470588	0.9104941176470588	123	1	0	1
F1419009	Clathrus columnatus	ingroup	Basidiomycota	43607	0.889448671140392	54524	0.855278431372549	0.855278431372549	117	3	2	3
F378194	Epithele typhae	ingroup	Basidiomycota	46550	0.9494768188957106	58203	0.9129882352941177	0.9129882352941177	119	4	0	2
F599839	Fibroporia radiculosa	ingroup	Basidiomycota	44841	0.9146184755338895	56302	0.8831686274509803	0.8831686274509803	117	1	2	5
F5630	Laetiporus sulphureus	ingroup	Basidiomycota	47047	0.9596140901951986	59338	0.9307921568627451	0.9307921568627451	123	2	0	0
F5365	Lentinus tigrinus	ingroup	Basidiomycota	46951	0.9576559854773901	58904	0.9239843137254902	0.9239843137254902	122	3	0	0
F231932	Phanerochaete carnosa	ingroup	Basidiomycota	44753	0.9128235462092317	55093	0.8642039215686275	0.8642039215686275	114	2	1	8
F104341	Rhodonia placenta	ingroup	Basidiomycota	46160	0.9415220184796133	57801	0.9066823529411765	0.9066823529411765	122	0	0	3
F181123	Austropuccinia psidii	ingroup	Basidiomycota	46640	0.951312542068656	58873	0.9234980392156863	0.9234980392156863	122	0	1	2
F60197	Cronartium quercuum	ingroup	Basidiomycota	45901	0.936239215126359	56850	0.8917647058823529	0.8917647058823529	120	2	1	2
F203908	Melampsora laricis-populina	ingroup	Basidiomycota	45852	0.9352397658433108	55347	0.8681882352941176	0.8681882352941176	122	2	0	1
F170000	Phakopsora pachyrhizi	ingroup	Basidiomycota	37627	0.7674750647602342	46695	0.7324705882352941	0.7324705882352941	99	22	2	2
F208348	Puccinia triticina	ingroup	Basidiomycota	44905	0.9159238786790952	55856	0.8761725490196078	0.8761725490196078	117	5	0	3
F48021	Artomyces pyxidatus	ingroup	Basidiomycota	47961	0.9782568788626675	59912	0.9397960784313726	0.9397960784313726	123	0	0	2
F135208	Hericium alpestre	ingroup	Basidiomycota	37254	0.7598670120545822	46210	0.7248627450980392	0.7248627450980392	102	2	10	11
F984962	Heterobasidion irregulare	ingroup	Basidiomycota	46213	0.9426030554592367	56352	0.8839529411764706	0.8839529411764706	120	3	2	0
F152956	Russula decolorans	ingroup	Basidiomycota	46978	0.9582067024292736	59204	0.9286901960784314	0.9286901960784314	121	2	1	1
F40492	Stereum hirsutum	ingroup	Basidiomycota	46688	0.9522915944275603	58403	0.9161254901960785	0.9161254901960785	120	0	0	5
F1314805	Vararia minispora	ingroup	Basidiomycota	47628	0.9714647031227691	59488	0.9331450980392156	0.9331450980392156	124	0	1	0
F65672	Serendipita indica	ingroup	Basidiomycota	45015	0.9181675403349175	56658	0.8887529411764706	0.8887529411764706	118	3	0	4
F2600213	Serendipita sp. 400	ingroup	Basidiomycota	29648	0.604728007016542	38524	0.6042980392156863	0.6042980392156863	93	3	14	15
F2600215	Serendipita sp. 405	ingroup	Basidiomycota	36285	0.7401023925592021	45738	0.7174588235294118	0.7174588235294118	105	2	9	9
F2600216	Serendipita sp. 411	ingroup	Basidiomycota	37797	0.7709425418646868	47460	0.7444705882352941	0.7444705882352941	102	3	11	9
F109899	Serendipita vermifera	ingroup	Basidiomycota	44579	0.9092744814082037	55566	0.8716235294117647	0.8716235294117647	115	9	0	1
F2834505	Sertulicium niveocremeum	ingroup	Basidiomycota	47066	0.9600016317539315	58379	0.9157490196078432	0.9157490196078432	122	3	0	0
F467971	Sistotremastrum suecicum	ingroup	Basidiomycota	47018	0.9590225793950272	58375	0.9156862745098039	0.9156862745098039	121	2	1	1
F69979	Phyllozyma linderae	ingroup	Basidiomycota	47939	0.977808146531503	59153	0.9278901960784314	0.9278901960784314	125	0	0	0
F100910	Rhodosporidiobolus nylandii	ingroup	Basidiomycota	47166	0.9620413241683154	59969	0.9406901960784314	0.9406901960784314	123	2	0	0
F29898	Rhodotorula graminis	ingroup	Basidiomycota	46517	0.9488037203989639	57400	0.9003921568627451	0.9003921568627451	123	2	0	0
F5286	Rhodotorula toruloides	ingroup	Basidiomycota	47701	0.9729536785852694	60452	0.9482666666666667	0.9482666666666667	125	0	0	0
F500713	Sporobolomyces koalae	ingroup	Basidiomycota	47590	0.9706896200053032	60325	0.9462745098039216	0.9462745098039216	125	0	0	0
F183962	Sporobolomyces salmoneus	ingroup	Basidiomycota	47242	0.9635914904032472	60404	0.9475137254901961	0.9475137254901961	124	1	0	0
F370292	Thelephora ganbajun	ingroup	Basidiomycota	48450	0.9882309747690048	60177	0.9439529411764706	0.9439529411764706	125	0	0	0
F56493	Thelephora terrestris	ingroup	Basidiomycota	46746	0.953474616027903	58497	0.9176	0.9176	121	2	1	1
F13290	Tilletia caries	ingroup	Basidiomycota	44072	0.8989332408672772	57735	0.9056470588235294	0.8989332408672772	121	2	1	1
F13291	Tilletia controversa	ingroup	Basidiomycota	43359	0.88439023395272	56296	0.8830745098039215	0.8830745098039215	120	2	1	2
F157183	Tilletia laevis	ingroup	Basidiomycota	43916	0.8957513207008383	58210	0.9130980392156862	0.8957513207008383	122	0	1	2
F1031713	Tilletia maclaganii	ingroup	Basidiomycota	46428	0.9469883941501621	60121	0.9430745098039216	0.9430745098039216	124	1	0	0
F117179	Tilletia walkeri	ingroup	Basidiomycota	45833	0.9348522242845779	59849	0.9388078431372548	0.9348522242845779	124	0	1	0
F104669	Cryptococcus amylolentus	ingroup	Basidiomycota	41786	0.852305872274461	52790	0.828078431372549	0.828078431372549	106	19	0	0
F552467	Cryptococcus bacillisporus	ingroup	Basidiomycota	47814	0.9752585310135231	60100	0.9427450980392157	0.9427450980392157	124	0	1	0
F1859122	Cryptococcus decagattii	ingroup	Basidiomycota	48023	0.9795214881595855	60220	0.9446274509803921	0.9446274509803921	125	0	0	0
F40410	Cryptococcus deneoformans	ingroup	Basidiomycota	48091	0.9809084790013666	60545	0.9497254901960784	0.9497254901960784	125	0	0	0
F5208	Cryptococcus depauperatus	ingroup	Basidiomycota	47547	0.9698125522671182	59230	0.9290980392156862	0.9290980392156862	124	0	0	1
F1859096	Cryptococcus deuterogattii	ingroup	Basidiomycota	47241	0.9635710934791033	59560	0.9342745098039216	0.9342745098039216	123	0	0	2
F37769	Cryptococcus gattii	ingroup	Basidiomycota	47735	0.9736471740061599	59923	0.9399686274509804	0.9399686274509804	124	1	0	0
F5207	Cryptococcus neoformans	ingroup	Basidiomycota	47668	0.9722805800885227	60077	0.9423843137254901	0.9423843137254901	123	2	0	0
F1859121	Cryptococcus tetragattii	ingroup	Basidiomycota	47807	0.9751157525445163	60156	0.9436235294117647	0.9436235294117647	124	0	1	0
F5619	Cryptococcus wingfieldii	ingroup	Basidiomycota	47661	0.9721378016195158	59572	0.9344627450980392	0.9344627450980392	124	1	0	0
F105984	Apiotrichum porosum	ingroup	Basidiomycota	47946	0.97795092500051	60209	0.9444549019607843	0.9444549019607843	124	1	0	0
F1890679	Cryptotrichosporon argae	ingroup	Basidiomycota	47986	0.9787668019662635	60267	0.945364705882353	0.945364705882353	125	0	0	0
F279322	Cutaneotrichosporon cavernicola	ingroup	Basidiomycota	48137	0.9818467375119831	60074	0.9423372549019607	0.9423372549019607	124	0	0	1
F82508	Trichosporon asahii	ingroup	Basidiomycota	43218	0.8815142676484387	55809	0.8754352941176471	0.8754352941176471	118	0	2	5
F143232	Vanrija pseudolonga	ingroup	Basidiomycota	46050	0.939278356823791	58363	0.9154980392156863	0.9154980392156863	121	3	0	1
F1055551	Tritirachium sp. CBS 265.96	ingroup	Basidiomycota	47096	0.9606135394782467	57908	0.9083607843137255	0.9083607843137255	123	0	2	0
F1269715	Thecaphora frezii	ingroup	Basidiomycota	43974	0.896934342301181	57287	0.8986196078431372	0.896934342301181	117	7	1	0
F84753	Moesziomyces antarcticus	ingroup	Basidiomycota	46764	0.953841760662492	60135	0.9432941176470588	0.9432941176470588	122	1	1	1
F84751	Pseudozyma flocculosa	ingroup	Basidiomycota	46342	0.945234258673792	60337	0.9464627450980392	0.945234258673792	124	1	0	0
F280036	Sporisorium graminicola	ingroup	Basidiomycota	46278	0.9439288555285863	59522	0.933678431372549	0.933678431372549	122	1	0	2
F1882483	Testicularia cyperi	ingroup	Basidiomycota	47221	0.9631631549962266	61163	0.9594196078431373	0.9594196078431373	125	0	0	0
F120017	Ustilago hordei	ingroup	Basidiomycota	47035	0.9593693271054725	60765	0.9531764705882353	0.9531764705882353	124	0	0	1
F1673888	Violaceomyces palustris	ingroup	Basidiomycota	43716	0.8916719358720705	56679	0.8890823529411764	0.8890823529411764	121	1	2	1
F1708542	Wallemia canadensis	ingroup	Basidiomycota	47814	0.9752585310135231	58369	0.9155921568627451	0.9155921568627451	124	0	0	1
F1540922	Wallemia hederae	ingroup	Basidiomycota	46593	0.9503538866338956	57711	0.9052705882352942	0.9052705882352942	122	0	0	3
F245174	Wallemia ichthyophaga	ingroup	Basidiomycota	47019	0.959042976319171	57740	0.9057254901960784	0.9057254901960784	122	1	0	2
F1708541	Wallemia mellicola	ingroup	Basidiomycota	47800	0.9749729740755094	57934	0.9087686274509804	0.9087686274509804	124	0	1	0
F64504	Allomyces arbusculus	ingroup	Blastocladiomycota	47248	0.9637138719481102	58167	0.9124235294117647	0.9124235294117647	125	0	0	0
F64505	Allomyces javanicus	ingroup	Blastocladiomycota	40852	0.8332551451241152	49422	0.7752470588235294	0.7752470588235294	106	11	0	8
F28583	Allomyces macrogynus	ingroup	Blastocladiomycota	8368	0.17068146123564568	11038	0.17314509803921568	0.17068146123564568	25	100	0	0
F64508	Blastocladiella britannica	ingroup	Blastocladiomycota	45485	0.9277540946825219	56284	0.882886274509804	0.882886274509804	122	1	1	1
F4808	Blastocladiella emersonii	ingroup	Blastocladiomycota	47302	0.9648153058518776	57886	0.9080156862745098	0.9080156862745098	123	2	0	0
