marker	fit	sites	branches	site_rate_spearman	median_absolute_site_rate_change	branch_length_spearman	gamma_total_tree_length	freerate_total_tree_length	gamma_log_likelihood	freerate_log_likelihood	freerate_minus_gamma_log_likelihood	freerate_ll_lower_by_more_than_point_one
5004118at2759	aa	81	31	0.9846560607430175	0.13944	0.997983870967742	7.3941250268	7.662703916	-1391.7184	-1387.1856	4.532799999999952	False
5004478at2759	3di_af	261	9	0.9994881151625318	0.016010000000000024	1.0	0.7632195356	0.7532397097	-1507.3597	-1506.7734	0.5862999999999374	False
5004478at2759	3di_af_empirical	261	9	0.994340715442335	0.04143000000000002	0.9833333333333333	0.9969245986	1.0980042464	-1380.633	-1378.5183	2.1147000000000844	False
5004478at2759	3di_llm	261	9	0.9988293948338379	0.023340000000000027	1.0	0.6701835852	0.659816465	-1546.5465	-1545.9366	0.6098999999999251	False
5004478at2759	aa	261	9	0.9908751193458245	0.17302000000000017	0.9833333333333333	1.9534986421	1.8944594442	-2236.4024	-2231.6691	4.733299999999872	False
5005010at2759	3di_af	92	287	0.9957772065333749	0.04694999999999999	0.9949077814267402	4.311715549	3.3674865577	-1506.1764	-1500.9241	5.252300000000105	False
5005010at2759	3di_af_empirical	92	287	0.9252876913687301	0.023505000000000012	0.9923865485581123	6.3541430699	3.6054188737	-1508.2396	-1490.7562	17.483400000000074	False
5005010at2759	3di_llm	92	287	0.9968942531164283	0.04003999999999999	0.9972227975276756	3.9083032223	3.0410155527	-1498.3998	-1492.1239	6.275899999999865	False
5005010at2759	aa	92	287	0.9994335600077952	0.06718000000000024	0.999832484546065	35.420382452	34.6282749377	-9890.8157	-9880.7964	10.01929999999993	False
5005174at2759	3di_af	136	201	0.9796329443657759	0.050739999999999987	0.9923629377863159	9.5942360217	8.0660952222	-2640.5805	-2632.2461	8.334400000000187	False
5005174at2759	3di_af_empirical	136	201	0.9948941664497987	0.02940500000000007	0.9926126791783657	10.5326947224	7.2563914967	-2695.9468	-2687.2436	8.703200000000379	False
5005174at2759	3di_llm	136	201	0.9783781720216391	0.04349000000000003	0.9961445249002512	9.2602252667	7.9965276392	-2609.0146	-2599.7256	9.28899999999976	False
5005174at2759	aa	136	201	0.992661204931705	0.047929999999999987	0.9986286389833013	27.2498360458	30.0703753589	-9072.9795	-9060.9245	12.055000000000291	False
5005196at2759	3di_af	291	15	0.9962285152997696	0.08623000000000003	0.9928571428571428	1.1297121755	1.2663247467	-2247.2472	-2243.0789	4.168299999999817	False
5005196at2759	3di_af_empirical	291	15	0.9988019706018061	0.009599999999999997	1.0	1.1742579454	1.1743803759	-2158.7498	-2158.7333	0.01650000000017826	False
5005196at2759	3di_llm	291	15	0.9939266386488891	0.08767999999999998	0.9964285714285712	1.0531689069999999	1.1458244579999999	-2310.8058	-2307.5414	3.2644000000000233	False
5005196at2759	aa	291	15	0.9991019678057406	0.03215000000000001	1.0	2.3807996978	2.3895671764	-2840.5602	-2840.248	0.31219999999984793	False
5005274at2759	3di_af	157	33	0.9979862677260194	0.008080000000000032	0.9983288770053477	1.2245857798	1.2889772538	-700.0793	-699.2642	0.8151000000000295	False
5005274at2759	3di_af_empirical	157	33	0.9874314248880998	0.016840000000000077	0.9876336898395723	1.2482266994	1.255930517	-597.5803	-597.4875	0.0928000000000111	False
5005274at2759	3di_llm	157	33	0.999567141660733	0.015619999999999967	0.9966577540106952	1.2039816427	1.2323185749	-660.576	-659.5883	0.987700000000018	False
5005274at2759	aa	157	33	0.9841126814735318	0.04764999999999997	0.993649732620321	8.3931272771	8.4436427673	-2358.2858	-2353.3821	4.903700000000299	False
5005750at2759	3di_af	107	265	0.9904604226271575	0.04992999999999992	0.9951927401671227	14.0403205524	12.6846177373	-4027.433	-4025.9037	1.5293000000001484	False
5005750at2759	3di_af_empirical	107	265	0.9917327166883269	0.06638	0.9976708487570285	13.1068977015	13.4323301615	-3955.6238	-3961.7263	-6.102499999999964	True
5005750at2759	3di_llm	107	265	0.9902960664847569	0.03523	0.9955486901909655	12.6329436708	11.3721306898	-4020.1667	-4017.5614	2.6053000000001703	False
5005750at2759	aa	107	265	0.9886589741895229	0.12123000000000006	0.9966233231891152	16.7024681191	15.9396868714	-6246.728	-6238.4515	8.276499999999942	False
5005892at2759	3di_af	288	23	0.9962611149675742	0.03688999999999998	0.9980237154150198	2.0361232764	2.1166083412	-2468.7464	-2467.6886	1.057800000000043	False
5005892at2759	3di_af_empirical	288	23	0.9973117813568769	0.038954999999999906	0.9960474308300397	2.2923110198	2.3810852776	-2469.8501	-2468.9575	0.8926000000001295	False
5005892at2759	3di_llm	288	23	0.9982654708867177	0.02239000000000002	0.9990118577075099	1.8161046243	1.8674671905	-2489.3523	-2488.7715	0.5808000000001812	False
5005892at2759	aa	288	23	0.9975923576385378	0.09849500000000005	0.9990118577075099	4.0667504661	4.0209203672	-3770.8471	-3762.7692	8.077899999999772	False
5013042at2759	3di_af	333	11	0.9984639625898873	0.023320000000000007	1.0	0.7292478449	0.7417469938	-1862.3686	-1861.11	1.258600000000115	False
5013042at2759	3di_af_empirical	333	11	0.9971291041409117	0.038280000000000314	1.0	0.8965818759999999	0.9299418153	-1732.3037	-1730.1057	2.1979999999998654	False
5013042at2759	3di_llm	333	11	0.9999610092892911	0.03619	1.0	0.6413953684	0.6446193599	-1882.6872	-1881.844	0.8432000000000244	False
5013042at2759	aa	333	11	0.99848990223758	0.1480300000000001	1.0	3.1219042898	3.073241382	-3508.799	-3503.6931	5.10590000000002	False
5013067at2759	3di_af	306	31	0.9986542078622658	0.080125	0.9983867715265172	3.1248940088	3.1960508741	-4127.1167	-4123.5045	3.612199999999575	False
5013067at2759	3di_af_empirical	306	31	0.9971686997991236	0.06262	0.9991933857632587	3.6745852869999998	3.6342275716000003	-4040.1624	-4037.8463	2.316100000000006	False
5013067at2759	3di_llm	306	31	0.9985198588656425	0.06319999999999992	0.9995966928816292	2.8605350049	2.9113239705	-4217.9184	-4214.5892	3.3291999999992186	False
5013067at2759	aa	306	31	0.9987200147432856	0.08900000000000002	0.9991919191919194	5.4142405163000005	5.8962682529	-5298.9257	-5293.5621	5.363599999999678	False
5013259at2759	3di_af	120	243	0.9976314510208009	0.04506	0.9835814542021089	9.2102911265	6.9495529761	-2055.1442	-2050.4695	4.67470000000003	False
5013259at2759	3di_af_empirical	120	243	0.985561403540722	0.04328000000000001	0.9948993117959789	8.918255961	7.2625141521	-2095.21	-2093.3514	1.858600000000024	False
5013259at2759	3di_llm	120	243	0.9906629691441106	0.040575	0.9723336438154172	8.2453387093	6.2857592406	-2020.6889	-2015.5068	5.182099999999991	False
5013259at2759	aa	120	243	0.9994408598515462	0.07711000000000003	0.9971155490638918	23.1575921454	25.7788428123	-7829.0567	-7825.4387	3.618000000000393	False
5013539at2759	3di_af	223	99	0.9961831069190681	0.03927	0.9977118119975263	8.0205787862	7.7986870705	-4128.9935	-4128.6231	0.37039999999979045	False
5013539at2759	3di_af_empirical	223	99	0.9977542604354072	0.02538000000000007	0.9978107606679034	7.0197050682	6.679986989	-4129.6948	-4127.1072	2.5875999999998385	False
5013539at2759	3di_llm	223	99	0.9978297867387532	0.03862999999999994	0.9989610389610389	7.1940499046	6.9680481044	-4162.5279	-4161.1275	1.4004000000004453	False
5013539at2759	aa	223	99	0.9975360102844788	0.07879000000000003	0.9994557688501882	8.0980806807	6.8398393402	-5868.7045	-5861.6609	7.043599999999969	False
5013726at2759	3di_af	165	269	0.9704777761460538	0.06162000000000001	0.9938935975557129	12.8360366428	9.1661492903	-5883.8496	-5856.7169	27.132699999999204	False
5013726at2759	3di_af_empirical	165	269	0.9637884554829678	0.05252999999999999	0.9920706160284279	20.5546564481	11.076392666	-5880.896	-5826.3767	54.51929999999993	False
5013726at2759	3di_llm	165	269	0.955052025534433	0.06369000000000002	0.9965950872589806	16.4551025798	8.4754742307	-5917.4014	-5883.5897	33.81169999999929	False
5013726at2759	aa	165	269	0.9788082132970408	0.09021000000000012	0.9998656036614989	21.7539277418	19.6295377294	-11877.9137	-11860.0068	17.90689999999995	False
5013738at2759	3di_af	170	269	0.9718184072149171	0.05484999999999998	0.9948066199566602	7.6911333181	6.8243035444	-5681.2728	-5654.0555	27.21729999999934	False
5013738at2759	3di_af_empirical	170	269	0.9969465355527967	0.046425	0.9799262051767347	18.8449153138	7.9530801358	-5655.295	-5612.3443	42.950700000000325	False
5013738at2759	3di_llm	170	269	0.9615075494478886	0.05892499999999995	0.9988852171283664	6.8593858191	6.2439926816	-5710.4394	-5684.1109	26.32850000000053	False
5013738at2759	aa	170	269	0.9984811939037356	0.310855	0.9999266342377668	19.7995929426	11.5428253523	-8879.3941	-8859.7451	19.648999999999432	False
5015403at2759	3di_af	314	23	0.9982224126792023	0.05438999999999994	0.9990118577075099	2.1783352961	2.1984190299	-3150.5773	-3149.5354	1.041899999999714	False
5015403at2759	3di_af_empirical	314	23	0.9977997966091049	0.07923000000000001	1.0	2.2814107214	2.3113653446	-3124.6137	-3122.6452	1.968499999999949	False
5015403at2759	3di_llm	314	23	0.9969013605425743	0.048219999999999985	0.9990118577075099	1.9635805963	1.9921788520000001	-3201.8683	-3200.8458	1.0225000000000364	False
5015403at2759	aa	314	23	0.9989646727022643	0.06583000000000006	0.9990118577075099	3.9092012587	3.9138558203000002	-4259.9147	-4255.1847	4.730000000000473	False
5015712at2759	3di_af	422	9	0.9998572325392671	0.011250000000000093	1.0	0.5301766538	0.5285086764	-1669.751	-1668.3283	1.4227000000000771	False
5015712at2759	3di_af_empirical	422	9	0.9995140277240668	0.016349999999999976	1.0	0.6059385108	0.5939042765	-1537.4798	-1537.0987	0.3811000000000604	False
5015712at2759	3di_llm	422	9	0.9992144975156984	0.011310000000000042	1.0	0.4871587999	0.4844222232	-1649.3945	-1648.0938	1.3007000000000062	False
5015712at2759	aa	422	9	0.99911026806708	0.028310000000000002	1.0	3.2841872997	3.2098146449000002	-2966.7227	-2966.4106	0.31209999999964566	False
5015742at2759	3di_af	394	5	0.9986189204898139	0.022499999999999964	0.9999999999999999	0.9135107084999999	0.900236433	-2233.0226	-2232.1168	0.9057999999999993	False
5015742at2759	3di_af_empirical	394	5	0.9967348181168796	0.039439999999999975	0.9999999999999999	0.94682239	0.926446944	-2172.9153	-2171.5432	1.3721000000000458	False
5015742at2759	3di_llm	394	5	0.994772212426781	0.025939999999999963	0.9999999999999999	0.8236392763	0.812534248	-2296.8976	-2295.7168	1.1807999999996355	False
5015742at2759	aa	394	5	0.9986534440685793	0.039390000000000036	0.9999999999999999	2.3560391585000002	2.3182452684	-2986.0806	-2985.8541	0.2264999999997599	False
5017019at2759	3di_af	139	13	0.9793240877515843	0.054150000000000365	0.9945054945054945	1.4730073302	1.4870363581	-1042.9716	-1042.2329	0.738700000000108	False
5017019at2759	3di_af_empirical	139	13	0.9824443034768441	0.10298000000000002	0.9945054945054945	2.0920662154	2.1036663736	-1042.0073	-1040.1307	1.8766000000000531	False
5017019at2759	3di_llm	139	13	0.9881422836302994	0.03724000000000016	1.0	1.2966720716	1.3070418659	-1052.7741	-1052.0065	0.7676000000001295	False
5017019at2759	aa	139	13	0.9935540003444429	0.08165	0.9945054945054945	3.6905534019	3.660617511	-1483.3112	-1482.6175	0.6937000000000353	False
529759at2759	3di_af	226	283	0.9699792025353945	0.057255	0.9977005645873709	8.8036135824	7.049738633	-7959.9897	-7919.7394	40.2502999999997	False
529759at2759	3di_af_empirical	226	283	0.9656229758249113	0.03617	0.9972357006011199	10.5707643006	8.250894027	-7880.4376	-7844.9781	35.459499999999935	False
529759at2759	3di_llm	226	283	0.9463206636572017	0.053995	0.9964129231129262	8.8411169408	6.7777622662	-8129.3925	-8082.2289	47.16359999999986	False
529759at2759	aa	226	283	0.9905793674390105	0.08021	0.999603433870877	7.8545571761	6.4466940246	-7981.6826	-7957.593	24.089600000000246	False
539632at2759	3di_af	257	59	0.9920210443014157	0.028999999999999998	0.9987725040916533	2.396774643	2.2664892677	-3254.7622	-3241.1862	13.576000000000022	False
539632at2759	3di_af_empirical	257	59	0.9902784324558274	0.024620000000000003	0.9987725040916533	2.5362755775	2.3106424566	-3254.1848	-3238.5006	15.684200000000146	False
539632at2759	3di_llm	257	59	0.9936156718997602	0.02706	0.9982465881527804	2.3359488584	2.1259348507999998	-3290.453	-3274.9151	15.537899999999809	False
539632at2759	aa	257	59	0.9983296833861977	0.09827000000000008	0.9978953522361883	7.7998218475	5.7675732147000005	-5507.5409	-5497.9805	9.5604000000003	False
540946at2759	3di_af	401	15	0.9980229320883598	0.05679999999999996	1.0	1.2855726479	1.2894053611	-3050.8907	-3049.1934	1.6972999999998137	False
540946at2759	3di_af_empirical	401	15	0.9976096694770422	0.03744000000000003	0.9964285714285712	1.5075867661	1.5128434604	-3029.312	-3028.1849	1.1270999999997002	False
540946at2759	3di_llm	401	15	0.9956432626108377	0.050289999999999946	1.0	1.1790886162	1.1821561837	-3099.5582	-3097.9725	1.585700000000088	False
540946at2759	aa	401	15	0.9996434102597529	0.026960000000000095	1.0	4.0749912811	4.1094814299	-4774.7751	-4774.2094	0.5657000000001062	False
541070at2759	3di_af	222	241	0.9991207766794952	0.13657999999999995	0.999334727604818	19.4740973288	16.8043393258	-17001.4335	-16954.0322	47.40129999999772	False
541070at2759	3di_af_empirical	222	241	0.9991021346467734	0.13023000000000004	0.9992841463273491	21.5583789381	19.4539924535	-16930.3003	-16891.9875	38.3127999999997	False
541070at2759	3di_llm	222	241	0.9992820000256696	0.10970500000000002	0.9992584270337209	17.0499407869	15.5516881528	-17276.3945	-17241.8869	34.50759999999718	False
541070at2759	aa	222	241	0.9975342717004512	0.11776999999999999	0.9996853673079489	35.9146849236	36.0531802031	-24254.1151	-24271.4799	-17.364799999999377	True
554735at2759	3di_af	231	259	0.9939613920014986	0.12783000000000003	0.9970672947417132	16.1027362579	13.6675019527	-12954.9926	-12928.261	26.731599999999162	False
554735at2759	3di_af_empirical	231	259	0.9904509035873308	0.11274000000000006	0.9973995206553345	14.7175769084	14.639175255	-13053.7407	-13017.8762	35.86449999999968	False
554735at2759	3di_llm	231	259	0.9954701316612312	0.14864	0.99858268695478	15.2132790059	12.780721346	-13057.5359	-13033.5421	23.993800000000192	False
554735at2759	aa	231	259	0.9987103529140338	0.08618999999999999	0.999758255572209	23.3123689763	20.9272443944	-18071.4692	-18063.5287	7.940500000000611	False
649304at2759	3di_af	276	49	0.9973189820354664	0.04197000000000001	0.9977539561000509	2.6267459872	2.7183193701	-3605.5034	-3591.7183	13.785100000000057	False
649304at2759	3di_af_empirical	276	49	0.9945517375080694	0.041789999999999994	0.9937723328228687	3.8555028129	3.6769745987	-3501.5	-3487.4606	14.039400000000114	False
649304at2759	3di_llm	276	49	0.9968644367107022	0.05263000000000004	0.998570699336396	2.4523501643	2.4411236283	-3634.8972	-3624.1279	10.76929999999993	False
649304at2759	aa	276	49	0.9974571329987936	0.061810000000000004	0.9994892747701738	9.0329944276	8.4731453825	-6599.7155	-6590.9078	8.807700000000295	False
707076at2759	3di_af	228	171	0.9923253976765403	0.03976999999999999	0.9982168142654859	11.3508771338	8.2373497598	-6198.1791	-6178.2106	19.96849999999995	False
707076at2759	3di_af_empirical	228	171	0.9901403776786862	0.048844999999999986	0.9989728082175344	13.6918359021	9.6446737249	-6169.3544	-6150.8681	18.486300000000483	False
707076at2759	3di_llm	228	171	0.9924152180037029	0.036474999999999994	0.9979408164734683	10.4586128402	7.6206498163	-6294.7884	-6278.6992	16.089200000000346	False
707076at2759	aa	228	171	0.9874665997727042	0.12747000000000003	0.9994528037209348	23.9026618296	16.731278174	-8770.5494	-8757.7613	12.788099999999758	False
707202at2759	3di_af	323	15	0.999495651429171	0.03391999999999995	0.9964285714285712	2.4543899779	2.4398697132000002	-3196.5034	-3196.0032	0.5001999999999498	False
707202at2759	3di_af_empirical	323	15	0.9991215521009029	0.032240000000000046	1.0	2.670275118	2.66035383	-3142.3619	-3141.6059	0.7559999999998581	False
707202at2759	3di_llm	323	15	0.9986424878511209	0.04508999999999996	1.0	2.1912143488	2.1781236473	-3281.4592	-3280.7151	0.7440999999998894	False
707202at2759	aa	323	15	0.9940850485268174	0.05646000000000001	0.9964285714285712	4.5649241277	4.9485737933000005	-4101.9324	-4097.7474	4.184999999999491	False
727964at2759	3di_af	241	19	0.9974911380591006	0.005209999999999937	0.9964912280701754	2.0175345738	2.0215632097	-1921.3324	-1921.2572	0.07519999999999527	False
727964at2759	3di_af_empirical	241	19	0.9958581628111083	0.04278	0.9947368421052631	3.0550603194	3.1033534292000002	-1840.9257	-1839.7853	1.1403999999999996	False
727964at2759	3di_llm	241	19	0.9985678365101232	0.023239999999999927	0.9947368421052631	1.7815793566	1.8113534711	-1962.0261	-1961.7745	0.2516000000000531	False
727964at2759	aa	241	19	0.9935203054149773	0.08330000000000015	1.0	2.8752844068	2.9323785829	-2574.5564	-2573.0751	1.4812999999999192	False
760428at2759	3di_af	331	29	0.994153807842993	0.11185	0.9985221674876845	3.3961616179000003	3.4837679228	-4597.3191	-4591.2159	6.1031999999995605	False
760428at2759	3di_af_empirical	331	29	0.9968340470819259	0.06955	0.9995073891625613	5.0827952592	5.3017591847	-4456.0334	-4449.0328	7.000600000000304	False
760428at2759	3di_llm	331	29	0.9927094885522962	0.11668000000000003	0.999014778325123	2.9288958748	3.0263312539	-4731.4884	-4724.7254	6.76299999999992	False
760428at2759	aa	331	29	0.9979216559512399	0.05857000000000001	0.9965517241379308	8.7380633427	8.7546854274	-6200.6999	-6196.0958	4.604099999999562	False
776280at2759	3di_af	243	5	0.9999947693722275	0.012289999999999912	0.9999999999999999	0.6267660976	0.6302205621	-1162.2716	-1162.2799	-0.008299999999962893	False
776280at2759	3di_af_empirical	243	5	0.9999548073853104	0.008920000000000039	0.9999999999999999	0.7620244354	0.7664972556	-1097.6641	-1097.6358	0.028299999999944703	False
776280at2759	3di_llm	243	5	0.9998909890560498	0.022240000000000038	0.9999999999999999	0.5514645169	0.5565239028	-1194.4749	-1194.4994	-0.024499999999989086	False
776280at2759	aa	243	5	0.9987461377592204	0.009580000000000033	0.9999999999999999	1.8743797989000002	1.8685248916	-1478.0821	-1477.727	0.3550999999999931	False
801816at2759	3di_af	153	305	0.9940533304705004	0.13763000000000003	0.9980163723298741	20.9150566398	15.4541221597	-8738.3101	-8702.1145	36.19560000000092	False
801816at2759	3di_af_empirical	153	305	0.9977550988759063	0.23355000000000004	0.9990610547062516	25.4241972818	16.932997554	-8746.7323	-8716.6774	30.05489999999918	False
801816at2759	3di_llm	153	305	0.9972796448296829	0.3323499999999999	0.9964518864552911	28.8007223926	14.1067887568	-8769.7589	-8739.6005	30.158400000000256	False
801816at2759	aa	153	305	0.9938712085233227	0.08832000000000001	0.9988043250696277	21.5467797175	15.8696516971	-9669.7308	-9652.6349	17.095900000000256	False
