taxon_id	marker	protein_a	protein_b	gene_relationship	gene_ids_a_json	gene_ids_b_json	length_a	length_b	sequence_sha256_a	sequence_sha256_b	exact_full_sequence_identity	annotation_mode	interval_basis	intervals_a_json	intervals_b_json	location_relationship	overlap_bases	intervening_bases	same_strand
F170000	4843824at2759	KAI8456266.1	KAI8456274.1	distinct_annotated_genes	"[""gene-BY996DRAFT_6430825""]"	"[""gene-BY996DRAFT_4636491""]"	239	239	3ff9ced70834259491eab6df40773bdbf45d975f2ab0d18f41a69add2136131e	3ff9ced70834259491eab6df40773bdbf45d975f2ab0d18f41a69add2136131e	True	ncbi_protein_gff	annotated_gene_feature	"[[""MU604670.1"", 238911, 240381, ""-""]]"	"[[""MU604670.1"", 370841, 372717, ""-""]]"	same_sequence_disjoint_intervals	0	130459	True
F170000	4977163at2759	KAI8443688.1	KAI8458563.1	distinct_annotated_genes	"[""gene-BY996DRAFT_4602739""]"	"[""gene-BY996DRAFT_4577015""]"	239	239	f74fbbd578584bcb0e04315c175328d1e9ce80d833d90d370263306674a6779a	f74fbbd578584bcb0e04315c175328d1e9ce80d833d90d370263306674a6779a	True	ncbi_protein_gff	annotated_gene_feature	"[[""MU609539.1"", 51106, 51904, ""-""]]"	"[[""MU604557.1"", 384267, 385065, ""+""]]"	different_assembly_sequences			
F170000	4986044at2759	KAI8442626.1	KAI8454778.1	distinct_annotated_genes	"[""gene-BY996DRAFT_8376551""]"	"[""gene-BY996DRAFT_7072320""]"	660	660	56bcac5c9bebc0211b0cd2fba5ab21f8187f592af4fa4570e245ef835d61c9a0	56bcac5c9bebc0211b0cd2fba5ab21f8187f592af4fa4570e245ef835d61c9a0	True	ncbi_protein_gff	annotated_gene_feature	"[[""MU611739.1"", 2536, 5576, ""+""]]"	"[[""MU604762.1"", 66194, 69353, ""-""]]"	different_assembly_sequences			
F170000	5003856at2759	KAI8444964.1	KAI8446195.1	distinct_annotated_genes	"[""gene-BY996DRAFT_4599243""]"	"[""gene-BY996DRAFT_4596113""]"	334	334	2228734774b7c9a5df9d2df777a00e337eb8343c67334bc8c6b9975a5696b48c	2228734774b7c9a5df9d2df777a00e337eb8343c67334bc8c6b9975a5696b48c	True	ncbi_protein_gff	annotated_gene_feature	"[[""MU607936.1"", 15334, 16804, ""+""]]"	"[[""MU606879.1"", 39333, 40801, ""-""]]"	different_assembly_sequences			
F170000	5013067at2759	KAI8443278.1	KAI8451592.1	distinct_annotated_genes	"[""gene-BY996DRAFT_4603936""]"	"[""gene-BY996DRAFT_4585719""]"	336	336	2ee60924aa4100e568ee76e831b9ac3910a674748eac714953399b46ceb2bf8b	2ee60924aa4100e568ee76e831b9ac3910a674748eac714953399b46ceb2bf8b	True	ncbi_protein_gff	annotated_gene_feature	"[[""MU610300.1"", 28783, 30383, ""-""]]"	"[[""MU605061.1"", 122933, 124533, ""+""]]"	different_assembly_sequences			
F170000	5018803at2759	KAI8447821.1	KAI8454884.1	distinct_annotated_genes	"[""gene-BY996DRAFT_8430226""]"	"[""gene-BY996DRAFT_6413560""]"	935	935	092b50974bb2f76109e2387c78855b844952cd17c64d2858da747169fc35a420	092b50974bb2f76109e2387c78855b844952cd17c64d2858da747169fc35a420	True	ncbi_protein_gff	annotated_gene_feature	"[[""MU606009.1"", 141181, 144844, ""-""]]"	"[[""MU604755.1"", 519197, 522427, ""+""]]"	different_assembly_sequences			
F170446	260326at2759	QRV72216.1	QRV87133.1	distinct_annotated_genes	"[""gene-RhiJN_00230""]"	"[""gene-RhiJN_15151""]"	170	170	d190b1e45b33aec268239a0ee96399f6ae63a19313d6cd7b0baed8ca5d1cc4d8	d190b1e45b33aec268239a0ee96399f6ae63a19313d6cd7b0baed8ca5d1cc4d8	True	ncbi_protein_gff	annotated_gene_feature	"[[""CP059610.1"", 803404, 804381, ""+""]]"	"[[""CP059626.1"", 707306, 708273, ""+""]]"	different_assembly_sequences			
F170446	352891at2759	QRV72490.1	QRV87390.1	distinct_annotated_genes	"[""gene-RhiJN_00504""]"	"[""gene-RhiJN_15408""]"	249	249	766a67f27d70a68ef546fc55b5a0d57d03fd2d73da59915505363ca2960880e4	766a67f27d70a68ef546fc55b5a0d57d03fd2d73da59915505363ca2960880e4	True	ncbi_protein_gff	annotated_gene_feature	"[[""CP059610.1"", 1679477, 1680549, ""+""]]"	"[[""CP059626.1"", 1518752, 1519829, ""+""]]"	different_assembly_sequences			
F170446	4613677at2759	QRV86621.1	QRW00671.1	distinct_annotated_genes	"[""gene-RhiJN_14639""]"	"[""gene-RhiJN_28689""]"	136	136	5704011ff7c26769a77e33c7980a9cd1989d1b2a2d687a38736a2b929c78eb73	5704011ff7c26769a77e33c7980a9cd1989d1b2a2d687a38736a2b929c78eb73	True	ncbi_protein_gff	annotated_gene_feature	"[[""CP059625.1"", 2731891, 2732464, ""+""]]"	"[[""CP059641.1"", 2848811, 2849384, ""+""]]"	different_assembly_sequences			
F170446	4803900at2759	QRV76058.1	QRV90876.1	distinct_annotated_genes	"[""gene-RhiJN_04073""]"	"[""gene-RhiJN_18894""]"	148	148	60af50375e1818d5dca904b353c6c93a113a6eb095ef6bb3a4b65bbf2022d0f6	60af50375e1818d5dca904b353c6c93a113a6eb095ef6bb3a4b65bbf2022d0f6	True	ncbi_protein_gff	annotated_gene_feature	"[[""CP059613.1"", 1088961, 1089537, ""-""]]"	"[[""CP059629.1"", 1166770, 1167346, ""-""]]"	different_assembly_sequences			
F170446	4867008at2759	QRV86315.1	QRW00366.1	distinct_annotated_genes	"[""gene-RhiJN_14333""]"	"[""gene-RhiJN_28384""]"	188	188	f64ded96dd6c82b35c29094b0ed39c42708e7f8608ba0701c0993ebd644426e9	f64ded96dd6c82b35c29094b0ed39c42708e7f8608ba0701c0993ebd644426e9	True	ncbi_protein_gff	annotated_gene_feature	"[[""CP059625.1"", 1894359, 1895106, ""-""]]"	"[[""CP059641.1"", 2006312, 2007059, ""-""]]"	different_assembly_sequences			
F170446	4974767at2759	QRV72911.1	QRV87779.1	distinct_annotated_genes	"[""gene-RhiJN_00925""]"	"[""gene-RhiJN_15797""]"	141	141	c7da6d10a7f81a71ccb02ec8df376b98b09cabb334eb6cd9a0eed645d0175c7a	c7da6d10a7f81a71ccb02ec8df376b98b09cabb334eb6cd9a0eed645d0175c7a	True	ncbi_protein_gff	annotated_gene_feature	"[[""CP059610.1"", 2784143, 2784801, ""-""]]"	"[[""CP059626.1"", 2562641, 2563299, ""-""]]"	different_assembly_sequences			
F170446	5000452at2759	QRV83321.1	QRV97524.1	distinct_annotated_genes	"[""gene-RhiJN_11337""]"	"[""gene-RhiJN_25543""]"	301	301	0a9655440d00f1f0a5f92b04d72a114ade106fab69eb3850905c71843432d569	0a9655440d00f1f0a5f92b04d72a114ade106fab69eb3850905c71843432d569	True	ncbi_protein_gff	annotated_gene_feature	"[[""CP059621.1"", 1187829, 1188898, ""-""]]"	"[[""CP059637.1"", 1099961, 1101030, ""-""]]"	different_assembly_sequences			
F170446	5001473at2759	QRV83457.1	QRV97614.1	distinct_annotated_genes	"[""gene-RhiJN_11473""]"	"[""gene-RhiJN_25633""]"	152	152	607ed4a4c2460f3f717a85c974acb62bb69b229017fa1354a7f1a90f755a079c	607ed4a4c2460f3f717a85c974acb62bb69b229017fa1354a7f1a90f755a079c	True	ncbi_protein_gff	annotated_gene_feature	"[[""CP059621.1"", 1647697, 1648328, ""-""]]"	"[[""CP059637.1"", 1400825, 1401456, ""-""]]"	different_assembly_sequences			
F170446	5013042at2759	QRV73103.1	QRV87977.1	distinct_annotated_genes	"[""gene-RhiJN_01117""]"	"[""gene-RhiJN_15995""]"	348	348	bcaa0c39d60416b4acf42118cdee942d78f25f2739b1887ddce3a47eed9a363a	bcaa0c39d60416b4acf42118cdee942d78f25f2739b1887ddce3a47eed9a363a	True	ncbi_protein_gff	annotated_gene_feature	"[[""CP059610.1"", 3252855, 3254016, ""-""]]"	"[[""CP059626.1"", 3051813, 3052974, ""-""]]"	different_assembly_sequences			
F170446	5013738at2759	QRV86414.1	QRW00462.1	distinct_annotated_genes	"[""gene-RhiJN_14432""]"	"[""gene-RhiJN_28480""]"	268	268	97e04c6ce82858c818267707f05d4c7bec23deeeb1ff6adf14ea06c17f9b73ae	97e04c6ce82858c818267707f05d4c7bec23deeeb1ff6adf14ea06c17f9b73ae	True	ncbi_protein_gff	annotated_gene_feature	"[[""CP059625.1"", 2157937, 2158952, ""+""]]"	"[[""CP059641.1"", 2264841, 2265856, ""+""]]"	different_assembly_sequences			
F1712513	776280at2759	RKP24693.1	RKP25329.1	distinct_annotated_genes	"[""gene-SYNPS1DRAFT_16802""]"	"[""gene-SYNPS1DRAFT_15810""]"	278	278	81245fd55cb7173ee05caf40369c5560ef1c8f5aa9cd0186b5be8a1e842fc404	81245fd55cb7173ee05caf40369c5560ef1c8f5aa9cd0186b5be8a1e842fc404	True	ncbi_protein_gff	annotated_gene_feature	"[[""KZ990081.1"", 1158, 2244, ""+""]]"	"[[""KZ989793.1"", 4069, 5155, ""-""]]"	different_assembly_sequences			
F174680	4813267at2759	KAM0679607.1	KAM0679618.1	distinct_annotated_genes	"[""gene-GINT2_002238""]"	"[""gene-GINT2_002249""]"	591	591	c167f0b90ce610b112074d346de90a120663fddc2be7175d12c8fc9c796019bc	c167f0b90ce610b112074d346de90a120663fddc2be7175d12c8fc9c796019bc	True	ncbi_protein_gff	annotated_gene_feature	"[[""JBLVQI010000012.1"", 141421, 143196, ""-""]]"	"[[""JBLVQI010000012.1"", 161750, 163525, ""+""]]"	same_sequence_disjoint_intervals	0	18553	False
F174680	4867008at2759	KAM0679703.1	KAM0679790.1	distinct_annotated_genes	"[""gene-GINT2_002113""]"	"[""gene-GINT2_001961""]"	152	152	141152292ae7a941ba68121056a322418071bb2c0e7ded5424533fd3ecb6c11f	141152292ae7a941ba68121056a322418071bb2c0e7ded5424533fd3ecb6c11f	True	ncbi_protein_gff	annotated_gene_feature	"[[""JBLVQI010000011.1"", 112287, 112745, ""-""]]"	"[[""JBLVQI010000010.1"", 75577, 76035, ""+""]]"	different_assembly_sequences			
F174680	5013738at2759	KAM0680830.1	KAM0681588.1	distinct_annotated_genes	"[""gene-GINT2_001104""]"	"[""gene-GINT2_000101""]"	200	200	2c6c9c197703277c04f77995767fb0c7152d3552a28e549a1c2cd4b532e87e6d	2c6c9c197703277c04f77995767fb0c7152d3552a28e549a1c2cd4b532e87e6d	True	ncbi_protein_gff	annotated_gene_feature	"[[""JBLVQI010000004.1"", 347937, 348539, ""+""]]"	"[[""JBLVQI010000001.1"", 216248, 216850, ""+""]]"	different_assembly_sequences			
F174680	649304at2759	KAM0679547.1	KAM0681363.1	distinct_annotated_genes	"[""gene-GINT2_002175""]"	"[""gene-GINT2_000563""]"	286	286	928887ed4504d825a0e4602eb88c7cc21777a01f48a2b1d145de6e9869a27315	928887ed4504d825a0e4602eb88c7cc21777a01f48a2b1d145de6e9869a27315	True	ncbi_protein_gff	annotated_gene_feature	"[[""JBLVQI010000012.1"", 14555, 15415, ""-""]]"	"[[""JBLVQI010000002.1"", 421390, 422250, ""-""]]"	different_assembly_sequences			
F174688	4747214at2759	KAM0672967.1	KAM0675460.1	distinct_annotated_genes	"[""gene-GVAV_003594""]"	"[""gene-GVAV_000823""]"	124	124	65996cf60ed11e054deac99adfa2e9d981ba3d85ea57d37c3c946e89975b7484	65996cf60ed11e054deac99adfa2e9d981ba3d85ea57d37c3c946e89975b7484	True	ncbi_protein_gff	annotated_gene_feature	"[[""JBLVQF010000020.1"", 84760, 85134, ""-""]]"	"[[""JBLVQF010000003.1"", 24582, 24956, ""-""]]"	different_assembly_sequences			
F174688	4969990at2759	KAM0673608.1	KAM0673938.1	distinct_annotated_genes	"[""gene-GVAV_002985""]"	"[""gene-GVAV_002456""]"	322	322	7f5a18f874c34558b3e1da5f620fd81e65051a48ce42ad6e81ea05720460b75e	7f5a18f874c34558b3e1da5f620fd81e65051a48ce42ad6e81ea05720460b75e	True	ncbi_protein_gff	annotated_gene_feature	"[[""JBLVQF010000013.1"", 516563, 517531, ""-""]]"	"[[""JBLVQF010000010.1"", 204335, 205303, ""+""]]"	different_assembly_sequences			
F1750568	4837017at2759	XP_038910649.1	XP_038913269.1	distinct_annotated_genes	"[""gene-EI90DRAFT_3079148""]"	"[""gene-EI90DRAFT_3068824""]"	255	255	a3bbe62d55bc783f7197c2e1064d2f2ad8fbe637601ccac7b50e9106de1ac2e5	a3bbe62d55bc783f7197c2e1064d2f2ad8fbe637601ccac7b50e9106de1ac2e5	True	ncbi_protein_gff	annotated_gene_feature	"[[""NW_024067028.1"", 105060, 106722, ""-""]]"	"[[""NW_024066993.1"", 354722, 356401, ""-""]]"	different_assembly_sequences			
F1750568	5001318at2759	XP_038907986.1	XP_038911703.1	distinct_annotated_genes	"[""gene-EI90DRAFT_3004788""]"	"[""gene-EI90DRAFT_3281995""]"	444	444	f48c2706fcc39a7632533a516a244fef5ebce06a1cb160c0d731781958441ea9	f48c2706fcc39a7632533a516a244fef5ebce06a1cb160c0d731781958441ea9	True	ncbi_protein_gff	annotated_gene_feature	"[[""NW_024067143.1"", 70850, 72839, ""+""]]"	"[[""NW_024067010.1"", 476550, 478540, ""+""]]"	different_assembly_sequences			
F1754190	201273at2759	ORY54032.1	ORY83934.1	distinct_annotated_genes	"[""gene-LY90DRAFT_383190""]"	"[""gene-LY90DRAFT_448552""]"	260	260	c88943dfc9a7aaeaed44a30554afd7ff62780f210ed9f8e8ba519efe0fc895de	c88943dfc9a7aaeaed44a30554afd7ff62780f210ed9f8e8ba519efe0fc895de	True	ncbi_protein_gff	annotated_gene_feature	"[[""MCOG01000089.1"", 215614, 217967, ""+""]]"	"[[""MCOG01000006.1"", 79998, 81971, ""+""]]"	different_assembly_sequences			
F1754190	207567at2759	ORY21924.1	ORY82237.1	distinct_annotated_genes	"[""gene-LY90DRAFT_390389""]"	"[""gene-LY90DRAFT_375679""]"	180	180	622413ea0070702082244002344e6560fbe940888dfca312d4ab56fecd209ef8	622413ea0070702082244002344e6560fbe940888dfca312d4ab56fecd209ef8	True	ncbi_protein_gff	annotated_gene_feature	"[[""MCOG01000256.1"", 133053, 135015, ""+""]]"	"[[""MCOG01000009.1"", 723058, 725769, ""+""]]"	different_assembly_sequences			
F1754190	5013259at2759	ORY61971.1	ORY79639.1	distinct_annotated_genes	"[""gene-LY90DRAFT_453966""]"	"[""gene-LY90DRAFT_376326""]"	160	160	afa8d45b41d6dbcdabd22104e3e0647c9406c5cfb568179bf941b7044267a77f	afa8d45b41d6dbcdabd22104e3e0647c9406c5cfb568179bf941b7044267a77f	True	ncbi_protein_gff	annotated_gene_feature	"[[""MCOG01000058.1"", 124638, 126000, ""-""]]"	"[[""MCOG01000014.1"", 622589, 623938, ""-""]]"	different_assembly_sequences			
F1754192	4837017at2759	ORX64550.1	ORX82684.1	distinct_annotated_genes	"[""gene-BCR32DRAFT_238773""]"	"[""gene-BCR32DRAFT_231763""]"	222	222	36c2bb3b2df2c86f0baa2bf7037b01f6645cfe8f3c4878b5fe8ee53ddc2e91ba	36c2bb3b2df2c86f0baa2bf7037b01f6645cfe8f3c4878b5fe8ee53ddc2e91ba	True	ncbi_protein_gff	annotated_gene_feature	"[[""MCFG01000517.1"", 25516, 27627, ""-""]]"	"[[""MCFG01000089.1"", 35532, 37645, ""-""]]"	different_assembly_sequences			
F1759441	4900375at2759	KZP22849.1	KZP24204.1	distinct_annotated_genes	"[""gene-FIBSPDRAFT_738254""]"	"[""gene-FIBSPDRAFT_909966""]"	190	190	1a9ec8a7b76c5eb7b7698426ad62fab8435f5625ddf9697b5798b3530a8bdb9f	1a9ec8a7b76c5eb7b7698426ad62fab8435f5625ddf9697b5798b3530a8bdb9f	True	ncbi_protein_gff	annotated_gene_feature	"[[""KV417536.1"", 8320, 9178, ""-""]]"	"[[""KV417527.1"", 70332, 71190, ""+""]]"	different_assembly_sequences			
F1759441	4977163at2759	KZP07733.1	KZP20210.1	distinct_annotated_genes	"[""gene-FIBSPDRAFT_840927""]"	"[""gene-FIBSPDRAFT_1045077""]"	195	195	932e4f0cd0ae4764aff6351a82d0df0215e71cf43582492bbd9388e9d8294043	932e4f0cd0ae4764aff6351a82d0df0215e71cf43582492bbd9388e9d8294043	True	ncbi_protein_gff	annotated_gene_feature	"[[""KV417741.1"", 22227, 23022, ""-""]]"	"[[""KV417557.1"", 251100, 251895, ""-""]]"	different_assembly_sequences			
F1759441	5001273at2759	KZP07645.1	KZP15502.1	distinct_annotated_genes	"[""gene-FIBSPDRAFT_1052865""]"	"[""gene-FIBSPDRAFT_795300""]"	250	250	ecdb76bb93c2de11b00517b48c6b8cee224cbad0ddfc4720700a931f5c6686fa	ecdb76bb93c2de11b00517b48c6b8cee224cbad0ddfc4720700a931f5c6686fa	True	ncbi_protein_gff	annotated_gene_feature	"[[""KV417744.1"", 60610, 61972, ""+""]]"	"[[""KV417603.1"", 4009, 5371, ""+""]]"	different_assembly_sequences			
F1759441	5001473at2759	KZP25449.1	KZP31112.1	distinct_annotated_genes	"[""gene-FIBSPDRAFT_856002""]"	"[""gene-FIBSPDRAFT_849606""]"	105	105	76ea32ed365f989661c76ce6f666808f43481166129f60d11876ba111379d594	76ea32ed365f989661c76ce6f666808f43481166129f60d11876ba111379d594	True	ncbi_protein_gff	annotated_gene_feature	"[[""KV417521.1"", 456888, 457466, ""-""]]"	"[[""KV417490.1"", 4778, 5356, ""-""]]"	different_assembly_sequences			
F1851187	5005697at2759	KAI9590958.1	KAI9592912.1	distinct_annotated_genes	"[""gene-BDF19DRAFT_399619""]"	"[""gene-BDF19DRAFT_449750""]"	600	600	ddfbda757c91fa002d02b64e66d2ddb0f5a3940bd923e44ce585dc375b1f5dac	ddfbda757c91fa002d02b64e66d2ddb0f5a3940bd923e44ce585dc375b1f5dac	True	ncbi_protein_gff	annotated_gene_feature	"[[""JAHLTZ010000086.1"", 16547, 19303, ""-""]]"	"[[""JAHLTZ010000030.1"", 42232, 44988, ""+""]]"	different_assembly_sequences			
F1912939	4970387at2759	XP_041218924.1	XP_041219181.1	distinct_annotated_genes	"[""gene-F5891DRAFT_1196488""]"	"[""gene-F5891DRAFT_962692""]"	158	158	47ed7c3608e36c62d43e73d185ebfe4d63f4bb4d204f689f470c15903b7138ac	47ed7c3608e36c62d43e73d185ebfe4d63f4bb4d204f689f470c15903b7138ac	True	ncbi_protein_gff	annotated_gene_feature	"[[""NW_024539613.1"", 15288, 15908, ""-""]]"	"[[""NW_024539606.1"", 19517, 20137, ""+""]]"	different_assembly_sequences			
F1912939	5000045at2759	XP_041218595.1	XP_041226785.1	distinct_annotated_genes	"[""gene-F5891DRAFT_1067908""]"	"[""gene-F5891DRAFT_1030500""]"	393	393	2f4e15c61b4a71a0217e32c7372f011b3713f336fd3a654f92c61fd90d7dffd5	2f4e15c61b4a71a0217e32c7372f011b3713f336fd3a654f92c61fd90d7dffd5	True	ncbi_protein_gff	annotated_gene_feature	"[[""NW_024539622.1"", 39196, 41108, ""-""]]"	"[[""NW_024539535.1"", 539092, 541003, ""-""]]"	different_assembly_sequences			
F1938712	5000743at2759	KAH8916894.1	KAH8924904.1	distinct_annotated_genes	"[""gene-BT69DRAFT_1249532""]"	"[""gene-BT69DRAFT_1260911""]"	179	179	c1fc64eb811f74761d2497a441a010c42372fa2e77de38d8a03da377ef14d1d1	c1fc64eb811f74761d2497a441a010c42372fa2e77de38d8a03da377ef14d1d1	True	ncbi_protein_gff	annotated_gene_feature	"[[""MU271607.1"", 4868, 5962, ""+""]]"	"[[""MU271284.1"", 67943, 69038, ""+""]]"	different_assembly_sequences			
F1938712	5015712at2759	KAH8918059.1	KAH8928381.1	distinct_annotated_genes	"[""gene-BT69DRAFT_1226017""]"	"[""gene-BT69DRAFT_1212906""]"	525	525	aaa4e16f7bd5e3b6dd714c6fc46d39171746f4c135d0f4b26f7517bc05b1d1ac	aaa4e16f7bd5e3b6dd714c6fc46d39171746f4c135d0f4b26f7517bc05b1d1ac	True	ncbi_protein_gff	annotated_gene_feature	"[[""MU271530.1"", 28123, 29900, ""+""]]"	"[[""MU271211.1"", 139185, 140961, ""-""]]"	different_assembly_sequences			
F1938712	801816at2759	KAH8920491.1	KAH8920493.1	distinct_annotated_genes	"[""gene-BT69DRAFT_1245324""]"	"[""gene-BT69DRAFT_1352356""]"	193	193	52207699deae9b26fb69b84fbbc7d5e9f608ecab23a41c6a21ced3aafec023d4	52207699deae9b26fb69b84fbbc7d5e9f608ecab23a41c6a21ced3aafec023d4	True	ncbi_protein_gff	annotated_gene_feature	"[[""MU271417.1"", 50762, 51750, ""-""]]"	"[[""MU271417.1"", 53168, 54157, ""-""]]"	same_sequence_disjoint_intervals	0	1417	True
F203533	129234at2759	KAO0799002.1	KAO0813060.1	distinct_annotated_genes	"[""gene-P394_012183""]"	"[""gene-P394_007242""]"	230	230	6caeb27e52591acac4dbce04525f14041ce35f5e1d669ff452cc8af2e8ed15e6	6caeb27e52591acac4dbce04525f14041ce35f5e1d669ff452cc8af2e8ed15e6	True	ncbi_protein_gff	annotated_gene_feature	"[[""JBYDIX010000444.1"", 12635, 13926, ""-""]]"	"[[""JBYDIX010000101.1"", 110228, 111519, ""-""]]"	different_assembly_sequences			
F203533	2852757at2759	KAO0810203.1	KAO0813253.1	distinct_annotated_genes	"[""gene-P394_008641""]"	"[""gene-P394_007090""]"	518	518	998a2dde0b98e53c8cb49f59fe33b60de28645ff14d471accb4df173f152f49e	998a2dde0b98e53c8cb49f59fe33b60de28645ff14d471accb4df173f152f49e	True	ncbi_protein_gff	annotated_gene_feature	"[[""JBYDIX010000142.1"", 106120, 109082, ""-""]]"	"[[""JBYDIX010000097.1"", 149666, 152628, ""+""]]"	different_assembly_sequences			
F203533	4867008at2759	KAO0795246.1	KAO0805710.1	distinct_annotated_genes	"[""gene-P394_012578""]"	"[""gene-P394_010907""]"	186	186	75df801d5eacdde4bbca83d5df46b3b7ed1d79be35f9fde007e4737500f2cb60	75df801d5eacdde4bbca83d5df46b3b7ed1d79be35f9fde007e4737500f2cb60	True	ncbi_protein_gff	annotated_gene_feature	"[[""JBYDIX010000603.1"", 2487, 3674, ""-""]]"	"[[""JBYDIX010000253.1"", 54793, 55980, ""+""]]"	different_assembly_sequences			
F203533	4911644at2759	KAO0796496.1	KAO0803105.1	distinct_annotated_genes	"[""gene-P394_012466""]"	"[""gene-P394_011659""]"	1088	1088	78006d5ca47e736049ed77bbe887bbed9b3be95b1a0a24865390a5fc96d23ae9	78006d5ca47e736049ed77bbe887bbed9b3be95b1a0a24865390a5fc96d23ae9	True	ncbi_protein_gff	annotated_gene_feature	"[[""JBYDIX010000544.1"", 8331, 12426, ""-""]]"	"[[""JBYDIX010000334.1"", 27476, 31571, ""-""]]"	different_assembly_sequences			
F203533	4987397at2759	KAO0795218.1	KAO0800877.1	distinct_annotated_genes	"[""gene-P394_012610""]"	"[""gene-P394_012047""]"	838	838	07f53faedbf46308ba3996910077ef48b7a587bbac2481b480778804766742b3	07f53faedbf46308ba3996910077ef48b7a587bbac2481b480778804766742b3	True	ncbi_protein_gff	annotated_gene_feature	"[[""JBYDIX010000622.1"", 3347, 7054, ""+""]]"	"[[""JBYDIX010000410.1"", 3347, 7054, ""+""]]"	different_assembly_sequences			
F203533	5013259at2759	KAO0809889.1	KAO0816466.1	distinct_annotated_genes	"[""gene-P394_008927""]"	"[""gene-P394_003807""]"	148	148	bbd8bca0200a2c77310df66d58ad246dfdf494d054460fe20a4f0ef0d3ed5332	bbd8bca0200a2c77310df66d58ad246dfdf494d054460fe20a4f0ef0d3ed5332	True	ncbi_protein_gff	annotated_gene_feature	"[[""JBYDIX010000152.1"", 65634, 66270, ""+""]]"	"[[""JBYDIX010000036.1"", 117649, 118879, ""+""]]"	different_assembly_sequences			
F241526	5003192at2759	KAG8202908.1	KAG8202942.1	distinct_annotated_genes	"[""gene-GWM34_01845""]"	"[""gene-GWM34_01879""]"	529	529	460aeb9cedefd696a147172f8ea86e3f02e5f5ee070d3fa506bc46127df6a025	460aeb9cedefd696a147172f8ea86e3f02e5f5ee070d3fa506bc46127df6a025	True	ncbi_protein_gff	annotated_gene_feature	"[[""JAENJO010000004.1"", 85284, 86873, ""+""]]"	"[[""JAENJO010000004.1"", 119221, 120810, ""-""]]"	same_sequence_disjoint_intervals	0	32347	False
F27292	260326at2759	QID78904.1	QID83723.1	distinct_annotated_genes	"[""gene-GRS66_001134""]"	"[""gene-GRS66_006199""]"	171	171	83d3a4bb2b77f2d447e2e34483b92f4a0abd024d20c78f29b9187d33c13f070a	83d3a4bb2b77f2d447e2e34483b92f4a0abd024d20c78f29b9187d33c13f070a	True	ncbi_protein_gff	annotated_gene_feature	"[[""CP048985.1"", 1228311, 1228826, ""-""]]"	"[[""CP048999.1"", 1044497, 1045012, ""-""]]"	different_assembly_sequences			
F2748771	160487at2759	KAF7969431.1	KAF7974861.1	distinct_annotated_genes	"[""gene-HWV62_27317""]"	"[""gene-HWV62_11107""]"	980	980	8b879c7105265c83ad0ed83653609a5457547da9c871461e585dd987705256f8	8b879c7105265c83ad0ed83653609a5457547da9c871461e585dd987705256f8	True	ncbi_protein_gff	annotated_gene_feature	"[[""JACXVL010000414.1"", 576, 3955, ""+""]]"	"[[""JACXVL010000182.1"", 33596, 36975, ""-""]]"	different_assembly_sequences			
F2748771	319730at2759	KAF7965344.1	KAF7978756.1	distinct_annotated_genes	"[""gene-HWV62_44291""]"	"[""gene-HWV62_44780""]"	452	452	08cb9cab95cea0f73738cc12215e453f985dfb08401739e970b6b4c419155d52	08cb9cab95cea0f73738cc12215e453f985dfb08401739e970b6b4c419155d52	True	ncbi_protein_gff	annotated_gene_feature	"[[""JACXVL010000913.1"", 978, 2683, ""+""]]"	"[[""JACXVL010000094.1"", 83086, 84792, ""-""]]"	different_assembly_sequences			
F2748771	4747214at2759	KAF7965656.1	KAF7966778.1	distinct_annotated_genes	"[""gene-HWV62_42396""]"	"[""gene-HWV62_37031""]"	154	154	d92863f8ccbb634252529d78a68dc2403843a043d1f31b21232d464200d9ae21	d92863f8ccbb634252529d78a68dc2403843a043d1f31b21232d464200d9ae21	True	ncbi_protein_gff	annotated_gene_feature	"[[""JACXVL010000834.1"", 7669, 8280, ""-""]]"	"[[""JACXVL010000647.1"", 8141, 8752, ""+""]]"	different_assembly_sequences			
F2748771	4970387at2759	KAF7971856.1	KAF7983594.1	distinct_annotated_genes	"[""gene-HWV62_19798""]"	"[""gene-HWV62_20491""]"	150	150	b702397d44df47085c93ddf658f7dbb554ad385b35c6f72638ba5a36bdbac941	b702397d44df47085c93ddf658f7dbb554ad385b35c6f72638ba5a36bdbac941	True	ncbi_protein_gff	annotated_gene_feature	"[[""JACXVL010000291.1"", 41652, 42255, ""-""]]"	"[[""JACXVL010000030.1"", 71145, 71748, ""+""]]"	different_assembly_sequences			
F2748771	4974767at2759	KAF7966804.1	KAF7975634.1	distinct_annotated_genes	"[""gene-HWV62_36967""]"	"[""gene-HWV62_9075""]"	148	148	a2a79dbabcf1bac4a7321b547c432c3c79a409c2f87851edc4ac32911afb07c0	a2a79dbabcf1bac4a7321b547c432c3c79a409c2f87851edc4ac32911afb07c0	True	ncbi_protein_gff	annotated_gene_feature	"[[""JACXVL010000644.1"", 8767, 9426, ""-""]]"	"[[""JACXVL010000160.1"", 27874, 28533, ""-""]]"	different_assembly_sequences			
