review_rank	sequence_id	af_model_id	af_version	plddt_cutoff	protein_length	matched_residues	retained_fraction	status	ca_superposition_rmsd_angstrom	local_distance_pairs	local_distance_mean_absolute_change_angstrom	local_distance_rms_change_angstrom	pae5_local_pairs	pae5_local_retained_fraction	pae5_local_mean_absolute_change_angstrom	pae10_local_pairs	pae10_local_retained_fraction	pae10_local_mean_absolute_change_angstrom	pae15_local_pairs	pae15_local_retained_fraction	pae15_local_mean_absolute_change_angstrom
80	S77af74dc29be61e07f36ce00c142a7b7b347f6c605483c22fad498da4cd24430	AF-F0Z7S3-F1	6	70	296	289	0.9763513513513513	compared	1.7943135836975095	6340	0.2863915326239496	0.529725482947432	5189	0.8184542586750788	0.22903776420250105	6301	0.9938485804416404	0.2785495385441508	6340	1.0	0.2863915289452425
81	S388d7a83033e848e74f619defc783766791197cc94e40d254d80aa7a282814d2	AF-A0AAV5QKE4-F1	6	70	122	107	0.8770491803278688	compared	1.7572028196455802	1668	0.26018238539283767	0.5927857663454684	1569	0.9406474820143885	0.17699990158500206	1668	1.0	0.26018238078719486	1668	1.0	0.26018238078719486
82	S36e2485603378f9ea8e9a2c34afb1d4e58fcf25c8773b1a625c2962f97e42d08	AF-A0A0D2UDS7-F1	6	70	247	225	0.9109311740890689	compared	1.7527673168897637	6001	0.2119269043397818	0.4003261598663829	5792	0.9651724712547909	0.18713328446193286	5998	0.9995000833194467	0.21183847707490436	6001	1.0	0.2119269038347215
83	S45f55d9a53d0a95605ab52a2ee32cb14253835bdc4c26579cb35bd1915eaa172	AF-A0A4P9Y0S5-F1	6	70	507	317	0.6252465483234714	compared	1.6279848714740939	7230	0.3383263289716041	0.6704103731407124	6516	0.9012448132780083	0.25620752384555584	7207	0.9968188105117566	0.3363051302381156	7230	1.0	0.3383263302063069
84	Sca65eabc12e5f5481a7ce6651fdd1ef45fb6ef354cfa750958ae3891b21f13b6	AF-A0A1E4RXV2-F1	6	70	290	284	0.9793103448275862	compared	1.6263397128611852	6003	0.3020932315275963	0.6444731775695194	5791	0.9646843245044144	0.2650880718605108	5982	0.9965017491254373	0.2997562580567406	5998	0.9991670831251042	0.3010839444495542
85	S7dfeb1740e71c20487ec4135d31ed3832bcfe3cd7d3d5103252f7184c8d942ac	AF-A0A2X0K7R3-F1	6	70	480	397	0.8270833333333333	compared	1.6051693913430198	9199	0.272487600712901	0.5787828888237624	8750	0.9511903467768236	0.21545474230672976	9173	0.9971736058267203	0.26965733366307854	9199	1.0	0.2724876058391836
86	Sb70f9a86383cb1c7fe97ba6d56cbd62bc336a62f0407486ea30ff4ec9665a87b	AF-V3ZF40-F1	6	70	245	217	0.8857142857142857	compared	1.5946203362918505	3869	0.2778911994308333	0.5011616647022761	3104	0.8022744895321788	0.1677306095524585	3867	0.9994830705608685	0.2777764635540096	3869	1.0	0.27789119729189615
87	S89742483d8952e6412c2a2b8e0dc1b061405fe12c889d183fa557d1502c23432	AF-J8ZVH7-F1	6	70	431	335	0.777262180974478	compared	1.5375943824212854	7745	0.3196421936974541	0.6686073814659614	7256	0.9368624919302776	0.2498913521426069	7736	0.9988379599741769	0.31720839845736964	7745	1.0	0.3196421878538514
88	Sd3e61c9e9e59c519cffd3a24ab2d4e90c349f57f6e4937cb6e412665983ed6af	AF-A0A1Y1XGU5-F1	6	70	438	370	0.8447488584474886	compared	1.5047218147860708	7987	0.23159759014366926	0.46186331520900104	7478	0.9362714410917742	0.1898756878267443	7971	0.997996744710154	0.22975719931405703	7987	1.0	0.231597597480017
89	S949b2ad467fcd2e8a3908576ac5ebeab9bfdfb7fec00c518d3418c3e5efb87b2	AF-A0A433A230-F1	6	70	147	110	0.7482993197278912	compared	1.496235582237614	1696	0.28974867255737935	0.4863699538958205	1611	0.9498820754716981	0.24822676131401664	1693	0.9982311320754716	0.28504688795611743	1696	1.0	0.289748679909974
90	Scc6d95b14f7219b80f67b0cd9a20aea7a8bb4af09850236f10fcfc85117a6047	AF-A0A0L0H5G9-F1	6	70	211	166	0.7867298578199052	compared	1.4552330885759104	3150	0.326812627032221	0.8543681892117658	2994	0.9504761904761905	0.23680983627466617	3141	0.9971428571428571	0.3059735422776967	3150	1.0	0.32681261900620817
91	Se5c6fb92860b3140389f8e01c65f56b876fad6ff21c579a240c720dadf08a06f	AF-A0A7R7VWU1-F1	6	70	96	56	0.5833333333333334	compared	1.4176197817041944	861	0.6668791474455673	1.0166891514871876	640	0.743321718931475	0.5124984130970304	858	0.9965156794425087	0.6539758332963744	861	1.0	0.666879166307027
92	S32eec11ea1310ad6486c2d959d09955d7e8a0b5f89684a383b9b32629a669246	AF-A9UPJ4-F1	6	70	216	201	0.9305555555555556	compared	1.3973610200564652	3843	0.14663731459837723	0.21922268990255578	3808	0.9908925318761385	0.1429904657160966	3843	1.0	0.1466373157542775	3843	1.0	0.1466373157542775
93	S8b70b660ba9eaff30797b412970521b55124c697f2493ee52a2583cfaaf3b9aa	AF-A0A8H7PDB3-F1	6	70	313	265	0.8466453674121406	compared	1.347891973645074	5101	0.19617689117417597	0.2714133820597914	3767	0.738482650460694	0.17513437396912768	5076	0.99509900019604	0.1963076832406611	5101	1.0	0.19617689659428791
94	S00e1a550fce80f80d509614a39c3b03d90f2cf7a57564d71a0816a3e41e7d8f6	AF-N1PB47-F1	6	70	304	271	0.8914473684210527	compared	1.3024403959913775	6787	0.30576987263546695	0.6638366320131678	6639	0.9781936054221305	0.268950418308423	6781	0.9991159569765728	0.3058163506602164	6787	1.0	0.30576988135092215
95	S22c67a86d22f46b3661dd447334497e20583220307faf207d459ffb05e220b3c	AF-A0A4P9YRH6-F1	6	70	171	165	0.9649122807017544	compared	1.3014943669214347	3212	0.22625490779025595	0.36574778259166596	2689	0.837173100871731	0.18950068385045424	3172	0.987546699875467	0.21926144986559754	3207	0.9984433374844334	0.22493132027068502
96	S40bd4f305367299702c578c8aef2e0fecc8ad021e50b4296d47e195667e5750d	AF-N1PBB0-F1	6	70	290	238	0.8206896551724138	compared	1.2957145363131888	4813	0.2837075528625541	0.4856239632305355	4288	0.8909204238520673	0.2470498006572906	4794	0.996052358196551	0.28241435287468936	4813	1.0	0.28370755549034943
97	S87b84940067b50d7f916f387bf483b41efa445f6f83ecb037295240ecef9618a	AF-A0A9N8VN39-F1	6	70	389	196	0.5038560411311054	compared	1.2886161504786633	3262	0.2870660654568852	0.38187285359651274	2188	0.6707541385652973	0.23532585821680452	3255	0.9978540772532188	0.2864390821031952	3262	1.0	0.2870660743726218
98	Sc06430c7cdb10f9eb632114bfc6a43bb31e21309cfebe12e5ddb8b0063827a3f	AF-A0A4P9ZK04-F1	6	70	171	170	0.9941520467836257	compared	1.287499133047701	3340	0.22243622178613062	0.37364582949724484	2982	0.8928143712574851	0.1950439539035147	3305	0.9895209580838323	0.21918951636583683	3335	0.9985029940119761	0.22168194646569186
99	S05c3daf0025971f65f50eb9a680a91756bb286827cbeb06a04f11695ab46f0a0	AF-A0A6A7C3S2-F1	6	70	295	227	0.7694915254237288	compared	1.2818057651133188	4651	0.2723850348520734	0.4995884656500439	4243	0.9122769296925393	0.21954504921071066	4638	0.997204902171576	0.27012500810478746	4651	1.0	0.27238503300026484
100	Sfd87f63fe27914d202dca5c516af29117250bf0bc0783bf534992be9ad890685	AF-L2GRT3-F1	6	70	266	197	0.7406015037593985	compared	1.2606684459335074	4612	0.29804374321174437	0.715485145789385	4358	0.9449262792714658	0.21910277395101707	4606	0.9986990459670425	0.29025312297054345	4612	1.0	0.298043730279033
101	S283f3bf1451d63dd416b48708784fe9853049929d66eb504f617c968183b0852	AF-A0A0C2TJ07-F1	6	70	170	167	0.9823529411764705	compared	1.260512975726974	3235	0.23513096297313	0.3718311966226637	2678	0.8278207109737249	0.2003449218790715	3210	0.9922720247295209	0.23261684353658094	3235	1.0	0.23513098240845476
102	Sdc8c023df928b20f132ee7073d8f6bac76172023f6a30d85ad5b60d6c33f4fa1	AF-L2GRV1-F1	6	70	323	225	0.6965944272445821	compared	1.2467823237566928	4826	0.24249880501870383	0.46805373578994824	4509	0.9343141317861583	0.20317637608775382	4812	0.9970990468296727	0.24095296303905933	4826	1.0	0.24249880727579218
103	Sdf8cf5e84439c05e07731d8d7a18fbec9b4fc6dc1430abecf11f7d450fe96b19	AF-A0A1R1PJ51-F1	6	70	267	265	0.9925093632958801	compared	1.1838562423677823	5882	0.3202288189076073	0.6957050683659068	5557	0.944746684801088	0.25832734400199264	5881	0.999829989799388	0.3201864625079402	5882	1.0	0.3202288224232898
104	Sbcf78b34e5291a5797ae9fff3994318524fa8d44a8a8b0e77f60fdef73017628	AF-A0A4P9XFM8-F1	6	70	148	120	0.8108108108108109	compared	1.134858985704773	1550	0.31377368142666817	0.5351491675763094	1296	0.8361290322580646	0.1961158531150615	1550	1.0	0.3137736629073023	1550	1.0	0.3137736629073023
105	S2f111b01e1ddfaafadc7455da71327c23be6f032bb6153ce59ffed1a9fa73f22	AF-A0AAV5QTE6-F1	6	70	431	243	0.5638051044083526	compared	1.1140372311101618	5386	0.2786126634366731	0.44564475994489744	4886	0.9071667285555143	0.23096206806801295	5365	0.9961010025993317	0.2777298120074347	5386	1.0	0.27861267346727486
106	S0975f60d77a6d6e520c35c2be438d84fa47a9b78eaffb34b949f7c68490b34ef	AF-V3Z2X2-F1	6	70	499	457	0.9158316633266533	compared	1.1091541899772455	11528	0.23980739858995223	0.49645984497727125	10528	0.9132546842470507	0.16919591658413022	11446	0.9928868841082582	0.22931240407496314	11528	1.0	0.239807406402331
107	S31b0a6c5de3f07d94047fa2dd4eabf9f1e5d68bc3d2e197d2e45bf9b3583763d	AF-A0A1Y1X240-F1	6	70	446	432	0.968609865470852	compared	1.0867046516350418	10109	0.2522333828962134	0.5399559699362934	9697	0.9592442378078939	0.18781067967394685	10094	0.9985161737065981	0.24828411672163678	10109	1.0	0.25223338411740137
108	S3f755f2d841916bea43292c4a0c457564e88d6488c5261d92ae8372261406ef3	AF-A0A875S633-F1	6	70	141	134	0.950354609929078	compared	1.075324155564075	1739	0.19274258684452827	0.2957450426149626	1572	0.9039677975848188	0.17166997328708966	1730	0.9948246118458884	0.192677923894242	1739	1.0	0.19274258674860945
109	S25050ecaf3e5c8b2b23e44aad162173fd02224f55f3708e49fb3016a2b8c7dd9	AF-A0A0L0FFM1-F1	6	70	405	351	0.8666666666666667	compared	1.0655763700060683	8190	0.18559193267754062	0.3228577727934326	7724	0.9431013431013431	0.1612051883673062	8169	0.9974358974358974	0.184235641629504	8190	1.0	0.18559193273771252
110	Sc599590eed3f61592ee1535fbcdb24b223468e92dae402f74540d8498348dd31	AF-A0A2P6MNI2-F1	6	70	117	68	0.5811965811965812	compared	1.0640828460111955	1026	0.36672247585973344	0.5656928097477403	946	0.9220272904483431	0.3398548923617925	1026	1.0	0.36672246271157866	1026	1.0	0.36672246271157866
111	Sd482b4c269fb403fb458724e2fed3292144e80bb1cc7db2004e08b8ff06fd8b0	AF-A0A058YZ19-F1	6	70	496	326	0.657258064516129	compared	1.04272426961398	6862	0.21042679427295877	0.294348694048076	6077	0.8856018653453803	0.1957236729695965	6853	0.9986884290294374	0.21018520135925423	6862	1.0	0.2104267936142439
112	Sef51690901e356cb21886f1ddc7679ed6cb2cd972aa384d0050c701a90535c47	AF-A0A9P6IMR0-F1	6	70	347	253	0.729106628242075	compared	1.0279963016760947	5369	0.29236280334257214	0.6657850499962412	5140	0.957347737008754	0.2459353214891575	5364	0.9990687278822872	0.2922564095281154	5369	1.0	0.29236279923342234
113	S4d6bb2be12f13d339e6f28c03c30348d1d4d2dcf018c4f85c692b17265fb67f0	AF-A0A0L0FBX5-F1	6	70	376	308	0.8191489361702128	compared	1.0142813036414233	7172	0.31756797065168396	0.580030179406272	6196	0.8639152258784161	0.24721366432853867	7134	0.9947016174010039	0.31232161354474197	7172	1.0	0.3175679665963782
114	S026b8133443eee3115364648b12eaf9ea11626fc85f1e8dfb5d04a926fc2bc81	AF-A0A075ANF3-F1	6	70	407	265	0.6511056511056511	compared	1.006033137498541	6300	0.25143810228142544	0.44776323680128954	6101	0.9684126984126984	0.230131794570982	6276	0.9961904761904762	0.24270069481722492	6300	1.0	0.25143810429985586
115	S38ffa7224e37570d31e64e1947c3595a4ae58326a799ef156c9794f803e95444	AF-A0A4P9XYB8-F1	6	70	276	236	0.855072463768116	compared	0.9825413584365582	5221	0.24023987947831965	0.5753378418619355	4987	0.9551809998084658	0.1750651863598696	5204	0.996743918789504	0.23128250258217045	5221	1.0	0.2402398780656956
116	S3503a6a69024ae57e81d2f1d282dd92cb3780c1d0ad8355dd37ae83143bc85e2	AF-A0A9W4SBE8-F1	6	70	335	273	0.8149253731343283	compared	0.9694384137802785	6754	0.21664320615289862	0.4559591088343297	6298	0.9324844536570921	0.1813655876246506	6751	0.9995558187740599	0.21415621404277974	6754	1.0	0.21664320234971401
117	S807447391bc7f406d55f9e32377c569a008465e727eeec136d6a177ae0a51a56	AF-A0A2G4SF32-F1	6	70	185	160	0.8648648648648649	compared	0.9493488284254781	2934	0.20541791742183593	0.3069916672969525	2735	0.9321745057941377	0.19153780198186643	2934	1.0	0.20541791905639206	2934	1.0	0.20541791905639206
118	S72aa772a0df349c884b2a147032d58ec6184a1a03313ec55dfc5b8454d14da28	AF-A0A0L0H532-F1	6	70	133	101	0.7593984962406015	compared	0.9430754507132173	1539	0.2163898199021117	0.31315990495547247	1438	0.9343729694606887	0.1948966542409787	1528	0.9928525016244314	0.21398304256037387	1539	1.0	0.21638981789085934
119	S7ac38cfddf0c0547656cb49cac89b5081d49467699d3edf8e6b6203114a56793	AF-A0A9P6FLE0-F1	6	70	131	103	0.7862595419847328	compared	0.9406641821550548	1557	0.17925346092112984	0.24717023318057219	1539	0.9884393063583815	0.17516287427387386	1557	1.0	0.17925345264016476	1557	1.0	0.17925345264016476
120	S450b4b42d5a34e860b71b0b163d6580e35215c1d50688dd8c5ea43b8dcbb6afd	AF-A0A9W8A101-F1	6	70	261	259	0.9923371647509579	compared	0.9305595365071248	5737	0.27852717080380557	0.48744348999276593	5536	0.9649642670385219	0.2487840794161285	5731	0.9989541572250306	0.27590851568581926	5737	1.0	0.2785271801965194
121	Scf8fd7d4087abf925a4f076a74633962b45ee6ec06ed1cedb33cecbf98a93904	AF-A0A0D2UB33-F1	6	70	255	254	0.996078431372549	compared	0.9293260757847978	5693	0.22801078971238548	0.38890769287987403	5609	0.9852450377656772	0.22392261685201342	5691	0.9996486913753733	0.2279401038916703	5693	1.0	0.22801079869294896
122	Sde587ad0914a9d71eef81b9b9ec80657f32f7b168eaff84a5a2adc5c18d221b3	AF-A9UPW0-F1	6	70	185	168	0.9081081081081082	compared	0.9192024657615754	3750	0.3321057007887086	0.547903366308619	3695	0.9853333333333333	0.3191865733929389	3750	1.0	0.33210570440361675	3750	1.0	0.33210570440361675
123	S0e33960f60c4a73cd9fe4d763f6f7674ebd56e30f49015c13f491acc75e0ee9d	AF-E6QXW4-F1	6	70	117	108	0.9230769230769231	compared	0.9117014603411803	1419	0.15415350874335007	0.26196787615508976	1352	0.952783650458069	0.15194689716892548	1411	0.9943622269203665	0.1543465956721654	1419	1.0	0.154153539899389
124	S8dc57b1394418067c7445319eadbdfc0d164347257ad92813ec80910488ab1f0	AF-A0A9W4SAK7-F1	6	70	413	378	0.9152542372881356	compared	0.9093303034364579	9202	0.28268094452183207	0.5419697723453538	8943	0.9718539447946098	0.2492857770272157	9161	0.9955444468593784	0.27490880000429974	9201	0.9998913279721799	0.2820538135329154
125	S51a7dffd869b605a135afc07779f2825390149d94f52f77c8b7445dea950cc24	AF-A0A1Y2H5F4-F1	6	70	251	232	0.9243027888446215	compared	0.8925639645957932	5742	0.24699714401644693	0.5002895558064522	5524	0.9620341344479275	0.20118517227657642	5707	0.9939045628700801	0.23550650874157375	5741	0.9998258446534308	0.24672819466833648
126	Se3eac82ac8669f932d3fa5fd3b43fadc2c29e53cc1b737ce851178d0a7535ea4	AF-J4G1H0-F1	6	70	421	384	0.9121140142517815	compared	0.8884188690369559	9120	0.25272500659936703	0.4677316796008908	8967	0.9832236842105263	0.24025192895685885	9117	0.999671052631579	0.2523993318369986	9120	1.0	0.25272500430676675
127	Sd64e3d9097e847fd9225fdc61bf227a7ae908671ea7232718f83885ed6830481	AF-A0A015IG56-F1	6	70	243	179	0.7366255144032922	compared	0.8862538770895559	3731	0.27719765966687326	0.3944249721101034	3561	0.9544358080943447	0.272236447353015	3731	1.0	0.2771976435609116	3731	1.0	0.2771976435609116
128	Sfb83d331295184807d2225b0033f96ec56a1218962d5febc8bab8880836f23e5	AF-A0A9W8AIR8-F1	6	70	300	277	0.9233333333333333	compared	0.8849784593253832	6604	0.16531045652923235	0.24654004639137433	6514	0.9863718958207147	0.16123910501386027	6574	0.9954572986069049	0.16215550325584513	6604	1.0	0.16531045498980707
129	Scfbe500db1f3c418fb10523a529067efd39c7f70e957507f4f562199e194b532	AF-A0A9N8VV47-F1	6	70	116	104	0.896551724137931	compared	0.8725343673368917	1345	0.18002595103290112	0.27057086844531114	1297	0.9643122676579926	0.17671997156398617	1344	0.9992565055762082	0.1800348718042328	1345	1.0	0.18002593888521118
130	Sae84d8520b711ba3ec2d3a62012572920307376f45831e19e2ad7852dd73ab49	AF-A0A0L0D176-F1	6	70	120	103	0.8583333333333333	compared	0.8643751872315761	1631	0.21002084102146343	0.32027079174652967	1563	0.9583077866339669	0.19324054149850317	1628	0.9981606376456161	0.209124276826045	1631	1.0	0.2100208456132102
131	Se928e6f2264567ba14073fd61188a9614b4e38534e6def191b14be5dc8db9a65	AF-A0A139A048-F1	6	70	325	303	0.9323076923076923	compared	0.8476691002813043	8472	0.2585808564429954	0.49111559452055037	7695	0.90828611898017	0.20639596376949865	8402	0.9917374881964117	0.24784649971875528	8472	1.0	0.2585808514222378
132	S7c2b32e573a65dee1ee643c332150ae7899ccbd5047ff0d794eb5468aaafc9d2	AF-A0A4P9Y050-F1	6	70	478	377	0.7887029288702929	compared	0.8473181317238458	9121	0.27171756476421577	0.4883541517456305	8788	0.9634908453020502	0.24409837897937514	9072	0.9946277820414429	0.2618119724577552	9115	0.9993421773928297	0.27004050843543953
133	S1c8a29dcd3aab6ff784883ebe17002035a35ba5ab6c0765f9944c84ef4ada50d	AF-R9AA25-F1	6	70	118	106	0.8983050847457628	compared	0.8462843501091437	1379	0.15120025494767828	0.22961217621940075	1342	0.9731689630166788	0.1521035801712797	1376	0.9978245105148659	0.1514171407835192	1379	1.0	0.1512002636524017
134	S37afbc9e6a4758a024e20300c42ef85fc5e51caf76b86d2e1d0a59561f8b8ead	AF-A0A9N8VPN0-F1	6	70	116	105	0.9051724137931034	compared	0.8462301141882818	1353	0.15678692985112877	0.24867817690046165	1293	0.9556541019955654	0.15264915346280575	1345	0.9940872135994088	0.15641443953627387	1353	1.0	0.1567869408041496
135	S50a2b70d9219b1d8e1b9833d043e60573d780699245ea29d324f97e2f2dbd4fe	AF-A0A2P6MQI8-F1	6	70	486	329	0.676954732510288	compared	0.8400389531697408	7374	0.21236767226032666	0.36241673656271556	7008	0.950366151342555	0.18908024390862044	7351	0.9968809330078655	0.2113223992187877	7373	0.9998643883916464	0.21232789743837066
136	Sb95e72738c0e11d0d54d56b2ba65f192804f327f400866f31fbf5999590bbdb9	AF-A0A9N8V0R4-F1	6	70	455	425	0.9340659340659341	compared	0.8359273465967387	9993	0.23122031080906283	0.4531036018518679	9493	0.949964975482838	0.178953746385195	9971	0.9977984589212449	0.22973283297653743	9993	1.0	0.2312203157552914
137	S7961089ca63b734e4ba0ae0ed7dcacf39e77511e3338c7720403910fba0f06a7	AF-B0G104-F1	6	70	179	165	0.9217877094972067	compared	0.8348892501507675	3503	0.21197033276618557	0.39766399650100176	3352	0.956894090779332	0.1760434758955002	3502	0.9997145304025121	0.21183883973023412	3503	1.0	0.21197035237050102
138	S0044c96683341e31c3c6ba360a1d08d3e76f3299c4c717ac68c2c9324829b51e	AF-A0A137NSK7-F1	6	70	224	182	0.8125	compared	0.8224425468139634	3460	0.16876574453216003	0.23835814400106134	3322	0.9601156069364162	0.16513665464945138	3455	0.9985549132947977	0.16849772307000066	3460	1.0	0.16876574504950806
139	S3fa8c57408f85935467bf7ca250ec94570525e11aaf735a8af1e4996da6bfa82	AF-A0A433A2Q7-F1	6	70	467	384	0.8222698072805139	compared	0.8185486892207935	9208	0.24529909522239907	0.47053316930011485	8945	0.9714378801042571	0.2138125483877054	9194	0.9984795829713293	0.24405107705760587	9208	1.0	0.24529908612207713
140	S0b004094940c24b361293097ace2cb721627628f7e79d184db08e165e433d6b1	AF-A0A437ALN3-F1	6	70	153	148	0.9673202614379085	compared	0.8132814232564343	2832	0.2388639473000919	0.354059255121608	2353	0.830861581920904	0.19968761760971498	2793	0.986228813559322	0.23928170668446988	2823	0.996822033898305	0.23879160656235263
141	S33ff2b87de99758fcaea2c63dc82967bb09527106599c2f90c74f2666c95e5ee	AF-A0A1Y1VVV2-F1	6	70	173	167	0.9653179190751445	compared	0.8080995559518265	3243	0.19265726938975597	0.29690740900607926	2782	0.8578476719087265	0.15926832217061396	3212	0.990440949737897	0.18991693310706556	3241	0.9993832870798643	0.1924367185346858
142	S0304cafa977b4ffb462e1a06a8ba34c4d927068586d98d236c67a59ea9af71ec	AF-A0A2G4SFI3-F1	6	70	243	198	0.8148148148148148	compared	0.8065132061841876	3463	0.2415080054165699	0.4750838705387092	3126	0.9026855327750505	0.1924227282383635	3452	0.9968235633843489	0.23702627913540913	3462	0.9997112330349408	0.2411842763473301
143	Sfeca6e399c1d5a9744a02c17d93cef6abec2bf883f8759b2f642ebdec657f753	AF-A0A1X0Q9L0-F1	6	70	94	78	0.8297872340425532	compared	0.7811521548775342	1531	0.2688593570972546	0.6004158884142624	1447	0.9451338994121489	0.20988582588015403	1531	1.0	0.2688593663015331	1531	1.0	0.2688593663015331
144	S2644995276c00986bafe48c015661a0e98440f17d0be506f44ce8d56aaa08bf9	AF-A0A9P5SLY2-F1	6	70	116	106	0.9137931034482759	compared	0.7744952157056163	1381	0.19511343555868596	0.2979090793396575	1322	0.9572773352643013	0.1930123781391348	1380	0.999275887038378	0.19504015425458424	1381	1.0	0.1951134370484798
145	Sbe8e5b72204937bc9cc18b5b175923623599946ac3ee5d10214e998a059c4ca5	AF-A0A8H7PEY9-F1	6	70	482	359	0.7448132780082988	compared	0.7710643113192691	7879	0.24858623798634258	0.3799177454019062	7734	0.9815966493209798	0.23990497850708659	7878	0.9998730803401447	0.2484652417113139	7879	1.0	0.24858623237475985
146	S8d876ada93f46e1189ed0b30a08c82e83393f8d25588879273bc6236552e9ef6	AF-A0A9W7ZP58-F1	6	70	122	105	0.860655737704918	compared	0.7691699520838298	1370	0.145597554617295	0.22618957316361912	1335	0.9744525547445255	0.14185514149729941	1369	0.9992700729927008	0.14554641375429186	1370	1.0	0.1455975648220469
147	S2c2793834f291a37814389964c94b111f0f725077d2af9f24ad8ed233eace3f2	AF-Q8SQT9-F1	6	70	251	251	1.0	compared	0.7689535746658513	5787	0.24633979160161784	0.4271265336697757	5444	0.9407292206670123	0.22119692658272114	5784	0.9994815966822188	0.24605104709810863	5787	1.0	0.2463397860183652
148	S87d67284e5f959c12db18d762f26c429dbcafbc8fd82ffb795448291ae5ca313	AF-A0A4P9WWD7-F1	6	70	195	190	0.9743589743589743	compared	0.7522062691232485	4255	0.2361241735548316	0.3560003683963015	3961	0.9309048178613396	0.21417078487768507	4241	0.9967097532314924	0.23411416255070824	4255	1.0	0.23612416671366326
149	S6667cec0e561724b1489f722f14dfe72540ccd2b614322e3a4b4c4f3760015d5	AF-A0A9N8VE14-F1	6	70	464	394	0.8491379310344828	compared	0.7449158129076537	9294	0.2541704728286747	0.4790925107043286	8950	0.9629868732515602	0.21976670116990435	9278	0.9982784592210028	0.25199696156857404	9294	1.0	0.25417046949157385
150	S8ce19afd9534d0abb28b0c4ba76b4ff7116f16757dba4e2f5e3a7a9a1856bb54	AF-A0A177U4Q6-F1	6	70	237	177	0.7468354430379747	compared	0.7447646662084048	3840	0.28508640608128083	0.4960191843686989	3494	0.9098958333333333	0.24193868812383257	3817	0.9940104166666667	0.28040647465267093	3840	1.0	0.2850863880011838
151	S5f9a7c9507afeb49728939248f92d17d7c53f40f7fe8d791092e5e95c3dc2602	AF-A0AAD4DSY5-F1	6	70	501	276	0.5508982035928144	compared	0.7417204568944198	6283	0.20989868372446957	0.3090520342251652	5570	0.8865191787362725	0.1800938338646592	6277	0.9990450421773038	0.20986162690800145	6283	1.0	0.20989867712535903
152	Sdc21463a825a421ab818307749f78e7da52cb34912064e4c57e47187392fb5ec	AF-A0A0L0FFR3-F1	6	70	354	286	0.807909604519774	compared	0.741617207271245	7467	0.28871711833917596	0.47344520616635866	6938	0.9291549484398018	0.24193147047457647	7425	0.9943752511048614	0.284478001107204	7467	1.0	0.28871710779600196
153	S3cde583d8c436b99a41c1015b70a50b5042d4e8d1bb324e53844ad98928f4dee	AF-A0A4P9XJ12-F1	6	70	118	104	0.8813559322033898	compared	0.7300098787241986	1348	0.14779506024324704	0.2334095738699239	1315	0.9755192878338279	0.14727546999968522	1348	1.0	0.14779505985633207	1348	1.0	0.14779505985633207
154	S8690ca98cac6f39b8c633a52ef425fc8dc3bdb2b604eedf13da4130c2ba092fb	AF-A0A1Y1UXC4-F1	6	70	440	402	0.9136363636363637	compared	0.7219103384820968	10171	0.23949752803249677	0.46747099443939377	9662	0.9499557565627765	0.20219283384440706	10132	0.9961655687739652	0.23514893806740947	10171	1.0	0.23949752125378984
155	Sd8c8a5e0c931aed65df887d21ca9dfb06a1e26e44f0387ee49002792136735f1	AF-A0A138ZZ39-F1	6	70	296	268	0.9054054054054054	compared	0.7089712631365599	6641	0.20752834992934352	0.34152610978327363	5861	0.8825478090648998	0.15459881186327534	6622	0.9971389850926066	0.20635849598324124	6641	1.0	0.2075283440025748
156	Sfef5f55ab234fffdbd098d525b0c514678aeded15edb6ed8b10364a27c1e1d63	AF-A0A2P6MP02-F1	6	70	390	348	0.8923076923076924	compared	0.7009845077306046	7682	0.2606718354642969	0.5151846918215154	7400	0.9632908096849778	0.22203586739777742	7655	0.9964852902889872	0.25405960838936076	7682	1.0	0.26067183052114246
157	Sfdd1fe0b058cbdd31c869552dff148004e3cf24d7d97cdccb91e472edc6c0d01	AF-A0A261XUF8-F1	6	70	263	226	0.8593155893536122	compared	0.6963505575107426	5130	0.20819322617705951	0.3952367462230441	4843	0.9440545808966861	0.1813631353623624	5127	0.9994152046783625	0.20734402498197887	5130	1.0	0.208193225013476
158	S1a21b5f55e003e8339e1ae0687d96fc091443eafe63d6666a5c7d3cf9fcbdeec	AF-A0A1Y2H937-F1	6	70	462	405	0.8766233766233766	compared	0.6937743744819372	9996	0.1743079998095793	0.2659761331377581	9630	0.9633853541416567	0.16424708889194953	9993	0.9996998799519808	0.17417031490437862	9996	1.0	0.17430800333535382
159	S8d61adb8359f5d238df5099cc8f9a604ecac3593bce656db00205072cf096387	AF-A0A6P8AN38-F1	6	70	409	281	0.687041564792176	compared	0.6936071752950502	6382	0.18470269310292048	0.30246177922219636	5952	0.9326230021936697	0.1580746186751128	6371	0.9982764023816986	0.18403644944482575	6382	1.0	0.1847026867042989
160	S3530bf0f87f10901b4648fd32678cf23aaba3f90bc1e46b4aaaa66038942b09c	AF-A0A9N8VCF3-F1	6	70	126	121	0.9603174603174603	compared	0.6881758021174875	1550	0.15950930819448783	0.2553094843836155	1531	0.987741935483871	0.15757506252834613	1549	0.9993548387096775	0.15952021986615605	1550	1.0	0.15950930345577063
