reviewed_group_id	representative_input_id	models	unique_sequences	taxa	outgroup_taxa	markers	sources	edge_scope	biological_family_status
RG_M005466	M005466	2	2	2	0	5001156at2759	AlphaFold;ESMFold	representative_star_only	not_established
RG_M005502	M005502	1	1	1	0	4986044at2759	AlphaFold	no_retained_nonself_edge	not_established
RG_M005539	M005539	1	1	1	0	5017019at2759	AlphaFold	no_retained_nonself_edge	not_established
RG_M005566	M005566	4	4	4	0	5005274at2759	AlphaFold	representative_star_only	not_established
RG_M005595	M005595	16	16	16	0	5003192at2759	AlphaFold	representative_star_only	not_established
RG_M005596	M005596	1	1	1	0	801816at2759	AlphaFold	no_retained_nonself_edge	not_established
RG_M005603	M005603	21	21	22	0	4843824at2759	AlphaFold;ESMFold	representative_star_only	not_established
RG_M005609	M005609	81	81	81	0	5001156at2759	AlphaFold;ESMFold	representative_star_only	not_established
RG_M005657	M005657	1	1	1	0	5005010at2759	AlphaFold	no_retained_nonself_edge	not_established
RG_M005661	M005661	3	3	3	0	530740at2759	AlphaFold	representative_star_only	not_established
RG_M005675	M005675	1	1	1	0	4977863at2759	AlphaFold	no_retained_nonself_edge	not_established
RG_M005702	M005702	11	11	11	0	4976279at2759	AlphaFold	representative_star_only	not_established
RG_M005716	M005716	1	1	1	0	4613677at2759	AlphaFold	no_retained_nonself_edge	not_established
RG_M005722	M005722	94	94	109	1	201273at2759	AlphaFold	representative_star_only	not_established
RG_M005737	M005737	1	1	1	0	5005010at2759	AlphaFold	no_retained_nonself_edge	not_established
RG_M005742	M005742	2	2	2	0	5013726at2759	AlphaFold;ESMFold	representative_star_only	not_established
RG_M005826	M005826	1	1	1	0	5006412at2759	AlphaFold	no_retained_nonself_edge	not_established
RG_M005867	M005867	1	1	1	0	4843824at2759	AlphaFold	no_retained_nonself_edge	not_established
RG_M005873	M005873	1	1	1	0	5013259at2759	AlphaFold	no_retained_nonself_edge	not_established
RG_M005881	M005881	37	37	37	0	4976279at2759	AlphaFold	representative_star_only	not_established
RG_M005912	M005912	1	1	1	0	5005010at2759	AlphaFold	no_retained_nonself_edge	not_established
RG_M005915	M005915	1	1	1	0	4969636at2759	AlphaFold	no_retained_nonself_edge	not_established
RG_M005936	M005936	8	8	8	0	530740at2759	AlphaFold	representative_star_only	not_established
RG_M005943	M005943	2	2	2	0	5013259at2759	AlphaFold	representative_star_only	not_established
RG_M005956	M005956	1	1	1	0	5005750at2759	AlphaFold	no_retained_nonself_edge	not_established
RG_M005959	M005959	1	1	1	0	5015712at2759	AlphaFold	no_retained_nonself_edge	not_established
RG_M005974	M005974	37	37	37	0	4838864at2759	AlphaFold	representative_star_only	not_established
RG_M005981	M005981	1	1	1	0	5006412at2759	AlphaFold	no_retained_nonself_edge	not_established
RG_M005988	M005988	2	2	2	0	5001318at2759	AlphaFold	representative_star_only	not_established
RG_M005989	M005989	1	1	1	0	2852757at2759	AlphaFold	no_retained_nonself_edge	not_established
RG_M006007	M006007	3	3	3	0	4975094at2759	AlphaFold	representative_star_only	not_established
RG_M006042	M006042	1	1	1	0	5006412at2759	AlphaFold	no_retained_nonself_edge	not_established
RG_M006049	M006049	1	1	1	0	5005010at2759	AlphaFold	no_retained_nonself_edge	not_established
RG_M006063	M006063	2	2	2	0	5015742at2759	AlphaFold	representative_star_only	not_established
RG_M006065	M006065	65	65	65	0	5018803at2759	AlphaFold	representative_star_only	not_established
RG_M006073	M006073	105	105	107	1	160487at2759;4911644at2759	AlphaFold	representative_star_only	not_established
RG_M006077	M006077	2	2	2	0	776280at2759	AlphaFold	representative_star_only	not_established
RG_M006084	M006084	7	7	8	0	5001318at2759	AlphaFold	representative_star_only	not_established
RG_M006086	M006086	1	1	1	0	4843824at2759	AlphaFold	no_retained_nonself_edge	not_established
RG_M006094	M006094	2	2	2	0	5004265at2759	AlphaFold	representative_star_only	not_established
RG_M006110	M006110	1	1	1	0	5001280at2759	AlphaFold	no_retained_nonself_edge	not_established
RG_M006134	M006134	1	1	1	0	4613677at2759	AlphaFold	no_retained_nonself_edge	not_established
RG_M006163	M006163	8	8	8	0	4803900at2759	AlphaFold	representative_star_only	not_established
RG_M006176	M006176	1	1	1	0	5005750at2759	AlphaFold	no_retained_nonself_edge	not_established
RG_M006188	M006188	14	14	14	0	760428at2759	AlphaFold;ESMFold	representative_star_only	not_established
RG_M006198	M006198	3	3	3	0	4843240at2759	AlphaFold	representative_star_only	not_established
RG_M006226	M006226	2	2	2	0	4803900at2759	AlphaFold	representative_star_only	not_established
RG_M006264	M006264	1	1	1	0	707202at2759	AlphaFold	no_retained_nonself_edge	not_established
RG_M006270	M006270	1	1	1	0	530740at2759	AlphaFold	no_retained_nonself_edge	not_established
RG_M006344	M006344	1	1	1	0	4813267at2759	AlphaFold	no_retained_nonself_edge	not_established
RG_M006355	M006355	1	1	1	0	530740at2759	AlphaFold	no_retained_nonself_edge	not_established
RG_M006361	M006361	3	3	3	0	4837017at2759	AlphaFold	representative_star_only	not_established
RG_M006377	M006377	5	5	5	0	5001156at2759	AlphaFold	representative_star_only	not_established
RG_M006389	M006389	1	1	1	0	4986044at2759	AlphaFold	no_retained_nonself_edge	not_established
RG_M006394	M006394	12	12	15	0	129234at2759	AlphaFold;ESMFold	representative_star_only	not_established
RG_M006409	M006409	1	1	1	0	5006412at2759	AlphaFold	no_retained_nonself_edge	not_established
RG_M006432	M006432	1	1	1	0	5001318at2759	AlphaFold	no_retained_nonself_edge	not_established
RG_M006448	M006448	6	6	6	0	4803900at2759	AlphaFold;ESMFold	representative_star_only	not_established
RG_M006455	M006455	15	15	15	0	4940884at2759	AlphaFold	representative_star_only	not_established
RG_M006467	M006467	4	4	4	0	4986044at2759	AlphaFold	representative_star_only	not_established
RG_M006471	M006471	1	1	1	0	5013259at2759	AlphaFold	no_retained_nonself_edge	not_established
RG_M006481	M006481	1	1	1	0	5005215at2759	AlphaFold	no_retained_nonself_edge	not_established
RG_M006494	M006494	5	5	7	0	4613677at2759	AlphaFold	representative_star_only	not_established
RG_M006497	M006497	1	1	1	0	4977163at2759	AlphaFold	no_retained_nonself_edge	not_established
RG_M006505	M006505	2	2	2	0	5005274at2759	AlphaFold	representative_star_only	not_established
RG_M006510	M006510	14	14	14	1	4843240at2759	AlphaFold	representative_star_only	not_established
RG_M006520	M006520	95	95	98	0	5015742at2759	AlphaFold;ESMFold	representative_star_only	not_established
RG_M006540	M006540	1	1	1	0	538728at2759	AlphaFold	no_retained_nonself_edge	not_established
RG_M006560	M006560	1	1	1	0	5015403at2759	AlphaFold	no_retained_nonself_edge	not_established
RG_M006562	M006562	1	1	1	0	5013067at2759	AlphaFold	no_retained_nonself_edge	not_established
RG_M006567	M006567	1	1	1	0	5005010at2759	AlphaFold	no_retained_nonself_edge	not_established
RG_M006570	M006570	1	1	1	0	4896098at2759	AlphaFold	no_retained_nonself_edge	not_established
RG_M006589	M006589	51	51	51	0	5004391at2759	AlphaFold	representative_star_only	not_established
RG_M006593	M006593	1	1	1	0	530740at2759	AlphaFold	no_retained_nonself_edge	not_established
RG_M006594	M006594	3	3	3	0	4977863at2759	AlphaFold	representative_star_only	not_established
RG_M006598	M006598	1	1	1	0	5004599at2759	AlphaFold	no_retained_nonself_edge	not_established
RG_M006633	M006633	1	1	1	0	260326at2759	AlphaFold	no_retained_nonself_edge	not_established
RG_M006635	M006635	166	166	108	0	4987397at2759;5000870at2759;5015647at2759	AlphaFold	representative_star_only	not_established
RG_M006659	M006659	1	1	1	0	5003856at2759	AlphaFold	no_retained_nonself_edge	not_established
RG_M006672	M006672	35	35	37	0	4838864at2759	AlphaFold	representative_star_only	not_established
RG_M006678	M006678	1	1	1	0	4969018at2759	AlphaFold	no_retained_nonself_edge	not_established
RG_M006682	M006682	1	1	1	0	5005010at2759	AlphaFold	no_retained_nonself_edge	not_established
RG_M006695	M006695	1	1	1	0	4613677at2759	AlphaFold	no_retained_nonself_edge	not_established
RG_M006697	M006697	1	1	1	0	4940884at2759	AlphaFold	no_retained_nonself_edge	not_established
RG_M006731	M006731	1	1	1	0	5005750at2759	AlphaFold	no_retained_nonself_edge	not_established
RG_M006764	M006764	2	2	2	0	530740at2759	AlphaFold	representative_star_only	not_established
RG_M006766	M006766	1	1	1	0	5004118at2759	AlphaFold	no_retained_nonself_edge	not_established
RG_M006771	M006771	6	6	9	0	4803900at2759	AlphaFold	representative_star_only	not_established
RG_M006773	M006773	1	1	1	0	4838864at2759	AlphaFold	no_retained_nonself_edge	not_established
RG_M006775	M006775	1	1	1	0	4900375at2759	AlphaFold	no_retained_nonself_edge	not_established
RG_M006777	M006777	2	2	2	0	5013726at2759	AlphaFold	representative_star_only	not_established
RG_M006785	M006785	1	1	1	0	4867008at2759	AlphaFold	no_retained_nonself_edge	not_established
RG_M006787	M006787	1	1	1	0	4896098at2759	AlphaFold	no_retained_nonself_edge	not_established
RG_M006803	M006803	1	1	1	0	4986044at2759	AlphaFold	no_retained_nonself_edge	not_established
RG_M006824	M006824	8	8	8	0	5001280at2759	AlphaFold	representative_star_only	not_established
RG_M006845	M006845	21	21	21	0	540946at2759	AlphaFold;ESMFold	representative_star_only	not_established
RG_M006846	M006846	1	1	1	0	5013539at2759	AlphaFold	no_retained_nonself_edge	not_established
RG_M006847	M006847	1	1	1	0	5004327at2759	AlphaFold	no_retained_nonself_edge	not_established
RG_M006848	M006848	1	1	1	0	5011777at2759	AlphaFold	no_retained_nonself_edge	not_established
RG_M006849	M006849	1	1	1	0	5001156at2759	AlphaFold	no_retained_nonself_edge	not_established
RG_M006852	M006852	1	1	1	0	5017019at2759	AlphaFold	no_retained_nonself_edge	not_established
RG_M006853	M006853	16	16	16	0	5003972at2759	AlphaFold;ESMFold	representative_star_only	not_established
RG_M006855	M006855	1	1	1	1	5005274at2759	AlphaFold	no_retained_nonself_edge	not_established
RG_M006865	M006865	105	105	113	0	707202at2759	AlphaFold;ESMFold	representative_star_only	not_established
RG_M006869	M006869	2	2	2	0	5006412at2759	AlphaFold	representative_star_only	not_established
RG_M006870	M006870	109	109	113	0	4969018at2759	AlphaFold;ESMFold	representative_star_only	not_established
RG_M006873	M006873	4	4	4	0	5001413at2759	AlphaFold;ESMFold	representative_star_only	not_established
RG_M006901	M006901	6	6	6	0	4843240at2759	AlphaFold	representative_star_only	not_established
RG_M006917	M006917	3	3	3	0	4843824at2759	AlphaFold;ESMFold	representative_star_only	not_established
RG_M006921	M006921	1	1	1	0	4613677at2759	AlphaFold	no_retained_nonself_edge	not_established
RG_M006929	M006929	1	1	1	0	4986044at2759	AlphaFold	no_retained_nonself_edge	not_established
RG_M006937	M006937	1	1	1	0	4940884at2759	AlphaFold	no_retained_nonself_edge	not_established
RG_M006945	M006945	2	2	2	0	5005750at2759	AlphaFold	representative_star_only	not_established
RG_M006951	M006951	1	1	1	0	5001318at2759	AlphaFold	no_retained_nonself_edge	not_established
RG_M006952	M006952	2	2	2	0	129234at2759	AlphaFold	representative_star_only	not_established
RG_M006981	M006981	3	3	3	0	4896098at2759	AlphaFold	representative_star_only	not_established
RG_M006987	M006987	2	2	2	0	4977863at2759	AlphaFold	representative_star_only	not_established
RG_M006988	M006988	80	80	80	1	4971272at2759;5013042at2759	AlphaFold;ESMFold	representative_star_only	not_established
RG_M006990	M006990	99	99	103	0	4747214at2759	AlphaFold;ESMFold	representative_star_only	not_established
RG_M006992	M006992	99	99	105	0	288615at2759	AlphaFold	representative_star_only	not_established
RG_M006993	M006993	34	34	35	0	4971272at2759;5013042at2759	AlphaFold;ESMFold	representative_star_only	not_established
RG_M006994	M006994	93	93	100	1	4983000at2759	AlphaFold	representative_star_only	not_established
RG_M006997	M006997	1	1	1	0	5005274at2759	AlphaFold	no_retained_nonself_edge	not_established
RG_M007000	M007000	9	9	9	0	5005010at2759	AlphaFold;ESMFold	representative_star_only	not_established
RG_M007004	M007004	6	6	8	0	129234at2759	AlphaFold;ESMFold	representative_star_only	not_established
RG_M007006	M007006	4	4	6	0	4969636at2759	AlphaFold	representative_star_only	not_established
RG_M007009	M007009	4	4	5	0	4975094at2759	AlphaFold	representative_star_only	not_established
RG_M007011	M007011	2	2	2	1	5017019at2759	AlphaFold	representative_star_only	not_established
RG_M007015	M007015	1	1	1	0	530014at2759	AlphaFold	no_retained_nonself_edge	not_established
RG_M007019	M007019	6	6	6	0	4803900at2759	AlphaFold	representative_star_only	not_established
RG_M007035	M007035	1	1	1	0	5005010at2759	AlphaFold	no_retained_nonself_edge	not_established
RG_M007037	M007037	1	1	1	0	5003972at2759	AlphaFold	no_retained_nonself_edge	not_established
RG_M007038	M007038	1	1	1	0	5005010at2759	AlphaFold	no_retained_nonself_edge	not_established
RG_M007039	M007039	5	5	5	0	4986044at2759	AlphaFold;ESMFold	representative_star_only	not_established
RG_M007041	M007041	2	2	2	0	530740at2759	AlphaFold	representative_star_only	not_established
RG_M007042	M007042	11	11	11	0	5001473at2759	AlphaFold;ESMFold	representative_star_only	not_established
RG_M007060	M007060	1	1	1	0	5018803at2759	AlphaFold	no_retained_nonself_edge	not_established
RG_M007062	M007062	14	14	14	0	5001156at2759	AlphaFold;ESMFold	representative_star_only	not_established
RG_M007118	M007118	2	2	2	0	345792at2759	AlphaFold	representative_star_only	not_established
RG_M007125	M007125	1	1	1	0	5005274at2759	AlphaFold	no_retained_nonself_edge	not_established
RG_M007147	M007147	1	1	1	0	707076at2759	AlphaFold	no_retained_nonself_edge	not_established
RG_M007164	M007164	4	4	4	0	5011777at2759	AlphaFold	representative_star_only	not_established
RG_M007169	M007169	1	1	1	0	5006412at2759	AlphaFold	no_retained_nonself_edge	not_established
RG_M007194	M007194	1	1	1	0	4613677at2759	AlphaFold	no_retained_nonself_edge	not_established
RG_M007214	M007214	1	1	1	0	5005010at2759	AlphaFold	no_retained_nonself_edge	not_established
RG_M007249	M007249	4	4	4	0	4843824at2759	AlphaFold;ESMFold	representative_star_only	not_established
RG_M007272	M007272	1	1	1	0	4986044at2759	AlphaFold	no_retained_nonself_edge	not_established
RG_M007285	M007285	1	1	1	0	5005010at2759	AlphaFold	no_retained_nonself_edge	not_established
RG_M007286	M007286	2	2	2	0	4900375at2759	AlphaFold;ESMFold	representative_star_only	not_established
RG_M007307	M007307	2	2	2	0	5001473at2759	AlphaFold	representative_star_only	not_established
RG_M007314	M007314	1	1	1	0	5005174at2759	AlphaFold	no_retained_nonself_edge	not_established
RG_M007347	M007347	20	20	20	0	5005892at2759	AlphaFold;ESMFold	representative_star_only	not_established
RG_M007356	M007356	1	1	1	0	4613677at2759	AlphaFold	no_retained_nonself_edge	not_established
RG_M007357	M007357	75	75	76	0	776280at2759	AlphaFold	representative_star_only	not_established
RG_M007393	M007393	1	1	1	0	554735at2759	AlphaFold	no_retained_nonself_edge	not_established
RG_M007414	M007414	1	1	1	0	4613677at2759	AlphaFold	no_retained_nonself_edge	not_established
RG_M007421	M007421	3	3	3	0	5001318at2759	AlphaFold	representative_star_only	not_established
RG_M007436	M007436	2	2	2	0	5006412at2759	AlphaFold	representative_star_only	not_established
RG_M007446	M007446	1	1	1	0	4803900at2759	AlphaFold	no_retained_nonself_edge	not_established
RG_M007450	M007450	59	59	61	0	5005174at2759	AlphaFold	representative_star_only	not_established
RG_M007462	M007462	2	2	2	0	5006412at2759	AlphaFold	representative_star_only	not_established
RG_M007464	M007464	1	1	1	0	530740at2759	AlphaFold	no_retained_nonself_edge	not_established
RG_M007473	M007473	11	11	11	0	4976279at2759	AlphaFold	representative_star_only	not_established
RG_M007475	M007475	1	1	1	0	5011777at2759	AlphaFold	no_retained_nonself_edge	not_established
RG_M007486	M007486	1	1	1	0	5004327at2759	AlphaFold	no_retained_nonself_edge	not_established
RG_M007492	M007492	1	1	1	0	5005274at2759	AlphaFold	no_retained_nonself_edge	not_established
RG_M007504	M007504	1	1	1	0	5000986at2759	AlphaFold	no_retained_nonself_edge	not_established
RG_M007507	M007507	1	1	1	0	5005010at2759	AlphaFold	no_retained_nonself_edge	not_established
RG_M007531	M007531	1	1	1	0	730114at2759	AlphaFold	no_retained_nonself_edge	not_established
RG_M007532	M007532	1	1	1	0	4837017at2759	AlphaFold	no_retained_nonself_edge	not_established
RG_M007534	M007534	4	4	4	0	4969018at2759	AlphaFold	representative_star_only	not_established
RG_M007556	M007556	1	1	1	0	5001318at2759	AlphaFold	no_retained_nonself_edge	not_established
RG_M007558	M007558	8	8	8	1	540946at2759	AlphaFold	representative_star_only	not_established
RG_M007574	M007574	1	1	1	0	4896098at2759	AlphaFold	no_retained_nonself_edge	not_established
RG_M007582	M007582	1	1	1	0	4986044at2759	AlphaFold	no_retained_nonself_edge	not_established
RG_M007599	M007599	1	1	1	0	5001473at2759	AlphaFold	no_retained_nonself_edge	not_established
RG_M007626	M007626	1	1	1	0	5005010at2759	AlphaFold	no_retained_nonself_edge	not_established
RG_M007627	M007627	1	1	1	0	4613677at2759	AlphaFold	no_retained_nonself_edge	not_established
RG_M007651	M007651	1	1	1	0	5005010at2759	AlphaFold	no_retained_nonself_edge	not_established
RG_M007653	M007653	2	2	2	0	538728at2759	AlphaFold	representative_star_only	not_established
RG_M007656	M007656	1	1	1	0	5006412at2759	AlphaFold	no_retained_nonself_edge	not_established
RG_M007661	M007661	1	1	1	0	4970387at2759	AlphaFold	no_retained_nonself_edge	not_established
RG_M007666	M007666	1	1	1	0	5002573at2759	AlphaFold	no_retained_nonself_edge	not_established
RG_M007677	M007677	20	20	20	0	4908955at2759	AlphaFold;ESMFold	representative_star_only	not_established
RG_M007682	M007682	9	9	9	0	4747214at2759	AlphaFold;ESMFold	representative_star_only	not_established
RG_M007695	M007695	3	3	3	0	5013259at2759	AlphaFold	representative_star_only	not_established
RG_M007698	M007698	1	1	1	0	5005750at2759	AlphaFold	no_retained_nonself_edge	not_established
RG_M007706	M007706	2	2	2	0	4977163at2759	AlphaFold;ESMFold	representative_star_only	not_established
RG_M007755	M007755	1	1	1	0	288615at2759	AlphaFold	no_retained_nonself_edge	not_established
RG_M007756	M007756	1	1	1	0	4695236at2759	AlphaFold	no_retained_nonself_edge	not_established
RG_M007758	M007758	2	2	2	0	5005274at2759	AlphaFold	representative_star_only	not_established
RG_M007766	M007766	1	1	1	0	5001473at2759	AlphaFold	no_retained_nonself_edge	not_established
RG_M007773	M007773	1	1	1	0	529759at2759	AlphaFold	no_retained_nonself_edge	not_established
RG_M007777	M007777	1	1	1	0	5005010at2759	AlphaFold	no_retained_nonself_edge	not_established
RG_M007784	M007784	1	1	1	0	541070at2759	AlphaFold	no_retained_nonself_edge	not_established
RG_M007803	M007803	1	1	1	0	4986044at2759	AlphaFold	no_retained_nonself_edge	not_established
RG_M007804	M007804	2	2	2	0	5005217at2759	AlphaFold	representative_star_only	not_established
RG_M007807	M007807	5	5	5	0	4900375at2759	AlphaFold;ESMFold	representative_star_only	not_established
RG_M007814	M007814	1	1	1	0	5000743at2759	AlphaFold	no_retained_nonself_edge	not_established
RG_M007819	M007819	1	1	1	0	5001273at2759	AlphaFold	no_retained_nonself_edge	not_established
RG_M007820	M007820	1	1	1	0	5004265at2759	AlphaFold	no_retained_nonself_edge	not_established
RG_M007835	M007835	1	1	1	0	530740at2759	AlphaFold	no_retained_nonself_edge	not_established
RG_M007844	M007844	12	12	12	1	5002334at2759	AlphaFold;ESMFold	representative_star_only	not_established
RG_M007861	M007861	1	1	1	0	4695236at2759	AlphaFold	no_retained_nonself_edge	not_established
RG_M007882	M007882	2	2	2	0	5013259at2759	AlphaFold	representative_star_only	not_established
RG_M007889	M007889	1	1	1	0	5005010at2759	AlphaFold	no_retained_nonself_edge	not_established
RG_M007910	M007910	1	1	1	0	5006412at2759	AlphaFold	no_retained_nonself_edge	not_established
RG_M007925	M007925	5	5	5	0	4900375at2759	AlphaFold;ESMFold	representative_star_only	not_established
RG_M007927	M007927	1	1	1	0	4986044at2759	AlphaFold	no_retained_nonself_edge	not_established
RG_M007930	M007930	1	1	1	0	5000371at2759	AlphaFold	no_retained_nonself_edge	not_established
RG_M007936	M007936	1	1	1	0	5005750at2759	AlphaFold	no_retained_nonself_edge	not_established
RG_M007947	M007947	24	24	24	0	5003856at2759	AlphaFold;ESMFold	representative_star_only	not_established
RG_M007955	M007955	1	1	1	0	5013259at2759	AlphaFold	no_retained_nonself_edge	not_established
RG_M007976	M007976	1	1	1	0	4843824at2759	AlphaFold	no_retained_nonself_edge	not_established
RG_M007989	M007989	2	2	2	0	538728at2759	AlphaFold	representative_star_only	not_established
RG_M008029	M008029	1	1	1	0	4867008at2759	AlphaFold	no_retained_nonself_edge	not_established
RG_M008033	M008033	1	1	1	0	5000743at2759	AlphaFold	no_retained_nonself_edge	not_established
RG_M008038	M008038	29	29	30	0	538728at2759	AlphaFold	representative_star_only	not_established
RG_M008046	M008046	2	2	2	0	4969990at2759	AlphaFold	representative_star_only	not_established
RG_M008053	M008053	1	1	1	0	115730at2759	AlphaFold	no_retained_nonself_edge	not_established
RG_M008061	M008061	6	6	7	0	5011777at2759	AlphaFold	representative_star_only	not_established
RG_M008079	M008079	1	1	1	0	4974767at2759	AlphaFold	no_retained_nonself_edge	not_established
RG_M008081	M008081	2	2	2	0	5005274at2759	AlphaFold	representative_star_only	not_established
RG_M008092	M008092	1	1	1	0	538728at2759	AlphaFold	no_retained_nonself_edge	not_established
RG_M008102	M008102	1	1	1	0	5005217at2759	AlphaFold	no_retained_nonself_edge	not_established
RG_M008109	M008109	1	1	1	0	5005010at2759	AlphaFold	no_retained_nonself_edge	not_established
RG_M008126	M008126	1	1	1	0	5005750at2759	AlphaFold	no_retained_nonself_edge	not_established
RG_M008140	M008140	2	2	2	0	5006412at2759	AlphaFold	representative_star_only	not_established
RG_M008146	M008146	1	1	1	0	4900375at2759	AlphaFold	no_retained_nonself_edge	not_established
RG_M008190	M008190	6	6	6	0	4747214at2759	AlphaFold;ESMFold	representative_star_only	not_established
RG_M008191	M008191	1	1	1	0	5013539at2759	AlphaFold	no_retained_nonself_edge	not_established
RG_M008194	M008194	1	1	1	0	5005010at2759	AlphaFold	no_retained_nonself_edge	not_established
RG_M008232	M008232	1	1	1	0	4613677at2759	AlphaFold	no_retained_nonself_edge	not_established
RG_M008270	M008270	9	9	9	0	5005750at2759	AlphaFold;ESMFold	representative_star_only	not_established
RG_M008273	M008273	1	1	1	0	5013726at2759	AlphaFold	no_retained_nonself_edge	not_established
RG_M008291	M008291	4	4	4	0	541070at2759	AlphaFold;ESMFold	representative_star_only	not_established
RG_M008298	M008298	5	5	5	0	4813267at2759	AlphaFold	representative_star_only	not_established
RG_M008303	M008303	1	1	1	0	5001318at2759	AlphaFold	no_retained_nonself_edge	not_established
RG_M008310	M008310	1	1	1	0	5005196at2759	AlphaFold	no_retained_nonself_edge	not_established
RG_M008314	M008314	1	1	1	0	541070at2759	AlphaFold	no_retained_nonself_edge	not_established
RG_M008316	M008316	3	3	3	0	4969990at2759	AlphaFold	representative_star_only	not_established
RG_M008318	M008318	1	1	1	0	5017019at2759	AlphaFold	no_retained_nonself_edge	not_established
RG_M008334	M008334	5	5	5	0	530740at2759	AlphaFold	representative_star_only	not_established
RG_M008335	M008335	1	1	1	0	5005010at2759	AlphaFold	no_retained_nonself_edge	not_established
RG_M008341	M008341	1	1	1	0	4900375at2759	AlphaFold	no_retained_nonself_edge	not_established
RG_M008349	M008349	2	2	2	0	801816at2759	AlphaFold;ESMFold	representative_star_only	not_established
RG_M008351	M008351	113	113	124	2	5013067at2759	AlphaFold;ESMFold	representative_star_only	not_established
RG_M008357	M008357	3	3	3	0	5001318at2759	AlphaFold	representative_star_only	not_established
RG_M008380	M008380	2	2	2	0	260326at2759	AlphaFold	representative_star_only	not_established
RG_M008384	M008384	48	48	48	0	2852757at2759	AlphaFold	representative_star_only	not_established
RG_M008385	M008385	1	1	1	0	5004265at2759	AlphaFold	no_retained_nonself_edge	not_established
RG_M008386	M008386	1	1	1	0	4969018at2759	AlphaFold	no_retained_nonself_edge	not_established
RG_M008392	M008392	2	2	3	0	4843824at2759	AlphaFold	representative_star_only	not_established
RG_M008404	M008404	4	4	4	1	4987397at2759;5015647at2759	AlphaFold	representative_star_only	not_established
RG_M008408	M008408	1	1	1	0	5005274at2759	AlphaFold	no_retained_nonself_edge	not_established
RG_M008414	M008414	1	1	1	0	5005174at2759	AlphaFold	no_retained_nonself_edge	not_established
RG_M008419	M008419	1	1	1	0	707076at2759	AlphaFold	no_retained_nonself_edge	not_established
RG_M008422	M008422	2	2	2	0	129234at2759	AlphaFold;ESMFold	representative_star_only	not_established
RG_M008425	M008425	3	3	3	0	5005174at2759	AlphaFold	representative_star_only	not_established
RG_M008428	M008428	1	1	1	0	4896098at2759	AlphaFold	no_retained_nonself_edge	not_established
RG_M008429	M008429	3	3	3	0	4974767at2759	AlphaFold	representative_star_only	not_established
RG_M008452	M008452	2	2	2	0	4985971at2759	AlphaFold;ESMFold	representative_star_only	not_established
RG_M008460	M008460	1	1	2	0	5005010at2759	AlphaFold	no_retained_nonself_edge	not_established
RG_M008545	M008545	1	1	1	0	5005010at2759	AlphaFold	no_retained_nonself_edge	not_established
RG_M008550	M008550	1	1	1	0	5005215at2759	AlphaFold	no_retained_nonself_edge	not_established
RG_M008578	M008578	5	5	5	1	5001318at2759	AlphaFold	representative_star_only	not_established
RG_M008590	M008590	1	1	1	0	530740at2759	AlphaFold	no_retained_nonself_edge	not_established
RG_M008591	M008591	1	1	2	0	4613677at2759	AlphaFold	no_retained_nonself_edge	not_established
RG_M008592	M008592	2	2	2	0	4764044at2759	AlphaFold	representative_star_only	not_established
RG_M008618	M008618	1	1	1	0	530740at2759	AlphaFold	no_retained_nonself_edge	not_established
RG_M008633	M008633	6	6	6	0	5001273at2759	AlphaFold	representative_star_only	not_established
RG_M008640	M008640	65	65	66	0	5000870at2759;5015647at2759	AlphaFold	representative_star_only	not_established
RG_M008649	M008649	1	1	1	0	5005010at2759	AlphaFold	no_retained_nonself_edge	not_established
RG_M008662	M008662	1	1	1	0	5006412at2759	AlphaFold	no_retained_nonself_edge	not_established
RG_M008671	M008671	4	4	4	0	5015712at2759	AlphaFold	representative_star_only	not_established
RG_M008712	M008712	1	1	1	0	129234at2759	AlphaFold	no_retained_nonself_edge	not_established
RG_M008733	M008733	1	1	1	0	4613677at2759	AlphaFold	no_retained_nonself_edge	not_established
RG_M008746	M008746	2	2	2	0	5006412at2759	AlphaFold	representative_star_only	not_established
RG_M008768	M008768	2	2	2	0	776280at2759	AlphaFold	representative_star_only	not_established
RG_M008777	M008777	2	2	2	0	5001318at2759	AlphaFold	representative_star_only	not_established
RG_M008789	M008789	42	42	46	0	4867008at2759	AlphaFold;ESMFold	representative_star_only	not_established
RG_M008800	M008800	1	1	1	0	5015742at2759	AlphaFold	no_retained_nonself_edge	not_established
RG_M008806	M008806	1	1	1	0	530014at2759	AlphaFold	no_retained_nonself_edge	not_established
RG_M008809	M008809	1	1	1	0	530740at2759	AlphaFold	no_retained_nonself_edge	not_established
RG_M008813	M008813	1	1	1	0	4985971at2759	AlphaFold	no_retained_nonself_edge	not_established
RG_M008818	M008818	4	4	4	0	5001734at2759	AlphaFold	representative_star_only	not_established
RG_M008823	M008823	1	1	1	0	530740at2759	AlphaFold	no_retained_nonself_edge	not_established
RG_M008833	M008833	1	1	1	0	340246at2759	AlphaFold	no_retained_nonself_edge	not_established
RG_M008837	M008837	4	4	4	0	5006412at2759	AlphaFold	representative_star_only	not_established
RG_M008841	M008841	1	1	1	0	5003192at2759	AlphaFold	no_retained_nonself_edge	not_established
RG_M008844	M008844	1	1	1	0	5005010at2759	AlphaFold	no_retained_nonself_edge	not_established
RG_M008847	M008847	1	1	1	0	5017019at2759	AlphaFold	no_retained_nonself_edge	not_established
RG_M008853	M008853	9	9	9	1	5013539at2759	AlphaFold	representative_star_only	not_established
