model_name	model_id	version	sequence_sha256	length	valid_states	invalid_states	valid_focal_plddt70	valid_feature_plddt70	valid_feature_plddt70_pae10	encoding_path	encoding_sha256
AF-A0A1E4TRI0-F1-v6	AF-A0A1E4TRI0-F1	6	d8b7c84f4ad122587c9fc77958343b30f197d1c6007c337304a5febd42376fc1	527	525	2	482	466	466	results/structural_alphabet/audited-marker-v2/AF-A0A1E4TRI0-F1-v6.npz	207a7fe91d989a52d22d1a199c37f899d6ca18407560f7d5418302f8d9d5156c
AF-A0A1E4TRV5-F1-v6	AF-A0A1E4TRV5-F1	6	ef72fb9119e99db0c8397205c6c8c0aac88e3c738b0aa1026a134cac14c4347e	261	259	2	220	209	209	results/structural_alphabet/audited-marker-v2/AF-A0A1E4TRV5-F1-v6.npz	6195d10e607edeff0fb260e759d5fb0a77e67f8903f7aac0d95fd0a292aa9b42
AF-A0A1E4TRX5-F1-v6	AF-A0A1E4TRX5-F1	6	7270995fc33bad71d2c2928563da4cdb5e9e7d1a078c333923f86ec01f17cb0c	367	365	2	356	351	351	results/structural_alphabet/audited-marker-v2/AF-A0A1E4TRX5-F1-v6.npz	ad51b7b9d630b439221a4402e7a3ca07402fede39cbd2089da8b0dd0593b7d39
AF-A0A1E4TS84-F1-v6	AF-A0A1E4TS84-F1	6	3f6ef130a1027ac611461559b66eedf5b72efc089a76942b7c924a7ff6340be7	404	402	2	315	275	275	results/structural_alphabet/audited-marker-v2/AF-A0A1E4TS84-F1-v6.npz	a1394bfbd2867a24dec19b7f576ae391437d30d7571c9503be77b1e07aa504a9
AF-A0A1E4TSA8-F1-v6	AF-A0A1E4TSA8-F1	6	a55ced3d31f0bb9f77687a571d872584aeb9db66a9690800c94e2ce3851283e3	622	620	2	491	432	430	results/structural_alphabet/audited-marker-v2/AF-A0A1E4TSA8-F1-v6.npz	c03cca8dcdfa3c7a778aed887914632030eef5919f010f1a0ae94f52e9de9c31
AF-A0A1E4TSI4-F1-v6	AF-A0A1E4TSI4-F1	6	114704d29426feecc84438575c1005c2264ff845f3d65f565ea654cb16f21aae	473	471	2	309	301	301	results/structural_alphabet/audited-marker-v2/AF-A0A1E4TSI4-F1-v6.npz	eeb92be39530d82d878b5e62b56ec634aafc5b4b7b6fd4d15c651ae99447c9ef
AF-A0A1E4TSJ3-F1-v6	AF-A0A1E4TSJ3-F1	6	52f778c5b847ad2eb8bc45389ec90b547f788c54187551d72aaf878844c1d10b	260	258	2	236	232	232	results/structural_alphabet/audited-marker-v2/AF-A0A1E4TSJ3-F1-v6.npz	bf8fc4c5bd4feb8c8edc1ac4e152bbc60b142522015568f45abda3b51d557164
AF-A0A1E4TSV0-F1-v6	AF-A0A1E4TSV0-F1	6	37d7af906c4da2055a9021c1be8a8ac0a375c64d61e3a929a96fa4d003b11fb6	593	591	2	417	378	375	results/structural_alphabet/audited-marker-v2/AF-A0A1E4TSV0-F1-v6.npz	0fa4246cf87eea4a15962c811c762405466aaa9b611b4e7d791adb812625fb34
AF-A0A1E4TSZ8-F1-v6	AF-A0A1E4TSZ8-F1	6	288f20f4bab8087f6b7f7ada97710844682f3e4e1cd968dad07fc08049334c84	988	986	2	640	591	591	results/structural_alphabet/audited-marker-v2/AF-A0A1E4TSZ8-F1-v6.npz	b34496cf831861d72a76fabff7d6049bea2eefdfa1c6faf11d103e561d0dc621
AF-A0A1E4TT11-F1-v6	AF-A0A1E4TT11-F1	6	6a051f44ab6cf5f84f8c037a19009d08747746524839fb31d41e8e6b8fc217a2	824	822	2	535	472	472	results/structural_alphabet/audited-marker-v2/AF-A0A1E4TT11-F1-v6.npz	e37ec4b9a722d0f6770a0d0db1c09e365bef1db07556ee67d71387af02736cb0
AF-A0A1E4TTN3-F1-v6	AF-A0A1E4TTN3-F1	6	019571f9528f45e7122091baa1eb96374e26bbfced6289a22d79ea9713d71ffc	245	243	2	223	221	221	results/structural_alphabet/audited-marker-v2/AF-A0A1E4TTN3-F1-v6.npz	65265a9522ce2d8dd2d6ae1ff5fec73a5b68e83b4d247e5723ee7c466d58dd85
AF-A0A1E4TTR1-F1-v6	AF-A0A1E4TTR1-F1	6	16c1589688c0d5cf94fa58cc21974994d5f2c919bdfcc6cf9ce702562e22a375	305	303	2	270	242	242	results/structural_alphabet/audited-marker-v2/AF-A0A1E4TTR1-F1-v6.npz	5fc89b65e1a4a3d2c58360e37805e1bbbe1ab53f888174bacd355b4da7c42f22
AF-A0A1E4TTY6-F1-v6	AF-A0A1E4TTY6-F1	6	0234896ae5b9ee40292a8f02a6e1a5df0819be2fc05fffcf06f4ac696efbbee7	686	684	2	298	233	232	results/structural_alphabet/audited-marker-v2/AF-A0A1E4TTY6-F1-v6.npz	703e42fac9267641fc90f9309eba0ae6e0a8dbbfc92f2982bfd794d280ba2f9c
AF-A0A1E4TTZ3-F1-v6	AF-A0A1E4TTZ3-F1	6	01f958e1d422038df22ce6f15f09995fe1940c40fe74e69a5468671cce51eae7	246	244	2	230	228	228	results/structural_alphabet/audited-marker-v2/AF-A0A1E4TTZ3-F1-v6.npz	862cf1c51555aeb61e8be3d2815fda4e7758551ad02e9af1abbddf6f52d4bf87
AF-A0A1E4TU76-F1-v6	AF-A0A1E4TU76-F1	6	0e780a22fe6edb5695ac864211d51187621a5d9da9ad50fb2bc8d7e8e7563457	391	389	2	340	318	318	results/structural_alphabet/audited-marker-v2/AF-A0A1E4TU76-F1-v6.npz	1841c0e18dd8ae205d66a30c4dd878bae8d1634540f5795b893049f2b7d2a0e2
AF-A0A1E4TUB7-F1-v6	AF-A0A1E4TUB7-F1	6	bede804d15b1a744b3aa79eb31dd9d40408868a5d0cae1a00ac759a52c2c90a6	456	454	2	438	432	431	results/structural_alphabet/audited-marker-v2/AF-A0A1E4TUB7-F1-v6.npz	7890df0af42fd5d7db6ffd7701c162e90fe04e8415c08bc7e4895e1220a50a31
AF-A0A1E4TUG6-F1-v6	AF-A0A1E4TUG6-F1	6	35c7e2284594cf1060fdc7c671328c15435c331168b2fd272cdab4dfda70edaa	222	220	2	181	173	173	results/structural_alphabet/audited-marker-v2/AF-A0A1E4TUG6-F1-v6.npz	6836d0e80975345aaaa7bc2f944161f0bfda7c667b3de9abc79bb11e057443aa
AF-A0A1E4TV32-F1-v6	AF-A0A1E4TV32-F1	6	5d3fe2fd7b284f1173a35fcd1a3df233a0d09a8999c1017a8db04e1141d48c07	202	200	2	181	172	172	results/structural_alphabet/audited-marker-v2/AF-A0A1E4TV32-F1-v6.npz	32562908efbe9e1f032aebc0a18bc1b67cda59c0151e717420c62673ccee852e
AF-A0A1E4TV42-F1-v6	AF-A0A1E4TV42-F1	6	a8f6b078f22a8025256305e33eda9eb01d8197090faaec6bd00e021fe62ebc21	122	120	2	115	113	113	results/structural_alphabet/audited-marker-v2/AF-A0A1E4TV42-F1-v6.npz	2bfb8743e56c5ecc59d59b9ce43b9bec4721f3016edeed3fbaf63540cf1dee23
AF-A0A1E4TV44-F1-v6	AF-A0A1E4TV44-F1	6	b0ba68df13f5ce26ab968bd0c2d02ff31d576a6ac429905cb7649425da2983ac	228	226	2	194	172	172	results/structural_alphabet/audited-marker-v2/AF-A0A1E4TV44-F1-v6.npz	7d9a0328588c16c6395705ef8a52584b32ba39259a888e4d3a8cda0363282968
AF-A0A1E4TV59-F1-v6	AF-A0A1E4TV59-F1	6	5eaeb20ecee019c22b4ce30c07e1527ac7217380dbfe7195c2d8d7b024fad450	369	367	2	200	180	180	results/structural_alphabet/audited-marker-v2/AF-A0A1E4TV59-F1-v6.npz	67fe4b05c327e506e09e1382a54e4c1c4f00c9a44fcbdf13c2e5e8f6945e8f9f
AF-A0A1E4TVA5-F1-v6	AF-A0A1E4TVA5-F1	6	e96cbb958775eab40e1bde61127599b5e473c1438e4aac6aac09197a31da28cb	312	310	2	272	248	248	results/structural_alphabet/audited-marker-v2/AF-A0A1E4TVA5-F1-v6.npz	df17450f5cbecfd4944cd7dea4c58612a82c80439ae461b7242a96dcfc88b8c1
AF-A0A1E4TVD5-F1-v6	AF-A0A1E4TVD5-F1	6	8204a514806274687d7ac30e4d8fabec6ee263a5fdc61e3a13135f270e9d6586	205	203	2	95	92	92	results/structural_alphabet/audited-marker-v2/AF-A0A1E4TVD5-F1-v6.npz	264f853f8dbbefd37ac1678cae301250d1b2054f9fd74542f08f01a2663320be
AF-A0A1E4TVI0-F1-v6	AF-A0A1E4TVI0-F1	6	7196187f1cc38cf8177ceedae7977dddb04597e32771cde42acf88d9ca5f9169	458	456	2	281	247	246	results/structural_alphabet/audited-marker-v2/AF-A0A1E4TVI0-F1-v6.npz	89cf62df2ea607007239712ffcf6cf144eae62fef5a288415fc1a8b99219b78a
AF-A0A1E4TVI5-F1-v6	AF-A0A1E4TVI5-F1	6	ef457ee97e5174091bca424697c740882181f52cde85d944e73ee36337c93590	369	367	2	198	183	183	results/structural_alphabet/audited-marker-v2/AF-A0A1E4TVI5-F1-v6.npz	814df45904d078cb0bc128717895942ddbfe53661a32857224b1cb0001512090
AF-A0A1E4TVK1-F1-v6	AF-A0A1E4TVK1-F1	6	a1ecc67178683332c55e73b224d7d68263dba0e92a152ebd67cbd736f13eb2c4	279	277	2	188	179	179	results/structural_alphabet/audited-marker-v2/AF-A0A1E4TVK1-F1-v6.npz	3087a0991410a68ea5939ec321c467a37a4aa896938f767f70969eeff0942939
AF-A0A1E4TVP8-F1-v6	AF-A0A1E4TVP8-F1	6	49b5b8208466a9d8442280d564c7b7a9d5ce427883e676e31d50ea43832bec17	1106	1104	2	522	428	427	results/structural_alphabet/audited-marker-v2/AF-A0A1E4TVP8-F1-v6.npz	f2f10b055daa9870d19d398cff5bbcc334460167bb1dcf364b4e9fc960b8bf71
AF-A0A1E4TVT7-F1-v6	AF-A0A1E4TVT7-F1	6	73d22326bbffeb74e75a308717bfdab0e4f8365299ea9deb70fad9782011a8aa	826	824	2	301	149	149	results/structural_alphabet/audited-marker-v2/AF-A0A1E4TVT7-F1-v6.npz	53ec9368cda1ea5b2d3fa5b4066eb97f6cc49216f9b86dd6d61ce71b0ab20bee
AF-A0A1E4TVU2-F1-v6	AF-A0A1E4TVU2-F1	6	ac51f1bf8b86cd632276fdd7e6268c51cdfeaeadc6af4f6daeaeba3835b58628	189	187	2	175	169	169	results/structural_alphabet/audited-marker-v2/AF-A0A1E4TVU2-F1-v6.npz	d1027f8a588f521623adfab1dfbcf068091ed3e8194b78c14d0fbba971b6fe69
AF-A0A1E4TVV9-F1-v6	AF-A0A1E4TVV9-F1	6	596382c424db78b326046a582be880cc0122187838f4896e38ea38ea8c697edc	500	498	2	253	240	240	results/structural_alphabet/audited-marker-v2/AF-A0A1E4TVV9-F1-v6.npz	8cee84faba93207bc33cae0aa01d46dd31753f6da487468ed3e85e21ee278a11
AF-A0A1E4TVZ6-F1-v6	AF-A0A1E4TVZ6-F1	6	462aa77f175f097494137ccc8fdf6bb00b7a0b1939a21b565f36c4f8601aba75	345	343	2	267	253	251	results/structural_alphabet/audited-marker-v2/AF-A0A1E4TVZ6-F1-v6.npz	747280422dcd63e1f4db16afbec54bdd0faee11c8831aa86f933479ca03d55a3
AF-A0A1E4TW91-F1-v6	AF-A0A1E4TW91-F1	6	c358476ea7ac8eb35d4bd1e83ccc0d810664799694af001695482e9384eaf667	426	424	2	249	206	206	results/structural_alphabet/audited-marker-v2/AF-A0A1E4TW91-F1-v6.npz	78f7e4c4c22b4b1f47327ab0376dc273d18d72203e571e9360e26508a803eb01
AF-A0A1E4TWA8-F1-v6	AF-A0A1E4TWA8-F1	6	21734c11043d0c48b66179024847fba555062f31e6e09c78be32be8a2e2af7f3	180	178	2	178	178	178	results/structural_alphabet/audited-marker-v2/AF-A0A1E4TWA8-F1-v6.npz	9d36c01086ed3dc7669b7c4055688e13f8e4817702ca6ea81d53b899633e567d
AF-A0A1E4TWE1-F1-v6	AF-A0A1E4TWE1-F1	6	4249b9b54a12df9e7880d005a787650314e884908fd221a2ffbbd30a0500fb87	711	709	2	433	375	373	results/structural_alphabet/audited-marker-v2/AF-A0A1E4TWE1-F1-v6.npz	309074b10118c1fbf3ac5b1407144f4108f88f56a49d421d917c0284526e7d07
AF-A0A1E4TWM0-F1-v6	AF-A0A1E4TWM0-F1	6	acdab34565f8027ca355c9f3a5e40bc11f01a9993f072fd92c797277536d72a2	903	901	2	499	403	403	results/structural_alphabet/audited-marker-v2/AF-A0A1E4TWM0-F1-v6.npz	9dc912be16a971c136c981776014d85d2b855a27e4b17d8a5f4c05d4b7d495a4
AF-A0A1E4TWM2-F1-v6	AF-A0A1E4TWM2-F1	6	36e3de4c56f3bb5d52be7e4847ccd1ec28b2dbb5adc2b515212ebeaa78c6b2e5	803	801	2	569	518	518	results/structural_alphabet/audited-marker-v2/AF-A0A1E4TWM2-F1-v6.npz	78cd8195902e4a9ff315cb33145219f98d6b49e0f17089fcd82a8f768fb61fa1
AF-A0A1E4TWM3-F1-v6	AF-A0A1E4TWM3-F1	6	ca831385d4100615890df4ffec60abe189c57d213b7e76b9c99805d6d53c1380	458	456	2	410	391	390	results/structural_alphabet/audited-marker-v2/AF-A0A1E4TWM3-F1-v6.npz	8c5bd639cbaeadbb68f0cf672fb5719f925f1c79761c3d6945abb8d295493958
AF-A0A1E4TWP2-F1-v6	AF-A0A1E4TWP2-F1	6	ffbf7d11fb296ef5f1f40acc45bb1824d2399943500e60dba22d88c899f082a7	535	533	2	378	326	326	results/structural_alphabet/audited-marker-v2/AF-A0A1E4TWP2-F1-v6.npz	f3bcb7e9e9099fd8cf642d6563561f935d78d867baa84299e3b4ed0524253c4a
AF-A0A1E4TWT5-F1-v6	AF-A0A1E4TWT5-F1	6	88eb7dc05dc7fcdcdc18cc6e3ee094a8a647c06cb838785f83e59d5b00ed2467	1254	1252	2	1115	1034	1034	results/structural_alphabet/audited-marker-v2/AF-A0A1E4TWT5-F1-v6.npz	cdcc3bbc027f5cb93281508f10e9d72b66321b441244fabc36982fdb0d9c362d
AF-A0A1E4TWV5-F1-v6	AF-A0A1E4TWV5-F1	6	7c234ebde181ef2ac0eb616974ed624fb7fe699f4a6ea4fe46672e0859b84e7e	181	179	2	175	170	170	results/structural_alphabet/audited-marker-v2/AF-A0A1E4TWV5-F1-v6.npz	b79c8e450fa8d1a3d5c6c170afc0d15ae6b488b53705305505c01024d350b627
AF-A0A1E4TX13-F1-v6	AF-A0A1E4TX13-F1	6	6e64c5291eac757185e9f971c54eb56f738a5d842e76071da59c08c507910a0c	448	446	2	406	382	382	results/structural_alphabet/audited-marker-v2/AF-A0A1E4TX13-F1-v6.npz	20e0b577ab484b4f5cce8ac760228a219b6a131fb7991b075fc80d21d09ada98
AF-A0A1E4TX25-F1-v6	AF-A0A1E4TX25-F1	6	6e854b37fc7b92d8123f76523f88c30e6a88d99c356293d2e14807d698d4177b	856	854	2	708	649	648	results/structural_alphabet/audited-marker-v2/AF-A0A1E4TX25-F1-v6.npz	37bae45500b7022e165c2a673743f33a8cc4cc9459f63d3a51cd70951ccf4f0c
AF-A0A1E4TXC3-F1-v6	AF-A0A1E4TXC3-F1	6	08b6c72b7239e28f9f7b293e74ee3b65e0f80650c07dfd9255f71ebc8ddc21d9	367	365	2	312	298	298	results/structural_alphabet/audited-marker-v2/AF-A0A1E4TXC3-F1-v6.npz	c68ecf429e9a861715042d71b057d06914b61d5be9ca317c865a709db868f493
AF-A0A1E4TXL3-F1-v6	AF-A0A1E4TXL3-F1	6	becbb7fd260efea84b94898374a4eea421fdd4736cf3bad2f1aa1499e5fb100a	399	397	2	228	171	171	results/structural_alphabet/audited-marker-v2/AF-A0A1E4TXL3-F1-v6.npz	8264093a6f72279450ccdf73a77d6958215e68bbcb4828dee17c325c9b867ed2
AF-A0A1E4TXT2-F1-v6	AF-A0A1E4TXT2-F1	6	9aa727c6e6047e31dec7034dce1b379ccd6a70dfd9d4120a5fe8eb98ceffcf8a	1020	1018	2	708	571	568	results/structural_alphabet/audited-marker-v2/AF-A0A1E4TXT2-F1-v6.npz	0e22175fb2f995d54378ebfdd18d1978e4e380cd809fb017c3303319ec55c54e
AF-A0A1E4TY03-F1-v6	AF-A0A1E4TY03-F1	6	e89e983e52f7c4acb9c9cdf1359f8e1bab50dc52417a5066dc6b400bf84db346	916	914	2	667	561	560	results/structural_alphabet/audited-marker-v2/AF-A0A1E4TY03-F1-v6.npz	31e44f6acc4ab528b1518fd15abe8cbb921618978c5c0d96b66bbfbd2aee7827
AF-A0A1E4TY35-F1-v6	AF-A0A1E4TY35-F1	6	4145187cd085b3484211f2ab147edfc2cd9170f43e62eee7d55dd0559682c08f	151	149	2	137	129	129	results/structural_alphabet/audited-marker-v2/AF-A0A1E4TY35-F1-v6.npz	7a5919b3202b2276949445387c09104d4cfa193ced89c15f25674facbc4b0468
AF-A0A1E4TYB0-F1-v6	AF-A0A1E4TYB0-F1	6	5c4b68553daa3af380a1b5e4c1841ee884363bbc2d4c3afa65f12511b9f8d656	1044	1042	2	478	433	431	results/structural_alphabet/audited-marker-v2/AF-A0A1E4TYB0-F1-v6.npz	07434d4e63cfdc3e2d72beff3bebf0102732983587c32307a23a42f8f58379a6
AF-A0A1E4TYB8-F1-v6	AF-A0A1E4TYB8-F1	6	4e54e48022f0da16b08a44c2d15600e17e1029d6d883975a573959ff74814fc7	461	459	2	435	426	426	results/structural_alphabet/audited-marker-v2/AF-A0A1E4TYB8-F1-v6.npz	b28d8203d38aff64c942854c463b8f238d7a12dc71dae52ada89b27805b9b376
AF-A0A1E4TYL2-F1-v6	AF-A0A1E4TYL2-F1	6	042511b4bbb239c62eea1f5cb632e05568094aeeb551ff17aa0adf880e6966f7	940	938	2	628	547	547	results/structural_alphabet/audited-marker-v2/AF-A0A1E4TYL2-F1-v6.npz	6ffffb81e6c0470d7a66888b850cc874b98441c09741a8e2c424422b9f12103a
AF-A0A1E4TYL4-F1-v6	AF-A0A1E4TYL4-F1	6	c24f3b87f743cb66900c5b2abe2780cecd140e53e9c2c967787cbe3ec0bb3668	603	601	2	435	400	400	results/structural_alphabet/audited-marker-v2/AF-A0A1E4TYL4-F1-v6.npz	d40a1783c9132aca10ba4a38bfbdd54e5594a23954c5f50a12bf04e9e5a114e2
AF-A0A1E4TYY9-F1-v6	AF-A0A1E4TYY9-F1	6	08ab588ab6e1fb620860b680f436bd1d9df4b1c84cbbc01bbd39a09ffec802bf	944	942	2	687	635	635	results/structural_alphabet/audited-marker-v2/AF-A0A1E4TYY9-F1-v6.npz	27361804a500e8bb7aeeac51d1a8b3ada2ec233209ce6b3610ebe3388efe4aab
AF-A0A1E4TZ29-F1-v6	AF-A0A1E4TZ29-F1	6	89ec06fc5011db3a1eb2f09d25d97664bb564ffd425129ca1972f9a5ac70acab	254	252	2	197	171	171	results/structural_alphabet/audited-marker-v2/AF-A0A1E4TZ29-F1-v6.npz	e4d6d150d2b39e4c356fbfd9178f7b2b13fb528f31f5ca27542d6286d62825b0
AF-A0A1E4TZ32-F1-v6	AF-A0A1E4TZ32-F1	6	b7be4e21df0163a861206be9343eb17ad967b89290a937900ead0dc8217d2ad8	484	482	2	326	281	281	results/structural_alphabet/audited-marker-v2/AF-A0A1E4TZ32-F1-v6.npz	e6dd83186490b0010644d3076aaaa746941038db026f43d2ad7e7b9a3339070a
AF-A0A1E4TZA3-F1-v6	AF-A0A1E4TZA3-F1	6	a853e8ee12cefc972e140b116196232c7631b3015a9966564c52ed8982854ff0	821	819	2	640	565	564	results/structural_alphabet/audited-marker-v2/AF-A0A1E4TZA3-F1-v6.npz	34abed59b797d88ca92661a3eb7e62ea4c1ed4fea02f59288e7382c674487512
AF-A0A1E4TZD2-F1-v6	AF-A0A1E4TZD2-F1	6	b60f8392f7245312fae561045c5d3f814371ad31d436285bc4d22d9c3ad081f8	295	293	2	248	239	239	results/structural_alphabet/audited-marker-v2/AF-A0A1E4TZD2-F1-v6.npz	a7be58edcd55b5a44c37d614e6d7f1e3926b0a0d7f55abd725c3ef819148b0fb
AF-A0A1E4TZD5-F1-v6	AF-A0A1E4TZD5-F1	6	69980b3d3749bc383fb073dcd4c5f5fbf21fd8a5fe348422e357f5a9b5a63f11	711	709	2	482	425	425	results/structural_alphabet/audited-marker-v2/AF-A0A1E4TZD5-F1-v6.npz	59b5db02d3c9bbf28a374aba90e987663e371b0898d8fafa3fbd47c3c88b4240
AF-A0A1E4TZX3-F1-v6	AF-A0A1E4TZX3-F1	6	308973d9251f73a537fd0c5a5e0de417fe860be7449eed7e24f396b5ea67d112	194	192	2	155	151	151	results/structural_alphabet/audited-marker-v2/AF-A0A1E4TZX3-F1-v6.npz	789e3fab89937868d8597565a06605cab9e2408649a12860ca4f14e01ee5c724
AF-A0A1E4U016-F1-v6	AF-A0A1E4U016-F1	6	920399be300c06b78c55675346c77f44112fe8f4f21cfc97ed1a6e512dff6945	1050	1048	2	649	591	591	results/structural_alphabet/audited-marker-v2/AF-A0A1E4U016-F1-v6.npz	6a9ade11085285f0f67ca7cbb3fe044cffc3e91ad1ca3cce622c4afc87948e58
AF-A0A1E4U052-F1-v6	AF-A0A1E4U052-F1	6	e458ed11c3e2d2ee0b080a6dc65aee184f9fc56a21f9e51ce92d0aaa7b3c0cda	650	648	2	592	576	576	results/structural_alphabet/audited-marker-v2/AF-A0A1E4U052-F1-v6.npz	be7270f5a2ba8868f86b4b872831b64f170a0d65139f99021ab0df95801a12f4
AF-A0A1E4U093-F1-v6	AF-A0A1E4U093-F1	6	6e5320edda84217125b0ce2caf63f3359987f9fff99a813530b936f11b885d49	1059	1057	2	791	710	710	results/structural_alphabet/audited-marker-v2/AF-A0A1E4U093-F1-v6.npz	521ee94a28a8180469f6f20f1162e090a41fe35ba0b3b67b86aeac007a245833
AF-A0A1E4U0A8-F1-v6	AF-A0A1E4U0A8-F1	6	f3ac0fbd479fe7c03c641e88ec3cb259830b7dcf4a2ac0b82fa995846cf56dea	127	125	2	71	59	59	results/structural_alphabet/audited-marker-v2/AF-A0A1E4U0A8-F1-v6.npz	d9a18f2090942d6322e618c6212b0c79a043ac109b868d6f927e38f4de5feb9e
AF-A0A1E4U0K6-F1-v6	AF-A0A1E4U0K6-F1	6	71f7f1b702380e80fd63b7c63497318731bc58f0f707f1c25a44fa07cfdcfdca	976	974	2	929	895	895	results/structural_alphabet/audited-marker-v2/AF-A0A1E4U0K6-F1-v6.npz	407a4e7eb1ac923f635fa4283135aaf0ae3abe222ef5eceb56bdbd374c4d49dc
AF-A0A1E4U0R5-F1-v6	AF-A0A1E4U0R5-F1	6	dd6c8490704bba513a1eb8d48d716c16c351d3cc0cc42f924af3775d81fc83db	614	612	2	409	356	356	results/structural_alphabet/audited-marker-v2/AF-A0A1E4U0R5-F1-v6.npz	3145c2db720c2693e0410d001b963623548d214b6442496de127909e4b65614f
AF-A0A1E4U0R9-F1-v6	AF-A0A1E4U0R9-F1	6	d4fc84881815afed63274edf454f0c0bd527486606f2f838f289a683335ab743	437	435	2	315	279	279	results/structural_alphabet/audited-marker-v2/AF-A0A1E4U0R9-F1-v6.npz	7731a768af5d1dec518e4007b82c5ce81b7b9bd0ea5dc01700cef1c6625e263f
AF-A0A1E4U0U4-F1-v6	AF-A0A1E4U0U4-F1	6	f7cfeb43c175be85f5ac7e642bd095ccda5a7bfa1b7f305c162312c74463d3c2	200	198	2	191	189	189	results/structural_alphabet/audited-marker-v2/AF-A0A1E4U0U4-F1-v6.npz	b2d14f682cb97a8a185e97e7ffcc6e539478aaaec54b47bf9b918768bd52f06a
AF-A0A1E4U1B8-F1-v6	AF-A0A1E4U1B8-F1	6	d28fce37e8d1d4531df6340864bacf696e94a7febb16aec9cafb702f6876e403	811	809	2	748	694	694	results/structural_alphabet/audited-marker-v2/AF-A0A1E4U1B8-F1-v6.npz	ff04b7b080fd5434d92251eabb35de022ec483c58784a1226deb3c3c7ba0c010
AF-A0A1E4U1C1-F1-v6	AF-A0A1E4U1C1-F1	6	4940cd8b663e4b3cb2cea53a1a13d8db8a6fe600c00435fdd45bf17a26186f37	919	917	2	908	897	897	results/structural_alphabet/audited-marker-v2/AF-A0A1E4U1C1-F1-v6.npz	5b551aa6c21af75ff536a34c2785542502f4bc0ddd46a64d41bac3792de0dcff
AF-A0A1E4U1D3-F1-v6	AF-A0A1E4U1D3-F1	6	bd515dd9490d2293f3eefa80e54028d3f607a6d1e0b6f45d8e18d11bebc2cb4a	310	308	2	269	249	249	results/structural_alphabet/audited-marker-v2/AF-A0A1E4U1D3-F1-v6.npz	5360b81c6009122fbd93f7ce556279b17f5733778d6468f9ff7f5d6dc4d4a75f
AF-A0A1E4U1S0-F1-v6	AF-A0A1E4U1S0-F1	6	be69c3cb067d7ae85c13e810e3c353b6f953d4f84bbd168a3b68c84e71025fd3	671	669	2	528	492	492	results/structural_alphabet/audited-marker-v2/AF-A0A1E4U1S0-F1-v6.npz	1b5b8bc17d7b61754286f78fcf9cf8c4d6e8e53cf1915dc0c3e9c2313713ef23
AF-A0A1E4U1V3-F1-v6	AF-A0A1E4U1V3-F1	6	bc4ad5d334d15a8182f3d125583d80c569b9f645116fe72da51df68d8c632547	315	313	2	285	272	272	results/structural_alphabet/audited-marker-v2/AF-A0A1E4U1V3-F1-v6.npz	408878f74f21369fd6da224f8cc91457fe4b71d56623e559992deb650b2f38b3
AF-A0A1E4U248-F1-v6	AF-A0A1E4U248-F1	6	758eedde9b8a170fc99404a320162ff7867320c208c8e664cea0b4658b0299dc	283	281	2	126	114	112	results/structural_alphabet/audited-marker-v2/AF-A0A1E4U248-F1-v6.npz	8bf916ee46227857d8fac63fb09f8453b27aa7172508337c4deffb72a11194e7
AF-A0A1E4U2A7-F1-v6	AF-A0A1E4U2A7-F1	6	7c6abbbd0e5c4648a6188dd1e13b785cd74cbd195ccfc88ea185f211e0f01c69	349	347	2	318	308	308	results/structural_alphabet/audited-marker-v2/AF-A0A1E4U2A7-F1-v6.npz	a8283a2d3ed2e8a9e2740753dbc5e0c6e320443e143fde17d9db10295c28da71
AF-A0A1E4U2D8-F1-v6	AF-A0A1E4U2D8-F1	6	ea3410c0b9c0645394129fe4213b01fda2302003f1a5b2c24254e864e3168683	445	443	2	368	357	355	results/structural_alphabet/audited-marker-v2/AF-A0A1E4U2D8-F1-v6.npz	a2781ae680afa17befd74b739135e82075b2dc2d3b52b9392028cab42af9453d
AF-A0A1E4U2P3-F1-v6	AF-A0A1E4U2P3-F1	6	ac5cf1ee72e65e197a4e02bdef817482b5429f1b1186602be87bb1acc9588b59	590	588	2	586	583	583	results/structural_alphabet/audited-marker-v2/AF-A0A1E4U2P3-F1-v6.npz	71f39ffc5a0f4f6107d31e793156fc8833ed520c9c57dcfe39090c17178a6941
AF-A0A1E4U2Z3-F1-v6	AF-A0A1E4U2Z3-F1	6	8e4b0f9ec39454528617ef9296ff816615558c4b3f08670105833b02c78119c2	538	536	2	527	521	521	results/structural_alphabet/audited-marker-v2/AF-A0A1E4U2Z3-F1-v6.npz	ef9a7987915d50eb176cf21983e41b2edb33057ce186fbe801a871c870c25341
AF-A0A1E4U375-F1-v6	AF-A0A1E4U375-F1	6	5208283248109931eb906cad5777d30fa2b510228f5b466f33835e63854be45b	394	392	2	358	337	337	results/structural_alphabet/audited-marker-v2/AF-A0A1E4U375-F1-v6.npz	68c1be0ba41d4e7e54c95264c543e6e598474804f7a89e8f634bb8152098a31d
AF-A0A1E4U3F8-F1-v6	AF-A0A1E4U3F8-F1	6	00dccfc9bd2243c968af3da71698ea5e6834b7115b91e6b31286ddc210121e70	192	190	2	180	173	173	results/structural_alphabet/audited-marker-v2/AF-A0A1E4U3F8-F1-v6.npz	8c1d6f841e7d39b7a64ccbf0063085f6f5224537dfc8fec45cbaa0295e92d1a9
