case_id	taxa	nucleotide_columns	log_likelihood	gamma_alpha	total_tree_length	internal_edges	bootstrap_trees	maximum_ufb_rounding_difference	near_zero_edges_le1e_5	long_edges_ge10	warning_lines	translation_table	marker_copy_caveat	memory_adjustment_warning_lines	saturated_pairwise_distance_warning_lines	parameter_boundary_warning_lines	nni_convergence_warning_lines	other_warning_lines	review_required_before_codon_interpretation	selection_eligibility
Fusarium__4695236at2759__code1	10	3228	-11883.2605	0.3388	0.7430699528	7	1000	0.29999999999999716	0	0	0	1	none_recorded	0	0	0	0	0	False	not_established
Fusarium__4747214at2759__code1	10	423	-1459.0596	0.4125	0.6746696078999999	7	1000	0.5	4	0	0	1	none_recorded	0	0	0	0	0	False	not_established
Fusarium__4764044at2759__code1	10	1530	-5651.7367	0.3432	0.7489677217000003	7	1000	0.29999999999999716	0	0	0	1	none_recorded	0	0	0	0	0	False	not_established
Fusarium__4810093at2759__code1	9	2385	-8568.8761	0.2982	0.8138831763999999	6	1000	0.4000000000000057	0	0	0	1	none_recorded	0	0	0	0	0	False	not_established
Fusarium__4813267at2759__code1	10	2685	-9904.441	0.306	0.7962689724	7	1000	0.29999999999999716	0	0	0	1	none_recorded	0	0	0	0	0	False	not_established
Fusarium__4823929at2759__code1	10	1242	-4885.1743	0.2738	1.0700864865	7	1000	0.29999999999999716	1	0	0	1	none_recorded	0	0	0	0	0	False	not_established
Fusarium__4837017at2759__code1	10	693	-2198.6762	0.2999	0.6238552096000001	7	1000	0.4000000000000057	0	0	0	1	none_recorded	0	0	0	0	0	False	not_established
Fusarium__4838864at2759__code1	10	1833	-6336.3949	0.264	0.6418795546000001	7	1000	0.4000000000000057	0	0	0	1	none_recorded	0	0	0	0	0	False	not_established
Fusarium__4843240at2759__code1	9	2052	-8097.9976	0.4208	0.9919547863	6	1000	0.4000000000000057	0	0	0	1	none_recorded	0	0	0	0	0	False	not_established
Fusarium__4867008at2759__code1	10	522	-1819.7408	0.2496	0.8181939340999999	7	1000	0.5	1	0	0	1	none_recorded	0	0	0	0	0	False	not_established
Fusarium__4888252at2759__code1	9	2829	-10499.061	0.2581	0.8336057128	6	1000	0.20000000000000284	0	0	0	1	none_recorded	0	0	0	0	0	False	not_established
Fusarium__4896098at2759__code1	10	606	-2130.296	0.3075	0.6558181996999999	7	1000	0.4000000000000057	0	0	0	1	none_recorded	0	0	0	0	0	False	not_established
Fusarium__4900375at2759__code1	10	624	-2224.7043	0.2524	0.8500541345999999	7	1000	0.5	1	0	0	1	none_recorded	0	0	0	0	0	False	not_established
Fusarium__4908955at2759__code1	10	966	-4357.6135	0.3779	10.663418947499999	7	1000	0.3999999999999986	3	0	1	1	none_recorded	0	1	0	0	0	True	not_established
Fusarium__4911644at2759__code1	10	2874	-10310.7661	0.2855	0.7447211039999999	7	1000	0.4000000000000057	1	0	0	1	none_recorded	0	0	0	0	0	False	not_established
Fusarium__4940884at2759__code1	9	2784	-9881.2143	0.2856	0.7741185929999999	6	1000	0.4000000000000057	0	0	0	1	none_recorded	0	0	0	0	0	False	not_established
Fusarium__4969018at2759__code1	10	1362	-3615.1261	0.239	0.34263204759999993	7	1000	0.29999999999999716	1	0	0	1	none_recorded	0	0	0	0	0	False	not_established
Fusarium__4969636at2759__code1	10	1257	-4682.5434	0.2826	0.8307684347	7	1000	0.4000000000000057	0	0	0	1	none_recorded	0	0	0	0	0	False	not_established
Malassezia__115730at2759__code1	5	954	-3670.6241	0.2968	1.4297641987	2	1000	0.29999999999999716	0	0	0	1	none_recorded	0	0	0	0	0	False	not_established
Malassezia__160487at2759__code1	5	2613	-11308.254	0.5093	1.3318893001999998	2	1000	0.09999999999999432	0	0	0	1	none_recorded	0	0	0	0	0	False	not_established
Malassezia__201273at2759__code1	5	780	-2723.2904	0.2271	1.1728842550999998	2	1000	0.10000000000000142	0	0	0	1	none_recorded	0	0	0	0	0	False	not_established
Malassezia__207567at2759__code1	5	540	-1942.6785	0.164	2.4952278623999997	2	1000	0.09999999999999432	0	0	2	1	none_recorded	0	0	2	0	0	True	not_established
Malassezia__2852757at2759__code1	5	1419	-6038.3026	0.4159	1.5291948493	2	1000	0.3999999999999986	0	0	0	1	none_recorded	0	0	0	0	0	False	not_established
Malassezia__288615at2759__code1	5	1833	-7999.1091	0.4041	1.6406767550999999	2	1000	0	0	0	0	1	none_recorded	0	0	0	0	0	False	not_established
Malassezia__319730at2759__code1	5	1344	-4721.0587	0.3314	0.8478788046	2	1000	0.29999999999999716	0	0	0	1	none_recorded	0	0	0	0	0	False	not_established
Malassezia__340246at2759__code1	5	1989	-8862.3107	0.429	1.8424225579	2	1000	0.20000000000000284	0	0	0	1	none_recorded	0	0	0	0	0	False	not_established
Malassezia__345792at2759__code1	5	885	-3121.874	0.1543	3.9749974440000004	2	1000	0.5	0	0	3	1	none_recorded	0	0	3	0	0	True	not_established
Malassezia__352891at2759__code1	5	741	-3048.8389	0.4681	1.1595206553000001	2	1000	0.5	0	0	0	1	none_recorded	0	0	0	0	0	False	not_established
Malassezia__4613677at2759__code1	5	366	-1665.5261	0.381	2.2487278277	2	1000	0.3999999999999986	0	0	0	1	none_recorded	0	0	0	0	0	False	not_established
Malassezia__4695236at2759__code1	5	3210	-12340.6278	0.3788	1.0659859649	2	1000	0.20000000000000284	0	0	0	1	none_recorded	0	0	0	0	0	False	not_established
Malassezia__4747214at2759__code1	5	411	-1466.2411	0.4775	0.7516653644	2	1000	0.5	0	0	0	1	none_recorded	0	0	0	0	0	False	not_established
Malassezia__4764044at2759__code1	5	1443	-6642.1161	0.6255	1.5659507311	2	1000	0.4000000000000057	0	0	0	1	none_recorded	0	0	0	0	0	False	not_established
Malassezia__4803900at2759__code1	5	363	-1405.2938	0.3112	1.1748453590999999	2	1000	0.3999999999999986	0	0	0	1	none_recorded	0	0	0	0	0	False	not_established
Malassezia__4810093at2759__code1	5	2295	-10451.873	0.531	1.6281785420000001	2	1000	0.20000000000000284	0	0	0	1	none_recorded	0	0	0	0	0	False	not_established
Malassezia__4813267at2759__code1	5	2379	-9533.833	0.3647	1.3320806676999999	2	1000	0	0	0	0	1	none_recorded	0	0	0	0	0	False	not_established
Malassezia__4823929at2759__code1	5	1209	-5260.3189	0.3844	1.695008236	2	1000	0.10000000000000142	0	0	0	1	none_recorded	0	0	0	0	0	False	not_established
Malassezia__4837017at2759__code1	5	684	-3003.2335	0.3631	1.9414540519	2	1000	0.29999999999999716	0	0	0	1	none_recorded	0	0	0	0	0	False	not_established
Malassezia__4838864at2759__code1	5	1800	-7992.9804	0.3927	1.8435566166	2	1000	0	0	0	0	1	none_recorded	0	0	0	0	0	False	not_established
Malassezia__4843240at2759__code1	5	1338	-6135.2942	0.7248	1.8426379224	2	1000	0.4000000000000057	0	0	0	1	none_recorded	0	0	0	0	0	False	not_established
Malassezia__4867008at2759__code1	5	540	-2238.3713	0.5065	1.1845579624	2	1000	0.20000000000000284	0	0	0	1	none_recorded	0	0	0	0	0	False	not_established
Malassezia__4888252at2759__code1	5	2430	-12706.762	0.8851	2.3835151263	2	1000	0.3999999999999986	0	0	0	1	none_recorded	0	0	0	0	0	False	not_established
Malassezia__4896098at2759__code1	4	540	-1920.3999	0.3828	1.1498091534000001	1	1000	0.09999999999999432	0	0	1001	1	none_recorded	1001	0	0	0	0	False	not_established
Malassezia__4900375at2759__code1	4	618	-2547.1133	0.5505	1.7703221629	1	1000	0.29999999999999716	0	0	1001	1	none_recorded	1001	0	0	0	0	False	not_established
Malassezia__4908955at2759__code1	5	939	-4634.0513	0.6518	2.2123891707	2	1000	0.4000000000000057	0	0	0	1	none_recorded	0	0	0	0	0	False	not_established
Malassezia__4911644at2759__code1	5	2709	-12118.6618	0.4456	1.6961181352999999	2	1000	0.3999999999999986	0	0	0	1	none_recorded	0	0	0	0	0	False	not_established
Malassezia__4940884at2759__code1	5	2352	-11087.9226	0.4328	2.3061979817	2	1000	0.5	0	0	0	1	none_recorded	0	0	0	0	0	False	not_established
Malassezia__4969018at2759__code1	5	1326	-4779.3357	0.2539	1.1969553657	2	1000	0.5	0	0	0	1	none_recorded	0	0	0	0	0	False	not_established
Malassezia__4969636at2759__code1	5	1146	-4985.6026	0.3341	1.8091395403000001	2	1000	0.5	0	0	0	1	none_recorded	0	0	0	0	0	False	not_established
Microbotryum__115730at2759__code1	4	669	-1485.3387	998.2	0.2053690767	1	1000	0	1	0	1001	1	none_recorded	1001	0	0	0	0	False	not_established
Microbotryum__129234at2759__code1	4	558	-1136.3791	3.694	0.1709260846	1	1000	0	0	0	1001	1	none_recorded	1001	0	0	0	0	False	not_established
Microbotryum__160487at2759__code1	4	2601	-5005.9506	0.2071	0.15506537339999998	1	1000	0.09999999999999432	0	0	1001	1	none_recorded	1001	0	0	0	0	False	not_established
Microbotryum__201273at2759__code1	4	780	-1548.1071	998.4	0.1419961132	1	1000	0	0	0	1001	1	none_recorded	1001	0	0	0	0	False	not_established
Microbotryum__260326at2759__code1	4	465	-1059.1285	998.4	0.22901518850000002	1	1000	0.09999999999999432	1	0	1001	1	none_recorded	1001	0	0	0	0	False	not_established
Microbotryum__2852757at2759__code1	4	1452	-2805.3611	0.3477	0.1548570133	1	1000	0	0	0	1003	1	none_recorded	1001	0	2	0	0	True	not_established
Microbotryum__288615at2759__code1	4	1908	-3741.7261	0.3806	0.15486623089999998	1	1000	0	0	0	1001	1	none_recorded	1001	0	0	0	0	False	not_established
Microbotryum__319730at2759__code1	4	1329	-2562.5616	0.9023	0.1429996659	1	1000	0	0	0	1001	1	none_recorded	1001	0	0	0	0	False	not_established
Microbotryum__340246at2759__code1	4	1986	-4252.0174	0.5778	0.2412668348	1	1000	0.09999999999999432	0	0	1001	1	none_recorded	1001	0	0	0	0	False	not_established
Microbotryum__345792at2759__code1	4	762	-1340.5636	0.02002	0.09474180180000001	1	1000	0.29999999999999716	1	0	1001	1	none_recorded	1001	0	0	0	0	False	not_established
Microbotryum__352891at2759__code1	4	753	-1390.4807	2.749	0.1060577884	1	1000	0.20000000000000284	1	0	1001	1	none_recorded	1001	0	0	0	0	False	not_established
Microbotryum__4613677at2759__code1	4	375	-786.2048	0.7223	0.2211810336	1	1000	0.09999999999999432	0	0	1001	1	none_recorded	1001	0	0	0	0	False	not_established
Microbotryum__4695236at2759__code1	4	3243	-6374.4068	0.3079	0.15999105869999997	1	1000	0	0	0	1001	1	none_recorded	1001	0	0	0	0	False	not_established
Microbotryum__4747214at2759__code1	4	396	-832.3742	0.1352	0.431894658	1	1000	0	1	0	1003	1	none_recorded	1001	0	2	0	0	True	not_established
Microbotryum__4764044at2759__code1	4	1500	-3084.2981	0.6533	0.2076623408	1	1000	0	0	0	1001	1	none_recorded	1001	0	0	0	0	False	not_established
Microbotryum__4803900at2759__code1	4	357	-652.3306	998.4	0.09127473220000001	1	1000	0.5	0	0	1001	1	none_recorded	1001	0	0	0	0	False	not_established
Microbotryum__4810093at2759__code1	4	2280	-4810.3221	0.5898	0.2030158416	1	1000	0	0	0	1001	1	none_recorded	1001	0	0	0	0	False	not_established
Microbotryum__4823929at2759__code1	4	1281	-3200.7861	0.4684	0.41596418580000005	1	1000	0	1	0	1001	1	none_recorded	1001	0	0	0	0	False	not_established
Microbotryum__4837017at2759__code1	4	666	-1429.1635	1.328	0.20927286920000002	1	1000	0	0	0	1001	1	none_recorded	1001	0	0	0	0	False	not_established
Microbotryum__4838864at2759__code1	4	1794	-3628.8301	1.027	0.16883634549999998	1	1000	0	0	0	1001	1	none_recorded	1001	0	0	0	0	False	not_established
Microbotryum__4843240at2759__code1	4	2019	-4035.9777	0.907	0.17329059	1	1000	0	1	0	1001	1	none_recorded	1001	0	0	0	0	False	not_established
Microbotryum__4867008at2759__code1	4	543	-1137.0505	0.5448	0.1940844376	1	1000	0	1	0	1001	1	none_recorded	1001	0	0	0	0	False	not_established
Microbotryum__4888252at2759__code1	4	2721	-5689.8566	0.4563	0.21882818099999998	1	1000	0	0	0	1001	1	none_recorded	1001	0	0	0	0	False	not_established
Microbotryum__4896098at2759__code1	4	621	-1255.6657	0.1624	0.2587687774	1	1000	0.20000000000000284	2	0	1002	1	none_recorded	1001	0	1	0	0	True	not_established
Microbotryum__4900375at2759__code1	4	597	-1194.9097	0.4259	0.182961027	1	1000	0.09999999999999432	1	0	1001	1	none_recorded	1001	0	0	0	0	False	not_established
Microbotryum__4908955at2759__code1	4	963	-1873.8851	0.4638	0.1671194976	1	1000	0.4000000000000057	0	0	1001	1	none_recorded	1001	0	0	0	0	False	not_established
Microbotryum__4911644at2759__code1	4	2772	-5501.0984	0.5234	0.1638930215	1	1000	0	0	0	1001	1	none_recorded	1001	0	0	0	0	False	not_established
Microbotryum__4940884at2759__code1	4	2733	-5506.9426	2.585	0.1537235284	1	1000	0	0	0	1001	1	none_recorded	1001	0	0	0	0	False	not_established
Microbotryum__4969018at2759__code1	4	1410	-2597.0696	0.02003	0.13674356210000002	1	1000	0	0	0	1001	1	none_recorded	1001	0	0	0	0	False	not_established
Microbotryum__4969636at2759__code1	4	1215	-2533.4992	0.8948	0.2181259113	1	1000	0	0	0	1001	1	none_recorded	1001	0	0	0	0	False	not_established
Naganishia__115730at2759__code1	4	999	-2960.8547	0.3578	0.5735522260000001	1	1000	0.4000000000000057	0	0	1001	1	none_recorded	1001	0	0	0	0	False	not_established
Naganishia__129234at2759__code1	4	537	-1973.5289	1.102	1.7180182375000002	1	1000	0.20000000000000284	0	0	1001	1	none_recorded	1001	0	0	0	0	False	not_established
Naganishia__201273at2759__code1	4	774	-2000.2168	0.3083	0.37436115359999994	1	1000	0.29999999999999716	0	0	1001	1	none_recorded	1001	0	0	0	0	False	not_established
Naganishia__207567at2759__code1	4	420	-1163.739	0.2084	0.652918965	1	1000	0	0	0	1001	1	none_recorded	1001	0	0	0	0	False	not_established
Naganishia__260326at2759__code1	4	366	-1301.8847	0.4776	3.8920981088	1	1000	0	1	0	1001	1	none_recorded	1001	0	0	0	0	False	not_established
Naganishia__288615at2759__code1	4	1341	-3994.831	0.2269	0.9138902282	1	1000	0.29999999999999716	0	0	1001	1	none_recorded	1001	0	0	0	0	False	not_established
Naganishia__340246at2759__code1	4	1857	-6896.235	0.7232	2.2553289027	1	1000	0	0	0	1001	1	none_recorded	1001	0	0	0	0	False	not_established
Naganishia__345792at2759__code1	4	837	-2675.0297	0.4462	1.2593729152	1	1000	0.09999999999999432	1	0	1001	1	none_recorded	1001	0	0	0	0	False	not_established
Naganishia__352891at2759__code1	4	747	-2112.2994	0.2214	0.7114286949	1	1000	0.29999999999999716	0	0	1001	1	none_recorded	1001	0	0	0	0	False	not_established
Naganishia__4810093at2759__code1	4	2166	-8743.7441	0.8654	3.0266070905999998	1	1000	0.20000000000000284	0	0	1001	1	none_recorded	1001	0	0	0	0	False	not_established
Naganishia__4823929at2759__code1	4	951	-3734.6384	1.214	2.7815244013	1	1000	0.29999999999999716	0	0	1001	1	none_recorded	1001	0	0	0	0	False	not_established
Naganishia__4837017at2759__code1	4	573	-2215.0189	0.4024	10.548500038599999	1	1000	0.10000000000000142	1	0	1003	1	none_recorded	1001	0	0	2	0	True	not_established
Naganishia__4838864at2759__code1	4	1770	-6737.3015	1.083	1.7948625134	1	1000	0.29999999999999716	0	0	1001	1	none_recorded	1001	0	0	0	0	False	not_established
Naganishia__4867008at2759__code1	4	522	-1926.4018	0.7615	1.6748104454	1	1000	0.5	0	0	1001	1	none_recorded	1001	0	0	0	0	False	not_established
Naganishia__4896098at2759__code1	4	552	-2010.9432	0.314	5.6807926107	1	1000	0.29999999999999716	0	0	1030	1	none_recorded	1001	0	0	29	0	True	not_established
Naganishia__4908955at2759__code1	4	597	-2249.2679	0.6939	3.2488624893	1	1000	0.4000000000000057	0	0	1001	1	none_recorded	1001	0	0	0	0	False	not_established
Saccharomyces__115730at2759__code1	7	918	-2838.5472	0.2186	0.5457449827	4	1000	0.5	0	0	0	1	none_recorded	0	0	0	0	0	False	not_established
Saccharomyces__129234at2759__code1	6	345	-1000.0408	0.2127	0.617680415	3	1000	0.5	1	0	3	1	none_recorded	0	0	0	3	0	True	not_established
Saccharomyces__160487at2759__code1	7	2574	-8220.4334	0.2901	0.5654861828	4	1000	0.29999999999999716	0	0	0	1	none_recorded	0	0	0	0	0	False	not_established
Saccharomyces__201273at2759__code1	7	771	-2196.3734	0.1336	0.4735067983	4	1000	0.5	0	0	0	1	none_recorded	0	0	0	0	0	False	not_established
Saccharomyces__207567at2759__code1	7	540	-1624.3921	0.267	0.4816609224	4	1000	0.4000000000000057	0	0	0	1	none_recorded	0	0	0	0	0	False	not_established
Saccharomyces__260326at2759__code1	7	507	-1479.1063	0.1619	0.4756286799	4	1000	0.3999999999999986	0	0	0	1	none_recorded	0	0	0	0	0	False	not_established
Saccharomyces__2852757at2759__code1	7	1377	-4437.1554	0.3637	0.5677037302999999	4	1000	0.09999999999999432	0	0	0	1	none_recorded	0	0	0	0	0	False	not_established
Saccharomyces__288615at2759__code1	7	1821	-6310.9033	0.2925	0.6997809713	4	1000	0.20000000000000284	0	0	0	1	none_recorded	0	0	0	0	0	False	not_established
Saccharomyces__319730at2759__code1	7	1350	-4128.2608	0.2895	0.5526333091	4	1000	0.29999999999999716	0	0	0	1	none_recorded	0	0	0	0	0	False	not_established
Saccharomyces__340246at2759__code1	7	1965	-6708.9833	0.3039	0.6541890044	4	1000	0.20000000000000284	0	0	0	1	none_recorded	0	0	0	0	0	False	not_established
Saccharomyces__345792at2759__code1	7	894	-2425.0313	0.2127	0.3682963597	4	1000	0.29999999999999716	0	0	0	1	none_recorded	0	0	0	0	0	False	not_established
Saccharomyces__352891at2759__code1	7	756	-2523.8416	0.2327	0.6268854453	4	1000	0.29999999999999716	0	0	0	1	none_recorded	0	0	0	0	0	False	not_established
Saccharomyces__4613677at2759__code1	7	342	-1137.8113	0.5548	0.5349286153	4	1000	0.5	0	0	0	1	none_recorded	0	0	0	0	0	False	not_established
Saccharomyces__4695236at2759__code1	7	3192	-10493.0734	0.3161	0.6003606081999999	4	1000	0.20000000000000284	0	0	0	1	none_recorded	0	0	0	0	0	False	not_established
Saccharomyces__4747214at2759__code1	7	414	-1266.0444	0.2589	0.4858690877	4	1000	0.5	0	0	0	1	none_recorded	0	0	0	0	0	False	not_established
Saccharomyces__4764044at2759__code1	7	1434	-4593.4026	0.393	0.5490080984	4	1000	0.20000000000000284	0	0	0	1	none_recorded	0	0	0	0	0	False	not_established
Saccharomyces__4803900at2759__code1	6	360	-1007.0898	0.2305	0.4846898482	3	1000	0.29999999999999716	0	0	0	1	none_recorded	0	0	0	0	0	False	not_established
Saccharomyces__4810093at2759__code1	7	2250	-8127.8566	0.3687	0.7195875025	4	1000	0.29999999999999716	0	0	0	1	none_recorded	0	0	0	0	0	False	not_established
Saccharomyces__4813267at2759__code1	7	2439	-7837.3337	0.2657	0.5919106204000001	4	1000	0.5	0	0	0	1	none_recorded	0	0	0	0	0	False	not_established
Saccharomyces__4823929at2759__code1	7	1143	-4238.636	0.4183	0.7632305238999999	4	1000	0.5	0	0	0	1	none_recorded	0	0	0	0	0	False	not_established
Saccharomyces__4837017at2759__code1	7	684	-2006.8254	0.2359	0.4967483421	4	1000	0.4000000000000057	0	0	5	1	none_recorded	0	0	5	0	0	True	not_established
Saccharomyces__4838864at2759__code1	7	1887	-6261.4152	0.3215	0.6191371735000001	4	1000	0.09999999999999432	0	0	0	1	none_recorded	0	0	0	0	0	False	not_established
Saccharomyces__4843240at2759__code1	6	1767	-6270.8435	0.4839	0.7806688824	3	1000	0	0	0	0	1	none_recorded	0	0	0	0	0	False	not_established
Saccharomyces__4867008at2759__code1	5	543	-1461.0112	0.2421	0.5071554339	2	1000	0.20000000000000284	0	0	2	1	none_recorded	0	0	2	0	0	True	not_established
Saccharomyces__4888252at2759__code1	7	2631	-9863.9605	0.409	0.8131272528000001	4	1000	0.5	0	0	0	1	none_recorded	0	0	0	0	0	False	not_established
Saccharomyces__4896098at2759__code1	7	615	-2045.3919	0.2054	0.7285972727000001	4	1000	0.4000000000000057	0	0	5	1	none_recorded	0	0	5	0	0	True	not_established
Saccharomyces__4900375at2759__code1	7	606	-2105.0013	0.3597	0.6593710233	4	1000	0.5	0	0	0	1	none_recorded	0	0	0	0	0	False	not_established
Saccharomyces__4908955at2759__code1	7	852	-3424.8059	0.5231	0.9151523116	4	1000	0.4000000000000057	0	0	0	1	none_recorded	0	0	0	0	0	False	not_established
Saccharomyces__4911644at2759__code1	7	2676	-9000.7137	0.2689	0.6850810184999998	4	1000	0.09999999999999432	0	0	0	1	none_recorded	0	0	0	0	0	False	not_established
Saccharomyces__4969018at2759__code1	7	1371	-3771.7081	0.2232	0.37492684620000005	4	1000	0.29999999999999716	0	0	0	1	none_recorded	0	0	0	0	0	False	not_established
Saccharomyces__4969636at2759__code1	6	1218	-3737.3953	0.3098	0.5779567910000001	3	1000	0.29999999999999716	0	0	0	1	none_recorded	0	0	0	0	0	False	not_established
Suillus__115730at2759__code1	9	993	-3384.3641	0.412	0.5729050597999998	6	1000	0.29999999999999716	0	0	0	1	none_recorded	0	0	0	0	0	False	not_established
Suillus__129234at2759__code1	9	573	-1458.3958	0.2924	0.245791737	6	1000	0.4000000000000057	0	0	0	1	none_recorded	0	0	0	0	0	False	not_established
Suillus__160487at2759__code1	8	2613	-7454.5817	0.1902	0.36920943800000006	5	1000	0.29999999999999716	0	0	0	1	none_recorded	0	0	0	0	0	False	not_established
Suillus__201273at2759__code1	7	780	-1771.0674	0.1375	0.2015033207	4	1000	0.5	0	0	0	1	none_recorded	0	0	0	0	0	False	not_established
Suillus__207567at2759__code1	10	540	-1400.6705	0.216	0.27674723980000004	7	1000	0.4000000000000057	0	0	0	1	none_recorded	0	0	0	0	0	False	not_established
Suillus__260326at2759__code1	10	510	-1576.5967	0.2274	0.4039059505	7	1000	0.4000000000000057	0	0	0	1	none_recorded	0	0	0	0	0	False	not_established
Suillus__2852757at2759__code1	10	1440	-4752.2939	0.3383	0.4709079302	7	1000	0.4000000000000057	0	0	0	1	none_recorded	0	0	0	0	0	False	not_established
Suillus__288615at2759__code1	10	1914	-6086.0942	0.3514	0.4086379289	7	1000	0.4000000000000057	0	0	0	1	none_recorded	0	0	0	0	0	False	not_established
Suillus__319730at2759__code1	10	1341	-4093.9953	0.4284	0.4050350051	7	1000	0.4000000000000057	0	0	0	1	none_recorded	0	0	0	0	0	False	not_established
Suillus__340246at2759__code1	9	2004	-5868.6917	0.3754	0.33884572279999997	6	1000	0.4000000000000057	0	0	0	1	none_recorded	0	0	0	0	0	False	not_established
Suillus__345792at2759__code1	8	828	-2232.5125	0.2851	0.3081931696	5	1000	0.29999999999999716	0	0	0	1	none_recorded	0	0	0	0	0	False	not_established
Suillus__352891at2759__code1	10	741	-2193.609	0.2887	0.36400011530000004	7	1000	0.4000000000000057	0	0	0	1	none_recorded	0	0	0	0	0	False	not_established
Suillus__4613677at2759__code1	9	321	-902.4537	0.446	0.2967427553	6	1000	0.5	1	0	0	1	none_recorded	0	0	0	0	0	False	not_established
Suillus__4695236at2759__code1	9	3204	-9967.6516	0.3608	0.3953042465	6	1000	0.29999999999999716	0	0	0	1	none_recorded	0	0	0	0	0	False	not_established
Suillus__4747214at2759__code1	4	432	-864.4485	0.3702	0.1458160959	1	1000	0.20000000000000284	0	0	1003	1	none_recorded	1001	0	2	0	0	True	not_established
Suillus__4764044at2759__code1	10	1467	-4641.5251	0.2017	0.45048096660000003	7	1000	0.29999999999999716	0	0	0	1	none_recorded	0	0	0	0	0	False	not_established
Suillus__4803900at2759__code1	10	366	-1066.9334	0.2699	0.3446142743	7	1000	0.3999999999999986	1	0	0	1	none_recorded	0	0	0	0	0	False	not_established
Suillus__4810093at2759__code1	10	2340	-7397.4331	0.3049	0.4032895697	7	1000	0.20000000000000284	0	0	0	1	none_recorded	0	0	0	0	0	False	not_established
Suillus__4813267at2759__code1	10	2493	-7170.5996	0.2562	0.34897230220000003	7	1000	0.3999999999999986	0	0	0	1	none_recorded	0	0	0	0	0	False	not_established
Suillus__4823929at2759__code1	9	1281	-3706.2502	0.2955	0.3348536787999999	6	1000	0.4000000000000057	0	0	0	1	none_recorded	0	0	0	0	0	False	not_established
Suillus__4837017at2759__code1	10	684	-2265.3159	0.3372	0.4836281067999999	7	1000	0.5	0	0	0	1	none_recorded	0	0	0	0	0	False	not_established
Suillus__4838864at2759__code1	10	1920	-6867.0833	0.3855	0.5667936411	7	1000	0.5	0	0	0	1	none_recorded	0	0	0	0	0	False	not_established
Suillus__4843240at2759__code1	9	1992	-5560.1023	0.259	0.30799988810000006	6	1000	0.29999999999999716	0	0	0	1	none_recorded	0	0	0	0	0	False	not_established
Suillus__4867008at2759__code1	10	537	-1796.842	0.2007	0.4869925254999999	7	1000	0.5	0	0	0	1	none_recorded	0	0	0	0	0	False	not_established
Suillus__4888252at2759__code1	9	2670	-8547.4847	0.3539	0.4391405357999999	6	1000	0.20000000000000284	0	0	0	1	none_recorded	0	0	0	0	0	False	not_established
Suillus__4896098at2759__code1	9	609	-1680.3456	0.3858	0.2846656267	6	1000	0.4000000000000057	0	0	0	1	none_recorded	0	0	0	0	0	False	not_established
Suillus__4900375at2759__code1	10	618	-1789.1583	0.2107	0.35562813499999996	7	1000	0.4000000000000057	1	0	0	1	none_recorded	0	0	0	0	0	False	not_established
Suillus__4908955at2759__code1	10	963	-2851.9046	0.2794	0.3308833288	7	1000	0.3999999999999986	0	0	0	1	none_recorded	0	0	0	0	0	False	not_established
Suillus__4911644at2759__code1	10	2766	-8288.3336	0.3028	0.3639577970999999	7	1000	0.29999999999999716	0	0	0	1	none_recorded	0	0	0	0	0	False	not_established
Suillus__4940884at2759__code1	10	2754	-7645.6627	0.2586	0.30455691539999996	7	1000	0.3999999999999986	0	0	0	1	none_recorded	0	0	0	0	0	False	not_established
Suillus__4969018at2759__code1	10	1371	-3819.8682	0.2793	0.305965059	7	1000	0.5	0	0	0	1	none_recorded	0	0	0	0	0	False	not_established
Suillus__4969636at2759__code1	10	1167	-3522.3429	0.3069	0.37893467620000004	7	1000	0.3999999999999986	0	0	0	1	none_recorded	0	0	0	0	0	False	not_established
Tilletia__201273at2759__code1	5	780	-1785.5051	0.2385	0.34897054119999993	2	1000	0.09999999999999432	3	0	2	1	none_recorded	0	0	2	0	0	True	not_established
Tilletia__207567at2759__code1	5	540	-1207.6738	0.4835	0.2505424591999999	2	1000	0	4	0	2	1	none_recorded	0	0	2	0	0	True	not_established
Tilletia__319730at2759__code1	5	1344	-3175.9904	0.1552	0.5040672628	2	1000	0.4000000000000057	3	0	0	1	none_recorded	0	0	0	0	0	False	not_established
Tilletia__340246at2759__code1	4	1962	-5330.6439	0.5491	0.4951004927	1	1000	0	0	0	1001	1	none_recorded	1001	0	0	0	0	False	not_established
Tilletia__4613677at2759__code1	5	384	-1049.7762	0.7838	0.5153354321000001	2	1000	0	3	0	0	1	none_recorded	0	0	0	0	0	False	not_established
Tilletia__4803900at2759__code1	4	366	-906.1535	0.8975	0.3360771687	1	1000	0	1	0	1001	1	none_recorded	1001	0	0	0	0	False	not_established
Tilletia__4823929at2759__code1	5	1299	-3353.4775	0.3251	0.48000115229999996	2	1000	0.20000000000000284	2	0	10	1	none_recorded	0	0	0	10	0	True	not_established
Tilletia__4838864at2759__code1	5	1818	-4999.1727	0.3093	0.7700696992000001	2	1000	0	3	0	31	1	none_recorded	0	0	0	31	0	True	not_established
Tilletia__4900375at2759__code1	5	627	-1761.482	0.4706	0.7273742953000002	2	1000	0	3	0	0	1	none_recorded	0	0	0	0	0	False	not_established
Tilletia__4969018at2759__code1	5	1383	-3287.4124	0.2644	0.3547210613999999	2	1000	0	3	0	0	1	none_recorded	0	0	0	0	0	False	not_established
