marker	taxon_a	taxon_b	domain_1	domain_2	domain_1_name	domain_2_name	domain_1_residues	domain_2_residues	domain_1_own_fit_rmsd	domain_2_own_fit_rmsd	domain_1_pae10_local_fraction	domain_2_pae10_local_fraction	pae_cutoff_angstrom	interdomain_residue_pairs	confident_interdomain_pairs	confident_interdomain_fraction	interdomain_mean_absolute_distance_change_angstrom	confident_interdomain_mean_absolute_distance_change_angstrom
4975094at2759	F470096	F4918	PF00557.30	PF24824.2	Peptidase_M24	PH_SPT16	185	104	2.2934080297025874	0.5769557075485154	1.0	1.0	10	19240	0	0.0	12.729821289942581	
4975094at2759	F470096	F4918	PF00557.30	PF24824.2	Peptidase_M24	PH_SPT16	185	104	2.2934080297025874	0.5769557075485154	1.0	1.0	15	19240	0	0.0	12.729821289942581	
4975094at2759	F470096	F4918	PF08512.19	PF08644.18	Rttp106-like_middle	SPT16	83	89	0.760276404026337	1.0141172066565325	1.0	1.0	5	7387	0	0.0	1.0603626917439646	
4975094at2759	F470096	F4918	PF08512.19	PF08644.18	Rttp106-like_middle	SPT16	83	89	0.760276404026337	1.0141172066565325	1.0	1.0	10	7387	168	0.022742656017327736	1.0603626917439646	0.3073592183682532
4975094at2759	F470096	F4918	PF08512.19	PF08644.18	Rttp106-like_middle	SPT16	83	89	0.760276404026337	1.0141172066565325	1.0	1.0	15	7387	2361	0.3196155408149452	1.0603626917439646	0.7149632780795037
4975094at2759	F470096	F4918	PF08512.19	PF14826.13	Rttp106-like_middle	FACT-Spt16_Nlob	83	110	0.760276404026337	3.1383513682945607	1.0	1.0	5	9130	0	0.0	16.98528000242351	
4975094at2759	F470096	F4918	PF08512.19	PF14826.13	Rttp106-like_middle	FACT-Spt16_Nlob	83	110	0.760276404026337	3.1383513682945607	1.0	1.0	10	9130	0	0.0	16.98528000242351	
4975094at2759	F470096	F4918	PF08512.19	PF14826.13	Rttp106-like_middle	FACT-Spt16_Nlob	83	110	0.760276404026337	3.1383513682945607	1.0	1.0	15	9130	0	0.0	16.98528000242351	
4975094at2759	F470096	F4918	PF08512.19	PF24824.2	Rttp106-like_middle	PH_SPT16	83	104	0.760276404026337	0.5769557075485154	1.0	1.0	5	8632	3122	0.36167747914735865	0.45904540348390155	0.27720173416001737
4975094at2759	F470096	F4918	PF08512.19	PF24824.2	Rttp106-like_middle	PH_SPT16	83	104	0.760276404026337	0.5769557075485154	1.0	1.0	10	8632	7617	0.8824142724745134	0.45904540348390155	0.4153282448331187
4975094at2759	F470096	F4918	PF08512.19	PF24824.2	Rttp106-like_middle	PH_SPT16	83	104	0.760276404026337	0.5769557075485154	1.0	1.0	15	8632	8493	0.9838971269694161	0.45904540348390155	0.4486051732525295
4975094at2759	F470096	F4918	PF08644.18	PF14826.13	SPT16	FACT-Spt16_Nlob	89	110	1.0141172066565325	3.1383513682945607	1.0	1.0	5	9790	0	0.0	12.32922377825052	
4975094at2759	F470096	F4918	PF08644.18	PF14826.13	SPT16	FACT-Spt16_Nlob	89	110	1.0141172066565325	3.1383513682945607	1.0	1.0	10	9790	0	0.0	12.32922377825052	
4975094at2759	F470096	F4918	PF08644.18	PF14826.13	SPT16	FACT-Spt16_Nlob	89	110	1.0141172066565325	3.1383513682945607	1.0	1.0	15	9790	0	0.0	12.32922377825052	
4975094at2759	F470096	F4918	PF08644.18	PF24824.2	SPT16	PH_SPT16	89	104	1.0141172066565325	0.5769557075485154	1.0	1.0	5	9256	104	0.011235955056179775	1.069612697428064	0.1940639257925529
4975094at2759	F470096	F4918	PF08644.18	PF24824.2	SPT16	PH_SPT16	89	104	1.0141172066565325	0.5769557075485154	1.0	1.0	10	9256	594	0.06417458945548833	1.069612697428064	0.48773377190756717
4975094at2759	F470096	F4918	PF08644.18	PF24824.2	SPT16	PH_SPT16	89	104	1.0141172066565325	0.5769557075485154	1.0	1.0	15	9256	3307	0.3572817631806396	1.069612697428064	0.898183425151419
4975094at2759	F470096	F4918	PF14826.13	PF24824.2	FACT-Spt16_Nlob	PH_SPT16	110	104	3.1383513682945607	0.5769557075485154	1.0	1.0	5	11440	0	0.0	10.666298376790312	
4975094at2759	F470096	F4918	PF14826.13	PF24824.2	FACT-Spt16_Nlob	PH_SPT16	110	104	3.1383513682945607	0.5769557075485154	1.0	1.0	10	11440	0	0.0	10.666298376790312	
4975094at2759	F470096	F4918	PF14826.13	PF24824.2	FACT-Spt16_Nlob	PH_SPT16	110	104	3.1383513682945607	0.5769557075485154	1.0	1.0	15	11440	0	0.0	10.666298376790312	
4975094at2759	F470096	F563466	PF00557.30	PF08512.19	Peptidase_M24	Rttp106-like_middle	184	85	1.8361884724590163	0.3330327912460951	1.0	1.0	5	15640	0	0.0	2.5994684200219846	
4975094at2759	F470096	F563466	PF00557.30	PF08512.19	Peptidase_M24	Rttp106-like_middle	184	85	1.8361884724590163	0.3330327912460951	1.0	1.0	10	15640	0	0.0	2.5994684200219846	
4975094at2759	F470096	F563466	PF00557.30	PF08512.19	Peptidase_M24	Rttp106-like_middle	184	85	1.8361884724590163	0.3330327912460951	1.0	1.0	15	15640	0	0.0	2.5994684200219846	
4975094at2759	F470096	F563466	PF00557.30	PF08644.18	Peptidase_M24	SPT16	184	86	1.8361884724590163	0.6204201750748223	1.0	1.0	5	15824	0	0.0	4.021670298521633	
4975094at2759	F470096	F563466	PF00557.30	PF08644.18	Peptidase_M24	SPT16	184	86	1.8361884724590163	0.6204201750748223	1.0	1.0	10	15824	0	0.0	4.021670298521633	
4975094at2759	F470096	F563466	PF00557.30	PF08644.18	Peptidase_M24	SPT16	184	86	1.8361884724590163	0.6204201750748223	1.0	1.0	15	15824	0	0.0	4.021670298521633	
4975094at2759	F470096	F563466	PF00557.30	PF14826.13	Peptidase_M24	FACT-Spt16_Nlob	184	110	1.8361884724590163	2.586855778067972	1.0	1.0	5	20240	6935	0.3426383399209486	0.7920683018717475	0.46628948229045114
4975094at2759	F470096	F563466	PF00557.30	PF14826.13	Peptidase_M24	FACT-Spt16_Nlob	184	110	1.8361884724590163	2.586855778067972	1.0	1.0	10	20240	17507	0.8649703557312253	0.7920683018717475	0.7159166912758113
4975094at2759	F470096	F563466	PF00557.30	PF14826.13	Peptidase_M24	FACT-Spt16_Nlob	184	110	1.8361884724590163	2.586855778067972	1.0	1.0	15	20240	20029	0.9895750988142292	0.7920683018717475	0.7892149223901915
4975094at2759	F470096	F563466	PF00557.30	PF24824.2	Peptidase_M24	PH_SPT16	184	105	1.8361884724590163	0.5741839908215256	1.0	1.0	5	19320	0	0.0	5.704275933845957	
4975094at2759	F470096	F563466	PF00557.30	PF24824.2	Peptidase_M24	PH_SPT16	184	105	1.8361884724590163	0.5741839908215256	1.0	1.0	10	19320	0	0.0	5.704275933845957	
4975094at2759	F470096	F563466	PF00557.30	PF24824.2	Peptidase_M24	PH_SPT16	184	105	1.8361884724590163	0.5741839908215256	1.0	1.0	15	19320	0	0.0	5.704275933845957	
4975094at2759	F470096	F563466	PF08512.19	PF08644.18	Rttp106-like_middle	SPT16	85	86	0.3330327912460951	0.6204201750748223	1.0	1.0	5	7310	3	0.0004103967168262654	0.5619404462930133	0.14049946293042245
4975094at2759	F470096	F563466	PF08512.19	PF08644.18	Rttp106-like_middle	SPT16	85	86	0.3330327912460951	0.6204201750748223	1.0	1.0	10	7310	156	0.0213406292749658	0.5619404462930133	0.1944456318690677
4975094at2759	F470096	F563466	PF08512.19	PF08644.18	Rttp106-like_middle	SPT16	85	86	0.3330327912460951	0.6204201750748223	1.0	1.0	15	7310	943	0.1290013679890561	0.5619404462930133	0.41747961208975737
4975094at2759	F470096	F563466	PF08512.19	PF14826.13	Rttp106-like_middle	FACT-Spt16_Nlob	85	110	0.3330327912460951	2.586855778067972	1.0	1.0	5	9350	0	0.0	1.6245528593435885	
4975094at2759	F470096	F563466	PF08512.19	PF14826.13	Rttp106-like_middle	FACT-Spt16_Nlob	85	110	0.3330327912460951	2.586855778067972	1.0	1.0	10	9350	0	0.0	1.6245528593435885	
4975094at2759	F470096	F563466	PF08512.19	PF14826.13	Rttp106-like_middle	FACT-Spt16_Nlob	85	110	0.3330327912460951	2.586855778067972	1.0	1.0	15	9350	0	0.0	1.6245528593435885	
4975094at2759	F470096	F563466	PF08512.19	PF24824.2	Rttp106-like_middle	PH_SPT16	85	105	0.3330327912460951	0.5741839908215256	1.0	1.0	5	8925	3916	0.4387675070028011	0.3556889855061078	0.2324864623397661
4975094at2759	F470096	F563466	PF08512.19	PF24824.2	Rttp106-like_middle	PH_SPT16	85	105	0.3330327912460951	0.5741839908215256	1.0	1.0	10	8925	7912	0.8864985994397759	0.3556889855061078	0.31906402129004136
4975094at2759	F470096	F563466	PF08512.19	PF24824.2	Rttp106-like_middle	PH_SPT16	85	105	0.3330327912460951	0.5741839908215256	1.0	1.0	15	8925	8810	0.9871148459383754	0.3556889855061078	0.34752549153084017
4975094at2759	F470096	F563466	PF08644.18	PF14826.13	SPT16	FACT-Spt16_Nlob	86	110	0.6204201750748223	2.586855778067972	1.0	1.0	5	9460	0	0.0	4.720569156443972	
4975094at2759	F470096	F563466	PF08644.18	PF14826.13	SPT16	FACT-Spt16_Nlob	86	110	0.6204201750748223	2.586855778067972	1.0	1.0	10	9460	0	0.0	4.720569156443972	
4975094at2759	F470096	F563466	PF08644.18	PF14826.13	SPT16	FACT-Spt16_Nlob	86	110	0.6204201750748223	2.586855778067972	1.0	1.0	15	9460	0	0.0	4.720569156443972	
4975094at2759	F470096	F563466	PF08644.18	PF24824.2	SPT16	PH_SPT16	86	105	0.6204201750748223	0.5741839908215256	1.0	1.0	5	9030	115	0.01273532668881506	0.42589828790505585	0.10134328309762444
4975094at2759	F470096	F563466	PF08644.18	PF24824.2	SPT16	PH_SPT16	86	105	0.6204201750748223	0.5741839908215256	1.0	1.0	10	9030	344	0.0380952380952381	0.42589828790505585	0.1748921542519892
4975094at2759	F470096	F563466	PF08644.18	PF24824.2	SPT16	PH_SPT16	86	105	0.6204201750748223	0.5741839908215256	1.0	1.0	15	9030	1635	0.18106312292358803	0.42589828790505585	0.2631871845229132
4975094at2759	F470096	F563466	PF14826.13	PF24824.2	FACT-Spt16_Nlob	PH_SPT16	110	105	2.586855778067972	0.5741839908215256	1.0	1.0	5	11550	0	0.0	2.635255410451855	
4975094at2759	F470096	F563466	PF14826.13	PF24824.2	FACT-Spt16_Nlob	PH_SPT16	110	105	2.586855778067972	0.5741839908215256	1.0	1.0	10	11550	0	0.0	2.635255410451855	
4975094at2759	F470096	F563466	PF14826.13	PF24824.2	FACT-Spt16_Nlob	PH_SPT16	110	105	2.586855778067972	0.5741839908215256	1.0	1.0	15	11550	0	0.0	2.635255410451855	
4975094at2759	F4918	F563466	PF00557.30	PF08512.19	Peptidase_M24	Rttp106-like_middle	185	84	1.3053426261444447	0.7771338958128855	1.0	1.0	5	15540	0	0.0	23.386288515193513	
4975094at2759	F4918	F563466	PF00557.30	PF08512.19	Peptidase_M24	Rttp106-like_middle	185	84	1.3053426261444447	0.7771338958128855	1.0	1.0	10	15540	0	0.0	23.386288515193513	
4975094at2759	F4918	F563466	PF00557.30	PF08512.19	Peptidase_M24	Rttp106-like_middle	185	84	1.3053426261444447	0.7771338958128855	1.0	1.0	15	15540	0	0.0	23.386288515193513	
4975094at2759	F4918	F563466	PF00557.30	PF08644.18	Peptidase_M24	SPT16	185	86	1.3053426261444447	0.9693395146807405	1.0	1.0	5	15910	0	0.0	12.744920987923093	
4975094at2759	F4918	F563466	PF00557.30	PF08644.18	Peptidase_M24	SPT16	185	86	1.3053426261444447	0.9693395146807405	1.0	1.0	10	15910	0	0.0	12.744920987923093	
4975094at2759	F4918	F563466	PF00557.30	PF08644.18	Peptidase_M24	SPT16	185	86	1.3053426261444447	0.9693395146807405	1.0	1.0	15	15910	0	0.0	12.744920987923093	
4975094at2759	F4918	F563466	PF00557.30	PF14826.13	Peptidase_M24	FACT-Spt16_Nlob	185	110	1.3053426261444447	2.178498738056884	1.0	1.0	5	20350	4924	0.24196560196560196	1.1427706815667733	0.6813905043654773
4975094at2759	F4918	F563466	PF00557.30	PF14826.13	Peptidase_M24	FACT-Spt16_Nlob	185	110	1.3053426261444447	2.178498738056884	1.0	1.0	10	20350	15926	0.7826044226044226	1.1427706815667733	0.9274726180709969
4975094at2759	F4918	F563466	PF00557.30	PF14826.13	Peptidase_M24	FACT-Spt16_Nlob	185	110	1.3053426261444447	2.178498738056884	1.0	1.0	15	20350	19438	0.9551842751842752	1.1427706815667733	1.0478765372144139
4975094at2759	F4918	F563466	PF00557.30	PF24824.2	Peptidase_M24	PH_SPT16	185	103	1.3053426261444447	0.5855390250456686	1.0	1.0	5	19055	0	0.0	13.461580078824532	
4975094at2759	F4918	F563466	PF00557.30	PF24824.2	Peptidase_M24	PH_SPT16	185	103	1.3053426261444447	0.5855390250456686	1.0	1.0	10	19055	0	0.0	13.461580078824532	
4975094at2759	F4918	F563466	PF00557.30	PF24824.2	Peptidase_M24	PH_SPT16	185	103	1.3053426261444447	0.5855390250456686	1.0	1.0	15	19055	0	0.0	13.461580078824532	
4975094at2759	F4918	F563466	PF08512.19	PF08644.18	Rttp106-like_middle	SPT16	84	86	0.7771338958128855	0.9693395146807405	1.0	1.0	5	7224	0	0.0	1.5034557717506618	
4975094at2759	F4918	F563466	PF08512.19	PF08644.18	Rttp106-like_middle	SPT16	84	86	0.7771338958128855	0.9693395146807405	1.0	1.0	10	7224	124	0.01716500553709856	1.5034557717506618	0.21577029971857203
4975094at2759	F4918	F563466	PF08512.19	PF08644.18	Rttp106-like_middle	SPT16	84	86	0.7771338958128855	0.9693395146807405	1.0	1.0	15	7224	871	0.1205703211517165	1.5034557717506618	0.7556590016115826
4975094at2759	F4918	F563466	PF08512.19	PF14826.13	Rttp106-like_middle	FACT-Spt16_Nlob	84	110	0.7771338958128855	2.178498738056884	1.0	1.0	5	9240	0	0.0	16.780898993274054	
4975094at2759	F4918	F563466	PF08512.19	PF14826.13	Rttp106-like_middle	FACT-Spt16_Nlob	84	110	0.7771338958128855	2.178498738056884	1.0	1.0	10	9240	0	0.0	16.780898993274054	
4975094at2759	F4918	F563466	PF08512.19	PF14826.13	Rttp106-like_middle	FACT-Spt16_Nlob	84	110	0.7771338958128855	2.178498738056884	1.0	1.0	15	9240	0	0.0	16.780898993274054	
4975094at2759	F4918	F563466	PF08512.19	PF24824.2	Rttp106-like_middle	PH_SPT16	84	103	0.7771338958128855	0.5855390250456686	1.0	1.0	5	8652	2998	0.3465094775774387	0.35849311946335044	0.22478173586292138
4975094at2759	F4918	F563466	PF08512.19	PF24824.2	Rttp106-like_middle	PH_SPT16	84	103	0.7771338958128855	0.5855390250456686	1.0	1.0	10	8652	7391	0.8542533518261674	0.35849311946335044	0.3071551327296218
4975094at2759	F4918	F563466	PF08512.19	PF24824.2	Rttp106-like_middle	PH_SPT16	84	103	0.7771338958128855	0.5855390250456686	1.0	1.0	15	8652	8456	0.9773462783171522	0.35849311946335044	0.3444759966728266
4975094at2759	F4918	F563466	PF08644.18	PF14826.13	SPT16	FACT-Spt16_Nlob	86	110	0.9693395146807405	2.178498738056884	1.0	1.0	5	9460	0	0.0	14.276605209441621	
4975094at2759	F4918	F563466	PF08644.18	PF14826.13	SPT16	FACT-Spt16_Nlob	86	110	0.9693395146807405	2.178498738056884	1.0	1.0	10	9460	0	0.0	14.276605209441621	
4975094at2759	F4918	F563466	PF08644.18	PF14826.13	SPT16	FACT-Spt16_Nlob	86	110	0.9693395146807405	2.178498738056884	1.0	1.0	15	9460	0	0.0	14.276605209441621	
4975094at2759	F4918	F563466	PF08644.18	PF24824.2	SPT16	PH_SPT16	86	103	0.9693395146807405	0.5855390250456686	1.0	1.0	5	8858	106	0.011966583878979453	1.1571000166257857	0.14823885371802786
4975094at2759	F4918	F563466	PF08644.18	PF24824.2	SPT16	PH_SPT16	86	103	0.9693395146807405	0.5855390250456686	1.0	1.0	10	8858	336	0.03793181305034997	1.1571000166257857	0.3634862019954647
4975094at2759	F4918	F563466	PF08644.18	PF24824.2	SPT16	PH_SPT16	86	103	0.9693395146807405	0.5855390250456686	1.0	1.0	15	8858	1600	0.1806276811921427	1.1571000166257857	0.90202655671672
4975094at2759	F4918	F563466	PF14826.13	PF24824.2	FACT-Spt16_Nlob	PH_SPT16	110	103	2.178498738056884	0.5855390250456686	1.0	1.0	5	11330	0	0.0	11.7344894856189	
4975094at2759	F4918	F563466	PF14826.13	PF24824.2	FACT-Spt16_Nlob	PH_SPT16	110	103	2.178498738056884	0.5855390250456686	1.0	1.0	10	11330	0	0.0	11.7344894856189	
4975094at2759	F4918	F563466	PF14826.13	PF24824.2	FACT-Spt16_Nlob	PH_SPT16	110	103	2.178498738056884	0.5855390250456686	1.0	1.0	15	11330	0	0.0	11.7344894856189	
4977163at2759	F114524	F4918	PF05916.17	PF25005.2	Sld5	PSF2_N	87	30	0.36770201549623377	1.5587170872504468	1.0	1.0	5	2610	1408	0.539463601532567	0.6277465858344178	0.3981296375697312
4977163at2759	F114524	F4918	PF05916.17	PF25005.2	Sld5	PSF2_N	87	30	0.36770201549623377	1.5587170872504468	1.0	1.0	10	2610	2262	0.8666666666666667	0.6277465858344178	0.5026775986360688
4977163at2759	F114524	F4918	PF05916.17	PF25005.2	Sld5	PSF2_N	87	30	0.36770201549623377	1.5587170872504468	1.0	1.0	15	2610	2598	0.9954022988505747	0.6277465858344178	0.6263633622230538
4977163at2759	F4918	F54195	PF05916.17	PF25005.2	Sld5	PSF2_N	85	50	1.39444878032874	1.4818858341750545	0.9992372234935164	1.0	5	4250	2378	0.5595294117647058	0.7216235505691109	0.4597614377761116
4977163at2759	F4918	F54195	PF05916.17	PF25005.2	Sld5	PSF2_N	85	50	1.39444878032874	1.4818858341750545	0.9992372234935164	1.0	10	4250	3556	0.8367058823529412	0.7216235505691109	0.5453802175218476
4977163at2759	F4918	F54195	PF05916.17	PF25005.2	Sld5	PSF2_N	85	50	1.39444878032874	1.4818858341750545	0.9992372234935164	1.0	15	4250	4132	0.9722352941176471	0.7216235505691109	0.6846119938007084
4977863at2759	F4918	F97331	PF06862.18	PF22916.3	Utp25_C	UTP25_NTPase-like	114	147	3.3135594754365796	0.755006567500358	0.9991289198606271	1.0	5	16758	6229	0.37170306719178897	0.8626057387921761	0.4833124181112874
4977863at2759	F4918	F97331	PF06862.18	PF22916.3	Utp25_C	UTP25_NTPase-like	114	147	3.3135594754365796	0.755006567500358	0.9991289198606271	1.0	10	16758	14060	0.8390022675736961	0.8626057387921761	0.6567016201674976
4977863at2759	F4918	F97331	PF06862.18	PF22916.3	Utp25_C	UTP25_NTPase-like	114	147	3.3135594754365796	0.755006567500358	0.9991289198606271	1.0	15	16758	16213	0.9674782193579186	0.8626057387921761	0.814290526370964
4987397at2759	F470096	F4918	PF14551.12	PF17207.10	MCM_N	MCM_OB	77	125	0.7914581684702683	0.2562773947312339	1.0	1.0	5	9625	1848	0.192	0.3252684787019689	0.1996688847703743
4987397at2759	F470096	F4918	PF14551.12	PF17207.10	MCM_N	MCM_OB	77	125	0.7914581684702683	0.2562773947312339	1.0	1.0	10	9625	6953	0.7223896103896104	0.3252684787019689	0.27876392354331897
4987397at2759	F470096	F4918	PF14551.12	PF17207.10	MCM_N	MCM_OB	77	125	0.7914581684702683	0.2562773947312339	1.0	1.0	15	9625	9347	0.9711168831168832	0.3252684787019689	0.31879855211310393
4987397at2759	F470096	F4918	PF14551.12	PF17855.8	MCM_N	MCM_lid	77	74	0.7914581684702683	0.21854857763600744	1.0	1.0	5	5698	0	0.0	0.5483554082060282	
4987397at2759	F470096	F4918	PF14551.12	PF17855.8	MCM_N	MCM_lid	77	74	0.7914581684702683	0.21854857763600744	1.0	1.0	10	5698	118	0.02070902070902071	0.5483554082060282	0.388981615312258
4987397at2759	F470096	F4918	PF14551.12	PF17855.8	MCM_N	MCM_lid	77	74	0.7914581684702683	0.21854857763600744	1.0	1.0	15	5698	3810	0.6686556686556686	0.5483554082060282	0.47813567726977574
4987397at2759	F470096	F4918	PF14551.12	PF21128.6	MCM_N	WHD_MCM4	77	50	0.7914581684702683	0.6954457723686355	1.0	1.0	5	3850	0	0.0	4.829460594117879	
4987397at2759	F470096	F4918	PF14551.12	PF21128.6	MCM_N	WHD_MCM4	77	50	0.7914581684702683	0.6954457723686355	1.0	1.0	10	3850	0	0.0	4.829460594117879	
4987397at2759	F470096	F4918	PF14551.12	PF21128.6	MCM_N	WHD_MCM4	77	50	0.7914581684702683	0.6954457723686355	1.0	1.0	15	3850	0	0.0	4.829460594117879	
4987397at2759	F470096	F4918	PF17207.10	PF17855.8	MCM_OB	MCM_lid	125	74	0.2562773947312339	0.21854857763600744	1.0	1.0	5	9250	0	0.0	0.38451547785799817	
4987397at2759	F470096	F4918	PF17207.10	PF17855.8	MCM_OB	MCM_lid	125	74	0.2562773947312339	0.21854857763600744	1.0	1.0	10	9250	903	0.09762162162162162	0.38451547785799817	0.2749658548070764
4987397at2759	F470096	F4918	PF17207.10	PF17855.8	MCM_OB	MCM_lid	125	74	0.2562773947312339	0.21854857763600744	1.0	1.0	15	9250	5845	0.6318918918918919	0.38451547785799817	0.32641538395730196
4987397at2759	F470096	F4918	PF17207.10	PF21128.6	MCM_OB	WHD_MCM4	125	50	0.2562773947312339	0.6954457723686355	1.0	1.0	5	6250	0	0.0	3.5408211045973648	
4987397at2759	F470096	F4918	PF17207.10	PF21128.6	MCM_OB	WHD_MCM4	125	50	0.2562773947312339	0.6954457723686355	1.0	1.0	10	6250	0	0.0	3.5408211045973648	
4987397at2759	F470096	F4918	PF17207.10	PF21128.6	MCM_OB	WHD_MCM4	125	50	0.2562773947312339	0.6954457723686355	1.0	1.0	15	6250	0	0.0	3.5408211045973648	
4987397at2759	F470096	F4918	PF17855.8	PF21128.6	MCM_lid	WHD_MCM4	74	50	0.21854857763600744	0.6954457723686355	1.0	1.0	5	3700	0	0.0	4.221910451222202	
4987397at2759	F470096	F4918	PF17855.8	PF21128.6	MCM_lid	WHD_MCM4	74	50	0.21854857763600744	0.6954457723686355	1.0	1.0	10	3700	4	0.001081081081081081	4.221910451222202	1.9933057999520045
4987397at2759	F470096	F4918	PF17855.8	PF21128.6	MCM_lid	WHD_MCM4	74	50	0.21854857763600744	0.6954457723686355	1.0	1.0	15	3700	1503	0.40621621621621623	4.221910451222202	3.352259315113728
4988239at2759	F117187	F177197	PF05127.22	PF08351.19	NAT10_TcmA_helicase	TmcA_N	165	166	0.12173020662821506	0.10002878930222157	1.0	0.999685336689742	5	27390	2989	0.10912741876597298	0.23388095774195342	0.10807623535157627
4988239at2759	F117187	F177197	PF05127.22	PF08351.19	NAT10_TcmA_helicase	TmcA_N	165	166	0.12173020662821506	0.10002878930222157	1.0	0.999685336689742	10	27390	16253	0.5933917488134356	0.23388095774195342	0.19848265856436176
4988239at2759	F117187	F177197	PF05127.22	PF08351.19	NAT10_TcmA_helicase	TmcA_N	165	166	0.12173020662821506	0.10002878930222157	1.0	0.999685336689742	15	27390	25131	0.9175246440306681	0.23388095774195342	0.2272336717780525
4988239at2759	F117187	F470096	PF05127.22	PF08351.19	NAT10_TcmA_helicase	TmcA_N	168	170	0.33105508882613865	0.3697405872068685	1.0	0.999690594059406	5	28560	3204	0.11218487394957984	0.21883420541340262	0.09047621179291476
4988239at2759	F117187	F470096	PF05127.22	PF08351.19	NAT10_TcmA_helicase	TmcA_N	168	170	0.33105508882613865	0.3697405872068685	1.0	0.999690594059406	10	28560	16669	0.5836484593837535	0.21883420541340262	0.16971591401519703
4988239at2759	F117187	F470096	PF05127.22	PF08351.19	NAT10_TcmA_helicase	TmcA_N	168	170	0.33105508882613865	0.3697405872068685	1.0	0.999690594059406	15	28560	25957	0.9088585434173669	0.21883420541340262	0.20751604749952082
4988239at2759	F117187	F4918	PF05127.22	PF08351.19	NAT10_TcmA_helicase	TmcA_N	167	171	0.39871625163643554	0.5389414738440701	1.0	0.999691548426897	5	28557	3117	0.10915012081100955	0.2252707824171623	0.13840371631943482
4988239at2759	F117187	F4918	PF05127.22	PF08351.19	NAT10_TcmA_helicase	TmcA_N	167	171	0.39871625163643554	0.5389414738440701	1.0	0.999691548426897	10	28557	16730	0.5858458521553385	0.2252707824171623	0.17958834219038372
4988239at2759	F117187	F4918	PF05127.22	PF08351.19	NAT10_TcmA_helicase	TmcA_N	167	171	0.39871625163643554	0.5389414738440701	1.0	0.999691548426897	15	28557	26008	0.9107399236614491	0.2252707824171623	0.2056485876144394
4988239at2759	F117187	F578093	PF05127.22	PF08351.19	NAT10_TcmA_helicase	TmcA_N	167	169	0.354864579977268	0.45944118605854795	1.0	1.0	5	28223	3066	0.10863480140311094	0.18867021145271334	0.08607137248071882
4988239at2759	F117187	F578093	PF05127.22	PF08351.19	NAT10_TcmA_helicase	TmcA_N	167	169	0.354864579977268	0.45944118605854795	1.0	1.0	10	28223	16460	0.5832122736774971	0.18867021145271334	0.14006157390144022
4988239at2759	F117187	F578093	PF05127.22	PF08351.19	NAT10_TcmA_helicase	TmcA_N	167	169	0.354864579977268	0.45944118605854795	1.0	1.0	15	28223	25906	0.9179038372958226	0.18867021145271334	0.1687270878416477
4988239at2759	F177197	F470096	PF05127.22	PF08351.19	NAT10_TcmA_helicase	TmcA_N	165	166	0.33898287859154297	0.37624233114376643	1.0	0.999687792694349	5	27390	2963	0.1081781672143118	0.40021734515904506	0.12206519295001332
4988239at2759	F177197	F470096	PF05127.22	PF08351.19	NAT10_TcmA_helicase	TmcA_N	165	166	0.33898287859154297	0.37624233114376643	1.0	0.999687792694349	10	27390	16116	0.5883899233296823	0.40021734515904506	0.3099935330613234
4988239at2759	F177197	F470096	PF05127.22	PF08351.19	NAT10_TcmA_helicase	TmcA_N	165	166	0.33898287859154297	0.37624233114376643	1.0	0.999687792694349	15	27390	25000	0.9127418765972983	0.40021734515904506	0.37886562005483065
4988239at2759	F177197	F4918	PF05127.22	PF08351.19	NAT10_TcmA_helicase	TmcA_N	164	166	0.4018209074821985	0.5408784641361899	1.0	0.9996879875195008	5	27224	2919	0.10722156920364384	0.27023878566253373	0.12841421142818726
4988239at2759	F177197	F4918	PF05127.22	PF08351.19	NAT10_TcmA_helicase	TmcA_N	164	166	0.4018209074821985	0.5408784641361899	1.0	0.9996879875195008	10	27224	16183	0.5944387305318837	0.27023878566253373	0.20547772592297017
4988239at2759	F177197	F4918	PF05127.22	PF08351.19	NAT10_TcmA_helicase	TmcA_N	164	166	0.4018209074821985	0.5408784641361899	1.0	0.9996879875195008	15	27224	24953	0.9165809579782545	0.27023878566253373	0.2407597153121159
4988239at2759	F177197	F578093	PF05127.22	PF08351.19	NAT10_TcmA_helicase	TmcA_N	165	165	0.34136802606983985	0.46032762982114467	1.0	1.0	5	27225	2931	0.10765840220385675	0.16272975932246528	0.08674582690201627
4988239at2759	F177197	F578093	PF05127.22	PF08351.19	NAT10_TcmA_helicase	TmcA_N	165	165	0.34136802606983985	0.46032762982114467	1.0	1.0	10	27225	16040	0.5891643709825528	0.16272975932246528	0.12633153974253256
4988239at2759	F177197	F578093	PF05127.22	PF08351.19	NAT10_TcmA_helicase	TmcA_N	165	165	0.34136802606983985	0.46032762982114467	1.0	1.0	15	27225	24997	0.9181634527089072	0.16272975932246528	0.1412276795060739
4988239at2759	F470096	F4918	PF05127.22	PF08351.19	NAT10_TcmA_helicase	TmcA_N	166	171	0.20423901957487264	0.6330305279109286	1.0	0.9990806006742262	5	28386	3091	0.10889170717959558	0.26958017596581374	0.12198377918769149
4988239at2759	F470096	F4918	PF05127.22	PF08351.19	NAT10_TcmA_helicase	TmcA_N	166	171	0.20423901957487264	0.6330305279109286	1.0	0.9990806006742262	10	28386	16552	0.5831043472134151	0.26958017596581374	0.2080797207626896
