taxon_id	species_name	study_role	lineage_group	markers	raw_complete_single	raw_duplicated	raw_fragmented	raw_missing	duplicated_one_annotated_gene	duplicated_multiple_annotated_genes	duplicated_unresolved_gene_mapping	detected_markers_with_no_original_hit_retained	duplicated_markers_with_one_original_hit_retained
F215250	Acaromyces ingoldii	ingroup	Basidiomycota	125	124	0	1	0	0	0	0	0	0
F63378	Exobasidium rhododendri	ingroup	Basidiomycota	125	125	0	0	0	0	0	0	0	0
F1280837	Meira miltonrushii	ingroup	Basidiomycota	125	123	0	1	1	0	0	0	0	0
F5210	Filobasidium floriforme	ingroup	Basidiomycota	125	124	0	0	1	0	0	0	0	0
F610337	Naganishia cerealis	ingroup	Basidiomycota	125	86	32	0	7	0	32	0	0	0
F89922	Naganishia friedmannii	ingroup	Basidiomycota	125	121	1	1	2	0	1	0	0	0
F104408	Naganishia liquefaciens	ingroup	Basidiomycota	125	125	0	0	0	0	0	0	0	0
F1424756	Naganishia vaughanmartiniae	ingroup	Basidiomycota	125	101	0	3	21	0	0	0	0	0
F68786	Sphaerobolus stellatus	ingroup	Basidiomycota	125	101	13	5	6	0	13	0	0	0
F1230402	Basidioascus undulatus	ingroup	Basidiomycota	125	125	0	0	0	0	0	0	0	0
F5281	Tilletiaria anomala	ingroup	Basidiomycota	125	123	1	0	1	0	1	0	0	0
F104355	Gloeophyllum trabeum	ingroup	Basidiomycota	125	125	0	0	0	0	0	0	0	0
F5364	Heliocybe sulcata	ingroup	Basidiomycota	125	124	1	0	0	0	1	0	0	0
F38799	Neolentinus lepideus	ingroup	Basidiomycota	125	122	2	0	1	0	2	0	0	0
F112417	Gautieria morchelliformis	ingroup	Basidiomycota	125	120	3	0	2	0	3	0	0	0
F113071	Ramaria rubella	ingroup	Basidiomycota	125	118	6	1	0	0	6	0	0	0
F45228	Heterogastridium pycnidioideum	ingroup	Basidiomycota	125	124	0	0	1	0	0	0	0	0
F257869	Holtermanniella festucosa	ingroup	Basidiomycota	125	124	1	0	0	0	1	0	0	0
F135589	Coniferiporia weirii	ingroup	Basidiomycota	125	120	3	0	2	2	1	0	0	2
F208960	Fomitiporia mediterranea	ingroup	Basidiomycota	125	119	2	0	4	0	2	0	0	0
F2282107	Pyrrhoderma noxium	ingroup	Basidiomycota	125	122	1	0	2	0	1	0	0	0
F50990	Rickenella mellea	ingroup	Basidiomycota	125	122	2	1	0	0	2	0	0	0
F27342	Schizopora paradoxa	ingroup	Basidiomycota	125	124	1	0	0	0	1	0	0	0
F150792	Hysterangium stoloniferum	ingroup	Basidiomycota	125	124	1	0	0	0	1	0	0	0
F202697	Jaapia argillacea	ingroup	Basidiomycota	125	121	4	0	0	0	4	0	0	0
F1323573	Meredithblackwellia eburnea	ingroup	Basidiomycota	125	124	1	0	0	0	1	0	0	0
F418498	Phenoliferia psychrophenolica	ingroup	Basidiomycota	125	122	0	0	3	0	0	0	0	0
F3038894	Phenoliferia sp. Uapishka_3	ingroup	Basidiomycota	125	103	0	7	15	0	0	0	0	0
F106004	Leucosporidium creatinivorum	ingroup	Basidiomycota	125	121	1	0	3	0	1	0	0	0
F223818	Malassezia japonica	ingroup	Basidiomycota	125	121	1	1	2	0	1	0	0	0
F77020	Malassezia pachydermatis	ingroup	Basidiomycota	125	120	0	1	4	0	0	0	0	0
F76775	Malassezia restricta	ingroup	Basidiomycota	125	122	1	1	1	0	1	0	0	0
F76777	Malassezia sympodialis	ingroup	Basidiomycota	125	111	1	2	11	0	1	0	0	0
F2020962	Malassezia vespertilionis	ingroup	Basidiomycota	125	119	0	2	4	0	0	0	0	0
F269621	Microbotryum intermedium	ingroup	Basidiomycota	125	124	0	0	1	0	0	0	0	0
F288795	Microbotryum lychnidis-dioicae	ingroup	Basidiomycota	125	121	4	0	0	4	0	0	0	4
F289078	Microbotryum saponariae	ingroup	Basidiomycota	125	122	2	1	0	0	2	0	0	0
F796604	Microbotryum silenes-dioicae	ingroup	Basidiomycota	125	121	4	0	0	0	4	0	0	0
F2878321	Jaminaea pallidilutea	ingroup	Basidiomycota	125	124	0	0	1	0	0	0	0	0
F1569628	Jaminaea rosea	ingroup	Basidiomycota	125	123	0	0	2	0	0	0	0	0
F1684307	Microstroma glucosiphilum	ingroup	Basidiomycota	125	125	0	0	0	0	0	0	0	0
F1463510	Parajaminaea phylloscopi	ingroup	Basidiomycota	125	125	0	0	0	0	0	0	0	0
F574677	Sympodiomycopsis kandeliae	ingroup	Basidiomycota	125	125	0	0	0	0	0	0	0	0
F34349	Mixia osmundae	ingroup	Basidiomycota	125	124	1	0	0	0	1	0	0	0
F112072	Naohidea sebacea	ingroup	Basidiomycota	125	123	1	0	1	0	1	0	0	0
F1419009	Clathrus columnatus	ingroup	Basidiomycota	125	117	3	2	3	0	3	0	0	0
F378194	Epithele typhae	ingroup	Basidiomycota	125	119	4	0	2	0	4	0	0	0
F599839	Fibroporia radiculosa	ingroup	Basidiomycota	125	117	1	2	5	0	1	0	0	0
F5630	Laetiporus sulphureus	ingroup	Basidiomycota	125	123	2	0	0	0	2	0	0	0
F5365	Lentinus tigrinus	ingroup	Basidiomycota	125	122	3	0	0	0	3	0	0	0
F231932	Phanerochaete carnosa	ingroup	Basidiomycota	125	114	2	1	8	0	2	0	0	0
F104341	Rhodonia placenta	ingroup	Basidiomycota	125	122	0	0	3	0	0	0	0	0
F181123	Austropuccinia psidii	ingroup	Basidiomycota	125	122	0	1	2	0	0	0	0	0
F60197	Cronartium quercuum	ingroup	Basidiomycota	125	120	2	1	2	0	2	0	0	0
F203908	Melampsora laricis-populina	ingroup	Basidiomycota	125	122	2	0	1	0	2	0	0	0
F170000	Phakopsora pachyrhizi	ingroup	Basidiomycota	125	99	22	2	2	0	22	0	0	0
F208348	Puccinia triticina	ingroup	Basidiomycota	125	117	5	0	3	0	5	0	0	0
F48021	Artomyces pyxidatus	ingroup	Basidiomycota	125	123	0	0	2	0	0	0	0	0
F135208	Hericium alpestre	ingroup	Basidiomycota	125	102	2	10	11	0	2	0	0	0
F984962	Heterobasidion irregulare	ingroup	Basidiomycota	125	120	3	2	0	0	3	0	0	0
F152956	Russula decolorans	ingroup	Basidiomycota	125	121	2	1	1	0	2	0	0	0
F40492	Stereum hirsutum	ingroup	Basidiomycota	125	120	0	0	5	0	0	0	0	0
F1314805	Vararia minispora	ingroup	Basidiomycota	125	124	0	1	0	0	0	0	0	0
F65672	Serendipita indica	ingroup	Basidiomycota	125	118	3	0	4	0	3	0	0	0
F2600213	Serendipita sp. 400	ingroup	Basidiomycota	125	93	3	14	15	0	3	0	0	0
F2600215	Serendipita sp. 405	ingroup	Basidiomycota	125	105	2	9	9	0	2	0	0	0
F2600216	Serendipita sp. 411	ingroup	Basidiomycota	125	102	3	11	9	0	3	0	0	0
F109899	Serendipita vermifera	ingroup	Basidiomycota	125	115	9	0	1	0	9	0	0	0
F2834505	Sertulicium niveocremeum	ingroup	Basidiomycota	125	122	3	0	0	0	3	0	0	0
F467971	Sistotremastrum suecicum	ingroup	Basidiomycota	125	121	2	1	1	0	2	0	0	0
F69979	Phyllozyma linderae	ingroup	Basidiomycota	125	125	0	0	0	0	0	0	0	0
F100910	Rhodosporidiobolus nylandii	ingroup	Basidiomycota	125	123	2	0	0	0	2	0	0	0
F29898	Rhodotorula graminis	ingroup	Basidiomycota	125	123	2	0	0	0	2	0	0	0
F5286	Rhodotorula toruloides	ingroup	Basidiomycota	125	125	0	0	0	0	0	0	0	0
F500713	Sporobolomyces koalae	ingroup	Basidiomycota	125	125	0	0	0	0	0	0	0	0
F183962	Sporobolomyces salmoneus	ingroup	Basidiomycota	125	124	1	0	0	0	1	0	0	0
F370292	Thelephora ganbajun	ingroup	Basidiomycota	125	125	0	0	0	0	0	0	0	0
F56493	Thelephora terrestris	ingroup	Basidiomycota	125	121	2	1	1	0	2	0	0	0
F13290	Tilletia caries	ingroup	Basidiomycota	125	121	2	1	1	1	1	0	0	1
F13291	Tilletia controversa	ingroup	Basidiomycota	125	120	2	1	2	1	1	0	0	1
F157183	Tilletia laevis	ingroup	Basidiomycota	125	122	0	1	2	0	0	0	0	0
F1031713	Tilletia maclaganii	ingroup	Basidiomycota	125	124	1	0	0	0	1	0	0	0
F117179	Tilletia walkeri	ingroup	Basidiomycota	125	124	0	1	0	0	0	0	0	0
F104669	Cryptococcus amylolentus	ingroup	Basidiomycota	125	106	19	0	0	19	0	0	0	19
F552467	Cryptococcus bacillisporus	ingroup	Basidiomycota	125	124	0	1	0	0	0	0	0	0
F1859122	Cryptococcus decagattii	ingroup	Basidiomycota	125	125	0	0	0	0	0	0	0	0
F40410	Cryptococcus deneoformans	ingroup	Basidiomycota	125	125	0	0	0	0	0	0	0	0
F5208	Cryptococcus depauperatus	ingroup	Basidiomycota	125	124	0	0	1	0	0	0	0	0
F1859096	Cryptococcus deuterogattii	ingroup	Basidiomycota	125	123	0	0	2	0	0	0	0	0
F37769	Cryptococcus gattii	ingroup	Basidiomycota	125	124	1	0	0	0	1	0	0	0
F5207	Cryptococcus neoformans	ingroup	Basidiomycota	125	123	2	0	0	2	0	0	0	2
F1859121	Cryptococcus tetragattii	ingroup	Basidiomycota	125	124	0	1	0	0	0	0	0	0
F5619	Cryptococcus wingfieldii	ingroup	Basidiomycota	125	124	1	0	0	0	1	0	0	0
F105984	Apiotrichum porosum	ingroup	Basidiomycota	125	124	1	0	0	0	1	0	0	0
F1890679	Cryptotrichosporon argae	ingroup	Basidiomycota	125	125	0	0	0	0	0	0	0	0
F279322	Cutaneotrichosporon cavernicola	ingroup	Basidiomycota	125	124	0	0	1	0	0	0	0	0
F82508	Trichosporon asahii	ingroup	Basidiomycota	125	118	0	2	5	0	0	0	0	0
F143232	Vanrija pseudolonga	ingroup	Basidiomycota	125	121	3	0	1	3	0	0	1	3
F1055551	Tritirachium sp. CBS 265.96	ingroup	Basidiomycota	125	123	0	2	0	0	0	0	0	0
F1269715	Thecaphora frezii	ingroup	Basidiomycota	125	117	7	1	0	0	7	0	0	0
F84753	Moesziomyces antarcticus	ingroup	Basidiomycota	125	122	1	1	1	0	1	0	0	0
F84751	Pseudozyma flocculosa	ingroup	Basidiomycota	125	124	1	0	0	0	1	0	0	0
F280036	Sporisorium graminicola	ingroup	Basidiomycota	125	122	1	0	2	0	1	0	0	0
F1882483	Testicularia cyperi	ingroup	Basidiomycota	125	125	0	0	0	0	0	0	0	0
F120017	Ustilago hordei	ingroup	Basidiomycota	125	124	0	0	1	0	0	0	0	0
F1673888	Violaceomyces palustris	ingroup	Basidiomycota	125	121	1	2	1	0	1	0	0	0
F1708542	Wallemia canadensis	ingroup	Basidiomycota	125	124	0	0	1	0	0	0	0	0
F1540922	Wallemia hederae	ingroup	Basidiomycota	125	122	0	0	3	0	0	0	0	0
F245174	Wallemia ichthyophaga	ingroup	Basidiomycota	125	122	1	0	2	0	1	0	0	0
F1708541	Wallemia mellicola	ingroup	Basidiomycota	125	124	0	1	0	0	0	0	0	0
F64504	Allomyces arbusculus	ingroup	Blastocladiomycota	125	125	0	0	0	0	0	0	0	0
F64505	Allomyces javanicus	ingroup	Blastocladiomycota	125	106	11	0	8	0	11	0	0	0
F28583	Allomyces macrogynus	ingroup	Blastocladiomycota	125	25	100	0	0	1	99	0	0	1
F64508	Blastocladiella britannica	ingroup	Blastocladiomycota	125	122	1	1	1	0	1	0	0	0
F4808	Blastocladiella emersonii	ingroup	Blastocladiomycota	125	123	2	0	0	0	2	0	0	0
F109876	Catenaria anguillulae	ingroup	Blastocladiomycota	125	116	5	2	2	0	5	0	0	0
F945690	Coelomomyces lativittatus	ingroup	Blastocladiomycota	125	108	0	11	6	0	0	0	0	0
F3075319	Sorochytrium milnesiophthora	ingroup	Blastocladiomycota	125	120	3	0	2	0	3	0	0	0
F1500003	Paraphysoderma sedebokerense	ingroup	Blastocladiomycota	125	118	4	1	2	0	4	0	0	0
F911321	Calcarisporiella thermophila	ingroup	Calcarisporiellomycota	125	121	3	1	0	0	3	0	0	0
F1555241	Caulochytrium protostelioides	ingroup	Chytridiomycota	125	123	0	2	0	0	0	0	0	0
F1774096	Dinochytrium kinnereticum	ingroup	Chytridiomycota	125	107	1	8	9	0	1	0	0	0
F109932	Entophlyctis luteolus	ingroup	Chytridiomycota	125	115	4	1	5	0	4	0	0	0
F1604274	Cladochytrium tenue	ingroup	Chytridiomycota	125	69	13	20	23	0	13	0	0	0
F109889	Lobulomyces angularis	ingroup	Chytridiomycota	125	117	2	4	2	0	2	0	0	0
F110093	Polychytrium aggregatum	ingroup	Chytridiomycota	125	122	2	0	1	0	2	0	0	0
F2735257	Borealophlyctis nickersoniae	ingroup	Chytridiomycota	125	117	2	1	5	0	2	0	0	0
F64517	Rhizophlyctis rosea	ingroup	Chytridiomycota	125	123	0	0	2	0	0	0	0	0
F382532	Globomyces pollinis-pini	ingroup	Chytridiomycota	125	124	1	0	0	0	1	0	0	0
F1396493	Fimicolochytrium jonesii	ingroup	Chytridiomycota	125	119	4	1	1	0	4	0	0	0
F109760	Spizellomyces punctatus	ingroup	Chytridiomycota	125	120	1	3	1	1	0	0	0	1
F1806994	Synchytrium microbalum	ingroup	Chytridiomycota	125	122	0	1	2	0	0	0	0	0
F34488	Conidiobolus coronatus	ingroup	Entomophthoromycota	125	121	1	0	3	0	1	0	0	0
F34485	Entomophthora muscae	ingroup	Entomophthoromycota	125	29	94	1	1	7	87	0	0	7
F348617	Massospora cicadina	ingroup	Entomophthoromycota	125	81	1	12	31	0	1	0	0	0
F76012	Neoconidiobolus thromboides	ingroup	Entomophthoromycota	125	120	0	2	3	0	0	0	0	0
F144530	Ambispora gerdemannii	ingroup	Glomeromycota	125	123	2	0	0	0	2	0	0	0
F144679	Ambispora leptoticha	ingroup	Glomeromycota	125	121	0	1	3	0	0	0	0	0
F50956	Geosiphon pyriformis	ingroup	Glomeromycota	125	120	1	0	4	0	1	0	0	0
F27376	Acaulospora colombiana	ingroup	Glomeromycota	125	86	2	10	27	0	2	0	0	0
F1348612	Diversispora epigaea	ingroup	Glomeromycota	125	120	0	2	3	0	0	0	0	0
F4874	Gigaspora margarita	ingroup	Glomeromycota	125	98	23	2	2	21	2	0	0	21
F2562287	Entrophospora sp. SA101	ingroup	Glomeromycota	125	116	5	2	2	0	5	0	0	0
F1117311	Funneliformis geosporum	ingroup	Glomeromycota	125	121	1	1	2	0	1	0	0	0
F658196	Glomus cerebriforme	ingroup	Glomeromycota	125	124	1	0	0	0	1	0	0	0
F588596	Rhizophagus irregularis	ingroup	Glomeromycota	125	118	5	0	2	4	1	0	0	4
F144538	Paraglomus brasilianum	ingroup	Glomeromycota	125	121	1	2	1	0	1	0	0	0
F144539	Paraglomus occultum	ingroup	Glomeromycota	125	114	1	3	7	0	1	0	0	0
F215637	Dimargaris cristalligena	ingroup	Kickxellomycota	125	121	2	0	2	0	2	0	0	0
F1520584	Dispira parvispora	ingroup	Kickxellomycota	125	100	1	15	9	0	1	0	0	0
F78921	Tieghemiomyces parasiticus	ingroup	Kickxellomycota	125	23	99	2	1	0	99	0	0	0
F61424	Furculomyces boomerangus	ingroup	Kickxellomycota	125	97	13	2	13	0	13	0	0	0
F133377	Smittium angustum	ingroup	Kickxellomycota	125	88	17	1	19	0	17	0	0	0
F133385	Smittium simulii	ingroup	Kickxellomycota	125	93	2	4	26	0	2	0	0	0
F1213189	Zancudomyces culisetae	ingroup	Kickxellomycota	125	57	13	19	36	0	13	0	0	0
F2650707	Coemansia brasiliensis	ingroup	Kickxellomycota	125	97	3	8	17	0	3	0	0	0
F4866	Dipsacomyces acuminosporus	ingroup	Kickxellomycota	125	101	2	4	18	0	2	0	0	0
F61397	Kickxella alabastrina	ingroup	Kickxellomycota	125	117	1	1	6	0	1	0	0	0
F61395	Linderina pennispora	ingroup	Kickxellomycota	125	117	1	3	4	0	1	0	0	0
F304332	Ramicandelaber brevisporus	ingroup	Kickxellomycota	125	113	5	2	5	0	5	0	0	0
F164912	Astathelohania contejeani	ingroup	Microsporidia	125	64	2	6	53	0	2	0	0	0
F70536	Edhazardia aedis	ingroup	Microsporidia	125	54	0	6	65	0	0	0	0	0
F6035	Encephalitozoon cuniculi	ingroup	Microsporidia	125	62	0	7	56	0	0	0	0	0
F174680	Glugoides intestinalis	ingroup	Microsporidia	125	49	4	4	68	0	4	0	0	0
F174688	Gurleya vavrai	ingroup	Microsporidia	125	42	8	7	68	0	8	0	0	0
F1176355	Hamiltosporidium tvaerminnensis	ingroup	Microsporidia	125	46	7	9	63	0	7	0	0	0
F1081669	Hepatospora eriocheir	ingroup	Microsporidia	125	36	0	8	81	0	0	0	0	0
F1300064	Nucleospora cyclopteri	ingroup	Microsporidia	125	51	0	4	70	0	0	0	0	0
F3039483	Ordospora pajunii	ingroup	Microsporidia	125	60	0	7	58	0	0	0	0	0
F291195	Tubulinosema ratisbonensis	ingroup	Microsporidia	125	49	2	6	68	0	2	0	0	0
F6039	Vairimorpha necatrix	ingroup	Microsporidia	125	60	2	5	58	0	2	0	0	0
F103449	Vavraia culicis	ingroup	Microsporidia	125	52	1	6	66	0	1	0	0	0
F82268	Hyaloraphidium curvatum	ingroup	Monoblepharomycota	125	123	1	1	0	0	1	0	0	0
F1123529	Gonapodya prolifera	ingroup	Monoblepharomycota	125	122	1	0	2	0	1	0	0	0
F2725673	Gonapodya sp. JEL0774	ingroup	Monoblepharomycota	125	104	1	6	14	0	1	0	0	0
F1343610	Actinomortierella ambigua	ingroup	Mortierellomycota	125	125	0	0	0	0	0	0	0	0
F979620	Dissophora ornata	ingroup	Mortierellomycota	125	119	4	1	1	0	4	0	0	0
F101097	Entomortierella chlamydospora	ingroup	Mortierellomycota	125	120	5	0	0	0	5	0	0	0
F101098	Gamsiella multidivaricata	ingroup	Mortierellomycota	125	118	5	1	1	0	5	0	0	0
F979690	Gryganskiella cystojenkinii	ingroup	Mortierellomycota	125	119	4	2	0	0	4	0	0	0
F1897645	Haplosporangium bisporale	ingroup	Mortierellomycota	125	100	4	15	6	0	4	0	0	0
F604196	Linnemannia exigua	ingroup	Mortierellomycota	125	114	7	3	1	0	7	0	0	0
F64571	Lobosporangium transversale	ingroup	Mortierellomycota	125	121	3	0	1	0	3	0	0	0
F979761	Lunasporangiospora selenospora	ingroup	Mortierellomycota	125	116	3	4	2	0	3	0	0	0
F1440133	Modicella reniformis	ingroup	Mortierellomycota	125	107	3	5	10	0	3	0	0	0
F1343614	Mortierella claussenii	ingroup	Mortierellomycota	125	121	4	0	0	0	4	0	0	0
F64525	Podila minutissima	ingroup	Mortierellomycota	125	118	6	0	1	0	6	0	0	0
F1938954	Bifiguratus adelaidae	ingroup	Mucoromycota	125	98	3	0	24	0	3	0	0	0
F2340872	Endogone sp. FLAS-F59071	ingroup	Mucoromycota	125	91	3	8	23	1	2	0	1	1
F994334	Jimgerdemannia flammicorona	ingroup	Mucoromycota	125	85	5	9	26	0	5	0	0	0
F708070	Mucor velutinosus	ingroup	Mucoromycota	125	121	4	0	0	0	4	0	0	0
F64632	Mycotypha africana	ingroup	Mucoromycota	125	122	2	1	0	0	2	0	0	0
F4837	Phycomyces blakesleeanus	ingroup	Mucoromycota	125	113	5	2	5	0	5	0	0	0
F4840	Rhizomucor pusillus	ingroup	Mucoromycota	125	125	0	0	0	0	0	0	0	0
F58291	Rhizopus microsporus	ingroup	Mucoromycota	125	121	4	0	0	0	4	0	0	0
F91625	Umbelopsis isabellina	ingroup	Mucoromycota	125	122	1	0	2	0	1	0	0	0
F64526	Umbelopsis nana	ingroup	Mucoromycota	125	122	2	0	1	0	2	0	0	0
F41833	Umbelopsis ramanniana	ingroup	Mucoromycota	125	120	1	0	4	0	1	0	0	0
F44442	Umbelopsis vinacea	ingroup	Mucoromycota	125	123	1	0	1	0	1	0	0	0
F1754192	Anaeromyces robustus	ingroup	Neocallimastigomycota	125	109	3	1	12	0	3	0	0	0
F1754190	Neocallimastix californiae	ingroup	Neocallimastigomycota	125	65	52	0	8	0	52	0	0	0
F2767002	Neocallimastix lanati (nom. inval.)	ingroup	Neocallimastigomycota	125	63	57	0	5	0	57	0	0	0
F3108450	Neocallimastix sp. 'constans'	ingroup	Neocallimastigomycota	125	68	52	0	5	0	52	0	0	0
F1754191	Piromyces finnis	ingroup	Neocallimastigomycota	125	117	1	0	7	0	1	0	0	0
F73868	Piromyces sp. E2	ingroup	Neocallimastigomycota	125	70	1	19	35	0	1	0	0	0
F278681	Olpidium bornovanus	ingroup	Olpidiomycota	125	52	0	26	47	0	0	0	0	0
F1246581	Paramicrosporidium saccamoebae	ingroup	Rozellomycota	125	108	1	4	12	0	1	0	0	0
F281847	Rozella allomycis	ingroup	Rozellomycota	125	117	0	3	5	0	0	0	0	0
F1907219	Piptocephalis cylindrospora	ingroup	Zoopagomycota	125	65	1	9	50	0	1	0	0	0
F1286916	Piptocephalis tieghemiana	ingroup	Zoopagomycota	125	111	0	0	14	0	0	0	0	0
F1851187	Syncephalis fuscata	ingroup	Zoopagomycota	125	123	1	1	0	0	1	0	0	0
F1851185	Syncephalis plumigaleata	ingroup	Zoopagomycota	125	120	2	0	3	0	2	0	0	0
F1712513	Syncephalis pseudoplumigaleata	ingroup	Zoopagomycota	125	80	2	9	34	0	2	0	0	0
F78915	Thamnocephalis sphaerospora	ingroup	Zoopagomycota	125	96	4	8	17	0	4	0	0	0
F2109901	Amoeboradix gromovi	ingroup	Sanchytriomycota	125	98	2	5	20	0	0	2	0	0
F2020955	Sanchytrium tribonematis	ingroup	Sanchytriomycota	125	91	2	11	21	0	0	2	0	0
O691883	Fonticula alba	outgroup	Nucleariida	125	109	4	1	11	4	0	0	0	4
O81824	Monosiga brevicollis	outgroup	Choanoflagellatea	125	115	1	5	4	0	1	0	0	0
O946362	Salpingoeca rosetta	outgroup	Choanoflagellatea	125	118	0	3	4	0	0	0	0	0
O192875	Capsaspora owczarzaki	outgroup	Filasterea	125	119	1	1	4	1	0	0	0	1
O72019	Sphaeroforma arctica	outgroup	Ichthyosporea	125	87	3	25	10	2	1	0	0	2
O529818	Thecamonas trahens	outgroup	Apusomonadida	125	115	0	1	9	0	0	0	0	0
O5755	Acanthamoeba castellanii	outgroup	Amoebozoa	125	104	4	3	14	0	4	0	0	0
O44689	Dictyostelium discoideum	outgroup	Amoebozoa	125	121	2	0	2	0	2	0	0	0
O5786	Dictyostelium purpureum	outgroup	Amoebozoa	125	118	3	1	3	0	3	0	0	0
O133409	Polysphondylium violaceum	outgroup	Amoebozoa	125	122	1	0	2	0	1	0	0	0
O1890364	Planoprotostelium fungivorum	outgroup	Amoebozoa	125	116	8	0	1	0	8	0	0	0
O400682	Amphimedon queenslandica	outgroup	Metazoa	125	110	14	0	1	7	7	0	1	7
O45351	Nematostella vectensis	outgroup	Metazoa	125	100	25	0	0	24	1	0	0	24
O10228	Trichoplax adhaerens	outgroup	Metazoa	125	121	0	2	2	0	0	0	0	0
O27923	Mnemiopsis leidyi	outgroup	Metazoa	125	110	13	0	2	13	0	0	0	13
O7227	Drosophila melanogaster	outgroup	Metazoa	125	80	45	0	0	45	0	0	0	45
O6239	Caenorhabditis elegans	outgroup	Metazoa	125	115	8	0	2	7	1	0	0	7
O283909	Capitella teleta	outgroup	Metazoa	125	118	3	1	3	0	3	0	0	0
O225164	Lottia gigantea	outgroup	Metazoa	125	120	1	2	2	0	1	0	0	0
O2700040	Branchiostoma floridae	outgroup	Metazoa	125	100	25	0	0	25	0	0	0	25
OFS5426470	Corallochytrium limacisporum	outgroup	Corallochytrea	125	125	0	0	0	0	0	0	0	0
OFS5426494	Chromosphaera perkinsii	outgroup	Ichthyosporea	125	121	1	2	1	0	1	0	0	0
OFS5426506	Pirum gemmata	outgroup	Ichthyosporea	125	7	0	19	99	0	0	0	0	0
OFS5426458	Abeoforma whisleri	outgroup	Ichthyosporea	125	7	0	9	109	0	0	0	0	0
OFS1403592	Creolimax fragrantissima	outgroup	Ichthyosporea	125	122	1	0	2	0	1	0	0	0
