taxon_id	marker	busco_status	raw_hit_proteins	distinct_resolved_gene_ids	unresolved_hit_proteins	hit_proteins_retained_as_representatives	duplicate_annotation_category	protein_ids_json	resolved_gene_ids_json
F40559	4940884at2759	Duplicated	2	1	0	1	one_annotated_gene_multiple_products	"[""XP_024551746.1"", ""XP_024551745.1""]"	"[""gene-BCIN_11g03310""]"
F40559	5000362at2759	Duplicated	2	1	0	1	one_annotated_gene_multiple_products	"[""XP_001551631.1"", ""XP_024550960.1""]"	"[""gene-BCIN_09g04630""]"
F40559	5011777at2759	Duplicated	2	1	0	1	one_annotated_gene_multiple_products	"[""XP_024549790.1"", ""XP_024549791.1""]"	"[""gene-BCIN_07g03560""]"
F40559	5014007at2759	Duplicated	2	1	0	1	one_annotated_gene_multiple_products	"[""XP_024546318.1"", ""XP_024546317.1""]"	"[""gene-BCIN_01g05490""]"
F40559	538952at2759	Duplicated	2	1	0	1	one_annotated_gene_multiple_products	"[""XP_001546996.2"", ""XP_024549821.1""]"	"[""gene-BCIN_07g03920""]"
F195108	4810093at2759	Duplicated	2	2	0	2	multiple_annotated_genes	"[""XP_053012256.1"", ""XP_053012246.1""]"	"[""gene-NCS54_01098400"", ""gene-NCS54_01099400""]"
F195108	4976279at2759	Duplicated	2	2	0	2	multiple_annotated_genes	"[""XP_053002833.1"", ""XP_053014757.1""]"	"[""gene-NCS54_00122700"", ""gene-NCS54_01359600""]"
F5127	5000152at2759	Duplicated	2	2	0	2	multiple_annotated_genes	"[""XP_023428288.1"", ""XP_023425282.1""]"	"[""gene-FFUJ_00177"", ""gene-FFUJ_03216""]"
F5127	530740at2759	Duplicated	2	2	0	2	multiple_annotated_genes	"[""XP_023431843.1"", ""XP_023435322.1""]"	"[""gene-FFUJ_05674"", ""gene-FFUJ_10074""]"
F1328300	4976279at2759	Duplicated	2	2	0	2	multiple_annotated_genes	"[""XP_052919789.1"", ""XP_052908017.1""]"	"[""gene-NCS57_00120400"", ""gene-NCS57_01348900""]"
F1042133	530740at2759	Duplicated	2	2	0	2	multiple_annotated_genes	"[""XP_044679366.1"", ""XP_044676261.1""]"	"[""gene-J7337_008842"", ""gene-J7337_012055""]"
F5128	554735at2759	Duplicated	2	2	0	2	multiple_annotated_genes	"[""XP_083090945.1"", ""XP_083090121.1""]"	"[""gene-FSST1_000763"", ""gene-FSST1_006691""]"
F117187	319730at2759	Duplicated	3	1	0	1	one_annotated_gene_multiple_products	"[""XP_018757607.1"", ""XP_018757608.1"", ""XP_018757606.1""]"	"[""gene-FVEG_10391""]"
F117187	4613677at2759	Duplicated	2	1	0	1	one_annotated_gene_multiple_products	"[""XP_018745930.1"", ""XP_018745931.1""]"	"[""gene-FVEG_02459""]"
F117187	4888252at2759	Duplicated	2	1	0	1	one_annotated_gene_multiple_products	"[""XP_018756701.1"", ""XP_018756702.1""]"	"[""gene-FVEG_09710""]"
F117187	4940884at2759	Duplicated	4	1	0	1	one_annotated_gene_multiple_products	"[""XP_018743774.1"", ""XP_018743773.1"", ""XP_018743771.1"", ""XP_018743772.1""]"	"[""gene-FVEG_01149""]"
F117187	4970538at2759	Duplicated	2	1	0	1	one_annotated_gene_multiple_products	"[""XP_018754264.1"", ""XP_018754265.1""]"	"[""gene-FVEG_07994""]"
F117187	4974767at2759	Duplicated	2	1	0	1	one_annotated_gene_multiple_products	"[""XP_018754711.1"", ""XP_018754712.1""]"	"[""gene-FVEG_08262""]"
F117187	4977163at2759	Duplicated	3	1	0	1	one_annotated_gene_multiple_products	"[""XP_018751608.1"", ""XP_018751609.1"", ""XP_018751610.1""]"	"[""gene-FVEG_06217""]"
F117187	5000045at2759	Duplicated	2	1	0	1	one_annotated_gene_multiple_products	"[""XP_018759996.1"", ""XP_018759997.1""]"	"[""gene-FVEG_12155""]"
F117187	5000371at2759	Duplicated	2	1	0	1	one_annotated_gene_multiple_products	"[""XP_018755536.1"", ""XP_018755537.1""]"	"[""gene-FVEG_08906""]"
F117187	5000743at2759	Duplicated	2	1	0	1	one_annotated_gene_multiple_products	"[""XP_018753328.1"", ""XP_018753329.1""]"	"[""gene-FVEG_07346""]"
F117187	5000823at2759	Duplicated	3	1	0	1	one_annotated_gene_multiple_products	"[""XP_018750394.1"", ""XP_018750395.1"", ""XP_018750396.1""]"	"[""gene-FVEG_05348""]"
F117187	5001941at2759	Duplicated	2	1	0	1	one_annotated_gene_multiple_products	"[""XP_018751453.1"", ""XP_018751454.1""]"	"[""gene-FVEG_06116""]"
F117187	5002573at2759	Duplicated	2	1	0	1	one_annotated_gene_multiple_products	"[""XP_018755681.1"", ""XP_018755682.1""]"	"[""gene-FVEG_08999""]"
F117187	5004327at2759	Duplicated	2	1	0	1	one_annotated_gene_multiple_products	"[""XP_018757571.1"", ""XP_018757572.1""]"	"[""gene-FVEG_10371""]"
F117187	5006326at2759	Duplicated	2	1	0	1	one_annotated_gene_multiple_products	"[""XP_018752922.1"", ""XP_018752923.1""]"	"[""gene-FVEG_07096""]"
F117187	5013738at2759	Duplicated	3	1	0	1	one_annotated_gene_multiple_products	"[""XP_018744393.1"", ""XP_018744391.1"", ""XP_018744392.1""]"	"[""gene-FVEG_01480""]"
F117187	5013992at2759	Duplicated	2	1	0	1	one_annotated_gene_multiple_products	"[""XP_018757734.1"", ""XP_018757735.1""]"	"[""gene-FVEG_10476""]"
F117187	5014007at2759	Duplicated	5	1	0	1	one_annotated_gene_multiple_products	"[""XP_018744141.1"", ""XP_018744142.1"", ""XP_018744143.1"", ""XP_018744144.1"", ""XP_018744145.1""]"	"[""gene-FVEG_01343""]"
F117187	530014at2759	Duplicated	2	1	0	1	one_annotated_gene_multiple_products	"[""XP_018754096.1"", ""XP_018754097.1""]"	"[""gene-FVEG_07893""]"
F117187	538728at2759	Duplicated	2	1	0	1	one_annotated_gene_multiple_products	"[""XP_018758861.1"", ""XP_018758862.1""]"	"[""gene-FVEG_11343""]"
F117187	539632at2759	Duplicated	3	1	0	1	one_annotated_gene_multiple_products	"[""XP_018751559.1"", ""XP_018751560.1"", ""XP_018751561.1""]"	"[""gene-FVEG_06185""]"
F117187	730114at2759	Duplicated	2	1	0	1	one_annotated_gene_multiple_products	"[""XP_018743957.1"", ""XP_018743958.1""]"	"[""gene-FVEG_01260""]"
F117187	760428at2759	Duplicated	2	1	0	1	one_annotated_gene_multiple_products	"[""XP_018744936.1"", ""XP_018744937.1""]"	"[""gene-FVEG_01886""]"
F173216	4810093at2759	Duplicated	2	2	0	2	multiple_annotated_genes	"[""XP_062754990.1"", ""XP_062757514.1""]"	"[""gene-Triagg1_3525"", ""gene-Triagg1_6133""]"
F101201	288615at2759	Duplicated	2	1	0	1	one_annotated_gene_multiple_products	"[""XP_024760717.1"", ""XP_065983791.1""]"	"[""gene-TrAFT101_006191""]"
F101201	5006326at2759	Duplicated	2	1	0	1	one_annotated_gene_multiple_products	"[""XP_024757094.2"", ""XP_065985289.1""]"	"[""gene-TrAFT101_011140""]"
F101201	5014007at2759	Duplicated	2	1	0	1	one_annotated_gene_multiple_products	"[""XP_024756639.1"", ""XP_065984090.1""]"	"[""gene-TrAFT101_007179""]"
F63577	5013259at2759	Duplicated	2	2	0	2	multiple_annotated_genes	"[""XP_013941267.1"", ""XP_013944524.2""]"	"[""gene-TrAtP1_001816"", ""gene-TrAtP1_005801""]"
F63577	5014007at2759	Duplicated	2	1	0	1	one_annotated_gene_multiple_products	"[""XP_013943448.1"", ""XP_065967995.1""]"	"[""gene-TrAtP1_003511""]"
F2034170	5015742at2759	Duplicated	2	2	0	2	multiple_annotated_genes	"[""XP_056027876.1"", ""XP_056034478.1""]"	"[""gene-T069G_01952"", ""gene-T069G_07087""]"
F1738374	4810093at2759	Duplicated	3	3	0	3	multiple_annotated_genes	"[""XP_083070346.1"", ""XP_083076348.1"", ""XP_083070469.1""]"	"[""gene-V8C40DRAFT_285433"", ""gene-V8C40DRAFT_65261"", ""gene-V8C40DRAFT_73566""]"
F549676	4810093at2759	Duplicated	2	2	0	2	multiple_annotated_genes	"[""XP_083066384.1"", ""XP_083055742.1""]"	"[""gene-GGI43DRAFT_265277"", ""gene-GGI43DRAFT_391164""]"
F549676	554735at2759	Duplicated	2	2	0	2	multiple_annotated_genes	"[""XP_083059140.1"", ""XP_083054989.1""]"	"[""gene-GGI43DRAFT_408594"", ""gene-GGI43DRAFT_433028""]"
F398673	4810093at2759	Duplicated	2	2	0	2	multiple_annotated_genes	"[""XP_018662634.1"", ""XP_018665185.1""]"	"[""gene-TGAM01_v204915"", ""gene-TGAM01_v207043""]"
F398673	530740at2759	Duplicated	2	2	0	2	multiple_annotated_genes	"[""XP_018656423.1"", ""XP_018662857.1""]"	"[""gene-TGAM01_v203883"", ""gene-TGAM01_v209869""]"
F65468	5015647at2759	Duplicated	2	2	0	2	multiple_annotated_genes	"[""XP_073559478.1"", ""XP_073553678.1""]"	"[""gene-CCMA1212_004166"", ""gene-CCMA1212_010795""]"
F2732470	5001318at2759	Duplicated	2	2	0	2	multiple_annotated_genes	"[""XP_044665423.1"", ""XP_044669818.1""]"	"[""gene-KY384_000133"", ""gene-KY384_005038""]"
F318774	5015742at2759	Duplicated	2	2	0	2	multiple_annotated_genes	"[""KAI9825963.1"", ""KAI9811696.1""]"	"[""gene-M1826_003107"", ""gene-M1826_006854""]"
F1125753	530740at2759	Duplicated	2	2	0	2	multiple_annotated_genes	"[""XP_066761231.1"", ""XP_066762723.1""]"	"[""gene-V1518DRAFT_369870"", ""gene-V1518DRAFT_411833""]"
F44089	530740at2759	Duplicated	2	2	0	2	multiple_annotated_genes	"[""XP_066789032.1"", ""XP_066789400.1""]"	"[""gene-V1510DRAFT_378000"", ""gene-V1510DRAFT_393536""]"
F36779	5000362at2759	Duplicated	2	1	0	1	one_annotated_gene_multiple_products	"[""XP_009216412.1"", ""XP_009216411.1""]"	"[""gene-GGTG_00402""]"
F36779	5000452at2759	Duplicated	2	1	0	1	one_annotated_gene_multiple_products	"[""XP_009216313.1"", ""XP_009216314.1""]"	"[""gene-GGTG_00306""]"
F36779	5014007at2759	Duplicated	2	1	0	1	one_annotated_gene_multiple_products	"[""XP_009226390.1"", ""XP_009226391.1""]"	"[""gene-GGTG_10255""]"
F148304	352891at2759	Duplicated	4	4	0	4	multiple_annotated_genes	"[""KLU81807.1"", ""KLU92710.1"", ""KLU82035.1"", ""KLU89678.1""]"	"[""gene-MAPG_00888"", ""gene-MAPG_01114"", ""gene-MAPG_08648"", ""gene-MAPG_11697""]"
F148304	5000152at2759	Duplicated	2	1	0	1	one_annotated_gene_multiple_products	"[""KLU84270.1"", ""KLU84269.1""]"	"[""gene-MAPG_03314""]"
F148305	352891at2759	Duplicated	4	4	0	4	multiple_annotated_genes	"[""XP_030988314.1"", ""XP_030981199.1"", ""XP_030979128.1"", ""XP_030981665.1""]"	"[""gene-PgNI_00882"", ""gene-PgNI_07535"", ""gene-PgNI_07934"", ""gene-PgNI_08081""]"
F2035830	4810093at2759	Duplicated	2	2	0	2	multiple_annotated_genes	"[""XP_073604792.1"", ""XP_073608406.1""]"	"[""gene-BROUX77_000169"", ""gene-BROUX77_004335""]"
F563466	5000152at2759	Duplicated	2	2	0	2	multiple_annotated_genes	"[""XP_016642411.1"", ""XP_016645091.1""]"	"[""gene-SAPIO_CDS2089"", ""gene-SAPIO_CDS5853""]"
F563466	530740at2759	Duplicated	2	2	0	2	multiple_annotated_genes	"[""XP_016639896.1"", ""XP_016639667.1""]"	"[""gene-SAPIO_CDS8811"", ""gene-SAPIO_CDS9115""]"
F92988	4803900at2759	Duplicated	2	2	0	2	multiple_annotated_genes	"[""GAB7359459.1"", ""GAB7359460.1""]"	"[""gene-MBLNU230_g6107t1"", ""gene-MBLNU230_g6107t2""]"
F92988	4896098at2759	Duplicated	2	2	0	2	multiple_annotated_genes	"[""GAB7362514.1"", ""GAB7362515.1""]"	"[""gene-MBLNU230_g2834t1"", ""gene-MBLNU230_g2834t2""]"
F92988	5005217at2759	Duplicated	2	2	0	2	multiple_annotated_genes	"[""GAB7366733.1"", ""GAB7366732.1""]"	"[""gene-MBLNU230_g0689t1"", ""gene-MBLNU230_g0689t2""]"
F92988	5005697at2759	Duplicated	2	2	0	2	multiple_annotated_genes	"[""GAB7360063.1"", ""GAB7360064.1""]"	"[""gene-MBLNU230_g7584t1"", ""gene-MBLNU230_g7584t2""]"
F92988	5013992at2759	Duplicated	2	2	0	2	multiple_annotated_genes	"[""GAB7362281.1"", ""GAB7362280.1""]"	"[""gene-MBLNU230_g2299t1"", ""gene-MBLNU230_g2299t2""]"
F92988	5017019at2759	Duplicated	2	2	0	2	multiple_annotated_genes	"[""GAB7362110.1"", ""GAB7362111.1""]"	"[""gene-MBLNU230_g2139t1"", ""gene-MBLNU230_g2139t2""]"
F199306	4613677at2759	Duplicated	2	1	0	1	one_annotated_gene_multiple_products	"[""XP_003066553.1"", ""XP_065980852.1""]"	"[""gene-D8B26_005275""]"
F199306	4695236at2759	Duplicated	2	1	0	1	one_annotated_gene_multiple_products	"[""XP_003065560.1"", ""XP_065979632.1""]"	"[""gene-D8B26_001520""]"
F199306	4940884at2759	Duplicated	2	1	0	1	one_annotated_gene_multiple_products	"[""XP_065981596.1"", ""XP_003072209.2""]"	"[""gene-D8B26_007350""]"
F63402	4810093at2759	Duplicated	2	2	0	2	multiple_annotated_genes	"[""XP_003172094.1"", ""XP_003172672.1""]"	"[""gene-MGYG_04686"", ""gene-MGYG_05262""]"
F63402	530740at2759	Duplicated	2	2	0	2	multiple_annotated_genes	"[""XP_003170530.1"", ""XP_003172271.1""]"	"[""gene-MGYG_04858"", ""gene-MGYG_07774""]"
F97331	3643464at2759	Duplicated	2	1	0	1	one_annotated_gene_multiple_products	"[""XP_067487109.1"", ""XP_067487110.1""]"	"[""gene-DFL_009424""]"
F209281	201273at2759	Duplicated	2	2	0	2	multiple_annotated_genes	"[""MCJ1324066.1"", ""MCJ1323749.1""]"	"[""gene-MMC10_000410"", ""gene-MMC10_000728""]"
F209281	4695236at2759	Duplicated	2	2	0	2	multiple_annotated_genes	"[""MCJ1329418.1"", ""MCJ1326627.1""]"	"[""gene-MMC10_003292"", ""gene-MMC10_006098""]"
F209281	5006412at2759	Duplicated	2	2	0	2	multiple_annotated_genes	"[""MCJ1333865.1"", ""MCJ1325729.1""]"	"[""gene-MMC10_002392"", ""gene-MMC10_010571""]"
F209281	5013259at2759	Duplicated	2	2	0	2	multiple_annotated_genes	"[""MCJ1329596.1"", ""MCJ1325557.1""]"	"[""gene-MMC10_002220"", ""gene-MMC10_006276""]"
F703506	4810093at2759	Duplicated	2	2	0	2	multiple_annotated_genes	"[""KAF2842762.1"", ""KAF2834064.1""]"	"[""gene-M501DRAFT_986205"", ""gene-M501DRAFT_993523""]"
F669869	5013067at2759	Duplicated	2	2	0	2	multiple_annotated_genes	"[""MCJ1265722.1"", ""MCJ1261403.1""]"	"[""gene-MMC22_001267"", ""gene-MMC22_005602""]"
F52883	352891at2759	Duplicated	2	2	0	2	multiple_annotated_genes	"[""MCJ1343090.1"", ""MCJ1344337.1""]"	"[""gene-MMC31_001281"", ""gene-MMC31_002540""]"
F52883	5015742at2759	Duplicated	2	2	0	2	multiple_annotated_genes	"[""MCJ1349203.1"", ""MCJ1348183.1""]"	"[""gene-MMC31_006414"", ""gene-MMC31_007439""]"
F169141	4810093at2759	Duplicated	2	2	0	2	multiple_annotated_genes	"[""MCJ1464364.1"", ""MCJ1464925.1""]"	"[""gene-MMC07_002977"", ""gene-MMC07_003540""]"
F169141	5013259at2759	Duplicated	2	2	0	2	multiple_annotated_genes	"[""MCJ1461798.1"", ""MCJ1466124.1""]"	"[""gene-MMC07_000397"", ""gene-MMC07_004743""]"
F169141	5013738at2759	Duplicated	2	2	0	2	multiple_annotated_genes	"[""MCJ1463604.1"", ""MCJ1470115.1""]"	"[""gene-MMC07_002212"", ""gene-MMC07_008760""]"
F169141	5015742at2759	Duplicated	2	2	0	2	multiple_annotated_genes	"[""MCJ1464439.1"", ""MCJ1463536.1""]"	"[""gene-MMC07_002144"", ""gene-MMC07_003052""]"
F169141	760428at2759	Duplicated	2	2	0	2	multiple_annotated_genes	"[""MCJ1468338.1"", ""MCJ1464354.1""]"	"[""gene-MMC07_002967"", ""gene-MMC07_006966""]"
F443868	4810093at2759	Duplicated	2	2	0	2	multiple_annotated_genes	"[""MCJ1311139.1"", ""MCJ1309528.1""]"	"[""gene-MMC25_003188"", ""gene-MMC25_004809""]"
F1006475	352891at2759	Duplicated	4	4	0	4	multiple_annotated_genes	"[""KAL9123375.1"", ""KAL9121872.1"", ""KAL9121913.1"", ""KAL9118158.1""]"	"[""gene-Q9187_000057"", ""gene-Q9187_001530"", ""gene-Q9187_001567"", ""gene-Q9187_005298""]"
F1006475	801816at2759	Duplicated	2	2	0	2	multiple_annotated_genes	"[""KAL9117007.1"", ""KAL9118132.1""]"	"[""gene-Q9187_005324"", ""gene-Q9187_006462""]"
F90408	352891at2759	Duplicated	3	3	0	3	multiple_annotated_genes	"[""MCJ1352975.1"", ""MCJ1355254.1"", ""MCJ1354180.1""]"	"[""gene-MMC33_002959"", ""gene-MMC33_004167"", ""gene-MMC33_005245""]"
F90408	760428at2759	Duplicated	2	2	0	2	multiple_annotated_genes	"[""MCJ1350686.1"", ""MCJ1354964.1""]"	"[""gene-MMC33_000667"", ""gene-MMC33_004954""]"
F43433	340246at2759	Duplicated	2	2	0	2	multiple_annotated_genes	"[""XP_051334542.1"", ""XP_051338771.1""]"	"[""gene-BZA05DRAFT_401035"", ""gene-BZA05DRAFT_413833""]"
F43433	4810093at2759	Duplicated	2	2	0	2	multiple_annotated_genes	"[""XP_051343866.1"", ""XP_051336591.1""]"	"[""gene-BZA05DRAFT_342136"", ""gene-BZA05DRAFT_347777""]"
F43433	5000870at2759	Duplicated	2	2	0	2	multiple_annotated_genes	"[""XP_051343681.1"", ""XP_051334726.1""]"	"[""gene-BZA05DRAFT_367621"", ""gene-BZA05DRAFT_413271""]"
F4927	4900375at2759	Duplicated	2	2	0	2	multiple_annotated_genes	"[""XP_019040225.1"", ""XP_019040136.1""]"	"[""gene-WICANDRAFT_17625"", ""gene-WICANDRAFT_19735""]"
F4927	4974767at2759	Duplicated	2	2	0	2	multiple_annotated_genes	"[""XP_019040207.1"", ""XP_019040299.1""]"	"[""gene-WICANDRAFT_77738"", ""gene-WICANDRAFT_83270""]"
F4927	5001273at2759	Duplicated	2	2	0	2	multiple_annotated_genes	"[""XP_019040167.1"", ""XP_019040258.1""]"	"[""gene-WICANDRAFT_40689"", ""gene-WICANDRAFT_51793""]"
F4927	530014at2759	Duplicated	2	2	0	2	multiple_annotated_genes	"[""XP_019040294.1"", ""XP_019040202.1""]"	"[""gene-WICANDRAFT_51849"", ""gene-WICANDRAFT_51974""]"
F599730	530740at2759	Duplicated	2	2	0	2	multiple_annotated_genes	"[""KAH3680678.1"", ""KAH3686211.1""]"	"[""gene-WICPIJ_002811"", ""gene-WICPIJ_008173""]"
F4903	4695236at2759	Duplicated	2	2	0	2	multiple_annotated_genes	"[""XP_020071672.1"", ""XP_020070955.1""]"	"[""gene-CYBJADRAFT_148110"", ""gene-CYBJADRAFT_80319""]"
F4903	707076at2759	Duplicated	2	2	0	2	multiple_annotated_genes	"[""XP_020067668.1"", ""XP_020072724.1""]"	"[""gene-CYBJADRAFT_133187"", ""gene-CYBJADRAFT_51500""]"
F1825666	4900375at2759	Duplicated	2	1	0	1	one_annotated_gene_multiple_products	"[""KAK2073089.1"", ""KAK2073090.1""]"	"[""gene-P8C59_007397""]"
F1825666	5000152at2759	Duplicated	2	1	0	1	one_annotated_gene_multiple_products	"[""KAK2070300.1"", ""KAK2070301.1""]"	"[""gene-P8C59_004806""]"
F1825666	5001318at2759	Duplicated	2	2	0	2	multiple_annotated_genes	"[""KAK2072492.1"", ""KAK2069650.1""]"	"[""gene-P8C59_004207"", ""gene-P8C59_006842""]"
F1276059	260326at2759	Duplicated	2	2	0	2	multiple_annotated_genes	"[""KAN5917917.1"", ""KAN5917039.1""]"	"[""gene-ACY3TE_000953"", ""gene-ACY3TE_001515""]"
F1276059	4974767at2759	Duplicated	2	2	0	2	multiple_annotated_genes	"[""KAN5909632.1"", ""KAN5916941.1""]"	"[""gene-ACY3TE_001417"", ""gene-ACY3TE_006070""]"
F42068	530740at2759	Duplicated	2	2	0	2	multiple_annotated_genes	"[""XP_018230993.1"", ""XP_018229615.1""]"	"[""gene-T551_00392"", ""gene-T551_01998""]"
F1453789	4969636at2759	Duplicated	2	2	0	2	multiple_annotated_genes	"[""MCJ1230500.1"", ""MCJ1231701.1""]"	"[""gene-MMC12_007174"", ""gene-MMC12_008380""]"
F706196	776280at2759	Duplicated	2	2	0	2	multiple_annotated_genes	"[""EJS41285.1"", ""EJS43630.1""]"	"[""gene-SU7_1274"", ""gene-SU7_3704""]"
F332112	115730at2759	Duplicated	2	2	0	2	multiple_annotated_genes	"[""EHN08304.1"", ""EHN03495.1""]"	"[""gene-VIN7_0519"", ""gene-VIN7_5802""]"
F332112	201273at2759	Duplicated	2	2	0	2	multiple_annotated_genes	"[""EHN02785.1"", ""EHN07642.1""]"	"[""gene-VIN7_1410"", ""gene-VIN7_6764""]"
F332112	207567at2759	Duplicated	2	2	0	2	multiple_annotated_genes	"[""EHN04241.1"", ""EHM99974.1""]"	"[""gene-VIN7_10260"", ""gene-VIN7_4839""]"
F332112	260326at2759	Duplicated	2	2	0	2	multiple_annotated_genes	"[""EHN07698.1"", ""EHN02956.1""]"	"[""gene-VIN7_1096"", ""gene-VIN7_6478""]"
F332112	2852757at2759	Duplicated	2	2	0	2	multiple_annotated_genes	"[""EHN02697.1"", ""EHN07546.1""]"	"[""gene-VIN7_1307"", ""gene-VIN7_6667""]"
F332112	288615at2759	Duplicated	2	2	0	2	multiple_annotated_genes	"[""EHN08162.1"", ""EHN03110.1""]"	"[""gene-VIN7_0905"", ""gene-VIN7_6289""]"
F332112	352891at2759	Duplicated	2	2	0	2	multiple_annotated_genes	"[""EHN00020.1"", ""EHN04539.1""]"	"[""gene-VIN7_10175"", ""gene-VIN7_4756""]"
F332112	4613677at2759	Duplicated	2	2	0	2	multiple_annotated_genes	"[""EHN05326.1"", ""EHN00903.1""]"	"[""gene-VIN7_3724"", ""gene-VIN7_9136""]"
F332112	4747214at2759	Duplicated	2	2	0	2	multiple_annotated_genes	"[""EHN04430.1"", ""EHN00165.1""]"	"[""gene-VIN7_10054"", ""gene-VIN7_4634""]"
F332112	4803900at2759	Duplicated	2	2	0	2	multiple_annotated_genes	"[""EHN00292.1"", ""EHN04770.1""]"	"[""gene-VIN7_4439"", ""gene-VIN7_9857""]"
F332112	4823929at2759	Duplicated	2	2	0	2	multiple_annotated_genes	"[""EHN00090.1"", ""EHN04449.1""]"	"[""gene-VIN7_10075"", ""gene-VIN7_4655""]"
F332112	4837017at2759	Duplicated	2	2	0	2	multiple_annotated_genes	"[""EHN06171.1"", ""EHN01448.1""]"	"[""gene-VIN7_2996"", ""gene-VIN7_8399""]"
F332112	4838864at2759	Duplicated	2	2	0	2	multiple_annotated_genes	"[""EHN06928.1"", ""EHN02290.1""]"	"[""gene-VIN7_1929"", ""gene-VIN7_7290""]"
F332112	4843240at2759	Duplicated	2	2	0	2	multiple_annotated_genes	"[""EHN01226.1"", ""EHN05920.1""]"	"[""gene-VIN7_3269"", ""gene-VIN7_8667""]"
F332112	4843824at2759	Duplicated	2	2	0	2	multiple_annotated_genes	"[""EHN06061.1"", ""EHN01510.1""]"	"[""gene-VIN7_2876"", ""gene-VIN7_8283""]"
F332112	4888252at2759	Duplicated	2	2	0	2	multiple_annotated_genes	"[""EHN00727.1"", ""EHN05464.1""]"	"[""gene-VIN7_3870"", ""gene-VIN7_9282""]"
F332112	4896098at2759	Duplicated	2	2	0	2	multiple_annotated_genes	"[""EHN04304.1"", ""EHM99873.1""]"	"[""gene-VIN7_10327"", ""gene-VIN7_4909""]"
F332112	4900375at2759	Duplicated	2	2	0	2	multiple_annotated_genes	"[""EHN02884.1"", ""EHN07757.1""]"	"[""gene-VIN7_1164"", ""gene-VIN7_6550""]"
F332112	4911644at2759	Duplicated	2	2	0	2	multiple_annotated_genes	"[""EHN06626.1"", ""EHN01909.1""]"	"[""gene-VIN7_2387"", ""gene-VIN7_7753""]"
F332112	4969636at2759	Duplicated	2	2	0	2	multiple_annotated_genes	"[""EHN06605.1"", ""EHN01950.1""]"	"[""gene-VIN7_2364"", ""gene-VIN7_7731""]"
F332112	4969990at2759	Duplicated	2	2	0	2	multiple_annotated_genes	"[""EHN08623.1"", ""EHN03666.1""]"	"[""gene-VIN7_0251"", ""gene-VIN7_5603""]"
F332112	4970538at2759	Duplicated	2	2	0	2	multiple_annotated_genes	"[""EHN02557.1"", ""EHN07231.1""]"	"[""gene-VIN7_1599"", ""gene-VIN7_6961""]"
F332112	4974767at2759	Duplicated	2	2	0	2	multiple_annotated_genes	"[""EHN03434.1"", ""EHN08227.1""]"	"[""gene-VIN7_0557"", ""gene-VIN7_5891""]"
F332112	4976279at2759	Duplicated	2	2	0	2	multiple_annotated_genes	"[""EHN01508.1"", ""EHN06057.1""]"	"[""gene-VIN7_2872"", ""gene-VIN7_8279""]"
F332112	4977163at2759	Duplicated	2	2	0	2	multiple_annotated_genes	"[""EHN01732.1"", ""EHN06486.1""]"	"[""gene-VIN7_2612"", ""gene-VIN7_7974""]"
F332112	4983000at2759	Duplicated	2	2	0	2	multiple_annotated_genes	"[""EHN05341.1"", ""EHN00821.1""]"	"[""gene-VIN7_3741"", ""gene-VIN7_9153""]"
F332112	4985971at2759	Duplicated	2	2	0	2	multiple_annotated_genes	"[""EHN06248.1"", ""EHN01641.1""]"	"[""gene-VIN7_2730"", ""gene-VIN7_8094""]"
F332112	4988239at2759	Duplicated	2	2	0	2	multiple_annotated_genes	"[""EHN00538.1"", ""EHN05089.1""]"	"[""gene-VIN7_4123"", ""gene-VIN7_9540""]"
F332112	5000045at2759	Duplicated	2	2	0	2	multiple_annotated_genes	"[""EHN02935.1"", ""EHN07715.1""]"	"[""gene-VIN7_1115"", ""gene-VIN7_6497""]"
F332112	5000362at2759	Duplicated	2	2	0	2	multiple_annotated_genes	"[""EHN08599.1"", ""EHN03723.1""]"	"[""gene-VIN7_0221"", ""gene-VIN7_5573""]"
F332112	5000371at2759	Duplicated	2	2	0	2	multiple_annotated_genes	"[""EHN00364.1"", ""EHN04670.1""]"	"[""gene-VIN7_4331"", ""gene-VIN7_9751""]"
F332112	5000452at2759	Duplicated	2	2	0	2	multiple_annotated_genes	"[""EHN06625.1"", ""EHN01908.1""]"	"[""gene-VIN7_2386"", ""gene-VIN7_7752""]"
F332112	5000476at2759	Duplicated	2	2	0	2	multiple_annotated_genes	"[""EHN04110.1"", ""EHM99774.1""]"	"[""gene-VIN7_10535"", ""gene-VIN7_5117""]"
F332112	5000743at2759	Duplicated	2	2	0	2	multiple_annotated_genes	"[""EHM99732.1"", ""EHN04129.1""]"	"[""gene-VIN7_10556"", ""gene-VIN7_5137""]"
F332112	5000870at2759	Duplicated	2	2	0	2	multiple_annotated_genes	"[""EHN08399.1"", ""EHN03638.1""]"	"[""gene-VIN7_0353"", ""gene-VIN7_5707""]"
F332112	5000986at2759	Duplicated	2	2	0	2	multiple_annotated_genes	"[""EHN06488.1"", ""EHN01734.1""]"	"[""gene-VIN7_2615"", ""gene-VIN7_7977""]"
F332112	5001660at2759	Duplicated	2	2	0	2	multiple_annotated_genes	"[""EHN04338.1"", ""EHM99905.1""]"	"[""gene-VIN7_10364"", ""gene-VIN7_4945""]"
