model_id	residues	heavy_atoms	total_sasa_angstrom_squared	entry_receipt_sha256
ESM-S68c7fdcd25a5322e1ad4a3855dd32ef9acc4d0d701bc9fcb432c04daf8c8b1b9-d662a12b8ced	308	2300	20498.251179772065	17514d1200b50050adeb33572bbb07e7d3a6bac945b19be90c6a2583570fb714
ESM-S4cda79086bfe588305e7b65df8dbbfae98ba08425c82b4b546aac2eb02c520a6-d662a12b8ced	308	2297	20492.172527854596	0f3f27fc597e172fc7be3e5ec4d999faa0a20c3611028bd9b9bc01d9e2d3f577
ESM-Sdb915ef4a08b38149c01367cd8726165aebd63e278afcfa8738cddc88b30204f-d662a12b8ced	218	1688	11305.131550345737	dd81e0b8b54a67bfa00506881c73c7b8b40a4f40827b5f2ae443c1c25dd26c96
ESM-Sf3b72ee10c0ce1b0b418e0e4808e724c87fd95a983b88a598445c5cbaa019504-d662a12b8ced	319	2420	19329.276535929283	59f0dea9c2f1e1af71dcd2d23b51a94789025e4c7fdc2f15029ec16aa9491ac5
ESM-S67426861d1161735ef49df8343fc96d9246fe6d28e795b365b0d7d51ecd39b99-d662a12b8ced	216	1670	11038.40111609952	e1d4a266f80032d240dea1caabd083b6bcf5d6a39e4cf0dcd2b8d219816fcfd7
ESM-S4690fe8adc37bb0872d1bee8ab76da5cc699713d2f5e2ff976e5427a7c36c762-d662a12b8ced	218	1673	11104.03400270928	22caa351e04ca237533c3c585432f8add4549a29032c912a7c94f8331da41626
ESM-S29c2a0371bd5198f1c127345e7546f7c59974d6b401c6d5f38a37efb6d273f16-d662a12b8ced	324	2391	22282.298760914764	b15b71b2f41e98459bc8a02403c5c02faefa4aa749fe475387126028ca337979
ESM-S7f495535544154e26cc06cea215c7d6b4634d1d4ce5a1af4b334113a5c59727c-d662a12b8ced	299	2235	24227.8969375579	c9d87d065c95a2eb5f76b9e67842bfb033556450ab6c550d77ad0791869df498
ESM-S6f5871acdfe762eb41420184ca7ca7d47d1f7c9579f1cf58f20420bd782a3fc0-d662a12b8ced	287	2079	22559.72298020426	2145f144d6ac75eef0a0085a7dc3b9936089657bc92d9d6b24e468f418b03fe7
ESM-Sc84f61bdb0c1af4d5b127872e79c5e30ed00a4a6d5881f59ee2f76e4e0ffd1f0-d662a12b8ced	228	1751	13004.163666712575	aa7d11359f6288ed46b2e6a68f2ea900f6ed1bf8bcbfccda7cf500c850e40beb
ESM-Scd7928c4904494025d85c3c689df52e73d5441fcac394bff728e06188a651036-d662a12b8ced	317	2356	21899.648941655494	813066ec15f6c7e608bf33629652eefd3a82157347dbf613e565b9ef8585a954
ESM-S2e84f334ca7da03df9c588d6ad5fa27403cddd713bdbd327013aee2ddfffbffa-d662a12b8ced	248	1912	12774.231242597603	6293b5d1506a8a8561c9d11959df28c52efdf5ea609e758bcc5112b602407fe7
ESM-S55e51da4c137b66ac646ab107ed2d5ecf1605360d1c0c52def4fe5b805ff7f4c-d662a12b8ced	225	1723	12637.956155386037	975615c9804a14236734a832c41862270a9f875033263debb5b1391ff2ad5772
ESM-S25cd260391b99758c0451f94184bfab71dee79e69c9095a13bbc99ecec68da05-d662a12b8ced	318	2293	21483.44240728842	06069627ef5168d42f262e775d86f76475b08918bb0d6259dd81572fe92d3d09
ESM-S09a9b19f47dd86b6dbcacd8864389891680771e3ff7b61f3ddd597c225f721c8-d662a12b8ced	285	2132	17701.904182024748	8e18e79a6c9197c50ab43d56985c952f68f5474e3ab4889b3a9c315666fe367c
ESM-Sea2f7f9b16bf6f5ecda79249357a1bc03a81d8e8280cf7a21f6f60a221ce3a1e-d662a12b8ced	335	2590	24171.895065303637	b4e0e086399e774bc75b7c987a486db04036eb19eb484b2b623ca65a354b3d97
ESM-Sa24e65138f937279eaf051508af19efc0415b768ee454c83680694883c8f8b41-d662a12b8ced	294	2200	19013.68625155465	7693c53ac81eb093e47e767cff1f9ab9e58a48b59df5e87adcbac9aed3616eca
ESM-S074d963f1fe3d8990245e7c7e6eb53622cf9c67ffa64165bab4501cb2d1394eb-d662a12b8ced	241	1840	12018.665501666974	de0262b5f9da080b6a7dffe6346c1406d1dbba64f1bbb9863a82930905cd03c5
ESM-S14a53f5f037a556b7583c2a58f10ebdf4228fbd51d35f03b17b6cea3793a3a0b-d662a12b8ced	314	2300	21381.38630124199	7b6fad25305b82816b3506caff2ea4e4a5939e86b771bc115232f2afb66600b4
ESM-S7213bdd62dd0e0118361ac3916da6dc2a1cff7f789db097c1a748d09a138b6b3-d662a12b8ced	309	2294	21195.59476972841	a966a37c0871baa78a000446cfd07a390856f55bd14b1d83cc213292e732cd9a
ESM-Se035bc977c907edf30b05fa3eacd563ddc0eb0044f6766b345c29d1ba2141d31-d662a12b8ced	216	1672	10911.93690334986	5eeb24b95bc07e627a9c19be36efe7dab84ea53dd3269cfb67188d9169a29b3a
ESM-Sc096a8e59b7ff620b43235f43c3a2936a99500ed8471dc43929cf634b6861d56-d662a12b8ced	319	2352	21917.130717512497	f827da87b8de21f7c9011f3fb51e1769514c3d802cb9319bcb677adae111b552
ESM-S0fbeeaea1c3ecff5d2ab9afcc5aa7cfae2f9b71b0d0251b7e7205a5c09689952-d662a12b8ced	247	1892	13305.520737804654	a763bdbe06f3abe53a0e09362608085efeb990b01405fb88ae94551f3e720490
ESM-S87dac1050762b0e9580b48caf8a2ef9a97ced315c2f1d77db30dd9966f7549b3-d662a12b8ced	267	2055	15349.10657554101	c2e8b9708c11b7fcb0d3fc19e8665f8f92cf6a94633460b2971801eb15f49c97
ESM-S53d35d81b88b23f6c1c34d54de26ac2863de644e2daa36b527dd4c5f19d45a9f-d662a12b8ced	249	1925	13470.858227415682	182f63a7c562e8c23b3f8ee79bb35b48e58cbe30c29beb255fb67754ffcc8426
ESM-S8256ed9fe1f2dac38f4fdb96adc36f67d987a7cf0dfb1cc633911324797de024-d662a12b8ced	250	1943	13774.380150370394	fa1d4f58997fc0ced919a456f1d125a134c189fb64c3bdb38736eec5a81079d6
ESM-S885aa7cdb0b3a838e92845aef31329b83f292528134ec29238a4fbcead6f66a8-d662a12b8ced	257	1961	14745.410715759537	2d137b4caf760fc113ecaddf66606de8cb1cc67ce1fb553e99c6bbc2a30ab451
ESM-S30b23c6f5bb81a5a77aff562e90dabcea42e45099e6b35ece8cdacb1b3975dec-d662a12b8ced	248	1921	13519.738780639686	5809b2462250318d574bb8d61d3f13e95d7cebd1e91d99ccef589e7f2c38fb57
ESM-S64a8981425bf808dd0e0909cf5956a0a1482972077fb7ab014a371e293c6c5fc-d662a12b8ced	296	2245	18803.82440130694	6c6e924145f33cadaa89a22687ebc9ef34b33106fcdfea8555de26bd54b69de2
ESM-S4b3fd3421648cf6801d280196a75d22aab0c0f4390494a33d5037447af390612-d662a12b8ced	271	2066	16145.94631859007	d302fe8ef87903980ae183ddbfdf239697e312b96ab162581a9cd8ac82f3145d
ESM-S4d1bcd6fe3a3d2f0965f9c1728e3d95dad500578cb94849e9b5fe176f1e879e2-d662a12b8ced	255	1921	13910.055791596727	7c97d02a60c89afb6ae8a3b3d3aca619c4418769c6f6a746b1ea7042bfae41d0
ESM-Sdc9bccc266a3d5a42301967173f05824e69079b0aec07eb31bb69daa781abd4b-d662a12b8ced	292	2213	17508.904586871755	12ee7c961a80617a725220d67d683ca201bc7016aafacd5b265d3023d91a9733
ESM-S753af32d8cedf8f4cf2e2a8bd85ef9988ed33f213528b89bb548d8f5e94874f2-d662a12b8ced	247	1896	13122.097829707202	ef7f56ae1ebaa06b0464eaaa7d9baa30b2baf4c765cebeac3450e52e2154b5ca
ESM-S3b424b21b763d92d498d442469748ceb0fb398e0e1bb6630a8b13877b9ac19c2-d662a12b8ced	260	2001	14373.199580293083	3c27b1eb589fa506cb7cbda900778e6405b4356531a0f5a2491b105654af22c2
ESM-Sad68a0840df10ae84d0d1741fb389926b5fffbc009e657327b9407410ecac6aa-d662a12b8ced	291	2219	17619.818050812828	49b4946a56b0ed06902c1921b21fd2ac3718ecdea689c1194f90f311ddf818ec
ESM-Saeac13f88f34bc09375c71a2b2a315a6cdf1d008bb2aa6b08b731c1ebc9b9d57-d662a12b8ced	249	1913	13503.390351349424	1a18cb19661604f14ac0c892d30cb0e928956b38181132cf3d1932434fda9bfa
ESM-S947374069de624ea2debfbfd164193337b5b40c92c39ac82014d40638eacbef6-d662a12b8ced	247	1902	13438.92234373367	7b7ae632f21d92df0b04736bae5789c8e3f442aec9d1e176db0509ecc471781d
ESM-Sa8a9bb100b99b63e985d020c32cfce17ed37e356f19078e44b1a2677b0c3ae96-d662a12b8ced	298	2234	18658.23848300915	e07b150989ed3f891d992b5fb81c3ba1216424a1399fdff6c1319a3ad058d484
ESM-S961028ecc678f868346365831868a8535f2bb9e5b791310360ab9cf809469410-d662a12b8ced	274	2087	16083.00489854749	1a3120f4797430bc3d140e0a83e81829e8e6112080e1eb258a8ddbcc71c66c71
ESM-Sae153182601ff398033be9491d8393b1bc3c5834638f8b2e151db4eb0c991ab3-d662a12b8ced	253	1934	13899.884054167675	992516bb326783bfa15555b5bc0bc4da540dc064534c3fe9609df74c487b7850
ESM-S8d1c7cd483e6b3ade2ec33db5f21bc262f18716bd934480e56a156584a5ff5c3-d662a12b8ced	250	1923	13261.832526451695	c4c17d392fdbbd2676e244c63226e98ab71b2c331e3a23337b99cefe27d9377a
ESM-S04f1ed9cf3f988d42e2d1920e8233b4e616f737283eca1fb2767b72d649f587c-d662a12b8ced	248	1919	13573.574855935523	16b045855407ed63e0e229beade42ffc13a9088fdf56ac9811f5be3a1df913fa
ESM-S0bca8495ea666fdb398de25449bc579e8bf798f352503276a365c51215d062de-d662a12b8ced	247	1922	13463.28456878519	1c4035cb4041b69cbfd6f16360b942a35419172ecb76aa9f1a82d567e41ae8ee
ESM-S0d529089673cea692c929ad6ad8388b544454648c4917f7e2c1e1f7fd4196cba-d662a12b8ced	317	2430	20787.41975363215	6d6c13d402340cbafe61acc51574e68e8103b56de011e2d77058a657d19a4a73
ESM-S334a38f46a232cf6176b867de0b316c4419082a082b25e12fc005b6c1ce20403-d662a12b8ced	363	2798	28792.18526337234	dae334011457c2bf2735cd266afc1cf44fa6a82e9562d6630e5ca70ac4aea283
ESM-S7f0549a5160d35414c21e8172e25f9b19e6bcb635604cc34ee18b44a92c023e6-d662a12b8ced	267	2082	14887.413295515735	dbc1ecc2322c69a403924c25ea304a3e6d78a03dbf870b4e6252d23b4084c133
ESM-Sdb70101be8261620743f3823e2a0be019c9366418cdc89d4a04d2b64fb3afd92-d662a12b8ced	247	1900	13410.628509723962	b317c50d77f3cd9ce9717f6a239fbd700a182ee8647d22c437913c0e1ad86315
ESM-S72ab27245227b93b962f1a975efb395fb4346187fc3f911637ab2bd1d28dea55-d662a12b8ced	250	1924	13575.696364291514	daa78b0054ab996b7ca90c6939c793418536ec8d02c3564efaf7a320ef3d108a
ESM-S62381ca88f1f63080bdb73189303f2808593b5732c75bc2039ac136a7806a6c0-d662a12b8ced	318	2420	20386.28870270104	a105b01bfd240e14ecbe7be65557679e0a7a1627a0805ba0ce8e36ed5b11a6aa
ESM-S384044dde5378cebbd5ce19c8fd741ac730299121fc202808372d8dc5122a2ac-d662a12b8ced	248	1891	13572.113693338357	ee0ca28deba27687536ac91003cdc371af0ddb2e5184bf180616123c5bf21770
ESM-Sf6e533520c5b071d64ad598e4e9b64aa9828d19b3d32c6739bd9455819be6aca-d662a12b8ced	261	1979	15116.3101590623	3e1ab0fa38c161579d991e701b2fc0aa016aab1bf79c495d43088dc235445e85
ESM-S5a756d57aeffdbd2540bf98df315298c4c4abda6db6da97bd53b0740cf02726c-d662a12b8ced	250	1900	13800.554189501107	571e9c689b5debe2017593b76aa1100f6d2f9fb8a463e56054dd7ae5d6b5dd42
ESM-Sa75ba1d934c9e84a120cfebf133b23c2c04d329fb510d070d00f64aea4f33fb3-d662a12b8ced	252	1945	13890.4802751358	3435f1abee19231b77c89421545d39f023775eb2a6ffacf4797f0adf9a9a5f6b
ESM-S4aeafa4d5d4009a11d774206c3794a8e3e9377642418c5aff5f80f9ca85b8833-d662a12b8ced	290	2235	19209.48037845781	ea480e9702b9548852b49b686924f4117d551fc360d0b903525270daa482631c
ESM-S948d59e2b52cc777e6a60b365a393a030ced988e2d02ea6d75be54d970230d82-d662a12b8ced	239	1887	13716.09657733274	0a49c8f47ddfaf26315c5a1d4a9be53e2c7eff22521e9f9710475097aa6e8160
ESM-S969960a7bac523372df703a7d6598445a78b0ae37c40570af56004841dbe37df-d662a12b8ced	295	2213	17850.390252417725	0778609f1dd0e1a31624be50ea1faf6c4a2212b9ba3679b82d2110668491bcf1
ESM-S010ae78b6ea001ec04871768b82955ccbc726658ffb4b74b045bfce153aec49b-d662a12b8ced	250	1891	13451.891459981234	45334c7348d70d1df8682e998d35dac8b29bee65a114a0dad311f9d9a39aa029
ESM-S7684bfd824cfd4fefa727398b3d1ad5b8a40d25906aff4acb39b25bcc7675358-d662a12b8ced	249	1940	13746.44763747676	41f85b62d12f2212cfaf97dbdab788830a4591e751a6d558ebfe364a9445d685
ESM-S23532381c79f53932b3463337dbf2dc7fe36557690e0d509609b72d40fc8b66e-d662a12b8ced	249	1920	13534.569166179794	18f4189f6aa1b5746aa8b6153d3b7d4b1fa90f1bb91a1a178db2c950a4af0b44
ESM-S70579a7a95b1419e1f9316309c1d27062c775f2e246547b1c7dea1f185bc13cd-d662a12b8ced	288	2224	19216.43354635928	d5389c422a9c293d1eb7ba968e9a80bbde0a329ff23937649a440b17842e8feb
ESM-S7d35a52f28483fd9dfdd58746055f1487e2221cb9167f1abc621e48e18027606-d662a12b8ced	293	2198	17991.94376244804	6ffb10cfe737043ea907457f8bdaa5f5b9ce4e74accce5a73f38f13a1a729e42
ESM-Sa4e044903a065932f1a5f60a459a4db3c90478f2e73dfc8dda2d88d61496877b-d662a12b8ced	247	1905	13355.81512029651	2b3d8fbc6eea6e3e9e5790c425a0615f3f942f6079d760746fcef50f8da5e9a1
ESM-S139b3f7c4d52d1f463712fec0b7b27d5b503ba63a2cf55696ae25d444f216dfa-d662a12b8ced	249	1921	13755.508242017126	1658129f5fe7a9c5b09c564e13de27cd41e545d9d938d5b6150c11f62fbc0004
ESM-Sf81cf581894dfe6fa837be78cdd5f81a0ba2679c369c7056049a38023fc98654-d662a12b8ced	323	2407	21796.575107505956	016616b07343f6f07afc3fef5a6bf7cd29f43e3b3e7e038fe5deb66b6136e592
ESM-S2e17d9e166b914480b365129eafb54938185d0f313bdf0976e70b16b28321825-d662a12b8ced	248	1923	13604.038631187965	54cef8ddb09695a0629ede7d13c7ac7c0b16d7f3c9197e2b4f850358ad957d96
ESM-S1648e078cc3f9a68bdcb1a5300c692510ae2586c820cfb524185e704e0c22fbe-d662a12b8ced	247	1908	13395.769864248938	0cacb47538c622b3987e1aaa81c8c7ca8b0c7d1c93116ee742fae93f9e77c760
ESM-Sabed610176c364ddb21d9da60805d87b7cf6930c1290bc8aa3d44ca2008e2acb-d662a12b8ced	294	2207	18084.4542858242	56ea9a9335fd0cbcacd713010aef789c8620e25a50a9e77f0bf5683d678db6e1
ESM-Seb82096e871f2992dcc3c4caca54630618e728d4ebc0704959e8ec4f8d2f91f7-d662a12b8ced	257	1963	14123.580428646243	d8245ef16c74c391973433797c1f121ac26c16fa5a8658e3dea7f7c705b9ba40
ESM-S686be2bcde2bc2abac2138efc18289aba032d4319d4483411899e5f1a942dcf0-d662a12b8ced	289	2169	17301.623100767036	233d220dea5407ab570167ff616cc6ee3a72f4d522db8985ef22b40b0bd5d239
ESM-S81ddca9dcdbdccfac8447080228cbeb29fb1c612f105b4f3e4127cfe68d84d56-d662a12b8ced	249	1923	13612.264526341243	5e558914bdfc8349d31048bdd2f6386b896300be9e45958da387f6b7c1594993
ESM-Sad3d0b0b4ecd87af13dc79db49c3497e91cb7926488e1e93dd3d019241a8dd36-d662a12b8ced	249	1920	13676.254473875912	710e20ded6a9c5b2b508b1c49a27beb254496e4697208d3d5f65546f46634dc4
ESM-S9b52a65e40013e0097d8e40f461a34cf02dae0aafe8998771adca8ba5a06b0be-d662a12b8ced	311	2382	20652.404417585738	9f0ee7537b45d21cd8a95a8c0c2cbc9ec8afcae7bda2193b683bae23900a4e45
ESM-S190f951873f05aa5efb62aa39aef1e8b5a15404b88205dcec70dcbdb901464c0-d662a12b8ced	289	2206	17579.613925926562	5e82a2b8b8c5399504184e0f61aea328e21f7d3ba0cb56cc96c9e049d850962d
ESM-Se89f0339630b43b83adee70cc452d26f95f76a8314c3542eac78ddfed31ae33d-d662a12b8ced	293	2233	17592.63441245	7eb75a53c393f1fcd096d722679aeefcf06357846d975ab3065b9b8fc6a8ea9d
ESM-S6e866525d0a6a37a6e6619ec5f72147dbeca9d094b27163a41a8a6c9cb147fb2-d662a12b8ced	298	2232	17930.27169244517	a8c30e05aa637d2a734dfe46ce650fe09e7954f32aa3df3cbf94b21e3a6121ad
ESM-S1824498588401f957c87694d230d0597d805057193cb0c308e24096a89533874-d662a12b8ced	294	2204	17963.827649643743	0f856d5ca79c68a901dbfaa02fd1922a35c0d94a1b3414ff19bf202776e0ad8a
ESM-S07fbf1bff8d73039d012da5aaec264a0e99558a109970984a8226177fa443ed4-d662a12b8ced	296	2248	18334.598059882243	e797ed6f3614a464648823fe9fbe423624777b8a66b5f526549f6cff1e242279
ESM-S1237c4fcdfe452262749328fee36748d2001279b2c3eca80cb74078166553a09-d662a12b8ced	294	2236	18046.00194834449	d8f816513d775a79c77837b399291832afd7304f08aa9d4b0acefc396bec462a
ESM-S895d27bb22a91a0b4c2b3f4f838775361dfb54091f0b7a338c700d3b77c29334-d662a12b8ced	248	1925	13334.719288975739	70e12721888eb903b3e770c23afc5b1a9a032e1f821d3161e71358fae1af237b
ESM-Se408b4167aac0468c5f2d6c2de0cb703f9581a81748a83fcc719345e54ab9884-d662a12b8ced	247	1912	13238.960171609211	efcdde54bf352e78c484838b9b24f5c89efa12c7c360e6299865f9d02875ad53
ESM-S21d479e8aeaad95027072ff7a8999a5e906806a0c577622b4c9a8a36e8403d0f-d662a12b8ced	252	1932	13669.603643688444	6d7a714c75749413871a109ccc467a5774348a06cc7145021d707ad7a9f90388
ESM-Sb195d97a273bd072acd5aab45c96e99c59b673283479da163152530f3d6bad04-d662a12b8ced	247	1924	13428.129735966482	d3f20fe6aa15614f8cfaa10e81e620b77e5281cae25cbed3c7b2d618f90b0985
ESM-S53b6285b2208f942078099ae6a5293844a25fe86e4ece765c5d9b366cf3df7a1-d662a12b8ced	258	1981	14308.137908531573	2663bf7242ae64bf9bf4d798d9fd8c8d61f75e54f09c23d5899ea5e6ed444bb3
ESM-Se10440d23e6ce8ba596cdc49ea4ca177edce62d870690bc02c1a8d1b3c20d923-d662a12b8ced	247	1887	13322.203929972093	5e6e8591a84803f3196554f47707a57f1a62812b5e94a9666aeb0417c1d152e4
ESM-S615b2f8c90a8608eff4190a64019f2a41c44f97bdfee6743f6ab88f33465457b-d662a12b8ced	254	1969	14020.830789841595	ed986356513f0eb5b4ec7c956e63580cea2291d3dbb0a59405c712b75cbeae1f
ESM-Sbca328ac0c93cb04568e13a554bc8381688c5e5981bbe244373adf662dc970f4-d662a12b8ced	250	1903	13615.791602885405	1c7c81ee17332c460989e19f877c9e18658188bffb3c1f2c3b0be588fca69386
ESM-S83583afae8e891d0b6db8d28aba8d6064e1b9d7282e610f98bf1be1de475ab76-d662a12b8ced	257	1974	14117.815983118024	9190738445bab67cf857f1c47c1f960c5180968064d9cdecb2689dcccc7578f3
ESM-S72cb4f57bce2e00ce0b329c56337672bd79725e77c613e83facb5f25bf367202-d662a12b8ced	249	1911	13422.153240788128	e8606be7c18cf48c8a31658b6e82d81a6bf3c72747e67b3afc752a63e02ff333
ESM-S42920268157223bb27c42ad288f2dee52824fb21017c3fdd4091dc90c2c5023a-d662a12b8ced	247	1915	13577.707763751987	1dc19b17739db3cb967410e34bdb807057f400f6cfa27b559d5ceedf79656d0c
ESM-S94f8b9f7cb7e8ed64662b776c0fec72cedb55eb6e93e4160eeebdf9bb8cca9e2-d662a12b8ced	247	1900	13449.955144585183	c8fe9b07d1b0bf651a286ef595a2ae7ee05c16045ee0b345c3eb612a52d7acf7
ESM-Sdf37a71c20bf0e3c686f7dcf3697dd302493a27e6b62d609ad770a68a79bb732-d662a12b8ced	247	1902	13480.183995465979	0770b4df123cb87e45ba1b2de9f1bcd98ed32b2d330727139acac2dbfebd55cc
ESM-S7a7c4cc3b826dde3010269d25c53a0e6611d240827674bbde7374aa5ba8ead9a-d662a12b8ced	247	1892	13432.021967678751	2a738c2b213b4fb73f18ea94225cd97544826d6e0e7cda5959c2f3e9cc35e4fd
ESM-S0ad365b34ac55d3625a1090ce8508f05c39c44c68a15f689dadc48b1932a6577-d662a12b8ced	247	1899	13626.420730024882	4452f50ac3b537fd68fd09466c158dffba39862b6e39ad39a40f549e47d217c9
ESM-Sb1a92e3c2d00dcfdc69880cd8867c62d810b193a34099cbdd425ede879481feb-d662a12b8ced	247	1897	13664.761537038397	0446855f9677b4bbbc1033041c27232184cc3a2b6632d9c5725daaa8a2397c23
ESM-Se47178072c003b77be30b305312b322753b5e7c596f88427224248dd381e014f-d662a12b8ced	267	2080	15160.046231270337	c4c64200e178d1d6918cf6177a5c81d27465463c7042d1e00506a85b00b31886
ESM-S33ce0e806415ab10379036e5bd94c7bcfbde5a04731660ff2538309d159f966c-d662a12b8ced	289	2197	17572.61540389915	43a09cebfa5f9f110ba0c160105a5646a49635fe50f9917703bacef7fb241ad7
ESM-S0f1ab6dc3fe188101856ce67ba9491f13bc2aae004adf25ca99d663712657eb8-d662a12b8ced	296	2247	18336.937444233743	88340541c34463860c2da4601bad37aad19ccbbd39c7c60e1144277b8d1f82ad
ESM-Sd846db265a6f2ddefa7c2c422d268172bdb62204898fe9a242a2c2146330028a-d662a12b8ced	247	1911	13741.171178153418	54b204392ab5dad1c3185c103704ef1c5358fa80594e1bc2f0839ed06e222bed
ESM-S9bc221f9a29633d51b3198ae9598dc005e20fa1fc720e13175da774f242ec8f1-d662a12b8ced	290	2211	17457.80838092291	2ce7b9308e26a7d2dfef72788bcfaeba59efb376b8e8b6513e7b022b44e126d6
ESM-Se487717734da7c6f12853320b3153fd9070314705086735f107374580947f57f-d662a12b8ced	295	2246	18394.80478896972	46b34b80f6139b66d5aa52489c70a7f3f85d7816352c5408ac0976d13fdf6f63
ESM-S9fed188a0840d0412348d0b85c3f8f298e58c92e8ddac60081eb97bcb3a984c5-d662a12b8ced	252	1936	13856.958999811122	da0cb2b6db85781950ef3a8f1f032cb24a04ddc1eb34535c5c40494619fd1a7b
ESM-S79cb544ce487b25c67fe3c2da695d1301808e61c0a1c75d4d77ba2d46eced4b4-d662a12b8ced	253	1957	14082.819879268138	ac5173f1277dc9d900b9a7c3feaeddcec8eba61b34e8bf518c13732ba0ef9183
ESM-Sde3763c2d1626071012aeea9a1872fd94c702c593218b5c16da1a03c02836735-d662a12b8ced	250	1908	14073.075110460646	de30b520febe5a1bada01b7c164ef135f5b5ee855dfa75284ff6540d67b11649
ESM-S6d96cbfddcaade237c838c8f857a99d0e17f73e7d5b0239f1253a83faa593b61-d662a12b8ced	251	1905	13378.53329231654	cffa1a55ef246c074cc303f368b7b1b0fe63caaff4d5132e463f56900971e3e8
ESM-S9ead221e64a0354f643c5afe072480eab3453cfbfc3e3e74fabb3ae4ebf819b9-d662a12b8ced	292	2228	17265.524673577864	bb1946d8dfa55ae2da108957faede5ed48a0ff61fb9f6b83540cee2ef38b5ac5
ESM-Sedea928cfc5f61a1ca17a4ebb9c70691bebe0699d5e9d2b566a158cda8c68b79-d662a12b8ced	237	1841	13481.803123886753	8561aab9924fdb53f5b6fc06fbd1427cb786223ca97e7d5ef260e72648881e1a
ESM-S67c80c348c34e7e25002f28f64be8fd2d791c408b846f9f7433588151eb1a2b6-d662a12b8ced	247	1901	13111.149576967979	7da06afa70899e823d9cade25f24cd8c903efcb3235d7e6081637e4cbe044efe
ESM-Sacd51da5d3dd7893b2c4f38a95be9acbb200594ae153cc089ad1423b35201c51-d662a12b8ced	251	1911	13702.66737876805	7be1d8caaabeed8596447325485984aa28d244c6cb24e83fd92b2c1cbe77af11
ESM-S833c07a9be83f91fd159de30dcb938b1dff62df3df39cfaf19ee74fe6f695591-d662a12b8ced	247	1895	13472.944833986288	0ac9fa144d7cff7e1528267bb6a898d1ff4b985f08c1932324e5bb11ef57bf41
ESM-S8bd34bb041eeba10502fbafe2ad4742aca5ff768d25414719761c6ce9726d172-d662a12b8ced	298	2240	18759.53059430113	bebbb9b020c82a287b218deb2e53f165867de1cc991013c3fd44265f3c608ca3
ESM-S32eabd875b4abcb29b6162436b9aa2da43ef865014d6f0437c3697b023ca6c68-d662a12b8ced	294	2203	18262.828057624727	da5140b79ffdfc1e04a50a09a4a89d0918829c9bca5e86cda0bb35cf7f86e380
ESM-Sf0326ab4beb161a7c509a57df1802f10078b68c3c4b8d3abb04a46001e37daa5-d662a12b8ced	247	1890	13062.525588453014	df015ea011ccfbbd0d31791748134e42ccbd17bba2d0e186528f3e00cb9bbdaa
ESM-Se0ff84799e7249189cc6ee2313e646b89b253a59177e851da203d16394b6f241-d662a12b8ced	250	1915	14018.77279532608	8df0dfb13ef6780e62291389041884d2f80ddcba6d509f2b6486f61bf1e29a76
ESM-S34657c4726781a6fa9567a45ecba9e6efd800981956e584bf43c1a15045e502a-d662a12b8ced	317	2383	21758.46680583774	e0610a369cf3eaf6fac20fc00d563f42c4ea7949a0a45a945d84c6dcc2fef65b
ESM-Sa88b00434dc7b3d6bccef6515313ff7621eeedbb164904571001aca914b897d4-d662a12b8ced	247	1900	13583.464246651825	1daeebc37c00362e65993fd91bfcf18d6a881aeedc3937038d4e49ae6a572f2b
ESM-S94eeb4719e2521db6c2857dfdd4b9f8b0b5d9e82ee035ae0e4519b09da295414-d662a12b8ced	119	935	11263.829916610923	313eab0e39fe3c20cf06d4bb99574c637222c416c96d76bd4b323d2c62830395
ESM-S6e5936060ee186dca701fee50f744f877de757176f099e85e566cad69a810113-d662a12b8ced	160	1223	15582.358752028958	1c61b0cc171ae89c58ab3ecd1ed1e7d1fdf98ff90d4c42f4c65b3fe4a89f3d5d
ESM-S1158cbe193ab72cf76859522574e2783c67ce8671d543afd6d98ada55bbb0065-d662a12b8ced	148	1086	13112.612820870278	d4f2a66b8e1d90d6b556eeb8b7ad3180a53aec2ecf52ed7a4bcc7ed2e2a585bb
ESM-Sf403f2528dbcaf9af88f148bffe09cb14779d5a43eb0df240b5f32059a9f92da-d662a12b8ced	135	1037	12030.678932339348	49d1f229aad837325cfdc66042010b7a153ec7660071d6acaefaef41367cb671
ESM-S770df6bcefb2ecd31bb0f1bee6b26d7a93b241929c7da5bdc2d62b14c19b3174-d662a12b8ced	149	1133	14211.293298908398	fa37cbe779b8c5864b4e2467eef4e93cfd0ec0e05c026aaf2ba9ca5e7dc0b4c5
ESM-Sfd62fdaf5ebec358d54437e376fd8937dc920aae9b7f0d4fa9bcba9842ec412b-d662a12b8ced	141	1099	13711.263861426734	ed64373f37046da32717f6d68ee812cb7486e6d803b46bd7e303d198587cff95
ESM-S01503eb89b0d68f1b161af87e4fb2fe5dc5fceaf16f10d8c0aaa758dfca6e1a9-d662a12b8ced	144	1038	12681.994596724004	cbaa2a18e3a467ef7d2ff61d17ead15917134856bf121040f8a67e6f2c4185d9
ESM-Se67d031a4afc4aec1279dca4a1fad236aadbc240155c4ac302aafd3058e3bc60-d662a12b8ced	161	1261	16026.643632020647	7039d6f3982df2513a6c1194f5e6b29e18df4c9b0eeae5e35356df2192192264
