taxon_id	assembly_accession	validation_status	report_rows	flagged_sequence_count	exclude_fix_trim_union_bp	review_rare_union_bp	review_union_bp	reported_actions	report_sha256	report_path	fcs_run_metadata
F1682393	GCF_020744255.1	publisher_verified_report	0	0	0	0	0	{}	93dc8f58b7f2efbc1af4bff5e3c1c4a678f82bf5ecd538d772412b7d1084e501	results/qc/selected-assembly-fcs-v1/reports/GCF_020744255.1/GCF_020744255.1_Mictri1_fcs_report.txt	"[[""FCS genome report"", 2, 1], {""git-rev"": ""v0.4.0"", ""run-date"": ""Mon Mar 20 19:22:19 2023"", ""db"": {""build-date"": ""2023-01-24"", ""seqs"": 3025824, ""Gbp"": 709.264}, ""run-info"": {""agg-cvg"": 0.971342, ""asserted-div"": ""fung:ascomycetes"", ""inferred-primary-divs"": [""fung:ascomycetes""], ""corrected-primary-divs"": [""fung:ascomycetes""]}}]"
F1684307	GCF_003144135.1	publisher_verified_report	0	0	0	0	0	{}	d29eb4fd5eab5e93553a06989b0dc36fd39cdb3729c4a72eb75f91b33e69bad4	results/qc/selected-assembly-fcs-v1/reports/GCF_003144135.1/GCF_003144135.1_Rhodsp1_fcs_report.txt	"[[""FCS genome report"", 2, 1], {""git-rev"": ""v0.4.0"", ""run-date"": ""Mon Mar 20 19:22:55 2023"", ""db"": {""build-date"": ""2023-01-24"", ""seqs"": 3025824, ""Gbp"": 709.264}, ""run-info"": {""agg-cvg"": 0.9481, ""asserted-div"": ""fung:basidiomycetes"", ""inferred-primary-divs"": [""fung:basidiomycetes""], ""corrected-primary-divs"": [""fung:basidiomycetes""]}}]"
F1690604	GCF_036872675.1	publisher_verified_report	0	0	0	0	0	{}	5bc48c60020b8b02a664e00063d6732fa7e504417be650a81d057137492b17eb	results/qc/selected-assembly-fcs-v1/reports/GCF_036872675.1/GCF_036872675.1_ASM3687267v1_fcs_report.txt	"[[""FCS genome report"", 2, 1], {""git-rev"": ""v0.4.0-139-g61227c1"", ""run-date"": ""Tue Aug 22 20:01:09 2023"", ""db"": {""build-date"": ""2023-01-24"", ""seqs"": 3025824, ""Gbp"": 709.264}, ""run-info"": {""agg-cvg"": 0.545496, ""asserted-div"": ""fung:ascomycetes"", ""inferred-primary-divs"": [""fung:ascomycetes"", ""fung:fungi"", ""fung:budding yeasts""], ""corrected-primary-divs"": [""fung:ascomycetes"", ""fung:fungi"", ""fung:budding yeasts""], ""species"": ""Lithohypha guttulata""}}]"
F1690608	GCF_035928015.1	publisher_verified_report	0	0	0	0	0	{}	c607878efaf2305316a7c34a4b8b766eda80dcc797bc7478d8c7e5c480784e83	results/qc/selected-assembly-fcs-v1/reports/GCF_035928015.1/GCF_035928015.1_ASM3592801v1_fcs_report.txt	"[[""FCS genome report"", 2, 1], {""git-rev"": ""v0.4.0-139-g61227c1"", ""run-date"": ""Tue Aug 22 20:00:15 2023"", ""db"": {""build-date"": ""2023-01-24"", ""seqs"": 3025824, ""Gbp"": 709.264}, ""run-info"": {""agg-cvg"": 0.45331, ""asserted-div"": ""fung:ascomycetes"", ""inferred-primary-divs"": [""fung:ascomycetes"", ""fung:fungi"", ""fung:budding yeasts""], ""corrected-primary-divs"": [""fung:ascomycetes"", ""fung:fungi"", ""fung:budding yeasts""], ""species"": ""Saxophila tyrrhenica""}}]"
F169141	GCA_022814125.1	publisher_verified_report	0	0	0	0	0	{}	4c4cb145fc922f565572c684f86f4e3ed4d06b7444b67edaf62683356b13cbc6	results/qc/selected-assembly-fcs-v1/reports/GCA_022814125.1/GCA_022814125.1_ASM2281412v1_fcs_report.txt	"[[""FCS genome report"", 2, 1], {""git-rev"": ""v0.4.0"", ""run-date"": ""Sat Mar  4 02:00:13 2023"", ""db"": {""build-date"": ""2023-01-24"", ""seqs"": 3025824, ""Gbp"": 709.264}, ""run-info"": {""agg-cvg"": 0.458733, ""asserted-div"": ""fung:ascomycetes"", ""inferred-primary-divs"": [""fung:ascomycetes"", ""fung:fungi""], ""corrected-primary-divs"": [""fung:ascomycetes"", ""fung:fungi""]}}]"
F170000	GCA_025201825.1	publisher_verified_report	0	0	0	0	0	{}	f3f15182146783939b594ee7e161caa1fa94f14672c875eff756bf4bd079d026	results/qc/selected-assembly-fcs-v1/reports/GCA_025201825.1/GCA_025201825.1_Phapa1_fcs_report.txt	"[[""FCS genome report"", 2, 1], {""git-rev"": ""v0.4.0"", ""run-date"": ""Fri Mar 10 15:53:56 2023"", ""db"": {""build-date"": ""2023-01-24"", ""seqs"": 3025824, ""Gbp"": 709.264}, ""run-info"": {""agg-cvg"": 0.065129, ""asserted-div"": ""fung:basidiomycetes"", ""inferred-primary-divs"": [""fung:basidiomycetes"", ""fung:ascomycetes"", ""fung:fungi""], ""corrected-primary-divs"": [""fung:basidiomycetes"", ""fung:ascomycetes"", ""fung:fungi""]}}]"
F170446	GCA_016906575.1	publisher_verified_report	0	0	0	0	0	{}	fa73cdc742de7aeb7a39a3b22cc6b80ee2be30f3b5af08287e224c744e02877a	results/qc/selected-assembly-fcs-v1/reports/GCA_016906575.1/GCA_016906575.1_ASM1690657v1_fcs_report.txt	"[[""FCS genome report"", 2, 1], {""git-rev"": ""v0.4.0"", ""run-date"": ""Sun Mar  5 05:29:08 2023"", ""db"": {""build-date"": ""2023-01-24"", ""seqs"": 3025824, ""Gbp"": 709.264}, ""run-info"": {""agg-cvg"": 0.485887, ""asserted-div"": ""fung:basidiomycetes"", ""inferred-primary-divs"": [""fung:basidiomycetes""], ""corrected-primary-divs"": [""fung:basidiomycetes""]}}]"
F1708541	GCF_000263375.1	publisher_verified_report	0	0	0	0	0	{}	09a22e56454985888b30e5b1686132765101d19eea1a43f2672f08ddf4be9316	results/qc/selected-assembly-fcs-v1/reports/GCF_000263375.1/GCF_000263375.1_Wallemia_sebi_v1.0_fcs_report.txt	"[[""FCS genome report"", 2, 1], {""git-rev"": ""v0.4.0"", ""run-date"": ""Mon Mar 20 18:44:59 2023"", ""db"": {""build-date"": ""2023-01-24"", ""seqs"": 3025824, ""Gbp"": 709.264}, ""run-info"": {""agg-cvg"": 0.884725, ""asserted-div"": ""fung:basidiomycetes"", ""inferred-primary-divs"": [""fung:basidiomycetes""], ""corrected-primary-divs"": [""fung:basidiomycetes""]}}]"
F1708542	GCA_056320075.1	publisher_verified_report	0	0	0	0	0	{}	ad3f4eb546d91766f08be4379028c18b437533e6d1fa64a52e4d5c3e6550aa3f	results/qc/selected-assembly-fcs-v1/reports/GCA_056320075.1/GCA_056320075.1_ASM5632007v1_fcs_report.txt	"[[""FCS genome report"", 2, 1], {""git-rev"": ""v0.5.5"", ""run-date"": ""Mon Mar 16 19:50:46 2026"", ""db"": {""build-date"": ""2023-01-24"", ""seqs"": 3025824, ""Gbp"": 709.264}, ""run-info"": {""agg-cvg"": 0.971315, ""asserted-div"": ""fung:basidiomycetes"", ""inferred-primary-divs"": [""fung:basidiomycetes"", ""fung:budding yeasts""], ""corrected-primary-divs"": [""fung:basidiomycetes"", ""fung:budding yeasts""], ""species"": ""Wallemia canadensis"", ""genome-hash"": ""9872dae037e36147""}}]"
F1712513	GCA_003614755.1	publisher_verified_report	26	26	444168	0	0	"{""EXCLUDE"": 26}"	a44f7e839d96451906166faa8079d155f58860d157e8069326bcf8ea84e64957	results/qc/selected-assembly-fcs-v1/reports/GCA_003614755.1/GCA_003614755.1_Synps1_fcs_report.txt	"[[""FCS genome report"", 2, 1], {""git-rev"": ""v0.5.3"", ""run-date"": ""Fri May 10 18:20:21 2024"", ""db"": {""build-date"": ""2023-01-24"", ""seqs"": 3025824, ""Gbp"": 709.264}, ""run-info"": {""agg-cvg"": 0.586219, ""asserted-div"": ""fung:fungi"", ""inferred-primary-divs"": [""fung:fungi""], ""corrected-primary-divs"": [""fung:fungi""], ""species"": ""Syncephalis pseudoplumigaleata"", ""genome-hash"": ""4d8e11173c108684""}}]"
F173216	GCF_033847375.1	publisher_verified_report	0	0	0	0	0	{}	f4718c29178fad50d12e0b729959989211983a401ebf28d1b6f39a74dc1334d9	results/qc/selected-assembly-fcs-v1/reports/GCF_033847375.1/GCF_033847375.1_Triagg1_fcs_report.txt	"[[""FCS genome report"", 2, 1], {""git-rev"": ""v0.4.0-149-geb447a8"", ""run-date"": ""Thu Nov  2 08:47:15 2023"", ""db"": {""build-date"": ""2023-01-24"", ""seqs"": 3025824, ""Gbp"": 709.264}, ""run-info"": {""agg-cvg"": 0.93277, ""asserted-div"": ""fung:ascomycetes"", ""inferred-primary-divs"": [""fung:ascomycetes""], ""corrected-primary-divs"": [""fung:ascomycetes""], ""species"": ""Trichoderma aggressivum""}}]"
F1738374	GCF_050948025.1	publisher_verified_report	0	0	0	0	0	{}	9506debf0c7670bbe3f0de987591fb2988a613f80317b4660a3f721d02892125	results/qc/selected-assembly-fcs-v1/reports/GCF_050948025.1/GCF_050948025.1_Tricam1_fcs_report.txt	"[[""FCS genome report"", 2, 1], {""git-rev"": ""v0.5.5"", ""run-date"": ""Mon May  5 09:44:26 2025"", ""db"": {""build-date"": ""2023-01-24"", ""seqs"": 3025824, ""Gbp"": 709.264}, ""run-info"": {""agg-cvg"": 0.972533, ""asserted-div"": ""fung:ascomycetes"", ""inferred-primary-divs"": [""fung:ascomycetes"", ""fung:fungi""], ""corrected-primary-divs"": [""fung:ascomycetes"", ""fung:fungi""], ""species"": ""Trichoderma camerunense"", ""genome-hash"": ""5ec0b50b82c227ca""}}]"
F174425	GCA_026054655.1	publisher_verified_report	0	0	0	0	0	{}	8ccde94f27c136de0606f7a37b8a3733bbb443eea4bc18cff539ceb1e1ee4d05	results/qc/selected-assembly-fcs-v1/reports/GCA_026054655.1/GCA_026054655.1_ASM2605465v1_fcs_report.txt	"[[""FCS genome report"", 2, 1], {""git-rev"": ""v0.4.0"", ""run-date"": ""Fri Mar  3 06:33:27 2023"", ""db"": {""build-date"": ""2023-01-24"", ""seqs"": 3025824, ""Gbp"": 709.264}, ""run-info"": {""agg-cvg"": 0.307774, ""asserted-div"": ""fung:ascomycetes"", ""inferred-primary-divs"": [""fung:ascomycetes"", ""fung:fungi"", ""fung:budding yeasts""], ""corrected-primary-divs"": [""fung:ascomycetes"", ""fung:fungi"", ""fung:budding yeasts""]}}]"
F174680	GCA_052576065.1	repeat_identical_https_report_without_publisher_md5	0	0	0	0	0	{}	3e6e6ce14358e2d8d25dfbdaf0d0f88fe3aecacef27c3fe3aaad8e23ef397240	results/qc/selected-assembly-fcs-v1/reports/GCA_052576065.1/GCA_052576065.1_ASM5257606v1_fcs_report.txt	"[[""FCS genome report"", 2, 1], {""git-rev"": ""v0.5.4-102-g807e21a"", ""run-date"": ""Mon Feb  3 02:03:37 2025"", ""db"": {""build-date"": ""2023-01-24"", ""seqs"": 3025824, ""Gbp"": 709.264}, ""run-info"": {""agg-cvg"": 0.437218, ""asserted-div"": ""fung:microsporidians"", ""inferred-primary-divs"": [""fung:microsporidians""], ""corrected-primary-divs"": [""fung:microsporidians""], ""species"": ""Glugoides intestinalis"", ""genome-hash"": ""b0691fd2df45869e""}}]"
F174688	GCA_052575965.1	repeat_identical_https_report_without_publisher_md5	0	0	0	0	0	{}	f9947a4dc30bef593bfed0d968446949a7f6ecaea3946d802474525b1d10822c	results/qc/selected-assembly-fcs-v1/reports/GCA_052575965.1/GCA_052575965.1_ASM5257596v1_fcs_report.txt	"[[""FCS genome report"", 2, 1], {""git-rev"": ""v0.5.4-102-g807e21a"", ""run-date"": ""Mon Feb  3 02:34:08 2025"", ""db"": {""build-date"": ""2023-01-24"", ""seqs"": 3025824, ""Gbp"": 709.264}, ""run-info"": {""agg-cvg"": 0.204317, ""asserted-div"": ""fung:microsporidians"", ""inferred-primary-divs"": [""fung:microsporidians""], ""corrected-primary-divs"": [""fung:microsporidians""], ""species"": ""Gurleya vavrai"", ""genome-hash"": ""532e0eb42e2a24ff""}}]"
F1750568	GCF_015039405.1	publisher_verified_report	0	0	0	0	0	{}	b3661d59ecc9dd52ef7c6f0fc4eef79147be3dd49b3ed3943c69d197383aab9b	results/qc/selected-assembly-fcs-v1/reports/GCF_015039405.1/GCF_015039405.1_Cananz1_fcs_report.txt	"[[""FCS genome report"", 2, 1], {""git-rev"": ""v0.4.0"", ""run-date"": ""Mon Mar 20 19:23:43 2023"", ""db"": {""build-date"": ""2023-01-24"", ""seqs"": 3025824, ""Gbp"": 709.264}, ""run-info"": {""agg-cvg"": 0.866246, ""asserted-div"": ""fung:basidiomycetes"", ""inferred-primary-divs"": [""fung:basidiomycetes""], ""corrected-primary-divs"": [""fung:basidiomycetes""]}}]"
F1754190	GCA_002104975.1	publisher_verified_report	0	0	0	0	0	{}	e48a2234256e196b14eaaca384405b5f9099d1618a24d50638b35a95822d0bef	results/qc/selected-assembly-fcs-v1/reports/GCA_002104975.1/GCA_002104975.1_Neocallimastix_sp._G1_v1.0_fcs_report.txt	"[[""FCS genome report"", 2, 1], {""git-rev"": ""v0.4.0"", ""run-date"": ""Wed Mar  8 06:31:52 2023"", ""db"": {""build-date"": ""2023-01-24"", ""seqs"": 3025824, ""Gbp"": 709.264}, ""run-info"": {""agg-cvg"": 0.988548, ""asserted-div"": ""fung:chytrids"", ""inferred-primary-divs"": [""fung:chytrids""], ""corrected-primary-divs"": [""fung:chytrids""]}}]"
F1754191	GCA_002104945.1	publisher_verified_report	0	0	0	0	0	{}	5a312e38d312af7353295c11fac03270e3c6db170cae0962667e83634fa8171f	results/qc/selected-assembly-fcs-v1/reports/GCA_002104945.1/GCA_002104945.1_Piromyces_sp._finnis_v3.0_fcs_report.txt	"[[""FCS genome report"", 2, 1], {""git-rev"": ""v0.4.0"", ""run-date"": ""Wed Mar  8 06:31:21 2023"", ""db"": {""build-date"": ""2023-01-24"", ""seqs"": 3025824, ""Gbp"": 709.264}, ""run-info"": {""agg-cvg"": 0.648607, ""asserted-div"": ""fung:chytrids"", ""inferred-primary-divs"": [""fung:chytrids""], ""corrected-primary-divs"": [""fung:chytrids""]}}]"
F1754192	GCA_002104895.1	publisher_verified_report	0	0	0	0	0	{}	65ff261b055cad90d8172bdafcece0de891b8c4ed11fece38b73c265bb5c7840	results/qc/selected-assembly-fcs-v1/reports/GCA_002104895.1/GCA_002104895.1_Anaeromyces_sp._S4_v1.0_fcs_report.txt	"[[""FCS genome report"", 2, 1], {""git-rev"": ""v0.5.3"", ""run-date"": ""Sat May 11 00:08:53 2024"", ""db"": {""build-date"": ""2023-01-24"", ""seqs"": 3025824, ""Gbp"": 709.264}, ""run-info"": {""agg-cvg"": 0.9008, ""asserted-div"": ""fung:chytrids"", ""inferred-primary-divs"": [""fung:chytrids""], ""corrected-primary-divs"": [""fung:chytrids""], ""species"": ""Anaeromyces robustus"", ""genome-hash"": ""7214a0f63e56571e""}}]"
F1759441	GCA_001630335.1	publisher_verified_report	0	0	0	0	0	{}	45d8821bab20df592eae91373d766dbad81248785767185466d1bd455cc50010	results/qc/selected-assembly-fcs-v1/reports/GCA_001630335.1/GCA_001630335.1_Fibsp1_fcs_report.txt	"[[""FCS genome report"", 2, 1], {""git-rev"": ""v0.4.0"", ""run-date"": ""Wed Mar  8 08:20:05 2023"", ""db"": {""build-date"": ""2023-01-24"", ""seqs"": 3025824, ""Gbp"": 709.264}, ""run-info"": {""agg-cvg"": 0.417993, ""asserted-div"": ""fung:basidiomycetes"", ""inferred-primary-divs"": [""fung:basidiomycetes""], ""corrected-primary-divs"": [""fung:basidiomycetes""]}}]"
F177197	GCA_001879275.1	publisher_verified_report	0	0	0	0	0	{}	850277f903d736d59965bccf66bc9291652a7b5eeb430977f665a69b714ffa31	results/qc/selected-assembly-fcs-v1/reports/GCA_001879275.1/GCA_001879275.1_Conlig_v1.0_fcs_report.txt	"[[""FCS genome report"", 2, 1], {""git-rev"": ""v0.4.0"", ""run-date"": ""Wed Mar  8 07:25:50 2023"", ""db"": {""build-date"": ""2023-01-24"", ""seqs"": 3025824, ""Gbp"": 709.264}, ""run-info"": {""agg-cvg"": 0.643371, ""asserted-div"": ""fung:ascomycetes"", ""inferred-primary-divs"": [""fung:ascomycetes"", ""fung:fungi""], ""corrected-primary-divs"": [""fung:ascomycetes"", ""fung:fungi""]}}]"
F177199	GCA_003635345.1	publisher_verified_report	502	502	227545	0	0	"{""EXCLUDE"": 502}"	2bc13bc5722764490da6d36ae6bdc6dbc4d5bb8812ce634424ba8a1a2e19f294	results/qc/selected-assembly-fcs-v1/reports/GCA_003635345.1/GCA_003635345.1_ASM363534v1_fcs_report.txt	"[[""FCS genome report"", 2, 1], {""git-rev"": ""v0.5.3"", ""run-date"": ""Fri May 10 18:13:50 2024"", ""db"": {""build-date"": ""2023-01-24"", ""seqs"": 3025824, ""Gbp"": 709.264}, ""run-info"": {""agg-cvg"": 0.57807, ""asserted-div"": ""fung:ascomycetes"", ""inferred-primary-divs"": [""fung:ascomycetes"", ""fung:fungi""], ""corrected-primary-divs"": [""fung:ascomycetes"", ""fung:fungi""], ""species"": ""Coniochaeta pulveracea"", ""genome-hash"": ""6d56a1e86d7fae04""}}]"
F1774096	GCA_027604005.1	publisher_verified_report	0	0	0	0	0	{}	086471f96af941a0f8b56f3e2f37daed93f78a02edea1129304a58cac0886fc8	results/qc/selected-assembly-fcs-v1/reports/GCA_027604005.1/GCA_027604005.1_ASM2760400v1_fcs_report.txt	"[[""FCS genome report"", 2, 1], {""git-rev"": ""v0.4.0"", ""run-date"": ""Thu Mar  2 16:46:33 2023"", ""db"": {""build-date"": ""2023-01-24"", ""seqs"": 3025824, ""Gbp"": 709.264}, ""run-info"": {""agg-cvg"": 0.324993, ""asserted-div"": ""fung:chytrids"", ""inferred-primary-divs"": [""fung:chytrids"", ""fung:fungi""], ""corrected-primary-divs"": [""fung:chytrids"", ""fung:fungi""]}}]"
F1806994	GCF_006535985.1	publisher_verified_report	1	1	10949	0	0	"{""EXCLUDE"": 1}"	5a3c12954228f2b9e4b3ea5d30e9f0d453544238162c9308733f3bcfdc79044e	results/qc/selected-assembly-fcs-v1/reports/GCF_006535985.1/GCF_006535985.1_ASM653598v1_fcs_report.txt	"[[""FCS genome report"", 2, 1], {""git-rev"": ""v0.5.3"", ""run-date"": ""Tue May 14 00:23:06 2024"", ""db"": {""build-date"": ""2023-01-24"", ""seqs"": 3025824, ""Gbp"": 709.264}, ""run-info"": {""agg-cvg"": 0.767736, ""asserted-div"": ""fung:chytrids"", ""inferred-primary-divs"": [""fung:chytrids"", ""fung:fungi""], ""corrected-primary-divs"": [""fung:chytrids"", ""fung:fungi""], ""species"": ""Synchytrium microbalum"", ""genome-hash"": ""a4ea4f803739edba""}}]"
F1810926	GCF_047715825.1	publisher_verified_report	0	0	0	0	0	{}	1159b33d1c3c0f7015d0d88105ec558da21fe1ab0c6173462120b4cfd64d01cf	results/qc/selected-assembly-fcs-v1/reports/GCF_047715825.1/GCF_047715825.1_Aspstel1_1_fcs_report.txt	"[[""FCS genome report"", 2, 1], {""git-rev"": ""v0.5.3"", ""run-date"": ""Wed May 22 14:01:54 2024"", ""db"": {""build-date"": ""2023-01-24"", ""seqs"": 3025824, ""Gbp"": 709.264}, ""run-info"": {""agg-cvg"": 0.719412, ""asserted-div"": ""fung:ascomycetes"", ""inferred-primary-divs"": [""fung:ascomycetes"", ""fung:fungi""], ""corrected-primary-divs"": [""fung:ascomycetes"", ""fung:fungi""], ""species"": ""Aspergillus stella-maris"", ""genome-hash"": ""7f5876867917c532""}}]"
F1810928	GCF_047715775.1	publisher_verified_report	0	0	0	0	0	{}	c096fc0ae6e0eb875267eae70c032fceca1edf49b72685d0b99f9e79a2bc6d8e	results/qc/selected-assembly-fcs-v1/reports/GCF_047715775.1/GCF_047715775.1_Aspund1_1_fcs_report.txt	"[[""FCS genome report"", 2, 1], {""git-rev"": ""v0.5.3"", ""run-date"": ""Wed May 22 13:12:06 2024"", ""db"": {""build-date"": ""2023-01-24"", ""seqs"": 3025824, ""Gbp"": 709.264}, ""run-info"": {""agg-cvg"": 0.748559, ""asserted-div"": ""fung:ascomycetes"", ""inferred-primary-divs"": [""fung:ascomycetes"", ""fung:fungi""], ""corrected-primary-divs"": [""fung:ascomycetes"", ""fung:fungi""], ""species"": ""Aspergillus undulatus"", ""genome-hash"": ""572aec1ee410fef8""}}]"
F181123	GCA_000469055.2	repeat_identical_https_report_without_publisher_md5	137	137	279800	0	0	"{""EXCLUDE"": 82, ""TRIM"": 55}"	235622a7c2cc75daaea5c47dd38b1737c4b77794aead8b70c5550ec55cf77551	results/qc/selected-assembly-fcs-v1/reports/GCA_000469055.2/GCA_000469055.2_ASM46905v2_fcs_report.txt	"[[""FCS genome report"", 2, 1], {""git-rev"": ""v0.5.3"", ""run-date"": ""Mon May 13 21:59:40 2024"", ""db"": {""build-date"": ""2023-01-24"", ""seqs"": 3025824, ""Gbp"": 709.264}, ""run-info"": {""agg-cvg"": 0.785704, ""asserted-div"": ""fung:basidiomycetes"", ""inferred-primary-divs"": [""fung:basidiomycetes""], ""corrected-primary-divs"": [""fung:basidiomycetes""], ""species"": ""Austropuccinia psidii"", ""genome-hash"": ""3f4b6e3475eb6deb""}}]"
F1814901	GCA_012184295.1	publisher_verified_report	0	0	0	0	0	{}	276319f433cc35df9e0b430b72d6ec902791bfc0c35da2ac681adcd35f5068fb	results/qc/selected-assembly-fcs-v1/reports/GCA_012184295.1/GCA_012184295.1_ASM1218429v1_fcs_report.txt	"[[""FCS genome report"", 2, 1], {""git-rev"": ""v0.4.0"", ""run-date"": ""Mon Mar  6 01:40:58 2023"", ""db"": {""build-date"": ""2023-01-24"", ""seqs"": 3025824, ""Gbp"": 709.264}, ""run-info"": {""agg-cvg"": 0.342281, ""asserted-div"": ""fung:ascomycetes"", ""inferred-primary-divs"": [""fung:ascomycetes"", ""fung:budding yeasts""], ""corrected-primary-divs"": [""fung:ascomycetes"", ""fung:budding yeasts""]}}]"
F182096	GCF_016861735.1	publisher_verified_report	0	0	0	0	0	{}	73ab6e70e3e8becea0fb6877f6e1c468d165fbd378d989f32f85935dd059913e	results/qc/selected-assembly-fcs-v1/reports/GCF_016861735.1/GCF_016861735.1_AchevalieriM1_assembly01_fcs_report.txt	"[[""FCS genome report"", 2, 1], {""git-rev"": ""v0.5.4-27-g6e971e1"", ""run-date"": ""Fri Aug  9 13:22:56 2024"", ""db"": {""build-date"": ""2023-01-24"", ""seqs"": 3025824, ""Gbp"": 709.264}, ""run-info"": {""agg-cvg"": 0.66642, ""asserted-div"": ""fung:ascomycetes"", ""inferred-primary-divs"": [""fung:ascomycetes"", ""fung:fungi"", ""fung:budding yeasts""], ""corrected-primary-divs"": [""fung:ascomycetes"", ""fung:fungi"", ""fung:budding yeasts""], ""species"": ""Aspergillus chevalieri"", ""genome-hash"": ""6042a23465df6dc6""}}]"
F1825666	GCA_029339225.1	publisher_verified_report	0	0	0	0	0	{}	0ad05e658ad82b3b2525868eb414f84506ee58d28de6d1fcde6e77cafa65ccfc	results/qc/selected-assembly-fcs-v1/reports/GCA_029339225.1/GCA_029339225.1_ASM2933922v1_fcs_report.txt	"[[""FCS genome report"", 2, 1], {""git-rev"": ""v0.4.0"", ""run-date"": ""Sun Apr  2 13:11:29 2023"", ""db"": {""build-date"": ""2023-01-24"", ""seqs"": 3025824, ""Gbp"": 709.264}, ""run-info"": {""agg-cvg"": 0.156605, ""asserted-div"": ""fung:ascomycetes"", ""inferred-primary-divs"": [""fung:ascomycetes"", ""fung:fungi""], ""corrected-primary-divs"": [""fung:ascomycetes"", ""fung:fungi""]}}]"
F183962	GCF_050403485.1	publisher_verified_report	0	0	0	0	0	{}	b27b482ef664f1d82ab8001aa2391cb4b29dc5ee9315602d527fbb2c2c15855f	results/qc/selected-assembly-fcs-v1/reports/GCF_050403485.1/GCF_050403485.1_S_salmoneus_JCM6883v1_fcs_report.txt	"[[""FCS genome report"", 2, 1], {""git-rev"": ""v0.5.5"", ""run-date"": ""Sun May 18 20:51:11 2025"", ""db"": {""build-date"": ""2023-01-24"", ""seqs"": 3025824, ""Gbp"": 709.264}, ""run-info"": {""agg-cvg"": 0.748863, ""asserted-div"": ""fung:basidiomycetes"", ""inferred-primary-divs"": [""fung:basidiomycetes""], ""corrected-primary-divs"": [""fung:basidiomycetes""], ""species"": ""Sporobolomyces salmoneus"", ""genome-hash"": ""b0665a5cad2ee64a""}}]"
F1851185	GCA_025201365.1	publisher_verified_report	1	1	3551	0	0	"{""EXCLUDE"": 1}"	1405fd22688ae87f7a7f72d1a42a9907cc1e6e907b645ebedca1951b3e8546c3	results/qc/selected-assembly-fcs-v1/reports/GCA_025201365.1/GCA_025201365.1_Synplu1_fcs_report.txt	"[[""FCS genome report"", 2, 1], {""git-rev"": ""v0.5.3"", ""run-date"": ""Tue Apr 30 22:52:40 2024"", ""db"": {""build-date"": ""2023-01-24"", ""seqs"": 3025824, ""Gbp"": 709.264}, ""run-info"": {""agg-cvg"": 0.587832, ""asserted-div"": ""fung:fungi"", ""inferred-primary-divs"": [""fung:fungi""], ""corrected-primary-divs"": [""fung:fungi""], ""species"": ""Syncephalis plumigaleata"", ""genome-hash"": ""6a4fa19bc2812f72""}}]"
F1851187	GCA_025786725.1	publisher_verified_report	0	0	0	0	0	{}	323b1579b8d618e1de0a7790d34a26e91c973fcfbb882aa6b3f046a86421e5f9	results/qc/selected-assembly-fcs-v1/reports/GCA_025786725.1/GCA_025786725.1_Synfus1_fcs_report.txt	"[[""FCS genome report"", 2, 1], {""git-rev"": ""v0.4.0"", ""run-date"": ""Fri Mar  3 07:48:35 2023"", ""db"": {""build-date"": ""2023-01-24"", ""seqs"": 3025824, ""Gbp"": 709.264}, ""run-info"": {""agg-cvg"": 0.433674, ""asserted-div"": ""fung:fungi"", ""inferred-primary-divs"": [""fung:fungi""], ""corrected-primary-divs"": [""fung:fungi""]}}]"
F1858805	GCF_000292625.1	publisher_verified_report	0	0	0	0	0	{}	62c4a3f1a0b429d0570c825ef043eaef939e3a9485a754fef29b89ce6668c0b8	results/qc/selected-assembly-fcs-v1/reports/GCF_000292625.1/GCF_000292625.1_Dacryopinax_sp._DJM_731_SSP1_v1.0_fcs_report.txt	"[[""FCS genome report"", 2, 1], {""git-rev"": ""v0.4.0"", ""run-date"": ""Mon Mar 20 19:24:44 2023"", ""db"": {""build-date"": ""2023-01-24"", ""seqs"": 3025824, ""Gbp"": 709.264}, ""run-info"": {""agg-cvg"": 0.819788, ""asserted-div"": ""fung:basidiomycetes"", ""inferred-primary-divs"": [""fung:basidiomycetes""], ""corrected-primary-divs"": [""fung:basidiomycetes""]}}]"
F1859096	GCF_002954075.1	publisher_verified_report	0	0	0	0	0	{}	2574b974d28341527da4580580350e47b8eb11e06d75071613477afde90f00ec	results/qc/selected-assembly-fcs-v1/reports/GCF_002954075.1/GCF_002954075.1_C._deuterogattii_R265_chr_fcs_report.txt	"[[""FCS genome report"", 2, 1], {""git-rev"": ""v0.5.4-27-g6e971e1"", ""run-date"": ""Sat Aug 10 01:27:31 2024"", ""db"": {""build-date"": ""2023-01-24"", ""seqs"": 3025824, ""Gbp"": 709.264}, ""run-info"": {""agg-cvg"": 0.985044, ""asserted-div"": ""fung:basidiomycetes"", ""inferred-primary-divs"": [""fung:basidiomycetes"", ""fung:fungi""], ""corrected-primary-divs"": [""fung:basidiomycetes"", ""fung:fungi""], ""species"": ""Cryptococcus deuterogattii"", ""genome-hash"": ""bbecf8ba076b4594""}}]"
