case_id	translation_table	taxa	codons	branches	reported_log_likelihood	reevaluated_log_likelihood	likelihood_difference	reported_omega	saved_omega	omega_profile_lower	omega_profile_upper	maximum_component_additivity_error	numerical_review_flags	warning_lines	marker_copy_caveat	selection_eligibility
Aspergillus__5005196at2759__code1	1	10	442	17	-6548.188590729729	-6548.188590729729	0.0	0.04119192493828729	0.04119192493828729	0.03610287963584563	0.04664734767195055	2.3245294578089215e-16		0	none_recorded	not_established
Aspergillus__5005215at2759__code1	1	10	590	17	-8559.15875007331	-8559.15875007331	0.0	0.05839362413694905	0.05839362413694905	0.05258313313708689	0.06480766076505667	2e-10		1	none_recorded	not_established
Aspergillus__5005217at2759__code1	1	10	472	17	-7705.488744036472	-7705.488744036472	0.0	0.06156683615908141	0.06156683615908141	0.0556830543466513	0.06774852131311558	2e-10		0	none_recorded	not_established
Aspergillus__5005274at2759__code1	1	10	337	17	-5852.880675190244	-5852.880675190245	-9.094947017729282e-13	0.107548523266478	0.107548523266478	0.09759322581379151	0.1179248488413423	2e-10		0	none_recorded	not_established
Aspergillus__5005697at2759__code1	1	10	576	17	-8676.227291756068	-8676.227291756068	0.0	0.04691712709433561	0.04691712709433561	0.04202557514521851	0.05213413202118247	2e-10		0	none_recorded	not_established
Aspergillus__5005750at2759__code1	1	10	141	17	-1943.89811798927	-1943.8981179892698	2.2737367544323206e-13	0.07264765718173587	0.07264765718173587	0.05800846646537851	0.0893487807586515	2e-10		0	none_recorded	not_established
Aspergillus__5005892at2759__code1	1	10	360	17	-5806.996664948737	-5806.996664948738	-9.094947017729282e-13	0.0623006027007836	0.0623006027007836	0.05556334367572567	0.0697970208559026	2e-10		0	none_recorded	not_established
Aspergillus__5006326at2759__code1	1	10	592	17	-8412.471162691514	-8412.471162691514	0.0	0.04732674546370087	0.04732674546370087	0.04237496327257111	0.05251550101945068	2e-10		0	none_recorded	not_established
Aspergillus__5006412at2759__code1	1	10	538	17	-11142.48263309617	-11142.48263309617	0.0	0.1287278855839233	0.1287278855839233	0.1209799424604272	0.136971963674226	2e-10		0	none_recorded	not_established
Aspergillus__5011777at2759__code1	1	10	696	17	-12634.82633122522	-12634.82633122522	0.0	0.07521091795245591	0.07521091795245591	0.06991959966415273	0.08045965760065506	2e-10		0	none_recorded	not_established
Aspergillus__5013042at2759__code1	1	10	397	17	-6420.986030161392	-6420.986030161392	0.0	0.0472752251941204	0.0472752251941204	0.04179192028876653	0.05307658319126114	2e-10		0	none_recorded	not_established
Aspergillus__5013067at2759__code1	1	10	328	17	-3805.609086852818	-3805.6090868528177	4.547473508864641e-13	0.04347318304322401	0.04347318304322401	0.03564151493095845	0.05225227130107311	2e-10		1	none_recorded	not_established
Aspergillus__5013259at2759__code1	1	9	164	15	-2382.93849652628	-2382.93849652628	0.0	0.09220868421953488	0.09220868421953488	0.07751397418026282	0.108340208844262	2.0816681711721685e-16		0	none_recorded	not_established
Aspergillus__5013539at2759__code1	1	10	286	17	-4386.167852169603	-4386.167852169604	-9.094947017729282e-13	0.06247645771651928	0.06247645771651928	0.05420835088635436	0.07135958156145289	2e-10		0	none_recorded	not_established
Aspergillus__5013726at2759__code1	1	10	183	17	-2980.376844132143	-2980.3768441321427	4.547473508864641e-13	0.08809767805219758	0.08809767805219758	0.0760586747141189	0.1016509923757596	2e-10		0	none_recorded	not_established
Aspergillus__5013738at2759__code1	1	10	244	17	-4189.599806054863	-4189.599806054863	0.0	0.06195668072586662	0.06195668072586662	0.05425343251910261	0.07017342992309626	2e-10		0	none_recorded	not_established
Aspergillus__5013992at2759__code1	1	10	815	17	-11090.09516285552	-11090.095162855516	3.637978807091713e-12	0.02813287555720963	0.02813287555720963	0.02493177785872707	0.03157512459962635	2.2898349882893854e-16		0	none_recorded	not_established
Aspergillus__5014007at2759__code1	1	10	590	17	-9644.739956305286	-9644.739956305286	0.0	0.06773531151123091	0.06773531151123091	0.06180045091765781	0.07383854668342157	2.2898349882893854e-16		0	none_recorded	not_established
Aspergillus__5015403at2759__code1	1	10	428	17	-6728.012856013253	-6728.0128560132525	9.094947017729282e-13	0.05237286047914358	0.05237286047914358	0.04686055097722733	0.05822880151869914	1.8388068845354155e-16		0	none_recorded	not_established
Aspergillus__5015647at2759__code1	1	10	864	17	-13622.52869103958	-13622.528691039584	-3.637978807091713e-12	0.05058642130593756	0.05058642130593756	0.04664783868172764	0.05465575093599636	2e-10		0	none_recorded	not_established
Aspergillus__5015712at2759__code1	1	10	478	17	-7419.267484461922	-7419.267484461923	-9.094947017729282e-13	0.05602864708282367	0.05602864708282367	0.05025397553900376	0.06198166830489105	2e-10		0	none_recorded	not_established
Aspergillus__5015742at2759__code1	1	10	474	17	-7355.707664650135	-7355.7076646501355	-9.094947017729282e-13	0.03798095409187325	0.03798095409187325	0.0335617642969054	0.04280391167619007	2e-10		0	none_recorded	not_established
Aspergillus__5015876at2759__code1	1	10	514	17	-7814.450783815871	-7814.450783815871	0.0	0.06372742243790307	0.06372742243790307	0.05760465262600482	0.07024643884998097	2e-10		0	none_recorded	not_established
Aspergillus__5017019at2759__code1	1	10	390	17	-7110.639079151651	-7110.6390791516515	-9.094947017729282e-13	0.07510407950317821	0.07510407950317821	0.06808616309243033	0.08222585583727537	2e-10		0	none_recorded	not_established
Aspergillus__5018803at2759__code1	1	10	884	17	-14998.31726196338	-14998.317261963379	1.8189894035458565e-12	0.08256643883021163	0.08256643883021163	0.07735147432670493	0.08798288342540408	1.5265566588595902e-16		0	none_recorded	not_established
Aspergillus__529759at2759__code1	1	10	243	17	-3068.992911986227	-3068.992911986227	0.0	0.02658579854626431	0.02658579854626431	0.02045490090167669	0.03373002238971542	2e-10		0	none_recorded	not_established
Aspergillus__530014at2759__code1	1	10	853	17	-13391.89792350804	-13391.897923508035	5.4569682106375694e-12	0.04652185234457567	0.04652185234457567	0.04269011420488277	0.05047437145177343	2e-10		0	none_recorded	not_established
Aspergillus__530740at2759__code1	1	10	293	17	-5213.320912813977	-5213.320912813978	-9.094947017729282e-13	0.077403277867769	0.077403277867769	0.0699393120215473	0.08544985525221517	2e-10		0	none_recorded	not_established
Aspergillus__538728at2759__code1	1	10	521	17	-9022.665620145935	-9022.665620145935	0.0	0.0669022190430662	0.0669022190430662	0.06129379002876679	0.07267159633959025	2e-10		1	none_recorded	not_established
Aspergillus__538952at2759__code1	1	10	501	17	-8302.807421281355	-8302.807421281355	0.0	0.07732351009623373	0.07732351009623373	0.07064285361940578	0.0842168219117699	2.42861286636753e-16		0	none_recorded	not_established
Aspergillus__539632at2759__code1	1	10	305	17	-3796.664524245756	-3796.664524245756	0.0	0.06194068038501183	0.06194068038501183	0.0522067096419602	0.07274509317097702	2e-10		0	none_recorded	not_established
Aspergillus__540946at2759__code1	1	10	433	17	-6828.374018391443	-6828.374018391443	0.0	0.04351401538899983	0.04351401538899983	0.03857915195229877	0.04872066473923863	2.3592239273284576e-16		0	none_recorded	not_established
Aspergillus__541070at2759__code1	1	9	238	15	-4114.691229055914	-4114.691229055914	0.0	0.09591550122865695	0.09591550122865695	0.08467003608236061	0.1080546339870879	2.1510571102112408e-16		0	none_recorded	not_established
Aspergillus__554735at2759__code1	1	10	252	17	-3462.160862863838	-3462.1608628638382	-4.547473508864641e-13	0.05177518565888834	0.05177518565888834	0.04325185941638395	0.06129371975258898	1.491862189340054e-16		0	none_recorded	not_established
Aspergillus__649304at2759__code1	1	10	311	17	-5177.156498191423	-5177.156498191423	0.0	0.0778141441802287	0.0778141441802287	0.06889661793256119	0.08727817788757455	2e-10		0	none_recorded	not_established
Aspergillus__707076at2759__code1	1	10	261	17	-3790.927201892742	-3790.9272018927422	-4.547473508864641e-13	0.02760606805556264	0.02760606805556264	0.02287491328467568	0.03284999692003209	2e-10		1	none_recorded	not_established
Aspergillus__707202at2759__code1	1	10	355	17	-5462.864993578872	-5462.864993578872	0.0	0.04315026423652658	0.04315026423652658	0.03739430384655665	0.04949921127771107	2e-10		1	none_recorded	not_established
Aspergillus__727964at2759__code1	1	10	445	17	-7325.917826532859	-7325.917826532859	0.0	0.04992781156861445	0.04992781156861445	0.04467272553847457	0.05546388775840337	2e-10		0	none_recorded	not_established
Aspergillus__730114at2759__code1	1	10	535	17	-7422.307907055995	-7422.307907055996	-9.094947017729282e-13	0.03684294398005417	0.03684294398005417	0.03227736085883764	0.04175702547243764	2e-10		0	none_recorded	not_established
Aspergillus__760428at2759__code1	1	10	388	17	-6786.179208453224	-6786.179208453225	-9.094947017729282e-13	0.09928147958439874	0.09928147958439874	0.08999826862020602	0.1088306422669433	2e-10		0	none_recorded	not_established
Aspergillus__776280at2759__code1	1	10	492	17	-9075.51521183727	-9075.51521183727	0.0	0.07547965998534793	0.07547965998534793	0.0697776820042277	0.0818152846510497	2e-10		1	none_recorded	not_established
Aspergillus__801816at2759__code1	1	10	186	17	-2493.386871140748	-2493.3868711407476	4.547473508864641e-13	0.02524241771272099	0.02524241771272099	0.0193252618548922	0.03228005097075021	2e-10		0	none_recorded	not_established
Candida__115730at2759__code12	12	4	231	5	-1369.998060911431	-1369.9980609114307	2.2737367544323206e-13	0.008904475990105399	0.008904475990105399	0.005017745010976173	0.01445164456585009	1.726049858596923e-16		0	none_recorded	not_established
Candida__160487at2759__code12	12	4	870	5	-5643.264165898943	-5643.264165898943	0.0	0.02476999410958671	0.02476999410958671	0.01989880695257508	0.03027025459067176	4.163336342344337e-17		0	none_recorded	not_established
Candida__207567at2759__code12	12	4	180	5	-1244.368626067241	-1244.3686260672414	-4.547473508864641e-13	0.03068806740763114	0.03068806740763114	0.02155482695474839	0.04211109713706242	1.942890293094024e-16		0	none_recorded	not_established
Candida__260326at2759__code12	12	4	170	5	-1143.804750022147	-1143.8047500221473	-4.547473508864641e-13	0.01306240407172994	0.01306240407172994	0.008129746525145747	0.01972032540961333	2e-10		0	none_recorded	not_established
Candida__2852757at2759__code12	12	4	466	5	-3476.206118504031	-3476.2061185040307	4.547473508864641e-13	0.05550669310337475	0.05550669310337475	0.04591167096317401	0.0664607067808876	1.3877787807814457e-16		0	none_recorded	not_established
Candida__288615at2759__code12	12	4	598	5	-4685.999037684029	-4685.999037684029	0.0	0.04806179131252666	0.04806179131252666	0.04136563661165274	0.05541772758398068	3.885780586188048e-16		0	none_recorded	not_established
Candida__319730at2759__code12	12	4	445	5	-2949.745740389784	-2949.745740389784	0.0	0.07157096754624989	0.07157096754624989	0.05668030272590255	0.08871273169675575	2.42861286636753e-16		0	none_recorded	not_established
Candida__345792at2759__code12	12	4	280	5	-1688.159133329013	-1688.1591333290125	4.547473508864641e-13	0.02790068079140861	0.02790068079140861	0.01632141987222123	0.0438417565626481	3.9898639947466563e-17		0	none_recorded	not_established
Candida__4613677at2759__code12	12	4	116	5	-904.1288395411597	-904.1288395411597	0.0	0.0549542608252148	0.0549542608252148	0.04115677977522995	0.07170279078418465	1.1796119636642288e-16		0	none_recorded	not_established
Candida__4695236at2759__code12	12	4	1065	5	-7579.977269677623	-7579.977269677623	0.0	0.07446271603550549	0.07446271603550549	0.06579400800157396	0.08365626810849787	1.5612511283791264e-16		0	none_recorded	not_established
Candida__4747214at2759__code12	12	4	138	5	-863.0142616795558	-863.0142616795558	0.0	0.03117944606205638	0.03117944606205638	0.0188874458663995	0.04799207945726334	7.45931094670027e-17		0	none_recorded	not_established
Candida__4764044at2759__code12	12	4	400	5	-3134.958794540044	-3134.9587945400435	4.547473508864641e-13	0.06521480086622822	0.06521480086622822	0.05443227307527277	0.07724757779561323	1.5265566588595902e-16		0	none_recorded	not_established
Candida__4810093at2759__code12	12	4	742	5	-5822.926962391377	-5822.926962391377	0.0	0.05903049290832614	0.05903049290832614	0.05220334866680337	0.0662138162362786	2.8449465006019636e-16		0	none_recorded	not_established
Candida__4823929at2759__code12	12	4	400	5	-3304.24753542872	-3304.2475354287203	-4.547473508864641e-13	0.04880715847341495	0.04880715847341495	0.04155693235479513	0.05688291406208296	6.730727086790012e-16		0	none_recorded	not_established
Candida__4837017at2759__code12	12	4	222	5	-1574.590589331083	-1574.5905893310828	2.2737367544323206e-13	0.05283437673502316	0.05283437673502316	0.03999642323805283	0.06791600111628301	2.636779683484747e-16		0	none_recorded	not_established
Candida__4838864at2759__code12	12	4	616	5	-4894.368755314928	-4894.368755314928	0.0	0.05133617316427111	0.05133617316427111	0.04527519629663364	0.05780509733634737	3.0184188481996443e-16		0	none_recorded	not_established
Candida__4843240at2759__code12	12	4	629	5	-5475.157185194046	-5475.157185194046	0.0	0.05351990050587054	0.05351990050587054	0.04774963440819822	0.0595710442118335	2.3592239273284576e-16		0	none_recorded	not_established
Candida__4843824at2759__code12	12	4	190	5	-1506.551923893399	-1506.551923893399	0.0	0.05329901607851695	0.05329901607851695	0.04188883611093816	0.06644153706545047	4.649058915617843e-16		0	none_recorded	not_established
Candida__4867008at2759__code12	12	4	179	5	-1310.633148516333	-1310.6331485163332	-2.2737367544323206e-13	0.0363857805208715	0.0363857805208715	0.026155780903931	0.0488932656022377	1.6653345369377348e-16		0	none_recorded	not_established
Candida__4888252at2759__code12	12	4	832	5	-7241.291458099094	-7241.291458099094	0.0	0.04229508322639325	0.04229508322639325	0.03849655738308668	0.04636544559587001	3.608224830031759e-16		0	none_recorded	not_established
Candida__4896098at2759__code12	12	4	190	5	-1544.426938094487	-1544.4269380944866	4.547473508864641e-13	0.02731498768779503	0.02731498768779503	0.02086870334103743	0.03500296174504986	1.1796119636642288e-16		0	none_recorded	not_established
Candida__4900375at2759__code12	12	4	208	5	-1846.292066695636	-1846.2920666956356	4.547473508864641e-13	0.03159336221108504	0.03159336221108504	0.02598681557356955	0.03785903141809927	5.689893001203927e-16		0	none_recorded	not_established
Candida__4908955at2759__code12	12	4	265	5	-2581.05381487357	-2581.0538148735695	4.547473508864641e-13	0.02691269447303803	0.02691269447303803	0.02330681982820988	0.03104695255772646	5.218048215738236e-15		0	none_recorded	not_established
Candida__4911644at2759__code12	12	4	760	5	-5470.708604653722	-5470.7086046537215	9.094947017729282e-13	0.04748471085845369	0.04748471085845369	0.04014760247387041	0.05553758305083347	1.5439038936193583e-16		0	none_recorded	not_established
Candida__4969018at2759__code12	12	4	458	5	-2823.955840031331	-2823.9558400313313	-4.547473508864641e-13	0.04149411090342368	0.04149411090342368	0.03157175112030108	0.05322013342982041	5.898059818321144e-17		0	none_recorded	not_established
Candida__4969990at2759__code12	12	4	345	5	-2696.566508289758	-2696.566508289758	0.0	0.06150932235561853	0.06150932235561853	0.05083753255974997	0.07354935521203725	2.983724378680108e-16		0	none_recorded	not_established
Candida__4970387at2759__code12	12	4	150	5	-1232.008048315381	-1232.008048315381	0.0	0.06428352260819194	0.06428352260819194	0.0492021018189697	0.08216111672585735	2.5673907444456745e-16		0	none_recorded	not_established
Candida__4970538at2759__code12	12	4	928	5	-6946.934102820221	-6946.934102820221	0.0	0.0678143877763534	0.0678143877763534	0.06050199283293854	0.07549494562616527	1.942890293094024e-16		0	none_recorded	not_established
Candida__4971272at2759__code12	12	4	429	5	-3280.286758261746	-3280.286758261746	0.0	0.05035728544009516	0.05035728544009516	0.04144596070121653	0.06023319187111136	4.683753385137379e-17		0	none_recorded	not_established
Candida__4974767at2759__code12	12	4	144	5	-1099.998017671941	-1099.9980176719407	2.2737367544323206e-13	0.03186623933857984	0.03186623933857984	0.02302194853199304	0.04277366411687938	3.9898639947466563e-16		0	none_recorded	not_established
Candida__4975094at2759__code12	12	4	959	5	-7361.741619707648	-7361.741619707648	0.0	0.07303969437684919	0.07303969437684919	0.0658429065379799	0.08078534696375607	1.734723475976807e-16		0	none_recorded	not_established
Candida__4976279at2759__code12	12	4	388	5	-3572.732928859988	-3572.7329288599876	4.547473508864641e-13	0.06843933955764919	0.06843933955764919	0.06063366794536754	0.07698231922009159	2.914335439641036e-16		0	none_recorded	not_established
Candida__4977163at2759__code12	12	4	185	5	-1448.662968021767	-1448.6629680217675	-4.547473508864641e-13	0.04190896328481111	0.04190896328481111	0.03165287026901373	0.05410359478751134	1.5265566588595902e-16		0	none_recorded	not_established
Candida__4977863at2759__code12	12	4	561	5	-4523.723698237424	-4523.723698237424	0.0	0.05807154096788677	0.05807154096788677	0.05038348730470884	0.06640407691514366	1.231653667943533e-16		0	none_recorded	not_established
Candida__4983000at2759__code12	12	4	374	5	-3169.284810160922	-3169.2848101609216	4.547473508864641e-13	0.05693150892823372	0.05693150892823372	0.04937014571326753	0.06501601953924553	3.608224830031759e-16		0	none_recorded	not_established
Candida__4985971at2759__code12	12	4	342	5	-2486.866494424883	-2486.8664944248826	4.547473508864641e-13	0.03546074745872095	0.03546074745872095	0.0280528997805029	0.04390293868994546	1.457167719820518e-16		0	none_recorded	not_established
Candida__4986044at2759__code12	12	4	449	5	-3396.570632415206	-3396.5706324152056	4.547473508864641e-13	0.0408457468431021	0.0408457468431021	0.03337877777417679	0.04934373777829459	1.5265566588595902e-16		0	requires_gene_copy_reconciliation_before_confirmatory_single_ortholog_analysis	not_established
Candida__4987397at2759__code12	12	4	833	5	-5539.034999972927	-5539.034999972927	0.0	0.02594392368661184	0.02594392368661184	0.02117905359822176	0.03145498535610722	1.717376241217039e-16		0	none_recorded	not_established
Candida__4988239at2759__code12	12	4	1022	5	-7100.935157753304	-7100.935157753304	0.0	0.02211507744014621	0.02211507744014621	0.01837234759103474	0.02631932856531589	2.1684043449710089e-16		0	none_recorded	not_established
Candida__4999134at2759__code12	12	4	2264	5	-17902.73092265277	-17902.73092265277	0.0	0.03289721987233497	0.03289721987233497	0.03025287279669978	0.03573688606791482	5.516420653606247e-16		0	none_recorded	not_established
Candida__5000045at2759__code12	12	4	347	5	-2951.491524190355	-2951.491524190355	0.0	0.1026566673940617	0.1026566673940617	0.08950945377246235	0.1170931098869021	3.122502256758253e-16		0	none_recorded	not_established
Candida__5000152at2759__code12	12	4	803	5	-8752.267008881567	-8752.267008881565	1.8189894035458565e-12	0.06101335782449106	0.06101335782449106	0.05653230356852335	0.06585089423341046	1.4432899320127035e-15		0	none_recorded	not_established
Candida__5000362at2759__code12	12	4	674	5	-6243.775381270986	-6243.775381270986	0.0	0.1013227343627872	0.1013227343627872	0.0927216116937719	0.1105167654712095	2.914335439641036e-16		0	none_recorded	not_established
Candida__5000371at2759__code12	12	4	410	5	-3468.939886898098	-3468.9398868980984	-4.547473508864641e-13	0.04495651769545449	0.04495651769545449	0.03861093820706221	0.05195276583303077	2.1510571102112408e-16		0	none_recorded	not_established
Candida__5000476at2759__code12	12	4	384	5	-3006.114471957512	-3006.1144719575123	-4.547473508864641e-13	0.0648604065909647	0.0648604065909647	0.0537600162350815	0.07739184049669218	2.5673907444456745e-16		0	none_recorded	not_established
Candida__5000743at2759__code12	12	4	144	5	-1396.971993247861	-1396.9719932478604	6.821210263296962e-13	0.03186754440754431	0.03186754440754431	0.026211137359512	0.03868478669515505	2e-10		0	none_recorded	not_established
Candida__5000823at2759__code12	12	4	748	5	-5267.76435969022	-5267.76435969022	0.0	0.1083905527360584	0.1083905527360584	0.0954657757554723	0.1223185944822634	1.3183898417423734e-16		0	none_recorded	not_established
Candida__5000986at2759__code12	12	4	485	5	-3967.816130490424	-3967.816130490424	0.0	0.05994136123363718	0.05994136123363718	0.05182545753649149	0.06872778649999235	1.5959455978986625e-16		0	none_recorded	not_established
Candida__5001156at2759__code12	12	4	311	5	-2520.898079797135	-2520.898079797136	-9.094947017729282e-13	0.03955961331099543	0.03955961331099543	0.03207581230600293	0.04817036786637079	1.3530843112619095e-16		0	none_recorded	not_established
Candida__5001273at2759__code12	12	4	215	5	-1785.96189879134	-1785.9618987913395	4.547473508864641e-13	0.02713997460412115	0.02713997460412115	0.02210980616432455	0.03290166716719932	1.1796119636642288e-15		0	none_recorded	not_established
Candida__5001280at2759__code12	12	4	670	5	-5803.122396373997	-5803.122396373997	0.0	0.04947244592433604	0.04947244592433604	0.04412800870125407	0.05531308986865333	4.787836793695988e-16		0	none_recorded	not_established
Candida__5001473at2759__code12	12	4	116	5	-724.4441231977247	-724.4441231977247	0.0	0.04034778528442954	0.04034778528442954	0.02359759642259375	0.06358598059451219	2e-10		0	none_recorded	not_established
Candida__5001660at2759__code12	12	4	628	5	-3934.680493225407	-3934.680493225407	0.0	0.03551824471606739	0.03551824471606739	0.027686420061942	0.04463242374499009	5.898059818321144e-17		0	none_recorded	not_established
Candida__5002334at2759__code12	12	4	337	5	-2781.961223714712	-2781.961223714711	9.094947017729282e-13	0.03566062533734274	0.03566062533734274	0.02916090916714885	0.0430961470689814	2.5673907444456745e-16		0	none_recorded	not_established
Candida__5002573at2759__code12	12	4	377	5	-2699.88017196238	-2699.88017196238	0.0	0.02633267085233675	0.02633267085233675	0.02018635476326085	0.0335991297407771	2.3592239273284576e-16		0	none_recorded	not_established
Candida__5003205at2759__code12	12	4	1288	5	-10333.17968703595	-10333.179687035954	-3.637978807091713e-12	0.0431031932481381	0.0431031932481381	0.03902493904420992	0.04744129012357503	2.1510571102112408e-16		0	none_recorded	not_established
Candida__5003856at2759__code12	12	4	262	5	-1764.265373582631	-1764.2653735826311	-2.2737367544323206e-13	0.02581755153324898	0.02581755153324898	0.01875465028395272	0.03449656602090711	1.682681771697503e-16		0	none_recorded	not_established
Candida__5003972at2759__code12	12	4	229	5	-1609.045498656853	-1609.0454986568534	-4.547473508864641e-13	0.04407706392389194	0.04407706392389194	0.03328292798235764	0.05700611301419704	2.914335439641036e-16		0	none_recorded	not_established
Candida__5004118at2759__code12	12	4	232	5	-1734.825118203171	-1734.8251182031713	-2.2737367544323206e-13	0.02911360810994387	0.02911360810994387	0.02205220776286793	0.03745231307003814	2.3592239273284576e-16		0	none_recorded	not_established
Candida__5004265at2759__code12	12	4	258	5	-1926.455692698496	-1926.455692698496	0.0	0.05589282617725034	0.05589282617725034	0.04533529863711263	0.067945714294855	7.632783294297951e-17		0	none_recorded	not_established
Candida__5004327at2759__code12	12	4	757	5	-6289.01567534598	-6289.01567534598	0.0	0.05363549408661773	0.05363549408661773	0.04735950596494526	0.06019413185443358	2.220446049250313e-16		0	none_recorded	not_established
Candida__5004391at2759__code12	12	4	916	5	-6594.641646705641	-6594.641646705641	0.0	0.06315818832462043	0.06315818832462043	0.05448175905956005	0.07294157620149794	2.0469737016526324e-16		0	none_recorded	not_established
Candida__5004599at2759__code12	12	4	711	5	-5175.15954086266	-5175.15954086266	0.0	0.03729456233012114	0.03729456233012114	0.03130384307296172	0.04389928561748637	1.2836953722228372e-16		0	none_recorded	not_established
Candida__5005010at2759__code12	12	4	110	5	-848.6333663373881	-848.6333663373881	0.0	0.08932228087249748	0.08932228087249748	0.06458222539644759	0.1195914318859745	1.0408340855860843e-16		0	none_recorded	not_established
Candida__5005174at2759__code12	12	4	172	5	-1249.820872058093	-1249.8208720580926	4.547473508864641e-13	0.04810607473682704	0.04810607473682704	0.03612600687178526	0.06244214721586986	1.3877787807814457e-16		0	none_recorded	not_established
Candida__5005215at2759__code12	12	4	555	5	-4124.702367704899	-4124.7023677049	-9.094947017729282e-13	0.07008381027014181	0.07008381027014181	0.05966730919768184	0.08176882468070656	9.367506770274758e-17		0	none_recorded	not_established
Candida__5005274at2759__code12	12	4	320	5	-2205.732184995964	-2205.7321849959644	-4.547473508864641e-13	0.1189803955631207	0.1189803955631207	0.0985993251200629	0.1418915083381275	5.551115123125783e-17		0	none_recorded	not_established
Candida__5005697at2759__code12	12	4	460	5	-3666.097042205331	-3666.0970422053315	-4.547473508864641e-13	0.0531676663426571	0.0531676663426571	0.04508583336158691	0.06214562404603852	2.983724378680108e-16		0	none_recorded	not_established
Candida__5005750at2759__code12	12	4	155	5	-1198.686609436348	-1198.6866094363484	-4.547473508864641e-13	0.01831068210401789	0.01831068210401789	0.01370743923464933	0.02390777181593287	1.8041124150158794e-16		0	none_recorded	not_established
Candida__5005892at2759__code12	12	4	355	5	-2668.575444007314	-2668.575444007314	0.0	0.03763640344686169	0.03763640344686169	0.02970175297412169	0.04669387581831006	5.898059818321144e-17		0	none_recorded	not_established
Candida__5006326at2759__code12	12	4	583	5	-4017.466827089474	-4017.466827089474	0.0	0.04059600716115789	0.04059600716115789	0.03290724331651576	0.0494361891314944	8.326672684688674e-17		0	none_recorded	not_established
Candida__5011777at2759__code12	12	4	590	5	-5563.779730161528	-5563.779730161528	0.0	0.06450971691625391	0.06450971691625391	0.05840557870987644	0.07107258213324383	8.326672684688674e-16		0	none_recorded	not_established
Candida__5013067at2759__code12	12	4	330	5	-2293.114705926999	-2293.114705926999	0.0	0.03991450690330775	0.03991450690330775	0.03002982358733655	0.05166181464620785	2.6020852139652106e-16		0	none_recorded	not_established
Candida__5013259at2759__code12	12	4	162	5	-934.3341151005286	-934.3341151005285	1.1368683772161603e-13	0.01702073786351919	0.01702073786351919	0.008645429936175893	0.02948580362288501	2e-10		0	none_recorded	not_established
Candida__5013539at2759__code12	12	4	280	5	-1659.867363955531	-1659.8673639555311	-2.2737367544323206e-13	0.03834299796924438	0.03834299796924438	0.02646123047683218	0.05316644987055454	4.597017211338539e-17		0	none_recorded	not_established
Candida__5013726at2759__code12	12	4	183	5	-1188.416642735202	-1188.4166427352015	4.547473508864641e-13	0.02838543633153238	0.02838543633153238	0.01938232712091225	0.03989283840461626	1.5612511283791264e-16		0	none_recorded	not_established
Candida__5014007at2759__code12	12	4	519	5	-4136.60541529179	-4136.6054152917895	9.094947017729282e-13	0.07125286433386416	0.07125286433386416	0.06221741766270047	0.08126310690622246	9.194034422677078e-17		0	none_recorded	not_established
Candida__5015403at2759__code12	12	4	415	5	-3340.123109368738	-3340.1231093687384	-4.547473508864641e-13	0.0506599672654253	0.0506599672654253	0.04316567876498707	0.05877488258174308	4.336808689942018e-17		0	none_recorded	not_established
Candida__5015647at2759__code12	12	4	803	5	-5681.056796874403	-5681.056796874403	0.0	0.02279267237345391	0.02279267237345391	0.01890416274354532	0.02721649963250931	1.942890293094024e-16		0	none_recorded	not_established
Candida__5015712at2759__code12	12	4	395	5	-3789.320614455824	-3789.3206144558244	-4.547473508864641e-13	0.1014117256686978	0.1014117256686978	0.0904354260146023	0.1133616490757335	6.245004513516506e-16		0	none_recorded	not_established
Candida__5015742at2759__code12	12	4	344	5	-3367.58555532428	-3367.58555532428	0.0	0.08756883388853483	0.08756883388853483	0.07824499736477866	0.0977161109364744	5.412337245047638e-16		0	none_recorded	not_established
Candida__5015876at2759__code12	12	4	494	5	-3701.984228532909	-3701.984228532909	0.0	0.04179471963130761	0.04179471963130761	0.03463286901449428	0.04975996027280685	9.367506770274758e-17		0	none_recorded	not_established
Candida__5017019at2759__code12	12	4	396	5	-3202.406296299029	-3202.4062962990292	-4.547473508864641e-13	0.04988102180361117	0.04988102180361117	0.04223104542129253	0.0584115029613166	5.065392549852277e-16		0	none_recorded	not_established
Candida__5018803at2759__code12	12	4	812	5	-6649.767396174481	-6649.767396174481	0.0	0.08294733001924084	0.08294733001924084	0.07438959839090502	0.09223360080927348	1.682681771697503e-16		0	none_recorded	not_established
Candida__529759at2759__code12	12	4	244	5	-1531.871861833534	-1531.8718618335338	2.2737367544323206e-13	0.01595339403593337	0.01595339403593337	0.008810837897944379	0.02616563957502628	1.214306433183765e-16		0	none_recorded	not_established
Candida__530014at2759__code12	12	4	852	5	-6348.763944637355	-6348.763944637355	0.0	0.04598963022748924	0.04598963022748924	0.04013526085049868	0.05242110628788377	2.220446049250313e-16		0	none_recorded	not_established
Candida__538728at2759__code12	12	4	354	5	-3513.730986613445	-3513.7309866134447	4.547473508864641e-13	0.06706634783906296	0.06706634783906296	0.05948920986099507	0.07511028924007909	6.661338147750939e-16		0	none_recorded	not_established
