marker	taxon_id	protein_id	sequence_sha256
4969636at2759	F235537	PFH50534.1	5679448c424540b7d92fec374fc468f3edc5ee8ef287d6e5a9678597328aa1f1
4969990at2759	F235537	PFH48753.1	750315265f0d3dd35e0129b859a17af2b1495b2628ebd6829bf8161210cbe9b8
4970387at2759	F235537	PFH49183.1	6e633fbfce3fa9adc3d9ec974140bd08c186e8305a9dbf15b71c1b8a705cdce7
4971272at2759	F235537	PFH54840.1	01aa7d0047a325aaefde2f116d7a8a8637e208cebefdeff33cda2fa02f316a5b
4974767at2759	F235537	PFH50141.1	4c2fa2423d1d1f846062740b2acb513f1df2284426e186d1d212f2dd29964068
4976279at2759	F235537	PFH53508.1	436274a70e9a975b3eb7aa8809ae5e42511857f3238ffdeef91d02df63265ad9
4977163at2759	F235537	PFH51287.1	073821735382ca5e8cd3de0fba7d11174cefe55d43c2262f240218f9184b6dec
4983000at2759	F235537	PFH52767.1	878808ecc1c78e226992dbc4b46d37fb5448a31c2cf132723d34f3124c7ebbe5
4985971at2759	F235537	PFH49552.1	88ffbf304a72aaff8076ffa4beca8584fdff5ef6dc257612947f181dd06df51f
5000045at2759	F235537	PFH49278.1	e1d663455957c8f86eaa296ced38e99ac29f3c287933483825be227c0d293302
5000371at2759	F235537	PFH46176.1	6c72649dc3ccfde471f1c9004f08d001d24e9457f0b46f08e4e79764ff8c337a
5000452at2759	F235537	PFH51763.1	018d2330bb88b38cc27763ad1ae0d54083ab287c6d635e3a25ffceb1f23ffe9b
5000476at2759	F235537	PFH46071.1	dc27cf9994b86dc90aca879f26827e417a80d0eeac2ff41e8d30c1db6a5d0a2a
5000743at2759	F235537	PFH48487.1	9d646e12dd9984c72eb8de69188a4ae812949192e3dc5645602840287de91d6f
5001156at2759	F235537	PFH49961.1	ce5fc432ae5083dd6fed5a3b147638db6c05fe1175e5fa5bd871d2cbf53962a9
5001273at2759	F235537	PFH52387.1	324440d2fbfb71b8fe7243886a7094d0fecdcc7a11746bd90994aa0eb5c189ee
5001318at2759	F235537	PFH50166.1	cc298cee77a472793109dacfbbe1b7d6c18c425dba92459fa91aac5b4af1ba76
5001413at2759	F235537	PFH46862.1	75062d353a09f46a4cc7797657c5cdac732b1cdb78524e24df07bf7cf45b7087
5001473at2759	F235537	PFH54869.1	fbd83ad08e6e67ab6f22dc3afa07fdd9e85070ebaff105cd295976fd13b8a5b8
5001734at2759	F235537	PFH48333.1	b9d3ef61f08e6e787a6241e07428a51a7223ae6e03c1aba3736087e7e8f2c374
5002334at2759	F235537	PFH45251.1	46b99303238bcd1ce7386c26031d2d68993f6f3a63008392640f98c486471f18
5002573at2759	F235537	PFH52827.1	c2fa41d6beac2619a9d21f83aa55737bfd818adc3bc796e7d74fdad6836dc121
5003192at2759	F235537	PFH52498.1	ca0dce595021cdff593e4549c1c18936149c6a1d959a279fbd3fc9e5fd1d5f2c
5003856at2759	F235537	PFH51003.1	b1484f3417c529c7cd2ed8e53880782fbed60fdc42d7fc9978a687d07c570791
5003972at2759	F235537	PFH50703.1	586a611ede2bbecbbfa5760743811e9b1e708e6d3c935aa089b5bc8cf6b9ecea
5004118at2759	F235537	PFH54861.1	ec6349a0efc3ce743e95d38fb7dbaab7402e7f730f80ea989b37a2b5c75d875d
5004478at2759	F235537	PFH52572.1	d1e8f9bd85acbb1eccb89aac31545412885ca57ddda5a45ac871010121a47b41
5005010at2759	F235537	PFH51300.1	a6ee898a24065c4bacfc29c5f6dd534156de6d19ab9f7803087366b47c9ddc2c
5005174at2759	F235537	PFH49239.1	f2781aac76a3bf30e88ca09fa2c609f649d00058299fce6819174d5e3d7b1997
5005196at2759	F235537	PFH48921.1	a67c0c795b958fb7bf2154b8a6aea3b76319b4f00423239b9bd2b4bc5fc937b2
5005274at2759	F235537	PFH49968.1	2d5ea3f438a9b97e1dde016c4e039bb74310d78ab874e83f3667c50d14ac8cb1
5005892at2759	F235537	PFH54538.1	0645081fafa6040f0c5a650b70cad134f86f7e1648096c10a085b30430c9e17e
5006412at2759	F235537	PFH54508.1	70c995949f9dfad0f6cc4aba4b7b666973350b991cf1d6bcb9020d657d5d02e1
5013042at2759	F235537	PFH52757.1	60641a684a362689998f12570661dbf746039018162964f6e46b92af98bb4949
5013067at2759	F235537	PFH51247.1	8cf841326144c951fb0b65d99cd590c282fd03224b54af5299948c082e9e92c8
5013259at2759	F235537	PFH54296.1	aca9050ce1767a4d499a1c9889bafe6b1f60a5914d140a0018e62a7efbc51762
5013539at2759	F235537	PFH54146.1	0abae2fb64a73311264b8db6005270474395b1ef836d4c672b9f0ec34241123f
5013726at2759	F235537	PFH50566.1	8b7b9ba2217c4c169f9fd3ea4b2fbe1a7b704fe41af225a2c91cd18538ff6fea
5013738at2759	F235537	PFH54122.1	d344e387fce0ab1079e7ddf43e541506a3cabb7d1c9d56125d5621fad8340352
5015403at2759	F235537	PFH54349.1	fac16b7a57a03f27c8a6f10d8341175b83d973c6db82b0ea95044166ad25911f
5015742at2759	F235537	PFH51767.1	74b80a2bbc46cae3b1e3675432a38230d57120d1e1c6707f1e5f733bc81eb46a
5017019at2759	F235537	PFH52253.1	444257a738a79912f4d2c796b4e548bbb1a6cca008eaa75f998801274c2900fb
529759at2759	F235537	PFH53137.1	1239ddaa534ae82cec96d96062b37bd9284cef616ce489e7775f805961de76a3
530740at2759	F235537	PFH49757.1	9403d889014fa7246d143b07abd55cce325fe7b995247d23176e024b88211aa5
539632at2759	F235537	PFH49411.1	32cb753853b3296c3695531bed2b0d1bc180d715f3bd6168f8104c2b48ac51fb
540946at2759	F235537	PFH52041.1	565948445fa4bb000d925592f29ef7bc517c620f57953f11818299ca9d649960
541070at2759	F235537	PFH50040.1	ba70cc7f5ed0e1aaa2ee0edf13fd9765308f2677fc041cf67fd1cc4271d70110
554735at2759	F235537	PFH53289.1	4303124ad5933cc6cda8c9697f1ed271424673c2f206c14c550c1896b03dd424
649304at2759	F235537	PFH53994.1	a78bca814e699a6e3c91f5c4a978037d8f271744c6b67ab5e813704508102eb3
707076at2759	F235537	PFH54206.1	e3ee3b5af243ffe0e1840cc1d81c2339f970308346b9cb4548564e91fb768060
707202at2759	F235537	PFH54186.1	28a0bb239fb5484a67be6905c15a6299f01b1632a5618f0a99451123b6bc03df
727964at2759	F235537	PFH53927.1	bf67e9dbc7b147102e6b594fda17ad4854891a7110441c0f8b36ac9f2db5ff0e
801816at2759	F235537	PFH54205.1	5c8f393cd4e56f0bf5a2fbc36cd7a9efccad5bd6add242e61dcab286f7886a66
115730at2759	F89243	MIE9575466.1	c83f236c126c8b193e8c337a4f05c85c7d9020ba875e6d41d90ab31f90c6b4c9
201273at2759	F89243	MIE9573997.1	a25bd45649226891fa6173f17b46c2c5e8392c7c0544e4569c1c5d047313d92a
207567at2759	F89243	MIE9575867.1	f87d2f394d1a668be11b39a0d15d6992f578d84a88852ea0c2bc0af1719f4f5f
260326at2759	F89243	MIE9585909.1	3ec6cb34e8b9f634840a82e3ef45b8922e209a06830bd99de1d64fd60ee93c6d
2852757at2759	F89243	MIE9582582.1	48ee6046e48ad50ae59f5103cf81c1ef92df443e2f005d61d94d6d73af1c9b91
319730at2759	F89243	MIE9584796.1	3c43a5fccd8e733c23414e30b9f53c2a852ea0c6dd092bd93fd2b14bb4de1dd4
345792at2759	F89243	MIE9583585.1	413adc5dba1499bdf40ae1763db2f76423e35bbc3d7043b2ed1b89fcd45cca9c
352891at2759	F89243	MIE9574794.1	a8a07b4b179080a54c93f8f0a733a04fb3e283c5147ce55acfe7638bf79a26a2
4613677at2759	F89243	MIE9576632.1	702b2c1dbd63881f1565b60914b40d1050bdec131c0db18fc543a03834c02937
4747214at2759	F89243	MIE9578464.1	5fc7055c9c118a5734b8539b345b3a68e428c3f0e52059489a14ab3183e312cb
4803900at2759	F89243	MIE9576829.1	4d8d91b5ee03f0f4b75a916cbbe1c90fca9d103e350818799dd175c23c686a44
4823929at2759	F89243	MIE9574674.1	69803b3f444593acc8f92d6173f15b54f9b7f077d7ff35ddacd0c15da0fd6696
4837017at2759	F89243	MIE9579510.1	961da68f46350dfd932556fbf0d3bd838af4218b4ff3f9d98ae433819c3a1308
4843824at2759	F89243	MIE9578544.1	ce4bb36ef405cbfe5118d7196a3a7c090b2180cddbf49060b68b94a580e65cfa
4867008at2759	F89243	MIE9576619.1	fd8a4734200714a2e9b03c02d13dbefedafead86c673039150262ad8735496d9
4896098at2759	F89243	MIE9573109.1	323e09e2460ac34067f794d52899050fa4f723b4cdbb6cb048128be09ecfc7b0
4900375at2759	F89243	MIE9583280.1	be0769c27710f87641a1c597dc3f9c295b14ff88957981bd74d1300e8512fca5
4908955at2759	F89243	MIE9589849.1	0761209f6f8de6e885647f0d03b736b4685709a0290cdb197c6e138246365b30
4969018at2759	F89243	MIE9576179.1	3c8163e40d83df3d9a6dd1662f9eb895018972415f257e3ff650e2f9e8d16240
4969636at2759	F89243	MIE9574960.1	2c35ca701b1a781ef001aa10d4c373a35ac7d3704fbc1591615f2da1001d04e9
4969990at2759	F89243	MIE9586863.1	b6e4dbabc091e43c05b4fa874454433658040249072827247e043de54357ee1c
4970387at2759	F89243	MIE9578357.1	e5b29ae493bd9a272c27a7acabf184bff1d4e67e3a37346aebec816814061e05
4971272at2759	F89243	MIE9575923.1	d982ae24c0fea497169a56ea83ec4bf0f59efb8e5e1dfd2cb41a8e6a242f825f
4974767at2759	F89243	MIE9578772.1	e33600492bcea7d26d7c8a5cdc1ab534019452940519a0d92be58c8f8ccf221a
4977163at2759	F89243	MIE9578277.1	ef6c570d1db30d81a411c9b5f29fb830575cba9a303b5d6253fd5d64a8be2fed
4985971at2759	F89243	MIE9585875.1	6cfc2e9551a98cc0e0b775b4ad8a44db7930c269b426075237568739e138be09
5000045at2759	F89243	MIE9587947.1	3b28fd5cda87ddb75ff5200a2fdf252806a8c29ea63becf11b847898e07af360
5000371at2759	F89243	MIE9581004.1	ba345832fee6633172568fc34a245a2f96413fe82f128c751c41f82ae5430e8e
5000452at2759	F89243	MIE9580931.1	fd2721b2005487928b4b77f54aef841fd96d4b4d182d3f706e98c8063093a2a0
5000476at2759	F89243	MIE9589208.1	cf6b76ce7b37b94850b80eee04a0f61e154a1fcb73b99c7d71e4f0a23254823d
5000743at2759	F89243	MIE9582335.1	8a4bbb7b7dbaedbfda10ebb19e29b284e7d51b92d60ee27c187cdefb06f89dce
5001156at2759	F89243	MIE9584860.1	8600e78ea388e7ada3d9d35f3165a818366fb0fab2b0c1d1e1034b59e1b15d3b
5001273at2759	F89243	MIE9576554.1	b188ee041151ee66c447218b951cd08beaac50f8786cafa84ab2e630938a973f
5001318at2759	F89243	MIE9575359.1	0cca0a4514f2680581f1bc98dd1340ca56d9b4b7c11533b1eb21ce12a013567e
5001413at2759	F89243	MIE9583182.1	a4d8e7835b44e12afcc1a195199805f76ed44e3c741b44fd008c7b688c029bf5
5001473at2759	F89243	MIE9575962.1	7b6e514d4c59b183e50ec71835acf8959b8006b7927b7b6d5f2fde7653b30d35
5001734at2759	F89243	MIE9585020.1	85a90605cb806372accd9aa2fda218fcb5c2bd417d07353a07c98f06efdeaf85
5002334at2759	F89243	MIE9573372.1	27c5156bea47244bf249e83ff45e3ce1e16f7527c5b18436ff5d8a8c1b0a255a
5002573at2759	F89243	MIE9574747.1	4f77abd073f1b70c0b30eead621d19f5f31e3825827db641e38dadbf043d3cf2
5003192at2759	F89243	MIE9581751.1	8fc8b59bebe26ed93a8afb9828b1b0e02ff12dfab4f26b2d5cc9fe09558a59e7
5003856at2759	F89243	MIE9575618.1	d78eb870debcbf06048fcdebbbe9d247a08c27270563fe29ceba67dc1e450bad
5003972at2759	F89243	MIE9573375.1	5e0f83b2d0499fc727927449ff70aff00e3998cd01ad446ec85d154962570b71
5004118at2759	F89243	MIE9575955.1	0610cbb21519f73502483794c292de8c93646d0954e21699293c68e940bca911
5004265at2759	F89243	MIE9575572.1	e5956274e8b2b3b011cf018176b04055d13708cd9320a0e0e20aaac6aec480a1
5004478at2759	F89243	MIE9574861.1	784e47d6bee3186392935dfcdde51945430ac7f93602f134d9ea181164d415ce
5005174at2759	F89243	MIE9578326.1	18be89f0e4950b0ccc93902758e388d83f4c374e4fea49c6a1b444dac3c246ec
5005196at2759	F89243	MIE9575709.1	99ef5088c419300b316481c9d8857f60644017325f123042dd0809bc26a20ee3
5005274at2759	F89243	MIE9581992.1	c70e291d9cf8bd03517ecd23e2510481d3f33b4e43cb9a5117eac522b9d01901
5005750at2759	F89243	MIE9574988.1	0055b98738a0e9bcb359f99f00df3d4db7a1f8f8615e75e66a05aa9ea92fb732
5013042at2759	F89243	MIE9576365.1	2bffcc851f67a674558c5acc1c42d1bb077e048bb6da8fa567f9a3d4221c0d57
5013067at2759	F89243	MIE9584762.1	821ad98c7c124481018175f936c1efce61240fdef197012a53d90cac3a02a87b
5013539at2759	F89243	MIE9575031.1	a34c43b7f3e8a8bbcbbb52ebe238860766277e556f6c59c5ec3d795af350c771
5013726at2759	F89243	MIE9575436.1	61470d6d24b7bfcbd65a51d43f8c3a5a36fd7f3112542ae5d3101a4404e3151d
5013738at2759	F89243	MIE9574683.1	523e43c265328463e7231447daf909ea2cec51958283c26835dfe71750836de5
5015403at2759	F89243	MIE9574555.1	f28278778952bddf97c0c3467e729ad8d48ce232c87aa4c3eb8325f6794bac30
529759at2759	F89243	MIE9573289.1	18e5937fac7e4e258705a475ddc1a7772c05e180e80b41a7db60db7439bd2c72
530740at2759	F89243	MIE9573574.1	6fd0dfc28fd6353df4c13a4057d356b2fd0aafc6036236c2d6be21503e4d1b67
539632at2759	F89243	MIE9576744.1	1bcafac24b16e98b0ddf60b1af95850cc7773c15d56acfa95bc8bf261ee4f671
540946at2759	F89243	MIE9574232.1	916f2395e059b613736c9d9957642cfb6a8ea2c46bbe4dd80d2e083b79c8fe03
541070at2759	F89243	MIE9578804.1	66ffe45d8b434ca0c5cbdd27c573d60a3c6f367c42584ab548acdf33977f164a
554735at2759	F89243	MIE9577009.1	36a122a7b9d5eb9950feb2a0f939732b0d1debe7ed21ad15d947203f3f489361
649304at2759	F89243	MIE9579509.1	3d6250ea357a9bfae25712e82b03122fabc0f3a5ebadc75eea17ccf51df0e42a
707076at2759	F89243	MIE9575079.1	71c6c2978e046c5c21e0aa6b8d5e20c1d177f4dbd76943a28462d944cba196e1
707202at2759	F89243	MIE9575053.1	90e1852da660bbe18ecd509a86176a6c8bc7082b3a8e9ca942dd4910b8795860
727964at2759	F89243	MIE9575271.1	782a713d7091c232df04daf46a13ad5d57670d6b1e5607f9d4c49485c8128a03
760428at2759	F89243	MIE9586855.1	7c4e14597576cf34db393305878d1915f800b27d538e33b7d337ffa632469c95
115730at2759	F29883	XP_001884412.1	9f4159aa21344f8f449df394637722a08ce7faf3b0bc9c3b8c7e2408ae61b3d0
129234at2759	F29883	XP_001889921.1	251e0bfa6d32c15e0c8a855f2905530fc23461d4807a86462faae4cb8dc6465a
201273at2759	F29883	XP_001889878.1	57b8b523fde0760ea23b5dea5a202cfc4efb817224bcba790947e06864dfec58
207567at2759	F29883	XP_001873334.1	8bb4e233b002f9f156f3d20c159e0fee1098aa253ccebfce4d646757577d5216
260326at2759	F29883	XP_001884445.1	8d53dfec17e2726bf4735aa73da20be2818202df190e2baad40876f909764317
2852757at2759	F29883	XP_001881293.1	4417b5518fd88e0395c48324f254c8c77e448d493c1c6e104bdf4d9d7d6ab574
319730at2759	F29883	XP_001878711.1	5a2273ba03b0b6da1ba45b3d1c7a9f401a0b32d186d2b9b0e49664762c25211c
345792at2759	F29883	XP_001882928.1	a750a30f81cc8c15099749e9b2b134a8adc4ee64e8ed7462fd7ebb86c17e1e46
352891at2759	F29883	XP_001877198.1	ae09b05f70a8ff8d5e3539930d04f721d755ff1bab3f7e49106f01a5d1b7665f
4613677at2759	F29883	XP_001878270.1	24387f119bee56cc069ac5d7a3ec2362c1870ddbd5e08b8a65999dcd8144adba
4747214at2759	F29883	XP_001873262.1	ba86e4a6fccea77221032ea59e9c4a9cc1e1cccc2f0e449cf36c3b5fba635c5f
4803900at2759	F29883	XP_001881128.1	313217070eb7fe83867840c2c8e665690a0556bb2aabf0ae60f7aea290b8045f
4823929at2759	F29883	XP_001874797.1	86308ac36bea5e6b60c41ae58a638a38650ffea58274e9134bcf62be418dd528
4837017at2759	F29883	XP_001876201.1	45a5c1922629a83e10ad000c2fa768a28f4cea4f33605dd17eafcfede620d73d
4843824at2759	F29883	XP_001881901.1	9881ef29f50465ea0578c865e452db177f542fbb9e17f87f5c0869059d888e49
4867008at2759	F29883	XP_001878605.1	6f559260c0bef156fd352f861cd98b2186eab7bd0ca2cf6c66b2a9d394e74c55
4896098at2759	F29883	XP_001880626.1	5c8fae587dbedfafe9c5dcc1e722f35d6f45e5cccd5a9c15c4025def576dcf5b
4900375at2759	F29883	XP_001889346.1	b592af7c592c1e65447dc53c7b30103f0c35f712fc0a7065a737be10bc10c8ad
4908955at2759	F29883	XP_001882520.1	aeccff8e923e279c6fd23be82bfc9c64bfa45ae14e9dbad9c5e733b1a79888e1
4969018at2759	F29883	XP_001873248.1	971e5fef0c473c17c0bcd4115b29d52e4bd793a9729d42f57daaf938560073f9
4969636at2759	F29883	XP_001875288.1	7c1535386b0fa7c5712e77c30a50911a9cab22bfdac1a46d6805df7b35658278
4969990at2759	F29883	XP_001879468.1	421cd9792a26b4dec133afa04461b3be18ce427f76ee423f9f18f5175e846f81
4970387at2759	F29883	XP_001887132.1	00178f969b98212ac96118212cd6ae382b3c6eef1ef97c4e5bb9f5534d8f8c09
4971272at2759	F29883	XP_001873359.1	afa08b8f58ab8f6f6af1271da90a3c417595aacb89deaf59be4394bbf82947a9
4974767at2759	F29883	XP_001876426.1	54b7c0410144fcce27829445359110d4e5dc91941c076784616699b7560c2a0a
4977163at2759	F29883	XP_001876574.1	02495b9f1e03530a6f715ad0f339c63a3cf23180585d77996acb7771c5b07afd
4977863at2759	F29883	XP_001877567.1	3a9fb04e84ddbcc48c75d704e21daa066696f143acf6efbb98be26fa190bca2b
4985971at2759	F29883	XP_001883294.1	c2ddde6110f606f8ed9d7cef1f6a1a8c084a4920bdd0a127c7ef7e74005b2291
4986044at2759	F29883	XP_001885839.1	87cc9619ba6a7665f3037ca893ee0f042b686c05c6d92f1f0db11d7ab0032293
5000045at2759	F29883	XP_001886327.1	10ba30922255e467385b7cdd03128424e507f9798997cdefb3bca56038e23ad0
5000371at2759	F29883	XP_001877386.1	7faf1edd5434093bc0c33ce091c4ab2a7c035670e0d971023870fda28b40e477
5000452at2759	F29883	XP_001874535.1	08f3bbc079103d8ac0d0f51da411c13032ae5e3a28d3a5e496a0476cb120b5c2
5000476at2759	F29883	XP_001882768.1	d4a7728013c3fff0d573a60d52cca068b406a2aa6a727fc4c88cd835b6c245f1
5000743at2759	F29883	XP_001886133.1	0eacc68bfcb6343e63ca63e67d59ee594d886e8fd8c6d9c9fc6c9bbaee6de273
5001273at2759	F29883	XP_001878582.1	a886a61c7c711664546c556d5f77db75d551b69399a1ce2bd342fec8ea9ff08a
5001318at2759	F29883	XP_001877235.1	b040108b09924cc99aa1574ceaabe21168d8bc1e21ed0bc29f3d9f4e2ae07b08
5001413at2759	F29883	XP_001888818.1	21fcbdbb474216e7c7987f2c33b6afbf2c358c2928a80da55a6f292bd5845638
5001473at2759	F29883	XP_001873374.1	8a9a215416287f87d3b7383c0c7f73b1881db59c94924b5fa4da5262273d57c8
5001734at2759	F29883	XP_001889272.1	cf69adc4419ab7932f340d9ec11789f785a6e999d40efaf39e72df79b1b3585d
5002334at2759	F29883	XP_001880763.1	49425b5959981619c01f01edfad3b119708c14b467006c54729ad5c72bfa8b94
5002573at2759	F29883	XP_001877177.1	ae9d3200b3fc2e6c2eb0e9b5668efed6a697ae8f7eadd8530e18fb8f0047079c
5003192at2759	F29883	XP_001886860.1	6afb7a739870d29933217e429ea402311d5ba6c7a9d245bdb08b6f9a2de9ed0c
5003856at2759	F29883	XP_001883677.1	66c3f58603e0085cad940ed013f383310a7f8492cdc8f5d765b8ce55deacfd13
5004118at2759	F29883	XP_001873989.1	24613909a1ce080893b22421119630e4362efbfcb4be15cb9673aa9b65b0b3b5
5004478at2759	F29883	XP_001886951.1	a6cb718ae7ffbbde932d8cd26977df49744bf9b7dc4b65b4b258e05adc7735f7
5005010at2759	F29883	XP_001876568.1	2576de928ec4ec1da58bfac048abe5afcd8ab4fe62c8c57994c1e5709ffafa69
5005174at2759	F29883	XP_001876553.1	c40d5c5db973807c2638b0eb771cd5716d60274e159ff698d946f4a09f7c51e5
5005217at2759	F29883	XP_001875753.1	985d86eeee737fd951e92e1cb7065d6a6c45cf3e2fec3524407d09bb35c64458
5005274at2759	F29883	XP_001875576.1	a399499e62447ae9da9328b635a3a753f1c620330b1d995d1c5bee26766b6065
5005750at2759	F29883	XP_001875498.1	ab9eafb35ddf70fd3555ed1a6baaf899c2180a78ccb7cf493dce47b7d751182f
5005892at2759	F29883	XP_001873225.1	23377ce06cfa9ce512b14c91c2066e7432423e80b77de5dea9dad97a60085021
5013259at2759	F29883	XP_001875416.1	16373c038584d85dd3cb8b339b4867354145ab869413d7e7727aaa2de0fab08f
5013539at2759	F29883	XP_001874955.1	148bc864865e0fca27b016f16b097c0e3280632ba28611bb66ce953c2d4c8458
5013726at2759	F29883	XP_001884396.1	b7f348b887eea1250d185177b5c0224b77798ea5f5e92c055181f4709bb8e6f5
5013738at2759	F29883	XP_001875344.1	b28537c77b7cda4ea51b274a0b8c062d5a4000124768b19b7b7e88d41643eae2
5017019at2759	F29883	XP_001873421.1	2e92a6c4a7f65ce0421c63201fe18f772bd92fad86159e661b0c36ab82643316
529759at2759	F29883	XP_001880720.1	1dbf8808ea5a8fc87054f61035ff09af014b4978fe94e45ff60a9a7ee29b5296
530740at2759	F29883	XP_001877819.1	2338cfdee65139c58db101a4150be7dcdae84c4ecd9b6d6652aa284aa2e62d01
539632at2759	F29883	XP_001881349.1	5907d93131502df51051e7e095529f174d1b1a7b3ff978eebe05b422c14d0f6c
540946at2759	F29883	XP_001880220.1	ab32230af84e288cf4347c680a6d7476ce061b270c945de6532cbffcf2c81e81
541070at2759	F29883	XP_001876441.1	702abdf7c41176c309f7ce01d3026f35db216403aac73bc7e0bc1b3a3f1d0d00
554735at2759	F29883	XP_001876176.1	35b42c722260d93f1815d43ba37f7548608316a9f441ad150cf9175c1890a91d
649304at2759	F29883	XP_001875785.1	b610294fdba7ca235e42353b9ea3eedfae2e22925f66e1bb850ce8c5cac8bcfa
707076at2759	F29883	XP_001875461.1	df99d7368fbac24b00fda3e2dbb59aa57932557124194af4a7b7ac3878413a67
707202at2759	F29883	XP_001874943.1	10fc8253f9645c2924bea2105663d0a6baa271ea25ac608de0aba5d19d23e816
727964at2759	F29883	XP_001875906.1	e602e7c6e13d638ee51740362f2937a9af7e10746e48c5f4017c0ccf587f0d84
760428at2759	F29883	XP_001879219.1	ce8b89d4033d842944ad2027ff4740a5e70180d11a02f380ad27d4bb7dda4fb5
801816at2759	F29883	XP_001875462.1	1c241cd73ed1cfad9f4dc78551a6a2da40d30e711f0038f200b573b873a3cfd6
115730at2759	F80663	KIM83974.1	5da67c14c2950cd9bdcb1127aa32b83da7cfee09e02b63bc8abd94ea1061d77c
129234at2759	F80663	KIM71391.1	45b6ef9d3b73494ddee7545d9855e13af3aab7a29d78ba0acdefafb16fd62d27
201273at2759	F80663	KIM75465.1	e1cc212c215b917380b2c7a0c85c51f847c0e1768f67b84d4dae7102e07331df
207567at2759	F80663	KIM75349.1	5c7594dc18584aa5a0d0fed9bf8f7f4157e5f6ca98b9ef9f5a18437169b4bf23
260326at2759	F80663	KIM90138.1	24150c23db438d8743c4eb1547360956d5e951d5ae55e7edae13a103ed7498e1
2852757at2759	F80663	KIM86763.1	89f9452138cd50ba4367f1040ed5801ecbfa3b260711234567d00aac18d6ea56
319730at2759	F80663	KIM92236.1	ec7adbd0dd052b7c786017548b373ce7999c6275b54758dcd56a2d42d7a91fc8
345792at2759	F80663	KIM86391.1	fe28b7ffbe9c3857852373d3b4ee6394831c111922c1842978e23e661dd60c10
352891at2759	F80663	KIM91070.1	0c9b4d7edcdbb728fe454295d513424840b7e4b84370ea37f1376eac1370f27d
4613677at2759	F80663	KIM87509.1	79cb458c7cc469493f8aa19f1464554f1bfbad2b99549bef208cccbb78457e18
4747214at2759	F80663	KIM85403.1	1e43fa81540d1e83ef88bc16d26043f73b2a81aee3f4159220f2695aa919f6fb
4803900at2759	F80663	KIM71655.1	fe8de3ea3f7d8309f2ac7e2670f4380aa12175bbc1cd54637da8df3cb469e0b6
4823929at2759	F80663	KIM79603.1	2044a79c0b1c64eb6b0364bf377c54b25e726073bc805af9cd0604271534cb87
4837017at2759	F80663	KIM89133.1	f49abb947d4e34dd65dc183f5ccb5da58576b71d5584af3165caaebe58101cfa
4843824at2759	F80663	KIM90162.1	e9f9a20a1bd9bec75f5bb2b1f4298fc47915f9f11c806f05d236b558eedcb181
4867008at2759	F80663	KIM80815.1	5db269ffc0b47b5fa2d4767b45d2f6d2405ca8809077269411177c31deb9f4ec
4900375at2759	F80663	KIM87745.1	569327967482e4ac4a10cf99cd22ebcb03b96561e6a596b45a92058b2a5324e2
4908955at2759	F80663	KIM86852.1	613edc2b7e4d74861f106d38dd8c30d990a5898e818c3191dbf7d4c368c94706
4969018at2759	F80663	KIM85392.1	0f3d450b164949e4f617bc457f44ad7bb611d7150745773155db52a6a2676688
4969990at2759	F80663	KIM84318.1	7baecb6795e855fd6c4965bf907c4ad1143e03b3fcd71c648372b5726b95fe1f
4970387at2759	F80663	KIM79316.1	ab6726140fc8943b6ea00ec1c12966f1a9025c4e2db47799614a8a8f316ece63
4974767at2759	F80663	KIM76420.1	d2d19219fb8e9600f558f563aad309ee65a73710a6cf483071bbc23c05baa806
4976279at2759	F80663	KIM76472.1	1070baeedf3740aaeb517c7eb9e51648f0df851b502c88854986e55c92ad0b08
4977163at2759	F80663	KIM91161.1	8e30975e7ccd65104ec9b8c6b71273029bc7f2d0209145a6d54ee734a0dea785
4985971at2759	F80663	KIM79295.1	0079bc47f4c9eac0c398c3e811ba8dd0e2e73da002217c76c1c100b6ce27d278
5000045at2759	F80663	KIM89806.1	4ac9d4f28b90fccf5a1160fa097f07a9c2a7e14a6b85273c1956b14c9e7ad45e
5000371at2759	F80663	KIM83228.1	e825cbc4da4c1614902f7a3a5e4a751d8f6207cb2471fd4ba5bc0fa1897a552a
5000452at2759	F80663	KIM90464.1	5eda6eae96b5480bfe80412dc29da2c2b57c4f4c679621590409f029a0117004
5000476at2759	F80663	KIM79217.1	3eba062a547c3ac965ded168dec3be9acf88fce4952eff31a785bfc933f1e542
5000743at2759	F80663	KIM86322.1	7a8bb96be9103382c11d014c8c9053d49d6bb3ae57565a7c93d5e393f2c6e245
5001156at2759	F80663	KIM80979.1	2d24914ced546edfb9bb595435efbd452dae710ce20b39137a734362d39a1200
5001273at2759	F80663	KIM77849.1	45e87c3556e2601023f6dfe787eaa45966ca3f62d25ea757d2b6dc5496bd6dff
5001318at2759	F80663	KIM84806.1	eb4509fbb807f50779663d655cfcfe76d44e0e34161ba1bac6d147882de7fddb
5001413at2759	F80663	KIM82507.1	f2161ff77ecacf878d792909608fe2628d63acfc8d7b814dddb77329d0f9dc6a
5001473at2759	F80663	KIM88646.1	b1889716c8013b12e41553e0310fac0cf6b8cc132a9d586078eeb8785cd48808
5002334at2759	F80663	KIM84768.1	c1418a5b24cae6b26c7db23ea04837886ea334c9e22cb0a5795afcb12812dffb
5002573at2759	F80663	KIM90917.1	abec8861cc242225b2038e606a5180c52e561396b91de15755d9920b53c14ccd
