case_id	target_node	target_is_terminal	split_smaller_side_taxa	target_dS	target_dN	target_branch_parameter	taxa	codons	minimum_taxon_codon_coverage	target_terminal_codon_coverage	delta_ll_at_half	delta_ll_at_double	delta_ll_at_tenfold	maximum_slice_improvement	marker_copy_caveat	saturated_pairwise_distance_warning_lines	parameter_boundary_warning_lines	nni_convergence_warning_lines	other_warning_lines
Umbelopsis__4888252at2759__code1	F91625	True	F91625	1.778380908454169	0.03497009265564132	3.022592383773731	4	787	1.0	1.0	-26.161679623665805	-24.84038496725225	-381.85401434926735	0.0	none_recorded	0	0	0	0
Cryptococcus__5005196at2759__code1	F5208	True	F5208	1.7758102467275279	0.045043402802640416	3.366460551223931	10	443	0.8893905191873589	1.0	-13.525235013490601	-15.699906850282787	-256.7434061568856	0.0	none_recorded	0	0	0	0
Cryptococcus__4823929at2759__code1	InternalNode1	False	F104669;F5619	1.7751807801781065	0.1109142018931346	4.072444839540036	10	432	0.9328703703703703		-18.51741541985939	-24.84492358976422	-393.92334147378824	9.094947017729282e-13	none_recorded	0	0	13	0
Tilletia__4985971at2759__code1	F1031713	True	F1031713	1.7733791274117259	0.0702024481216168	3.752737182360766	5	334	0.9880239520958084	0.9880239520958084	-17.793096656970192	-18.77558990690568	-285.71536761878133	0.0	none_recorded	0	0	0	0
Malassezia__4843240at2759__code1	F76775	True	F76775	1.7729910095584511	0.1787274217880809	5.48004861460007	5	446	0.6860986547085202	0.9955156950672646	-25.289522498719634	-35.72935838475496	-443.5762229036245	0.0	none_recorded	0	0	0	0
Cryptococcus__4976279at2759__code1	InternalNode1	False	F104669;F5619	1.771381320253685	0.12411525891607614	3.556288965976504	10	422	0.985781990521327		-21.498501403721093	-28.57818436865182	-425.4041511178066	0.0	none_recorded	0	0	1	0
Tilletia__5011777at2759__code1	F1031713	True	F1031713	1.767351409526167	0.10563968208658502	3.703370629064377	5	631	0.9968304278922345	0.9968304278922345	-40.6806541237238	-44.739116725211716	-646.0431599087306	0.0	none_recorded	0	0	40	0
Wallemia__4971272at2759__code1	InternalNode1	False	F1540922;F245174	1.7672760911103789	0.0646379759885704	3.086127965657605	4	437	1.0		-19.060192415503025	-20.2623745071769	-323.7430638573046	0.0	none_recorded	0	0	0	0
Candida__5015742at2759__code12	F5482	True	F5482	1.7617021310522138	0.18551109394444523	3.972888711598715	4	344	1.0	1.0	-18.85645833729859	-27.801158231122827	-338.4877933493526	0.0	none_recorded	0	0	0	0
Amanita__260326at2759__code1	F41956	True	F41956	1.7602158436567645	0.012160267964432427	2.612034527396503	6	170	1.0	1.0	-5.2239806144684735	-3.7926369726490066	-37.51340561187067	-4.547473508864641e-13	none_recorded	0	1	0	0
Cryptococcus__5005217at2759__code1	InternalNode4	False	F5208;F5619	1.7586610261923727	0.11998191573281047	3.795980571646389	9	473	0.9957716701902748		-20.14917469345346	-29.565680663619787	-449.7549734852528	0.0	none_recorded	0	0	0	0
Malassezia__538952at2759__code1	F2020962	True	F2020962	1.7552275938315096	0.08903543307581788	3.545263542196929	4	456	1.0	1.0	-15.559128172883902	-22.48173061574016	-387.56273329736814	0.0	none_recorded	0	0	0	0
Wallemia__4977163at2759__code1	InternalNode1	False	F1540922;F245174	1.749012241905693	0.06323363572339538	2.738650548522839	4	183	1.0		-7.913751744245928	-9.467587552844634	-145.27639646603257	-4.547473508864641e-13	none_recorded	0	0	0	0
Naganishia__5003022at2759__code1	F104408	True	F104408	1.7480843837742335	0.04610578444329615	3.313298000105139	4	736	1.0	1.0	-33.46086871359421	-30.503186711703165	-462.7293444506822	0.0	none_recorded	0	0	0	0
Tilletia__5005274at2759__code1	F1031713	True	F1031713	1.747433352541526	0.11491817534534386	2.626860833985861	5	349	0.9742120343839542	0.9770773638968482	-23.269145111805756	-26.202039387153036	-361.48048629310233	0.0	none_recorded	0	0	0	0
Wallemia__540946at2759__code1	F1540922	True	F1540922	1.7445423505237125	0.07644159935213082	4.172698920244138	4	397	1.0	1.0	-13.568077052440913	-18.206025781371864	-309.93021225085295	-4.547473508864641e-13	none_recorded	0	0	0	0
Wallemia__4908955at2759__code1	InternalNode1	False	F1540922;F245174	1.7406009766265302	0.028508076542073178	2.478751017709991	4	315	1.0		-8.500299045838801	-8.477812457580967	-131.77639863129525	-4.547473508864641e-13	none_recorded	0	0	0	0
Malassezia__5015403at2759__code1	F2020962	True	F2020962	1.739815399201722	0.10912294892645429	3.960237418921112	5	376	0.6861702127659575	0.9920212765957447	-16.087184678895028	-22.44108079605394	-354.8087748202861	9.094947017729282e-13	none_recorded	0	0	0	0
Naganishia__707076at2759__code1	F104408	True	F104408	1.7370500412982606	0.025514335031423033	2.18777619275258	4	267	1.0	1.0	-11.357568040144315	-8.718542451811345	-105.83889866743834	-4.547473508864641e-13	none_recorded	0	0	0	0
Candida__4976279at2759__code12	InternalNode1	False	F42374;F5476	1.7308838646269502	0.1225975092200472	4.02009537064247	4	388	1.0		-16.954895506637058	-25.29108580375805	-383.7644464682612	4.547473508864641e-13	none_recorded	0	0	0	0
Wallemia__5005274at2759__code1	InternalNode1	False	F1540922;F245174	1.724816949829598	0.09209267678748882	2.230458799422532	4	298	1.0		-16.19537174082916	-17.817471176127583	-270.12455026724183	-4.547473508864641e-13	none_recorded	0	0	0	0
Malassezia__530014at2759__code1	F2020962	True	F2020962	1.723803121379209	0.062141592315494654	4.474024428857389	5	835	0.9580838323353293	0.9964071856287425	-21.96007841512801	-29.92214327631882	-565.7804071979972	0.0	none_recorded	0	0	0	0
Fusarium__5001273at2759__code1	InternalNode6	False	F1328300;F195108	1.7226507448730668	0.0258738336337915	5.531496016712917	10	244	1.0		-7.822943017274611	-6.738371032184659	-91.4768433149211	0.0	none_recorded	0	0	1	0
Amanita__3643464at2759__code1	F235537	True	F235537	1.718410020953683	0.06852076446907164	3.959290590345987	7	626	0.9952076677316294	0.9952076677316294	-26.20000976749725	-32.27741098918523	-492.71289944838463	0.0	none_recorded	0	0	0	0
Cryptococcus__5006412at2759__code1	F5208	True	F5208	1.7139349172157357	0.16449207550067566	3.270265104401159	10	530	0.9924528301886792	0.9924528301886792	-36.30930408358836	-46.183587287571754	-563.337010357388	0.0	none_recorded	0	0	2	0
Amanita__541070at2759__code1	F235537	True	F235537	1.7086417207695308	0.13000434373544845	3.994640023300544	6	241	0.983402489626556	0.991701244813278	-14.686128705212468	-18.26155403990242	-249.46773949007002	-4.547473508864641e-13	none_recorded	0	0	0	0
Tilletia__5001280at2759__code1	F1031713	True	F1031713	1.7015649878284593	0.07254972978436028	3.919200670595461	4	673	1.0	1.0	-28.30300469220674	-32.42464711310913	-546.9785980498418	0.0	none_recorded	0	0	0	0
Cryptococcus__4613677at2759__code1	F5208	True	F5208	1.6908598530149384	0.04444515040896452	4.025300576973258	9	106	0.9905660377358491	0.9905660377358491	-7.2411252540711075	-5.306643866768127	-61.8112770995582	0.0	none_recorded	0	0	0	0
Malassezia__5003022at2759__code1	F2020962	True	F2020962	1.690015883687894	0.14264033289967115	4.701403387005119	5	831	0.9723225030084236	0.9975932611311673	-46.46444481121762	-62.549919471992325	-877.8002960841932	5.4569682106375694e-12	none_recorded	0	0	0	0
Wallemia__530740at2759__code1	InternalNode1	False	F1540922;F245174	1.6886253841909538	0.058946535708542226	2.930918758279677	4	275	1.0		-10.064451280307367	-12.186348830817678	-202.2861192626633	0.0	none_recorded	0	0	0	0
Tilletia__5004118at2759__code1	F1031713	True	F1031713	1.6832995701020232	0.09803846732628928	1.811485292347091	5	209	0.9952153110047847	0.9952153110047847	-15.062268973976188	-15.846198163853387	-216.23930537991305	4.547473508864641e-13	none_recorded	0	0	27	0
Umbelopsis__5005217at2759__code1	F91625	True	F91625	1.6814989664055382	0.07137165747162676	3.563376381285674	4	440	1.0	1.0	-21.30024315047922	-23.114800539034604	-356.01776969287994	0.0	none_recorded	0	0	0	0
Cryptococcus__5015742at2759__code1	InternalNode1	False	F104669;F5619	1.6724339853790855	0.07351805667685464	2.714212402522147	10	453	0.9955849889624724		-16.228356287671886	-20.35650205462298	-351.62947000186796	-9.094947017729282e-13	none_recorded	0	0	0	0
Umbelopsis__5001273at2759__code1	F91625	True	F91625	1.6702600982552	0.07268158191779671	2.615296066167967	4	197	1.0	1.0	-10.679908948067805	-10.831418723012348	-165.56894682510415	2.2737367544323206e-13	none_recorded	0	0	0	0
Umbelopsis__760428at2759__code1	F91625	True	F91625	1.669990645889321	0.06591612376215589	2.940178043562281	4	375	1.0	1.0	-16.994482931901985	-18.970539031462067	-304.2426147440942	-4.547473508864641e-13	none_recorded	0	0	0	0
Malassezia__288615at2759__code1	F76775	True	F76775	1.6653723431301861	0.07186259483338071	4.901071156501931	5	611	0.9983633387888707	1.0	-20.094461730601324	-27.19803584971214	-460.57206986528763	0.0	none_recorded	0	0	0	0
Malassezia__115730at2759__code1	F223818	True	F223818	1.6619036210260207	0.0419198329331375	4.067667650846218	5	318	0.9874213836477987	1.0	-9.190655800059176	-10.718443398659929	-173.7091652549243	-4.547473508864641e-13	none_recorded	0	0	0	0
Cryptococcus__4987397at2759__code1	F5208	True	F5208	1.659519532539994	0.0560277855030388	4.717821917197231	10	871	0.8897818599311137	0.8897818599311137	-27.781026426993776	-31.668338091914848	-511.9024385597422	0.0	none_recorded	0	0	0	0
Malassezia__5002573at2759__code1	F76775	True	F76775	1.6576781568678265	0.08782200862368215	4.259371479493521	5	386	0.9974093264248705	0.9974093264248705	-19.134194597860187	-23.321568512678823	-364.3408900101422	0.0	none_recorded	0	0	0	0
Cryptococcus__5001156at2759__code1	InternalNode1	False	F104669;F5619	1.6549341688722299	0.1433055990154184	3.426274051794629	10	294	0.8605442176870748		-19.152218037649163	-25.227889170526396	-333.6150629203762	0.0	none_recorded	0	0	0	0
Amanita__5004265at2759__code1	F235537	True	F235537	1.6481113870503246	0.1048730617537867	3.393927697550322	6	269	0.6691449814126395	0.9776951672862454	-16.646493398450275	-20.089174307625854	-268.9272621091436	-4.547473508864641e-13	none_recorded	0	0	0	0
Amanita__5000986at2759__code1	F235537	True	F235537	1.6415771270375161	0.1182640386493952	3.568347418860856	7	503	0.9900596421471173	0.9900596421471173	-28.828071487673697	-36.345613613696514	-507.4806248105033	0.0	none_recorded	0	0	0	0
Cryptococcus__5000986at2759__code1	F5208	True	F5208	1.6414199215857952	0.1383942097806499	3.685311421479294	9	479	0.9958246346555324	0.9958246346555324	-26.30368719569833	-35.86121667585576	-489.87616671770047	0.0	none_recorded	0	0	0	0
Malassezia__5005892at2759__code1	F2020962	True	F2020962	1.6406121637320592	0.10846344861605464	3.787445888809449	5	376	0.9547872340425532	0.9920212765957447	-18.24449283746344	-24.24571545283834	-371.86885982156673	-9.094947017729282e-13	none_recorded	0	0	0	0
Tilletia__5003192at2759__code1	F1031713	True	F1031713	1.6381561269258247	0.09678815411776069	4.898699760109559	5	464	0.9827586206896551	0.9956896551724138	-26.71968142596552	-28.499023173315436	-422.9257916892866	0.0	none_recorded	0	0	0	0
Wallemia__5000371at2759__code1	InternalNode1	False	F1540922;F245174	1.6346099670736804	0.09265371296285663	2.716830887151985	4	401	1.0		-22.362621682408644	-24.806469450748864	-373.61148358429864	-4.547473508864641e-13	none_recorded	0	0	0	0
Naganishia__4985971at2759__code1	F104408	True	F104408	1.6301526972601574	0.023751543556824357	2.856218714231672	4	245	1.0	1.0	-10.28828129494741	-7.395486184660513	-88.94339325905685	-2.2737367544323206e-13	none_recorded	0	2	0	0
Wallemia__5003205at2759__code1	F1540922	True	F1540922	1.6293743579029931	0.07817433633056445	3.058349854789416	4	1231	1.0	1.0	-44.277929898198636	-59.54236169467367	-1013.6974699064922	-3.637978807091713e-12	none_recorded	0	0	0	0
Malassezia__5015876at2759__code1	F2020962	True	F2020962	1.6283179263121672	0.08193908787770557	3.769671738991727	5	503	0.9980119284294234	1.0	-22.635344532677664	-27.22796506927989	-437.1192018115753	0.0	none_recorded	0	0	0	0
Naganishia__5000362at2759__code1	F104408	True	F104408	1.6255444781683597	0.03337904058279299	2.906346244110216	4	890	1.0	1.0	-40.48660571340224	-34.800327367541286	-448.383112505614	0.0	none_recorded	0	0	0	0
Wallemia__4823929at2759__code1	InternalNode1	False	F1540922;F245174	1.6254052092989448	0.044021058144439296	3.355186784007025	4	427	1.0		-14.79084227726753	-15.61171414383034	-243.31703326950765	-4.547473508864641e-13	none_recorded	0	0	0	0
Malassezia__4974767at2759__code1	F223818	True	F223818	1.624813098489445	0.06388028692899649	3.414776846099308	4	147	1.0	1.0	-6.754306367333129	-6.769312480196277	-110.00510965375179	2.2737367544323206e-13	none_recorded	0	0	0	0
Naganishia__538728at2759__code1	F104408	True	F104408	1.6216559194678526	0.04103637122657391	3.423309146426636	4	521	1.0	1.0	-25.294597371934742	-21.68052400870829	-286.9074664660088	4.547473508864641e-13	none_recorded	0	0	0	0
Fusarium__5001156at2759__code1	InternalNode6	False	F1328300;F195108	1.621241247884935	0.04746818154808813	3.310805993797015	10	328	0.9969512195121951		-12.23788885091517	-12.914269644447813	-195.63918588207525	4.547473508864641e-13	none_recorded	0	0	0	0
Malassezia__5000152at2759__code1	F76775	True	F76775	1.6154247954165502	0.10172912792509423	3.667188762494674	5	1165	0.9957081545064378	0.9957081545064378	-46.85289239135818	-65.3337708176914	-1083.6476267911348	0.0	none_recorded	0	0	7	0
Candida__4983000at2759__code12	F5482	True	F5482	1.6134045509475925	0.12363051411419382	4.837655700987129	4	374	1.0	1.0	-18.97659435821288	-25.87353164554088	-394.379362245415	4.547473508864641e-13	none_recorded	0	0	0	0
Cryptococcus__776280at2759__code1	F5208	True	F5208	1.6078979259984574	0.16441758676244086	3.48291689393354	10	472	0.989406779661017	0.9936440677966102	-31.9015687945448	-40.94067921486385	-509.3776002637269	0.0	none_recorded	0	0	0	0
Umbelopsis__541070at2759__code1	F91625	True	F91625	1.6077306920489505	0.08595596654753099	2.516715851020871	4	231	1.0	1.0	-11.778196420642871	-13.28239882570233	-209.30445746361056	0.0	none_recorded	0	0	0	0
Cryptococcus__538728at2759__code1	InternalNode1	False	F104669;F5619	1.6064981563641465	0.06140017664867557	2.843227230073406	10	521	0.783109404990403		-16.952392203788804	-21.81385814163059	-361.0958109863641	-9.094947017729282e-13	none_recorded	0	0	0	0
Amanita__4613677at2759__code1	F235537	True	F235537	1.6040171529360718	0.13290522619167916	3.219673966061697	7	105	0.9809523809523809	1.0	-6.949275808946595	-8.094601674769365	-106.2431382844461	2.2737367544323206e-13	none_recorded	0	0	0	0
Cryptococcus__5001941at2759__code1	InternalNode1	False	F104669;F5619	1.5989935101030686	0.061197930146688596	3.672912205984447	10	737	0.5671641791044776		-26.549381212257686	-35.1944906661256	-546.5848843685553	9.094947017729282e-13	none_recorded	0	0	0	0
Cryptococcus__4986044at2759__code1	F5208	True	F5208	1.5977253741398172	0.11107876486694611	3.260765773677603	9	482	0.991701244813278	0.991701244813278	-23.14972702643263	-30.978467892693516	-459.76684956608824	0.0	requires_gene_copy_reconciliation_before_confirmatory_single_ortholog_analysis	0	0	2	0
Aspergillus__727964at2759__code1	F182096	True	F182096	1.5952271274277086	0.06532896190685172	4.418628829519141	10	445	0.8764044943820225	0.9977528089887641	-17.868250850508957	-21.425672316419877	-328.80450172933615	0.0	none_recorded	0	0	0	0
Amanita__4970538at2759__code1	F235537	True	F235537	1.5920201682901438	0.10862955702548292	4.162629710594782	6	948	0.9968354430379747	1.0	-56.98322895419915	-69.48700319099953	-941.8092429270237	3.637978807091713e-12	none_recorded	0	0	0	0
Candida__5004118at2759__code12	F5482	True	F5482	1.5891408229624602	0.04066720484314182	2.521029227456816	4	232	1.0	1.0	-6.682070587374028	-8.12288073327727	-132.99157084296303	-2.2737367544323206e-13	none_recorded	0	0	0	0
Naganishia__4988239at2759__code1	F104408	True	F104408	1.5830413985606189	0.029233411642896442	2.485291495110438	4	1007	1.0	1.0	-44.266235673091614	-33.959950274766015	-427.85977810595887	0.0	none_recorded	0	0	0	0
Cryptococcus__319730at2759__code1	F5208	True	F5208	1.5815115433566724	0.06788622142898408	4.215261480306484	10	446	1.0	1.0	-23.18482149542251	-25.28379518582733	-367.00407202185124	0.0	none_recorded	0	0	0	0
Cryptococcus__4988239at2759__code1	F5208	True	F5208	1.5810990921610588	0.06023740945674556	4.060124396513429	10	1001	0.998001998001998	0.999000999000999	-37.344058712411424	-45.46913535371641	-717.0695715384172	-3.637978807091713e-12	none_recorded	0	0	1	0
Cryptococcus__530014at2759__code1	InternalNode1	False	F104669;F5619	1.580424037867085	0.04698283720045479	4.158959417802335	10	853	1.0		-29.526744053056973	-32.21286005843103	-516.1201104510437	0.0	none_recorded	0	0	0	0
Wallemia__5006412at2759__code1	InternalNode1	False	F1540922;F245174	1.5769806575047685	0.0864625729653972	2.559589935250457	4	521	1.0		-24.924863023695252	-30.387424202323018	-457.8618627913593	0.0	none_recorded	0	0	0	0
Candida__288615at2759__code12	F5479	True	F5479	1.5755994630021055	0.06768874511453543	3.388139408248018	4	598	1.0	1.0	-26.199989135852775	-29.01571760391562	-469.44237288406566	0.0	none_recorded	0	0	0	0
Cryptococcus__340246at2759__code1	F5208	True	F5208	1.5707709038369992	0.08742452201947405	3.494689357613759	10	669	0.9641255605381166	0.9641255605381166	-30.022952551895287	-36.82991007454348	-572.0556730172866	0.0	none_recorded	0	0	0	0
Fusarium__5003192at2759__code1	InternalNode6	False	F1328300;F195108	1.569898740905202	0.0825538713145096	3.444071054041673	10	463	0.9978401727861771		-25.85480940322759	-27.29543599853514	-401.4178439803536	-9.094947017729282e-13	none_recorded	0	0	0	0
Amanita__5003192at2759__code1	F41956	True	F41956	1.5674740217334022	0.12094154317566959	3.688493151760848	6	433	0.7713625866050808	0.9976905311778291	-25.390642767205463	-32.27849577808229	-444.20102396871425	0.0	none_recorded	0	0	0	0
Cryptococcus__5003856at2759__code1	F5208	True	F5208	1.5656290888724211	0.09484958240414572	3.142918569025329	10	298	0.9932885906040269	0.9932885906040269	-16.12991761859348	-20.100253463785975	-293.27999105012987	0.0	none_recorded	0	0	0	0
Cryptococcus__4813267at2759__code1	F5208	True	F5208	1.5643819727186195	0.06594761936636429	3.671911697426476	9	815	0.8871165644171779	0.8871165644171779	-26.574447683730796	-33.55357848802396	-537.0030142268724	0.0	none_recorded	0	0	0	0
Wallemia__5000362at2759__code1	InternalNode1	False	F1540922;F245174	1.562974443143949	0.048056107129187405	2.924997778806989	4	889	1.0		-29.904823280748133	-33.57183476377668	-543.1360390033833	0.0	none_recorded	0	0	0	0
Naganishia__5001734at2759__code1	F104408	True	F104408	1.5625928371418023	0.04128575152185541	2.16376679382302	4	197	1.0	1.0	-8.677102723648431	-7.699848298843563	-106.40471621337747	2.2737367544323206e-13	none_recorded	0	0	0	0
Umbelopsis__5013042at2759__code1	F91625	True	F91625	1.5597331891029165	0.05010125735161365	2.695962642274116	4	380	1.0	1.0	-19.96102862130556	-19.362794353759	-262.0515600205813	0.0	none_recorded	0	0	0	0
Wallemia__4975094at2759__code1	InternalNode1	False	F1540922;F245174	1.5573623186467205	0.04894244400034797	3.050488993012167	4	969	1.0		-38.86200021204513	-43.02450772978773	-635.4324025348014	0.0	none_recorded	0	0	0	0
Cryptococcus__541070at2759__code1	F5208	True	F5208	1.5564942477941779	0.11889444361216857	3.188837623865904	10	240	0.9916666666666667	0.9916666666666667	-15.884161442296318	-19.2518491892165	-259.61250587974837	4.547473508864641e-13	none_recorded	0	0	0	0
Cryptococcus__4970387at2759__code1	F5208	True	F5208	1.5559405207074803	0.10321849337153434	2.463287752203395	10	150	1.0	1.0	-6.265699028428116	-8.5918110597936	-133.1271437434607	2.2737367544323206e-13	none_recorded	0	0	0	0
Aspergillus__3643464at2759__code1	F182096	True	F182096	1.554404858506342	0.05746118163079202	3.50298753636451	10	775	0.9625806451612903	0.9961290322580645	-30.042058042574354	-34.26604918950761	-535.1493502454341	-5.4569682106375694e-12	none_recorded	0	0	0	0
Naganishia__352891at2759__code1	F104408	True	F104408	1.543152563109214	0.031805651175563686	2.59938423594177	4	249	1.0	1.0	-13.849329600810279	-10.01012400759032	-117.21695372216209	2.2737367544323206e-13	none_recorded	0	0	0	0
Wallemia__5001660at2759__code1	F1540922	True	F1540922	1.5425547217823925	0.04886856454296799	2.474960638474433	4	628	1.0	1.0	-24.240364734338982	-25.336531417741753	-400.43854541749624	0.0	none_recorded	0	0	0	0
Candida__4974767at2759__code12	F5479	True	F5479	1.536493079643169	0.0478938917452802	3.851626305038853	4	144	1.0	1.0	-3.784656323873378	-4.954254897945702	-86.76307426109724	2.2737367544323206e-13	none_recorded	0	0	0	0
Cryptococcus__5015712at2759__code1	F5208	True	F5208	1.5320619771953268	0.07963847559780435	2.901230681135281	10	478	0.9769874476987448	1.0	-23.91666995630112	-28.382582128579088	-415.9391763002068	0.0	none_recorded	0	0	0	0
Wallemia__3643464at2759__code1	InternalNode1	False	F1540922;F245174	1.5316166799663227	0.023058360263195205	2.999906850456331	4	635	1.0		-18.07684010577941	-17.751987981128877	-238.29391656405096	0.0	none_recorded	0	0	0	0
Wallemia__4867008at2759__code1	InternalNode1	False	F1540922;F245174	1.5306328819147295	0.022400995867762515	3.29510716131732	4	181	1.0		-6.372965484547194	-5.738021157399089	-67.65975710806424	0.0	none_recorded	0	0	0	0
Amanita__5002334at2759__code1	F235537	True	F235537	1.5290359696491485	0.08929861803591865	4.025771069401458	6	270	0.9851851851851852	0.9925925925925926	-12.59010618899174	-15.828420633520182	-241.09896137965416	0.0	none_recorded	0	0	0	0
Malassezia__4908955at2759__code1	F76777	True	F76777	1.5246951535592987	0.15981896189599415	4.294213051993301	5	313	0.9265175718849841	0.9936102236421726	-14.195902908421886	-21.513107564699567	-293.1380771848044	0.0	none_recorded	0	0	0	0
Fusarium__260326at2759__code1	InternalNode6	False	F1328300;F195108	1.5194847206801174	0.03293406169626586	2.973164551212625	10	168	0.8392857142857143		-7.1436502568788	-6.037143561299672	-76.83362796326583	-2.2737367544323206e-13	none_recorded	0	0	0	0
Candida__4843824at2759__code12	F5479	True	F5479	1.5191101010220123	0.07679548242820926	3.736984385247358	4	190	1.0	1.0	-7.242978985042328	-9.735623684757684	-156.33304761130353	0.0	none_recorded	0	0	0	0
Cryptococcus__5004327at2759__code1	F5208	True	F5208	1.5175454450594024	0.09725021839042004	3.518809550201831	10	791	0.988621997471555	0.9962073324905183	-40.14856116296323	-51.071622665780524	-747.827889192542	0.0	none_recorded	0	0	0	0
Tilletia__4969990at2759__code1	F1031713	True	F1031713	1.5171469526521033	0.04554990202658255	3.604499216420798	5	351	1.0	1.0	-17.228268795942313	-14.44265718689212	-215.04558582198797	-4.547473508864641e-13	none_recorded	0	0	17	0
Cryptococcus__5004599at2759__code1	F5208	True	F5208	1.5164140082978612	0.08364121784809363	3.4902174540094	10	718	0.9832869080779945	0.9902506963788301	-33.52402812544551	-42.2976595634982	-632.9801146975478	0.0	none_recorded	0	0	0	0
Candida__4838864at2759__code12	InternalNode1	False	F42374;F5476	1.5135914043517784	0.09136772659552504	3.083436916144586	4	616	1.0		-25.55146243769741	-33.35924588323451	-563.1530874313976	0.0	none_recorded	0	0	0	0
Cryptococcus__115730at2759__code1	F5208	True	F5208	1.5135268794968664	0.06068072720050787	3.23085667292351	10	325	0.9692307692307692	0.9692307692307692	-14.244162981988666	-16.76806528829502	-241.76758392743795	4.547473508864641e-13	none_recorded	0	0	0	0
Aspergillus__5005892at2759__code1	F182096	True	F182096	1.5130506898136709	0.0785386141018812	3.043279269035251	10	360	0.9916666666666667	0.9972222222222222	-19.01839693254351	-20.409894795408945	-308.0188070648883	-9.094947017729282e-13	none_recorded	0	0	0	0
Cryptococcus__5015876at2759__code1	F5208	True	F5208	1.511730443465857	0.05419518191133194	3.174782805266429	10	504	1.0	1.0	-18.217463077118737	-21.151295945919628	-342.50002052595755	0.0	none_recorded	0	0	0	0
Malassezia__4971272at2759__code1	F76775	True	F76775	1.511232749265417	0.08746866127310955	3.448082277932392	5	434	0.9539170506912442	1.0	-18.338771993297087	-24.838433487345355	-388.9962399175647	0.0	none_recorded	0	0	0	0
Umbelopsis__201273at2759__code1	F91625	True	F91625	1.5092071011736623	0.0780153935680548	2.66169572290848	4	260	1.0	1.0	-17.130932451250374	-14.678965199232834	-212.1510955408744	-2.2737367544323206e-13	none_recorded	0	0	0	0
Cryptococcus__4940884at2759__code1	F5208	True	F5208	1.5073983071228363	0.053883197039228066	2.922962030060237	10	870	0.9862068965517241	0.9862068965517241	-29.137293986022996	-36.1688607434553	-574.045722714136	0.0	none_recorded	0	0	0	0
Tilletia__4613677at2759__code1	F1031713	True	F1031713	1.5060974418675896	0.07103672123186375	2.476867234354978	5	128	0.9765625	0.9921875	-7.046821157675026	-7.4421255131409225	-108.58868461739235	1.1368683772161603e-13	none_recorded	0	0	0	0
Malassezia__340246at2759__code1	F2020962	True	F2020962	1.5046541218499658	0.10961256536337893	3.458957318425024	5	663	0.9894419306184012	0.9894419306184012	-31.909666755832404	-41.89341397964381	-623.1110425051902	0.0	none_recorded	0	0	0	0
Amanita__5003856at2759__code1	F235537	True	F235537	1.4988265959488047	0.06942122495971144	3.175664469153808	6	299	0.9665551839464883	1.0	-12.45028133646747	-15.417395155564918	-233.3081053299279	0.0	none_recorded	0	0	0	0
Malassezia__4970538at2759__code1	F2020962	True	F2020962	1.498739030527042	0.09110001030868785	4.842722449348916	5	942	0.9957537154989384	0.9957537154989384	-29.897353646043484	-44.93854859804378	-762.1626363340874	1.8189894035458565e-12	none_recorded	0	0	0	0
Cryptococcus__5003192at2759__code1	F5208	True	F5208	1.4959125481780402	0.12201117125759856	3.451448190042062	9	448	0.9441964285714286	0.9888392857142857	-26.425024458161715	-34.73253035452581	-475.87580157138655	0.0	none_recorded	0	0	11	0
Malassezia__538728at2759__code1	InternalNode1	False	F2020962;F223818	1.4955372754259513	0.12599850594118608	2.849599190166474	5	432	0.9861111111111112		-15.699185488388139	-24.084193535166378	-388.0628434613591	0.0	none_recorded	0	0	0	0
Wallemia__5005892at2759__code1	InternalNode1	False	F1540922;F245174	1.4952706674980476	0.05150580330924874	2.595653444482954	4	366	1.0		-13.162853922591694	-14.627585187098248	-237.7200880964724	0.0	none_recorded	0	0	0	0
Candida__4823929at2759__code12	InternalNode1	False	F42374;F5476	1.4952261679699856	0.06674932515757284	3.926279743493853	4	400	1.0		-13.485053019960105	-18.457251693730996	-307.67914591107547	-4.547473508864641e-13	none_recorded	0	0	0	0
Tilletia__5018803at2759__code1	F1031713	True	F1031713	1.4938681866385835	0.09566119792556706	4.081463204861405	4	747	1.0	1.0	-42.25931511271483	-48.25249010122661	-721.2379842147075	0.0	none_recorded	0	0	0	0
Umbelopsis__4613677at2759__code1	F91625	True	F91625	1.4937883170382864	0.0318242713241817	2.975111679516742	4	127	1.0	1.0	-5.995036646341305	-5.391126739126889	-60.93928447750636	0.0	none_recorded	0	0	0	0
Tilletia__5014007at2759__code1	F1031713	True	F1031713	1.49351676729741	0.08517401597888181	3.040392056744634	5	608	0.9901315789473685	0.9901315789473685	-35.401720594542894	-37.719388781635644	-565.1407964283408	0.0	none_recorded	0	0	0	0
Wallemia__4764044at2759__code1	InternalNode1	False	F1540922;F245174	1.49124556148228	0.06392974529955693	2.645446004469857	4	470	1.0		-19.683686044098977	-22.877157218132197	-348.9743996431025	-4.547473508864641e-13	none_recorded	0	0	0	0
Umbelopsis__4896098at2759__code1	F91625	True	F91625	1.4901499914161482	0.028980463828513325	3.269692350546577	4	189	1.0	1.0	-6.211346262444067	-4.833022013620621	-70.80454207022353	-2.2737367544323206e-13	none_recorded	0	0	0	0
