marker	taxon_set_sha256	split_taxa	split_taxon_count	aa_branch_length	3di_af_branch_length	3di_af_empirical_branch_length	3di_llm_branch_length
5001941at2759	3a7a20ec6d4d2a5bffd57e0d6e98985e6f1a39db0c94a833e832630d301c8fe4	F1658444,F41990	2	0.0551401669	0.0105810767	0.0120095686	0.0088022898
5001941at2759	3a7a20ec6d4d2a5bffd57e0d6e98985e6f1a39db0c94a833e832630d301c8fe4	F27292	1	1.8409929489	0.4623500843	0.7210853616	0.4003507751
5001941at2759	3a7a20ec6d4d2a5bffd57e0d6e98985e6f1a39db0c94a833e832630d301c8fe4	F41990	1	0.0578263467	0.0512507307	0.0613878318	0.0459558926
5001941at2759	3a7a20ec6d4d2a5bffd57e0d6e98985e6f1a39db0c94a833e832630d301c8fe4	F470096	1	0.1963084005	0.0926974804	0.1163483353	0.0829578707
5002334at2759	5d0cfcaf0aaaa78b9d30dd043a58016ea8f3c3963db1573a76bbc74b834f392b	F1095194	1	0.1386394469	0.0553342443	0.0648491781	0.0505369645
5002334at2759	5d0cfcaf0aaaa78b9d30dd043a58016ea8f3c3963db1573a76bbc74b834f392b	F1095194,F1658444	2	0.2006143281	0.0290463771	0.0367501049	0.0275104992
5002334at2759	5d0cfcaf0aaaa78b9d30dd043a58016ea8f3c3963db1573a76bbc74b834f392b	F1095194,F1658444,F470096	3	0.0831746407	0.0557623945	0.0672322844	0.0494114099
5002334at2759	5d0cfcaf0aaaa78b9d30dd043a58016ea8f3c3963db1573a76bbc74b834f392b	F147570	1	0.281172356	0.0686612981	0.1069169201	0.054097097
5002334at2759	5d0cfcaf0aaaa78b9d30dd043a58016ea8f3c3963db1573a76bbc74b834f392b	F1658444	1	0.1156196085	0.0468055372	0.0672309813	0.0388245597
5002334at2759	5d0cfcaf0aaaa78b9d30dd043a58016ea8f3c3963db1573a76bbc74b834f392b	F2813651	1	0.1601915261	0.1029944468	0.1355472771	0.0918699473
5002334at2759	5d0cfcaf0aaaa78b9d30dd043a58016ea8f3c3963db1573a76bbc74b834f392b	F2813651,F4918	2	0.1905001976	0.0329806178	0.0392725431	0.0306275347
5002334at2759	5d0cfcaf0aaaa78b9d30dd043a58016ea8f3c3963db1573a76bbc74b834f392b	F470096	1	0.1714274811	0.08412098	0.1057961477	0.0736679775
5002334at2759	5d0cfcaf0aaaa78b9d30dd043a58016ea8f3c3963db1573a76bbc74b834f392b	F4918	1	0.7225027662	0.1417933441	0.2166413563	0.1196522457
5002573at2759	0c7424ca888c7e38aefb50e59d7dba51c40a01914b09a2d8ab9e3a59cbec32c3	F1176130	1	0.5769389801	0.055565069	0.0506252736	0.0501399454
5002573at2759	0c7424ca888c7e38aefb50e59d7dba51c40a01914b09a2d8ab9e3a59cbec32c3	F1176130,F470096	2	0.0829104009	0.016201374	0.0159862571	0.014771066
5002573at2759	0c7424ca888c7e38aefb50e59d7dba51c40a01914b09a2d8ab9e3a59cbec32c3	F1176130,F470096,F4918	3	0.2995723483	0.0641538914	0.0658886354	0.0561732901
5002573at2759	0c7424ca888c7e38aefb50e59d7dba51c40a01914b09a2d8ab9e3a59cbec32c3	F1176130,F470096,F4918,F5507,F5544	5	0.1776331509	0.027762499	0.0254724447	0.0277341782
5002573at2759	0c7424ca888c7e38aefb50e59d7dba51c40a01914b09a2d8ab9e3a59cbec32c3	F1209916	1	1e-06	1e-06	1e-06	1e-06
5002573at2759	0c7424ca888c7e38aefb50e59d7dba51c40a01914b09a2d8ab9e3a59cbec32c3	F1209916,F1209934,F145971,F1671311	4	0.0639403232	0.1208489673	0.1161833489	0.1097807324
5002573at2759	0c7424ca888c7e38aefb50e59d7dba51c40a01914b09a2d8ab9e3a59cbec32c3	F1209916,F1209934,F145971,F1671311,F474922	5	0.0334432222	0.0295112172	0.0245802012	0.0245998684
5002573at2759	0c7424ca888c7e38aefb50e59d7dba51c40a01914b09a2d8ab9e3a59cbec32c3	F1209916,F145971,F1671311	3	1e-06	1e-06	1e-06	1e-06
5002573at2759	0c7424ca888c7e38aefb50e59d7dba51c40a01914b09a2d8ab9e3a59cbec32c3	F1209934	1	1e-06	1e-06	1e-06	1e-06
5002573at2759	0c7424ca888c7e38aefb50e59d7dba51c40a01914b09a2d8ab9e3a59cbec32c3	F145971	1	1e-06	1e-06	1e-06	1e-06
5002573at2759	0c7424ca888c7e38aefb50e59d7dba51c40a01914b09a2d8ab9e3a59cbec32c3	F145971,F1671311	2	1e-06	1e-06	1e-06	1e-06
5002573at2759	0c7424ca888c7e38aefb50e59d7dba51c40a01914b09a2d8ab9e3a59cbec32c3	F1671311	1	1e-06	1e-06	1e-06	1e-06
5002573at2759	0c7424ca888c7e38aefb50e59d7dba51c40a01914b09a2d8ab9e3a59cbec32c3	F34406	1	2.0731e-06	0.0190563578	0.0215069358	0.0211792533
5002573at2759	0c7424ca888c7e38aefb50e59d7dba51c40a01914b09a2d8ab9e3a59cbec32c3	F470096	1	0.2631156598	0.1189950504	0.1143853352	0.1124218815
5002573at2759	0c7424ca888c7e38aefb50e59d7dba51c40a01914b09a2d8ab9e3a59cbec32c3	F474922	1	0.0616385362	0.0201858746	0.0179447936	0.0182808449
5002573at2759	0c7424ca888c7e38aefb50e59d7dba51c40a01914b09a2d8ab9e3a59cbec32c3	F4918	1	1.0968169887	0.1982675183	0.1859290796	0.1820758836
5002573at2759	0c7424ca888c7e38aefb50e59d7dba51c40a01914b09a2d8ab9e3a59cbec32c3	F5507	1	0.1240294398	0.0454084789	0.0466874932	0.0418907866
5002573at2759	0c7424ca888c7e38aefb50e59d7dba51c40a01914b09a2d8ab9e3a59cbec32c3	F5507,F5544	2	0.1017422381	0.0100937396	0.0069543106	0.0117067874
5002573at2759	0c7424ca888c7e38aefb50e59d7dba51c40a01914b09a2d8ab9e3a59cbec32c3	F5544	1	0.1493374965	0.080932989	0.0739806379	0.075034092
5003192at2759	d07b7f90791109172a1f81fe04cea03a229255611f4c02cd5c2a0318888f8878	F1095194	1	0.1076330122	0.0764057346	0.0847431483	0.0694796391
5003192at2759	d07b7f90791109172a1f81fe04cea03a229255611f4c02cd5c2a0318888f8878	F1095194,F1671311	2	0.3489140544	0.0765997261	0.0836725997	0.0641017771
5003192at2759	d07b7f90791109172a1f81fe04cea03a229255611f4c02cd5c2a0318888f8878	F1671311	1	0.0666647914	0.0928486174	0.1029243979	0.0885197826
5003192at2759	d07b7f90791109172a1f81fe04cea03a229255611f4c02cd5c2a0318888f8878	F36779	1	0.184608789	0.0978301613	0.1063944479	0.0885458632
5003192at2759	d07b7f90791109172a1f81fe04cea03a229255611f4c02cd5c2a0318888f8878	F4918	1	1.6145265935	0.6959400507	0.8901225739	0.5712287498
5003972at2759	023117a6401ec0f165587484ad545dc53b769807e4f943017e5d70f780e5c572	F182096	1	0.466840109	0.0862883759	0.0992630889	0.0807911962
5003972at2759	023117a6401ec0f165587484ad545dc53b769807e4f943017e5d70f780e5c572	F182096,F470096	2	0.2223490341	2.6964e-06	2.6964e-06	2.6964e-06
5003972at2759	023117a6401ec0f165587484ad545dc53b769807e4f943017e5d70f780e5c572	F470096	1	0.3241407943	0.1251393568	0.1456300804	0.11208501
5003972at2759	023117a6401ec0f165587484ad545dc53b769807e4f943017e5d70f780e5c572	F4918	1	0.2032351448	0.1157858441	0.1377365719	0.1045378802
5003972at2759	023117a6401ec0f165587484ad545dc53b769807e4f943017e5d70f780e5c572	F796027	1	0.198342505	0.1946921913	0.2213536391	0.1796103174
5004118at2759	5c5621f08263a252461d3033dbfed4b89954676d8abde5f853710ca5597788bf	F114524	1	0.7198341432	0.13630358	0.1867502052	0.1360455225
5004118at2759	5c5621f08263a252461d3033dbfed4b89954676d8abde5f853710ca5597788bf	F114524,F4918	2	0.7446209412	0.0323977923	2.2936e-06	0.0214517502
5004118at2759	5c5621f08263a252461d3033dbfed4b89954676d8abde5f853710ca5597788bf	F147573	1	0.6363807778	2.1557e-06	2.2138e-06	2.563e-06
5004118at2759	5c5621f08263a252461d3033dbfed4b89954676d8abde5f853710ca5597788bf	F147573,F470096	2	0.3773245297	0.2840421829	0.7862107901	0.2879058251
5004118at2759	5c5621f08263a252461d3033dbfed4b89954676d8abde5f853710ca5597788bf	F177197	1	0.3227370423	0.1378122279	0.2659656607	0.1413215364
5004118at2759	5c5621f08263a252461d3033dbfed4b89954676d8abde5f853710ca5597788bf	F470096	1	0.4765330064	2.8178e-06	2.8178e-06	2.8178e-06
5004118at2759	5c5621f08263a252461d3033dbfed4b89954676d8abde5f853710ca5597788bf	F4918	1	0.365596594	2.7371e-06	2.9522e-06	2.0987e-06
5004327at2759	a3713b58a28483135c20c2d236fc958a700203091232b0b6c9160a4a9d0f17f9	F148305	1	0.8159603309	0.1830196712	0.2784151205	0.1592890219
5004327at2759	a3713b58a28483135c20c2d236fc958a700203091232b0b6c9160a4a9d0f17f9	F148305,F4918	2	0.1198133417	0.0460572705	0.0614265173	0.0405244682
5004327at2759	a3713b58a28483135c20c2d236fc958a700203091232b0b6c9160a4a9d0f17f9	F462254	1	0.2215298982	0.0729010085	0.0850710839	0.0651727617
5004327at2759	a3713b58a28483135c20c2d236fc958a700203091232b0b6c9160a4a9d0f17f9	F462254,F470096	2	0.1847011182	0.042099054	0.0680863755	0.0385750826
5004327at2759	a3713b58a28483135c20c2d236fc958a700203091232b0b6c9160a4a9d0f17f9	F470096	1	0.2157899698	0.0498653919	0.0715113335	0.0430976087
5004327at2759	a3713b58a28483135c20c2d236fc958a700203091232b0b6c9160a4a9d0f17f9	F4918	1	1.4632570785	0.4075936274	0.6861664739	0.3510470911
5004327at2759	a3713b58a28483135c20c2d236fc958a700203091232b0b6c9160a4a9d0f17f9	F63402	1	0.4971144409	0.1472707515	0.2010877624	0.1279789135
5005174at2759	b6df4cebbf8f7b4806294e2d9924b5e4fcf223c73577c1d5d1494e13d84d26ca	F147573	1	0.6278505514	0.1520054361	0.1555565874	0.1496200837
5005174at2759	b6df4cebbf8f7b4806294e2d9924b5e4fcf223c73577c1d5d1494e13d84d26ca	F147573,F1670608	2	0.1008581253	0.0500088732	0.051608598	0.0452474362
5005174at2759	b6df4cebbf8f7b4806294e2d9924b5e4fcf223c73577c1d5d1494e13d84d26ca	F1670608	1	0.1811958514	0.0527544281	0.048608496	0.0482020305
5005174at2759	b6df4cebbf8f7b4806294e2d9924b5e4fcf223c73577c1d5d1494e13d84d26ca	F29908	1	0.4104752906	0.1214743403	0.1185663083	0.1137711013
5005174at2759	b6df4cebbf8f7b4806294e2d9924b5e4fcf223c73577c1d5d1494e13d84d26ca	F4918	1	0.8385092549	0.1131698848	0.1128603902	0.1068801699
5005196at2759	55b1b1167c22f8a64e15989ea6cee5ef6fbdf2fbf355f054f9806189cbe93f11	F1141098	1	0.1223041242	0.0819458925	0.0817692936	0.0788961844
5005196at2759	55b1b1167c22f8a64e15989ea6cee5ef6fbdf2fbf355f054f9806189cbe93f11	F1141098,F116794	2	0.068811419	0.014942338	0.0158145348	0.0134991202
5005196at2759	55b1b1167c22f8a64e15989ea6cee5ef6fbdf2fbf355f054f9806189cbe93f11	F1141098,F116794,F1209916,F1209934,F1671311	5	0.2350928213	0.0603935583	0.0633122077	0.0536811376
5005196at2759	55b1b1167c22f8a64e15989ea6cee5ef6fbdf2fbf355f054f9806189cbe93f11	F116794	1	0.2217476104	0.1004786325	0.1022509026	0.090245828
5005196at2759	55b1b1167c22f8a64e15989ea6cee5ef6fbdf2fbf355f054f9806189cbe93f11	F1209916	1	1e-06	1e-06	1e-06	1e-06
5005196at2759	55b1b1167c22f8a64e15989ea6cee5ef6fbdf2fbf355f054f9806189cbe93f11	F1209916,F1209934,F1671311	3	0.2399442354	0.0706536606	0.0725942305	0.0685100511
5005196at2759	55b1b1167c22f8a64e15989ea6cee5ef6fbdf2fbf355f054f9806189cbe93f11	F1209934	1	1e-06	1e-06	1e-06	1e-06
5005196at2759	55b1b1167c22f8a64e15989ea6cee5ef6fbdf2fbf355f054f9806189cbe93f11	F1209934,F1671311	2	1e-06	1e-06	1e-06	1e-06
5005196at2759	55b1b1167c22f8a64e15989ea6cee5ef6fbdf2fbf355f054f9806189cbe93f11	F1671311	1	1e-06	1e-06	1e-06	1e-06
5005196at2759	55b1b1167c22f8a64e15989ea6cee5ef6fbdf2fbf355f054f9806189cbe93f11	F27292	1	1e-06	1e-06	1e-06	1e-06
5005196at2759	55b1b1167c22f8a64e15989ea6cee5ef6fbdf2fbf355f054f9806189cbe93f11	F27292,F4918,F4932,F54195	4	0.1785293607	0.0406446399	0.0387884125	0.0375014213
5005196at2759	55b1b1167c22f8a64e15989ea6cee5ef6fbdf2fbf355f054f9806189cbe93f11	F27292,F4932	2	0.1370600769	0.0774707223	0.0765841818	0.0718084655
5005196at2759	55b1b1167c22f8a64e15989ea6cee5ef6fbdf2fbf355f054f9806189cbe93f11	F27292,F4932,F54195	3	0.0388022958	0.0363707116	0.0366807999	0.0340208876
5005196at2759	55b1b1167c22f8a64e15989ea6cee5ef6fbdf2fbf355f054f9806189cbe93f11	F4754	1	0.3245846107	0.1582070347	0.1600161987	0.1476942378
5005196at2759	55b1b1167c22f8a64e15989ea6cee5ef6fbdf2fbf355f054f9806189cbe93f11	F4918	1	0.1796226764	0.0765587152	0.0745925651	0.0700525263
5005196at2759	55b1b1167c22f8a64e15989ea6cee5ef6fbdf2fbf355f054f9806189cbe93f11	F4932	1	1e-06	1e-06	1e-06	1e-06
5005196at2759	55b1b1167c22f8a64e15989ea6cee5ef6fbdf2fbf355f054f9806189cbe93f11	F54195	1	0.5266488603	0.1300334326	0.130339934	0.1193979623
5005215at2759	7006cbc97783f3f7ceeeb11c65adefd3fc69e62439aefb012e93b9814b6ad35f	F117187	1	0.0855485765	0.028256602	0.0346438637	0.0266071177
5005215at2759	7006cbc97783f3f7ceeeb11c65adefd3fc69e62439aefb012e93b9814b6ad35f	F117187,F148304	2	0.1372440998	0.0310862278	0.0314800769	0.0292429186
5005215at2759	7006cbc97783f3f7ceeeb11c65adefd3fc69e62439aefb012e93b9814b6ad35f	F148304	1	0.0398256961	0.0258639421	0.0245469057	0.0231994174
5005215at2759	7006cbc97783f3f7ceeeb11c65adefd3fc69e62439aefb012e93b9814b6ad35f	F42068	1	0.3095054763	0.06500912	0.0660401597	0.0599387704
5005215at2759	7006cbc97783f3f7ceeeb11c65adefd3fc69e62439aefb012e93b9814b6ad35f	F42068,F4918	2	0.201503594	0.0364898491	0.0411692305	0.0326891035
5005215at2759	7006cbc97783f3f7ceeeb11c65adefd3fc69e62439aefb012e93b9814b6ad35f	F470096	1	0.1260210637	0.1007443509	0.1200111141	0.0906090748
5005215at2759	7006cbc97783f3f7ceeeb11c65adefd3fc69e62439aefb012e93b9814b6ad35f	F4918	1	0.3734250957	0.0617578724	0.0752628227	0.0550648936
5005697at2759	aa4f6fcba959d1d06f7ea52188771e62902d8f2ae9cb17b64d4066d15ef92033	F101201	1	0.0456507969	0.0401510108	0.0469734945	0.0370855189
5005697at2759	aa4f6fcba959d1d06f7ea52188771e62902d8f2ae9cb17b64d4066d15ef92033	F101201,F1095194	2	0.1504411137	0.0419173181	0.0528071649	0.0366302051
5005697at2759	aa4f6fcba959d1d06f7ea52188771e62902d8f2ae9cb17b64d4066d15ef92033	F1095194	1	0.0288502751	0.0914831278	0.1091118737	0.0830216452
5005697at2759	aa4f6fcba959d1d06f7ea52188771e62902d8f2ae9cb17b64d4066d15ef92033	F1220207	1	0.0306378071	0.0224573957	0.0195281957	0.022142726
5005697at2759	aa4f6fcba959d1d06f7ea52188771e62902d8f2ae9cb17b64d4066d15ef92033	F1220207,F4918	2	0.1035931265	0.0159946083	0.0193906773	0.0140362692
5005697at2759	aa4f6fcba959d1d06f7ea52188771e62902d8f2ae9cb17b64d4066d15ef92033	F2082308	1	0.2327704304	0.1299900458	0.1632732959	0.1180028343
5005697at2759	aa4f6fcba959d1d06f7ea52188771e62902d8f2ae9cb17b64d4066d15ef92033	F4918	1	0.7492535687	0.13958805	0.1778830644	0.1231389263
5005750at2759	83a909676f80a37494061ad2ee3d2f17f4a51bbf4bcc0c5a7ad94764ff5be18a	F177199	1	0.0513810687	0.0675481119	0.0697779857	0.0640735013
5005750at2759	83a909676f80a37494061ad2ee3d2f17f4a51bbf4bcc0c5a7ad94764ff5be18a	F177199,F474922	2	0.1125148168	0.0218932239	0.0220134907	0.0210699444
5005750at2759	83a909676f80a37494061ad2ee3d2f17f4a51bbf4bcc0c5a7ad94764ff5be18a	F470096	1	0.0860615927	0.1137490702	0.1122490127	0.1079867436
5005750at2759	83a909676f80a37494061ad2ee3d2f17f4a51bbf4bcc0c5a7ad94764ff5be18a	F474922	1	0.1095966777	2.6723e-06	2.6723e-06	2.6723e-06
5005750at2759	83a909676f80a37494061ad2ee3d2f17f4a51bbf4bcc0c5a7ad94764ff5be18a	F4918	1	0.2474677674	0.0173086633	0.0172701152	0.0164435581
5005892at2759	e68851a5d913aaf4191a8d03864cab10164bf4b78b60d8fd02a73247e8f35b57	F41990	1	0.2368338743	0.0767997605	0.0872275599	0.0707397453
5005892at2759	e68851a5d913aaf4191a8d03864cab10164bf4b78b60d8fd02a73247e8f35b57	F41990,F703506	2	0.0913843376	0.0101440324	0.0103305309	0.0083104509
5005892at2759	e68851a5d913aaf4191a8d03864cab10164bf4b78b60d8fd02a73247e8f35b57	F470096	1	0.080745615	0.0200779355	0.0245700588	0.0191739292
5005892at2759	e68851a5d913aaf4191a8d03864cab10164bf4b78b60d8fd02a73247e8f35b57	F4918	1	0.2776632761	0.0698289311	0.0797075332	0.0668320872
5005892at2759	e68851a5d913aaf4191a8d03864cab10164bf4b78b60d8fd02a73247e8f35b57	F4918,F599730	2	0.635855945	0.1470393037	0.1725801829	0.1330353558
5005892at2759	e68851a5d913aaf4191a8d03864cab10164bf4b78b60d8fd02a73247e8f35b57	F599730	1	0.2311922906	0.0544722659	0.0626758215	0.0472685336
5005892at2759	e68851a5d913aaf4191a8d03864cab10164bf4b78b60d8fd02a73247e8f35b57	F703506	1	0.0714359889	0.0553559094	0.0627061931	0.0514722411
5013067at2759	27923508b0b9b724efae870b7b142f9a8eb6043aef8f5934fd939f8844e9f4b8	F1093897	1	0.1632170769	0.1091374016	0.1179861118	0.1011019597
5013067at2759	27923508b0b9b724efae870b7b142f9a8eb6043aef8f5934fd939f8844e9f4b8	F1093897,F122368,F470096	3	0.4144984202	0.0900979794	0.1118940793	0.0792397908
5013067at2759	27923508b0b9b724efae870b7b142f9a8eb6043aef8f5934fd939f8844e9f4b8	F122368	1	0.2369581886	0.1447798091	0.1602095501	0.1325351958
5013067at2759	27923508b0b9b724efae870b7b142f9a8eb6043aef8f5934fd939f8844e9f4b8	F122368,F470096	2	0.1088638768	0.0258039203	0.0328155025	0.0234113689
5013067at2759	27923508b0b9b724efae870b7b142f9a8eb6043aef8f5934fd939f8844e9f4b8	F332112	1	1e-06	1e-06	1e-06	1e-06
5013067at2759	27923508b0b9b724efae870b7b142f9a8eb6043aef8f5934fd939f8844e9f4b8	F332112,F4932	2	0.5135801138	0.2575372201	0.3012453059	0.230170379
5013067at2759	27923508b0b9b724efae870b7b142f9a8eb6043aef8f5934fd939f8844e9f4b8	F470096	1	0.1195987111	0.0463380007	0.0469367565	0.0449113407
5013067at2759	27923508b0b9b724efae870b7b142f9a8eb6043aef8f5934fd939f8844e9f4b8	F4918	1	0.1958069344	0.0939492492	0.1051922984	0.0890080052
5013067at2759	27923508b0b9b724efae870b7b142f9a8eb6043aef8f5934fd939f8844e9f4b8	F4932	1	1e-06	1e-06	1e-06	1e-06
5013259at2759	99372028089d69bdffddc1bd164e8a07f3bc25a0b99c7b6dbe2a0902b2431a3b	F230603	1	0.1888962049	0.0443217077	0.0446903259	0.0420368235
5013259at2759	99372028089d69bdffddc1bd164e8a07f3bc25a0b99c7b6dbe2a0902b2431a3b	F230603,F4918	2	0.2948655028	0.1002758891	0.1043019261	0.0931268246
5013259at2759	99372028089d69bdffddc1bd164e8a07f3bc25a0b99c7b6dbe2a0902b2431a3b	F293227	1	1.0512367441	0.382769229	0.4963367893	0.378789475
5013259at2759	99372028089d69bdffddc1bd164e8a07f3bc25a0b99c7b6dbe2a0902b2431a3b	F293227,F703497	2	0.132865522	2.2312e-06	2.4182e-06	2.393e-06
5013259at2759	99372028089d69bdffddc1bd164e8a07f3bc25a0b99c7b6dbe2a0902b2431a3b	F4918	1	0.0213629465	2.1775e-06	2.3038e-06	2.3038e-06
5013259at2759	99372028089d69bdffddc1bd164e8a07f3bc25a0b99c7b6dbe2a0902b2431a3b	F703497	1	0.0690071003	0.033509767	0.0317131532	0.0318717236
5013259at2759	99372028089d69bdffddc1bd164e8a07f3bc25a0b99c7b6dbe2a0902b2431a3b	F703506	1	0.0567663341	0.0104186451	0.0133332386	0.0108916325
5013539at2759	8c3a23e7d61f167c28ab1125e07971a3e0045bc0b6d34d5ae4b195c523ad2299	F173216	1	0.0100577524	0.0356806911	0.0336936238	0.0340834368
5013539at2759	8c3a23e7d61f167c28ab1125e07971a3e0045bc0b6d34d5ae4b195c523ad2299	F173216,F58853	2	0.1455091929	0.029359032	0.0271348241	0.0271801512
5013539at2759	8c3a23e7d61f167c28ab1125e07971a3e0045bc0b6d34d5ae4b195c523ad2299	F263815	1	0.305017835	0.0873249719	0.0817074843	0.0833710297
5013539at2759	8c3a23e7d61f167c28ab1125e07971a3e0045bc0b6d34d5ae4b195c523ad2299	F4918	1	0.1293860765	0.0297572174	0.0298109129	0.0286499286
5013539at2759	8c3a23e7d61f167c28ab1125e07971a3e0045bc0b6d34d5ae4b195c523ad2299	F4918,F4927	2	0.2365859552	0.0048306315	0.0040994238	0.0053301241
5013539at2759	8c3a23e7d61f167c28ab1125e07971a3e0045bc0b6d34d5ae4b195c523ad2299	F4927	1	0.1170331003	0.0483902122	0.045831973	0.0458051468
5013539at2759	8c3a23e7d61f167c28ab1125e07971a3e0045bc0b6d34d5ae4b195c523ad2299	F58853	1	2.2232e-06	0.0510486887	0.0487666409	0.0486671094
5013738at2759	b6bfef5f151c95b8c52badec9e721ac9deea7fde374fc008add559d454182435	F39416	1	0.1056605733	0.0318043322	0.0361806704	0.0299702879
5013738at2759	b6bfef5f151c95b8c52badec9e721ac9deea7fde374fc008add559d454182435	F39416,F4903,F4918	3	0.051158129	2.5612e-06	2.5612e-06	2.5612e-06
5013738at2759	b6bfef5f151c95b8c52badec9e721ac9deea7fde374fc008add559d454182435	F40559	1	0.0226693577	0.0062750026	0.0074925857	0.0064776685
5013738at2759	b6bfef5f151c95b8c52badec9e721ac9deea7fde374fc008add559d454182435	F40559,F5022	2	0.0018274584	2.7837e-06	0.0016728016	2.7837e-06
5013738at2759	b6bfef5f151c95b8c52badec9e721ac9deea7fde374fc008add559d454182435	F470096	1	0.1498476327	0.076110171	0.0779995915	0.069901939
5013738at2759	b6bfef5f151c95b8c52badec9e721ac9deea7fde374fc008add559d454182435	F4903	1	0.0325583196	0.0384804166	0.0405783064	0.0361229864
5013738at2759	b6bfef5f151c95b8c52badec9e721ac9deea7fde374fc008add559d454182435	F4903,F4918	2	0.0745710489	2.1378e-06	2.1378e-06	2.1378e-06
5013738at2759	b6bfef5f151c95b8c52badec9e721ac9deea7fde374fc008add559d454182435	F4918	1	0.1067560242	0.0247147931	0.0225955606	0.0224462948
5013738at2759	b6bfef5f151c95b8c52badec9e721ac9deea7fde374fc008add559d454182435	F5022	1	0.0616019004	0.0304954821	0.0317720447	0.0282475817
5014007at2759	f860a439422607a675b3a45c3d002d6f2e7e2a935c4399e2ed904a0a22554d10	F1048829	1	0.1276078041	0.0648536201	0.0698262543	0.0585823198
5014007at2759	f860a439422607a675b3a45c3d002d6f2e7e2a935c4399e2ed904a0a22554d10	F1048829,F746128	2	0.0736041989	0.0421981907	0.0450122323	0.0383386262
5014007at2759	f860a439422607a675b3a45c3d002d6f2e7e2a935c4399e2ed904a0a22554d10	F470096	1	0.2293333715	0.0597570411	0.0639605211	0.0554879394
5014007at2759	f860a439422607a675b3a45c3d002d6f2e7e2a935c4399e2ed904a0a22554d10	F4918	1	0.858934305	0.1701604538	0.1832158329	0.1551925012
5014007at2759	f860a439422607a675b3a45c3d002d6f2e7e2a935c4399e2ed904a0a22554d10	F746128	1	0.1485623182	0.0498289529	0.0534150542	0.0459038907
5015403at2759	a8342ac0e3fd02323544db75ed19a9ccce2e0ad10f4126d4c2e1c02b0f9320e6	F4918	1	0.2305669975	0.1739079207	0.1878287633	0.1571738694
5015403at2759	a8342ac0e3fd02323544db75ed19a9ccce2e0ad10f4126d4c2e1c02b0f9320e6	F4918,F706196	2	0.329150684	0.0858815377	0.0887396406	0.0746452623
5015403at2759	a8342ac0e3fd02323544db75ed19a9ccce2e0ad10f4126d4c2e1c02b0f9320e6	F5127	1	0.2571600477	0.1346837643	0.1401662672	0.1208438617
5015403at2759	a8342ac0e3fd02323544db75ed19a9ccce2e0ad10f4126d4c2e1c02b0f9320e6	F705562	1	0.2850090178	0.1185470905	0.1252681592	0.1064812184
5015403at2759	a8342ac0e3fd02323544db75ed19a9ccce2e0ad10f4126d4c2e1c02b0f9320e6	F706196	1	0.2542825778	0.1277578317	0.1342099954	0.1122261236
5015647at2759	5e06d9c005f5323b8a8d0dc5370d162161aa1f7d9e7cf86bad97b5cf262cb826	F1069201	1	0.0471245037	0.0664400496	0.0668551472	0.0609491169
5015647at2759	5e06d9c005f5323b8a8d0dc5370d162161aa1f7d9e7cf86bad97b5cf262cb826	F1069201,F5062	2	0.1550439876	0.0374014643	0.0379928829	0.0332946249
5015647at2759	5e06d9c005f5323b8a8d0dc5370d162161aa1f7d9e7cf86bad97b5cf262cb826	F122368	1	0.1233541794	0.0331483898	0.0332283465	0.0319775879
5015647at2759	5e06d9c005f5323b8a8d0dc5370d162161aa1f7d9e7cf86bad97b5cf262cb826	F122368,F470096	2	0.0233266055	0.0270036198	0.0275321289	0.0257521969
5015647at2759	5e06d9c005f5323b8a8d0dc5370d162161aa1f7d9e7cf86bad97b5cf262cb826	F470096	1	0.0698345672	0.0213029295	0.0229638886	0.0190350833
5015647at2759	5e06d9c005f5323b8a8d0dc5370d162161aa1f7d9e7cf86bad97b5cf262cb826	F4918	1	0.41946829	0.0710202354	0.0722133676	0.0652796108
5015647at2759	5e06d9c005f5323b8a8d0dc5370d162161aa1f7d9e7cf86bad97b5cf262cb826	F4918,F5544	2	0.0509463407	0.0111629889	0.0126159856	0.0100898084
5015647at2759	5e06d9c005f5323b8a8d0dc5370d162161aa1f7d9e7cf86bad97b5cf262cb826	F5062	1	0.0287814821	0.0443458804	0.0454701366	0.0412808355
5015647at2759	5e06d9c005f5323b8a8d0dc5370d162161aa1f7d9e7cf86bad97b5cf262cb826	F5544	1	0.0631064156	0.0419921296	0.0441851246	0.0389502567
5017019at2759	ef0feb4fa2479393a6f4d076e8264069cf5d5ee0194729e69061d8a43bba3fc1	F226899	1	0.2117625416	0.2598813691	0.370525013	0.2269204597
5017019at2759	ef0feb4fa2479393a6f4d076e8264069cf5d5ee0194729e69061d8a43bba3fc1	F226899,F5127	2	0.2502089547	0.0585170855	0.0875551648	0.0555670027
5017019at2759	ef0feb4fa2479393a6f4d076e8264069cf5d5ee0194729e69061d8a43bba3fc1	F470096	1	0.1855695659	0.0570775491	0.0705915883	0.0476486481
5017019at2759	ef0feb4fa2479393a6f4d076e8264069cf5d5ee0194729e69061d8a43bba3fc1	F4918	1	1.3878276986	0.2509465607	0.3495391339	0.2265952559
5017019at2759	ef0feb4fa2479393a6f4d076e8264069cf5d5ee0194729e69061d8a43bba3fc1	F5127	1	0.1533725363	0.0742690343	0.0904061228	0.0685796127
