catalog_source	assembly_accession	bioproject	biosample	wgs_master	refseq_category	taxid	species_taxid	organism_name	infraspecific_name	isolate	version_status	assembly_level	release_type	genome_rep	seq_rel_date	asm_name	asm_submitter	gbrs_paired_asm	paired_asm_comp	ftp_path	excluded_from_refseq	relation_to_type_material	asm_not_live_date	assembly_type	group	genome_size	genome_size_ungapped	gc_percent	replicon_count	scaffold_count	contig_count	annotation_provider	annotation_name	annotation_date	total_gene_count	protein_coding_gene_count	non_coding_gene_count	pubmed_id
genbank_fungi	GCA_018345515.1	PRJNA677929	SAMN16774541	JADPNJ000000000.1	na	5518	5518	Fusarium graminearum	strain=58918	na	latest	Scaffold	Major	Full	2021-05-12	ASM1834551v1	University of Warmia and Mazury in Olsztyn	na	na	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/345/515/GCA_018345515.1_ASM1834551v1/	na	na	na	haploid	fungi	36633836	36633622	48.000000	0	17	21	na	na		0	0	0	na
genbank_fungi	GCA_018345545.1	PRJNA677929	SAMN16774540	JADPNK000000000.1	na	5518	5518	Fusarium graminearum	strain=336-3B	na	latest	Scaffold	Major	Full	2021-05-12	ASM1834554v1	University of Warmia and Mazury in Olsztyn	na	na	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/345/545/GCA_018345545.1_ASM1834554v1/	na	na	na	haploid	fungi	36111118	36110898	48.500000	0	19	24	na	na		0	0	0	na
genbank_fungi	GCA_018345575.1	PRJNA677929	SAMN16774537	JADPNM000000000.1	na	5518	5518	Fusarium graminearum	strain=ITA_202	na	latest	Scaffold	Major	Full	2021-05-12	ASM1834557v1	University of Warmia and Mazury in Olsztyn	na	na	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/345/575/GCA_018345575.1_ASM1834557v1/	na	na	na	haploid	fungi	36292642	36291923	48.500000	0	30	52	na	na		0	0	0	na
genbank_fungi	GCA_018345585.1	PRJNA677929	SAMN16774539	JADPNL000000000.1	na	5518	5518	Fusarium graminearum	strain=St-6	na	latest	Scaffold	Major	Full	2021-05-12	ASM1834558v1	University of Warmia and Mazury in Olsztyn	na	na	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/345/585/GCA_018345585.1_ASM1834558v1/	na	na	na	haploid	fungi	36188167	36188074	48.500000	0	24	25	na	na		0	0	0	na
genbank_fungi	GCA_018345615.1	PRJNA677929	SAMN16774536	JADPNN000000000.1	na	5518	5518	Fusarium graminearum	strain=ITA_285	na	latest	Scaffold	Major	Full	2021-05-12	ASM1834561v1	University of Warmia and Mazury in Olsztyn	na	na	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/345/615/GCA_018345615.1_ASM1834561v1/	na	na	na	haploid	fungi	36066252	36065143	48.500000	0	36	72	na	na		0	0	0	na
genbank_fungi	GCA_018345635.1	PRJNA677929	SAMN16774534	JADPNP000000000.1	na	5518	5518	Fusarium graminearum	strain=ITA_593	na	latest	Scaffold	Major	Full	2021-05-12	ASM1834563v1	University of Warmia and Mazury in Olsztyn	na	na	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/345/635/GCA_018345635.1_ASM1834563v1/	na	na	na	haploid	fungi	36199749	36196723	48.500000	0	89	216	na	na		0	0	0	na
genbank_fungi	GCA_018345645.1	PRJNA677929	SAMN16774535	JADPNO000000000.1	na	5518	5518	Fusarium graminearum	strain=ITA_1606	na	latest	Scaffold	Major	Full	2021-05-12	ASM1834564v1	University of Warmia and Mazury in Olsztyn	na	na	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/345/645/GCA_018345645.1_ASM1834564v1/	na	na	na	haploid	fungi	36264480	36264316	48.500000	0	32	36	na	na		0	0	0	na
genbank_fungi	GCA_018345655.1	PRJNA677929	SAMN16774533	JADPNQ000000000.1	na	5518	5518	Fusarium graminearum	strain=ITA_1601	na	latest	Scaffold	Major	Full	2021-05-12	ASM1834565v1	University of Warmia and Mazury in Olsztyn	na	na	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/345/655/GCA_018345655.1_ASM1834565v1/	na	na	na	haploid	fungi	36558017	36557434	48.000000	0	35	66	na	na		0	0	0	na
genbank_fungi	GCA_018345675.1	PRJNA677929	SAMN16774532	JADPNR000000000.1	na	5518	5518	Fusarium graminearum	strain=S18-66	na	latest	Scaffold	Major	Full	2021-05-12	ASM1834567v1	University of Warmia and Mazury in Olsztyn	na	na	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/345/675/GCA_018345675.1_ASM1834567v1/	na	na	na	haploid	fungi	36269484	36269027	48.500000	0	30	41	na	na		0	0	0	na
genbank_fungi	GCA_018345715.1	PRJNA677929	SAMN16774529	JADPNU000000000.1	na	5518	5518	Fusarium graminearum	strain=S18-4	na	latest	Scaffold	Major	Full	2021-05-12	ASM1834571v1	University of Warmia and Mazury in Olsztyn	na	na	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/345/715/GCA_018345715.1_ASM1834571v1/	na	na	na	haploid	fungi	36552605	36552134	48.000000	0	22	32	na	na		0	0	0	na
genbank_fungi	GCA_018345725.1	PRJNA677929	SAMN16774530	JADPNT000000000.1	na	5518	5518	Fusarium graminearum	strain=S18-49	na	latest	Scaffold	Major	Full	2021-05-12	ASM1834572v1	University of Warmia and Mazury in Olsztyn	na	na	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/345/725/GCA_018345725.1_ASM1834572v1/	na	na	na	haploid	fungi	36447475	36447121	48.000000	0	20	29	na	na		0	0	0	na
genbank_fungi	GCA_018345735.1	PRJNA677929	SAMN16774531	JADPNS000000000.1	na	5518	5518	Fusarium graminearum	strain=S18-55	na	latest	Scaffold	Major	Full	2021-05-12	ASM1834573v1	University of Warmia and Mazury in Olsztyn	na	na	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/345/735/GCA_018345735.1_ASM1834573v1/	na	na	na	haploid	fungi	36668851	36668831	48.000000	0	24	26	na	na		0	0	0	na
genbank_fungi	GCA_018345745.1	PRJNA677929	SAMN16774527	JADPNV000000000.1	na	5518	5518	Fusarium graminearum	strain=0343	na	latest	Scaffold	Major	Full	2021-05-12	ASM1834574v1	University of Warmia and Mazury in Olsztyn	na	na	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/345/745/GCA_018345745.1_ASM1834574v1/	na	na	na	haploid	fungi	36073724	36073704	48.500000	0	17	19	na	na		0	0	0	na
genbank_fungi	GCA_018345795.1	PRJNA677929	SAMN16774525	JADPNW000000000.1	na	5518	5518	Fusarium graminearum	strain=W185	na	latest	Scaffold	Major	Full	2021-05-12	ASM1834579v1	University of Warmia and Mazury in Olsztyn	na	na	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/345/795/GCA_018345795.1_ASM1834579v1/	na	na	na	haploid	fungi	36018848	36018754	48.500000	0	57	58	na	na		0	0	0	na
genbank_fungi	GCA_018345815.1	PRJNA677929	SAMN16774520	JADPNZ000000000.1	na	5518	5518	Fusarium graminearum	strain=16-21-z	na	latest	Scaffold	Major	Full	2021-05-12	ASM1834581v1	University of Warmia and Mazury in Olsztyn	na	na	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/345/815/GCA_018345815.1_ASM1834581v1/	na	na	na	haploid	fungi	36138066	36138026	48.500000	0	20	24	na	na		0	0	0	na
genbank_fungi	GCA_018345835.1	PRJNA677929	SAMN16774522	JADPNX000000000.1	na	5518	5518	Fusarium graminearum	strain=CBS 138561	na	latest	Scaffold	Major	Full	2021-05-12	ASM1834583v1	University of Warmia and Mazury in Olsztyn	na	na	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/345/835/GCA_018345835.1_ASM1834583v1/	na	na	na	haploid	fungi	36366656	36366224	48.000000	0	621	629	na	na		0	0	0	na
genbank_fungi	GCA_018345845.1	PRJNA677929	SAMN16774519	JADPOA000000000.1	na	5518	5518	Fusarium graminearum	strain=16-92-z	na	latest	Scaffold	Major	Full	2021-05-12	ASM1834584v1	University of Warmia and Mazury in Olsztyn	na	na	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/345/845/GCA_018345845.1_ASM1834584v1/	na	na	na	haploid	fungi	36080851	36080347	48.500000	0	11	26	na	na		0	0	0	na
genbank_fungi	GCA_018345865.1	PRJNA677929	SAMN16774521	JADPNY000000000.1	na	5518	5518	Fusarium graminearum	strain=16-390-z	na	latest	Scaffold	Major	Full	2021-05-12	ASM1834586v1	University of Warmia and Mazury in Olsztyn	na	na	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/345/865/GCA_018345865.1_ASM1834586v1/	na	na	na	haploid	fungi	36347393	36346973	48.500000	0	22	37	na	na		0	0	0	na
genbank_fungi	GCA_018345885.1	PRJNA677929	SAMN16774518	JADPOB000000000.1	na	5518	5518	Fusarium graminearum	strain=03132	na	latest	Scaffold	Major	Full	2021-05-12	ASM1834588v1	University of Warmia and Mazury in Olsztyn	na	na	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/345/885/GCA_018345885.1_ASM1834588v1/	na	na	na	haploid	fungi	36390429	36390221	48.000000	0	16	20	na	na		0	0	0	na
genbank_fungi	GCA_018345915.1	PRJNA677929	SAMN16774515	JADPOD000000000.1	na	5518	5518	Fusarium graminearum	strain=0359	na	latest	Scaffold	Major	Full	2021-05-12	ASM1834591v1	University of Warmia and Mazury in Olsztyn	na	na	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/345/915/GCA_018345915.1_ASM1834591v1/	na	na	na	haploid	fungi	35955598	35955386	48.500000	0	33	37	na	na		0	0	0	na
genbank_fungi	GCA_018345925.1	PRJNA677929	SAMN16774514	JADPOE000000000.1	na	5518	5518	Fusarium graminearum	strain=042826	na	latest	Scaffold	Major	Full	2021-05-12	ASM1834592v1	University of Warmia and Mazury in Olsztyn	na	na	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/345/925/GCA_018345925.1_ASM1834592v1/	na	na	na	haploid	fungi	36060139	36060079	48.500000	0	28	34	na	na		0	0	0	na
genbank_fungi	GCA_018345945.1	PRJNA677929	SAMN16774513	JADPOF000000000.1	na	5518	5518	Fusarium graminearum	strain=04431	na	latest	Scaffold	Major	Full	2021-05-12	ASM1834594v1	University of Warmia and Mazury in Olsztyn	na	na	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/345/945/GCA_018345945.1_ASM1834594v1/	na	na	na	haploid	fungi	36657532	36657305	48.000000	0	8	13	na	na		0	0	0	na
genbank_fungi	GCA_018345975.1	PRJNA677929	SAMN16774517	JADPOC000000000.1	na	5518	5518	Fusarium graminearum	strain=16-462-z	na	latest	Scaffold	Major	Full	2021-05-12	ASM1834597v1	University of Warmia and Mazury in Olsztyn	na	na	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/345/975/GCA_018345975.1_ASM1834597v1/	na	na	na	haploid	fungi	36711276	36711179	48.500000	0	37	39	na	na		0	0	0	na
genbank_fungi	GCA_018345995.1	PRJNA677929	SAMN16774510	JADPOH000000000.1	na	5518	5518	Fusarium graminearum	strain=N4_1	na	latest	Scaffold	Major	Full	2021-05-12	ASM1834599v1	University of Warmia and Mazury in Olsztyn	na	na	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/345/995/GCA_018345995.1_ASM1834599v1/	na	na	na	haploid	fungi	35867534	35867425	48.000000	0	32	34	na	na		0	0	0	na
genbank_fungi	GCA_018346005.1	PRJNA677929	SAMN16774511	JADPOG000000000.1	na	5518	5518	Fusarium graminearum	strain=N5_3	na	latest	Scaffold	Major	Full	2021-05-12	ASM1834600v1	University of Warmia and Mazury in Olsztyn	na	na	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/346/005/GCA_018346005.1_ASM1834600v1/	na	na	na	haploid	fungi	36305555	36305264	48.500000	0	27	30	na	na		0	0	0	na
genbank_fungi	GCA_018346015.1	PRJNA677929	SAMN16774509	JADPOI000000000.1	na	5518	5518	Fusarium graminearum	strain=N4_2	na	latest	Scaffold	Major	Full	2021-05-12	ASM1834601v1	University of Warmia and Mazury in Olsztyn	na	na	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/346/015/GCA_018346015.1_ASM1834601v1/	na	na	na	haploid	fungi	36775467	36775247	48.000000	0	9	13	na	na		0	0	0	na
genbank_fungi	GCA_018346035.1	PRJNA677929	SAMN16774507	JADPOK000000000.1	na	5518	5518	Fusarium graminearum	strain=N8_2	na	latest	Scaffold	Major	Full	2021-05-12	ASM1834603v1	University of Warmia and Mazury in Olsztyn	na	na	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/346/035/GCA_018346035.1_ASM1834603v1/	na	na	na	haploid	fungi	37022574	37022359	48.000000	0	44	48	na	na		0	0	0	na
genbank_fungi	GCA_018346045.1	PRJNA677929	SAMN16774508	JADPOJ000000000.1	na	5518	5518	Fusarium graminearum	strain=N6_2	na	latest	Scaffold	Major	Full	2021-05-12	ASM1834604v1	University of Warmia and Mazury in Olsztyn	na	na	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/346/045/GCA_018346045.1_ASM1834604v1/	na	na	na	haploid	fungi	36053186	36052988	48.000000	0	22	24	na	na		0	0	0	na
genbank_fungi	GCA_018346095.1	PRJNA677929	SAMN16774503	JADPOL000000000.1	na	5518	5518	Fusarium graminearum	strain=N2_1	na	latest	Scaffold	Major	Full	2021-05-12	ASM1834609v1	University of Warmia and Mazury in Olsztyn	na	na	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/346/095/GCA_018346095.1_ASM1834609v1/	na	na	na	haploid	fungi	36121268	36121159	48.500000	0	18	20	na	na		0	0	0	na
genbank_fungi	GCA_018346115.1	PRJNA677929	SAMN16774500	JADPOM000000000.1	na	5518	5518	Fusarium graminearum	strain=GER_74b	na	latest	Scaffold	Major	Full	2021-05-12	ASM1834611v1	University of Warmia and Mazury in Olsztyn	na	na	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/346/115/GCA_018346115.1_ASM1834611v1/	na	na	na	haploid	fungi	36102528	36101081	48.500000	0	89	141	na	na		0	0	0	na
genbank_fungi	GCA_018346145.1	PRJNA677929	SAMN16774496	JADPOP000000000.1	na	5518	5518	Fusarium graminearum	strain=CS10007	na	latest	Scaffold	Major	Full	2021-05-12	ASM1834614v1	University of Warmia and Mazury in Olsztyn	na	na	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/346/145/GCA_018346145.1_ASM1834614v1/	na	na	na	haploid	fungi	36801633	36801455	48.500000	0	22	31	na	na		0	0	0	na
genbank_fungi	GCA_018346155.1	PRJNA677929	SAMN16774497	JADPOO000000000.1	na	5518	5518	Fusarium graminearum	strain=CS9907	na	latest	Scaffold	Major	Full	2021-05-12	ASM1834615v1	University of Warmia and Mazury in Olsztyn	na	na	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/346/155/GCA_018346155.1_ASM1834615v1/	na	na	na	haploid	fungi	36079333	36079228	48.500000	0	27	29	na	na		0	0	0	na
genbank_fungi	GCA_018346165.1	PRJNA677929	SAMN16774495	JADPOQ000000000.1	na	5518	5518	Fusarium graminearum	strain=FG_08	na	latest	Scaffold	Major	Full	2021-05-12	ASM1834616v1	University of Warmia and Mazury in Olsztyn	na	na	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/346/165/GCA_018346165.1_ASM1834616v1/	na	na	na	haploid	fungi	36171136	36171029	48.000000	0	14	16	na	na		0	0	0	na
genbank_fungi	GCA_018346185.1	PRJNA677929	SAMN16774498	JADPON000000000.1	na	5518	5518	Fusarium graminearum	strain=GER_4527b	na	latest	Scaffold	Major	Full	2021-05-12	ASM1834618v1	University of Warmia and Mazury in Olsztyn	na	na	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/346/185/GCA_018346185.1_ASM1834618v1/	na	na	na	haploid	fungi	36163003	36161945	48.500000	0	91	113	na	na		0	0	0	na
genbank_fungi	GCA_018346225.1	PRJNA677929	SAMN16774493	JADPOS000000000.1	na	5518	5518	Fusarium graminearum	strain=630	na	latest	Scaffold	Major	Full	2021-05-12	ASM1834622v1	University of Warmia and Mazury in Olsztyn	na	na	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/346/225/GCA_018346225.1_ASM1834622v1/	na	na	na	haploid	fungi	36390622	36390552	48.500000	0	41	48	na	na		0	0	0	na
genbank_fungi	GCA_018346245.1	PRJNA677929	SAMN16774492	JADPOT000000000.1	na	5518	5518	Fusarium graminearum	strain=321	na	latest	Scaffold	Major	Full	2021-05-12	ASM1834624v1	University of Warmia and Mazury in Olsztyn	na	na	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/346/245/GCA_018346245.1_ASM1834624v1/	na	na	na	haploid	fungi	35952342	35952322	48.500000	0	22	24	na	na		0	0	0	na
genbank_fungi	GCA_018346255.1	PRJNA677929	SAMN16774494	JADPOR000000000.1	na	5518	5518	Fusarium graminearum	strain=FG_3211	na	latest	Scaffold	Major	Full	2021-05-12	ASM1834625v1	University of Warmia and Mazury in Olsztyn	na	na	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/346/255/GCA_018346255.1_ASM1834625v1/	na	na	na	haploid	fungi	36059286	36059000	48.500000	0	23	29	na	na		0	0	0	na
genbank_fungi	GCA_018346265.1	PRJNA677929	SAMN16774491	JADPOU000000000.1	na	5518	5518	Fusarium graminearum	strain=237	na	latest	Scaffold	Major	Full	2021-05-12	ASM1834626v1	University of Warmia and Mazury in Olsztyn	na	na	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/346/265/GCA_018346265.1_ASM1834626v1/	na	na	na	haploid	fungi	36002181	36002073	48.500000	0	20	22	na	na		0	0	0	na
genbank_fungi	GCA_018346305.1	PRJNA677929	SAMN16774490	JADPOV000000000.1	na	5518	5518	Fusarium graminearum	strain=09-13a	na	latest	Scaffold	Major	Full	2021-05-12	ASM1834630v1	University of Warmia and Mazury in Olsztyn	na	na	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/346/305/GCA_018346305.1_ASM1834630v1/	na	na	na	haploid	fungi	38083922	38083305	48.000000	0	35	49	na	na		0	0	0	na
genbank_fungi	GCA_018346325.1	PRJNA677929	SAMN16774486	JADPOZ000000000.1	na	5518	5518	Fusarium graminearum	strain=09-04a	na	latest	Scaffold	Major	Full	2021-05-12	ASM1834632v1	University of Warmia and Mazury in Olsztyn	na	na	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/346/325/GCA_018346325.1_ASM1834632v1/	na	na	na	haploid	fungi	36305275	36305142	48.000000	0	31	35	na	na		0	0	0	na
genbank_fungi	GCA_018346345.1	PRJNA677929	SAMN16774489	JADPOW000000000.1	na	5518	5518	Fusarium graminearum	strain=09-53b	na	latest	Scaffold	Major	Full	2021-05-12	ASM1834634v1	University of Warmia and Mazury in Olsztyn	na	na	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/346/345/GCA_018346345.1_ASM1834634v1/	na	na	na	haploid	fungi	36572132	36571927	48.000000	0	38	41	na	na		0	0	0	na
genbank_fungi	GCA_018346355.1	PRJNA677929	SAMN16774488	JADPOX000000000.1	na	5518	5518	Fusarium graminearum	strain=09-21a	na	latest	Contig	Major	Full	2021-05-12	ASM1834635v1	University of Warmia and Mazury in Olsztyn	na	na	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/346/355/GCA_018346355.1_ASM1834635v1/	na	na	na	haploid	fungi	36110695	36110695	48.500000	0	34	34	na	na		0	0	0	na
genbank_fungi	GCA_018346365.1	PRJNA677929	SAMN16774487	JADPOY000000000.1	na	5518	5518	Fusarium graminearum	strain=09-05a	na	latest	Scaffold	Major	Full	2021-05-12	ASM1834636v1	University of Warmia and Mazury in Olsztyn	na	na	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/346/365/GCA_018346365.1_ASM1834636v1/	na	na	na	haploid	fungi	35403888	35403848	48.500000	0	39	43	na	na		0	0	0	na
genbank_fungi	GCA_018346405.1	PRJNA677929	SAMN16774485	JADPPA000000000.1	na	5518	5518	Fusarium graminearum	strain=09-03a	na	latest	Scaffold	Major	Full	2021-05-12	ASM1834640v1	University of Warmia and Mazury in Olsztyn	na	na	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/346/405/GCA_018346405.1_ASM1834640v1/	na	na	na	haploid	fungi	36059345	36059227	48.500000	0	25	28	na	na		0	0	0	na
genbank_fungi	GCA_018346425.1	PRJNA677929	SAMN16774484	JADPPB000000000.1	na	5518	5518	Fusarium graminearum	strain=RH14A	na	latest	Scaffold	Major	Full	2021-05-12	ASM1834642v1	University of Warmia and Mazury in Olsztyn	na	na	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/346/425/GCA_018346425.1_ASM1834642v1/	na	na	na	haploid	fungi	36277960	36277746	48.500000	0	24	28	na	na		0	0	0	na
genbank_fungi	GCA_018346445.1	PRJNA677929	SAMN16774481	JADPPE000000000.1	na	5518	5518	Fusarium graminearum	strain=79E1	na	latest	Scaffold	Major	Full	2021-05-12	ASM1834644v1	University of Warmia and Mazury in Olsztyn	na	na	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/346/445/GCA_018346445.1_ASM1834644v1/	na	na	na	haploid	fungi	36119240	36119124	48.500000	0	16	19	na	na		0	0	0	na
genbank_fungi	GCA_018346455.1	PRJNA677929	SAMN16774483	JADPPC000000000.1	na	5518	5518	Fusarium graminearum	strain=HZ26A	na	latest	Scaffold	Major	Full	2021-05-12	ASM1834645v1	University of Warmia and Mazury in Olsztyn	na	na	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/346/455/GCA_018346455.1_ASM1834645v1/	na	na	na	haploid	fungi	36300634	36300417	48.500000	0	26	30	na	na		0	0	0	na
genbank_fungi	GCA_018346485.1	PRJNA677929	SAMN16774480	JADPPF000000000.1	na	5518	5518	Fusarium graminearum	strain=71E1	na	latest	Scaffold	Major	Full	2021-05-12	ASM1834648v1	University of Warmia and Mazury in Olsztyn	na	na	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/346/485/GCA_018346485.1_ASM1834648v1/	na	na	na	haploid	fungi	36469436	36469309	48.500000	0	40	44	na	na		0	0	0	na
genbank_fungi	GCA_018346495.1	PRJNA677929	SAMN16774479	JADPPG000000000.1	na	5518	5518	Fusarium graminearum	strain=14C1	na	latest	Scaffold	Major	Full	2021-05-12	ASM1834649v1	University of Warmia and Mazury in Olsztyn	na	na	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/346/495/GCA_018346495.1_ASM1834649v1/	na	na	na	haploid	fungi	36093689	36093669	48.500000	0	14	16	na	na		0	0	0	na
genbank_fungi	GCA_018346505.1	PRJNA677929	SAMN16774482	JADPPD000000000.1	na	5518	5518	Fusarium graminearum	strain=AGV0002B	na	latest	Scaffold	Major	Full	2021-05-12	ASM1834650v1	University of Warmia and Mazury in Olsztyn	na	na	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/346/505/GCA_018346505.1_ASM1834650v1/	na	na	na	haploid	fungi	36263879	36263675	48.500000	0	36	39	na	na		0	0	0	na
genbank_fungi	GCA_018346545.1	PRJNA677929	SAMN16774478	JADPPH000000000.1	na	5518	5518	Fusarium graminearum	strain=10F1	na	latest	Scaffold	Major	Full	2021-05-12	ASM1834654v1	University of Warmia and Mazury in Olsztyn	na	na	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/346/545/GCA_018346545.1_ASM1834654v1/	na	na	na	haploid	fungi	36159210	36158639	48.500000	0	24	46	na	na		0	0	0	na
genbank_fungi	GCA_018346565.1	PRJNA677929	SAMN16774477	JADPPI000000000.1	na	5518	5518	Fusarium graminearum	strain=Fg820	na	latest	Scaffold	Major	Full	2021-05-12	ASM1834656v1	University of Warmia and Mazury in Olsztyn	na	na	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/346/565/GCA_018346565.1_ASM1834656v1/	na	na	na	haploid	fungi	36390348	36390135	48.500000	0	20	24	na	na		0	0	0	na
genbank_fungi	GCA_018346575.1	PRJNA677929	SAMN16774476	JADPPJ000000000.1	na	5518	5518	Fusarium graminearum	strain=CBS 128539	na	latest	Scaffold	Major	Full	2021-05-12	ASM1834657v1	University of Warmia and Mazury in Olsztyn	na	na	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/346/575/GCA_018346575.1_ASM1834657v1/	na	na	na	haploid	fungi	36708840	36708623	48.000000	0	35	39	na	na		0	0	0	na
genbank_fungi	GCA_018346585.1	PRJNA677929	SAMN16774473	JADPPM000000000.1	na	5518	5518	Fusarium graminearum	strain=L14b	na	latest	Scaffold	Major	Full	2021-05-12	ASM1834658v1	University of Warmia and Mazury in Olsztyn	na	na	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/346/585/GCA_018346585.1_ASM1834658v1/	na	na	na	haploid	fungi	36343372	36343260	48.000000	0	18	21	na	na		0	0	0	na
genbank_fungi	GCA_018346625.1	PRJNA677929	SAMN16774475	JADPPK000000000.1	na	5518	5518	Fusarium graminearum	strain=S8A	na	latest	Scaffold	Major	Full	2021-05-12	ASM1834662v1	University of Warmia and Mazury in Olsztyn	na	na	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/346/625/GCA_018346625.1_ASM1834662v1/	na	na	na	haploid	fungi	36243511	36243501	48.500000	0	22	23	na	na		0	0	0	na
genbank_fungi	GCA_018346635.1	PRJNA677929	SAMN16774474	JADPPL000000000.1	na	5518	5518	Fusarium graminearum	strain=S5A	na	latest	Scaffold	Major	Full	2021-05-12	ASM1834663v1	University of Warmia and Mazury in Olsztyn	na	na	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/346/635/GCA_018346635.1_ASM1834663v1/	na	na	na	haploid	fungi	36046036	36045850	48.500000	0	26	30	na	na		0	0	0	na
genbank_fungi	GCA_018346665.1	PRJNA677929	SAMN16774470	JADPPP000000000.1	na	5518	5518	Fusarium graminearum	strain=C10b	na	latest	Scaffold	Major	Full	2021-05-12	ASM1834666v1	University of Warmia and Mazury in Olsztyn	na	na	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/346/665/GCA_018346665.1_ASM1834666v1/	na	na	na	haploid	fungi	36058958	36058555	48.500000	0	24	30	na	na		0	0	0	na
genbank_fungi	GCA_018346685.1	PRJNA677929	SAMN16774469	JADPPQ000000000.1	na	5518	5518	Fusarium graminearum	strain=F1B	na	latest	Scaffold	Major	Full	2021-05-12	ASM1834668v1	University of Warmia and Mazury in Olsztyn	na	na	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/346/685/GCA_018346685.1_ASM1834668v1/	na	na	na	haploid	fungi	36959440	36959344	48.500000	0	33	34	na	na		0	0	0	na
genbank_fungi	GCA_018346695.1	PRJNA677929	SAMN16774468	JADPPR000000000.1	na	5518	5518	Fusarium graminearum	strain=C10a	na	latest	Scaffold	Major	Full	2021-05-12	ASM1834669v1	University of Warmia and Mazury in Olsztyn	na	na	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/346/695/GCA_018346695.1_ASM1834669v1/	na	na	na	haploid	fungi	36045690	36045591	48.500000	0	26	27	na	na		0	0	0	na
genbank_fungi	GCA_018346705.1	PRJNA677929	SAMN16774471	JADPPO000000000.1	na	5518	5518	Fusarium graminearum	strain=Fr10a3	na	latest	Scaffold	Major	Full	2021-05-12	ASM1834670v1	University of Warmia and Mazury in Olsztyn	na	na	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/346/705/GCA_018346705.1_ASM1834670v1/	na	na	na	haploid	fungi	36424028	36423835	48.500000	0	32	34	na	na		0	0	0	na
