marker	taxon_a	taxon_b	tree_taxa	tree_alignment_columns	observed_a	observed_b	geometry_matched_residues	fraction_of_tree_columns	same_model_coordinates	aa_path_distance	3di_af_path_distance	3di_af_empirical_path_distance	3di_llm_path_distance	aa_path_block30_p2_5	aa_path_block30_median	aa_path_block30_p97_5	3di_path_block30_p2_5	3di_path_block30_median	3di_path_block30_p97_5	estimable_block30_draws	ca_superposition_rmsd_angstrom	local_distance_pairs	local_distance_mean_absolute_change_angstrom	local_distance_rms_change_angstrom	uncorrected_aa_difference	uncorrected_3di_difference	pae10_local_pairs	pae10_local_retained_fraction	pae10_local_mean_absolute_change_angstrom
4988239at2759	F177197	F578093	5	732	679	676	666	0.9098360655737705	False	0.3523127166	0.0865976443	0.0917473463	0.08152103570000001	0.24250138543750002	0.3478703187	0.49358212316249994	0.0625310983375	0.0865099402	0.11419229582500001	200	0.3975344212072199	14850	0.10946668595822946	0.21630760145109715	0.22372372372372373	0.07207207207207207	14846	0.9997306397306397	0.1092295304161132
4988239at2759	F470096	F4918	5	732	688	703	669	0.9139344262295082	False	0.5667261103000001	0.165733079	0.1801666597	0.1475984158	0.421940420025	0.5638443424999999	0.74876169723	0.11478534768500001	0.1629043691	0.23116767381499997	200	0.5935260236629247	14907	0.1709382096439629	0.30162494877918933	0.3109118086696562	0.11210762331838565	14906	0.9999329174213457	0.17093146372793164
4988239at2759	F470096	F578093	5	732	688	676	667	0.9112021857923497	False	0.2505597067	0.0706023346	0.0761568228	0.0633857103	0.172863280955	0.25305540305	0.34234466775250005	0.04950710689	0.06918130605	0.09869471626000002	200	0.45635259598150224	14864	0.1058046522565939	0.21036420539423903	0.18140929535232383	0.06446776611694154	14863	0.99993272335845	0.10580429667026756
4988239at2759	F4918	F578093	5	732	703	676	654	0.8934426229508197	False	0.5339388508	0.1317190834	0.1445857327	0.1170883951	0.40316440876000004	0.52881226705	0.7119075768299999	0.100110058015	0.130597676	0.17257558143500004	200	0.4421247110715981	14512	0.15469104846973036	0.24811727104047157	0.2981651376146789	0.10550458715596331	14511	0.9999310915104741	0.15469938382066162
5000152at2759	F13502	F147570	6	1181	1035	1124	983	0.8323454699407282	False	1.9831903503	0.527008539	0.5365568054	0.4860432765	1.7505108683950001	1.99131660365	2.2507897111325	0.4517516141075	0.52321058605	0.6008828048375	200	1.638933222711131	26083	0.48556358348033685	0.8609267916503327	0.6490335707019329	0.31027466937945064	26073	0.9996166085189587	0.48398918823516107
5000152at2759	F13502	F182096	6	1181	1035	1158	1020	0.8636748518204911	False	1.5673624246	0.48035648670000003	0.4906695621	0.4425209947	1.3732666808150003	1.57599032925	1.786645644685	0.4028671549324999	0.48023339605000004	0.5563794770324999	200	2.310837117456381	27334	0.5137030677380551	1.2244185860759147	0.5882352941176471	0.28921568627450983	27310	0.9991219726348138	0.4993341128447781
5000152at2759	F13502	F470096	6	1181	1035	1163	1022	0.8653683319220999	False	1.6938146537999998	0.5084236442	0.5220803275	0.4672166464	1.5072375280324999	1.6976097952	1.893993018755	0.43692807573750003	0.50703433885	0.5848599118900001	200	2.343818280679833	27528	0.5618047296599269	1.2934722690157263	0.6223091976516634	0.2984344422700587	27515	0.9995277535600117	0.5573184514381809
5000152at2759	F13502	F4918	6	1181	1035	1016	934	0.7908552074513124	False	0.9718167599	0.2963325962	0.2938455496	0.2736894513	0.8357860071175	0.96960107045	1.1334544411249998	0.2420544786275	0.29473256285	0.348905226755	200	1.384376005239659	23850	0.300171965611772	0.5497600111943443	0.487152034261242	0.1905781584582441	23842	0.999664570230608	0.2995709769537916
5000152at2759	F13502	F5580	6	1181	1035	1120	978	0.8281117696867062	False	2.0213504078	0.5741068695	0.5836906365000001	0.5277182739999999	1.7699149990575	2.02711198165	2.3179918440600003	0.4912682345275	0.57378230025	0.6700868356925	200	2.466268879178123	25968	0.5662180081491214	1.3275661574812574	0.65439672801636	0.2985685071574642	25938	0.9988447319778189	0.540176860309343
5000152at2759	F147570	F182096	6	1181	1124	1158	1113	0.9424216765453006	False	0.9437895619000001	0.3045008801	0.3121041207	0.2828360044	0.7983703098849999	0.9499486534	1.114473238795	0.24451369738000003	0.30466318155000005	0.35804111820750006	200	1.0390488781410836	30011	0.2711018331900929	0.45660275672494244	0.47079964061096136	0.19946091644204852	30005	0.9998000733064543	0.27096819682105194
5000152at2759	F147570	F470096	6	1181	1124	1163	1115	0.9441151566469094	False	1.0702417911	0.33256803760000003	0.34351488609999997	0.3075316561	0.8874450889325001	1.06749254145	1.260849706355	0.260614293305	0.33116050630000005	0.39808665623000006	200	1.1556270547380327	30195	0.30003001300926063	0.5515523155086617	0.4905829596412556	0.21973094170403587	30179	0.9994701109455207	0.29895370705459773
5000152at2759	F147570	F4918	6	1181	1124	1016	977	0.8272650296359018	False	1.6906529010000002	0.430374933	0.4366107824	0.3976815082	1.4872136244924998	1.6939283773	1.9231554861100002	0.37009985849000004	0.42711324159999997	0.50277722518	200	1.5070200082309417	25525	0.3759341334518984	0.5739248854796404	0.6141248720573184	0.24667349027635618	25514	0.9995690499510284	0.3757461709788421
5000152at2759	F147570	F5580	6	1181	1124	1120	1096	0.9280270956816258	False	0.5155617003	0.21608650949999997	0.2199469633	0.2004668985	0.4369283566275	0.5169514381	0.6099443821025	0.1829369792725	0.21661153174999997	0.26592638810499997	200	1.2065819143235672	29227	0.23668920893669734	0.49094479835368154	0.3293795620437956	0.1633211678832117	29221	0.9997947103705478	0.2366234526899405
5000152at2759	F182096	F470096	6	1181	1158	1163	1150	0.9737510584250635	False	0.4882676938	0.1497599079	0.15264585679999998	0.1396232267	0.4219548781325	0.4851282906	0.5804230104125	0.120340569555	0.14702757384999998	0.17892393595	200	0.5706029767335389	31071	0.17851653861848407	0.33858841270482587	0.33043478260869563	0.12521739130434784	31067	0.9998712625921277	0.17852562841100222
5000152at2759	F182096	F4918	6	1181	1158	1016	1014	0.8585944115156647	False	1.2748249753	0.3837228807	0.39072353909999996	0.3541592264	1.0957514042625	1.2806041299	1.4618465149450002	0.32456343414	0.3819609884	0.44899249117750006	200	1.5893064276813114	26736	0.3781564662175165	0.680468703492172	0.5463510848126233	0.22879684418145957	26724	0.9995511669658886	0.37779290792568193
5000152at2759	F182096	F5580	6	1181	1158	1120	1112	0.9415749364944962	False	0.9819496193999999	0.3515992106	0.3592379518	0.3245110019	0.8394442691350001	0.9888523680499999	1.1580359942575	0.29038091039249997	0.35175516395	0.42474729283999996	200	1.2328298966969204	30114	0.350973013282887	0.7186870337962493	0.4856115107913669	0.23381294964028776	30111	0.9999003785614664	0.35053186162124433
5000152at2759	F470096	F4918	6	1181	1163	1016	1011	0.8560541913632514	False	1.4012772045000002	0.41179003820000004	0.4221343045	0.3788548781	1.2209314893524998	1.4060109407999999	1.6116653228900002	0.3492860686675	0.4115767876	0.4697932238225	200	1.5484952677118264	26670	0.3951176771417574	0.7340539715912217	0.5608308605341247	0.23936696340257171	26658	0.9995500562429697	0.39484202895541476
5000152at2759	F470096	F5580	6	1181	1163	1120	1116	0.9449618966977138	False	1.1084018486	0.3796663681	0.3906487172	0.3492066536	0.94437325781	1.1096659678999998	1.3105628194425	0.31246320264250005	0.3829130893	0.45277022368750003	200	1.257073854177945	30320	0.3728553995904424	0.7619196970537321	0.5017921146953405	0.24551971326164876	30307	0.9995712401055409	0.37187386910943737
5000152at2759	F4918	F5580	6	1181	1016	1120	983	0.8323454699407282	False	1.7288129585	0.47747326349999997	0.4837446135	0.4393565057	1.5118609153325	1.7370180977	1.9737762783125001	0.41334904523249993	0.4759785127	0.5477498120825002	200	1.604316676388473	25773	0.42336031293212584	0.7303332378103735	0.6154628687690743	0.26653102746693796	25761	0.9995343964614131	0.4228961142329819
5000476at2759	F1176130	F1209916	7	294	277	278	271	0.9217687074829932	False	0.28002076819999994	0.0559355169	0.0613123842	0.049721104700000004	0.21252978066999997	0.28297106585	0.3840989439575	0.0340354848175	0.054912947700000006	0.08523302880500003	200	0.25989449561942063	5031	0.08342241725998852	0.11804448049683214	0.2177121771217712	0.05166051660516605	5031	1.0	0.08342241725998852
5000476at2759	F1176130	F1209934	7	294	277	278	271	0.9217687074829932	False	0.28002076819999994	0.0559355169	0.0613123842	0.049721104700000004	0.21252978066999997	0.28297106585	0.3840989439575	0.0340354848175	0.054912947700000006	0.08523302880500003	200	0.25989449561942063	5031	0.08342241725998852	0.11804448049683214	0.2177121771217712	0.05166051660516605	5031	1.0	0.08342241725998852
5000476at2759	F1176130	F145971	7	294	277	278	271	0.9217687074829932	False	0.28002076819999994	0.0559355169	0.0613123842	0.049721104700000004	0.21252978066999997	0.28297106585	0.3840989439575	0.0340354848175	0.054912947700000006	0.08523302880500003	200	0.25989449561942063	5031	0.08342241725998852	0.11804448049683214	0.2177121771217712	0.05166051660516605	5031	1.0	0.08342241725998852
5000476at2759	F1176130	F1671311	7	294	277	278	271	0.9217687074829932	False	0.28002076819999994	0.0559355169	0.0613123842	0.049721104700000004	0.21252978066999997	0.28297106585	0.3840989439575	0.0340354848175	0.054912947700000006	0.08523302880500003	200	0.25989449561942063	5031	0.08342241725998852	0.11804448049683214	0.2177121771217712	0.05166051660516605	5031	1.0	0.08342241725998852
5000476at2759	F1176130	F1940652	7	294	277	284	277	0.9421768707482994	False	0.31243589039999997	0.0729560283	0.0852681539	0.0655545539	0.20530026499	0.3188777201	0.4291678038225	0.0426512638325	0.07340768219999999	0.100403557125	200	0.257251951983715	5218	0.1020206199272574	0.14329429793169976	0.22021660649819494	0.07220216606498195	5218	1.0	0.1020206199272574
5000476at2759	F1176130	F4918	7	294	277	263	253	0.8605442176870748	False	1.2830580198	0.1659586193	0.20476289709999998	0.1463125875	0.9159661656550001	1.2940204767	1.9491308359700001	0.1088121474425	0.1670649853	0.22200378566999998	200	0.9200495173368268	4677	0.32159277592447216	0.5676637359998118	0.541501976284585	0.1383399209486166	4677	1.0	0.32159277592447216
5000476at2759	F1209916	F1209934	7	294	278	278	278	0.9455782312925171	True	2e-06	2e-06	2e-06	2e-06	2e-06	2e-06	2e-06	2e-06	2e-06	2e-06	200	4.528736935608958e-14	5144	0.0	0.0	0.0	0.0	5138	0.9988335925349923	0.0
5000476at2759	F1209916	F145971	7	294	278	278	278	0.9455782312925171	True	4e-06	4e-06	4e-06	4e-06	4e-06	4e-06	4e-06	4e-06	4e-06	4e-06	200	4.528736935608958e-14	5144	0.0	0.0	0.0	0.0	5138	0.9988335925349923	0.0
5000476at2759	F1209916	F1671311	7	294	278	278	278	0.9455782312925171	True	4e-06	4e-06	4e-06	4e-06	4e-06	4e-06	4e-06	4e-06	4e-06	4e-06	200	4.528736935608958e-14	5144	0.0	0.0	0.0	0.0	5138	0.9988335925349923	0.0
5000476at2759	F1209916	F1940652	7	294	278	284	277	0.9421768707482994	False	0.2501850162	0.046046415599999994	0.050466648899999994	0.0409568372	0.1784083357	0.24897126375	0.3356276944775	0.020785211905	0.046297439950000005	0.0740648183875	200	0.2119147333266675	5172	0.0819365054522777	0.117147470888504	0.18772563176895307	0.04693140794223827	5166	0.9988399071925754	0.08176773280414108
5000476at2759	F1209916	F4918	7	294	278	263	249	0.8469387755102041	False	1.3220600962	0.1580448912	0.18899123769999998	0.13891200880000001	0.98609965826	1.33686416385	1.9204874904225	0.09596622041500001	0.1621473257	0.21336794097250006	200	0.9139419828455494	4591	0.32653248559300774	0.5673997151912609	0.5582329317269076	0.14056224899598393	4591	1.0	0.32653248559300774
5000476at2759	F1209934	F145971	7	294	278	278	278	0.9455782312925171	True	4e-06	4e-06	4e-06	4e-06	4e-06	4e-06	4e-06	4e-06	4e-06	4e-06	200	4.528736935608958e-14	5144	0.0	0.0	0.0	0.0	5138	0.9988335925349923	0.0
5000476at2759	F1209934	F1671311	7	294	278	278	278	0.9455782312925171	True	4e-06	4e-06	4e-06	4e-06	4e-06	4e-06	4e-06	4e-06	4e-06	4e-06	200	4.528736935608958e-14	5144	0.0	0.0	0.0	0.0	5138	0.9988335925349923	0.0
5000476at2759	F1209934	F1940652	7	294	278	284	277	0.9421768707482994	False	0.2501850162	0.046046415599999994	0.050466648899999994	0.0409568372	0.1784083357	0.24897126375	0.3356276944775	0.020785211905	0.046297439950000005	0.0740648183875	200	0.2119147333266675	5172	0.0819365054522777	0.117147470888504	0.18772563176895307	0.04693140794223827	5166	0.9988399071925754	0.08176773280414108
5000476at2759	F1209934	F4918	7	294	278	263	249	0.8469387755102041	False	1.3220600962	0.1580448912	0.18899123769999998	0.13891200880000001	0.98609965826	1.33686416385	1.9204874904225	0.09596622041500001	0.1621473257	0.21336794097250006	200	0.9139419828455494	4591	0.32653248559300774	0.5673997151912609	0.5582329317269076	0.14056224899598393	4591	1.0	0.32653248559300774
5000476at2759	F145971	F1671311	7	294	278	278	278	0.9455782312925171	True	2e-06	2e-06	2e-06	2e-06	2e-06	2e-06	2e-06	2e-06	2e-06	2e-06	200	4.528736935608958e-14	5144	0.0	0.0	0.0	0.0	5138	0.9988335925349923	0.0
5000476at2759	F145971	F1940652	7	294	278	284	277	0.9421768707482994	False	0.2501850162	0.046046415599999994	0.050466648899999994	0.0409568372	0.1784083357	0.24897126375	0.3356276944775	0.020785211905	0.046297439950000005	0.0740648183875	200	0.2119147333266675	5172	0.0819365054522777	0.117147470888504	0.18772563176895307	0.04693140794223827	5166	0.9988399071925754	0.08176773280414108
5000476at2759	F145971	F4918	7	294	278	263	249	0.8469387755102041	False	1.3220600962	0.1580448912	0.18899123769999998	0.13891200880000001	0.98609965826	1.33686416385	1.9204874904225	0.09596622041500001	0.1621473257	0.21336794097250006	200	0.9139419828455494	4591	0.32653248559300774	0.5673997151912609	0.5582329317269076	0.14056224899598393	4591	1.0	0.32653248559300774
5000476at2759	F1671311	F1940652	7	294	278	284	277	0.9421768707482994	False	0.2501850162	0.046046415599999994	0.050466648899999994	0.0409568372	0.1784083357	0.24897126375	0.3356276944775	0.020785211905	0.046297439950000005	0.0740648183875	200	0.2119147333266675	5172	0.0819365054522777	0.117147470888504	0.18772563176895307	0.04693140794223827	5166	0.9988399071925754	0.08176773280414108
5000476at2759	F1671311	F4918	7	294	278	263	249	0.8469387755102041	False	1.3220600962	0.1580448912	0.18899123769999998	0.13891200880000001	0.98609965826	1.33686416385	1.9204874904225	0.09596622041500001	0.1621473257	0.21336794097250006	200	0.9139419828455494	4591	0.32653248559300774	0.5673997151912609	0.5582329317269076	0.14056224899598393	4591	1.0	0.32653248559300774
5000476at2759	F1940652	F4918	7	294	284	263	254	0.8639455782312925	False	1.3544752184	0.1750654026	0.2129470074	0.154745458	0.978399852165	1.3792612509	1.9904131516175	0.097282033745	0.17770293944999999	0.2323946337825	200	0.9398380841324758	4731	0.3331541010190576	0.5766972435701271	0.5551181102362205	0.1220472440944882	4731	1.0	0.3331541010190576
5000743at2759	F116794	F1209916	7	165	150	165	150	0.9090909090909091	False	1.0378975004999997	0.2267973381	0.2397855599	0.20914143850000003	0.7242008960425	1.0395983419499997	1.4398359200399997	0.13090469043	0.2208233484	0.31673338060749995	200	1.448069843364155	3097	0.39029128034906774	1.0970858322781287	0.47333333333333333	0.17333333333333334	3092	0.9983855343881175	0.3904041230291081
5000743at2759	F116794	F1209934	7	165	150	165	150	0.9090909090909091	False	1.0378955005	0.2267953381	0.2397835599	0.20913943850000002	0.7241988960425	1.0395963419499998	1.4398339200399999	0.13090269043	0.2208213484	0.3167313806075	200	1.448069843364155	3097	0.39029128034906774	1.0970858322781287	0.47333333333333333	0.17333333333333334	3092	0.9983855343881175	0.3904041230291081
5000743at2759	F116794	F1504668	7	165	150	161	148	0.896969696969697	False	0.8090736959999999	0.2059183569	0.2177441197	0.19310602670000002	0.5569466240425001	0.8471559983	1.117733649695	0.1314033157275	0.20349890565	0.3120837967675	200	1.6278490845896822	3024	0.32274655911845795	1.094673810406132	0.4189189189189189	0.14864864864864866	3017	0.9976851851851852	0.32230126218339994
5000743at2759	F116794	F1671311	7	165	150	165	150	0.9090909090909091	False	1.0378975004999997	0.2267973381	0.2397855599	0.20914143850000003	0.7242008960425	1.0395983419499997	1.4398359200399997	0.13090469043	0.2208233484	0.31673338060749995	200	1.448069843364155	3097	0.39029128034906774	1.0970858322781287	0.47333333333333333	0.17333333333333334	3092	0.9983855343881175	0.3904041230291081
5000743at2759	F116794	F4918	7	165	150	164	149	0.9030303030303031	False	1.2304813928	0.4888047648	0.5232642145999999	0.4411668733	0.9124234571750001	1.26372500445	1.7264272326324999	0.29220022454	0.51247068125	0.8143592070650001	200	1.6533906986135714	3067	0.47477471591319453	1.1544230990432252	0.5033557046979866	0.2953020134228188	3058	0.997065536354744	0.46977487009553354
5000743at2759	F116794	F710243	7	165	150	165	150	0.9090909090909091	False	1.0378965004999998	0.2267963381	0.2397845599	0.20914043850000003	0.7241998960425	1.03959734195	1.4398349200399998	0.13090369043	0.2208223484	0.3167323806075	200	1.448069843364155	3097	0.39029128034906774	1.0970858322781287	0.47333333333333333	0.17333333333333334	3092	0.9983855343881175	0.3904041230291081
5000743at2759	F1209916	F1209934	7	165	165	165	165	1.0	True	4e-06	4e-06	4e-06	4e-06	4e-06	4e-06	4e-06	4e-06	4e-06	4e-06	200	7.626577462448208e-15	3400	0.0	0.0	0.0	0.0	3400	1.0	0.0
5000743at2759	F1209916	F1504668	7	165	165	161	161	0.9757575757575757	False	1.2505912907	0.3154246648	0.32574065259999996	0.29018972500000006	0.9156123854025002	1.25808853345	1.7586502687174999	0.15242683368499998	0.31009301945	0.5149939857824999	200	1.8968808121423588	3407	0.42152815871588145	1.2599784851061473	0.4720496894409938	0.2360248447204969	3406	0.9997064866451424	0.42155327470680837
5000743at2759	F1209916	F1671311	7	165	165	165	165	1.0	True	2e-06	2e-06	2e-06	2e-06	2e-06	2e-06	2e-06	2e-06	2e-06	2e-06	200	7.626577462448208e-15	3400	0.0	0.0	0.0	0.0	3400	1.0	0.0
5000743at2759	F1209916	F4918	7	165	165	164	164	0.9939393939393939	False	1.6719989875	0.5983110727000001	0.6312607474999999	0.5382505716	1.3270707293975001	1.71990111075	2.1321310370175	0.386871143925	0.61468126585	0.9438763413375	200	2.2072418918845345	3531	0.6752548354222568	1.581826684040757	0.5853658536585366	0.3597560975609756	3528	0.9991503823279524	0.6713805306124048
5000743at2759	F1209916	F710243	7	165	165	165	165	1.0	True	3e-06	3e-06	3e-06	3e-06	3e-06	3e-06	3e-06	3e-06	3e-06	3e-06	200	7.626577462448208e-15	3400	0.0	0.0	0.0	0.0	3400	1.0	0.0
5000743at2759	F1209934	F1504668	7	165	165	161	161	0.9757575757575757	False	1.2505892907000002	0.31542266480000003	0.3257386526	0.290187725	0.9156103854025002	1.25808653345	1.7586482687175	0.15242483368499998	0.31009101944999995	0.5149919857824999	200	1.8968808121423588	3407	0.42152815871588145	1.2599784851061473	0.4720496894409938	0.2360248447204969	3406	0.9997064866451424	0.42155327470680837
5000743at2759	F1209934	F1671311	7	165	165	165	165	1.0	True	4e-06	4e-06	4e-06	4e-06	4e-06	4e-06	4e-06	4e-06	4e-06	4e-06	200	7.626577462448208e-15	3400	0.0	0.0	0.0	0.0	3400	1.0	0.0
5000743at2759	F1209934	F4918	7	165	165	164	164	0.9939393939393939	False	1.6719969875	0.5983090727	0.6312587475	0.5382485716000001	1.3270687293975	1.7198991107500001	2.1321290370175	0.386869143925	0.61467926585	0.9438743413375	200	2.2072418918845345	3531	0.6752548354222568	1.581826684040757	0.5853658536585366	0.3597560975609756	3528	0.9991503823279524	0.6713805306124048
5000743at2759	F1209934	F710243	7	165	165	165	165	1.0	True	3e-06	3e-06	3e-06	3e-06	3e-06	3e-06	3e-06	3e-06	3e-06	3e-06	200	7.626577462448208e-15	3400	0.0	0.0	0.0	0.0	3400	1.0	0.0
5000743at2759	F1504668	F1671311	7	165	161	165	161	0.9757575757575757	False	1.2505912907	0.3154246648	0.32574065259999996	0.290189725	0.9156123854025001	1.25808853345	1.7586502687174999	0.152426833685	0.31009301944999995	0.5149939857825	200	1.8968808121423586	3407	0.42152815871588145	1.2599784851061473	0.4720496894409938	0.2360248447204969	3406	0.9997064866451424	0.42155327470680837
5000743at2759	F1504668	F4918	7	165	161	164	160	0.9696969696969697	False	1.0965797704	0.5360296422999999	0.5687009163	0.4785493146	0.7192459537025001	1.1221254432499999	1.6666191614975001	0.33784622204500003	0.5555630196000001	0.8857509385975	200	2.062407383605087	3375	0.5279752894692467	1.3582498808474668	0.4875	0.35	3371	0.9988148148148148	0.5239167265257111
5000743at2759	F1504668	F710243	7	165	161	165	161	0.9757575757575757	False	1.2505902907000002	0.3154236648	0.3257396526	0.290188725	0.9156113854025002	1.25808753345	1.7586492687175	0.15242583368499998	0.31009201945	0.5149929857825	200	1.8968808121423586	3407	0.42152815871588145	1.2599784851061473	0.4720496894409938	0.2360248447204969	3406	0.9997064866451424	0.42155327470680837
5000743at2759	F1671311	F4918	7	165	165	164	164	0.9939393939393939	False	1.6719989875	0.5983110727000001	0.6312607474999999	0.5382505716	1.3270707293975001	1.71990111075	2.1321310370175	0.386871143925	0.61468126585	0.9438763413375	200	2.2072418918845345	3531	0.6752548354222568	1.581826684040757	0.5853658536585366	0.3597560975609756	3528	0.9991503823279524	0.6713805306124048
5000743at2759	F1671311	F710243	7	165	165	165	165	1.0	True	3e-06	3e-06	3e-06	3e-06	3e-06	3e-06	3e-06	3e-06	3e-06	3e-06	200	7.626577462448208e-15	3400	0.0	0.0	0.0	0.0	3400	1.0	0.0
5000743at2759	F4918	F710243	7	165	164	165	164	0.9939393939393939	False	1.6719979875	0.5983100727	0.6312597475	0.5382495716000001	1.3270697293975	1.71990011075	2.1321300370175003	0.38687014392499997	0.61468026585	0.9438753413375001	200	2.2072418918845353	3531	0.6752548354222568	1.581826684040757	0.5853658536585366	0.3597560975609756	3528	0.9991503823279524	0.6713805306124048
5000823at2759	F116794	F1690608	5	699	636	619	611	0.8741058655221745	False	0.44768204040000004	0.08647488449999999	0.091093922	0.0796695486	0.321557719945	0.4506982335	0.6132756072675002	0.0549754162525	0.0847999263	0.11922487443500002	200	4.311008580758832	10284	0.264259419455655	1.143755544594807	0.2945990180032733	0.07364975450081833	10272	0.9988331388564761	0.2490321193815492
5000823at2759	F116794	F332112	5	699	636	645	586	0.8383404864091559	False	2.2117626338000003	0.33732344789999996	0.4011523031	0.3061785272	1.6181961595125003	2.2425417135	2.9250519248275	0.231524901805	0.33806816510000004	0.43991239117000003	200	28.2316784194117	10627	0.9535670384442884	3.301468485307168	0.6706484641638225	0.20819112627986347	10571	0.9947304036887175	0.7709574631599095
5000823at2759	F116794	F470096	5	699	636	634	618	0.8841201716738197	False	0.3842007723	0.0859653185	0.08909322720000001	0.0817986288	0.27890591264000003	0.39432840294999993	0.553405296505	0.060708530780000006	0.08611030175	0.10826898698000001	200	3.5306188656877024	10479	0.14065982327950335	0.3216825963439556	0.255663430420712	0.0744336569579288	10479	1.0	0.14065982327950335
5000823at2759	F116794	F4918	5	699	636	622	599	0.8569384835479256	False	1.4036804789	0.2012656679	0.2216014423	0.18313347630000001	1.1024592367575	1.4165739968	1.8999128952225	0.14166336670250002	0.1999182896	0.2631024004725	200	5.132777808402397	9953	0.30974311040681846	0.6002362525704484	0.5442404006677797	0.13856427378964942	9950	0.999698583341706	0.3095118557016004
5000823at2759	F1690608	F332112	5	699	619	645	578	0.82689556509299	False	2.264591627	0.3140338734	0.37548252969999996	0.2841655332	1.6657934540475001	2.28902320635	2.979066736615	0.2226301749625	0.3143104085	0.39834998864250004	200	29.915825726371015	10365	0.9520626314800937	2.6522108677349387	0.6730103806228374	0.20242214532871972	10336	0.9972021225277375	0.8877686028515682
5000823at2759	F1690608	F470096	5	699	619	634	610	0.8726752503576538	False	0.43702976550000006	0.062675744	0.0634234538	0.0597856348	0.32168658596	0.43823404625	0.619975684575	0.0391406933525	0.05914066105	0.09097459892000004	200	3.1907937039923326	10295	0.24963767497977254	1.14621697808522	0.28852459016393445	0.05245901639344262	10283	0.9988343856240893	0.2343271935243952
5000823at2759	F1690608	F4918	5	699	619	622	590	0.844062947067239	False	1.4565094721	0.1779760934	0.1959316689	0.1611204823	1.1318097332675001	1.46394297375	1.9251245310775003	0.11755932410250002	0.17222569335	0.2432207495425	200	6.7375320840302955	9750	0.3498162676880168	0.7254012319569428	0.5576271186440678	0.1152542372881356	9750	1.0	0.3498162676880168
5000823at2759	F332112	F470096	5	699	645	634	588	0.8412017167381974	False	2.0967971609	0.29798681	0.3606319307	0.2717415548	1.5689174487775	2.1162033807	2.7665674413600003	0.1954115225125	0.2963526342	0.40003864026999997	200	26.83376966018686	10808	0.8630419172769631	2.5504714746472024	0.6649659863945578	0.20918367346938777	10786	0.9979644707623982	0.7977120375658442
5000823at2759	F332112	F4918	5	699	645	622	583	0.8340486409155937	False	1.6567472507	0.2510979764	0.3065096744	0.2279781081	1.2563622483725	1.6722681404	2.2209894579	0.1503689452975	0.2523640453	0.36094394381500006	200	31.12322360816949	10290	0.8507832333260014	3.167139180191841	0.5797598627787307	0.18181818181818182	10238	0.9949465500485909	0.6929140365025789
5000823at2759	F470096	F4918	5	699	634	622	603	0.8626609442060086	False	1.288715006	0.16192903	0.1810810699	0.1486965039	1.0118086830775002	1.28920553825	1.689248288725	0.11388250983499999	0.1610705087	0.20095372893250002	200	7.357042348789134	10239	0.31785948197277053	0.5748643152898293	0.5356550580431177	0.1310116086235489	10236	0.9997070026369763	0.31764400301741286
5001273at2759	F1214568	F2606893	6	205	178	193	176	0.8585365853658536	False	0.9655339911	0.24844324029999998	0.2806239412	0.2274884748	0.6726201824675	0.98646355475	1.3805634377950002	0.15922271323249998	0.24424150365	0.3725867307775	200	1.4682147207711276	2901	0.5065355793992892	0.9797740062892366	0.5056818181818182	0.20454545454545456	2901	1.0	0.5065355793992892
5001273at2759	F1214568	F34406	6	205	178	176	176	0.8585365853658536	False	0.1809138098	0.0671168775	0.070052047	0.0625322285	0.0954247082225	0.1835018947	0.24000527299750002	0.031226529105	0.0643972873	0.12067634331750002	200	0.5423398252668624	2772	0.1666831156230396	0.42211504675424305	0.1590909090909091	0.0625	2772	1.0	0.1666831156230396
5001273at2759	F1214568	F4918	6	205	178	162	158	0.7707317073170732	False	1.3438384509999999	0.2726761664	0.2861568548	0.2606858658	1.0098388252375001	1.3782480342499999	1.9888932214375001	0.1736334876325	0.2652633018	0.4192775351375	200	3.1541007937164616	2353	0.5603624435098612	1.1453219861758583	0.6139240506329114	0.16455696202531644	2351	0.9991500212494687	0.5550821686691764
5001273at2759	F1214568	F706196	6	205	178	180	164	0.8	False	1.6667392366	0.3996560735	0.4693845135	0.3580637716	1.236586296585	1.6982840968000001	2.3033877410475	0.193133818565	0.38777721385	0.6846097979850002	200	2.567261780567849	2789	1.1002949452661897	1.952867226407941	0.6341463414634146	0.25609756097560976	2787	0.9992828970957333	1.0978873858032223
5001273at2759	F1214568	F80884	6	205	178	176	176	0.8585365853658536	False	0.18091380980000002	0.0671168775	0.070052047	0.0625322285	0.0954247082225	0.1835018947	0.2400052729975	0.031226529105	0.0643972873	0.12067634331750002	200	0.5423398252668624	2772	0.1666831156230396	0.42211504675424305	0.1590909090909091	0.0625	2772	1.0	0.1666831156230396
5001273at2759	F2606893	F34406	6	205	193	176	174	0.848780487804878	False	0.9704879617000002	0.2643241632	0.3013157538	0.2445015545	0.6515746390550001	0.9812333751	1.4252664237375	0.1726310202775	0.26184957925	0.36948582311000006	200	1.2891024400457176	2859	0.46271730697452695	0.9288360674816103	0.5057471264367817	0.19540229885057472	2859	1.0	0.46271730697452695
