source	policy	marker	original_eligible_taxa	retained_eligible_taxa	passes_four_taxon_gate
ESMFold	full_frozen_panel	5015712at2759	6	6	True
ESMFold	full_frozen_panel	5015742at2759	4	4	True
ESMFold	full_frozen_panel	5017019at2759	8	8	True
ESMFold	full_frozen_panel	529759at2759	143	143	True
ESMFold	full_frozen_panel	539632at2759	31	31	True
ESMFold	full_frozen_panel	540946at2759	9	9	True
ESMFold	full_frozen_panel	541070at2759	122	122	True
ESMFold	full_frozen_panel	554735at2759	131	131	True
ESMFold	full_frozen_panel	649304at2759	26	26	True
ESMFold	full_frozen_panel	707076at2759	87	87	True
ESMFold	full_frozen_panel	707202at2759	9	9	True
ESMFold	full_frozen_panel	727964at2759	11	11	True
ESMFold	full_frozen_panel	760428at2759	16	16	True
ESMFold	full_frozen_panel	776280at2759	4	4	True
ESMFold	full_frozen_panel	801816at2759	154	154	True
ESMFold	exclude_curated_hybrids	115730at2759	15	15	True
ESMFold	exclude_curated_hybrids	129234at2759	154	154	True
ESMFold	exclude_curated_hybrids	201273at2759	71	71	True
ESMFold	exclude_curated_hybrids	207567at2759	134	134	True
ESMFold	exclude_curated_hybrids	260326at2759	135	135	True
ESMFold	exclude_curated_hybrids	319730at2759	10	10	True
ESMFold	exclude_curated_hybrids	345792at2759	42	42	True
ESMFold	exclude_curated_hybrids	352891at2759	95	95	True
ESMFold	exclude_curated_hybrids	4613677at2759	140	140	True
ESMFold	exclude_curated_hybrids	4747214at2759	118	118	True
ESMFold	exclude_curated_hybrids	4803900at2759	137	137	True
ESMFold	exclude_curated_hybrids	4823929at2759	12	12	True
ESMFold	exclude_curated_hybrids	4837017at2759	146	146	True
ESMFold	exclude_curated_hybrids	4843824at2759	124	124	True
ESMFold	exclude_curated_hybrids	4867008at2759	133	133	True
ESMFold	exclude_curated_hybrids	4896098at2759	116	116	True
ESMFold	exclude_curated_hybrids	4900375at2759	138	138	True
ESMFold	exclude_curated_hybrids	4908955at2759	24	24	True
ESMFold	exclude_curated_hybrids	4969018at2759	8	8	True
ESMFold	exclude_curated_hybrids	4969636at2759	13	13	True
ESMFold	exclude_curated_hybrids	4969990at2759	9	9	True
ESMFold	exclude_curated_hybrids	4970387at2759	135	135	True
ESMFold	exclude_curated_hybrids	4971272at2759	6	6	True
ESMFold	exclude_curated_hybrids	4974767at2759	24	24	True
ESMFold	exclude_curated_hybrids	4976279at2759	11	11	True
ESMFold	exclude_curated_hybrids	4977163at2759	144	144	True
ESMFold	exclude_curated_hybrids	4985971at2759	16	16	True
ESMFold	exclude_curated_hybrids	5000045at2759	16	16	True
ESMFold	exclude_curated_hybrids	5000371at2759	15	15	True
ESMFold	exclude_curated_hybrids	5000452at2759	47	47	True
ESMFold	exclude_curated_hybrids	5000476at2759	10	10	True
ESMFold	exclude_curated_hybrids	5000743at2759	158	158	True
ESMFold	exclude_curated_hybrids	5001156at2759	15	15	True
ESMFold	exclude_curated_hybrids	5001273at2759	141	141	True
ESMFold	exclude_curated_hybrids	5001318at2759	13	13	True
ESMFold	exclude_curated_hybrids	5001413at2759	72	72	True
ESMFold	exclude_curated_hybrids	5001473at2759	121	121	True
ESMFold	exclude_curated_hybrids	5001734at2759	120	120	True
ESMFold	exclude_curated_hybrids	5002334at2759	19	19	True
ESMFold	exclude_curated_hybrids	5002573at2759	11	11	True
ESMFold	exclude_curated_hybrids	5003856at2759	35	35	True
ESMFold	exclude_curated_hybrids	5003972at2759	78	78	True
ESMFold	exclude_curated_hybrids	5004118at2759	17	17	True
ESMFold	exclude_curated_hybrids	5004478at2759	6	6	True
ESMFold	exclude_curated_hybrids	5005010at2759	145	145	True
ESMFold	exclude_curated_hybrids	5005174at2759	102	102	True
ESMFold	exclude_curated_hybrids	5005196at2759	9	9	True
ESMFold	exclude_curated_hybrids	5005274at2759	18	18	True
ESMFold	exclude_curated_hybrids	5005750at2759	134	134	True
ESMFold	exclude_curated_hybrids	5005892at2759	13	13	True
ESMFold	exclude_curated_hybrids	5013042at2759	7	7	True
ESMFold	exclude_curated_hybrids	5013067at2759	17	17	True
ESMFold	exclude_curated_hybrids	5013259at2759	123	123	True
ESMFold	exclude_curated_hybrids	5013539at2759	51	51	True
ESMFold	exclude_curated_hybrids	5013726at2759	136	136	True
ESMFold	exclude_curated_hybrids	5013738at2759	136	136	True
ESMFold	exclude_curated_hybrids	5015403at2759	13	13	True
ESMFold	exclude_curated_hybrids	5015712at2759	6	6	True
ESMFold	exclude_curated_hybrids	5015742at2759	4	4	True
ESMFold	exclude_curated_hybrids	5017019at2759	8	8	True
ESMFold	exclude_curated_hybrids	529759at2759	143	143	True
ESMFold	exclude_curated_hybrids	539632at2759	31	31	True
ESMFold	exclude_curated_hybrids	540946at2759	9	9	True
ESMFold	exclude_curated_hybrids	541070at2759	122	122	True
ESMFold	exclude_curated_hybrids	554735at2759	131	131	True
ESMFold	exclude_curated_hybrids	649304at2759	26	26	True
ESMFold	exclude_curated_hybrids	707076at2759	87	87	True
ESMFold	exclude_curated_hybrids	707202at2759	9	9	True
ESMFold	exclude_curated_hybrids	727964at2759	11	11	True
ESMFold	exclude_curated_hybrids	760428at2759	16	16	True
ESMFold	exclude_curated_hybrids	776280at2759	4	4	True
ESMFold	exclude_curated_hybrids	801816at2759	154	154	True
ESMFold	exclude_hybrids_and_uncertain_labels	115730at2759	15	13	True
ESMFold	exclude_hybrids_and_uncertain_labels	129234at2759	154	142	True
ESMFold	exclude_hybrids_and_uncertain_labels	201273at2759	71	65	True
ESMFold	exclude_hybrids_and_uncertain_labels	207567at2759	134	123	True
ESMFold	exclude_hybrids_and_uncertain_labels	260326at2759	135	123	True
ESMFold	exclude_hybrids_and_uncertain_labels	319730at2759	10	8	True
ESMFold	exclude_hybrids_and_uncertain_labels	345792at2759	42	35	True
ESMFold	exclude_hybrids_and_uncertain_labels	352891at2759	95	85	True
ESMFold	exclude_hybrids_and_uncertain_labels	4613677at2759	140	130	True
ESMFold	exclude_hybrids_and_uncertain_labels	4747214at2759	118	113	True
ESMFold	exclude_hybrids_and_uncertain_labels	4803900at2759	137	125	True
ESMFold	exclude_hybrids_and_uncertain_labels	4823929at2759	12	11	True
ESMFold	exclude_hybrids_and_uncertain_labels	4837017at2759	146	133	True
ESMFold	exclude_hybrids_and_uncertain_labels	4843824at2759	124	116	True
ESMFold	exclude_hybrids_and_uncertain_labels	4867008at2759	133	125	True
ESMFold	exclude_hybrids_and_uncertain_labels	4896098at2759	116	105	True
ESMFold	exclude_hybrids_and_uncertain_labels	4900375at2759	138	127	True
ESMFold	exclude_hybrids_and_uncertain_labels	4908955at2759	24	20	True
ESMFold	exclude_hybrids_and_uncertain_labels	4969018at2759	8	8	True
ESMFold	exclude_hybrids_and_uncertain_labels	4969636at2759	13	13	True
ESMFold	exclude_hybrids_and_uncertain_labels	4969990at2759	9	8	True
ESMFold	exclude_hybrids_and_uncertain_labels	4970387at2759	135	125	True
ESMFold	exclude_hybrids_and_uncertain_labels	4971272at2759	6	5	True
ESMFold	exclude_hybrids_and_uncertain_labels	4974767at2759	24	21	True
ESMFold	exclude_hybrids_and_uncertain_labels	4976279at2759	11	11	True
ESMFold	exclude_hybrids_and_uncertain_labels	4977163at2759	144	134	True
ESMFold	exclude_hybrids_and_uncertain_labels	4985971at2759	16	15	True
ESMFold	exclude_hybrids_and_uncertain_labels	5000045at2759	16	16	True
ESMFold	exclude_hybrids_and_uncertain_labels	5000371at2759	15	13	True
ESMFold	exclude_hybrids_and_uncertain_labels	5000452at2759	47	45	True
ESMFold	exclude_hybrids_and_uncertain_labels	5000476at2759	10	10	True
ESMFold	exclude_hybrids_and_uncertain_labels	5000743at2759	158	146	True
ESMFold	exclude_hybrids_and_uncertain_labels	5001156at2759	15	14	True
ESMFold	exclude_hybrids_and_uncertain_labels	5001273at2759	141	130	True
ESMFold	exclude_hybrids_and_uncertain_labels	5001318at2759	13	12	True
ESMFold	exclude_hybrids_and_uncertain_labels	5001413at2759	72	64	True
ESMFold	exclude_hybrids_and_uncertain_labels	5001473at2759	121	111	True
ESMFold	exclude_hybrids_and_uncertain_labels	5001734at2759	120	110	True
ESMFold	exclude_hybrids_and_uncertain_labels	5002334at2759	19	19	True
ESMFold	exclude_hybrids_and_uncertain_labels	5002573at2759	11	11	True
ESMFold	exclude_hybrids_and_uncertain_labels	5003856at2759	35	32	True
ESMFold	exclude_hybrids_and_uncertain_labels	5003972at2759	78	74	True
ESMFold	exclude_hybrids_and_uncertain_labels	5004118at2759	17	16	True
ESMFold	exclude_hybrids_and_uncertain_labels	5004478at2759	6	5	True
ESMFold	exclude_hybrids_and_uncertain_labels	5005010at2759	145	135	True
ESMFold	exclude_hybrids_and_uncertain_labels	5005174at2759	102	95	True
ESMFold	exclude_hybrids_and_uncertain_labels	5005196at2759	9	8	True
ESMFold	exclude_hybrids_and_uncertain_labels	5005274at2759	18	17	True
ESMFold	exclude_hybrids_and_uncertain_labels	5005750at2759	134	122	True
ESMFold	exclude_hybrids_and_uncertain_labels	5005892at2759	13	12	True
ESMFold	exclude_hybrids_and_uncertain_labels	5013042at2759	7	7	True
ESMFold	exclude_hybrids_and_uncertain_labels	5013067at2759	17	14	True
ESMFold	exclude_hybrids_and_uncertain_labels	5013259at2759	123	111	True
ESMFold	exclude_hybrids_and_uncertain_labels	5013539at2759	51	46	True
ESMFold	exclude_hybrids_and_uncertain_labels	5013726at2759	136	129	True
ESMFold	exclude_hybrids_and_uncertain_labels	5013738at2759	136	125	True
ESMFold	exclude_hybrids_and_uncertain_labels	5015403at2759	13	12	True
ESMFold	exclude_hybrids_and_uncertain_labels	5015712at2759	6	6	True
ESMFold	exclude_hybrids_and_uncertain_labels	5015742at2759	4	4	True
ESMFold	exclude_hybrids_and_uncertain_labels	5017019at2759	8	6	True
ESMFold	exclude_hybrids_and_uncertain_labels	529759at2759	143	129	True
ESMFold	exclude_hybrids_and_uncertain_labels	539632at2759	31	25	True
ESMFold	exclude_hybrids_and_uncertain_labels	540946at2759	9	7	True
ESMFold	exclude_hybrids_and_uncertain_labels	541070at2759	122	112	True
ESMFold	exclude_hybrids_and_uncertain_labels	554735at2759	131	120	True
ESMFold	exclude_hybrids_and_uncertain_labels	649304at2759	26	25	True
ESMFold	exclude_hybrids_and_uncertain_labels	707076at2759	87	77	True
ESMFold	exclude_hybrids_and_uncertain_labels	707202at2759	9	9	True
ESMFold	exclude_hybrids_and_uncertain_labels	727964at2759	11	10	True
ESMFold	exclude_hybrids_and_uncertain_labels	760428at2759	16	16	True
ESMFold	exclude_hybrids_and_uncertain_labels	776280at2759	4	3	False
ESMFold	exclude_hybrids_and_uncertain_labels	801816at2759	154	140	True
