marker	taxon_id	protein_id	status	translation_table	code_provenance	source_kind	annotation_flags	initial_phase_or_omitted_bases	terminal_partial_bases	terminal_stop_removed	noncanonical_codon_columns	representative_decision	gene_mapping_status
4976279at2759	F34480	KAK9762068.1	excluded:non_triplet_length	1	ncbi_documented_default	ncbi_unmodified_cds	partial;start_range	0				longest_per_gene_lexical_tiebreak	unique_gene
4976279at2759	F264483	CED82393.1	translation_verified_codon_alignment	1	ncbi_documented_default	ncbi_unmodified_cds		0		True	0	retained_unresolved_gene	unmapped
4976279at2759	F208960	XP_007264289.1	translation_verified_codon_alignment	1	ncbi_documented_default	ncbi_unmodified_cds	partial;start_range	0		True	0	longest_per_gene_lexical_tiebreak	unique_gene
4976279at2759	F1323573	KAM0750139.1	translation_verified_codon_alignment	1	ncbi_documented_default	ncbi_unmodified_cds	partial;start_range	0		False	0	longest_per_gene_lexical_tiebreak	unique_gene
4976279at2759	F60197	KAG0143615.1	translation_verified_codon_alignment	1	ncbi_documented_default	ncbi_unmodified_cds	partial;start_range	0		True	0	longest_per_gene_lexical_tiebreak	unique_gene
4976279at2759	F203908	XP_007412125.1	translation_verified_codon_alignment	1	ncbi_documented_default	ncbi_unmodified_cds	end_range;partial	0		True	0	longest_per_gene_lexical_tiebreak	unique_gene
4976279at2759	F109899	KIM28711.1	translation_verified_codon_alignment	1	ncbi_documented_default	ncbi_unmodified_cds	partial;start_range	0		True	0	longest_per_gene_lexical_tiebreak	unique_gene
4976279at2759	F1708541	XP_006959894.1	translation_verified_codon_alignment	1	ncbi_documented_default	ncbi_unmodified_cds	end_range;partial	0		True	0	longest_per_gene_lexical_tiebreak	unique_gene
4976279at2759	F1555241	RKP03796.1	translation_verified_codon_alignment	1	ncbi_documented_default	ncbi_unmodified_cds	end_range;partial;start_range	0		False	0	longest_per_gene_lexical_tiebreak	unique_gene
4976279at2759	F2735257	KAJ3298547.1	excluded:non_triplet_length	1	ncbi_documented_default	ncbi_unmodified_cds	end_range;partial	0				longest_per_gene_lexical_tiebreak	unique_gene
4976279at2759	F27376	CAG8600678.1	excluded:initial_phase_requires_coordinate_review	1	ncbi_documented_default	ncbi_unmodified_cds	partial;start_range	1				longest_per_gene_lexical_tiebreak	unique_gene
4976279at2759	F61397	XP_051389508.1	translation_verified_codon_alignment	1	ncbi_documented_default	ncbi_unmodified_cds	partial;start_range	0		False	0	longest_per_gene_lexical_tiebreak	unique_gene
4976279at2759	F1343610	KAG0265517.1	excluded:non_triplet_length	1	ncbi_documented_default	ncbi_unmodified_cds	end_range;partial	0				longest_per_gene_lexical_tiebreak	unique_gene
4976279at2759	F101097	KAF9994242.1	translation_verified_codon_alignment	1	ncbi_documented_default	ncbi_unmodified_cds	partial;start_range	0		True	0	longest_per_gene_lexical_tiebreak	unique_gene
4976279at2759	F1440133	KAF9958553.1	translation_verified_codon_alignment	1	ncbi_documented_default	ncbi_unmodified_cds	partial;start_range	0		False	0	longest_per_gene_lexical_tiebreak	unique_gene
4976279at2759	F2340872	RUS19441.1	excluded:initial_phase_requires_coordinate_review	1	ncbi_documented_default	ncbi_unmodified_cds	partial;start_range	2				longest_per_gene_lexical_tiebreak	unique_gene
4976279at2759	F1712513	RKP26008.1	translation_verified_codon_alignment	1	ncbi_documented_default	ncbi_unmodified_cds	partial;start_range	0		True	0	longest_per_gene_lexical_tiebreak	unique_gene
4976279at2759	F78915	RKP10142.1	translation_verified_codon_alignment	1	ncbi_documented_default	ncbi_unmodified_cds	end_range;partial	0		True	0	longest_per_gene_lexical_tiebreak	unique_gene
4976279at2759	F2109901	NODE_36_length_31474_cov_0.342438.p12	translation_verified_codon_alignment	1	external_table_1_verified_extraction	external_verified_cds_subset	external_extraction_policy_requires_downstream_review			True	0	retained_unresolved_gene	provisional_orf
4976279at2759	F2020955	NODE_4_length_77007_cov_1.156642.p34	translation_verified_codon_alignment	1	external_table_1_verified_extraction	external_verified_cds_subset	external_extraction_policy_requires_downstream_review			True	0	retained_unresolved_gene	provisional_orf
4976279at2759	O225164	XP_009052962.1	translation_verified_codon_alignment	1	ncbi_documented_default	ncbi_unmodified_cds	partial;start_range	0		False	0	longest_per_gene_lexical_tiebreak	unique_gene
4976279at2759	OFS1403592	CFRG6461T1	translation_verified_codon_alignment	1	external_table_1_verified_extraction	external_verified_cds_subset	external_extraction_policy_requires_downstream_review			True	0	longest_per_gene_lexical_tiebreak	unique_gene
4977163at2759	F4918	ODV98531.1	translation_verified_codon_alignment	26	explicit_cds	ncbi_unmodified_cds	end_range;partial	0		False	0	longest_per_gene_lexical_tiebreak	unique_gene
4977163at2759	F241526	KAG8204495.1	translation_verified_codon_alignment	1	ncbi_documented_default	ncbi_unmodified_cds	end_range;partial	0		True	0	longest_per_gene_lexical_tiebreak	unique_gene
4977163at2759	F1522189	XP_025368002.1	translation_verified_codon_alignment	1	ncbi_documented_default	ncbi_unmodified_cds	end_range;partial	0		False	0	longest_per_gene_lexical_tiebreak	unique_gene
4977163at2759	F264483	CED83349.1	translation_verified_codon_alignment	1	ncbi_documented_default	ncbi_unmodified_cds		0		True	0	retained_unresolved_gene	unmapped
4977163at2759	F1280837	XP_025356937.1	translation_verified_codon_alignment	1	ncbi_documented_default	ncbi_unmodified_cds	partial;start_range	0		False	0	longest_per_gene_lexical_tiebreak	unique_gene
4977163at2759	F5210	XP_046032723.1	translation_verified_codon_alignment	1	ncbi_documented_default	ncbi_unmodified_cds	end_range;partial	0		False	0	longest_per_gene_lexical_tiebreak	unique_gene
4977163at2759	F29898	XP_018272813.1	translation_verified_codon_alignment	1	ncbi_documented_default	ncbi_unmodified_cds	end_range;partial	0		True	0	longest_per_gene_lexical_tiebreak	unique_gene
4977163at2759	F1673888	PWN48004.1	translation_verified_codon_alignment	1	ncbi_documented_default	ncbi_unmodified_cds	end_range;partial	0		False	0	longest_per_gene_lexical_tiebreak	unique_gene
4977163at2759	F1604274	KAJ1566529.1	translation_verified_codon_alignment	1	ncbi_documented_default	ncbi_unmodified_cds	end_range;partial	0		True	0	longest_per_gene_lexical_tiebreak	unique_gene
4977163at2759	F27376	CAG8708653.1	translation_verified_codon_alignment	1	ncbi_documented_default	ncbi_unmodified_cds	end_range;partial	0		True	0	longest_per_gene_lexical_tiebreak	unique_gene
4977163at2759	F1123529	KXS14897.1	excluded:initial_phase_requires_coordinate_review	1	ncbi_documented_default	ncbi_unmodified_cds	end_range;partial	2				longest_per_gene_lexical_tiebreak	unique_gene
4977163at2759	F64571	XP_021878476.1	excluded:initial_phase_requires_coordinate_review	1	ncbi_documented_default	ncbi_unmodified_cds	end_range;partial	1				longest_per_gene_lexical_tiebreak	unique_gene
4977163at2759	F1907219	RKP12821.1	translation_verified_codon_alignment	1	ncbi_documented_default	ncbi_unmodified_cds	end_range;partial	0		False	0	longest_per_gene_lexical_tiebreak	unique_gene
4977163at2759	F2109901	NODE_437_length_8620_cov_0.295857.p4	translation_verified_codon_alignment	1	external_table_1_verified_extraction	external_verified_cds_subset	external_extraction_policy_requires_downstream_review			True	0	retained_unresolved_gene	provisional_orf
4977163at2759	F2020955	NODE_40_length_35084_cov_0.543519.p20	translation_verified_codon_alignment	1	external_table_1_verified_extraction	external_verified_cds_subset	external_extraction_policy_requires_downstream_review			True	0	retained_unresolved_gene	provisional_orf
4977163at2759	OFS1403592	CFRG1013T1	translation_verified_codon_alignment	1	external_table_1_verified_extraction	external_verified_cds_subset	external_extraction_policy_requires_downstream_review			True	0	longest_per_gene_lexical_tiebreak	unique_gene
4977863at2759	F182096	XP_043135485.1	excluded:initial_phase_requires_coordinate_review	1	ncbi_documented_default	ncbi_unmodified_cds	partial;start_range	1				longest_per_gene_lexical_tiebreak	unique_gene
4977863at2759	F51930	ODV89730.1	translation_verified_codon_alignment	1	ncbi_documented_default	ncbi_unmodified_cds	end_range;partial;start_range	0		False	0	longest_per_gene_lexical_tiebreak	unique_gene
4977863at2759	F29883	XP_001877567.1	translation_verified_codon_alignment	1	ncbi_documented_default	ncbi_unmodified_cds	partial;start_range	0		True	0	longest_per_gene_lexical_tiebreak	unique_gene
4977863at2759	F2778381	CAD6579139.1	excluded:non_triplet_length	1	ncbi_documented_default	ncbi_unmodified_cds	end_range;partial	0				longest_per_gene_lexical_tiebreak	unique_gene
4977863at2759	F264483	CDZ96320.1	translation_verified_codon_alignment	1	ncbi_documented_default	ncbi_unmodified_cds		0		True	0	retained_unresolved_gene	unmapped
4977863at2759	F3038894	KAK4705652.1	translation_verified_codon_alignment	1	ncbi_documented_default	ncbi_unmodified_cds	partial;start_range	0		False	0	longest_per_gene_lexical_tiebreak	unique_gene
4977863at2759	F104341	XP_024342768.1	translation_verified_codon_alignment	1	ncbi_documented_default	ncbi_unmodified_cds	partial;start_range	0		True	0	longest_per_gene_lexical_tiebreak	unique_gene
4977863at2759	F40492	XP_007307839.1	translation_verified_codon_alignment	1	ncbi_documented_default	ncbi_unmodified_cds	end_range;partial	0		True	0	longest_per_gene_lexical_tiebreak	unique_gene
4977863at2759	F56493	KAF9793225.1	translation_verified_codon_alignment	1	ncbi_documented_default	ncbi_unmodified_cds	partial;start_range	0		True	0	longest_per_gene_lexical_tiebreak	unique_gene
4977863at2759	F13291	CAD6974719.1	excluded:non_triplet_length	1	ncbi_documented_default	ncbi_unmodified_cds	partial;start_range	0				longest_per_gene_lexical_tiebreak	unique_gene
4977863at2759	F157183	CAD6928497.1	excluded:non_triplet_length	1	ncbi_documented_default	ncbi_unmodified_cds	partial;start_range	0				longest_per_gene_lexical_tiebreak	unique_gene
4977863at2759	F109876	ORZ38960.1	excluded:initial_phase_requires_coordinate_review	1	ncbi_documented_default	ncbi_unmodified_cds	end_range;partial	1				longest_per_gene_lexical_tiebreak	unique_gene
4977863at2759	F1604274	KAJ1562333.1	translation_verified_codon_alignment	1	ncbi_documented_default	ncbi_unmodified_cds	end_range;partial	0		True	0	longest_per_gene_lexical_tiebreak	unique_gene
4977863at2759	F1938954	OZJ01731.1	excluded:non_triplet_length	1	ncbi_documented_default	ncbi_unmodified_cds	end_range;partial	0				longest_per_gene_lexical_tiebreak	unique_gene
4977863at2759	F91625	KAG2179013.1	translation_verified_codon_alignment	1	ncbi_documented_default	ncbi_unmodified_cds	partial;start_range	0		True	0	longest_per_gene_lexical_tiebreak	unique_gene
4977863at2759	F278681	KAG5461459.1	translation_verified_codon_alignment	1	ncbi_documented_default	ncbi_unmodified_cds	partial;start_range	0		True	0	longest_per_gene_lexical_tiebreak	unique_gene
4977863at2759	F2109901	NODE_713_length_4860_cov_0.614157.p1	translation_verified_codon_alignment	1	external_table_1_verified_extraction	external_verified_cds_subset	external_extraction_policy_requires_downstream_review			True	0	retained_unresolved_gene	provisional_orf
4977863at2759	F2020955	NODE_39_length_35218_cov_0.479655.p1	translation_verified_codon_alignment	1	external_table_1_verified_extraction	external_verified_cds_subset	external_extraction_policy_requires_downstream_review			True	0	retained_unresolved_gene	provisional_orf
4977863at2759	O81824	XP_001744824.1	translation_verified_codon_alignment	1	ncbi_documented_default	ncbi_unmodified_cds	partial;start_range	0		True	0	longest_per_gene_lexical_tiebreak	unique_gene
4977863at2759	O283909	ELU12568.1	translation_verified_codon_alignment	1	ncbi_documented_default	ncbi_unmodified_cds	partial;start_range	0		True	0	longest_per_gene_lexical_tiebreak	unique_gene
4977863at2759	O225164	XP_009047017.1	translation_verified_codon_alignment	1	ncbi_documented_default	ncbi_unmodified_cds	partial;start_range	0		True	0	longest_per_gene_lexical_tiebreak	unique_gene
4977863at2759	OFS1403592	CFRG4664T1	translation_verified_codon_alignment	1	external_table_1_verified_extraction	external_verified_cds_subset	external_extraction_policy_requires_downstream_review			True	0	longest_per_gene_lexical_tiebreak	unique_gene
4983000at2759	F1542792	KAL9088564.1	translation_verified_codon_alignment	1	ncbi_documented_default	ncbi_unmodified_cds	end_range;partial	0		False	0	longest_per_gene_lexical_tiebreak	unique_gene
4983000at2759	F5022	XP_003844182.2	translation_verified_codon_alignment	1	ncbi_documented_default	ncbi_unmodified_cds	end_range;partial	0		True	0	longest_per_gene_lexical_tiebreak	unique_gene
4983000at2759	F241526	KAG8204121.1	translation_verified_codon_alignment	1	ncbi_documented_default	ncbi_unmodified_cds	end_range;partial	0		True	0	longest_per_gene_lexical_tiebreak	unique_gene
4983000at2759	F423460	ORX99155.1	translation_verified_codon_alignment	1	ncbi_documented_default	ncbi_unmodified_cds	end_range;partial	0		True	0	longest_per_gene_lexical_tiebreak	unique_gene
4983000at2759	F1331295	EJD53587.1	excluded:initial_phase_requires_coordinate_review	1	ncbi_documented_default	ncbi_unmodified_cds	partial;start_range	2				longest_per_gene_lexical_tiebreak	unique_gene
4983000at2759	F48565	KAG2757311.1	excluded:initial_phase_requires_coordinate_review	1	ncbi_documented_default	ncbi_unmodified_cds	partial;start_range	1				longest_per_gene_lexical_tiebreak	unique_gene
4983000at2759	F264483	CDZ98815.1	translation_verified_codon_alignment	1	ncbi_documented_default	ncbi_unmodified_cds		0		True	0	retained_unresolved_gene	unmapped
4983000at2759	F5414	KAO0779592.1	translation_verified_codon_alignment	1	ncbi_documented_default	ncbi_unmodified_cds	partial;start_range	0		False	0	longest_per_gene_lexical_tiebreak	unique_gene
4983000at2759	F104355	XP_007861881.1	translation_verified_codon_alignment	1	ncbi_documented_default	ncbi_unmodified_cds	partial;start_range	0		False	0	longest_per_gene_lexical_tiebreak	unique_gene
4983000at2759	F3038894	KAK4703642.1	translation_verified_codon_alignment	1	ncbi_documented_default	ncbi_unmodified_cds	end_range;partial	0		False	0	longest_per_gene_lexical_tiebreak	unique_gene
4983000at2759	F40492	XP_007303066.1	excluded:initial_phase_requires_coordinate_review	1	ncbi_documented_default	ncbi_unmodified_cds	partial;start_range	2				longest_per_gene_lexical_tiebreak	unique_gene
4983000at2759	F1555241	RKO99470.1	translation_verified_codon_alignment	1	ncbi_documented_default	ncbi_unmodified_cds	end_range;partial;start_range	0		False	0	longest_per_gene_lexical_tiebreak	unique_gene
4983000at2759	F382532	KAI8892322.1	translation_verified_codon_alignment	1	ncbi_documented_default	ncbi_unmodified_cds	end_range;partial	0		True	0	longest_per_gene_lexical_tiebreak	unique_gene
4983000at2759	F144538	CAG8619716.1	excluded:initial_phase_requires_coordinate_review	1	ncbi_documented_default	ncbi_unmodified_cds	partial;start_range	1				longest_per_gene_lexical_tiebreak	unique_gene
4983000at2759	F61395	XP_040746852.1	translation_verified_codon_alignment	1	ncbi_documented_default	ncbi_unmodified_cds	end_range;partial	0		False	0	longest_per_gene_lexical_tiebreak	unique_gene
4983000at2759	F1712513	RKP22354.1	translation_verified_codon_alignment	1	ncbi_documented_default	ncbi_unmodified_cds	end_range;partial	0		False	0	longest_per_gene_lexical_tiebreak	unique_gene
4983000at2759	OFS1403592	CFRG4839T1	translation_verified_codon_alignment	1	external_table_1_verified_extraction	external_verified_cds_subset	external_extraction_policy_requires_downstream_review			True	0	longest_per_gene_lexical_tiebreak	unique_gene
4985971at2759	F177197	OIW32270.1	translation_verified_codon_alignment	1	ncbi_documented_default	ncbi_unmodified_cds	end_range;partial;start_range	0		False	0	longest_per_gene_lexical_tiebreak	unique_gene
4985971at2759	F5116	XP_040777885.1	translation_verified_codon_alignment	1	ncbi_documented_default	ncbi_unmodified_cds	end_range;partial;start_range	0		False	0	longest_per_gene_lexical_tiebreak	unique_gene
4985971at2759	F58853	XP_024751031.1	excluded:initial_phase_requires_coordinate_review	1	ncbi_documented_default	ncbi_unmodified_cds	partial;start_range	2				longest_per_gene_lexical_tiebreak	unique_gene
4985971at2759	F574789	XP_033580498.1	translation_verified_codon_alignment	1	ncbi_documented_default	ncbi_unmodified_cds	partial;start_range	0		True	0	longest_per_gene_lexical_tiebreak	unique_gene
4985971at2759	F599730	KAH3682130.1	excluded:non_triplet_length	1	ncbi_documented_default	ncbi_unmodified_cds	end_range;partial	0				longest_per_gene_lexical_tiebreak	unique_gene
4985971at2759	F241526	KAG8202290.1	translation_verified_codon_alignment	1	ncbi_documented_default	ncbi_unmodified_cds	end_range;partial	0		True	0	longest_per_gene_lexical_tiebreak	unique_gene
4985971at2759	F29883	XP_001883294.1	translation_verified_codon_alignment	1	ncbi_documented_default	ncbi_unmodified_cds	end_range;partial	0		False	0	longest_per_gene_lexical_tiebreak	unique_gene
4985971at2759	F116603	XP_041161419.1	translation_verified_codon_alignment	1	ncbi_documented_default	ncbi_unmodified_cds	partial;start_range	0		True	0	longest_per_gene_lexical_tiebreak	unique_gene
4985971at2759	F264483	CED83924.1	translation_verified_codon_alignment	1	ncbi_documented_default	ncbi_unmodified_cds		0		True	0	retained_unresolved_gene	unmapped
4985971at2759	F29889	KZT57993.1	translation_verified_codon_alignment	1	ncbi_documented_default	ncbi_unmodified_cds	partial;start_range	0		False	0	longest_per_gene_lexical_tiebreak	unique_gene
4985971at2759	F3038894	KAK4704875.1	translation_verified_codon_alignment	1	ncbi_documented_default	ncbi_unmodified_cds	partial;start_range	0		False	0	longest_per_gene_lexical_tiebreak	unique_gene
4985971at2759	F203908	XP_007406613.1	translation_verified_codon_alignment	1	ncbi_documented_default	ncbi_unmodified_cds	end_range;partial;start_range	0		False	0	longest_per_gene_lexical_tiebreak	unique_gene
4985971at2759	F64571	XP_021877233.1	translation_verified_codon_alignment	1	ncbi_documented_default	ncbi_unmodified_cds	end_range;partial	0		False	0	longest_per_gene_lexical_tiebreak	unique_gene
4985971at2759	F2109901	NODE_155_length_16773_cov_0.488785.p7	translation_verified_codon_alignment	1	external_table_1_verified_extraction	external_verified_cds_subset	external_extraction_policy_requires_downstream_review			True	0	retained_unresolved_gene	provisional_orf
4985971at2759	F2020955	NODE_19_length_47148_cov_1.447810.p19	translation_verified_codon_alignment	1	external_table_1_verified_extraction	external_verified_cds_subset	external_extraction_policy_requires_downstream_review			True	0	retained_unresolved_gene	provisional_orf
4985971at2759	OFS1403592	CFRG2966T1	translation_verified_codon_alignment	1	external_table_1_verified_extraction	external_verified_cds_subset	external_extraction_policy_requires_downstream_review			True	0	longest_per_gene_lexical_tiebreak	unique_gene
4986044at2759	F4918	ODV97584.1	excluded:non_triplet_length	26	explicit_cds	ncbi_unmodified_cds	end_range;partial	0				longest_per_gene_lexical_tiebreak	unique_gene
4986044at2759	F1176130	KAF1987306.1	translation_verified_codon_alignment	1	ncbi_documented_default	ncbi_unmodified_cds	partial;start_range	0		False	0	longest_per_gene_lexical_tiebreak	unique_gene
4986044at2759	F1506992	KAH8895829.1	translation_verified_codon_alignment	1	ncbi_documented_default	ncbi_unmodified_cds	end_range;partial;start_range	0		False	0	longest_per_gene_lexical_tiebreak	unique_gene
4986044at2759	F1507873	KAK5139523.1	excluded:non_triplet_length	1	ncbi_documented_default	ncbi_unmodified_cds	end_range;partial	0				longest_per_gene_lexical_tiebreak	unique_gene
4986044at2759	F147570	KAF2153164.1	translation_verified_codon_alignment	1	ncbi_documented_default	ncbi_unmodified_cds	end_range;partial;start_range	0		False	0	longest_per_gene_lexical_tiebreak	unique_gene
4986044at2759	F1006475	KAL9099160.1	translation_verified_codon_alignment	1	ncbi_documented_default	ncbi_unmodified_cds	end_range;partial;start_range	0		False	0	longest_per_gene_lexical_tiebreak	unique_gene
4986044at2759	F241526	KAG8204418.1	translation_verified_codon_alignment	1	ncbi_documented_default	ncbi_unmodified_cds	end_range;partial	0		True	0	longest_per_gene_lexical_tiebreak	unique_gene
4986044at2759	F1145299	KAL8740984.1	excluded:non_triplet_length	1	ncbi_documented_default	ncbi_unmodified_cds	end_range;partial	0				longest_per_gene_lexical_tiebreak	unique_gene
4986044at2759	F2939404	KAI9841514.1	excluded:non_triplet_length	1	ncbi_documented_default	ncbi_unmodified_cds	partial;start_range	0				longest_per_gene_lexical_tiebreak	unique_gene
4986044at2759	F29883	XP_001885839.1	translation_verified_codon_alignment	1	ncbi_documented_default	ncbi_unmodified_cds	end_range;partial;start_range	0		False	0	longest_per_gene_lexical_tiebreak	unique_gene
4986044at2759	F264483	CDZ96516.1	translation_verified_codon_alignment	1	ncbi_documented_default	ncbi_unmodified_cds		0		True	0	retained_unresolved_gene	unmapped
4986044at2759	F3038894	KAK4704857.1	translation_verified_codon_alignment	1	ncbi_documented_default	ncbi_unmodified_cds	partial;start_range	0		False	0	longest_per_gene_lexical_tiebreak	unique_gene
4986044at2759	F48021	KAI0056018.1	translation_verified_codon_alignment	1	ncbi_documented_default	ncbi_unmodified_cds	partial;start_range	0		True	0	longest_per_gene_lexical_tiebreak	unique_gene
4986044at2759	F984962	XP_009552822.1	translation_verified_codon_alignment	1	ncbi_documented_default	ncbi_unmodified_cds	end_range;partial	0		True	0	longest_per_gene_lexical_tiebreak	unique_gene
4986044at2759	F1314805	KAI0036367.1	translation_verified_codon_alignment	1	ncbi_documented_default	ncbi_unmodified_cds	partial;start_range	0		True	0	longest_per_gene_lexical_tiebreak	unique_gene
4986044at2759	F29898	XP_018271232.1	translation_verified_codon_alignment	1	ncbi_documented_default	ncbi_unmodified_cds	end_range;partial	0		False	0	longest_per_gene_lexical_tiebreak	unique_gene
4986044at2759	F1604274	KAJ1558766.1	translation_verified_codon_alignment	1	ncbi_documented_default	ncbi_unmodified_cds	end_range;partial;start_range	0		False	0	longest_per_gene_lexical_tiebreak	unique_gene
4986044at2759	F348617	KAI0243919.1	translation_verified_codon_alignment	1	ncbi_documented_default	ncbi_unmodified_cds	end_range;partial	0		True	0	longest_per_gene_lexical_tiebreak	unique_gene
4986044at2759	F76012	KAI9291530.1	translation_verified_codon_alignment	1	ncbi_documented_default	ncbi_unmodified_cds	partial;start_range	0		False	0	longest_per_gene_lexical_tiebreak	unique_gene
4986044at2759	F304332	KAI8872424.1	translation_verified_codon_alignment	1	ncbi_documented_default	ncbi_unmodified_cds	end_range;partial;start_range	0		False	0	longest_per_gene_lexical_tiebreak	unique_gene
4986044at2759	F101098	XP_051416528.1	translation_verified_codon_alignment	1	ncbi_documented_default	ncbi_unmodified_cds	partial;start_range	0		False	0	longest_per_gene_lexical_tiebreak	unique_gene
4986044at2759	F4837	XP_018298210.1	translation_verified_codon_alignment	1	ncbi_documented_default	ncbi_unmodified_cds	partial;start_range	0		False	0	longest_per_gene_lexical_tiebreak	unique_gene
4986044at2759	F1907219	RKP15496.1	translation_verified_codon_alignment	1	ncbi_documented_default	ncbi_unmodified_cds	partial;start_range	0		False	0	longest_per_gene_lexical_tiebreak	unique_gene
4986044at2759	F2109901	NODE_16_length_41655_cov_0.272813.p6	translation_verified_codon_alignment	1	external_table_1_verified_extraction	external_verified_cds_subset	external_extraction_policy_requires_downstream_review			True	0	retained_unresolved_gene	provisional_orf
4986044at2759	F2020955	NODE_19_length_47148_cov_1.447810.p10	translation_verified_codon_alignment	1	external_table_1_verified_extraction	external_verified_cds_subset	external_extraction_policy_requires_downstream_review			True	0	retained_unresolved_gene	provisional_orf
4986044at2759	O5786	XP_003286350.1	translation_verified_codon_alignment	1	ncbi_documented_default	ncbi_unmodified_cds	end_range;partial;start_range	0		False	0	longest_per_gene_lexical_tiebreak	unique_gene
4986044at2759	O225164	XP_009062561.1	excluded:initial_phase_requires_coordinate_review	1	ncbi_documented_default	ncbi_unmodified_cds	end_range;partial	2				longest_per_gene_lexical_tiebreak	unique_gene
4986044at2759	OFS1403592	CFRG0546T1	translation_verified_codon_alignment	1	external_table_1_verified_extraction	external_verified_cds_subset	external_extraction_policy_requires_downstream_review			True	0	longest_per_gene_lexical_tiebreak	unique_gene
4987397at2759	F1542792	KAL9083382.1	excluded:non_triplet_length	1	ncbi_documented_default	ncbi_unmodified_cds	end_range;partial	0				longest_per_gene_lexical_tiebreak	unique_gene
4987397at2759	F460854	KAI9760922.1	translation_verified_codon_alignment	1	ncbi_documented_default	ncbi_unmodified_cds	partial;start_range	0		False	0	longest_per_gene_lexical_tiebreak	unique_gene
4987397at2759	F474922	XP_045262515.1	translation_verified_codon_alignment	1	ncbi_documented_default	ncbi_unmodified_cds	partial;start_range	0		True	0	longest_per_gene_lexical_tiebreak	unique_gene
4987397at2759	F148304	KLU84665.1	excluded:non_triplet_length	1	ncbi_documented_default	ncbi_unmodified_cds	partial;start_range	0				longest_per_gene_lexical_tiebreak	unique_gene
4987397at2759	F52883	MCJ1343671.1	translation_verified_codon_alignment	1	ncbi_documented_default	ncbi_unmodified_cds	end_range;partial	0		False	0	longest_per_gene_lexical_tiebreak	unique_gene
4987397at2759	F1006475	KAL9116820.1	excluded:non_triplet_length	1	ncbi_documented_default	ncbi_unmodified_cds	partial;start_range	0				longest_per_gene_lexical_tiebreak	unique_gene
4987397at2759	F156515	KIO30097.1	excluded:initial_phase_requires_coordinate_review	1	ncbi_documented_default	ncbi_unmodified_cds	end_range;partial	2				longest_per_gene_lexical_tiebreak	unique_gene
4987397at2759	F264483	CED82314.1	translation_verified_codon_alignment	1	ncbi_documented_default	ncbi_unmodified_cds		0		True	0	retained_unresolved_gene	unmapped
4987397at2759	F3038894	KAK4702874.1	translation_verified_codon_alignment	1	ncbi_documented_default	ncbi_unmodified_cds	end_range;partial	0		False	0	longest_per_gene_lexical_tiebreak	unique_gene
4987397at2759	F1081669	ORD95804.1	translation_verified_codon_alignment	1	ncbi_documented_default	ncbi_unmodified_cds	partial;start_range	0		False	4	longest_per_gene_lexical_tiebreak	unique_gene
4987397at2759	F2725673	KAJ3335118.1	excluded:initial_phase_requires_coordinate_review	1	ncbi_documented_default	ncbi_unmodified_cds	end_range;partial	1				longest_per_gene_lexical_tiebreak	unique_gene
4987397at2759	F4837	XP_018299401.1	excluded:initial_phase_requires_coordinate_review	1	ncbi_documented_default	ncbi_unmodified_cds	partial;start_range	1				longest_per_gene_lexical_tiebreak	unique_gene
4987397at2759	F1246581	PJF16702.1	translation_verified_codon_alignment	1	ncbi_documented_default	ncbi_unmodified_cds	partial;start_range	0		False	0	longest_per_gene_lexical_tiebreak	unique_gene
4987397at2759	F2109901	NODE_710_length_4942_cov_0.260995.p1	translation_verified_codon_alignment	1	external_table_1_verified_extraction	external_verified_cds_subset	external_extraction_policy_requires_downstream_review			True	0	retained_unresolved_gene	provisional_orf
4987397at2759	OFS1403592	CFRG2737T1	translation_verified_codon_alignment	1	external_table_1_verified_extraction	external_verified_cds_subset	external_extraction_policy_requires_downstream_review			True	0	longest_per_gene_lexical_tiebreak	unique_gene
4988239at2759	F1507873	KAK5140916.1	excluded:non_triplet_length	1	ncbi_documented_default	ncbi_unmodified_cds	end_range;partial	0				longest_per_gene_lexical_tiebreak	unique_gene
4988239at2759	F2939403	KAI9836538.1	excluded:non_triplet_length	1	ncbi_documented_default	ncbi_unmodified_cds	end_range;partial	0				longest_per_gene_lexical_tiebreak	unique_gene
4988239at2759	F1095194	XP_038746173.1	excluded:translation_mismatch	1	ncbi_documented_default	ncbi_unmodified_cds		0				longest_per_gene_lexical_tiebreak	unique_gene
4988239at2759	F326681	XP_051312581.1	excluded:non_triplet_length	1	ncbi_documented_default	ncbi_unmodified_cds	partial;start_range	0				longest_per_gene_lexical_tiebreak	unique_gene
4988239at2759	F1904413	XP_041203797.1	excluded:initial_phase_requires_coordinate_review	1	ncbi_documented_default	ncbi_unmodified_cds	end_range;partial	2				longest_per_gene_lexical_tiebreak	unique_gene
4988239at2759	F264483	CED84392.1	translation_verified_codon_alignment	1	ncbi_documented_default	ncbi_unmodified_cds		0		True	0	retained_unresolved_gene	unmapped
4988239at2759	F45228	KAO0761992.1	translation_verified_codon_alignment	1	ncbi_documented_default	ncbi_unmodified_cds	partial;start_range	0		True	0	longest_per_gene_lexical_tiebreak	unique_gene
4988239at2759	F3038894	KAK4701868.1	translation_verified_codon_alignment	1	ncbi_documented_default	ncbi_unmodified_cds	end_range;partial	0		False	0	longest_per_gene_lexical_tiebreak	unique_gene
