taxon_id	input_sha256	complete_percent	single_copy_percent	duplicated_percent	fragmented_percent	missing_percent	markers	summary_sha256	summary_path
F226899	f3ff24162a79e235c0684c59061df28f80c8efeb3ad45960f1d1a6f61b72f864	97.6	97.6	0.0	0.0	2.4	125	480412c702cc7b045ff20fb63b97c643cf958ec63ade63471b71a4239bc7a691	results/busco/F226899/short_summary.specific.eukaryota_odb12.2.F226899.json
F2268995	cd290b1c14ce83023bfc8da3387ec51b1a3c3c2b77426ead0624bb9592d23d9f	100.0	100.0	0.0	0.0	0.0	125	59606fd3d1fc0ff50fd26a5ad90ceb675c61c222cc2b916ada1d69dfec179aeb	results/busco/F2268995/short_summary.specific.eukaryota_odb12.2.F2268995.json
F2283408	ced9ac8e74793d9a8a68fefbd2e5f9a63152942dafcac2ebc7f6fd899528c10f	100.0	99.2	0.8	0.0	0.0	125	43c0ce0c3137570dcc30217ab1754a3ca0d99ad90e204316dabe9bf0bb729d4f	results/busco/F2283408/short_summary.specific.eukaryota_odb12.2.F2283408.json
F230603	67722a8e4b2bce97d20b55fc825525e8d4fc420040fec18d3e152c3712c62f7a	97.6	96.8	0.8	0.0	2.4	125	4b126fc4fd13101114a13ead3e6bd3a7376f02e7f7aac4a642658361d56735a9	results/busco/F230603/short_summary.specific.eukaryota_odb12.2.F230603.json
F236234	17e8c91fc99cb0888e9ab21f3f8863fe30ac28de38ca438d00fcafc91d0b00d6	100.0	99.2	0.8	0.0	0.0	125	e58ced022262a74a66f311e12a6920972cd1f7e6e7b2258ae3c78822a2a733dc	results/busco/F236234/short_summary.specific.eukaryota_odb12.2.F236234.json
F241526	e9b8730e60d900f261fd2570756b9c08c6eac604cc312c8802fd9748e0b26fa0	57.6	55.2	2.4	0.8	41.6	125	52515f9a97707de963822126ead58ebf8270d33f26e79a2e52598ac8c99bd9f6	results/busco/F241526/short_summary.specific.eukaryota_odb12.2.F241526.json
F2486360	b63113dd84d6d6a9162beeba9b13bd39bbd23770a2d54488c296a030649b6a5f	100.0	100.0	0.0	0.0	0.0	125	ccfe87fad6eaddc29c8f6cd91d51e82375aa6a71d6ea33082c2efb7a54245d29	results/busco/F2486360/short_summary.specific.eukaryota_odb12.2.F2486360.json
F253628	e1f4baf35bb2441f1fcbb5dd9e2717bab916a2649e1dd812bf015cb447343ba8	99.2	88.8	10.4	0.0	0.8	125	0c9651b6115daea4da939052f01dc131f3ff838d6d2ca4d0135bb5de9ab093f0	results/busco/F253628/short_summary.specific.eukaryota_odb12.2.F253628.json
F2545709	cd74b550f241239ae7a9b799f58e12a49d84df2e0dab2768f49fa7382937c94a	99.2	97.6	1.6	0.0	0.8	125	8e67cbe72d119421407ba1088f0927f3d153f50d87d1d550b0a6c1b642740cf1	results/busco/F2545709/short_summary.specific.eukaryota_odb12.2.F2545709.json
F2601811	dd9992ecb64f564cd3d6b799c1c465e6e8a7a1610177808a80bb3eb59a2f32c1	96.8	96.8	0.0	0.0	3.2	125	6fb4745115ef08bc597cc8e9d99d19124e3482e30d7665a8585995d37fe1ec70	results/busco/F2601811/short_summary.specific.eukaryota_odb12.2.F2601811.json
F2606893	037b63058b04771d18f17614a5b486bd85a5bbec85c4886de1aa7bc0c118dba8	99.2	99.2	0.0	0.8	0.0	125	c426426e06544cee95d85b7c514e1a768d6f13dd442e9319cf36214ab7121aad	results/busco/F2606893/short_summary.specific.eukaryota_odb12.2.F2606893.json
F2609844	c2883d65c964df91c340cdd8d69db6734070370c99c0d2d176ddc7b928fa9843	99.2	99.2	0.0	0.8	0.0	125	aa970a98433e54e3871e390f893ba17a17bd5e04d00b5c12e416c8fb3b99e8d7	results/busco/F2609844/short_summary.specific.eukaryota_odb12.2.F2609844.json
F263815	e4f5a1e162eaa6c75dc24b82fe767be29c9d0c168cbca503af6c4b625525af28	98.4	98.4	0.0	0.8	0.8	125	e47547c420193af07430d7b13cd20776880fd316d01fa8b1ec9385b2db9e6aa5	results/busco/F263815/short_summary.specific.eukaryota_odb12.2.F263815.json
F265104	7585e0ba21000fbe0414b42e1eb455fd39b2eea3acb6fc38b3b2b323adb1f195	96.8	96.0	0.8	0.8	2.4	125	53c1e57feb15cd643702ee1479fdfddac94b8869bbedde31c59b8cfcdcff9975	results/busco/F265104/short_summary.specific.eukaryota_odb12.2.F265104.json
F2656787	933422627d133f744f2979c66414b1101121398a809bb2b4949d0e9f2b6730b6	100.0	100.0	0.0	0.0	0.0	125	883d7bacbe4bbb1cc91e14447fb59f729fefbd9e9a05412e5ba6d23fab88bd74	results/busco/F2656787/short_summary.specific.eukaryota_odb12.2.F2656787.json
F2704026	2111887140cc513de3d3dc5c0459ac28fea474d43f1379522a19d9bb5d0f7b29	97.6	97.6	0.0	0.8	1.6	125	93675183de001ac21bdb68bd3a8eb4106a7adc2eb0c5126eb32f8cf031db9daf	results/busco/F2704026/short_summary.specific.eukaryota_odb12.2.F2704026.json
F27291	def62b0af6402893dd821a0fe7fa9a237961e7a4d50b2e5b8b887f85fb65dc09	98.4	97.6	0.8	0.0	1.6	125	e66c79034572edaf6042cb17ce4cffad1b1900e4aed8d9dbe7435817ab1d2bbf	results/busco/F27291/short_summary.specific.eukaryota_odb12.2.F27291.json
F27292	2ff415f4d48a750c9eb52d556e2ec8a91733a8b73294816a1dfd6d5d25704814	98.4	11.2	87.2	0.0	1.6	125	b0d7c517fe5af5db54db7388cd429810997a21f20fb6a810029dc9dfe345600a	results/busco/F27292/short_summary.specific.eukaryota_odb12.2.F27292.json
F2732470	5c587738bf0a9d5e63652fdf033e465de3d3833806a1f107cdbb6a689a97d276	94.4	93.6	0.8	0.8	4.8	125	fda64a85f75faf4b2f668b48e45a8fbe20ab0da79c0a5fa8c307a27c9fd122f6	results/busco/F2732470/short_summary.specific.eukaryota_odb12.2.F2732470.json
F273283	345ad90fca4008c302b8e03b75d66069b762b86f165cb9d2087258817297555a	100.0	100.0	0.0	0.0	0.0	125	3fe96dfb60fdc2250e4f9dadc2e80ebd0ae8abc05f4458eea1be1393895eb4ff	results/busco/F273283/short_summary.specific.eukaryota_odb12.2.F273283.json
F2754530	3535328bb413a9edd63e271cec74fdbb6b3e3b0b3298a2ef520682b899b9202c	99.2	97.6	1.6	0.8	0.0	125	3a2718498939db6199999c89bfd427e43e7c7b497636f5ba23b328297ce330fa	results/busco/F2754530/short_summary.specific.eukaryota_odb12.2.F2754530.json
F2781224	cdcbcc2575d15e00877093251ddd9779f88dfdbf44cbcbe29608bd4b7bbcd6c4	99.2	96.0	3.2	0.8	0.0	125	9e0776c6ed1d64d78019f57aad7a2a7ce8763d7d11173c123c5b88781721cebc	results/busco/F2781224/short_summary.specific.eukaryota_odb12.2.F2781224.json
F2796175	5c1b8563b264dc411cfbbad40c506e377bee99fb3af013d89c6dbfdbc459d7c8	90.4	90.4	0.0	0.8	8.8	125	d47d299cff67d57793fe5e0d460049dd4ee9cf5b1a3a70714a29ea7aff4898b7	results/busco/F2796175/short_summary.specific.eukaryota_odb12.2.F2796175.json
F2813651	a0ee052aa8d38526e5751697fc8759fe25c605d0b0635383cd5af9ee522700b7	100.0	100.0	0.0	0.0	0.0	125	328221784bb5a30132433111546c8848087012efa51753674e1780fe48647fc1	results/busco/F2813651/short_summary.specific.eukaryota_odb12.2.F2813651.json
F2871812	4ad31c21673b0903b0b3124828c84a414eed75cb85b429df31031d091c64ffd8	96.8	96.0	0.8	0.8	2.4	125	145664b34e9bf3c9348daeacf1a85e14859efe1d6b982d40562458f7905150b4	results/busco/F2871812/short_summary.specific.eukaryota_odb12.2.F2871812.json
F2918522	fb97556a926e061497aae80293846c80d3ca2926f7cdbb23d259111ab57f30a4	99.2	99.2	0.0	0.0	0.8	125	8adbcb95c5f6c88bc8165581a8b7ba8b107e9f1d1674698524bea6bb8de5e4a0	results/busco/F2918522/short_summary.specific.eukaryota_odb12.2.F2918522.json
F293227	e54925e4230e2a1af06650a11071b103d51c12665c036a67b6bd65dceb2ac31b	100.0	99.2	0.8	0.0	0.0	125	a977a5772bd0ccc44a17db6ec89d2c8cf16921fa1ae054a3814cb969e8a47e15	results/busco/F293227/short_summary.specific.eukaryota_odb12.2.F293227.json
F2939399	a4d8b6d07b5942fdb00fd9e7918e1d84f7ac003e81d17dbdfb36ba67f01b236f	96.0	96.0	0.0	0.0	4.0	125	8cfd037039ad72b012d6c61e8626b5b8aa296259b155ca60325405ac253feae1	results/busco/F2939399/short_summary.specific.eukaryota_odb12.2.F2939399.json
F2939400	30b62ce3dc0bcbc0df9987579ee69346ef5b9f015dae60b24297eae0de272954	97.6	97.6	0.0	0.0	2.4	125	7a98efbd7870d80c94f1fdaa2c5145039c77a9253bdbcc7615ef67b45f8047ef	results/busco/F2939400/short_summary.specific.eukaryota_odb12.2.F2939400.json
F2939403	481937a5f56d8b209c85057bb461ea621d9cf4706d6b3a1881ee34eeb488462c	96.8	96.8	0.0	1.6	1.6	125	28b075be3bd9e2e8d76564a2d85fcfea9aad7c487bc8ee0be552955ae6b9c4c8	results/busco/F2939403/short_summary.specific.eukaryota_odb12.2.F2939403.json
F2939404	322890ef8cff0b32e88785a57ae738542953cb0233abafe6b0fd2dd565e4ccf4	96.8	96.8	0.0	1.6	1.6	125	68cb7960cfbb4e37ba70133d51da4bf80159ba94b1d841c56bf0da57dc9130e8	results/busco/F2939404/short_summary.specific.eukaryota_odb12.2.F2939404.json
F2939405	d7279dfddadc6a17a97d859db18910054b5136d47b67bd649c6fb907c149e72f	97.6	97.6	0.0	0.0	2.4	125	8ef3450d177a95bc03e4e60ecdece4da808c6f28482a01776811eb48035c4b32	results/busco/F2939405/short_summary.specific.eukaryota_odb12.2.F2939405.json
F2939406	59afa9a36934a2393c053f9f4929734c13b5fe4253f32516430c67f2f4459fe4	98.4	98.4	0.0	0.0	1.6	125	42ed1fe8834de4ce976b57bd48e1c7669891509eb29a42fda86639ba9346d0af	results/busco/F2939406/short_summary.specific.eukaryota_odb12.2.F2939406.json
F2939408	38a8e54f2266ce08db6dd12fd926ab40a77a2bdfcde05aeda6ce8afc9d7c3683	98.4	98.4	0.0	1.6	0.0	125	a5eeb7f3cd77be944556de9bcaebbb0cb01c368e99354b2b066868a8fc91092a	results/busco/F2939408/short_summary.specific.eukaryota_odb12.2.F2939408.json
F2977754	263210d3e9cdbbb42e456869e4a42df561c404b19f283052ac794b7290b127af	91.2	91.2	0.0	0.8	8.0	125	33bc6c1d62c78707fd6b7d7582f2d20e862b0f7830539d9815cbc91412d08c9d	results/busco/F2977754/short_summary.specific.eukaryota_odb12.2.F2977754.json
F29833	f7a722366e7e82ef51aaec98e33b1d0927343cc01c6a1c14d5e9b581fcb94947	81.6	80.8	0.8	0.8	17.6	125	c9c9901cb479828890773bbeaa141e9f0e368dc927b19738ee310a11e2b5b4a7	results/busco/F29833/short_summary.specific.eukaryota_odb12.2.F29833.json
F29908	d3dfd2a5d6a1506e6a536c575fcfb45d249ad8628d27c59e164339994c9212a0	97.6	97.6	0.0	0.0	2.4	125	4b0f566325c6b0d97f851ebfc926c3a8912baa874bf3954e5f1ce2147d4f7be4	results/busco/F29908/short_summary.specific.eukaryota_odb12.2.F29908.json
F3058885	26693f9432dcba40761841d6fdad1d57828702fb8b5ec0a9ab3dcb095012474f	77.6	77.6	0.0	4.0	18.4	125	98740221c7c7cf115edf89a1745afd482d1a43fa6566f915a3b696a1bd0f95f2	results/busco/F3058885/short_summary.specific.eukaryota_odb12.2.F3058885.json
F3060298	f897d47ecf3be13fcdd3fc0d794d7c1d06dce7d7a6043e1c8e3aa0127dc3e532	87.2	87.2	0.0	0.0	12.8	125	df7cdab0d86709d55b7bc881331b9705b1d16b453e440c81fbe3380748d119d5	results/busco/F3060298/short_summary.specific.eukaryota_odb12.2.F3060298.json
F315204	0b8f021c9928465d8d6bea782b3a338e54a74ec3bc7b172bf0b61dc2bb866700	98.4	97.6	0.8	0.0	1.6	125	eba3ba8f2458ecf4d3aacccc53011e02c0073d00e82d14b23de23657aa3f0f9f	results/busco/F315204/short_summary.specific.eukaryota_odb12.2.F315204.json
F318760	fce8cb19eaf9b954306c8c17f8a944ba1d61688fa74faeccde446742595543c1	99.2	99.2	0.0	0.8	0.0	125	b0fa1a3fef6ff9f1b6a6994e3f423d2916c297738435385df6f50791a2013a4d	results/busco/F318760/short_summary.specific.eukaryota_odb12.2.F318760.json
F318763	97be6a2f48ad92b9a32ad96b4658965ff6c95ba1608c669b7ba8479ead3e1153	95.2	82.4	12.8	1.6	3.2	125	5d16844c4a205b83ab67ac5ed70b800be14f81c9d9949e3b5c57816b194196ea	results/busco/F318763/short_summary.specific.eukaryota_odb12.2.F318763.json
F318774	cc9a68c81214e9611c126da4dca3b3c7f579b8207d8b57a3d07b582cee158700	97.6	96.8	0.8	0.8	1.6	125	3dd1dec1cb0ec4e7a644026a737b8db3650234a71f99c2fb5ef5e6a9716fa28f	results/busco/F318774/short_summary.specific.eukaryota_odb12.2.F318774.json
F326681	0991af22f3f3c5f544fc415353d8bebe3c99eff42e3918101beb838c78ded224	99.2	99.2	0.0	0.0	0.8	125	6e714f4c3eae4959a448aadb76e34fb9a3a61db52b0547a1d2a953b8bf740f43	results/busco/F326681/short_summary.specific.eukaryota_odb12.2.F326681.json
F326684	65669a4cd764c7f94b3af1ccf63385ec1fb3456a4deda8085ba096d857917ff3	99.2	99.2	0.0	0.0	0.8	125	605a5a156bb63ae7316cf8066f2dc27e77dc40d684d9428daf1cef0b51fb1e2c	results/busco/F326684/short_summary.specific.eukaryota_odb12.2.F326684.json
F332112	e0d80eec217e181515fa931248ae12ab760e6620f7f004550398cc280bd0120a	92.8	39.2	53.6	0.0	7.2	125	79f9075d19b701857dc428f0aee8040d7ad949c07ce696db4f4d50a7e0bdf856	results/busco/F332112/short_summary.specific.eukaryota_odb12.2.F332112.json
F3342545	09b146ffd7457a62fb7078e103ca5cf308b089887dc35c34ed04b7f12a765b3a	97.6	96.8	0.8	0.8	1.6	125	d04235830a3112e742f944a6f07fc5beeab6c0b88a30268ea322158a04cbd0bf	results/busco/F3342545/short_summary.specific.eukaryota_odb12.2.F3342545.json
F3384825	608dca9fd991809fdfbc94f8a145911fecdfedbc83e1f410841d7de0d1a227cd	100.0	100.0	0.0	0.0	0.0	125	8673842258d35e51943b53dc92d008d902703b4ae68fde625b335f0e994556a8	results/busco/F3384825/short_summary.specific.eukaryota_odb12.2.F3384825.json
F339359	3a9916839a93a1bac95f76e75672f088b771e2ded6db4561ac8f727e4204d789	97.6	97.6	0.0	0.0	2.4	125	bfafc7822b8109a745d635c946063b4044b0fc012f055c412fa4c91253d13f03	results/busco/F339359/short_summary.specific.eukaryota_odb12.2.F339359.json
F342668	327fd43e7e7f8baa394cceedd49e8c561a9776ec7872dfa1889894c1bcc6dd91	100.0	100.0	0.0	0.0	0.0	125	49ac1d8cf3e131031067506fcf2e2ec515bd9c844af22e6280da009353f08221	results/busco/F342668/short_summary.specific.eukaryota_odb12.2.F342668.json
F34406	e44c84612a82daabf21e770985a333618ee52c386cb864698f4bc4e47a1314d3	99.2	98.4	0.8	0.8	0.0	125	6f3e5a93eb5c33105d40f0092f07de0328cd22feec0c845ebdbb094c1690bcfd	results/busco/F34406/short_summary.specific.eukaryota_odb12.2.F34406.json
F34480	49793f4adf7ec875f6d4f21aae328fca7f1393423bbefa58fe0604ad1b681e96	99.2	72.0	27.2	0.0	0.8	125	de943515c46cb6b42c8ecfae10fb658cd5c6fb53ba10f129dcf97eec4e0bb99a	results/busco/F34480/short_summary.specific.eukaryota_odb12.2.F34480.json
F36035	b4a96078de7997c0bf870e8aa762b6880b44971a1a290276b8fdbbc70a88054b	96.0	96.0	0.0	0.0	4.0	125	9ca4977c2fc247423fc5e197458a85377a9cacd4bc8eb22af711ad4dacc49a5e	results/busco/F36035/short_summary.specific.eukaryota_odb12.2.F36035.json
F36050	5c6d27cacb14b1da9bdf0b36e15b1345bc2dd31f435b3b11a8fbe71611306782	99.2	99.2	0.0	0.0	0.8	125	28abd5dfc223de85597ec786a5d9ef980f095020f002ea505a7d9a2fbfe36e98	results/busco/F36050/short_summary.specific.eukaryota_odb12.2.F36050.json
F364730	f19d31cf97490479a823f587bc24b52d9d4d3ad923b73466c6164513ef0c5290	89.6	89.6	0.0	0.0	10.4	125	efc4423811c69e1df74b6adb07acc332f84d72992c5a0b3e3309934845d6246c	results/busco/F364730/short_summary.specific.eukaryota_odb12.2.F364730.json
F364733	6a16138111eb4f715f89b025a1c77fd1c1e124393f101e47c1a32def28f9cc45	93.6	92.8	0.8	1.6	4.8	125	90b50d177fd927de60046817ae8bc84d8b7bb71dcb8440f4e02a68aec52e563a	results/busco/F364733/short_summary.specific.eukaryota_odb12.2.F364733.json
F36779	d050e9402bf41aec36afd9f9e03e2216e93c61a654224172e67e630badb1be7c	100.0	97.6	2.4	0.0	0.0	125	26a425dfe921e5581cd44775b028ec2d401773170e632c726cf14793465a6d2f	results/busco/F36779/short_summary.specific.eukaryota_odb12.2.F36779.json
F383834	1453237f876fbdda78f3ba555348193e70893398d1d86a62e8c9abae73d14fbe	98.4	98.4	0.0	0.8	0.8	125	9788cae61aafdee949fb90b9b810db9139f57cc8dafc91bb92e4edf7a96bae57	results/busco/F383834/short_summary.specific.eukaryota_odb12.2.F383834.json
F390894	1b086da344eb38ba678aa432afae50cf4ca6482eb6e36a38ba691be125fcaeb1	99.2	99.2	0.0	0.0	0.8	125	5b3e9aa174ae3e153328634b2421199f48f6eb0e240d142a3210e91ffb2bbf35	results/busco/F390894/short_summary.specific.eukaryota_odb12.2.F390894.json
F393283	fbeac83af153862107092914a8b953375b950696f5f2729ec2b3f34ee9e2e506	96.8	96.0	0.8	0.0	3.2	125	ac2d36a22d84e91c439616c518f0efa319137f3625a93c105aa103eb76bd2e13	results/busco/F393283/short_summary.specific.eukaryota_odb12.2.F393283.json
F39416	426bf7c062bfeb07e9f4d20ef28fbde2974c9bde5b01e46cc4adf147bb3ab1af	94.4	94.4	0.0	0.8	4.8	125	456021bc19dcb84cb1a61e1fe03c947a6a1945628a66c9a5b5c085e60462769a	results/busco/F39416/short_summary.specific.eukaryota_odb12.2.F39416.json
F398673	f0505caf993b20533559c10416e36795a6a5ed8f8930b94aaab2ccf71ec4a3b7	95.2	93.6	1.6	0.0	4.8	125	4c560f7da1569ac681840d5662a9dbad589fc02548686ac475354fc75b732769	results/busco/F398673/short_summary.specific.eukaryota_odb12.2.F398673.json
F400354	7177ee1f52213c22e73545cb24644fdc32b1605c3e70df36d2c3c60938b3f844	95.2	95.2	0.0	0.0	4.8	125	7aa21f9b12f892a7f4c0dab4625b1eb5cd17906c0318f64ba5d30fc93357a772	results/busco/F400354/short_summary.specific.eukaryota_odb12.2.F400354.json
F40559	703d71ff750ba0e729f026ea5c88332b4cb0593c5e2f6c2c327e49ed4d94cc4c	100.0	93.6	6.4	0.0	0.0	125	84ec8c4a9ce24ab81ef454ffe73d08922c5b113915554ffbef7ef56d7a2617a7	results/busco/F40559/short_summary.specific.eukaryota_odb12.2.F40559.json
F41759	f155609ea6d8af466fcd9ef7e07aa2f4b6f44eb0884a6675dc17d1a4c029ecaf	100.0	100.0	0.0	0.0	0.0	125	5a20ac741e4cacd5b8a83f06e8dffae44f2b6bc8e370c4cfcba9989098b72446	results/busco/F41759/short_summary.specific.eukaryota_odb12.2.F41759.json
F41990	bc2fdbeb0f1050e8a5f7492848ca9b6b641b579e1a31894d37a7bab91b153cc1	100.0	98.4	1.6	0.0	0.0	125	f547ea272ba38874628e2f345730ebf92e8ff0f9e7464b01f399bc66f9f40f0c	results/busco/F41990/short_summary.specific.eukaryota_odb12.2.F41990.json
F42068	c04ea20e5a9161f442d9dad73f9d6a16b64c73a5c1d5b4d906f9f703a184e9fd	98.4	97.6	0.8	0.0	1.6	125	df4470b77ff1315146ae551222a69151bef0360c73fde74a6f85c027c31879b6	results/busco/F42068/short_summary.specific.eukaryota_odb12.2.F42068.json
F423460	41250198f6e2a24d9908c4b86816f063a916baf151c96710082a80b886364152	100.0	85.6	14.4	0.0	0.0	125	30eb0811633f00782b206e5bc85cbb66f163ecea936cdeeb8a8475a2fc566971	results/busco/F423460/short_summary.specific.eukaryota_odb12.2.F423460.json
F42374	e5c1b73bc7f9483f23da7083d6345d0bdc47b5b6441ae6213c90379cb5b05139	97.6	94.4	3.2	0.0	2.4	125	d5d009fcf99013a8f3b08d49be6d9d8b3bc6410830294fad2ccade4e8a631903	results/busco/F42374/short_summary.specific.eukaryota_odb12.2.F42374.json
F43433	d113a3fb241d06501455a41b011015a052250a423878db5c8dbbfbfccd87ccf5	99.2	96.8	2.4	0.8	0.0	125	e103471c85169b0c90e3bcc54914f8905b0b52a3a63b77ce359708788fb9a8cf	results/busco/F43433/short_summary.specific.eukaryota_odb12.2.F43433.json
F43959	09f9e7db9a509593e5a4a66b8c11b3c386e91300127c991f146a6f4a40f74d11	98.4	97.6	0.8	0.0	1.6	125	9ee1fe82890ba7a84bfddacb3b5c21a7b5e195d68ea30c72474f20f2d26360c5	results/busco/F43959/short_summary.specific.eukaryota_odb12.2.F43959.json
F44089	270459d8aa840399134e61051ed56d55e92f5538db4bdfc9e4495af9e84146bd	100.0	99.2	0.8	0.0	0.0	125	ee8c378fc631067eb5303bf901d0bde16710a9d0c3b1f8a660efb97737506f5b	results/busco/F44089/short_summary.specific.eukaryota_odb12.2.F44089.json
F443868	b427e7c4423407c118f32880580c6ec7c9e9867de23b0f61839ad7d5770e1b6a	100.0	99.2	0.8	0.0	0.0	125	e5e1dc842996823dc685e351380f66c3309b27c64ff0b02697cd9511c1d1126c	results/busco/F443868/short_summary.specific.eukaryota_odb12.2.F443868.json
F460848	76efc73f4b40a163f0ce30352d14be7989e38e85508dd1cfbc67d9f6cf5a6da0	96.0	95.2	0.8	0.8	3.2	125	ec7b2f1f3e89448824c704bd5a1758a51932858395d643a105bdd00f24d24ee4	results/busco/F460848/short_summary.specific.eukaryota_odb12.2.F460848.json
F460854	fc5ff400cb9a4618db841741ebc7e87fb94afd6aa5fbfdfb82a3947b2d7bffa2	96.0	96.0	0.0	0.0	4.0	125	c4a5789af350de2a365eb1cd5065e48b654b10bd39c217f0e81745ba78b5fdc8	results/busco/F460854/short_summary.specific.eukaryota_odb12.2.F460854.json
F462254	79ec56b91551ed94ee3a11a656d7ea8888bbfaca711c0f6a522cb630eef0916a	100.0	98.4	1.6	0.0	0.0	125	e34851e5fda59b11e84690ba1951d1778f6028e147f84e1710193817c04995b7	results/busco/F462254/short_summary.specific.eukaryota_odb12.2.F462254.json
F470096	3428e3d1716f4a204b77d3a5a582b7c11fb88ffd99b7c7c0e59a4ab546c76f48	100.0	99.2	0.8	0.0	0.0	125	e0c2eec26dd32aced46e3b916a0d8e7a47c027838158c3c4b734122a7402aded	results/busco/F470096/short_summary.specific.eukaryota_odb12.2.F470096.json
F474922	c5d87d11c60eac2f892006cea93dbda1f3620c25bb9eef9cb4c442eef057d005	97.6	97.6	0.0	0.0	2.4	125	9bb6447177c7350146f3417ba89c7e26bc0bee9ee6c11a7b0cf8cf859d65d983	results/busco/F474922/short_summary.specific.eukaryota_odb12.2.F474922.json
F4754	6b3a65687733a8df3d4fa71674fb6a84818e8f3f8e1e1788507992161b2eedb6	97.6	97.6	0.0	0.8	1.6	125	5effb45c58beda0b28b8f855f464871feba7e578a77bb69de274cd4ab7bf941a	results/busco/F4754/short_summary.specific.eukaryota_odb12.2.F4754.json
F48095	d9b4639e283d8204467edcf3b7a7c1a8c97d65fddd832dd229f7ad431d876f1a	99.2	99.2	0.0	0.0	0.8	125	bb4e9c79c4ace5958596c118783e2ff6aa99e3af7ec13c5cce13b012cbb640b6	results/busco/F48095/short_summary.specific.eukaryota_odb12.2.F48095.json
F48691	f488319708580b9c9c71a499402a04217cec77104550b709b49c91bee054ac94	89.6	89.6	0.0	4.8	5.6	125	50deb0b594e2b8ac6168d8fbaeddf15fec34e1235f8f3d37c29e9ca9bd53d723	results/busco/F48691/short_summary.specific.eukaryota_odb12.2.F48691.json
F4896	7283b89b2ad50b8943666aef2f64a1b12cb96e3b5844bdde61fd12a5b1258a47	99.2	96.8	2.4	0.0	0.8	125	750b961d2d317f421be93dd738559c35a2dc737a4b48509685d260b0062ca09e	results/busco/F4896/short_summary.specific.eukaryota_odb12.2.F4896.json
F4897	a3621be8a42b478b5e3eb2a1737cd7f136e5fb181d08b3b6c80436fcf1e8d340	98.4	96.8	1.6	0.0	1.6	125	0bb5fa2caa24c0acc829817322d654ebde37ff93a4b92f224e4f9a5b1ca2fef1	results/busco/F4897/short_summary.specific.eukaryota_odb12.2.F4897.json
F4903	0cac4172b6e9adb8685341215b63f4e5926db6742d0424a8e0e299e01c528450	98.4	96.8	1.6	0.0	1.6	125	0fe29dcaf512a05d3ce97b8b96cd48f2b3e9105b963f62ab1f8595c780c45680	results/busco/F4903/short_summary.specific.eukaryota_odb12.2.F4903.json
F4909	d534a75a11fc9dab33230699b73883ba3b7528927f9b7c9fc42e5365e3036317	96.8	96.8	0.0	0.0	3.2	125	36c20e213ad59716805d89c45671eae023810793cd26b2a70b9a8b5b9bea8656	results/busco/F4909/short_summary.specific.eukaryota_odb12.2.F4909.json
F4918	b1805348fafa4565523dc55f0566345bf5609f81544730985044e1fd9b71a455	96.8	96.0	0.8	0.8	2.4	125	41da0f163263714f7dc7be9106a2da59c61f5465f2925c36bf4b49ba8d72f9ae	results/busco/F4918/short_summary.specific.eukaryota_odb12.2.F4918.json
F4927	ad78cd37b528f8fbbfd84e528bd22a231bfa47fd05fb1a6bccd9b0c3a2942ff3	96.0	92.8	3.2	0.8	3.2	125	71754a7f1e8db81d0934da0e21aa9d51d872a31ee135d5aae00114e22257065c	results/busco/F4927/short_summary.specific.eukaryota_odb12.2.F4927.json
F4932	9b2cb868dcf7451f3048220645e7c2b7fdb0c43f2f268831a3b0ccbdc0a4bad1	98.4	98.4	0.0	0.0	1.6	125	41fe43d665c3242534893a892b37a151b6ecec7a7a3f75b39086361411f7bba7	results/busco/F4932/short_summary.specific.eukaryota_odb12.2.F4932.json
F5011	353ceccb4e30dcd48907fb1a0bb5b7a982f18c24c6fb7586ccebe9c90914e1b5	89.6	89.6	0.0	0.0	10.4	125	8af331d21af79aacdaedb68c0f42ca1b00bd2ab671b0031200f326540dd41b16	results/busco/F5011/short_summary.specific.eukaryota_odb12.2.F5011.json
F5022	a449b0b743af0b6e0d7b5c208971f66bd20e44d7c23a54dc9cfe85af9eb9c6af	99.2	99.2	0.0	0.8	0.0	125	5d327852d9cc17ca31d4081e4ffc433a384af15d7f4bf35c89bff88d99daa615	results/busco/F5022/short_summary.specific.eukaryota_odb12.2.F5022.json
F50376	83b923535360acc97af4737171389bf6ec7bb56e9881598872f3df7d6a25ae4d	100.0	99.2	0.8	0.0	0.0	125	b25f9dfd3835227ea021703f4725ccd90c9d02e64718ea4c85ae9b01def7301f	results/busco/F50376/short_summary.specific.eukaryota_odb12.2.F50376.json
F5059	68f20c95ae714a71f8688a4ae884e1632e945225e6cec330766b10d6b19d3a68	100.0	100.0	0.0	0.0	0.0	125	bee9529729f02b19094c39fefffef906e8b1df27ba9de75a2ead65c4df45771e	results/busco/F5059/short_summary.specific.eukaryota_odb12.2.F5059.json
F5062	ea62c1da9227c8f183400567bf56d6a023845a7cfc0e4df8f3abc8728b433f11	95.2	94.4	0.8	0.8	4.0	125	e1a1545b787e463d03acd52b5530a8505b1b6a0a788694913d196747898a1d06	results/busco/F5062/short_summary.specific.eukaryota_odb12.2.F5062.json
