marker	taxon_id	protein_id	sequence_sha256	source_fasta_sha256	cds_source_kind	source_status	source_record_ids_json	cds_sequence_sha256	cds_length	gene_ids_json	gene_mapping_status	representative_decision
5001280at2759	F264483	CDZ97146.1	baeb609a1e4b6680f7dd96593ea94e1dd7c9ccaef9e6e14a04a2387ee854f957	e34d9c421e812fb121eb8f6953da07793c1a1bcbf07364f5a50fee0f343258fb	ncbi_unmodified_cds	unique_source_cds	"[""lcl|LN483167.1_cds_CDZ97146.1_3925""]"	6bc1dfb9d1cd28b1debf7a1608dc8653e8da3b50d38555e390372804530664a4	2472	[]	unmapped	retained_unresolved_gene
5001318at2759	F264483	CED82088.1	f3550d2bbbc49382f38e8be7c9c1106ff4790ddf5464993ae025d108ac8f9c6a	ea39df4be3c2c36b8e0467845470144f1caa4052ab87ce2949ec7568223800ec	ncbi_unmodified_cds	unique_source_cds	"[""lcl|LN483124.1_cds_CED82088.1_276""]"	07f6da06f720c065131d421640ad231da2a42ba3cc8c16196603aa3c3e7de2fe	1389	[]	unmapped	retained_unresolved_gene
5001413at2759	F264483	CED85431.1	d268539232d918a3b2abcbd1f31bff1567eea820b9a9140bf44bd86fdf12dd4f	84cfdf5d3491018d76a12ecd596a5b6554d13d5b944b46d9ff7d495f7f7161fa	ncbi_unmodified_cds	unique_source_cds	"[""lcl|LN483332.1_cds_CED85431.1_5610""]"	c087d25e59cbcd360eabb8c7fc7305fd8927e9cd369dfd2405e1f659d7e60bfb	810	[]	unmapped	retained_unresolved_gene
5001473at2759	F264483	CDZ96762.1	e4f1764e770d5c3fb61e65a3c42208062f4be135850ca76253e064c5c4bfbce8	ac08cefe8d713ad0479a8fa7d3649d914d0ee066f105d72b8108c328b4110b97	ncbi_unmodified_cds	unique_source_cds	"[""lcl|LN483167.1_cds_CDZ96762.1_3541""]"	958e18536fee28bdd90a43a67344dd8f1e7d95388ca86ee48b5a8ced6690b8eb	414	[]	unmapped	retained_unresolved_gene
5001660at2759	F264483	CED84960.1	eec55967929c464f2d365f5b2bfa64e242f1c5e365a427541bbf7cb918f72667	30e0b959ec7b8bb7550f64f852ee754e270e09646975ad63c2be393bb34f1e9c	ncbi_unmodified_cds	unique_source_cds	"[""lcl|LN483332.1_cds_CED84960.1_5139""]"	97882543a72e9eb1db99a98c85cc9dbac53a175487a96ca784f326f544bcfff4	2046	[]	unmapped	retained_unresolved_gene
5001734at2759	F264483	CDZ96265.1	b74ec9b9c7b7d1d9c62d83965e2d365ec137baaff78922ef5c80156b1e0fa7d4	fd379121c59a011e6913dd8ececd2503084f060aaf8647e98d1db6c8f0ed2331	ncbi_unmodified_cds	unique_source_cds	"[""lcl|LN483116.1_cds_CDZ96265.1_122""]"	656bef8c6cf440ce8a19e798451fac0a64d1dfef31048e29afc6f84f87b2fff8	1011	[]	unmapped	retained_unresolved_gene
5001941at2759	F264483	CDZ96240.1	8c12cb364b87929f15cf8abbad4c5c284d1bd56aa1828634aafe6a0a6f2878d4	420aece317ea43d90aea763730ec63cd9dbfdc197da981298704a8d848b3b0fc	ncbi_unmodified_cds	unique_source_cds	"[""lcl|LN483116.1_cds_CDZ96240.1_97""]"	a13d88e3a1e4701bafd2b5e82e9faa7eb7a7440eb05b99b48c56f08e45e06cef	2877	[]	unmapped	retained_unresolved_gene
5002334at2759	F264483	CED83467.1	4fc6fe810fdb5c39e1f6ca34ad4a7f30ccfd4919f389e15523f56767777b296d	0fa69139c2d6caf74e106b5a192d2a57e196c605ac29f98c63871a0056f0f589	ncbi_unmodified_cds	unique_source_cds	"[""lcl|LN483142.1_cds_CED83467.1_1657""]"	a586846305483c9085ba6084ae56bd169c3f44fc26e81fd579922109f49c03cf	1860	[]	unmapped	retained_unresolved_gene
5002573at2759	F264483	CDZ96995.1	f63bc72e19015713cdf475035993d3848961c115a4da28355bbb27b0d263bd4c	47b9128d62fc6a50095aac149ef36fd07314bc5882823606e35dcdbf1bdca976	ncbi_unmodified_cds	unique_source_cds	"[""lcl|LN483167.1_cds_CDZ96995.1_3774""]"	a7a36b575ff80327c20192d4ac3fd55de01d99a0fdfe5e1de781af60acc3d954	2730	[]	unmapped	retained_unresolved_gene
5003022at2759	F264483	CED83833.1	42779a2528ee0a0f80c263bfc97d0783323971827e8bb9583e5eb37ba43d60eb	93f1dbecf9e03a4f789b83f691f3ebffa8eca945024859eeeae07e98d4c11ee2	ncbi_unmodified_cds	unique_source_cds	"[""lcl|LN483157.1_cds_CED83833.1_2311""]"	466b6d6ce8d4c67740e4fd2d64e3bc32bcefd37e62f4462a4d631328fa991685	2904	[]	unmapped	retained_unresolved_gene
5003192at2759	F264483	CDZ98250.1	3f627e8e89e37139440da2601e64f2399e1cad18682f2caefab9bff9018df4c6	a5951fe1824da3d394eaa7aebb3e0507045bff1777054ca0e36c8ad7a9be269d	ncbi_unmodified_cds	unique_source_cds	"[""lcl|LN483326.1_cds_CDZ98250.1_5029""]"	c8c036eb15d08140636a521b623b75a3e44125500a8d892260c6c42f57faf4c2	1983	[]	unmapped	retained_unresolved_gene
5003205at2759	F264483	CDZ97565.1	c4afdbc75691bcb6f9ed40f1884ce32d9c71e1cb80682786e7c864915d8e433f	f64b9aa2d075f0290141b292b336975366b6c1dd7a53e81ea9015d9c62f3472f	ncbi_unmodified_cds	unique_source_cds	"[""lcl|LN483212.1_cds_CDZ97565.1_4344""]"	535e6cb3c706666b06d05e049375d9009cda19a2e286b01a10236a51ff07f97c	4521	[]	unmapped	retained_unresolved_gene
5003856at2759	F264483	CED83027.1	5244a6721c4cdff3004b6169ac5f4a8dae6f7fa3d63320d9bc51b44dca39e3a0	73c3879fc7f0acef59c86c1c3f67a9c4f29922206f132d355997dbd717df6d96	ncbi_unmodified_cds	unique_source_cds	"[""lcl|LN483142.1_cds_CED83027.1_1217""]"	6f22194ef131134e94ed601942cfecb49db31f07f3922f7ad2031892c3f65b4e	978	[]	unmapped	retained_unresolved_gene
5003972at2759	F264483	CDZ98217.1	76eaf8846b6918c420a1bd4ed843015f469c73fcd559d7e16414063b4b6a3d99	13b1167670d87e2952450c36685871d848836faff3d161422637838fd10798c3	ncbi_unmodified_cds	unique_source_cds	"[""lcl|LN483326.1_cds_CDZ98217.1_4996""]"	d077f4c3dcc9cf9bc673d74a5c7255c1c69d024a7b47e9e7bb28d2993051842b	837	[]	unmapped	retained_unresolved_gene
5004118at2759	F264483	CED84318.1	7290b82b36738c8f19618bbdda1508fcaf0895f58ae14b73182c1b319cb8b755	9ceae53ba5f2578c56c7e5deca55c6bf6ac0999fa9576a26b04f0f399c5950d7	ncbi_unmodified_cds	unique_source_cds	"[""lcl|LN483157.1_cds_CED84318.1_2796""]"	3827952911d7e1c519c03fffdde28247aedacdee3f6235253bd904f682f979f9	1065	[]	unmapped	retained_unresolved_gene
5004265at2759	F264483	CED84145.1	b884cae780233ed78bbcb1a6273669c6247b1f74af69b859de111ae37912c76a	aa242f1042b5d779705a5219c9f8b42e97e1773daeb33eba1bedabb5232a935b	ncbi_unmodified_cds	unique_source_cds	"[""lcl|LN483157.1_cds_CED84145.1_2623""]"	2e7b7416f364d068297e4052fd10e41ca986ad89f099ede2eed2a9ea11b42e65	2478	[]	unmapped	retained_unresolved_gene
5004327at2759	F264483	CED83812.1	6528e8b564909d10548216fcf27adf11df5b2f2fc17f3d0c85d43e42790dea0a	02d21a765edf5bd917ac8b1707993e25da580e7ca4c3e8d3af83a3b99c6ba066	ncbi_unmodified_cds	unique_source_cds	"[""lcl|LN483157.1_cds_CED83812.1_2290""]"	aa1a5ff2e071f401a966f50b87b13b495c59fe80c1475a880817f01581006415	3015	[]	unmapped	retained_unresolved_gene
5004391at2759	F264483	CDZ98039.1	3b32a0cce793d1933ec54f6b8e125245f03c428a0a32f2bbc080d4a2ec74683d	5e60b709b6f4c3ca0da4c8152a770282074c24fcaf7c8b917fe65f2fb56dd2a0	ncbi_unmodified_cds	unique_source_cds	"[""lcl|LN483273.1_cds_CDZ98039.1_4818""]"	0dba70619c5876bacdcfcc648f4ca8ee6ff874808c4d017e5b13db17bca7491a	3483	[]	unmapped	retained_unresolved_gene
5004478at2759	F264483	CED84132.1	629030089e4354c3be16dfa10c9c266577e1e88526d8b63009fab391eba80bc8	1d11cff43baf462c4faa539ab90d41d45bf5312a2f3274fb10f66fdef53cc8fb	ncbi_unmodified_cds	unique_source_cds	"[""lcl|LN483157.1_cds_CED84132.1_2610""]"	16fe770fafaffd4a1aa55f0a657e9718fc77bdfbe8d073cd2ee8c0ac572ab8f7	1425	[]	unmapped	retained_unresolved_gene
5004599at2759	F264483	CED83268.1	8392a56229d2e58ba9066c067b7a35ebc3e1acb94c291e8ef18e848abbea802d	3a9083a0101889c7c73591496e33a16113105021ca138b9fdf1f9e427602d02a	ncbi_unmodified_cds	unique_source_cds	"[""lcl|LN483142.1_cds_CED83268.1_1458""]"	1fb1920d8a6839a65daa98e7ec3e51e1011228769294f840ef9788306bc253a1	2361	[]	unmapped	retained_unresolved_gene
5005010at2759	F264483	CDZ98599.1	20fb20de60a0a3c1f9e6bb37248ed7eabb4ffe489a0020de8de3115d8beef5d0	27391e72d9b406ab9c210e9cfc4b8dd644b069a65ce3488107588e0a1bfb75fe	ncbi_unmodified_cds	unique_source_cds	"[""lcl|LN483345.1_cds_CDZ98599.1_6090""]"	3a9bff32550c40c3d91f9fb75f31ca3c77a07fe7955e1689ec58b5f927ef2758	363	[]	unmapped	retained_unresolved_gene
5005174at2759	F264483	CDZ96235.1	6b201f1dc285559d7e0092d0266f1b811315f34d07464b7fc731f47672fbd0bb	a0389a5e7292001eaff72aa13719661daeae7b8a66c690b58aec8b700092b49b	ncbi_unmodified_cds	unique_source_cds	"[""lcl|LN483116.1_cds_CDZ96235.1_92""]"	1e81b14897fdc16c391a645ca95ee9ed9239964795e5c6e4cb07db2515e06711	1029	[]	unmapped	retained_unresolved_gene
5005196at2759	F264483	CDZ97903.1	629efc0f8eb3631357080180cbaa1507034179104cec1210a9436424d4145518	49c619c82b60f2a8899092ece21cdb51305c48574101115700c887e6f4bf49aa	ncbi_unmodified_cds	unique_source_cds	"[""lcl|LN483249.1_cds_CDZ97903.1_4682""]"	ec06c33d16724d742275c1b78ec4fd6ae5e193a55a2fe6f6695b9e6818215b2a	1521	[]	unmapped	retained_unresolved_gene
5005215at2759	F264483	CED84517.1	566f1691c69c85a44cfb103d5b4c32d747f1cd4558c54311f77800ba0f3a1e75	4877924b93e4c9fc7e7d7dbd67668c4fe49a1952efca963f973518f070921c8c	ncbi_unmodified_cds	unique_source_cds	"[""lcl|LN483166.1_cds_CED84517.1_3041""]"	a204fc4706716b98e52799b75eff691109f47e25f36c5ec045ed536d3dc2d771	2034	[]	unmapped	retained_unresolved_gene
5005217at2759	F264483	CED83419.1	2e1fbc79a06cf9149d5cfa4f734826fce0711c2d10265dfea9ce994c278d89c8	4cb18e62a5b5ea98e7c389fc3d43df7e4418b295027c405e2a1ed307184fa81f	ncbi_unmodified_cds	unique_source_cds	"[""lcl|LN483142.1_cds_CED83419.1_1609""]"	4dbcdbc934e123e06c0e8d8bb49680f338f90cb5aaaa552bdfec28e2507967a0	1362	[]	unmapped	retained_unresolved_gene
5005274at2759	F264483	CED82803.1	577fed4ef39d0e23b86a0796e6d0a873f08f5268a6733b02df0fd0d2a8a30e75	ebecf1b73ab5b39131d632ab76f9c5245b91e384d563d69056e7928ac99fac2b	ncbi_unmodified_cds	unique_source_cds	"[""lcl|LN483142.1_cds_CED82803.1_993""]"	e413aed5ee0e841359cc7d7bbfc9d3c12a7183bcc8d17a84538c33ecaa4b73f0	1350	[]	unmapped	retained_unresolved_gene
5005697at2759	F264483	CED83373.1	f8e806ec746b03f0274ac74e57099b1478cb3742a3e62e7c9308fb5cbc753a38	b0816654088b5681cbcc2433d3e83dbf866d0946572a081889ab0a5126e48537	ncbi_unmodified_cds	unique_source_cds	"[""lcl|LN483142.1_cds_CED83373.1_1563""]"	123a4d152d914a013badfaafffc15765ee3a582c16d0c8c12093165344f2c25a	2223	[]	unmapped	retained_unresolved_gene
5005750at2759	F264483	CDZ96217.1	555f2254c50d41d88c84a7502c126b6e14bf5d220e117dcd3e797407ae1ea8ff	b71d4283265813bc525439fb3d6d23f36ea212b795a51ee406f881545cd2722f	ncbi_unmodified_cds	unique_source_cds	"[""lcl|LN483116.1_cds_CDZ96217.1_74""]"	d143d977d2a5868fdad102080931295eb4694fa010fd3fb8b5ec921a8e1c4500	675	[]	unmapped	retained_unresolved_gene
5006326at2759	F264483	CDZ98765.1	1f6d24d2dd776bd7bd7b3c2296c39e41eb7b33338569d6739891db999f06c68b	f14237cc5053ecbe7bea4aed37f8999824f5eeb00ddac06404e0d04d34bc95cc	ncbi_unmodified_cds	unique_source_cds	"[""lcl|LN483345.1_cds_CDZ98765.1_6256""]"	a9cfb970593d251e5cb269f10f72df687953153d76522371a0a8312c215f72d3	1935	[]	unmapped	retained_unresolved_gene
5006412at2759	F264483	CDZ97200.1	4baebd8245a33d7c1db9e0f852f781c82a1792e929b2fd93bea984856b2c5722	1512de5655ee9d60914162670a6fd61a166624f852527c8f3ef2d53e5cdd3562	ncbi_unmodified_cds	unique_source_cds	"[""lcl|LN483167.1_cds_CDZ97200.1_3979""]"	a0323fde68a375d94a6a49d0f66d2cb4371674b37577204216884532f8f0a1e4	2217	[]	unmapped	retained_unresolved_gene
5011777at2759	F264483	CDZ98631.1	f65a670c64d4345fe72f40a3dd9483f90ffe0b92c5f4eace9df35e32210fee77	2ac0693e1ee24e7e5d844fa1cae9bcf3cbc9a98b4190937906e99704aaad25f4	ncbi_unmodified_cds	unique_source_cds	"[""lcl|LN483345.1_cds_CDZ98631.1_6122""]"	ce3687ac6f0772e7669e8e3d230e6beb7e6425396062d32ae90670b1b27c7a5c	3015	[]	unmapped	retained_unresolved_gene
5013042at2759	F264483	CDZ98403.1	d0999d05d52567c5a37f86fae0a156c2fec04c5ed734fa4f6a75d2654d12157c	b31dd624d2f188bffefa2b0e3cb3396569be787d6106101253d6815e635cfa8f	ncbi_unmodified_cds	unique_source_cds	"[""lcl|LN483345.1_cds_CDZ98403.1_5894""]"	fd72b5133e9656530a44aed89929924f94db8d0fb9320b94ce8fc86859260e02	1512	[]	unmapped	retained_unresolved_gene
5013067at2759	F264483	CED82811.1	3d4aa15a38a9bb8ebf4ce458e4432305574067688156bd98917bcec25f16d568	92b3e6cb6d3c3dd25e914558f0ea2204748076175dda36435c3f74d416b86d63	ncbi_unmodified_cds	unique_source_cds	"[""lcl|LN483142.1_cds_CED82811.1_1001""]"	8dca3def509c0d078850af0cf5524b912aaee1678a5f283157624433f9c479f4	1002	[]	unmapped	retained_unresolved_gene
5013259at2759	F264483	CDZ96834.1	11404032f6083a51cbe85e056f14709920bafad48df469b7dbf3b1810980aff3	98c441853197312b6837fbcc4a676632d2a8bbf256249bf6a7398af3fd7af2bb	ncbi_unmodified_cds	unique_source_cds	"[""lcl|LN483167.1_cds_CDZ96834.1_3613""]"	d20d25c56ee10c93cdaf457ab36777ffd2afd300dabe8226314087fe7c2c5c50	591	[]	unmapped	retained_unresolved_gene
5013539at2759	F264483	CDZ98192.1	041c0abda0b48bb2b28e4e62dce1057320c653c7471b818b403d8a8319c51eaf	b7e586f3530024098763744011c7485a1b63890bc2f9ed0d2cf9c70118c5a217	ncbi_unmodified_cds	unique_source_cds	"[""lcl|LN483326.1_cds_CDZ98192.1_4971""]"	b92e3e94a1c532e5a40e3d730736ef18c16d24cb4975ccb03a0f6ef98b7f2556	942	[]	unmapped	retained_unresolved_gene
5013726at2759	F264483	CED84123.1	1c8fad97e3afbaf2a9be2e32ee267d175e7ade1cdbae2fe11672949600939137	9cef9e0f8fbf524385a0acb669777ec87ef05c67d132e9ebd006752fece3d755	ncbi_unmodified_cds	unique_source_cds	"[""lcl|LN483157.1_cds_CED84123.1_2601""]"	e652ea88806a62f5ffe371b83cf8300ed9a6c05365d42ca0e0d20ec949d068fe	549	[]	unmapped	retained_unresolved_gene
5013738at2759	F264483	CED83920.1	5781cd678cca8a562d4426ec90f2eb605e7436b66bb53867c588a6ab0cb195e5	aa33ebd40408858392f518456d43d9ac2daf484c8744d0faba352bad577eb233	ncbi_unmodified_cds	unique_source_cds	"[""lcl|LN483157.1_cds_CED83920.1_2398""]"	85152ed5643bc2bafd6853f46323c1928b3c46d44a07b0eaed3e1180b539f2d1	771	[]	unmapped	retained_unresolved_gene
5013992at2759	F264483	CED82167.1	eff4475338a749a5fbaca5090ab945abb2a08edbc8f6546aa8b2eb91b88b8999	40fc6e2e29e1a0b56309caac22572d403147439fffc8e6e706df79c2a6695f77	ncbi_unmodified_cds	unique_source_cds	"[""lcl|LN483124.1_cds_CED82167.1_355""]"	131d034e7c1d6fee6e6e7078eec30d72c7947b00922f2f4f86c1b64ccef50607	3048	[]	unmapped	retained_unresolved_gene
5014007at2759	F264483	CDZ97607.1	604b48495422dc23bb7c9ef4571e2bb8cdd5e25258491f53664ce1a5bf5ada15	f65eac5025b84e264a78a23df36d6d25e0ab90ea1f6fe39c528e020ec22101f6	ncbi_unmodified_cds	unique_source_cds	"[""lcl|LN483249.1_cds_CDZ97607.1_4386""]"	96fd245fd0aa401afe1014ab3775d704927d8e14bbd48b4c067ba04830f778b1	5442	[]	unmapped	retained_unresolved_gene
5015403at2759	F264483	CED83805.1	112bedc5000026b5251dfd66076789c49865315bf3a35a55ede1659d10cfeacf	48c7d24b84d4fd20d97b81f206f29cb33773134608ba474f1effabd17d006b79	ncbi_unmodified_cds	unique_source_cds	"[""lcl|LN483157.1_cds_CED83805.1_2283""]"	419a565a0e3b41f552d7d074f97334fa84e2490e27349318fcaa9bc92546c297	1353	[]	unmapped	retained_unresolved_gene
5015647at2759	F264483	CED84079.1	5071188cf86c92b26d46210427700a85a39d73bf1eaf29ed05c9b6b71be447df	49c5d200b100b0b1b71c6ac702dabed5e5850d62caa8aa7bf298fc8217ef740b	ncbi_unmodified_cds	unique_source_cds	"[""lcl|LN483157.1_cds_CED84079.1_2557""]"	3545ca48be66947a721b4f91e95d061c56f77f378c101347b995292b5ef6a8be	2928	[]	unmapped	retained_unresolved_gene
5015712at2759	F264483	CED84665.1	b65a95f23e0200fe0748a283e1fd6be5584b5c78164b70c8a01dd9bdadabeaf0	f34afacf41449952b77e522a6ca102447e096890cbd668b67101230477fc1d0e	ncbi_unmodified_cds	unique_source_cds	"[""lcl|LN483166.1_cds_CED84665.1_3189""]"	7ac3a7bafba0a7648690e81823d1a3baa4a89c912b61c4fa8cb59a1bdbd6d56e	1566	[]	unmapped	retained_unresolved_gene
5015742at2759	F264483	CED83968.1	47f07e4d59149ddf06ba4a0b92f681b0a23a0d9e35eedbd099c8871c46186d8e	a20b92667133bc216ae72f3b0419b297222cbb04eb6974232b0fbb7095883f35	ncbi_unmodified_cds	unique_source_cds	"[""lcl|LN483157.1_cds_CED83968.1_2446""]"	555fcc42c79d1cd0420e25b7bc9cdbb1bcad5fc4c8a545cbc215ab4f088613a0	1644	[]	unmapped	retained_unresolved_gene
5015876at2759	F264483	CED85096.1	42ffc3c16666e1c51beb5c6aa740c62c3b617d921a69aab4739cee17be57bb3b	08fe144ddc4e18e1cd4acf076d014a46e198ecd7ea7aa7b287d235a6493a8f4b	ncbi_unmodified_cds	unique_source_cds	"[""lcl|LN483332.1_cds_CED85096.1_5275""]"	02bbf74eb5ffc3b09a8cdd299ad646ec64245d99bd6a1b82ed036aea26925e6d	1899	[]	unmapped	retained_unresolved_gene
5017019at2759	F264483	CDZ97008.1	d7a02727411272ba2b8e042b92203333a4a32d7028683b972faede9bade9e226	9556211b1e151bbe304eb8f14aefbc4319eb3f7153a3da242f665c1a59270a35	ncbi_unmodified_cds	unique_source_cds	"[""lcl|LN483167.1_cds_CDZ97008.1_3787""]"	30fa4901bf5f778a1ff820ac2ddf24adfc373fa4aabe9ccb459b4c6d9ad35de1	1587	[]	unmapped	retained_unresolved_gene
5018803at2759	F264483	CDZ98031.1	35e4df8fdb10902e5d45d33c36efae14057c615503438fff7bef9578b2274b31	050a8e8ca48ea22c9f553715dd485da3de64569e1117d3880b7fe76dbcb80bc1	ncbi_unmodified_cds	unique_source_cds	"[""lcl|LN483273.1_cds_CDZ98031.1_4810""]"	6c915075a186e27952b612eabf367640ead894c56b5e7bc623f7523c90104a16	3402	[]	unmapped	retained_unresolved_gene
529759at2759	F264483	CED85059.1	e9a2db479cf76d9c0839e4a2c49e9a9d3e4c3f93a15b3c5ab484c3acfc3f3d85	533e941d0cb5ff998da609e935b2c774f469cbf686e53b7e069acb1cecad7259	ncbi_unmodified_cds	unique_source_cds	"[""lcl|LN483332.1_cds_CED85059.1_5238""]"	fc7d2388a03ea8567a15b40cd4dfecd9b9f7d0ed58046c84b725ed3bca5d74ad	738	[]	unmapped	retained_unresolved_gene
530014at2759	F264483	CDZ98201.1	6bfc7fffe48ad882e0c46f2903158e723d4637d95fdbe7f9fb97a6f5ad7379cf	46befb1952ae166353c76e818462e14976142b9ad76ad5afd84c08e86ddaf78f	ncbi_unmodified_cds	unique_source_cds	"[""lcl|LN483326.1_cds_CDZ98201.1_4980""]"	451804fc41f20ffd9234c8b4bbfbb2c24eacd25f9a0b71b8a5b43c7ce4d405a1	2655	[]	unmapped	retained_unresolved_gene
530740at2759	F264483	CED84714.1	2a8d0209955bfe46dc1383d8379ecf05a9fd39ec1d0210c703ec05f55a007c99	78f639f258a2af7cf465b06dbe8bb2ce96a87321d2aa7f4695f0a361b66fa3fa	ncbi_unmodified_cds	unique_source_cds	"[""lcl|LN483166.1_cds_CED84714.1_3238""]"	14aea6dd28f75fe2aa0e7b2ba72a6ce8f3de4f2ecd8fe31579e32e38f25e3805	1173	[]	unmapped	retained_unresolved_gene
538728at2759	F264483	CED82612.1	69aa4a4ae8251412b7c90533d48bc3ceb4981bfc7565d19ad7cbf1213002f1fc	dadd55d55774756591f9f336c6d651d935d01571b030faf1d17b3f1cfc07107c	ncbi_unmodified_cds	unique_source_cds	"[""lcl|LN483124.1_cds_CED82612.1_800""]"	b08f1d82c8d1654240605a346876f698eeafcc949ae64bf90356d397eef75aa4	1800	[]	unmapped	retained_unresolved_gene
538952at2759	F264483	CED84185.1	6b5a2db43f119e5ceb99732ca82a0619dc3bfa6fed1e96daf83890ef8a283383	d1a7dfceb3155d138456ea6b7bd2f05db49c6a1791142935d961f8b750c0d296	ncbi_unmodified_cds	unique_source_cds	"[""lcl|LN483157.1_cds_CED84185.1_2663""]"	1ce084a11078bda6cc8babc5314815be69ae44d7faf3e73471cc113b96774417	2031	[]	unmapped	retained_unresolved_gene
539632at2759	F264483	CED83181.1	819c9a2841d0bc1b0530ae72e567f3a11696de82b8159afde3fe12f1d3e8d872	c436f44d7823555bd4a3e348fbcc935599a6cc0e1f0a96591aa19c6023143c49	ncbi_unmodified_cds	unique_source_cds	"[""lcl|LN483142.1_cds_CED83181.1_1371""]"	0a7074009a7ea23b367ea0125ce60859ca3ae086c540d73375b738cebd4c8530	900	[]	unmapped	retained_unresolved_gene
540946at2759	F264483	CED84873.1	0f49a07a6d85a3316e031c04a67b03b980084e24eac4fce8501515a0bab0747b	cf47a73dcabbd07c671f3916299f650bbf48c601c552ef508080944fb9fe4f28	ncbi_unmodified_cds	unique_source_cds	"[""lcl|LN483166.1_cds_CED84873.1_3397""]"	0f99ee5cf78b3b4735c823a8687080d47d3eacb2d48ef3569945b85e665b8988	1326	[]	unmapped	retained_unresolved_gene
541070at2759	F264483	CDZ97277.1	78c566c8648f3674d5afeff5f1d3fab928b1b1b0925619dddbd4d8cec5650599	8ee772b09739f0116d9559b8dfa36999d9c2bec6644b679fbb26933e781d9eb4	ncbi_unmodified_cds	unique_source_cds	"[""lcl|LN483167.1_cds_CDZ97277.1_4056""]"	1e03dccde8c18307fcc268ca4e8e63ad7c7290e53b32f19208dbb49159135627	846	[]	unmapped	retained_unresolved_gene
554735at2759	F264483	CED82321.1	2dfdf8f34d3a45e4f7c764773d43c626c1933fbcebe9608aaa80ea2203a304e9	2bdddf7d61091b4e1907746904fd2e2f362ede2b44924dd41128e8d1fbdc26a1	ncbi_unmodified_cds	unique_source_cds	"[""lcl|LN483124.1_cds_CED82321.1_509""]"	674d02fb7b10715f22b4314f163e4acd8e1c8f6db647aeff98e583665a3063f2	828	[]	unmapped	retained_unresolved_gene
649304at2759	F264483	CED82277.1	dcb31531167f22ba79c319b1b2a592f5e07c1291da7130be7d3f145f3eee1bbd	83292948f54b492f7b2a957c6b491c65a75ff6ea7d0e21bdd617f0cd3e78d45c	ncbi_unmodified_cds	unique_source_cds	"[""lcl|LN483124.1_cds_CED82277.1_465""]"	59a5283c7e2509cb2d0f756b7beb1c65839e9602124067209149cf6a71842055	1071	[]	unmapped	retained_unresolved_gene
707076at2759	F264483	CED83579.1	5274d21d6fd68f2908bc3044665ca4b602e33d1b093a960f4e7a44ed1809f42a	c17126fa6dc1b02a2e400839e94eefdad3693f271a68a51425b4899cdfb627e6	ncbi_unmodified_cds	unique_source_cds	"[""lcl|LN483157.1_cds_CED83579.1_2057""]"	97dd97845fd8e9046d5db48b777f25418ce85d7d73ec568fd4a3f1e922c036e7	888	[]	unmapped	retained_unresolved_gene
707202at2759	F264483	CED83501.1	69b92674c59c991196c94d8c76e449d19eb90631419a35333fd7da6071752334	010230278b3bd289f278414121ac8e399da847abb0467be347bedaa081008f71	ncbi_unmodified_cds	unique_source_cds	"[""lcl|LN483142.1_cds_CED83501.1_1691""]"	93447568e72946ab9cbe69d7be77aacb4458ff781158f3ce21ac53cdfca0a006	1173	[]	unmapped	retained_unresolved_gene
727964at2759	F264483	CDZ97414.1	a3f5d8415fee5568c6d25133e40a4a9a4ddd5293740521c3e7dab12a9f1b9777	da4905069e5db10c9ddef1faf188e04dfb73d28c46c2874d6eb4e558713f245b	ncbi_unmodified_cds	unique_source_cds	"[""lcl|LN483167.1_cds_CDZ97414.1_4193""]"	a1d968cb7fc4b617227622d6484f3eeb62daf3f31da1e2f03fa918e3490e56d6	1626	[]	unmapped	retained_unresolved_gene
730114at2759	F264483	CDZ97253.1	c27ae7067c215bd4113c0467c3437b58110d62031cb6a121d349fc297ca42b2a	5fb2f049c4e39e628b3db755be0a60fcfcc9e812eafb5a71ae07324f8e1bb8c3	ncbi_unmodified_cds	unique_source_cds	"[""lcl|LN483167.1_cds_CDZ97253.1_4032""]"	c01ce2740a11f6dfb6144144c20cf3c5d7f0c41aedf42fb0218d1f9f7dce4341	1758	[]	unmapped	retained_unresolved_gene
760428at2759	F264483	CED83709.1	4301df30bee7509f41e46f5d1d776bcdf152d7c3995d417e1654fcc9482234f6	fc68b12e2bda3f075990c5e32aba859894ccd9f2e785e370d3adf1de46ac3128	ncbi_unmodified_cds	unique_source_cds	"[""lcl|LN483157.1_cds_CED83709.1_2187""]"	afe541d4f46f8a706f47fbeec894d5bd731769ccf5ff1177fec84db937693148	1521	[]	unmapped	retained_unresolved_gene
776280at2759	F264483	CED83843.1	147f8f50987c376685d5f7de5879724e32661f48d53c05d59834a7924257d6d9	1a369a511524e0c04c5b3eef48e63a15f10e6b8c5070a4a9781a67e530e2addd	ncbi_unmodified_cds	unique_source_cds	"[""lcl|LN483157.1_cds_CED83843.1_2321""]"	e1bfd8d6a4f7ed890a63ea09e99ca09912aff98bd89e5c122720ad5cd8ea31ac	1785	[]	unmapped	retained_unresolved_gene
