marker	block_length	split_taxa	fit	point_estimate	planned_draws	valid_draws	interval_status	percentile_2_5	median	percentile_97_5	fraction_le_1e_minus5	sampling_sd	paired_sampling_covariance
4985971at2759	30	F1042133,F117187	aa	0.1169406561	200	200	conditional_percentile_sensitivity	0.0411145451525	0.10962700265	0.21037935609750003	0.0	0.04370241315879029	-1.383617327853243e-05
4985971at2759	30	F1042133,F117187	3di	0.025294193	200	200	conditional_percentile_sensitivity	2.7795525e-06	0.0225737118	0.054543085317500004	0.06	0.014305064186097902	-1.383617327853243e-05
4985971at2759	30	F1042133,F117187,F393283	aa	2.1675e-06	200	200	conditional_percentile_sensitivity	2.1675e-06	0.0022163522500000003	0.035009466392500015	0.475	0.010779541080345494	-1.3523646240673802e-05
4985971at2759	30	F1042133,F117187,F393283	3di	0.0068891712	200	200	conditional_percentile_sensitivity	2.1675e-06	0.0069974645	0.021504953435	0.18	0.006074669822240963	-1.3523646240673802e-05
4985971at2759	30	F117187	aa	1e-06	200	200	conditional_percentile_sensitivity	1e-06	1e-06	1e-06	1.0	2.1228962594723804e-22	4.506688528481823e-44
4985971at2759	30	F117187	3di	1e-06	200	200	conditional_percentile_sensitivity	1e-06	1e-06	1e-06	1.0	2.1228962594723804e-22	4.506688528481823e-44
4985971at2759	30	F148304	aa	0.0604931433	200	200	conditional_percentile_sensitivity	0.026112921682499998	0.0585333518	0.09158212377500002	0.0	0.01747122613259112	1.671566477698389e-05
4985971at2759	30	F148304	3di	0.0080367992	200	200	conditional_percentile_sensitivity	2.8461e-06	0.007840165	0.0169101679525	0.12	0.004797511704125133	1.671566477698389e-05
4985971at2759	30	F148304,F148305	aa	0.0312093336	200	200	conditional_percentile_sensitivity	2.9684175e-06	0.0311670779	0.0611454038175	0.03	0.015586888886586006	1.1301058887544456e-05
4985971at2759	30	F148304,F148305	3di	0.0181951999	200	200	conditional_percentile_sensitivity	0.0008936846525000005	0.016223208849999997	0.035254456334999996	0.025	0.008362738160834804	1.1301058887544456e-05
4985971at2759	30	F148304,F148305,F1825666	aa	0.0388794443	200	200	conditional_percentile_sensitivity	2.1509475e-06	0.03311871915	0.06888912807500003	0.065	0.019041659869495686	-1.2344618402860443e-05
4985971at2759	30	F148304,F148305,F1825666	3di	0.0174392312	200	200	conditional_percentile_sensitivity	2.1865e-06	0.01714053825	0.036134753580000005	0.035	0.00962720294968267	-1.2344618402860443e-05
4985971at2759	30	F148305	aa	0.0310182917	200	200	conditional_percentile_sensitivity	2.8931e-06	0.029014508199999997	0.06544848309000001	0.055	0.01609594910530726	-4.982708407840087e-06
4985971at2759	30	F148305	3di	0.0073078638	200	200	conditional_percentile_sensitivity	2.8931e-06	0.0074251029	0.019142558004999997	0.08	0.004924672049922983	-4.982708407840087e-06
4985971at2759	30	F1825666	aa	0.2037327562	200	200	conditional_percentile_sensitivity	0.1104281007325	0.1986508779	0.30978824816000006	0.0	0.05171199895511675	-6.570634830466904e-05
4985971at2759	30	F1825666	3di	0.0277324266	200	200	conditional_percentile_sensitivity	0.0091756583425	0.027657830850000002	0.0498934767075	0.0	0.010751784568316982	-6.570634830466904e-05
4985971at2759	30	F393283	aa	0.0942178455	200	200	conditional_percentile_sensitivity	0.04181005336	0.08952480225000001	0.15374315063500002	0.0	0.0298295357239606	0.00031686227218454905
4985971at2759	30	F393283	3di	0.0450510078	200	200	conditional_percentile_sensitivity	0.0069254771625000015	0.04328968055	0.09496095165250001	0.005	0.023114245126472047	0.00031686227218454905
4985971at2759	30	F4918	aa	0.6437418089	200	200	conditional_percentile_sensitivity	0.40340863179750003	0.64740809905	1.0317674325575	0.0	0.16226367425892538	0.0005275697913976199
4985971at2759	30	F4918	3di	0.0894754406	200	200	conditional_percentile_sensitivity	0.054968109155	0.0883213957	0.12041540111000001	0.0	0.016234300620650816	0.0005275697913976199
4988239at2759	1	F117187	aa	0.1232145788	200	200	conditional_percentile_sensitivity	0.0875706401425	0.12430106185	0.166493956905	0.0	0.02072555777424272	-5.822133616473292e-06
4988239at2759	1	F117187	3di	0.0242245713	200	200	conditional_percentile_sensitivity	0.012676025700000001	0.0231348171	0.038063927760000005	0.0	0.006886175542599888	-5.822133616473292e-06
4988239at2759	1	F117187,F177197	aa	0.0891750742	200	200	conditional_percentile_sensitivity	0.0475274962675	0.09122276705	0.13618476283500003	0.0	0.021924286643121252	9.7630456068612e-06
4988239at2759	1	F117187,F177197	3di	0.0181073021	200	200	conditional_percentile_sensitivity	0.0058425413225	0.0178541748	0.03459524931250001	0.005	0.007221349669277886	9.7630456068612e-06
4988239at2759	1	F177197	aa	0.0925848907	200	200	conditional_percentile_sensitivity	0.06618112042	0.091631562	0.12173473782500001	0.0	0.015084636787984216	-1.9652195803504393e-05
4988239at2759	1	F177197	3di	0.0370748234	200	200	conditional_percentile_sensitivity	0.02370491891	0.0376374633	0.0532241964	0.0	0.008102590834186804	-1.9652195803504393e-05
4988239at2759	1	F470096	aa	0.1416734831	200	200	conditional_percentile_sensitivity	0.1005950837075	0.13808486539999998	0.17839265571750001	0.0	0.020078505598564646	3.25422457063299e-05
4988239at2759	1	F470096	3di	0.0523081651	200	200	conditional_percentile_sensitivity	0.0308391367525	0.0525485364	0.07325704019	0.0	0.011201658195975397	3.25422457063299e-05
4988239at2759	1	F470096,F578093	aa	0.0616665281	200	200	conditional_percentile_sensitivity	0.028672677742500003	0.0614407452	0.1026591901475	0.0	0.01850688765910454	1.2038806926702668e-05
4988239at2759	1	F470096,F578093	3di	0.0131213493	200	200	conditional_percentile_sensitivity	0.003063349575	0.0125817828	0.024136588122500004	0.005	0.005468755982887273	1.2038806926702668e-05
4988239at2759	1	F4918	aa	0.3633860991	200	200	conditional_percentile_sensitivity	0.2970104562	0.36188416295000003	0.4415941578325	0.0	0.03884064686910806	3.36595399493531e-05
4988239at2759	1	F4918	3di	0.1003035646	200	200	conditional_percentile_sensitivity	0.072473301545	0.10010319625	0.13565855713250002	0.0	0.016493653541434318	3.36595399493531e-05
4988239at2759	1	F578093	aa	0.1088862236	200	200	conditional_percentile_sensitivity	0.0725710604375	0.10777577995	0.14719820229750002	0.0	0.019205908463512528	3.7532419553468767e-06
4988239at2759	1	F578093	3di	0.0182941695	200	200	conditional_percentile_sensitivity	0.0062654505450000005	0.018576728100000002	0.03389529015250001	0.0	0.006666605775596403	3.7532419553468767e-06
4988239at2759	10	F117187	aa	0.1232145788	200	200	conditional_percentile_sensitivity	0.0787850115525	0.1225734747	0.17408778019	0.0	0.02565859457566464	2.0854370702045514e-05
4988239at2759	10	F117187	3di	0.0242245713	200	200	conditional_percentile_sensitivity	0.013330499705	0.0233870094	0.037125393722500004	0.0	0.006177461208231179	2.0854370702045514e-05
4988239at2759	10	F117187,F177197	aa	0.0891750742	200	200	conditional_percentile_sensitivity	0.054222971435	0.09093190505	0.13338910345500002	0.0	0.0215243558822916	-1.3720813966554082e-05
4988239at2759	10	F117187,F177197	3di	0.0181073021	200	200	conditional_percentile_sensitivity	0.005289082727500001	0.0180555419	0.0344045645575	0.005	0.007220385250727585	-1.3720813966554082e-05
4988239at2759	10	F177197	aa	0.0925848907	200	200	conditional_percentile_sensitivity	0.0579872835475	0.09281461945	0.1386944090525	0.0	0.019523890861933634	5.9436345149681105e-05
4988239at2759	10	F177197	3di	0.0370748234	200	200	conditional_percentile_sensitivity	0.02093412435	0.03653635495	0.05606000210250001	0.0	0.009090265218733885	5.9436345149681105e-05
4988239at2759	10	F470096	aa	0.1416734831	200	200	conditional_percentile_sensitivity	0.0995786227725	0.14347800685	0.192262043025	0.0	0.025224760720327883	0.00011470924904446616
4988239at2759	10	F470096	3di	0.0523081651	200	200	conditional_percentile_sensitivity	0.031452220700000005	0.0517800843	0.07906925419500001	0.0	0.01231985768055716	0.00011470924904446616
4988239at2759	10	F470096,F578093	aa	0.0616665281	200	200	conditional_percentile_sensitivity	0.026475366857500002	0.060264148850000004	0.10471962363250002	0.0	0.021053246604070076	1.974643426091221e-05
4988239at2759	10	F470096,F578093	3di	0.0131213493	200	200	conditional_percentile_sensitivity	0.00115291905	0.011278994649999999	0.026271340885	0.015	0.006410252436423392	1.974643426091221e-05
4988239at2759	10	F4918	aa	0.3633860991	200	200	conditional_percentile_sensitivity	0.27701767817	0.36286366035	0.503945208705	0.0	0.05425400095161477	0.00026255698176267826
4988239at2759	10	F4918	3di	0.1003035646	200	200	conditional_percentile_sensitivity	0.0710457303975	0.0991261899	0.13317208997500002	0.0	0.01710605145236079	0.00026255698176267826
4988239at2759	10	F578093	aa	0.1088862236	200	200	conditional_percentile_sensitivity	0.0668062192625	0.10990526549999999	0.16055619723	0.0	0.022447196111670616	1.985314772106933e-05
4988239at2759	10	F578093	3di	0.0182941695	200	200	conditional_percentile_sensitivity	0.0056375565700000005	0.017566192449999997	0.031217628429999998	0.005	0.006572171340735387	1.985314772106933e-05
4988239at2759	30	F117187	aa	0.1232145788	200	200	conditional_percentile_sensitivity	0.07672878282000001	0.1208663108	0.1902245676975	0.0	0.030368711032442527	0.00011587228679600645
4988239at2759	30	F117187	3di	0.0242245713	200	200	conditional_percentile_sensitivity	0.01199662273	0.02333037315	0.039102653137500006	0.0	0.007121432060112507	0.00011587228679600645
4988239at2759	30	F117187,F177197	aa	0.0891750742	200	200	conditional_percentile_sensitivity	0.04313244891	0.0882647372	0.135030976755	0.0	0.021957220611765714	-5.741252053736238e-06
4988239at2759	30	F117187,F177197	3di	0.0181073021	200	200	conditional_percentile_sensitivity	0.006472179502500001	0.016586822199999997	0.030791626732500004	0.005	0.006470949702591674	-5.741252053736238e-06
4988239at2759	30	F177197	aa	0.0925848907	200	200	conditional_percentile_sensitivity	0.04666133999	0.0920383996	0.145868952345	0.0	0.026460223328702737	0.00012192278322655068
4988239at2759	30	F177197	3di	0.0370748234	200	200	conditional_percentile_sensitivity	0.0192750042025	0.037831472549999995	0.05745387275	0.0	0.009474016520137638	0.00012192278322655068
4988239at2759	30	F470096	aa	0.1416734831	200	200	conditional_percentile_sensitivity	0.09052499214500001	0.14306568205	0.20262358843500003	0.0	0.029022531226323613	0.00014785504497656947
4988239at2759	30	F470096	3di	0.0523081651	200	200	conditional_percentile_sensitivity	0.028866698045	0.050620722150000005	0.08202334684750001	0.0	0.0140469467520873	0.00014785504497656947
4988239at2759	30	F470096,F578093	aa	0.0616665281	200	200	conditional_percentile_sensitivity	0.014896929765	0.06009868845	0.10845607850500001	0.0	0.023334486238060694	5.1923054702658626e-05
4988239at2759	30	F470096,F578093	3di	0.0131213493	200	200	conditional_percentile_sensitivity	0.0005863351775000002	0.012698653649999999	0.030257376452500005	0.02	0.008133183750701515	5.1923054702658626e-05
4988239at2759	30	F4918	aa	0.3633860991	200	200	conditional_percentile_sensitivity	0.2763502963625	0.36335001229999997	0.48610645166750005	0.0	0.05544004905691077	0.000284494706819733
4988239at2759	30	F4918	3di	0.1003035646	200	200	conditional_percentile_sensitivity	0.07219412245000001	0.09761386159999999	0.13713841055	0.0	0.017432328055382702	0.000284494706819733
4988239at2759	30	F578093	aa	0.1088862236	200	200	conditional_percentile_sensitivity	0.062942420835	0.1079425973	0.1703740876025	0.0	0.02750434173338402	6.230847722752951e-06
4988239at2759	30	F578093	3di	0.0182941695	200	200	conditional_percentile_sensitivity	0.006776759875	0.01820099305	0.030767503175000002	0.0	0.005701122822894422	6.230847722752951e-06
5000152at2759	1	F13502	aa	0.6321771046	200	200	conditional_percentile_sensitivity	0.5283701178075001	0.6305177248	0.7321505870925	0.0	0.051463672002103195	0.0001510715222173449
5000152at2759	1	F13502	3di	0.1964831011	200	200	conditional_percentile_sensitivity	0.157596904295	0.19813299665	0.24122063566250002	0.0	0.02078449205491857	0.0001510715222173449
5000152at2759	1	F13502,F4918	aa	0.6712045019	200	200	conditional_percentile_sensitivity	0.5684985216225	0.6592150754	0.785434216475	0.0	0.05811469709200907	0.000146111744519735
5000152at2759	1	F13502,F4918	3di	0.1549489717	200	200	conditional_percentile_sensitivity	0.1221532827025	0.15326222979999998	0.189993509845	0.0	0.018512476726856013	0.000146111744519735
5000152at2759	1	F147570	aa	0.2387008214	200	200	conditional_percentile_sensitivity	0.19267626614	0.2378071427	0.2989783400875	0.0	0.025522573690064606	-1.6909768152600515e-05
5000152at2759	1	F147570	3di	0.0844940895	200	200	conditional_percentile_sensitivity	0.06404921968749999	0.08524636059999999	0.10711765864750002	0.0	0.010845853520734673	-1.6909768152600515e-05
5000152at2759	1	F147570,F5580	aa	0.4411079224	200	200	conditional_percentile_sensitivity	0.3589474747325	0.44312292225	0.519887676125	0.0	0.04274022882808969	1.466271869301679e-06
5000152at2759	1	F147570,F5580	3di	0.0910823767	200	200	conditional_percentile_sensitivity	0.0652300857825	0.09057182335	0.11573133671750001	0.0	0.012583791616422505	1.466271869301679e-06
5000152at2759	1	F182096	aa	0.1809077323	200	200	conditional_percentile_sensitivity	0.14224133345	0.1848285407	0.2219036005925	0.0	0.020893361240827083	-7.002927882394806e-08
5000152at2759	1	F182096	3di	0.0608463752	200	200	conditional_percentile_sensitivity	0.045096934275	0.059596175749999994	0.078251754155	0.0	0.008752209027046046	-7.002927882394806e-08
5000152at2759	1	F182096,F470096	aa	0.0830730858	200	200	conditional_percentile_sensitivity	0.037693783555	0.0841858993	0.13244796966000005	0.0	0.025241598234207612	7.868068152947881e-06
5000152at2759	1	F182096,F470096	3di	0.0680780387	200	200	conditional_percentile_sensitivity	0.04696572235	0.0669091545	0.09231912613000001	0.0	0.011709655861215192	7.868068152947881e-06
5000152at2759	1	F470096	aa	0.3073599615	200	200	conditional_percentile_sensitivity	0.2504963106725	0.30581497825	0.36087307819250003	0.0	0.028100429502027374	-7.642445105712517e-07
5000152at2759	1	F470096	3di	0.0889135327	200	200	conditional_percentile_sensitivity	0.0679461525825	0.08690954484999999	0.111300058285	0.0	0.011370173369334102	-7.642445105712517e-07
5000152at2759	1	F4918	aa	0.3396396553	200	200	conditional_percentile_sensitivity	0.27002542950999997	0.34398674575	0.41342372799250005	0.0	0.03927938526347447	1.2966271661681858e-05
5000152at2759	1	F4918	3di	0.0998494951	200	200	conditional_percentile_sensitivity	0.0729538128975	0.09850503795	0.12657946050500002	0.0	0.014005273980332734	1.2966271661681858e-05
5000152at2759	1	F5580	aa	0.2768608789	200	200	conditional_percentile_sensitivity	0.2315270359	0.2769352625	0.322383551185	0.0	0.026479082066909746	4.52098113549223e-05
5000152at2759	1	F5580	3di	0.13159242	200	200	conditional_percentile_sensitivity	0.1056830502275	0.13052144235000002	0.159699983375	0.0	0.01400283362424078	4.52098113549223e-05
5000152at2759	10	F13502	aa	0.6321771046	200	200	conditional_percentile_sensitivity	0.512200891185	0.63118300595	0.7520304852825002	0.0	0.06255090970344797	0.000528937289535689
5000152at2759	10	F13502	3di	0.1964831011	200	200	conditional_percentile_sensitivity	0.15552009736	0.19669171915	0.2478466583325	0.0	0.024062861891383642	0.000528937289535689
5000152at2759	10	F13502,F4918	aa	0.6712045019	200	200	conditional_percentile_sensitivity	0.545812898555	0.66052281025	0.81014630589	0.0	0.06881245836040406	0.0002397815496344798
5000152at2759	10	F13502,F4918	3di	0.1549489717	200	200	conditional_percentile_sensitivity	0.1163398436425	0.15405366585	0.19678946697000002	0.0	0.021513237960467824	0.0002397815496344798
5000152at2759	10	F147570	aa	0.2387008214	200	200	conditional_percentile_sensitivity	0.1926666390925	0.2361931836	0.29056120644500005	0.0	0.025564521381773765	0.00010585213987739236
5000152at2759	10	F147570	3di	0.0844940895	200	200	conditional_percentile_sensitivity	0.059216008777499995	0.0836980662	0.11468743321	0.0	0.014711236280963933	0.00010585213987739236
5000152at2759	10	F147570,F5580	aa	0.4411079224	200	200	conditional_percentile_sensitivity	0.3470020531825	0.4465565326	0.5582477465375	0.0	0.05029193010638338	0.0001318610873761447
5000152at2759	10	F147570,F5580	3di	0.0910823767	200	200	conditional_percentile_sensitivity	0.0651292450225	0.09179232935000001	0.1196221523275	0.0	0.013590188788131181	0.0001318610873761447
5000152at2759	10	F182096	aa	0.1809077323	200	200	conditional_percentile_sensitivity	0.13173453443000002	0.1781647725	0.2319226790875	0.0	0.026347478610588813	1.998300099321373e-05
5000152at2759	10	F182096	3di	0.0608463752	200	200	conditional_percentile_sensitivity	0.045288030632500004	0.059150284250000004	0.0802393748775	0.0	0.009941414642592065	1.998300099321373e-05
5000152at2759	10	F182096,F470096	aa	0.0830730858	200	200	conditional_percentile_sensitivity	0.03806575837250001	0.08333008725	0.12337833290750001	0.0	0.023125853273584993	1.2765515163002224e-05
5000152at2759	10	F182096,F470096	3di	0.0680780387	200	200	conditional_percentile_sensitivity	0.043661469405	0.06799959265	0.10273513362	0.0	0.015273522936444546	1.2765515163002224e-05
5000152at2759	10	F470096	aa	0.3073599615	200	200	conditional_percentile_sensitivity	0.2515756034	0.3045330273	0.371912673675	0.0	0.03381267753409426	0.0001128725107974307
5000152at2759	10	F470096	3di	0.0889135327	200	200	conditional_percentile_sensitivity	0.06308233548749999	0.0879748237	0.11526682303750001	0.0	0.013216661078565629	0.0001128725107974307
5000152at2759	10	F4918	aa	0.3396396553	200	200	conditional_percentile_sensitivity	0.26979136543	0.34097398840000004	0.4411085215325	0.0	0.04133785871978033	6.58396007579571e-05
5000152at2759	10	F4918	3di	0.0998494951	200	200	conditional_percentile_sensitivity	0.07524197170750001	0.101801269	0.13643435905000004	0.0	0.016931522427700397	6.58396007579571e-05
5000152at2759	10	F5580	aa	0.2768608789	200	200	conditional_percentile_sensitivity	0.2174310912825	0.2773291111	0.3389538444075	0.0	0.030971191139519443	0.00023042541096995344
5000152at2759	10	F5580	3di	0.13159242	200	200	conditional_percentile_sensitivity	0.101900303595	0.13258325264999998	0.16454085674750002	0.0	0.017304553528443165	0.00023042541096995344
5000152at2759	30	F13502	aa	0.6321771046	200	200	conditional_percentile_sensitivity	0.5276968647925	0.6304902846	0.7555002704850001	0.0	0.061291984650297705	0.0004141946707734218
5000152at2759	30	F13502	3di	0.1964831011	200	200	conditional_percentile_sensitivity	0.152476800505	0.19527290870000003	0.24508301445500003	0.0	0.023560657745697128	0.0004141946707734218
5000152at2759	30	F13502,F4918	aa	0.6712045019	200	200	conditional_percentile_sensitivity	0.53348710416	0.6750642714999999	0.8186561719875001	0.0	0.07392203585094552	0.0007191547702544037
5000152at2759	30	F13502,F4918	3di	0.1549489717	200	200	conditional_percentile_sensitivity	0.11018788796750001	0.15347375585	0.20998849628	0.0	0.024205153198371864	0.0007191547702544037
5000152at2759	30	F147570	aa	0.2387008214	200	200	conditional_percentile_sensitivity	0.18431517508	0.2376497609	0.2945989020975	0.0	0.027420307076367126	0.0001798602441556629
5000152at2759	30	F147570	3di	0.0844940895	200	200	conditional_percentile_sensitivity	0.0610094203875	0.0842302916	0.1162767045	0.0	0.013870707300513055	0.0001798602441556629
5000152at2759	30	F147570,F5580	aa	0.4411079224	200	200	conditional_percentile_sensitivity	0.335356576215	0.43828800635	0.587784274525	0.0	0.06777464516176032	0.000502660652554459
5000152at2759	30	F147570,F5580	3di	0.0910823767	200	200	conditional_percentile_sensitivity	0.056446753612500004	0.08756419309999999	0.12661116336	0.0	0.018534773552815763	0.000502660652554459
5000152at2759	30	F182096	aa	0.1809077323	200	200	conditional_percentile_sensitivity	0.1368411347275	0.1839911468	0.2339440244475	0.0	0.02571511286271709	1.5045660703435297e-05
5000152at2759	30	F182096	3di	0.0608463752	200	200	conditional_percentile_sensitivity	0.0412803074275	0.060407773100000006	0.08117449080000001	0.0	0.01055389244724317	1.5045660703435297e-05
5000152at2759	30	F182096,F470096	aa	0.0830730858	200	200	conditional_percentile_sensitivity	0.03112035918	0.08597259504999999	0.14625583558500002	0.0	0.02749930290636519	-1.9173567655434015e-05
5000152at2759	30	F182096,F470096	3di	0.0680780387	200	200	conditional_percentile_sensitivity	0.0444040831375	0.06822253465	0.098543405485	0.0	0.014138427285533363	-1.9173567655434015e-05
5000152at2759	30	F470096	aa	0.3073599615	200	200	conditional_percentile_sensitivity	0.23926598556499998	0.3039195983	0.3706789344275	0.0	0.03397589965573045	8.463669251553256e-05
5000152at2759	30	F470096	3di	0.0889135327	200	200	conditional_percentile_sensitivity	0.06414913563499999	0.08799477215	0.11947228032	0.0	0.013412406701290035	8.463669251553256e-05
5000152at2759	30	F4918	aa	0.3396396553	200	200	conditional_percentile_sensitivity	0.2535298407275	0.3418475977	0.4534908721675	0.0	0.05010639591364088	8.138101396673068e-05
5000152at2759	30	F4918	3di	0.0998494951	200	200	conditional_percentile_sensitivity	0.0720934348075	0.09822238920000001	0.1295128116575	0.0	0.015382311891385557	8.138101396673068e-05
5000152at2759	30	F5580	aa	0.2768608789	200	200	conditional_percentile_sensitivity	0.2134828084875	0.2787461369	0.3479506649	0.0	0.036074674644365944	0.000307381409736799
5000152at2759	30	F5580	3di	0.13159242	200	200	conditional_percentile_sensitivity	0.1020474324125	0.1322953856	0.17434525508	0.0	0.019440312734098467	0.000307381409736799
5000476at2759	1	F1176130	aa	0.1205093459	200	200	conditional_percentile_sensitivity	0.008552479367500004	0.1111620797	0.19483568601500004	0.025	0.047121930626413226	-1.9961816612758213e-05
5000476at2759	1	F1176130	3di	0.0319246225	200	200	conditional_percentile_sensitivity	0.0114614566625	0.0324745695	0.05966620492750001	0.005	0.012998784957071751	-1.9961816612758213e-05
5000476at2759	1	F1176130,F1940652,F4918	aa	0.108882947	200	200	conditional_percentile_sensitivity	0.06344576927000001	0.1054640623	0.15571724035250004	0.0	0.02517562141020073	-3.5244922223868835e-05
5000476at2759	1	F1176130,F1940652,F4918	3di	0.0145109521	200	200	conditional_percentile_sensitivity	2.6614e-06	0.0127155736	0.03829890611	0.035	0.009265483821235865	-3.5244922223868835e-05
5000476at2759	1	F1176130,F4918	aa	0.0506264753	200	200	conditional_percentile_sensitivity	2.2564275e-06	0.0562485242	0.14991346362	0.09	0.04367311259360802	-2.839135038570439e-05
5000476at2759	1	F1176130,F4918	3di	0.0094979423	200	200	conditional_percentile_sensitivity	2.545e-06	0.0081699315	0.0236008841675	0.105	0.006931543939271534	-2.839135038570439e-05
5000476at2759	1	F1209916	aa	1e-06	200	200	conditional_percentile_sensitivity	1e-06	1e-06	1e-06	1.0	2.1228962594723804e-22	4.506688528481823e-44
5000476at2759	1	F1209916	3di	1e-06	200	200	conditional_percentile_sensitivity	1e-06	1e-06	1e-06	1.0	2.1228962594723804e-22	4.506688528481823e-44
5000476at2759	1	F1209916,F1209934	aa	1e-06	200	200	conditional_percentile_sensitivity	1e-06	1e-06	1e-06	1.0	2.1228962594723804e-22	4.506688528481823e-44
5000476at2759	1	F1209916,F1209934	3di	1e-06	200	200	conditional_percentile_sensitivity	1e-06	1e-06	1e-06	1.0	2.1228962594723804e-22	4.506688528481823e-44
5000476at2759	1	F1209934	aa	1e-06	200	200	conditional_percentile_sensitivity	1e-06	1e-06	1e-06	1.0	2.1228962594723804e-22	4.506688528481823e-44
5000476at2759	1	F1209934	3di	1e-06	200	200	conditional_percentile_sensitivity	1e-06	1e-06	1e-06	1.0	2.1228962594723804e-22	4.506688528481823e-44
5000476at2759	1	F145971	aa	1e-06	200	200	conditional_percentile_sensitivity	1e-06	1e-06	1e-06	1.0	2.1228962594723804e-22	4.506688528481823e-44
5000476at2759	1	F145971	3di	1e-06	200	200	conditional_percentile_sensitivity	1e-06	1e-06	1e-06	1.0	2.1228962594723804e-22	4.506688528481823e-44
5000476at2759	1	F145971,F1671311	aa	1e-06	200	200	conditional_percentile_sensitivity	1e-06	1e-06	1e-06	1.0	2.1228962594723804e-22	4.506688528481823e-44
5000476at2759	1	F145971,F1671311	3di	1e-06	200	200	conditional_percentile_sensitivity	1e-06	1e-06	1e-06	1.0	2.1228962594723804e-22	4.506688528481823e-44
5000476at2759	1	F1671311	aa	1e-06	200	200	conditional_percentile_sensitivity	1e-06	1e-06	1e-06	1.0	2.1228962594723804e-22	4.506688528481823e-44
5000476at2759	1	F1671311	3di	1e-06	200	200	conditional_percentile_sensitivity	1e-06	1e-06	1e-06	1.0	2.1228962594723804e-22	4.506688528481823e-44
5000476at2759	1	F1940652	aa	0.1413000692	200	200	conditional_percentile_sensitivity	0.1012715925225	0.14445656965	0.21045449943000002	0.0	0.028629497728630344	-2.02853789065155e-06
5000476at2759	1	F1940652	3di	0.0315334635	200	200	conditional_percentile_sensitivity	0.010358385037499999	0.03016317715	0.055585142190000006	0.0	0.012823325875437741	-2.02853789065155e-06
5000476at2759	1	F4918	aa	1.1625486739	200	200	conditional_percentile_sensitivity	0.875033744605	1.1612303623	1.6349621887125	0.0	0.19430704056454273	0.0008459799422241033
5000476at2759	1	F4918	3di	0.1340339968	200	200	conditional_percentile_sensitivity	0.08697681512500001	0.13198210900000001	0.191577629165	0.0	0.02642088307114593	0.0008459799422241033
5000476at2759	10	F1176130	aa	0.1205093459	200	200	conditional_percentile_sensitivity	0.045233900125	0.11891288435	0.21365343286500002	0.0	0.04419582229893342	1.7461040718581648e-05
5000476at2759	10	F1176130	3di	0.0319246225	200	200	conditional_percentile_sensitivity	0.010846899985000002	0.03192069055	0.05764746114750001	0.005	0.012444571033554603	1.7461040718581648e-05
5000476at2759	10	F1176130,F1940652,F4918	aa	0.108882947	200	200	conditional_percentile_sensitivity	0.058773899177500005	0.1079396604	0.16726363434500002	0.0	0.02976698406569771	-4.0388687928096826e-05
5000476at2759	10	F1176130,F1940652,F4918	3di	0.0145109521	200	200	conditional_percentile_sensitivity	2.6614e-06	0.012644036050000002	0.039902262875000004	0.06	0.009964214945336268	-4.0388687928096826e-05
5000476at2759	10	F1176130,F4918	aa	0.0506264753	200	200	conditional_percentile_sensitivity	2.146975e-06	0.050086239000000005	0.12969943252000002	0.13	0.03674244008112309	8.122653243128543e-06
5000476at2759	10	F1176130,F4918	3di	0.0094979423	200	200	conditional_percentile_sensitivity	2.545e-06	0.0108349318	0.025208608997500003	0.085	0.007196011569402236	8.122653243128543e-06
5000476at2759	10	F1209916	aa	1e-06	200	200	conditional_percentile_sensitivity	1e-06	1e-06	1e-06	1.0	2.1228962594723804e-22	4.506688528481823e-44
5000476at2759	10	F1209916	3di	1e-06	200	200	conditional_percentile_sensitivity	1e-06	1e-06	1e-06	1.0	2.1228962594723804e-22	4.506688528481823e-44
5000476at2759	10	F1209916,F1209934	aa	1e-06	200	200	conditional_percentile_sensitivity	1e-06	1e-06	1e-06	1.0	2.1228962594723804e-22	4.506688528481823e-44
5000476at2759	10	F1209916,F1209934	3di	1e-06	200	200	conditional_percentile_sensitivity	1e-06	1e-06	1e-06	1.0	2.1228962594723804e-22	4.506688528481823e-44
5000476at2759	10	F1209934	aa	1e-06	200	200	conditional_percentile_sensitivity	1e-06	1e-06	1e-06	1.0	2.1228962594723804e-22	4.506688528481823e-44
5000476at2759	10	F1209934	3di	1e-06	200	200	conditional_percentile_sensitivity	1e-06	1e-06	1e-06	1.0	2.1228962594723804e-22	4.506688528481823e-44
5000476at2759	10	F145971	aa	1e-06	200	200	conditional_percentile_sensitivity	1e-06	1e-06	1e-06	1.0	2.1228962594723804e-22	4.506688528481823e-44
5000476at2759	10	F145971	3di	1e-06	200	200	conditional_percentile_sensitivity	1e-06	1e-06	1e-06	1.0	2.1228962594723804e-22	4.506688528481823e-44
5000476at2759	10	F145971,F1671311	aa	1e-06	200	200	conditional_percentile_sensitivity	1e-06	1e-06	1e-06	1.0	2.1228962594723804e-22	4.506688528481823e-44
5000476at2759	10	F145971,F1671311	3di	1e-06	200	200	conditional_percentile_sensitivity	1e-06	1e-06	1e-06	1.0	2.1228962594723804e-22	4.506688528481823e-44
5000476at2759	10	F1671311	aa	1e-06	200	200	conditional_percentile_sensitivity	1e-06	1e-06	1e-06	1.0	2.1228962594723804e-22	4.506688528481823e-44
