case_id	marker	genus_label	translation_table	source_strict_taxa	excluded_curated_hybrids	retained_taxa	source_codon_columns	retained_codon_columns	minimum_observed_codons	maximum_observed_codons	marker_copy_caveat	status	selection_status
Amanita__4969018at2759__code1	4969018at2759	Amanita	1	7	0	7	477	458	425	458	none_recorded	ready_for_tree_and_divergence_diagnostics	not_validated_for_selection_testing
Suillus__4969018at2759__code1	4969018at2759	Suillus	1	10	0	10	477	457	449	457	none_recorded	ready_for_tree_and_divergence_diagnostics	not_validated_for_selection_testing
Naganishia__4969018at2759__code1	4969018at2759	Naganishia	1	3	0	3	477	454	454	454	none_recorded	insufficient_coverage_after_taxon_policy	not_validated_for_selection_testing
Malassezia__4969018at2759__code1	4969018at2759	Malassezia	1	5	0	5	477	442	438	442	none_recorded	ready_for_tree_and_divergence_diagnostics	not_validated_for_selection_testing
Microbotryum__4969018at2759__code1	4969018at2759	Microbotryum	1	4	0	4	477	470	470	470	none_recorded	ready_for_tree_and_divergence_diagnostics	not_validated_for_selection_testing
Serendipita__4969018at2759__code1	4969018at2759	Serendipita	1	2	0	2	477	457	457	457	none_recorded	insufficient_coverage_after_taxon_policy	not_validated_for_selection_testing
Tilletia__4969018at2759__code1	4969018at2759	Tilletia	1	5	0	5	477	461	461	461	none_recorded	ready_for_tree_and_divergence_diagnostics	not_validated_for_selection_testing
Cryptococcus__4969018at2759__code1	4969018at2759	Cryptococcus	1	10	0	10	477	456	454	456	none_recorded	ready_for_tree_and_divergence_diagnostics	not_validated_for_selection_testing
Wallemia__4969018at2759__code1	4969018at2759	Wallemia	1	4	0	4	477	446	446	446	none_recorded	ready_for_tree_and_divergence_diagnostics	not_validated_for_selection_testing
Umbelopsis__4969018at2759__code1	4969018at2759	Umbelopsis	1	3	0	3	477	446	446	446	none_recorded	insufficient_coverage_after_taxon_policy	not_validated_for_selection_testing
Aspergillus__4969636at2759__code1	4969636at2759	Aspergillus	1	9	0	9	424	416	414	416	none_recorded	ready_for_tree_and_divergence_diagnostics	not_validated_for_selection_testing
Colletotrichum__4969636at2759__code1	4969636at2759	Colletotrichum	1	10	0	10	424	419	419	419	none_recorded	ready_for_tree_and_divergence_diagnostics	not_validated_for_selection_testing
Fusarium__4969636at2759__code1	4969636at2759	Fusarium	1	10	0	10	424	419	418	419	none_recorded	ready_for_tree_and_divergence_diagnostics	not_validated_for_selection_testing
Trichoderma__4969636at2759__code1	4969636at2759	Trichoderma	1	10	0	10	424	419	324	419	none_recorded	ready_for_tree_and_divergence_diagnostics	not_validated_for_selection_testing
Saccharomyces__4969636at2759__code1	4969636at2759	Saccharomyces	1	6	0	6	424	406	406	406	none_recorded	ready_for_tree_and_divergence_diagnostics	not_validated_for_selection_testing
Candida__4969636at2759__code1	4969636at2759	Candida	1	0	0	0	424	0	0	0	none_recorded	insufficient_coverage_after_taxon_policy	not_validated_for_selection_testing
Candida__4969636at2759__code12	4969636at2759	Candida	12	3	0	3	424	404	404	404	none_recorded	insufficient_coverage_after_taxon_policy	not_validated_for_selection_testing
Amanita__4969636at2759__code1	4969636at2759	Amanita	1	6	0	6	424	381	376	381	none_recorded	ready_for_tree_and_divergence_diagnostics	not_validated_for_selection_testing
Suillus__4969636at2759__code1	4969636at2759	Suillus	1	10	0	10	424	389	389	389	none_recorded	ready_for_tree_and_divergence_diagnostics	not_validated_for_selection_testing
Naganishia__4969636at2759__code1	4969636at2759	Naganishia	1	2	0	2	424	398	398	398	none_recorded	insufficient_coverage_after_taxon_policy	not_validated_for_selection_testing
Malassezia__4969636at2759__code1	4969636at2759	Malassezia	1	5	0	5	424	382	379	382	none_recorded	ready_for_tree_and_divergence_diagnostics	not_validated_for_selection_testing
Microbotryum__4969636at2759__code1	4969636at2759	Microbotryum	1	4	0	4	424	405	405	405	none_recorded	ready_for_tree_and_divergence_diagnostics	not_validated_for_selection_testing
Serendipita__4969636at2759__code1	4969636at2759	Serendipita	1	2	0	2	424	394	394	394	none_recorded	insufficient_coverage_after_taxon_policy	not_validated_for_selection_testing
Tilletia__4969636at2759__code1	4969636at2759	Tilletia	1	5	0	5	424	385	375	385	none_recorded	ready_for_tree_and_divergence_diagnostics	not_validated_for_selection_testing
Cryptococcus__4969636at2759__code1	4969636at2759	Cryptococcus	1	10	0	10	424	395	395	395	none_recorded	ready_for_tree_and_divergence_diagnostics	not_validated_for_selection_testing
Wallemia__4969636at2759__code1	4969636at2759	Wallemia	1	4	0	4	424	385	385	385	none_recorded	ready_for_tree_and_divergence_diagnostics	not_validated_for_selection_testing
Umbelopsis__4969636at2759__code1	4969636at2759	Umbelopsis	1	3	0	3	424	402	402	402	none_recorded	insufficient_coverage_after_taxon_policy	not_validated_for_selection_testing
Aspergillus__4969990at2759__code1	4969990at2759	Aspergillus	1	10	0	10	352	352	294	352	none_recorded	ready_for_tree_and_divergence_diagnostics	not_validated_for_selection_testing
Colletotrichum__4969990at2759__code1	4969990at2759	Colletotrichum	1	10	0	10	352	352	352	352	none_recorded	ready_for_tree_and_divergence_diagnostics	not_validated_for_selection_testing
Fusarium__4969990at2759__code1	4969990at2759	Fusarium	1	10	0	10	352	352	352	352	none_recorded	ready_for_tree_and_divergence_diagnostics	not_validated_for_selection_testing
Trichoderma__4969990at2759__code1	4969990at2759	Trichoderma	1	10	0	10	352	352	332	352	none_recorded	ready_for_tree_and_divergence_diagnostics	not_validated_for_selection_testing
Saccharomyces__4969990at2759__code1	4969990at2759	Saccharomyces	1	7	0	7	352	343	343	343	none_recorded	ready_for_tree_and_divergence_diagnostics	not_validated_for_selection_testing
Candida__4969990at2759__code12	4969990at2759	Candida	12	4	0	4	352	345	345	345	none_recorded	ready_for_tree_and_divergence_diagnostics	not_validated_for_selection_testing
Amanita__4969990at2759__code1	4969990at2759	Amanita	1	6	0	6	352	352	335	352	none_recorded	ready_for_tree_and_divergence_diagnostics	not_validated_for_selection_testing
Suillus__4969990at2759__code1	4969990at2759	Suillus	1	10	0	10	352	352	352	352	none_recorded	ready_for_tree_and_divergence_diagnostics	not_validated_for_selection_testing
Naganishia__4969990at2759__code1	4969990at2759	Naganishia	1	3	0	3	352	289	289	289	none_recorded	insufficient_coverage_after_taxon_policy	not_validated_for_selection_testing
Malassezia__4969990at2759__code1	4969990at2759	Malassezia	1	4	0	4	352	350	350	350	none_recorded	ready_for_tree_and_divergence_diagnostics	not_validated_for_selection_testing
Microbotryum__4969990at2759__code1	4969990at2759	Microbotryum	1	3	0	3	352	348	348	348	none_recorded	insufficient_coverage_after_taxon_policy	not_validated_for_selection_testing
Serendipita__4969990at2759__code1	4969990at2759	Serendipita	1	2	0	2	352	280	280	280	none_recorded	insufficient_coverage_after_taxon_policy	not_validated_for_selection_testing
Tilletia__4969990at2759__code1	4969990at2759	Tilletia	1	5	0	5	352	351	351	351	none_recorded	ready_for_tree_and_divergence_diagnostics	not_validated_for_selection_testing
Cryptococcus__4969990at2759__code1	4969990at2759	Cryptococcus	1	9	0	9	352	352	345	352	none_recorded	ready_for_tree_and_divergence_diagnostics	not_validated_for_selection_testing
Wallemia__4969990at2759__code1	4969990at2759	Wallemia	1	3	0	3	352	289	289	289	none_recorded	insufficient_coverage_after_taxon_policy	not_validated_for_selection_testing
Umbelopsis__4969990at2759__code1	4969990at2759	Umbelopsis	1	4	0	4	352	319	319	319	none_recorded	ready_for_tree_and_divergence_diagnostics	not_validated_for_selection_testing
Aspergillus__4970387at2759__code1	4970387at2759	Aspergillus	1	9	0	9	156	152	150	152	none_recorded	ready_for_tree_and_divergence_diagnostics	not_validated_for_selection_testing
Colletotrichum__4970387at2759__code1	4970387at2759	Colletotrichum	1	9	0	9	156	140	98	140	none_recorded	ready_for_tree_and_divergence_diagnostics	not_validated_for_selection_testing
Fusarium__4970387at2759__code1	4970387at2759	Fusarium	1	10	0	10	156	146	134	146	none_recorded	ready_for_tree_and_divergence_diagnostics	not_validated_for_selection_testing
Trichoderma__4970387at2759__code1	4970387at2759	Trichoderma	1	9	0	9	156	146	144	146	none_recorded	ready_for_tree_and_divergence_diagnostics	not_validated_for_selection_testing
Saccharomyces__4970387at2759__code1	4970387at2759	Saccharomyces	1	6	0	6	156	152	151	152	none_recorded	ready_for_tree_and_divergence_diagnostics	not_validated_for_selection_testing
Candida__4970387at2759__code12	4970387at2759	Candida	12	4	0	4	156	150	150	150	none_recorded	ready_for_tree_and_divergence_diagnostics	not_validated_for_selection_testing
Amanita__4970387at2759__code1	4970387at2759	Amanita	1	7	0	7	156	148	129	148	none_recorded	ready_for_tree_and_divergence_diagnostics	not_validated_for_selection_testing
Suillus__4970387at2759__code1	4970387at2759	Suillus	1	8	0	8	156	152	152	152	none_recorded	ready_for_tree_and_divergence_diagnostics	not_validated_for_selection_testing
Naganishia__4970387at2759__code1	4970387at2759	Naganishia	1	3	0	3	156	149	149	149	none_recorded	insufficient_coverage_after_taxon_policy	not_validated_for_selection_testing
Malassezia__4970387at2759__code1	4970387at2759	Malassezia	1	4	0	4	156	129	129	129	none_recorded	ready_for_tree_and_divergence_diagnostics	not_validated_for_selection_testing
Microbotryum__4970387at2759__code1	4970387at2759	Microbotryum	1	4	0	4	156	144	144	144	none_recorded	ready_for_tree_and_divergence_diagnostics	not_validated_for_selection_testing
Serendipita__4970387at2759__code1	4970387at2759	Serendipita	1	2	0	2	156	139	139	139	none_recorded	insufficient_coverage_after_taxon_policy	not_validated_for_selection_testing
Tilletia__4970387at2759__code1	4970387at2759	Tilletia	1	5	0	5	156	154	153	154	none_recorded	ready_for_tree_and_divergence_diagnostics	not_validated_for_selection_testing
Cryptococcus__4970387at2759__code1	4970387at2759	Cryptococcus	1	10	0	10	156	150	150	150	none_recorded	ready_for_tree_and_divergence_diagnostics	not_validated_for_selection_testing
Wallemia__4970387at2759__code1	4970387at2759	Wallemia	1	3	0	3	156	141	141	141	none_recorded	insufficient_coverage_after_taxon_policy	not_validated_for_selection_testing
Umbelopsis__4970387at2759__code1	4970387at2759	Umbelopsis	1	4	0	4	156	141	141	141	none_recorded	ready_for_tree_and_divergence_diagnostics	not_validated_for_selection_testing
Aspergillus__4970538at2759__code1	4970538at2759	Aspergillus	1	10	0	10	966	957	956	957	none_recorded	ready_for_tree_and_divergence_diagnostics	not_validated_for_selection_testing
Colletotrichum__4970538at2759__code1	4970538at2759	Colletotrichum	1	10	0	10	966	954	954	954	none_recorded	ready_for_tree_and_divergence_diagnostics	not_validated_for_selection_testing
Fusarium__4970538at2759__code1	4970538at2759	Fusarium	1	9	0	9	966	953	953	953	none_recorded	ready_for_tree_and_divergence_diagnostics	not_validated_for_selection_testing
Trichoderma__4970538at2759__code1	4970538at2759	Trichoderma	1	10	0	10	966	954	847	954	none_recorded	ready_for_tree_and_divergence_diagnostics	not_validated_for_selection_testing
Saccharomyces__4970538at2759__code1	4970538at2759	Saccharomyces	1	8	1	7	966	940	940	940	none_recorded	ready_for_tree_and_divergence_diagnostics	not_validated_for_selection_testing
Candida__4970538at2759__code1	4970538at2759	Candida	1	1	0	1	966	930	930	930	none_recorded	insufficient_coverage_after_taxon_policy	not_validated_for_selection_testing
Candida__4970538at2759__code12	4970538at2759	Candida	12	4	0	4	966	928	928	928	none_recorded	ready_for_tree_and_divergence_diagnostics	not_validated_for_selection_testing
Amanita__4970538at2759__code1	4970538at2759	Amanita	1	6	0	6	966	948	945	948	none_recorded	ready_for_tree_and_divergence_diagnostics	not_validated_for_selection_testing
Suillus__4970538at2759__code1	4970538at2759	Suillus	1	10	0	10	966	942	942	942	none_recorded	ready_for_tree_and_divergence_diagnostics	not_validated_for_selection_testing
Naganishia__4970538at2759__code1	4970538at2759	Naganishia	1	4	0	4	966	908	908	908	none_recorded	ready_for_tree_and_divergence_diagnostics	not_validated_for_selection_testing
Malassezia__4970538at2759__code1	4970538at2759	Malassezia	1	5	0	5	966	942	938	942	none_recorded	ready_for_tree_and_divergence_diagnostics	not_validated_for_selection_testing
Microbotryum__4970538at2759__code1	4970538at2759	Microbotryum	1	2	0	2	966	940	940	940	none_recorded	insufficient_coverage_after_taxon_policy	not_validated_for_selection_testing
Serendipita__4970538at2759__code1	4970538at2759	Serendipita	1	2	0	2	966	944	944	944	none_recorded	insufficient_coverage_after_taxon_policy	not_validated_for_selection_testing
Tilletia__4970538at2759__code1	4970538at2759	Tilletia	1	4	0	4	966	865	865	865	none_recorded	ready_for_tree_and_divergence_diagnostics	not_validated_for_selection_testing
Cryptococcus__4970538at2759__code1	4970538at2759	Cryptococcus	1	10	0	10	966	943	939	943	none_recorded	ready_for_tree_and_divergence_diagnostics	not_validated_for_selection_testing
Wallemia__4970538at2759__code1	4970538at2759	Wallemia	1	4	0	4	966	818	818	818	none_recorded	ready_for_tree_and_divergence_diagnostics	not_validated_for_selection_testing
Umbelopsis__4970538at2759__code1	4970538at2759	Umbelopsis	1	4	0	4	966	947	947	947	none_recorded	ready_for_tree_and_divergence_diagnostics	not_validated_for_selection_testing
Aspergillus__4971272at2759__code1	4971272at2759	Aspergillus	1	10	0	10	448	443	442	443	none_recorded	ready_for_tree_and_divergence_diagnostics	not_validated_for_selection_testing
Colletotrichum__4971272at2759__code1	4971272at2759	Colletotrichum	1	10	0	10	448	446	446	446	none_recorded	ready_for_tree_and_divergence_diagnostics	not_validated_for_selection_testing
Fusarium__4971272at2759__code1	4971272at2759	Fusarium	1	10	0	10	448	444	444	444	none_recorded	ready_for_tree_and_divergence_diagnostics	not_validated_for_selection_testing
Trichoderma__4971272at2759__code1	4971272at2759	Trichoderma	1	10	0	10	448	443	443	443	none_recorded	ready_for_tree_and_divergence_diagnostics	not_validated_for_selection_testing
Saccharomyces__4971272at2759__code1	4971272at2759	Saccharomyces	1	7	0	7	448	441	441	441	none_recorded	ready_for_tree_and_divergence_diagnostics	not_validated_for_selection_testing
Candida__4971272at2759__code1	4971272at2759	Candida	1	0	0	0	448	0	0	0	none_recorded	insufficient_coverage_after_taxon_policy	not_validated_for_selection_testing
Candida__4971272at2759__code12	4971272at2759	Candida	12	4	0	4	448	429	429	429	none_recorded	ready_for_tree_and_divergence_diagnostics	not_validated_for_selection_testing
Amanita__4971272at2759__code1	4971272at2759	Amanita	1	7	0	7	448	437	434	437	none_recorded	ready_for_tree_and_divergence_diagnostics	not_validated_for_selection_testing
Suillus__4971272at2759__code1	4971272at2759	Suillus	1	10	0	10	448	437	432	437	none_recorded	ready_for_tree_and_divergence_diagnostics	not_validated_for_selection_testing
Naganishia__4971272at2759__code1	4971272at2759	Naganishia	1	3	0	3	448	445	445	445	none_recorded	insufficient_coverage_after_taxon_policy	not_validated_for_selection_testing
Malassezia__4971272at2759__code1	4971272at2759	Malassezia	1	5	0	5	448	434	414	434	none_recorded	ready_for_tree_and_divergence_diagnostics	not_validated_for_selection_testing
Microbotryum__4971272at2759__code1	4971272at2759	Microbotryum	1	3	0	3	448	438	438	438	none_recorded	insufficient_coverage_after_taxon_policy	not_validated_for_selection_testing
Serendipita__4971272at2759__code1	4971272at2759	Serendipita	1	1	0	1	448	440	440	440	none_recorded	insufficient_coverage_after_taxon_policy	not_validated_for_selection_testing
Tilletia__4971272at2759__code1	4971272at2759	Tilletia	1	5	0	5	448	437	437	437	none_recorded	ready_for_tree_and_divergence_diagnostics	not_validated_for_selection_testing
Cryptococcus__4971272at2759__code1	4971272at2759	Cryptococcus	1	10	0	10	448	443	428	443	none_recorded	ready_for_tree_and_divergence_diagnostics	not_validated_for_selection_testing
Wallemia__4971272at2759__code1	4971272at2759	Wallemia	1	4	0	4	448	437	437	437	none_recorded	ready_for_tree_and_divergence_diagnostics	not_validated_for_selection_testing
Umbelopsis__4971272at2759__code1	4971272at2759	Umbelopsis	1	4	0	4	448	435	435	435	none_recorded	ready_for_tree_and_divergence_diagnostics	not_validated_for_selection_testing
Aspergillus__4974767at2759__code1	4974767at2759	Aspergillus	1	10	0	10	147	145	145	145	none_recorded	ready_for_tree_and_divergence_diagnostics	not_validated_for_selection_testing
Colletotrichum__4974767at2759__code1	4974767at2759	Colletotrichum	1	9	0	9	147	145	145	145	none_recorded	ready_for_tree_and_divergence_diagnostics	not_validated_for_selection_testing
Fusarium__4974767at2759__code1	4974767at2759	Fusarium	1	9	0	9	147	145	145	145	none_recorded	ready_for_tree_and_divergence_diagnostics	not_validated_for_selection_testing
Trichoderma__4974767at2759__code1	4974767at2759	Trichoderma	1	9	0	9	147	145	109	145	none_recorded	ready_for_tree_and_divergence_diagnostics	not_validated_for_selection_testing
Saccharomyces__4974767at2759__code1	4974767at2759	Saccharomyces	1	8	1	7	147	147	147	147	none_recorded	ready_for_tree_and_divergence_diagnostics	not_validated_for_selection_testing
Candida__4974767at2759__code1	4974767at2759	Candida	1	0	0	0	147	0	0	0	none_recorded	insufficient_coverage_after_taxon_policy	not_validated_for_selection_testing
Candida__4974767at2759__code12	4974767at2759	Candida	12	4	0	4	147	144	144	144	none_recorded	ready_for_tree_and_divergence_diagnostics	not_validated_for_selection_testing
Amanita__4974767at2759__code1	4974767at2759	Amanita	1	7	0	7	147	146	131	146	none_recorded	ready_for_tree_and_divergence_diagnostics	not_validated_for_selection_testing
Suillus__4974767at2759__code1	4974767at2759	Suillus	1	10	0	10	147	146	146	146	none_recorded	ready_for_tree_and_divergence_diagnostics	not_validated_for_selection_testing
Naganishia__4974767at2759__code1	4974767at2759	Naganishia	1	1	0	1	147	147	147	147	none_recorded	insufficient_coverage_after_taxon_policy	not_validated_for_selection_testing
Malassezia__4974767at2759__code1	4974767at2759	Malassezia	1	4	0	4	147	147	147	147	none_recorded	ready_for_tree_and_divergence_diagnostics	not_validated_for_selection_testing
Microbotryum__4974767at2759__code1	4974767at2759	Microbotryum	1	4	0	4	147	147	147	147	none_recorded	ready_for_tree_and_divergence_diagnostics	not_validated_for_selection_testing
Serendipita__4974767at2759__code1	4974767at2759	Serendipita	1	1	0	1	147	114	114	114	none_recorded	insufficient_coverage_after_taxon_policy	not_validated_for_selection_testing
Tilletia__4974767at2759__code1	4974767at2759	Tilletia	1	3	0	3	147	118	118	118	none_recorded	insufficient_coverage_after_taxon_policy	not_validated_for_selection_testing
Cryptococcus__4974767at2759__code1	4974767at2759	Cryptococcus	1	10	0	10	147	147	147	147	none_recorded	ready_for_tree_and_divergence_diagnostics	not_validated_for_selection_testing
Wallemia__4974767at2759__code1	4974767at2759	Wallemia	1	4	0	4	147	146	146	146	none_recorded	ready_for_tree_and_divergence_diagnostics	not_validated_for_selection_testing
Umbelopsis__4974767at2759__code1	4974767at2759	Umbelopsis	1	4	0	4	147	102	102	102	none_recorded	ready_for_tree_and_divergence_diagnostics	not_validated_for_selection_testing
Aspergillus__4975094at2759__code1	4975094at2759	Aspergillus	1	10	0	10	1020	1010	1008	1010	none_recorded	ready_for_tree_and_divergence_diagnostics	not_validated_for_selection_testing
Colletotrichum__4975094at2759__code1	4975094at2759	Colletotrichum	1	8	0	8	1020	1013	1013	1013	none_recorded	ready_for_tree_and_divergence_diagnostics	not_validated_for_selection_testing
Fusarium__4975094at2759__code1	4975094at2759	Fusarium	1	10	0	10	1020	1012	1012	1012	none_recorded	ready_for_tree_and_divergence_diagnostics	not_validated_for_selection_testing
Trichoderma__4975094at2759__code1	4975094at2759	Trichoderma	1	10	0	10	1020	1014	1013	1014	none_recorded	ready_for_tree_and_divergence_diagnostics	not_validated_for_selection_testing
Saccharomyces__4975094at2759__code1	4975094at2759	Saccharomyces	1	8	1	7	1020	973	973	973	none_recorded	ready_for_tree_and_divergence_diagnostics	not_validated_for_selection_testing
Candida__4975094at2759__code1	4975094at2759	Candida	1	1	0	1	1020	962	962	962	none_recorded	insufficient_coverage_after_taxon_policy	not_validated_for_selection_testing
Candida__4975094at2759__code12	4975094at2759	Candida	12	4	0	4	1020	959	959	959	none_recorded	ready_for_tree_and_divergence_diagnostics	not_validated_for_selection_testing
Amanita__4975094at2759__code1	4975094at2759	Amanita	1	6	0	6	1020	986	978	986	none_recorded	ready_for_tree_and_divergence_diagnostics	not_validated_for_selection_testing
Suillus__4975094at2759__code1	4975094at2759	Suillus	1	10	0	10	1020	989	947	989	none_recorded	ready_for_tree_and_divergence_diagnostics	not_validated_for_selection_testing
Naganishia__4975094at2759__code1	4975094at2759	Naganishia	1	3	0	3	1020	986	986	986	none_recorded	insufficient_coverage_after_taxon_policy	not_validated_for_selection_testing
Malassezia__4975094at2759__codeunavailable	4975094at2759	Malassezia	unavailable	0	0	0	1020	0	0	0	none_recorded	insufficient_coverage_after_taxon_policy	not_validated_for_selection_testing
Microbotryum__4975094at2759__code1	4975094at2759	Microbotryum	1	4	0	4	1020	958	958	958	none_recorded	ready_for_tree_and_divergence_diagnostics	not_validated_for_selection_testing
Serendipita__4975094at2759__code1	4975094at2759	Serendipita	1	2	0	2	1020	980	980	980	none_recorded	insufficient_coverage_after_taxon_policy	not_validated_for_selection_testing
Tilletia__4975094at2759__code1	4975094at2759	Tilletia	1	5	0	5	1020	986	984	986	none_recorded	ready_for_tree_and_divergence_diagnostics	not_validated_for_selection_testing
Cryptococcus__4975094at2759__code1	4975094at2759	Cryptococcus	1	10	0	10	1020	978	911	978	none_recorded	ready_for_tree_and_divergence_diagnostics	not_validated_for_selection_testing
Wallemia__4975094at2759__code1	4975094at2759	Wallemia	1	4	0	4	1020	969	969	969	none_recorded	ready_for_tree_and_divergence_diagnostics	not_validated_for_selection_testing
Umbelopsis__4975094at2759__code1	4975094at2759	Umbelopsis	1	3	0	3	1020	1001	1001	1001	none_recorded	insufficient_coverage_after_taxon_policy	not_validated_for_selection_testing
Aspergillus__4976279at2759__code1	4976279at2759	Aspergillus	1	10	0	10	443	436	385	436	none_recorded	ready_for_tree_and_divergence_diagnostics	not_validated_for_selection_testing
Colletotrichum__4976279at2759__code1	4976279at2759	Colletotrichum	1	10	0	10	443	416	413	416	none_recorded	ready_for_tree_and_divergence_diagnostics	not_validated_for_selection_testing
Fusarium__4976279at2759__code1	4976279at2759	Fusarium	1	8	0	8	443	419	419	419	none_recorded	ready_for_tree_and_divergence_diagnostics	not_validated_for_selection_testing
Trichoderma__4976279at2759__code1	4976279at2759	Trichoderma	1	10	0	10	443	419	418	419	none_recorded	ready_for_tree_and_divergence_diagnostics	not_validated_for_selection_testing
Saccharomyces__4976279at2759__code1	4976279at2759	Saccharomyces	1	7	0	7	443	354	354	354	none_recorded	ready_for_tree_and_divergence_diagnostics	not_validated_for_selection_testing
Candida__4976279at2759__code1	4976279at2759	Candida	1	1	0	1	443	308	308	308	none_recorded	insufficient_coverage_after_taxon_policy	not_validated_for_selection_testing
Candida__4976279at2759__code12	4976279at2759	Candida	12	4	0	4	443	388	388	388	none_recorded	ready_for_tree_and_divergence_diagnostics	not_validated_for_selection_testing
Amanita__4976279at2759__code1	4976279at2759	Amanita	1	7	0	7	443	376	354	376	none_recorded	ready_for_tree_and_divergence_diagnostics	not_validated_for_selection_testing
Suillus__4976279at2759__code1	4976279at2759	Suillus	1	9	0	9	443	414	377	414	none_recorded	ready_for_tree_and_divergence_diagnostics	not_validated_for_selection_testing
Naganishia__4976279at2759__code1	4976279at2759	Naganishia	1	4	0	4	443	319	319	319	none_recorded	ready_for_tree_and_divergence_diagnostics	not_validated_for_selection_testing
Malassezia__4976279at2759__code1	4976279at2759	Malassezia	1	4	0	4	443	249	249	249	none_recorded	ready_for_tree_and_divergence_diagnostics	not_validated_for_selection_testing
Microbotryum__4976279at2759__code1	4976279at2759	Microbotryum	1	4	0	4	443	366	366	366	none_recorded	ready_for_tree_and_divergence_diagnostics	not_validated_for_selection_testing
Serendipita__4976279at2759__code1	4976279at2759	Serendipita	1	1	0	1	443	416	416	416	none_recorded	insufficient_coverage_after_taxon_policy	not_validated_for_selection_testing
Tilletia__4976279at2759__code1	4976279at2759	Tilletia	1	5	0	5	443	417	414	417	none_recorded	ready_for_tree_and_divergence_diagnostics	not_validated_for_selection_testing
Cryptococcus__4976279at2759__code1	4976279at2759	Cryptococcus	1	10	0	10	443	422	416	422	none_recorded	ready_for_tree_and_divergence_diagnostics	not_validated_for_selection_testing
Wallemia__4976279at2759__code1	4976279at2759	Wallemia	1	3	0	3	443	402	402	402	none_recorded	insufficient_coverage_after_taxon_policy	not_validated_for_selection_testing
Umbelopsis__4976279at2759__code1	4976279at2759	Umbelopsis	1	4	0	4	443	362	362	362	none_recorded	ready_for_tree_and_divergence_diagnostics	not_validated_for_selection_testing
Aspergillus__4977163at2759__code1	4977163at2759	Aspergillus	1	10	0	10	193	187	169	187	none_recorded	ready_for_tree_and_divergence_diagnostics	not_validated_for_selection_testing
Colletotrichum__4977163at2759__code1	4977163at2759	Colletotrichum	1	10	0	10	193	185	135	185	none_recorded	ready_for_tree_and_divergence_diagnostics	not_validated_for_selection_testing
Fusarium__4977163at2759__code1	4977163at2759	Fusarium	1	9	0	9	193	185	185	185	none_recorded	ready_for_tree_and_divergence_diagnostics	not_validated_for_selection_testing
Trichoderma__4977163at2759__code1	4977163at2759	Trichoderma	1	10	0	10	193	184	168	184	none_recorded	ready_for_tree_and_divergence_diagnostics	not_validated_for_selection_testing
Saccharomyces__4977163at2759__code1	4977163at2759	Saccharomyces	1	7	0	7	193	183	182	183	none_recorded	ready_for_tree_and_divergence_diagnostics	not_validated_for_selection_testing
Candida__4977163at2759__code1	4977163at2759	Candida	1	0	0	0	193	0	0	0	none_recorded	insufficient_coverage_after_taxon_policy	not_validated_for_selection_testing
Candida__4977163at2759__code12	4977163at2759	Candida	12	4	0	4	193	185	185	185	none_recorded	ready_for_tree_and_divergence_diagnostics	not_validated_for_selection_testing
Amanita__4977163at2759__code1	4977163at2759	Amanita	1	6	0	6	193	182	175	182	none_recorded	ready_for_tree_and_divergence_diagnostics	not_validated_for_selection_testing
Suillus__4977163at2759__code1	4977163at2759	Suillus	1	10	0	10	193	181	181	181	none_recorded	ready_for_tree_and_divergence_diagnostics	not_validated_for_selection_testing
Naganishia__4977163at2759__code1	4977163at2759	Naganishia	1	3	0	3	193	177	177	177	none_recorded	insufficient_coverage_after_taxon_policy	not_validated_for_selection_testing
Malassezia__4977163at2759__code1	4977163at2759	Malassezia	1	3	0	3	193	187	187	187	none_recorded	insufficient_coverage_after_taxon_policy	not_validated_for_selection_testing
Microbotryum__4977163at2759__code1	4977163at2759	Microbotryum	1	4	0	4	193	189	189	189	none_recorded	ready_for_tree_and_divergence_diagnostics	not_validated_for_selection_testing
Serendipita__4977163at2759__code1	4977163at2759	Serendipita	1	2	0	2	193	180	180	180	none_recorded	insufficient_coverage_after_taxon_policy	not_validated_for_selection_testing
Tilletia__4977163at2759__code1	4977163at2759	Tilletia	1	5	0	5	193	173	95	173	none_recorded	ready_for_tree_and_divergence_diagnostics	not_validated_for_selection_testing
Cryptococcus__4977163at2759__code1	4977163at2759	Cryptococcus	1	10	0	10	193	184	167	184	none_recorded	ready_for_tree_and_divergence_diagnostics	not_validated_for_selection_testing
Wallemia__4977163at2759__code1	4977163at2759	Wallemia	1	4	0	4	193	183	183	183	none_recorded	ready_for_tree_and_divergence_diagnostics	not_validated_for_selection_testing
Umbelopsis__4977163at2759__code1	4977163at2759	Umbelopsis	1	4	0	4	193	185	185	185	none_recorded	ready_for_tree_and_divergence_diagnostics	not_validated_for_selection_testing
Aspergillus__4977863at2759__code1	4977863at2759	Aspergillus	1	9	0	9	643	622	617	622	none_recorded	ready_for_tree_and_divergence_diagnostics	not_validated_for_selection_testing
Colletotrichum__4977863at2759__code1	4977863at2759	Colletotrichum	1	10	0	10	643	627	610	627	none_recorded	ready_for_tree_and_divergence_diagnostics	not_validated_for_selection_testing
Fusarium__4977863at2759__code1	4977863at2759	Fusarium	1	10	0	10	643	624	621	624	none_recorded	ready_for_tree_and_divergence_diagnostics	not_validated_for_selection_testing
