marker	taxon_id	protein_id	sequence_sha256	model_id	model_version	model_path	model_sha256	model_provider	model_tool	all_source_candidate_models	exact_sequence_candidate_models	retained_marker_residues	mean_retained_ca_plddt	fraction_retained_ca_plddt_ge70
4908955at2759	F6035	NP_586363.1	0d27e32a54f982fbe64f5c7ac73d6f15742e8d7fc017157fdbff601aa69b3309	AF-Q8SQY3-F1	6	data/structures/afdb/AF-Q8SQY3-F1-v6.cif	5b18e859e918f861e8be6592c0e7f096bf2caed334eb732d72f2a440618d3efa	GDM	AlphaFold Monomer v2.0 pipeline	1	1	252	84.6976587301587	0.9007936507936508
4969018at2759	F103449	XP_008075012.1	cde2991f1ac0563777ed8c823f40186b0ee80858525a752680ba829a5eff2b09	AF-L2GS68-F1	6	data/structures/afdb/AF-L2GS68-F1-v6.cif	76adfa1572677a0aa5427fa358c58e3ed5f7c70ad791be9c43c2b0b61d150663	GDM	AlphaFold Monomer v2.0 pipeline	1	1	316	93.82224683544304	0.9968354430379747
4969018at2759	F109876	ORZ29517.1	bbee466499efebea08b61a171ad6c8f878a6f604d8256c227db14511ed87a60a	AF-A0A1Y2H4L9-F1	6	data/structures/afdb/AF-A0A1Y2H4L9-F1-v6.cif	ef7cdfdc142f0c0f98e8daed09ea24c5f9a0c7f6e507dbf6ef7d28d708971d21	GDM	AlphaFold Monomer v2.0 pipeline	1	1	374	91.73577540106952	0.9171122994652406
4969018at2759	F1123529	KXS10073.1	257890d8b0744b087f4f46b44847c8f588ce1989512ac86e92cb37152ca37e65	AF-A0A139A145-F1	6	data/structures/afdb/AF-A0A139A145-F1-v6.cif	d1aa74047e50ee62ea08cfc52279abcb5216709db845e455dba89217b4769408	GDM	AlphaFold Monomer v2.0 pipeline	1	1	372	93.427688172043	0.9731182795698925
4969018at2759	F2020962	XP_056064148.1	aa85bb0e0b0a516a4e1513016c10a2d2a58f8676a9216c00f74f087dff15a9fc	AF-A0A2N1J754-F1	6	data/structures/afdb/AF-A0A2N1J754-F1-v6.cif	31b31f80e5093dc7a8858635e526fa88745296dadc25fb35c9939103927843a9	GDM	AlphaFold Monomer v2.0 pipeline	1	1	373	92.06659517426279	0.9436997319034852
4969018at2759	F604196	KAG0250214.1	6c09727e26cda94183083ec5f2b17cf403ae29a872c5df25baba7f7959c6b354	AF-A0AAD4D0R8-F1	6	data/structures/afdb/AF-A0AAD4D0R8-F1-v6.cif	471ffe57ce67efdb6ba23a76d662052b8852b0e302a8526c0f2979f2244459e1	GDM	AlphaFold Monomer v2.0 pipeline	1	1	374	92.36331550802142	0.9411764705882353
4969636at2759	F1440133	KAF9939866.1	ef51690901e356cb21886f1ddc7679ed6cb2cd972aa384d0050c701a90535c47	AF-A0A9P6IMR0-F1	6	data/structures/afdb/AF-A0A9P6IMR0-F1-v6.cif	a6bb21f2da83c8f595b40874013fab3bafa313c9207e798a062c2b74cf1d6d80	GDM	AlphaFold Monomer v2.0 pipeline	1	1	234	95.21858974358973	1.0
4969636at2759	F70536	EJW03648.1	89742483d8952e6412c2a2b8e0dc1b061405fe12c889d183fa557d1502c23432	AF-J8ZVH7-F1	6	data/structures/afdb/AF-J8ZVH7-F1-v6.cif	509bf011ef7de886a69e48dc722391a43df2be5d7226ad3f9b7f69c9d491f3db	GDM	AlphaFold Monomer v2.0 pipeline	1	1	291	94.33835051546386	0.993127147766323
4970387at2759	F1348612	RHZ47325.1	6469288146495875582c543f5dcec3ebbf075c8a0c2b7a3186b4e6e7c61ab37f	AF-A0A397G8J2-F1	6	data/structures/afdb/AF-A0A397G8J2-F1-v6.cif	eeed66ab7d64511becefa1ebd8f19f7f05d2a570b5b7a91f3b65dfa2f1c94001	GDM	AlphaFold Monomer v2.0 pipeline	1	1	123	88.30682926829272	0.9105691056910569
4970387at2759	F13502	XP_038778219.1	3f755f2d841916bea43292c4a0c457564e88d6488c5261d92ae8372261406ef3	AF-A0A875S633-F1	6	data/structures/afdb/AF-A0A875S633-F1-v6.cif	597eebdf5927d5a187382a1130271bf7cb92e076db9a8f6b66815ae2eb93e473	GDM	AlphaFold Monomer v2.0 pipeline	1	1	128	93.47992187500004	1.0
4970387at2759	F135208	TFY73807.1	9cf7d562d9b91e3cee0dbac099fd1896bbc9997026ec14dc21889623a50e98d3	AF-A0A4Y9ZIF3-F1	6	data/structures/afdb/AF-A0A4Y9ZIF3-F1-v6.cif	e36f4810c46a863a5b029ac6ac448639a4e223797e853fcda3d643d8585a352e	GDM	AlphaFold Monomer v2.0 pipeline	1	1	136	86.63772058823527	0.9632352941176471
4970387at2759	F78915	RKP04377.1	bcf78b34e5291a5797ae9fff3994318524fa8d44a8a8b0e77f60fdef73017628	AF-A0A4P9XFM8-F1	6	data/structures/afdb/AF-A0A4P9XFM8-F1-v6.cif	f28a4d092745fa33d9ce8b51855c54d6c9be5be214725a3671eec39f3833dda2	GDM	AlphaFold Monomer v2.0 pipeline	1	1	132	86.34386363636366	0.9393939393939394
4970387at2759	F979761	KAF9552659.1	34efdc665df0ed58678e95816542864e42aed97851d82499d9cff0ece04f1906	AF-A0A9P6FIX3-F1	6	data/structures/afdb/AF-A0A9P6FIX3-F1-v6.cif	9c74f35dc38af2abf98ccc87334505f261f223b8f1b8ebea68d199f5f1bf5aa0	GDM	AlphaFold Monomer v2.0 pipeline	1	1	102	90.32617647058821	1.0
4970387at2759	F994334	RUO96614.1	b8ba1f20e452aab451671387b4005cc0752220f7e90f70e07855e8dbee1eb512	AF-A0A433A1Q6-F1	6	data/structures/afdb/AF-A0A433A1Q6-F1-v6.cif	604b3811a2fc15a52b42cc9e2e25b8f92bf8392ad7c26c7aa53f69ce60f65242	GDM	AlphaFold Monomer v2.0 pipeline	1	1	122	77.9010655737705	0.7295081967213115
4971272at2759	O691883	XP_009498345.1	d482b4c269fb403fb458724e2fed3292144e80bb1cc7db2004e08b8ff06fd8b0	AF-A0A058YZ19-F1	6	data/structures/afdb/AF-A0A058YZ19-F1-v6.cif	e02f92caf492a4dc5eaeff9f41b1961a97b5a5a5dd98932e35d8c1ede34b6792	GDM	AlphaFold Monomer v2.0 pipeline	1	1	307	83.94407166123774	0.9446254071661238
4974767at2759	F103449	XP_008075419.1	3c0bc327c98ac26f16b37ad2e89751016da34be3a90fe80969d4604a58543128	AF-L2GS18-F1	6	data/structures/afdb/AF-L2GS18-F1-v6.cif	b921b17db8c230914e1ba3adad095d045c5c0b9c56ab5c2bfb9ddb25bcd04e2a	GDM	AlphaFold Monomer v2.0 pipeline	1	1	93	91.53623655913974	0.946236559139785
4974767at2759	F2650707	KAJ2841985.1	7ffe79990de07534594331eeaf2ee14c8aecdd8582c01c007fd27c6b19d55c32	AF-A0A9W8I531-F1	6	data/structures/afdb/AF-A0A9W8I531-F1-v6.cif	8407d015794aaf22849bd52f9814ebc33982d5f7d5687f6583d868688c9b8f0e	GDM	AlphaFold Monomer v2.0 pipeline	1	1	109	93.04660550458713	1.0
4974767at2759	F574656	XP_064693349.1	ad7e39192cf03ad9e42cbf3bfc2f3e6662838e9d7e339dd7fc3e680e08fad447	AF-A0AAE1C370-F1	6	data/structures/afdb/AF-A0AAE1C370-F1-v6.cif	bae5da3d610c666dc222fc361dd5fde5b1ca4c9cb235662548352d7dd232823d	GDM	AlphaFold Monomer v2.0 pipeline	1	1	94	72.44904255319148	0.6808510638297872
4974767at2759	F64571	XP_021875617.1	75e3f55976b4a9fe824e4de9ba642ae1bdf3710a94cd327476711d26f5ccc1d8	AF-A0A1Y2G7I5-F1	6	data/structures/afdb/AF-A0A1Y2G7I5-F1-v6.cif	d45f0cf9912f4ba1677239e8af75d446ac4404673a7002b97aa09f5e7fb023e1	GDM	AlphaFold Monomer v2.0 pipeline	1	1	134	93.55029850746266	1.0
4976279at2759	F1246581	PJF16590.1	a2e0716127e03eda3031ebe1f8d4f13d05f108c95705802fc049bddf52a2961f	AF-A0A2H9TG71-F1	6	data/structures/afdb/AF-A0A2H9TG71-F1-v6.cif	3128faac99a7920d068aae2c0aef728aee980f1b509d2cdd45ed0d22ee9d13af	GDM	AlphaFold Monomer v2.0 pipeline	1	1	228	96.04552631578943	1.0
4977163at2759	F109760	XP_016604186.1	cc6d95b14f7219b80f67b0cd9a20aea7a8bb4af09850236f10fcfc85117a6047	AF-A0A0L0H5G9-F1	6	data/structures/afdb/AF-A0A0L0H5G9-F1-v6.cif	baf5aa73dcc06518169d853cd87b2e457e3e50afcfeac80e977faea1c11d1b6f	GDM	AlphaFold Monomer v2.0 pipeline	1	1	141	94.13382978723399	0.9929078014184397
4977163at2759	F58291	XP_023461096.1	807447391bc7f406d55f9e32377c569a008465e727eeec136d6a177ae0a51a56	AF-A0A2G4SF32-F1	6	data/structures/afdb/AF-A0A2G4SF32-F1-v6.cif	a7d2069a984a9547c63751cbc732015d22b798686bdfc3502652877fe1d29a08	GDM	AlphaFold Monomer v2.0 pipeline	1	1	141	92.02028368794323	1.0
4977163at2759	O192875	XP_004363952.1	c2117ab429e4320877bc30d21638792855c4d0c5f22a9cf7990c6d5f021322c5	AF-A0A0D2UAN6-F1	6	data/structures/afdb/AF-A0A0D2UAN6-F1-v6.cif	f617e26ff076e1dad0ff8d1f6b3c2b1e69637e58a9316f527576be1db271728a	GDM	AlphaFold Monomer v2.0 pipeline	1	1	141	91.56375886524822	0.9716312056737588
4983000at2759	F1246581	PJF16693.1	2147ad9b2362aaf4e457249f0cdee7275fcc066aa0badde07885f62adfefebeb	AF-A0A2H9TFZ2-F1	6	data/structures/afdb/AF-A0A2H9TFZ2-F1-v6.cif	e66138adadbaa0350ff7a966c496b700df1604f8924d737fa1c7c39b6977b446	GDM	AlphaFold Monomer v2.0 pipeline	1	1	388	84.98077319587627	0.8994845360824743
4983000at2759	F1712513	RKP22354.1	073305b2ce152362720ded1edafd49903bb7eb7fb5777b094dd34d657c30fb7c	AF-A0A4P9YRJ7-F1	6	data/structures/afdb/AF-A0A4P9YRJ7-F1-v6.cif	035ad228538aeebc174b98ec215bf56e870fc849292a9ef24db2817bad9f977d	GDM	AlphaFold Monomer v2.0 pipeline	1	1	451	85.57128603104208	0.9046563192904656
4985971at2759	F148305	XP_030976306.1	8d61adb8359f5d238df5099cc8f9a604ecac3593bce656db00205072cf096387	AF-A0A6P8AN38-F1	6	data/structures/afdb/AF-A0A6P8AN38-F1-v6.cif	7dd11783e5bd431d167971dafeeaff18beb51c25dfc6b26ed7495efc9e26e320	GDM	AlphaFold Monomer v2.0 pipeline	1	1	279	88.45121863799285	0.992831541218638
4985971at2759	F1912939	XP_041218937.1	5f9a7c9507afeb49728939248f92d17d7c53f40f7fe8d791092e5e95c3dc2602	AF-A0AAD4DSY5-F1	6	data/structures/afdb/AF-A0AAD4DSY5-F1-v6.cif	c1dcdb8d431275072ad3c791e34df5eb84b047062b2a0d1d851e1562da7270b4	GDM	AlphaFold Monomer v2.0 pipeline	1	1	281	87.55128113879003	0.9893238434163701
4986044at2759	F144539	CAG8465463.1	1ea5804a522af7c579877a125ee82fa53f6472b7f0cf3a9c9886495e7b56baa4	AF-A0A9N8VV74-F1	6	data/structures/afdb/AF-A0A9N8VV74-F1-v6.cif	84c83124e55fd3fbacfc3e4f3eb633487aa186cf04a9ca048aac89c79224abdb	GDM	AlphaFold Monomer v2.0 pipeline	1	1	247	86.35263157894742	0.9190283400809717
5000045at2759	F144538	CAG8455222.1	87b84940067b50d7f916f387bf483b41efa445f6f83ecb037295240ecef9618a	AF-A0A9N8VN39-F1	6	data/structures/afdb/AF-A0A9N8VN39-F1-v6.cif	c6d353ae3af0e6e30a97500885a1f37bec98b5e742f775ef152cb371dd49fcaf	GDM	AlphaFold Monomer v2.0 pipeline	1	1	301	72.61940199335547	0.6179401993355482
5000045at2759	F2831993	KII84146.1	a85391b0a11a3359914f8de3797b769f09d8c2646e819a2e3795f7bec2f12bf7	AF-A0A0C9SKQ5-F1	6	data/structures/afdb/AF-A0A0C9SKQ5-F1-v6.cif	35886bcbd7bfb4c9cc9fc429afe36ce2a2ccf4baf209856f1ac38e2323727ce1	GDM	AlphaFold Monomer v2.0 pipeline	1	1	298	72.75322147651009	0.6241610738255033
5000045at2759	F29889	KZT50891.1	9c0e0dfd0c5951ef9f4a4cad96e98397680cf157972fdc0167b94d0391456f5e	AF-A0A165CJ77-F1	6	data/structures/afdb/AF-A0A165CJ77-F1-v6.cif	2677b17a72c1f07c03982d1a49c24788afef197dfa001f80dcf92ddd3700a605	GDM	AlphaFold Monomer v2.0 pipeline	1	1	300	74.91876666666671	0.7333333333333333
5000371at2759	F423460	ORX80347.1	a06ef52890641d5dbeea67eba9cc23fda236fcef4759e11e7d88d11f2ea23a54	AF-A0A1Y1X3G1-F1	6	data/structures/afdb/AF-A0A1Y1X3G1-F1-v6.cif	6fa25922bec07dda7dcf081bd2b14c2fe114ee123986bd9e6b1bc8e909af5891	GDM	AlphaFold Monomer v2.0 pipeline	1	1	426	87.72354460093901	0.9084507042253521
5000371at2759	F746128	XP_751617.1	245072443b4a669299090c0781ba3a79be190dc18b718cdeb6e055cca2dc4309	AF-Q4WQA5-F1	6	data/structures/afdb/AF-Q4WQA5-F1-v6.cif	f93ef19bc1589b551f8202a9f1e09492b4cdd07b8ea805976bb34b78bca839fc	GDM	AlphaFold Monomer v2.0 pipeline	1	1	387	88.8688630490955	0.8914728682170543
5000452at2759	F162425	XP_050469171.1	7dffdf4a4e8ea78958549faa14dd5344c377d48ea8ae0c7ae678d97383ffdae1	AF-C8VRT1-F1	6	data/structures/afdb/AF-C8VRT1-F1-v6.cif	4dbf2e0571a9783beb255fcc5c340985778e21d4aa3d4f56818dda33b231349d	GDM	AlphaFold Monomer v2.0 pipeline	1	1	287	92.64595818815337	0.9581881533101045
5000452at2759	F4903	XP_020068944.1	ca65eabc12e5f5481a7ce6651fdd1ef45fb6ef354cfa750958ae3891b21f13b6	AF-A0A1E4RXV2-F1	6	data/structures/afdb/AF-A0A1E4RXV2-F1-v6.cif	59cf2e54c3c7318833afa2dfea9802010350aa47c3158cf992eb50fb0934048b	GDM	AlphaFold Monomer v2.0 pipeline	1	1	281	95.0682206405694	0.99644128113879
5000452at2759	O5786	XP_003283497.1	77af74dc29be61e07f36ce00c142a7b7b347f6c605483c22fad498da4cd24430	AF-F0Z7S3-F1	6	data/structures/afdb/AF-F0Z7S3-F1-v6.cif	63b18aefc16a44746bcf9c196980b53a856ba81781700fe4040dcce8fb07c5ad	GDM	AlphaFold Monomer v2.0 pipeline	1	1	288	84.83381944444449	0.9826388888888888
5000476at2759	F281847	EPZ30991.1	b89cc8927233fd43e6b72fb83c160d8f071fcdf42e6c4266c63943832a7e1635	AF-A0A075AMT1-F1	6	data/structures/afdb/AF-A0A075AMT1-F1-v6.cif	90bb64392a247de1111c9f024e7ab5ed0b9e37f49a4b6d884cb89d4d15106bfb	GDM	AlphaFold Monomer v2.0 pipeline	1	1	306	86.65251633986922	0.9967320261437909
5000476at2759	O81824	XP_001742315.1	90b388dd791720787a1ad9268af4253680c1e31679a40510315cc9da8ab10d59	AF-A9UQ86-F1	6	data/structures/afdb/AF-A9UQ86-F1-v6.cif	c376d221e611e1dffb5aa0519ce007517eeb9b42576fc2eccac5b4e7a69379f7	GDM	AlphaFold Monomer v2.0 pipeline	1	1	306	82.50330065359469	0.9411764705882353
5000743at2759	F109876	ORZ31609.1	2adb49afc0eb001f36320e5fbeda63c85f7c4e306985bc9ddb107f458007198e	AF-A0A1Y2HAL1-F1	6	data/structures/afdb/AF-A0A1Y2HAL1-F1-v6.cif	cc49e5909a2cc06f2282ac2435d8bab32394ea09e0937fa4b911c369a76ef271	GDM	AlphaFold Monomer v2.0 pipeline	1	1	156	88.941923076923	0.9038461538461539
5000743at2759	F1907219	RKP12168.1	36a61458d7e5154316b0bc6f13776ab1b2485d458a12cfaf0a8fd0121e215579	AF-A0A4P9Y063-F1	6	data/structures/afdb/AF-A0A4P9Y063-F1-v6.cif	af30357c23607a5c37ef51e0cfb562e11406a393d4ce2af77d235998f1834eed	GDM	AlphaFold Monomer v2.0 pipeline	1	1	166	93.49108433734938	0.9879518072289156
5000743at2759	F91625	KAG2171764.1	a6581f851a031a561a98cee12035e1a6736745f7b1073f29e1f88448bed3c7dc	AF-A0A8H7PD74-F1	6	data/structures/afdb/AF-A0A8H7PD74-F1-v6.cif	a407155b0ff6100392ab7b6380b89315cf9d425d551c0ffd25a470807a88cf24	GDM	AlphaFold Monomer v2.0 pipeline	1	1	166	94.2729518072289	0.9879518072289156
5000743at2759	O946362	XP_004998818.1	d918016dc82496ca7059ee964607727d35119b32acc15f3c6d890f1aa8d06b17	AF-F2TW01-F1	6	data/structures/afdb/AF-F2TW01-F1-v6.cif	4a4f204eb4526b2e2fe5f957c5b1d87f484b5cb038350a3c93a192f1e8952cc3	GDM	AlphaFold Monomer v2.0 pipeline	1	1	166	93.77686746987953	0.9939759036144579
5000986at2759	O72019	XP_014149514.1	dc21463a825a421ab818307749f78e7da52cb34912064e4c57e47187392fb5ec	AF-A0A0L0FFR3-F1	6	data/structures/afdb/AF-A0A0L0FFR3-F1-v6.cif	ad0e989bfdb225cbbbfabe7678aa13927a57ebd2db0fa66554d1e78648568f54	GDM	AlphaFold Monomer v2.0 pipeline	1	1	316	94.82458860759489	1.0
5000986at2759	O81824	XP_001742132.1	e6ac01ff80c8ac3aa65497e22242d6105cac84ca92ac1e62475fa2b7cfc6515a	AF-A9UP73-F1	6	data/structures/afdb/AF-A9UP73-F1-v6.cif	1b37fda353ada4cbb6bfe5d10a4739fe20b482d8a0ada16e030493fff24b04b0	GDM	AlphaFold Monomer v2.0 pipeline	1	1	401	90.05658354114719	0.9451371571072319
5001156at2759	F103449	XP_008075404.1	dc8c023df928b20f132ee7073d8f6bac76172023f6a30d85ad5b60d6c33f4fa1	AF-L2GRV1-F1	6	data/structures/afdb/AF-L2GRV1-F1-v6.cif	dd48afb8e1a755c4d72986d131f19bc4a0565287d1e49dae874f2b22d9a14614	GDM	AlphaFold Monomer v2.0 pipeline	1	1	73	94.95452054794524	1.0
5001273at2759	F1343610	KAG0251091.1	a497dda80f80f1b3fedd89d6d294495cb53e9c6dd5c4eb71306b7cb13c7029d8	AF-A0A9P6PSE3-F1	6	data/structures/afdb/AF-A0A9P6PSE3-F1-v6.cif	0ef5e8be29293c440ced137998f9fb358adb6777e1928d02c35fcce073945404	GDM	AlphaFold Monomer v2.0 pipeline	1	1	161	84.51652173913045	0.8322981366459627
5001273at2759	O225164	XP_009059561.1	b70f9a86383cb1c7fe97ba6d56cbd62bc336a62f0407486ea30ff4ec9665a87b	AF-V3ZF40-F1	6	data/structures/afdb/AF-V3ZF40-F1-v6.cif	8954a0cdcae9ba30aae3d5a81fad5c2d19cc471e64347daf53f4022055de3125	GDM	AlphaFold Monomer v2.0 pipeline	1	1	229	85.85244541484722	0.9170305676855895
5001318at2759	F181123	MBW0467912.1	507eebdecd7635c17a88fc5e30b881d3e09d59f68e36fed37f5082e9d7fcfd06	AF-A0A9Q3BN53-F1	6	data/structures/afdb/AF-A0A9Q3BN53-F1-v6.cif	b9c9ba62f790593f52ab5d1f185e21d262acb21c55cff7bd0270394f9e7804b3	GDM	AlphaFold Monomer v2.0 pipeline	1	1	310	77.39348387096777	0.7419354838709677
5001318at2759	F28583	KNE54702.1	ca3004fb30bff40f6effe4a55a1649107ba78bd26fe77eb8116d41865ff05a0b	AF-A0A0L0RWD5-F1	6	data/structures/afdb/AF-A0A0L0RWD5-F1-v6.cif	0a9d3f8a07a682eca5ea958ea15fc3075adee41af4337cfd0e47b337c7f923b7	GDM	AlphaFold Monomer v2.0 pipeline	1	1	310	81.25825806451618	0.7967741935483871
5001318at2759	F29889	KZT50299.1	164db04aa6ad56e4b3592f3b436b1603cd876f07d57d2620741f1ecb48ab9ef1	AF-A0A165C655-F1	6	data/structures/afdb/AF-A0A165C655-F1-v6.cif	6a4208f67b1c148268af984d714082d3a43327a30c02ee6ecaedca130909a123	GDM	AlphaFold Monomer v2.0 pipeline	1	1	309	80.05660194174753	0.8122977346278317
5001318at2759	O5786	XP_003283286.1	6a86f1a17bb54d02751c90c7325b3dd510b6a97a0c300eca5eee07e56074c9d4	AF-F0Z790-F1	6	data/structures/afdb/AF-F0Z790-F1-v6.cif	c59db01e84dbd999be8769e37dd1de596a205ef8e74df9bc5b0ffbe0a32344ce	GDM	AlphaFold Monomer v2.0 pipeline	1	1	306	84.19781045751627	0.8529411764705882
5001318at2759	O6239	NP_492343.2	aecf2f9ed3a66b78e5374c5e035cf668ea0c4f497972276288864f720832d198	AF-G5EEW6-F1	6	data/structures/afdb/AF-G5EEW6-F1-v6.cif	e761bdca447a864a189b4e57c2f105c10f84f2c761ce2dfe6b1c4d4c1c3398ed	GDM	AlphaFold Monomer v2.0 pipeline	1	1	310	85.22841935483865	0.8774193548387097
5001413at2759	F6035	NP_586449.2	2c2793834f291a37814389964c94b111f0f725077d2af9f24ad8ed233eace3f2	AF-Q8SQT9-F1	6	data/structures/afdb/AF-Q8SQT9-F1-v6.cif	7001bb9f9192e4a8a39229bae31fd340b8ceb8b83a3f3a0dd106a8e975b54f2e	GDM	AlphaFold Monomer v2.0 pipeline	1	1	234	94.84166666666673	1.0
5001473at2759	F144539	CAG8463635.1	6d8acf98c2084b96223e29afd45675f51eceb74da50ab9e0e39451e4c7fc57c9	AF-A0A9N8VWP8-F1	6	data/structures/afdb/AF-A0A9N8VWP8-F1-v6.cif	17dddd76dfcd08ceeb0b1781eeca4b622ca9076ced99ee5eb178a00593d3b59c	GDM	AlphaFold Monomer v2.0 pipeline	1	1	77	92.52103896103895	1.0
5001473at2759	F1658444	XP_049177412.1	0a9ce61e6a3969318803b9b284504fed8eb57bcc35a523d0d25848dbab0b6e43	AF-A0A9Q0ATD7-F1	6	data/structures/afdb/AF-A0A9Q0ATD7-F1-v6.cif	cd9cc6c2a74e8f3b2521817f6462a02d7df05eaf66ca12006786c61830584f08	GDM	AlphaFold Monomer v2.0 pipeline	1	1	80	95.43825000000001	1.0
5001473at2759	F56493	KAF9777794.1	c4dd4f0709793a131b33f83aa8f055619aee7b5123f627cf53c1910149e253ed	AF-A0A9P6H2H3-F1	6	data/structures/afdb/AF-A0A9P6H2H3-F1-v6.cif	e0cc28259335d92dbae9a6acbb084348dadaf33d5ea33762e2a14caece1056fa	GDM	AlphaFold Monomer v2.0 pipeline	1	1	81	92.24827160493824	0.9629629629629629
5001473at2759	F588596	XP_025184948.2	bcde186a4fcdae240d0ba4efef0875604df73a52e676cac379ec78947bc22fa4	AF-A0A015I6D7-F1	6	data/structures/afdb/AF-A0A015I6D7-F1-v6.cif	14d3a53a62fa1795b65e028fe1fa51a13139093ee6e2ccc7e729388f8cb7af27	GDM	AlphaFold Monomer v2.0 pipeline	1	1	80	90.04799999999999	0.9375
5001473at2759	F994334	RUO95887.1	0b9d75ba5f95b0f8ff2e8259fe79e0a4f7773f3061ee2b93214e395bb2712a25	AF-A0A432ZZH0-F1	6	data/structures/afdb/AF-A0A432ZZH0-F1-v6.cif	09cb31d980d2ad11c6875b1d43cb3f6970f302e4094100dd0b5e2a7c1fc023a1	GDM	AlphaFold Monomer v2.0 pipeline	1	1	28	92.49857142857142	0.9642857142857143
5001473at2759	O7227	NP_524910.1	ab1655fa96192be05fc9aa0377a2435f906f694c5a366f1d8314959d800bc7b1	AF-A0A1B2AK96-F1	6	data/structures/afdb/AF-A0A1B2AK96-F1-v6.cif	a575dbe4aa514ea77b4b7ecc9e0ef3b55efc3961142ffc451f086170dacd1e60	GDM	AlphaFold Monomer v2.0 pipeline	1	1	79	93.33215189873417	1.0
5001473at2759	O946362	XP_004998962.1	90707dcb370fae0794dbc1a58389f3afec734ccd701473b7a139a7f6c3be5833	AF-F2TWE7-F1	6	data/structures/afdb/AF-F2TWE7-F1-v6.cif	e8470df54301ea57acd4352d7805425250d10684534060d106a26660924b1b55	GDM	AlphaFold Monomer v2.0 pipeline	1	1	80	91.724125	0.9375
5001734at2759	F41833	XP_051440432.1	d8d7a127525fa813880c3351c6e0fc3a87ecb748b72fe62b003262fe68ee36d1	AF-A0AAD5DZZ9-F1	6	data/structures/afdb/AF-A0AAD5DZZ9-F1-v6.cif	67dbd19d15b9bb09ef348b433d6e71af145600b6a7f8e31843e828384f2a1883	GDM	AlphaFold Monomer v2.0 pipeline	1	1	176	85.5106818181818	0.8863636363636364
5001734at2759	O133409	KAF2069562.1	a71a413abb79192e381b0879d33f8b0d6ae440187cc7450b603ddfe2b3789906	AF-A0A8J4PM44-F1	6	data/structures/afdb/AF-A0A8J4PM44-F1-v6.cif	d49af4e7db7ea878f514cfd6d67fc57c99586273f6c68b810a8585d845c7c0b1	GDM	AlphaFold Monomer v2.0 pipeline	1	1	177	87.12553672316385	0.9378531073446328
5001734at2759	O45351	XP_001637461.1	11c9b9fbadb9c8d7fa7595429449b38a8a3e210dd1e1d4d41f37308f2ad7063a	AF-A7RT52-F1	6	data/structures/afdb/AF-A7RT52-F1-v6.cif	306c9150f58c1762796e8e0eeb1f20ca603bff00f6a6761b0fe6f1a80eae360a	GDM	AlphaFold Monomer v2.0 pipeline	1	1	177	86.2865536723164	0.9209039548022598
5002334at2759	F1246581	PJF16793.1	295174b6119b9b8280053ed89f4fa62e6926cfafc180f82a7758cb1d6704535a	AF-A0A2H9TG93-F1	6	data/structures/afdb/AF-A0A2H9TG93-F1-v6.cif	47e601f38ff5990369f994fb3e38c62194b39d441e62ea3c69c5452a3209109b	GDM	AlphaFold Monomer v2.0 pipeline	1	1	210	93.76685714285715	1.0
5002334at2759	F1520584	KAJ1952196.1	fb83d331295184807d2225b0033f96ec56a1218962d5febc8bab8880836f23e5	AF-A0A9W8AIR8-F1	6	data/structures/afdb/AF-A0A9W8AIR8-F1-v6.cif	69211534761822e4bbdbacd1cfc9085228a7fc9425c68616673270a8f9488f95	GDM	AlphaFold Monomer v2.0 pipeline	1	1	216	94.62611111111116	0.9907407407407407
5002334at2759	F281847	EPZ31334.1	026b8133443eee3115364648b12eaf9ea11626fc85f1e8dfb5d04a926fc2bc81	AF-A0A075ANF3-F1	6	data/structures/afdb/AF-A0A075ANF3-F1-v6.cif	4d3638b433bbb283aa7d418c800b861d819e3d8db67e9b40561454d36074f91e	GDM	AlphaFold Monomer v2.0 pipeline	1	1	205	91.50312195121947	0.9853658536585366
5002334at2759	F423460	ORX81809.1	774bec6308a6638102513876df2750e0d74229c901b7563018b16380423f95dd	AF-A0A1Y1X7S3-F1	6	data/structures/afdb/AF-A0A1Y1X7S3-F1-v6.cif	46059d659fe7f7ade3ebbfa7e5defdf3e8bc3a21c9a90f1eb484480eb756648d	GDM	AlphaFold Monomer v2.0 pipeline	1	1	227	95.10788546255509	1.0
5002573at2759	F1123529	KXS09911.1	776d17d4f4dcd0f30dc34b905781134fb26e5ae2e15e3f88a69277abdf6e2f8d	AF-A0A138ZZJ1-F1	6	data/structures/afdb/AF-A0A138ZZJ1-F1-v6.cif	0e00e6a0763dde40e56906781e7afd02839ebc52ac2ddb008f4bcc73f62874e7	GDM	AlphaFold Monomer v2.0 pipeline	1	1	357	85.8575070028011	0.9635854341736695
5002573at2759	O529818	XP_013762940.1	2e2d52984c613590319ad6ff80c14a7c13c09c8a7d25f9b5cae7baf0690d4568	AF-A0A0L0D0Q7-F1	6	data/structures/afdb/AF-A0A0L0D0Q7-F1-v6.cif	f67b146bd8600de3d895691d0cb858fc0b7d12870b726b36047b7268885afcdd	GDM	AlphaFold Monomer v2.0 pipeline	1	1	357	88.26263305322128	0.9523809523809523
