marker	fit	sites	log_likelihood	original_fit_log_likelihood	log_likelihood_change	site_likelihood_sum_error	printed_precision_bound	gamma_alpha	warnings
5015742at2759	3di_af	394	-2233.0226	-2233.0226	0.0	0.00030999999989944627	0.011515009999999954	1.2791	1
5015742at2759	3di_af_empirical	394	-2172.9153	-2172.9153	0.0	0.00018000000000029104	0.008320009999999952	1.1363	1
5015742at2759	3di_llm	394	-2296.8976	-2296.8976	0.0	9.999999747378752e-06	0.016645010000000005	1.4905	1
5017019at2759	aa	139	-1483.3112	-1483.3111	-0.00010000000020227162	0.0002399999998488056	0.00839500999999998	1.6072	0
5017019at2759	3di_af	139	-1042.9716	-1042.9716	0.0	0.00014000000010128133	0.005740009999999988	1.0035	2
5017019at2759	3di_af_empirical	139	-1042.0073	-1042.0073	0.0	9.999999997489795e-05	0.008440009999999968	0.6682	2
5017019at2759	3di_llm	139	-1052.7741	-1052.7741	0.0	0.00011000000017702405	0.003760009999999996	1.0658	2
529759at2759	aa	226	-7981.6826	-7981.6809	-0.0016999999998006388	0.0015199999998003477	0.026290010000000145	0.6113	1
529759at2759	3di_af	226	-7959.9897	-7959.9897	0.0	0.0015300000004572212	0.02534501000000009	0.3764	2
529759at2759	3di_af_empirical	226	-7880.4376	-7880.4376	0.0	0.0005600000004051253	0.03524501000000013	0.3823	2
529759at2759	3di_llm	226	-8129.3925	-8129.3925	0.0	0.001089999999749125	0.03232001000000017	0.3887	2
539632at2759	aa	257	-5507.5409	-5507.5407	-0.00020000000040454324	0.0003800000004048343	0.01758001000000003	0.4516	0
539632at2759	3di_af	257	-3254.7622	-3254.7622	0.0	9.999999747378752e-06	0.019155009999999997	0.4005	1
539632at2759	3di_af_empirical	257	-3254.1848	-3254.1848	0.0	0.00012000000015177648	0.01704001000000003	0.4111	1
539632at2759	3di_llm	257	-3290.453	-3290.453	0.0	0.00030999999989944627	0.011505009999999958	0.4193	1
540946at2759	aa	401	-4774.7751	-4774.775	-0.00010000000020227162	0.0003500000002532033	0.04269001000000029	0.9575	0
540946at2759	3di_af	401	-3050.8907	-3050.8907	0.0	0.0001999999999497959	0.07482001000000013	0.8067	1
540946at2759	3di_af_empirical	401	-3029.312	-3029.312	0.0	0.0003899999996974657	0.01978501000000006	0.6972	1
540946at2759	3di_llm	401	-3099.5582	-3099.5582	0.0	0.0001700000002529123	0.027570010000000204	0.8037	1
541070at2759	aa	222	-24254.1151	-24254.1151	0.0	0.0014699999992444646	0.13454001000000002	0.584	1
541070at2759	3di_af	222	-17001.4335	-17001.4335	0.0	0.0004799999987881165	0.16662500999999977	0.7786	2
541070at2759	3di_af_empirical	222	-16930.3003	-16930.3003	0.0	0.0011200000008102506	0.1160000099999998	0.7486	2
541070at2759	3di_llm	222	-17276.3945	-17276.3945	0.0	0.0005200000014156103	0.15474500999999985	0.7658	2
554735at2759	aa	231	-18071.4692	-18071.4692	0.0	0.0010499999989406206	0.10835000999999993	0.6672	1
554735at2759	3di_af	231	-12954.9926	-12954.9926	0.0	0.0032700000010663643	0.08360001000000002	0.5719	1
554735at2759	3di_af_empirical	231	-13053.7407	-13053.7407	0.0	0.002050000000963337	0.07640001000000003	0.5544	1
554735at2759	3di_llm	231	-13057.5359	-13057.5359	0.0	0.00015000000166764949	0.13980501	0.5742	1
649304at2759	aa	276	-6599.7155	-6599.7145	-0.0010000000002037268	0.00045000000045547495	0.12878000999999975	0.5729	1
649304at2759	3di_af	276	-3605.5034	-3605.5034	0.0	0.0003400000000510772	0.03135501000000021	0.5083	2
649304at2759	3di_af_empirical	276	-3501.5	-3501.5	0.0	0.00046999999995023245	0.5191100100000003	0.4734	2
649304at2759	3di_llm	276	-3634.8972	-3634.8972	0.0	0.00021999999989930075	0.014480009999999955	0.4898	2
707076at2759	aa	228	-8770.5494	-8770.5494	0.0	0.0012900000001536682	0.02873001000000022	0.6306	2
707076at2759	3di_af	228	-6198.1791	-6198.1791	0.0	0.000210000000151922	0.029450010000000162	0.4926	2
707076at2759	3di_af_empirical	228	-6169.3544	-6169.3544	0.0	0.0012299999998504063	0.02067501000000006	0.4699	2
707076at2759	3di_llm	228	-6294.7884	-6294.7884	0.0	0.0007899999991423101	0.03539001000000012	0.4932	2
707202at2759	aa	323	-4101.9324	-4101.9323	-9.999999929277692e-05	0.0009500000005573384	0.02736001000000014	1.4708	0
707202at2759	3di_af	323	-3196.5034	-3196.5034	0.0	0.0002500000000509317	0.020025009999999947	1.1777	1
707202at2759	3di_af_empirical	323	-3142.3619	-3142.3619	0.0	0.000709999999799038	0.033120010000000234	1.0958	1
707202at2759	3di_llm	323	-3281.4592	-3281.4592	0.0	1.0000000202126103e-05	0.024660010000000072	1.2609	1
727964at2759	aa	241	-2574.5564	-2574.5563	-9.999999974752427e-05	0.00032000000010157237	0.03046001000000017	1.0968	1
727964at2759	3di_af	241	-1921.3324	-1921.3324	0.0	9.999999997489795e-05	0.012730009999999972	1.0975	3
727964at2759	3di_af_empirical	241	-1840.9257	-1840.9257	0.0	0.0002899999999499414	0.016240009999999964	0.7397	3
727964at2759	3di_llm	241	-1962.0261	-1962.0261	0.0	0.0002500000000509317	0.01151500999999996	1.0598	3
760428at2759	aa	331	-6200.6999	-6200.6997	-0.00019999999949504854	0.0002699999995456892	0.034870010000000166	1.1513	1
760428at2759	3di_af	331	-4597.3191	-4597.3191	0.0	0.0005299999993439997	0.030550010000000183	1.3192	2
760428at2759	3di_af_empirical	331	-4456.0334	-4456.0334	0.0	0.000210000000151922	0.13445500999999965	1.033	2
760428at2759	3di_llm	331	-4731.4884	-4731.4884	0.0	0.00018000000000029104	0.07271500999999983	1.351	2
776280at2759	aa	243	-1478.0821	-1478.082	-9.999999997489795e-05	6.999999982326699e-05	0.015845009999999993	0.7388	1
776280at2759	3di_af	243	-1162.2716	-1162.2716	0.0	7.000000005064066e-05	0.004010009999999985	8.2821	2
776280at2759	3di_af_empirical	243	-1097.6641	-1097.6641	0.0	0.00022999999987405317	0.003740009999999983	3.2848	2
776280at2759	3di_llm	243	-1194.4749	-1194.4749	0.0	0.0002899999999499414	0.009905009999999983	156.8067	2
801816at2759	aa	153	-9669.7308	-9669.7308	0.0	0.0008499999985360773	0.03933501000000008	0.7798	1
801816at2759	3di_af	153	-8738.3101	-8738.3101	0.0	0.0005799999998998828	0.03330501000000008	0.5618	2
801816at2759	3di_af_empirical	153	-8746.7323	-8746.7323	0.0	0.0008299999990413198	0.10665500999999997	0.5166	2
801816at2759	3di_llm	153	-8769.7589	-8769.7589	0.0	0.002429999998639687	0.05112501000000006	0.4672	2
