representative_input_id	models	unique_sequences	taxa	ingroup_taxa	outgroup_taxa	sources	markers	marker_ids_json	major_lineages_json	minimum_length	maximum_length	model_weighted_median_mean_CA_plddt	models_mean_CA_plddt_below70	edges_not_passing_both_approximate_directions	edge_qualification	orthology_status
M004046	3	3	3	2	1	AlphaFold	1	"[""4823929at2759""]"	"[""Ascomycota"", ""Ichthyosporea"", ""Zoopagomycota""]"	405	464	88.11076543209875	0	0	pending_exact_score_review	not_established_by_structural_clustering
M004049	1	1	1	1	0	AlphaFold	1	"[""5005010at2759""]"	"[""Zoopagomycota""]"	118	118	89.97847457627118	0	0	singleton_no_edge_test	not_established_by_structural_clustering
M004050	3	3	3	3	0	AlphaFold	1	"[""4940884at2759""]"	"[""Ascomycota"", ""Zoopagomycota""]"	642	762	75.22185039370082	0	0	pending_exact_score_review	not_established_by_structural_clustering
M004052	1	1	1	1	0	AlphaFold	1	"[""5000362at2759""]"	"[""Zoopagomycota""]"	694	694	82.65381844380407	0	0	singleton_no_edge_test	not_established_by_structural_clustering
M004060	1	1	1	1	0	AlphaFold	1	"[""5017019at2759""]"	"[""Zoopagomycota""]"	363	363	87.9856473829201	0	0	singleton_no_edge_test	not_established_by_structural_clustering
M004061	2	2	2	2	0	AlphaFold;ESMFold	1	"[""4908955at2759""]"	"[""Basidiomycota"", ""Zoopagomycota""]"	277	308	75.26848761818624	0	0	pending_exact_score_review	not_established_by_structural_clustering
M004064	1	1	1	1	0	AlphaFold	1	"[""760428at2759""]"	"[""Zoopagomycota""]"	321	321	82.73853582554514	0	0	singleton_no_edge_test	not_established_by_structural_clustering
M004065	1	1	1	1	0	AlphaFold	1	"[""5004599at2759""]"	"[""Zoopagomycota""]"	430	430	77.16383720930236	0	0	singleton_no_edge_test	not_established_by_structural_clustering
M004069	1	1	1	1	0	AlphaFold	1	"[""5013726at2759""]"	"[""Kickxellomycota""]"	182	182	90.88978021978028	0	0	singleton_no_edge_test	not_established_by_structural_clustering
M004078	1	1	1	1	0	AlphaFold	1	"[""4747214at2759""]"	"[""Microsporidia""]"	124	124	92.89540322580648	0	0	singleton_no_edge_test	not_established_by_structural_clustering
M004080	3	3	3	3	0	AlphaFold;ESMFold	1	"[""345792at2759""]"	"[""Ascomycota"", ""Microsporidia""]"	228	274	81.87823486328125	0	1	pending_exact_score_review	not_established_by_structural_clustering
M004081	1	1	1	1	0	AlphaFold	1	"[""5013726at2759""]"	"[""Microsporidia""]"	178	178	92.70005617977526	0	0	singleton_no_edge_test	not_established_by_structural_clustering
M004090	6	6	6	6	0	AlphaFold	1	"[""4983000at2759""]"	"[""Ascomycota"", ""Basidiomycota""]"	493	512	87.64529536494801	0	0	pending_exact_score_review	not_established_by_structural_clustering
M004091	3	3	3	3	0	AlphaFold	1	"[""4843240at2759""]"	"[""Ascomycota"", ""Basidiomycota"", ""Kickxellomycota""]"	543	613	71.58351749539602	1	0	pending_exact_score_review	not_established_by_structural_clustering
M004093	3	3	3	3	0	AlphaFold	1	"[""5000986at2759""]"	"[""Ascomycota"", ""Basidiomycota""]"	475	486	80.60936842105265	0	0	pending_exact_score_review	not_established_by_structural_clustering
M004097	18	18	18	18	0	AlphaFold	1	"[""4911644at2759""]"	"[""Ascomycota"", ""Basidiomycota"", ""Glomeromycota""]"	925	984	79.30152875941766	0	0	pending_exact_score_review	not_established_by_structural_clustering
M004100	49	49	50	50	0	AlphaFold	1	"[""5000986at2759""]"	"[""Ascomycota"", ""Basidiomycota""]"	547	699	77.01714759535655	2	0	pending_exact_score_review	not_established_by_structural_clustering
M004101	11	11	11	11	0	AlphaFold	1	"[""340246at2759""]"	"[""Ascomycota"", ""Basidiomycota""]"	671	934	68.76682730923692	10	0	pending_exact_score_review	not_established_by_structural_clustering
M004104	94	94	94	91	3	AlphaFold	1	"[""5005697at2759""]"	"[""Ascomycota"", ""Basidiomycota"", ""Metazoa""]"	594	761	71.99535036738769	9	0	pending_exact_score_review	not_established_by_structural_clustering
M004108	1	1	1	1	0	AlphaFold	1	"[""4971272at2759""]"	"[""Basidiomycota""]"	739	739	68.0342895805142	1	0	singleton_no_edge_test	not_established_by_structural_clustering
M004109	5	5	5	5	0	AlphaFold;ESMFold	1	"[""4970387at2759""]"	"[""Ascomycota"", ""Basidiomycota""]"	174	244	79.28168487548828	1	3	pending_exact_score_review	not_established_by_structural_clustering
M004110	1	1	1	1	0	AlphaFold	1	"[""288615at2759""]"	"[""Basidiomycota""]"	506	506	84.6530830039526	0	0	singleton_no_edge_test	not_established_by_structural_clustering
M004112	1	1	1	1	0	AlphaFold	1	"[""541070at2759""]"	"[""Basidiomycota""]"	197	197	79.77208121827414	0	0	singleton_no_edge_test	not_established_by_structural_clustering
M004114	1	1	1	1	0	AlphaFold	1	"[""5005010at2759""]"	"[""Ascomycota""]"	117	117	91.12658119658121	0	0	singleton_no_edge_test	not_established_by_structural_clustering
M004123	1	1	1	1	0	AlphaFold	1	"[""5013726at2759""]"	"[""Chytridiomycota""]"	181	181	91.47977900552482	0	0	singleton_no_edge_test	not_established_by_structural_clustering
M004125	3	3	3	3	0	AlphaFold;ESMFold	1	"[""539632at2759""]"	"[""Ascomycota"", ""Chytridiomycota""]"	326	395	73.88466257668713	0	0	pending_exact_score_review	not_established_by_structural_clustering
M004126	12	12	12	11	1	AlphaFold;ESMFold	1	"[""4613677at2759""]"	"[""Ascomycota"", ""Basidiomycota"", ""Chytridiomycota"", ""Nucleariida""]"	118	150	71.40015903501157	1	0	pending_exact_score_review	not_established_by_structural_clustering
M004139	1	1	1	1	0	AlphaFold	1	"[""530740at2759""]"	"[""Basidiomycota""]"	330	330	65.94827272727275	1	0	singleton_no_edge_test	not_established_by_structural_clustering
M004147	6	6	6	6	0	AlphaFold;ESMFold	1	"[""4977163at2759""]"	"[""Ascomycota"", ""Basidiomycota""]"	236	358	75.96486397779623	1	3	pending_exact_score_review	not_established_by_structural_clustering
M004167	1	1	1	1	0	AlphaFold	1	"[""5005010at2759""]"	"[""Ascomycota""]"	122	122	88.05795081967212	0	0	singleton_no_edge_test	not_established_by_structural_clustering
M004176	2	2	2	2	0	AlphaFold	1	"[""5014007at2759""]"	"[""Ascomycota""]"	493	550	85.13303016780381	0	0	pending_exact_score_review	not_established_by_structural_clustering
M004185	1	1	1	1	0	AlphaFold	1	"[""4977163at2759""]"	"[""Ascomycota""]"	157	157	72.18522292993629	0	0	singleton_no_edge_test	not_established_by_structural_clustering
M004194	14	14	14	14	0	AlphaFold	1	"[""776280at2759""]"	"[""Ascomycota"", ""Basidiomycota"", ""Glomeromycota""]"	601	751	84.4239337833493	1	0	pending_exact_score_review	not_established_by_structural_clustering
M004196	5	5	5	5	0	AlphaFold	1	"[""5006412at2759""]"	"[""Ascomycota""]"	576	660	68.5271682847897	4	2	pending_exact_score_review	not_established_by_structural_clustering
M004197	2	2	2	2	0	AlphaFold	1	"[""4976279at2759""]"	"[""Ascomycota""]"	650	804	64.77738874856482	1	0	pending_exact_score_review	not_established_by_structural_clustering
M004227	1	1	1	1	0	AlphaFold	1	"[""707076at2759""]"	"[""Ascomycota""]"	270	270	84.79885185185186	0	0	singleton_no_edge_test	not_established_by_structural_clustering
M004228	11	11	12	12	0	AlphaFold	1	"[""4823929at2759""]"	"[""Ascomycota"", ""Basidiomycota""]"	534	663	79.84949367088605	0	0	pending_exact_score_review	not_established_by_structural_clustering
M004231	2	2	2	2	0	AlphaFold	1	"[""5005274at2759""]"	"[""Ascomycota""]"	404	434	68.21230055436419	1	0	pending_exact_score_review	not_established_by_structural_clustering
M004232	1	1	1	1	0	AlphaFold	1	"[""115730at2759""]"	"[""Ascomycota""]"	594	594	73.56612794612796	0	0	singleton_no_edge_test	not_established_by_structural_clustering
M004235	96	96	112	112	0	AlphaFold;ESMFold	1	"[""4974767at2759""]"	"[""Ascomycota"", ""Basidiomycota"", ""Mortierellomycota""]"	140	183	88.1088295236061	14	1	pending_exact_score_review	not_established_by_structural_clustering
M004259	1	1	1	1	0	AlphaFold	1	"[""4940884at2759""]"	"[""Ascomycota""]"	1012	1012	65.40880434782605	1	0	singleton_no_edge_test	not_established_by_structural_clustering
M004260	2	2	2	2	0	AlphaFold	1	"[""5011777at2759""]"	"[""Ascomycota""]"	928	1124	54.89685145416619	2	0	pending_exact_score_review	not_established_by_structural_clustering
M004261	1	1	1	1	0	AlphaFold	1	"[""530740at2759""]"	"[""Ascomycota""]"	281	281	62.94537366548042	1	0	singleton_no_edge_test	not_established_by_structural_clustering
M004272	1	1	1	1	0	AlphaFold	1	"[""4986044at2759""]"	"[""Ascomycota""]"	872	872	56.26018348623856	1	0	singleton_no_edge_test	not_established_by_structural_clustering
M004274	4	4	4	4	0	AlphaFold	1	"[""5001318at2759""]"	"[""Ascomycota""]"	459	482	68.75175640098638	2	1	pending_exact_score_review	not_established_by_structural_clustering
M004281	2	2	2	2	0	AlphaFold;ESMFold	1	"[""4985971at2759""]"	"[""Ascomycota""]"	293	295	83.16807564583473	0	0	pending_exact_score_review	not_established_by_structural_clustering
M004290	15	15	15	15	0	AlphaFold;ESMFold	1	"[""538952at2759""]"	"[""Ascomycota""]"	458	590	69.60180198019808	8	0	pending_exact_score_review	not_established_by_structural_clustering
M004319	1	1	1	1	0	AlphaFold	1	"[""4803900at2759""]"	"[""Ascomycota""]"	128	128	91.27257812499998	0	0	singleton_no_edge_test	not_established_by_structural_clustering
M004338	1	1	1	1	0	AlphaFold	1	"[""5005217at2759""]"	"[""Ascomycota""]"	661	661	71.1534947049926	0	0	singleton_no_edge_test	not_established_by_structural_clustering
M004379	1	1	1	1	0	AlphaFold	1	"[""5005010at2759""]"	"[""Ascomycota""]"	117	117	90.36085470085473	0	0	singleton_no_edge_test	not_established_by_structural_clustering
M004399	1	1	1	1	0	AlphaFold	1	"[""4613677at2759""]"	"[""Ascomycota""]"	146	146	70.16267123287673	0	0	singleton_no_edge_test	not_established_by_structural_clustering
M004402	12	12	12	12	0	AlphaFold;ESMFold	1	"[""5005217at2759""]"	"[""Ascomycota"", ""Basidiomycota""]"	435	524	91.26929761467892	0	0	pending_exact_score_review	not_established_by_structural_clustering
M004403	64	64	64	64	0	AlphaFold;ESMFold	1	"[""5002334at2759""]"	"[""Ascomycota""]"	433	641	71.06837267260738	15	3	pending_exact_score_review	not_established_by_structural_clustering
M004418	71	71	74	74	0	AlphaFold	1	"[""4813267at2759""]"	"[""Ascomycota""]"	928	1125	61.41477640342532	71	0	pending_exact_score_review	not_established_by_structural_clustering
M004421	94	94	95	95	0	AlphaFold	1	"[""5005215at2759""]"	"[""Ascomycota"", ""Basidiomycota"", ""Mucoromycota""]"	520	743	73.75912241713868	2	0	pending_exact_score_review	not_established_by_structural_clustering
M004430	2	2	2	2	0	AlphaFold	1	"[""4900375at2759""]"	"[""Ascomycota""]"	149	177	85.56003867591858	0	0	pending_exact_score_review	not_established_by_structural_clustering
M004440	80	80	80	80	0	AlphaFold	1	"[""5004327at2759""]"	"[""Ascomycota"", ""Basidiomycota""]"	894	1110	80.54701182175458	0	0	pending_exact_score_review	not_established_by_structural_clustering
M004444	59	59	59	59	0	AlphaFold	1	"[""5011777at2759""]"	"[""Ascomycota""]"	896	1231	63.12328780487809	59	0	pending_exact_score_review	not_established_by_structural_clustering
M004450	1	1	1	1	0	AlphaFold	1	"[""530740at2759""]"	"[""Ascomycota""]"	273	273	70.03260073260077	0	0	singleton_no_edge_test	not_established_by_structural_clustering
M004451	1	1	1	1	0	AlphaFold	1	"[""4803900at2759""]"	"[""Ascomycota""]"	121	121	91.01958677685951	0	0	singleton_no_edge_test	not_established_by_structural_clustering
M004460	11	11	11	11	0	AlphaFold	1	"[""4986044at2759""]"	"[""Ascomycota""]"	703	883	64.98677206851116	11	1	pending_exact_score_review	not_established_by_structural_clustering
M004466	108	108	111	108	3	AlphaFold;ESMFold	1	"[""5002573at2759""]"	"[""Apusomonadida"", ""Ascomycota"", ""Basidiomycota"", ""Choanoflagellatea"", ""Metazoa"", ""Monoblepharomycota""]"	317	460	83.08222338466688	0	0	pending_exact_score_review	not_established_by_structural_clustering
M004468	53	53	49	49	0	AlphaFold	2	"[""3643464at2759"", ""5001941at2759""]"	"[""Ascomycota"", ""Basidiomycota""]"	885	1192	69.78365263157886	28	11	pending_exact_score_review	not_established_by_structural_clustering
M004482	1	1	1	1	0	AlphaFold	1	"[""5005010at2759""]"	"[""Ascomycota""]"	130	130	85.43946153846157	0	0	singleton_no_edge_test	not_established_by_structural_clustering
M004498	1	1	1	1	0	AlphaFold	1	"[""4613677at2759""]"	"[""Ascomycota""]"	135	135	73.05955555555558	0	0	singleton_no_edge_test	not_established_by_structural_clustering
M004502	1	1	1	1	0	AlphaFold	1	"[""4940884at2759""]"	"[""Ascomycota""]"	1180	1180	62.039500000000004	1	0	singleton_no_edge_test	not_established_by_structural_clustering
M004512	3	3	3	3	0	AlphaFold	1	"[""5006412at2759""]"	"[""Ascomycota""]"	663	774	65.1507891156464	3	0	pending_exact_score_review	not_established_by_structural_clustering
M004513	1	1	1	1	0	AlphaFold	1	"[""4977163at2759""]"	"[""Ascomycota""]"	234	234	86.32735042735041	0	0	singleton_no_edge_test	not_established_by_structural_clustering
M004518	86	86	86	86	0	AlphaFold	1	"[""5005217at2759""]"	"[""Ascomycota"", ""Basidiomycota""]"	524	670	88.60007729468609	0	0	pending_exact_score_review	not_established_by_structural_clustering
M004521	102	102	105	105	0	AlphaFold;ESMFold	1	"[""5004478at2759""]"	"[""Ascomycota"", ""Basidiomycota"", ""Kickxellomycota"", ""Mortierellomycota""]"	432	541	71.52370811179273	17	0	pending_exact_score_review	not_established_by_structural_clustering
M004532	17	17	17	17	0	AlphaFold	1	"[""5005274at2759""]"	"[""Ascomycota""]"	352	430	67.10917274939175	17	3	pending_exact_score_review	not_established_by_structural_clustering
M004536	6	6	6	6	0	AlphaFold	1	"[""5006412at2759""]"	"[""Ascomycota""]"	734	859	65.68453808049993	6	0	pending_exact_score_review	not_established_by_structural_clustering
M004537	5	5	5	5	0	AlphaFold	1	"[""4977163at2759""]"	"[""Ascomycota""]"	219	236	83.87627118644066	0	0	pending_exact_score_review	not_established_by_structural_clustering
M004547	1	1	1	1	0	AlphaFold	1	"[""5001473at2759""]"	"[""Ascomycota""]"	68	68	93.72529411764714	0	0	singleton_no_edge_test	not_established_by_structural_clustering
M004578	2	2	2	2	0	AlphaFold	1	"[""530740at2759""]"	"[""Ascomycota""]"	307	307	68.59618892508144	2	0	pending_exact_score_review	not_established_by_structural_clustering
M004594	1	1	1	1	0	AlphaFold	1	"[""5001734at2759""]"	"[""Ascomycota""]"	376	376	73.15343085106379	0	0	singleton_no_edge_test	not_established_by_structural_clustering
M004598	3	3	3	3	0	AlphaFold;ESMFold	1	"[""776280at2759""]"	"[""Ascomycota""]"	281	338	88.46857988165685	0	0	pending_exact_score_review	not_established_by_structural_clustering
M004605	13	13	13	13	0	AlphaFold;ESMFold	1	"[""4896098at2759""]"	"[""Ascomycota"", ""Mortierellomycota""]"	237	292	74.18332000000001	0	0	pending_exact_score_review	not_established_by_structural_clustering
M004606	3	3	3	3	0	AlphaFold	1	"[""5014007at2759""]"	"[""Ascomycota""]"	958	969	81.17561586638837	0	0	pending_exact_score_review	not_established_by_structural_clustering
M004662	1	1	1	1	0	AlphaFold	1	"[""4986044at2759""]"	"[""Ascomycota""]"	869	869	57.01726121979285	1	0	singleton_no_edge_test	not_established_by_structural_clustering
M004664	4	4	4	4	0	AlphaFold;ESMFold	1	"[""5001413at2759""]"	"[""Ascomycota""]"	226	286	93.07848476063123	0	1	pending_exact_score_review	not_established_by_structural_clustering
M004691	3	3	3	3	0	AlphaFold	1	"[""4867008at2759""]"	"[""Ascomycota""]"	191	193	94.05523560209427	0	0	pending_exact_score_review	not_established_by_structural_clustering
M004709	1	1	1	1	0	AlphaFold	1	"[""4803900at2759""]"	"[""Ascomycota""]"	124	124	92.8483064516129	0	0	singleton_no_edge_test	not_established_by_structural_clustering
M004724	1	1	1	1	0	AlphaFold	1	"[""5006412at2759""]"	"[""Ascomycota""]"	705	705	66.31412765957448	1	0	singleton_no_edge_test	not_established_by_structural_clustering
M004744	23	23	23	22	1	AlphaFold	1	"[""760428at2759""]"	"[""Ascomycota"", ""Metazoa""]"	382	487	92.38607456140359	0	0	pending_exact_score_review	not_established_by_structural_clustering
M004746	1	1	1	1	0	AlphaFold	1	"[""4613677at2759""]"	"[""Ascomycota""]"	142	142	75.63429577464788	0	0	singleton_no_edge_test	not_established_by_structural_clustering
M004759	1	1	1	1	0	AlphaFold	1	"[""5005010at2759""]"	"[""Ascomycota""]"	117	117	90.53239316239316	0	0	singleton_no_edge_test	not_established_by_structural_clustering
M004798	1	1	1	1	0	AlphaFold	1	"[""5005010at2759""]"	"[""Ascomycota""]"	120	120	90.87008333333328	0	0	singleton_no_edge_test	not_established_by_structural_clustering
M004825	1	1	1	1	0	AlphaFold	1	"[""5005750at2759""]"	"[""Ascomycota""]"	210	210	60.86538095238094	1	0	singleton_no_edge_test	not_established_by_structural_clustering
M004866	2	2	2	2	0	AlphaFold	1	"[""4888252at2759""]"	"[""Ascomycota""]"	979	984	69.95849979135	1	0	pending_exact_score_review	not_established_by_structural_clustering
M004871	1	1	1	1	0	AlphaFold	1	"[""4986044at2759""]"	"[""Ascomycota""]"	758	758	64.66385224274407	1	0	singleton_no_edge_test	not_established_by_structural_clustering
M004881	8	8	8	8	0	AlphaFold	1	"[""4896098at2759""]"	"[""Ascomycota""]"	167	206	77.89237864077673	0	0	pending_exact_score_review	not_established_by_structural_clustering
M004886	1	1	1	1	0	AlphaFold	1	"[""530740at2759""]"	"[""Ascomycota""]"	309	309	66.8529773462783	1	0	singleton_no_edge_test	not_established_by_structural_clustering
M004916	1	1	1	1	0	AlphaFold	1	"[""4803900at2759""]"	"[""Ascomycota""]"	284	284	66.5525352112676	1	0	singleton_no_edge_test	not_established_by_structural_clustering
M004924	3	3	3	3	0	AlphaFold	1	"[""4613677at2759""]"	"[""Ascomycota""]"	130	138	71.9298550724638	0	0	pending_exact_score_review	not_established_by_structural_clustering
M004936	1	1	1	1	0	AlphaFold	1	"[""5005010at2759""]"	"[""Ascomycota""]"	117	117	90.03376068376069	0	0	singleton_no_edge_test	not_established_by_structural_clustering
M005017	2	2	2	2	0	AlphaFold	1	"[""5006326at2759""]"	"[""Ascomycota"", ""Rozellomycota""]"	517	577	92.84939078271194	0	0	pending_exact_score_review	not_established_by_structural_clustering
M005021	2	2	2	2	0	AlphaFold	1	"[""5001473at2759""]"	"[""Ascomycota""]"	156	168	73.61630723443223	0	0	pending_exact_score_review	not_established_by_structural_clustering
M005031	1	1	1	1	0	AlphaFold	1	"[""707202at2759""]"	"[""Ascomycota""]"	364	364	86.80535714285715	0	0	singleton_no_edge_test	not_established_by_structural_clustering
M005047	5	5	5	5	0	AlphaFold	1	"[""340246at2759""]"	"[""Ascomycota"", ""Neocallimastigomycota""]"	525	678	76.3024647887325	0	1	pending_exact_score_review	not_established_by_structural_clustering
M005048	204	204	208	207	1	AlphaFold;ESMFold	1	"[""5001273at2759""]"	"[""Ascomycota"", ""Basidiobolomycota"", ""Basidiomycota"", ""Kickxellomycota"", ""Metazoa""]"	239	310	82.70314407348633	0	5	pending_exact_score_review	not_established_by_structural_clustering
M005052	1	1	1	1	0	AlphaFold	1	"[""4986044at2759""]"	"[""Ascomycota""]"	622	622	69.5156752411576	1	0	singleton_no_edge_test	not_established_by_structural_clustering
M005061	1	1	1	1	0	AlphaFold	1	"[""4838864at2759""]"	"[""Ascomycota""]"	632	632	73.75443037974682	0	0	singleton_no_edge_test	not_established_by_structural_clustering
M005066	1	1	1	1	0	AlphaFold	1	"[""5003856at2759""]"	"[""Ascomycota""]"	279	279	84.9077777777778	0	0	singleton_no_edge_test	not_established_by_structural_clustering
M005068	1	1	1	1	0	AlphaFold	1	"[""5017019at2759""]"	"[""Ascomycota""]"	371	371	87.82115902964966	0	0	singleton_no_edge_test	not_established_by_structural_clustering
M005080	1	1	1	1	0	AlphaFold	1	"[""530740at2759""]"	"[""Ascomycota""]"	263	263	70.31984790874523	0	0	singleton_no_edge_test	not_established_by_structural_clustering
M005082	1	1	1	1	0	AlphaFold	1	"[""5001318at2759""]"	"[""Ascomycota""]"	319	319	66.83376175548587	1	0	singleton_no_edge_test	not_established_by_structural_clustering
M005084	21	21	21	21	0	AlphaFold;ESMFold	1	"[""319730at2759""]"	"[""Ascomycota"", ""Basidiobolomycota"", ""Basidiomycota"", ""Glomeromycota"", ""Microsporidia"", ""Zoopagomycota""]"	390	503	92.60141350210972	0	0	pending_exact_score_review	not_established_by_structural_clustering
M005089	1	1	1	1	0	AlphaFold	1	"[""5015403at2759""]"	"[""Ascomycota""]"	745	745	85.01798657718119	0	0	singleton_no_edge_test	not_established_by_structural_clustering
M005120	1	1	1	1	0	AlphaFold	1	"[""5005010at2759""]"	"[""Ascomycota""]"	117	117	91.22196581196583	0	0	singleton_no_edge_test	not_established_by_structural_clustering
M005126	1	1	1	1	0	AlphaFold	1	"[""5001660at2759""]"	"[""Ascomycota""]"	1180	1180	81.99421186440665	0	0	singleton_no_edge_test	not_established_by_structural_clustering
M005127	1	1	1	1	0	AlphaFold	1	"[""5006412at2759""]"	"[""Ascomycota""]"	658	658	66.62080547112467	1	0	singleton_no_edge_test	not_established_by_structural_clustering
M005144	1	1	1	1	0	AlphaFold	1	"[""530740at2759""]"	"[""Ascomycota""]"	467	467	67.56987152034259	1	0	singleton_no_edge_test	not_established_by_structural_clustering
M005157	1	1	1	1	0	AlphaFold	1	"[""5005010at2759""]"	"[""Ascomycota""]"	117	117	90.66948717948715	0	0	singleton_no_edge_test	not_established_by_structural_clustering
M005196	1	1	1	1	0	AlphaFold	1	"[""4986044at2759""]"	"[""Ascomycota""]"	827	827	61.79591293833127	1	0	singleton_no_edge_test	not_established_by_structural_clustering
M005222	1	1	1	1	0	AlphaFold	1	"[""5006412at2759""]"	"[""Ascomycota""]"	742	742	65.27774932614552	1	0	singleton_no_edge_test	not_established_by_structural_clustering
M005235	1	1	1	1	0	AlphaFold	1	"[""4803900at2759""]"	"[""Ascomycota""]"	129	129	88.55658914728686	0	0	singleton_no_edge_test	not_established_by_structural_clustering
M005261	3	3	3	3	0	AlphaFold;ESMFold	1	"[""5005750at2759""]"	"[""Ascomycota"", ""Mucoromycota""]"	173	209	66.26815920398012	2	1	pending_exact_score_review	not_established_by_structural_clustering
M005284	44	44	44	43	1	AlphaFold;ESMFold	1	"[""115730at2759""]"	"[""Amoebozoa"", ""Ascomycota"", ""Chytridiomycota""]"	335	412	82.99678941042076	0	0	pending_exact_score_review	not_established_by_structural_clustering
M005310	1	1	1	1	0	AlphaFold	1	"[""5004118at2759""]"	"[""Ascomycota""]"	164	164	84.44951219512197	0	0	singleton_no_edge_test	not_established_by_structural_clustering
M005316	6	6	6	6	0	AlphaFold	1	"[""319730at2759""]"	"[""Ascomycota""]"	595	668	84.2068370223187	0	0	pending_exact_score_review	not_established_by_structural_clustering
M005324	74	74	78	78	0	AlphaFold	1	"[""5013259at2759""]"	"[""Ascomycota"", ""Basidiomycota""]"	178	234	80.54467016186503	0	6	pending_exact_score_review	not_established_by_structural_clustering
M005337	2	2	2	2	0	AlphaFold	1	"[""5006412at2759""]"	"[""Ascomycota""]"	755	763	64.29252119986461	2	0	pending_exact_score_review	not_established_by_structural_clustering
M005339	3	3	3	3	0	AlphaFold;ESMFold	1	"[""5005750at2759""]"	"[""Ascomycota""]"	160	175	66.65505813953486	3	0	pending_exact_score_review	not_established_by_structural_clustering
M005358	15	15	15	15	0	AlphaFold	1	"[""5002334at2759""]"	"[""Ascomycota""]"	424	510	76.2052164502164	1	0	pending_exact_score_review	not_established_by_structural_clustering
M005376	2	2	2	2	0	AlphaFold	1	"[""5001473at2759""]"	"[""Ascomycota""]"	156	160	75.41293830128205	0	0	pending_exact_score_review	not_established_by_structural_clustering
M005385	3	3	3	3	0	AlphaFold	1	"[""4823929at2759""]"	"[""Ascomycota""]"	429	469	90.22494382022474	0	0	pending_exact_score_review	not_established_by_structural_clustering
M005401	1	1	1	1	0	AlphaFold	1	"[""4613677at2759""]"	"[""Ascomycota""]"	129	129	70.56813953488367	0	0	singleton_no_edge_test	not_established_by_structural_clustering
M005405	22	22	22	22	0	AlphaFold;ESMFold	1	"[""5000452at2759""]"	"[""Ascomycota"", ""Basidiomycota""]"	291	344	92.73293816543816	0	0	pending_exact_score_review	not_established_by_structural_clustering
M005420	1	1	1	1	0	AlphaFold	1	"[""5006412at2759""]"	"[""Ascomycota""]"	727	727	65.79679504814304	1	0	singleton_no_edge_test	not_established_by_structural_clustering
M005450	15	15	15	15	0	AlphaFold	1	"[""5001318at2759""]"	"[""Ascomycota""]"	436	496	67.6444835164835	14	0	pending_exact_score_review	not_established_by_structural_clustering
M005459	1	1	1	1	0	AlphaFold	1	"[""5001413at2759""]"	"[""Ascomycota""]"	360	360	81.29408333333323	0	0	singleton_no_edge_test	not_established_by_structural_clustering
M005466	2	2	2	2	0	AlphaFold;ESMFold	1	"[""5001156at2759""]"	"[""Ascomycota"", ""Basidiomycota""]"	411	448	83.78368517194474	0	0	pending_exact_score_review	not_established_by_structural_clustering
M005502	1	1	1	1	0	AlphaFold	1	"[""4986044at2759""]"	"[""Ascomycota""]"	787	787	62.85270648030503	1	0	singleton_no_edge_test	not_established_by_structural_clustering
M005539	1	1	1	1	0	AlphaFold	1	"[""5017019at2759""]"	"[""Ascomycota""]"	838	838	75.10490453460618	0	0	singleton_no_edge_test	not_established_by_structural_clustering
M005566	9	9	9	9	0	AlphaFold	1	"[""5005274at2759""]"	"[""Ascomycota""]"	317	448	69.5609473684211	5	3	pending_exact_score_review	not_established_by_structural_clustering
M005595	16	16	16	16	0	AlphaFold	1	"[""5003192at2759""]"	"[""Ascomycota"", ""Basidiomycota""]"	497	601	75.16292526426234	1	0	pending_exact_score_review	not_established_by_structural_clustering
M005596	1	1	1	1	0	AlphaFold	1	"[""801816at2759""]"	"[""Ascomycota""]"	189	189	86.81830687830694	0	0	singleton_no_edge_test	not_established_by_structural_clustering
M005603	21	21	22	22	0	AlphaFold;ESMFold	1	"[""4843824at2759""]"	"[""Ascomycota"", ""Mortierellomycota""]"	181	213	88.46471794871798	1	0	pending_exact_score_review	not_established_by_structural_clustering
M005609	81	81	81	81	0	AlphaFold;ESMFold	1	"[""5001156at2759""]"	"[""Ascomycota""]"	470	585	76.96402903811244	2	0	pending_exact_score_review	not_established_by_structural_clustering
M005657	1	1	1	1	0	AlphaFold	1	"[""5005010at2759""]"	"[""Ascomycota""]"	118	118	90.15525423728813	0	0	singleton_no_edge_test	not_established_by_structural_clustering
M005661	5	5	5	5	0	AlphaFold	1	"[""530740at2759""]"	"[""Ascomycota""]"	308	346	67.9155688622755	5	1	pending_exact_score_review	not_established_by_structural_clustering
M005675	1	1	1	1	0	AlphaFold	1	"[""4977863at2759""]"	"[""Ascomycota""]"	306	306	89.25637254901955	0	0	singleton_no_edge_test	not_established_by_structural_clustering
M005702	11	11	11	11	0	AlphaFold	1	"[""4976279at2759""]"	"[""Ascomycota""]"	584	824	70.29792537313445	4	0	pending_exact_score_review	not_established_by_structural_clustering
M005716	1	1	1	1	0	AlphaFold	1	"[""4613677at2759""]"	"[""Ascomycota""]"	96	96	68.57312499999999	1	0	singleton_no_edge_test	not_established_by_structural_clustering
M005722	95	95	110	109	1	AlphaFold	1	"[""201273at2759""]"	"[""Ascomycota"", ""Basidiomycota"", ""Metazoa"", ""Microsporidia"", ""Mortierellomycota""]"	230	316	87.10455938697314	0	1	pending_exact_score_review	not_established_by_structural_clustering
