entry_id	taxon_id	protein_id	sequence_id	query_source	protein_length	gene_ids_json	gene_mapping_status	representative_decision	TFIIB_hits	BRF1_hits	Zn_Ribbon_TF_hits	selected_busco_markers_json	pair_status	species_name	study_role	lineage_group	BRF1_evidence_class	selected_focal_marker	curated_hybrid_taxon	interpretation	best_split_side	class_disagrees_with_split
G0000207	F13290	CAD7068324.1	S393808a1ae6b20ffb96bc111f2f89082045724d6548c6d38b2a9d45c90a687aa	marker-inputs-v1	843	"[""gene-JKIAA11_G3552""]"	unique_gene	longest_per_gene_lexical_tiebreak	2	1	1	"[""4986044at2759""]"	eligible_ordered_pair	Tilletia caries	ingroup	Basidiomycota	BRF1_detected	True	False	GA-profile detection class, not validated function or resolved orthology. Non-detection is not proven domain loss; distinct entries need gene/subgenome reconciliation.	BRF1_enriched	False
G0000210	F13291	CAD6971897.1	S393808a1ae6b20ffb96bc111f2f89082045724d6548c6d38b2a9d45c90a687aa	marker-inputs-v1	843	"[""gene-JKIOL14_G1206""]"	unique_gene	longest_per_gene_lexical_tiebreak	2	1	1	"[""4986044at2759""]"	eligible_ordered_pair	Tilletia controversa	ingroup	Basidiomycota	BRF1_detected	True	False	GA-profile detection class, not validated function or resolved orthology. Non-detection is not proven domain loss; distinct entries need gene/subgenome reconciliation.	BRF1_enriched	False
G0000211	F13291	CAD6972469.1	Sa54760ac256abb4ec3f5aa06079ca7d0747615a9c8ff89e4c25939d7c62c2244	additional_full_proteome	450	"[""gene-JKIOL14_G3115""]"	unique_gene	longest_per_gene_lexical_tiebreak	2	0	1	[]	eligible_ordered_pair	Tilletia controversa	ingroup	Basidiomycota	BRF1_not_detected	False	False	GA-profile detection class, not validated function or resolved orthology. Non-detection is not proven domain loss; distinct entries need gene/subgenome reconciliation.	BRF1_undetected_enriched	False
G0000213	F1331295	EJD41890.1	S958c70f5ecdb6d87d51042c327b981b4f8b122caf35316cb734889f2aed127fb	additional_full_proteome	345	"[""gene-AURDEDRAFT_169089""]"	unique_gene	longest_per_gene_lexical_tiebreak	2	0	1	[]	eligible_ordered_pair	Auricularia subglabra	ingroup	Basidiomycota	BRF1_not_detected	False	False	GA-profile detection class, not validated function or resolved orthology. Non-detection is not proven domain loss; distinct entries need gene/subgenome reconciliation.	BRF1_undetected_enriched	False
G0000214	F1331295	EJD50755.1	Se078dc5ba7cddc87bebf283764378693fb21ead60e43b529ca02cb75fcd6b649	additional_full_proteome	1042	"[""gene-AURDEDRAFT_182141""]"	unique_gene	longest_per_gene_lexical_tiebreak	2	1	1	[]	eligible_ordered_pair	Auricularia subglabra	ingroup	Basidiomycota	BRF1_detected	False	False	GA-profile detection class, not validated function or resolved orthology. Non-detection is not proven domain loss; distinct entries need gene/subgenome reconciliation.	BRF1_enriched	False
G0000215	F1331295	EJD53975.1	Sf5768684cca91d8ef23e99152b47ac5d52f4130077791250462b4909083f05f6	marker-inputs-v1	349	"[""gene-AURDEDRAFT_110647""]"	unique_gene	longest_per_gene_lexical_tiebreak	2	0	1	"[""4986044at2759""]"	eligible_ordered_pair	Auricularia subglabra	ingroup	Basidiomycota	BRF1_not_detected	True	False	GA-profile detection class, not validated function or resolved orthology. Non-detection is not proven domain loss; distinct entries need gene/subgenome reconciliation.	BRF1_undetected_enriched	False
G0000216	F133377	PVZ96525.1	S7770702f4eb7642cda17f6d89520ae54fc6fae72a57649aee93073b2a5681001	additional_full_proteome	351	"[""gene-BB558_007557""]"	unique_gene	longest_per_gene_lexical_tiebreak	2	0	1	[]	eligible_ordered_pair	Smittium angustum	ingroup	Kickxellomycota	BRF1_not_detected	False	False	GA-profile detection class, not validated function or resolved orthology. Non-detection is not proven domain loss; distinct entries need gene/subgenome reconciliation.	BRF1_undetected_enriched	False
G0000218	F133377	PWA03274.1	S7770702f4eb7642cda17f6d89520ae54fc6fae72a57649aee93073b2a5681001	additional_full_proteome	351	"[""gene-BB558_000609""]"	unique_gene	longest_per_gene_lexical_tiebreak	2	0	1	[]	eligible_ordered_pair	Smittium angustum	ingroup	Kickxellomycota	BRF1_not_detected	False	False	GA-profile detection class, not validated function or resolved orthology. Non-detection is not proven domain loss; distinct entries need gene/subgenome reconciliation.	BRF1_undetected_enriched	False
G0000219	F133385	PVU88184.1	S4254c5b6178961532dfd715334cded211e2440cb9a4bce203b0035b8bd00a56e	marker-inputs-v1	345	"[""gene-BB561_005980""]"	unique_gene	longest_per_gene_lexical_tiebreak	2	0	1	"[""4986044at2759""]"	eligible_ordered_pair	Smittium simulii	ingroup	Kickxellomycota	BRF1_not_detected	True	False	GA-profile detection class, not validated function or resolved orthology. Non-detection is not proven domain loss; distinct entries need gene/subgenome reconciliation.	BRF1_undetected_enriched	False
G0000222	F133385	PVU94956.1	S4b41c662ee429bfdeafe657160ddf6091796645ed6041080a27a50e9f3c0d483	additional_full_proteome	1066	"[""gene-BB561_002137""]"	unique_gene	longest_per_gene_lexical_tiebreak	2	1	0	[]	eligible_ordered_pair	Smittium simulii	ingroup	Kickxellomycota	BRF1_detected	False	False	GA-profile detection class, not validated function or resolved orthology. Non-detection is not proven domain loss; distinct entries need gene/subgenome reconciliation.	BRF1_enriched	False
G0000223	F1341166	XP_033534454.1	Sd338117350a81709938726b23cb6371c845dbe2e4960027dcea8d7c8d23f65b4	additional_full_proteome	367	"[""gene-P152DRAFT_458014""]"	unique_gene	longest_per_gene_lexical_tiebreak	2	0	1	[]	eligible_ordered_pair	Eremomyces bilateralis	ingroup	Ascomycota	BRF1_not_detected	False	False	GA-profile detection class, not validated function or resolved orthology. Non-detection is not proven domain loss; distinct entries need gene/subgenome reconciliation.	BRF1_undetected_enriched	False
G0000224	F1341166	XP_033534638.1	Sbca1cbcce1b7ba483963d125c5c7218278b06bb4c115a8f352a2e16d507aa6d4	marker-inputs-v1	827	"[""gene-P152DRAFT_458177""]"	unique_gene	longest_per_gene_lexical_tiebreak	2	1	0	"[""4986044at2759""]"	eligible_ordered_pair	Eremomyces bilateralis	ingroup	Ascomycota	BRF1_detected	True	False	GA-profile detection class, not validated function or resolved orthology. Non-detection is not proven domain loss; distinct entries need gene/subgenome reconciliation.	BRF1_enriched	False
G0000227	F1343610	KAG0257876.1	S30823a4533f08d0c422e5ca3a9f33051bfdf83dbaf56903acb84bbefae7f09bd	marker-inputs-v1	791	"[""gene-DFQ27_004910""]"	unique_gene	longest_per_gene_lexical_tiebreak	2	1	1	"[""4986044at2759""]"	eligible_ordered_pair	Actinomortierella ambigua	ingroup	Mortierellomycota	BRF1_detected	True	False	GA-profile detection class, not validated function or resolved orthology. Non-detection is not proven domain loss; distinct entries need gene/subgenome reconciliation.	BRF1_enriched	False
G0000228	F1343610	KAG0258747.1	S5513694611ad85408ce7103b3e616af19c4283ae7f04615acab0324289e0fd28	additional_full_proteome	327	"[""gene-DFQ27_004476""]"	unique_gene	longest_per_gene_lexical_tiebreak	2	0	1	[]	eligible_ordered_pair	Actinomortierella ambigua	ingroup	Mortierellomycota	BRF1_not_detected	False	False	GA-profile detection class, not validated function or resolved orthology. Non-detection is not proven domain loss; distinct entries need gene/subgenome reconciliation.	BRF1_undetected_enriched	False
G0000229	F1343614	KAI1307209.1	S167928665d99aa3a7af8b64e26e471d9292af7b94b512efbf064254d4d907453	additional_full_proteome	321	"[""gene-EDD11_004562""]"	unique_gene	longest_per_gene_lexical_tiebreak	2	0	1	[]	eligible_ordered_pair	Mortierella claussenii	ingroup	Mortierellomycota	BRF1_not_detected	False	False	GA-profile detection class, not validated function or resolved orthology. Non-detection is not proven domain loss; distinct entries need gene/subgenome reconciliation.	BRF1_undetected_enriched	False
G0000230	F1343614	KAI1316422.1	S1aae4bcc8858dc3957cae66d9a30dbb6d10c7241d54d19ac3fa79b8eb65619b6	marker-inputs-v1	723	"[""gene-EDD11_009985""]"	unique_gene	longest_per_gene_lexical_tiebreak	2	1	1	"[""4986044at2759""]"	eligible_ordered_pair	Mortierella claussenii	ingroup	Mortierellomycota	BRF1_detected	True	False	GA-profile detection class, not validated function or resolved orthology. Non-detection is not proven domain loss; distinct entries need gene/subgenome reconciliation.	BRF1_enriched	False
G0000232	F1348612	RHZ50774.1	S30d92bfa4e2e32330ec6b9243518a9ea2c8dad232cd191064bb473c73d6f71f0	marker-inputs-v1	698	"[""gene-Glove_492g18""]"	unique_gene	longest_per_gene_lexical_tiebreak	2	1	1	"[""4986044at2759""]"	eligible_ordered_pair	Diversispora epigaea	ingroup	Glomeromycota	BRF1_detected	True	False	GA-profile detection class, not validated function or resolved orthology. Non-detection is not proven domain loss; distinct entries need gene/subgenome reconciliation.	BRF1_enriched	False
G0000233	F1348612	RHZ62737.1	S45eba561ad66bd9adf0881bdd54227a35b8b2d41359a4f7059ff4e3c4054fbbf	additional_full_proteome	328	"[""gene-Glove_335g39""]"	unique_gene	longest_per_gene_lexical_tiebreak	2	0	1	[]	eligible_ordered_pair	Diversispora epigaea	ingroup	Glomeromycota	BRF1_not_detected	False	False	GA-profile detection class, not validated function or resolved orthology. Non-detection is not proven domain loss; distinct entries need gene/subgenome reconciliation.	BRF1_undetected_enriched	False
G0000235	F1348612	RHZ88516.1	Sbabeb1f3c4e7a6c51f091d397bc78e3d6e6f57010cbf11e3138fc4080c8c4660	additional_full_proteome	328	"[""gene-Glove_22g116""]"	unique_gene	longest_per_gene_lexical_tiebreak	2	0	1	[]	eligible_ordered_pair	Diversispora epigaea	ingroup	Glomeromycota	BRF1_not_detected	False	False	GA-profile detection class, not validated function or resolved orthology. Non-detection is not proven domain loss; distinct entries need gene/subgenome reconciliation.	BRF1_undetected_enriched	False
G0000237	F1348612	RHZ88861.1	S14a7868fc9da187d506b57278b23db8bae1b4ae7bbf18170c21bc5db45fdf54b	additional_full_proteome	363	"[""gene-Glove_21g84""]"	unique_gene	longest_per_gene_lexical_tiebreak	2	0	1	[]	eligible_ordered_pair	Diversispora epigaea	ingroup	Glomeromycota	BRF1_not_detected	False	False	GA-profile detection class, not validated function or resolved orthology. Non-detection is not proven domain loss; distinct entries need gene/subgenome reconciliation.	BRF1_undetected_enriched	False
G0000239	F13502	XP_038777611.1	S5a0551de22875c40f5a557aa9200b6e2d09e1a83e08217f22c14a25945464454	additional_full_proteome	364	"[""gene-FOA43_001365""]"	unique_gene	longest_per_gene_lexical_tiebreak	2	0	1	[]	eligible_ordered_pair	Brettanomyces nanus	ingroup	Ascomycota	BRF1_not_detected	False	False	GA-profile detection class, not validated function or resolved orthology. Non-detection is not proven domain loss; distinct entries need gene/subgenome reconciliation.	BRF1_undetected_enriched	False
G0000240	F13502	XP_038778107.1	S04edfbf6f6e8e0199230983c9b96c4f82f1000f121fedc631749416aa6f45e2c	marker-inputs-v1	554	"[""gene-FOA43_001872""]"	unique_gene	longest_per_gene_lexical_tiebreak	2	1	1	"[""4986044at2759""]"	eligible_ordered_pair	Brettanomyces nanus	ingroup	Ascomycota	BRF1_detected	True	False	GA-profile detection class, not validated function or resolved orthology. Non-detection is not proven domain loss; distinct entries need gene/subgenome reconciliation.	BRF1_enriched	False
G0000243	F135208	TFY77090.1	Sfa95d0039812afcae31b5b9a1717d5484edb232a178f13c5ae21ede3811a8cee	marker-inputs-v1	351	"[""gene-EWM64_g6924""]"	unique_gene	longest_per_gene_lexical_tiebreak	2	0	1	"[""4986044at2759""]"	eligible_ordered_pair	Hericium alpestre	ingroup	Basidiomycota	BRF1_not_detected	True	False	GA-profile detection class, not validated function or resolved orthology. Non-detection is not proven domain loss; distinct entries need gene/subgenome reconciliation.	BRF1_undetected_enriched	False
G0000244	F135589	KAI5119602.1	Sa8e6c6e118fce948c9ea132fa53e9c3f2a87e254fb1077d8de4d3529cde07e93	additional_full_proteome	354	"[""gene-M0805_005772""]"	unique_gene	longest_per_gene_lexical_tiebreak	2	0	1	[]	eligible_ordered_pair	Coniferiporia weirii	ingroup	Basidiomycota	BRF1_not_detected	False	False	GA-profile detection class, not validated function or resolved orthology. Non-detection is not proven domain loss; distinct entries need gene/subgenome reconciliation.	BRF1_undetected_enriched	False
G0000245	F135589	KAI5120990.1	S2e83300823326876e2853027c5e01defac954c366a452b47f25b0cc9f2d8e75e	marker-inputs-v1	692	"[""gene-M0805_000451""]"	unique_gene	longest_per_gene_lexical_tiebreak	2	1	1	"[""4986044at2759""]"	eligible_ordered_pair	Coniferiporia weirii	ingroup	Basidiomycota	BRF1_detected	True	False	GA-profile detection class, not validated function or resolved orthology. Non-detection is not proven domain loss; distinct entries need gene/subgenome reconciliation.	BRF1_enriched	False
G0000247	F136370	KAA6415845.1	Sf49aa8f0a1d080c7c74c06f554215e58b6d7ef96d86dd29b0b13a05ee6966b08	marker-inputs-v1	703	"[""gene-FRX48_00563""]"	unique_gene	longest_per_gene_lexical_tiebreak	2	1	0	"[""4986044at2759""]"	eligible_ordered_pair	Lasallia pustulata	ingroup	Ascomycota	BRF1_detected	True	False	GA-profile detection class, not validated function or resolved orthology. Non-detection is not proven domain loss; distinct entries need gene/subgenome reconciliation.	BRF1_enriched	False
G0000248	F136370	KAA6416116.1	S221cb5e83038a779b0eef703fc55b53ff8dad1cc64bb4edcf966b6f01cf20708	additional_full_proteome	365	"[""gene-FRX48_00835""]"	unique_gene	longest_per_gene_lexical_tiebreak	2	0	1	[]	eligible_ordered_pair	Lasallia pustulata	ingroup	Ascomycota	BRF1_not_detected	False	False	GA-profile detection class, not validated function or resolved orthology. Non-detection is not proven domain loss; distinct entries need gene/subgenome reconciliation.	BRF1_undetected_enriched	False
G0000249	F139363	KAF9515260.1	Sc80629c4e330b5f4d96275845f9d0eb8d8d15a4b047dcc8aa67b09418f346f31	additional_full_proteome	366	"[""gene-BS47DRAFT_1328312""]"	unique_gene	longest_per_gene_lexical_tiebreak	2	0	1	[]	eligible_ordered_pair	Hydnum rufescens	ingroup	Basidiomycota	BRF1_not_detected	False	False	GA-profile detection class, not validated function or resolved orthology. Non-detection is not proven domain loss; distinct entries need gene/subgenome reconciliation.	BRF1_undetected_enriched	False
G0000250	F139363	KAF9518324.1	Scc376e8a7aacda23514b214918ab96d2bfb0e6ad7a44366550a00453799c192d	marker-inputs-v1	564	"[""gene-BS47DRAFT_1325607""]"	unique_gene	longest_per_gene_lexical_tiebreak	2	1	1	"[""4986044at2759""]"	eligible_ordered_pair	Hydnum rufescens	ingroup	Basidiomycota	BRF1_detected	True	False	GA-profile detection class, not validated function or resolved orthology. Non-detection is not proven domain loss; distinct entries need gene/subgenome reconciliation.	BRF1_enriched	False
G0000252	F1396493	XP_052921179.1	Sb4f5b2b5e7d6221503ac47c326072119a7afca81624302fcbdc49cb9873c59ba	marker-inputs-v1	607	"[""gene-EV422DRAFT_509944""]"	unique_gene	longest_per_gene_lexical_tiebreak	2	1	0	"[""4986044at2759""]"	eligible_ordered_pair	Fimicolochytrium jonesii	ingroup	Chytridiomycota	BRF1_detected	True	False	GA-profile detection class, not validated function or resolved orthology. Non-detection is not proven domain loss; distinct entries need gene/subgenome reconciliation.	BRF1_enriched	False
G0000253	F1396493	XP_052927634.1	S8f5ee1c1b065d32949d6cdb43df73479ec350840dce9562983616e1596712169	additional_full_proteome	333	"[""gene-EV422DRAFT_361235""]"	unique_gene	longest_per_gene_lexical_tiebreak	2	0	1	[]	eligible_ordered_pair	Fimicolochytrium jonesii	ingroup	Chytridiomycota	BRF1_not_detected	False	False	GA-profile detection class, not validated function or resolved orthology. Non-detection is not proven domain loss; distinct entries need gene/subgenome reconciliation.	BRF1_undetected_enriched	False
G0000254	F1397036	MCJ1473732.1	S54e0dab92c7f3cde35e597c4bf3881381d84c145836161154fbb8bc064a5f7f1	marker-inputs-v1	854	"[""gene-MMC13_002383""]"	unique_gene	longest_per_gene_lexical_tiebreak	2	1	0	"[""4986044at2759""]"	eligible_ordered_pair	Lambiella insularis	ingroup	Ascomycota	BRF1_detected	True	False	GA-profile detection class, not validated function or resolved orthology. Non-detection is not proven domain loss; distinct entries need gene/subgenome reconciliation.	BRF1_enriched	False
G0000255	F1397036	MCJ1473846.1	Se85e5855217e3da0f9801f67cec58871e408e7b3f842a69a77bf3be677f513d9	additional_full_proteome	349	"[""gene-MMC13_002498""]"	unique_gene	longest_per_gene_lexical_tiebreak	2	0	1	[]	eligible_ordered_pair	Lambiella insularis	ingroup	Ascomycota	BRF1_not_detected	False	False	GA-profile detection class, not validated function or resolved orthology. Non-detection is not proven domain loss; distinct entries need gene/subgenome reconciliation.	BRF1_undetected_enriched	False
G0000256	F1419009	GJJ07198.1	Sbafb89a67e5cc0978eb4b256203bbc09bd86d44e8393f84dc132c998835bcd53	additional_full_proteome	332	"[""gene-Clacol_001398""]"	unique_gene	longest_per_gene_lexical_tiebreak	2	0	0	[]	eligible_ordered_pair	Clathrus columnatus	ingroup	Basidiomycota	BRF1_not_detected	False	False	GA-profile detection class, not validated function or resolved orthology. Non-detection is not proven domain loss; distinct entries need gene/subgenome reconciliation.	BRF1_undetected_enriched	False
G0000257	F1419009	GJJ14676.1	S94a7d4b9a6a52637c73e7700fa2fd799169eb15776564bbd54b0afe2df403441	marker-inputs-v1	678	"[""gene-Clacol_008942""]"	unique_gene	longest_per_gene_lexical_tiebreak	2	1	1	"[""4986044at2759""]"	eligible_ordered_pair	Clathrus columnatus	ingroup	Basidiomycota	BRF1_detected	True	False	GA-profile detection class, not validated function or resolved orthology. Non-detection is not proven domain loss; distinct entries need gene/subgenome reconciliation.	BRF1_enriched	False
G0000258	F1424756	KAJ9113696.1	Sa84b3c2bb30a2b6cac6ae7e3b0085995e8da018a4595a1ad86b2a3d2e5b257cb	additional_full_proteome	408	"[""gene-QFC22_006005""]"	unique_gene	longest_per_gene_lexical_tiebreak	2	0	0	[]	eligible_ordered_pair	Naganishia vaughanmartiniae	ingroup	Basidiomycota	BRF1_not_detected	False	False	GA-profile detection class, not validated function or resolved orthology. Non-detection is not proven domain loss; distinct entries need gene/subgenome reconciliation.	BRF1_undetected_enriched	False
G0000259	F1424756	KAJ9121508.1	S547d8da8285d3ce8058b1f69eaab616c95e395cf49676f8005aa6efa6359c355	marker-inputs-v1	756	"[""gene-QFC22_002125""]"	unique_gene	longest_per_gene_lexical_tiebreak	2	1	0	"[""4986044at2759""]"	eligible_ordered_pair	Naganishia vaughanmartiniae	ingroup	Basidiomycota	BRF1_detected	True	False	GA-profile detection class, not validated function or resolved orthology. Non-detection is not proven domain loss; distinct entries need gene/subgenome reconciliation.	BRF1_enriched	False
G0000260	F143232	XP_062624597.1	S1a66eb4616d6031e213cd79f810f90995d5e0e3c3a5df22be7be7332c60b6800	additional_full_proteome	419	"[""gene-LOC62_02G002112""]"	unique_gene	longest_per_gene_lexical_tiebreak	2	0	1	[]	eligible_ordered_pair	Vanrija pseudolonga	ingroup	Basidiomycota	BRF1_not_detected	False	False	GA-profile detection class, not validated function or resolved orthology. Non-detection is not proven domain loss; distinct entries need gene/subgenome reconciliation.	BRF1_undetected_enriched	False
G0000261	F143232	XP_062631038.1	Sb00b78869e6b2322bed524d825a7df0ca82af78d89c8eb27695775aea5d6a93c	marker-inputs-v1	687	"[""gene-LOC62_06G008517""]"	unique_gene	longest_per_gene_lexical_tiebreak	2	1	1	"[""4986044at2759""]"	eligible_ordered_pair	Vanrija pseudolonga	ingroup	Basidiomycota	BRF1_detected	True	False	GA-profile detection class, not validated function or resolved orthology. Non-detection is not proven domain loss; distinct entries need gene/subgenome reconciliation.	BRF1_enriched	False
G0000262	F1440133	KAF9928220.1	Sd446a9e52a29b5f23dbfbb64b3bc10bc597343c60b8e55f28964ca5d2d62ca9e	additional_full_proteome	324	"[""gene-BGZ65_006377""]"	unique_gene	longest_per_gene_lexical_tiebreak	2	0	1	[]	eligible_ordered_pair	Modicella reniformis	ingroup	Mortierellomycota	BRF1_not_detected	False	False	GA-profile detection class, not validated function or resolved orthology. Non-detection is not proven domain loss; distinct entries need gene/subgenome reconciliation.	BRF1_undetected_enriched	False
G0000265	F1440133	KAF9963586.1	Sdd9cb5757948af5471962a80fae3de403d8f35c2b2cfc3dc0d7f1de26bac1119	additional_full_proteome	313	"[""gene-BGZ65_002035""]"	unique_gene	longest_per_gene_lexical_tiebreak	2	0	1	[]	eligible_ordered_pair	Modicella reniformis	ingroup	Mortierellomycota	BRF1_not_detected	False	False	GA-profile detection class, not validated function or resolved orthology. Non-detection is not proven domain loss; distinct entries need gene/subgenome reconciliation.	BRF1_undetected_enriched	False
G0000267	F1440133	KAF9997157.1	S81ba9b957d0963408992f7dde18341a0fad7f597632a113ef0a882e0e1d095e1	marker-inputs-v1	693	"[""gene-BGZ65_007260""]"	unique_gene	longest_per_gene_lexical_tiebreak	2	1	0	"[""4986044at2759""]"	eligible_ordered_pair	Modicella reniformis	ingroup	Mortierellomycota	BRF1_detected	True	False	GA-profile detection class, not validated function or resolved orthology. Non-detection is not proven domain loss; distinct entries need gene/subgenome reconciliation.	BRF1_enriched	False
G0000269	F144530	CAG8486999.1	S0d0198d69f60f9bc14b023175d196a45e06762695a9655025635cb9a94c5bf16	marker-inputs-v1	555	"[""gene-AGERDE_LOCUS3540""]"	unique_gene	longest_per_gene_lexical_tiebreak	2	1	0	"[""4986044at2759""]"	eligible_ordered_pair	Ambispora gerdemannii	ingroup	Glomeromycota	BRF1_detected	True	False	GA-profile detection class, not validated function or resolved orthology. Non-detection is not proven domain loss; distinct entries need gene/subgenome reconciliation.	BRF1_enriched	False
G0000271	F144530	CAG8595485.1	S189cc86a0e1bd8e01d4e17c1c0612d9bd7e7670453f550007c9a7893674f2243	additional_full_proteome	333	"[""gene-AGERDE_LOCUS8828""]"	unique_gene	longest_per_gene_lexical_tiebreak	2	0	0	[]	eligible_ordered_pair	Ambispora gerdemannii	ingroup	Glomeromycota	BRF1_not_detected	False	False	GA-profile detection class, not validated function or resolved orthology. Non-detection is not proven domain loss; distinct entries need gene/subgenome reconciliation.	BRF1_undetected_enriched	False
G0000272	F144538	CAG8468918.1	Scc8d4539b679afdfe7219454fc8d7886791791126a964ad233474bbdebf47a04	additional_full_proteome	395	"[""gene-PBRASI_LOCUS972""]"	unique_gene	longest_per_gene_lexical_tiebreak	2	0	1	[]	eligible_ordered_pair	Paraglomus brasilianum	ingroup	Glomeromycota	BRF1_not_detected	False	False	GA-profile detection class, not validated function or resolved orthology. Non-detection is not proven domain loss; distinct entries need gene/subgenome reconciliation.	BRF1_undetected_enriched	False
G0000275	F144538	CAG8608137.1	S459805e58271565628b8745131a49ee61c34171ef55d4d70876baf687c9bc582	marker-inputs-v1	628	"[""gene-PBRASI_LOCUS8015""]"	unique_gene	longest_per_gene_lexical_tiebreak	2	1	0	"[""4986044at2759""]"	eligible_ordered_pair	Paraglomus brasilianum	ingroup	Glomeromycota	BRF1_detected	True	False	GA-profile detection class, not validated function or resolved orthology. Non-detection is not proven domain loss; distinct entries need gene/subgenome reconciliation.	BRF1_enriched	False
G0000276	F144539	CAG8465463.1	S1ea5804a522af7c579877a125ee82fa53f6472b7f0cf3a9c9886495e7b56baa4	marker-inputs-v1	381	"[""gene-POCULU_LOCUS775""]"	unique_gene	longest_per_gene_lexical_tiebreak	2	0	1	"[""4986044at2759""]"	eligible_ordered_pair	Paraglomus occultum	ingroup	Glomeromycota	BRF1_not_detected	True	False	GA-profile detection class, not validated function or resolved orthology. Non-detection is not proven domain loss; distinct entries need gene/subgenome reconciliation.	BRF1_undetected_enriched	False
G0000280	F144679	CAG8583053.1	Sb500887e596b9db62cc33d77ba5f60a6caaf7914712cd25d676ead63498f1be4	marker-inputs-v1	641	"[""gene-ALEPTO_LOCUS7355""]"	unique_gene	longest_per_gene_lexical_tiebreak	2	1	0	"[""4986044at2759""]"	eligible_ordered_pair	Ambispora leptoticha	ingroup	Glomeromycota	BRF1_detected	True	False	GA-profile detection class, not validated function or resolved orthology. Non-detection is not proven domain loss; distinct entries need gene/subgenome reconciliation.	BRF1_enriched	False
G0000286	F1453789	MCJ1225984.1	Se60e18bb69e55bdaabad0c09d7670801cbce69623525d63a2ffd9e3c5efddf36	additional_full_proteome	360	"[""gene-MMC12_002633""]"	unique_gene	longest_per_gene_lexical_tiebreak	2	0	1	[]	eligible_ordered_pair	Toensbergia leucococca	ingroup	Ascomycota	BRF1_not_detected	False	False	GA-profile detection class, not validated function or resolved orthology. Non-detection is not proven domain loss; distinct entries need gene/subgenome reconciliation.	BRF1_undetected_enriched	False
G0000287	F1453789	MCJ1226620.1	S57b02454e91d67989e58dd0dd0c8d6cfdc8e7ff0222c88d558c01cd0bf0a1c21	marker-inputs-v1	764	"[""gene-MMC12_003273""]"	unique_gene	longest_per_gene_lexical_tiebreak	2	1	0	"[""4986044at2759""]"	eligible_ordered_pair	Toensbergia leucococca	ingroup	Ascomycota	BRF1_detected	True	False	GA-profile detection class, not validated function or resolved orthology. Non-detection is not proven domain loss; distinct entries need gene/subgenome reconciliation.	BRF1_enriched	False
G0000288	F1453791	KAI9808956.1	Sfabef66c91180c850d50157c8982fc1674a249c52b532a7f2f0b1c241c42767f	additional_full_proteome	363	"[""gene-M1827_007131""]"	unique_gene	longest_per_gene_lexical_tiebreak	2	0	1	[]	eligible_ordered_pair	Pycnora praestabilis	ingroup	Ascomycota	BRF1_not_detected	False	False	GA-profile detection class, not validated function or resolved orthology. Non-detection is not proven domain loss; distinct entries need gene/subgenome reconciliation.	BRF1_undetected_enriched	False
G0000289	F1453791	KAI9810911.1	S8363bf4d3a5be1a3e6533ccbe6b3f379a5a0de166c7491a9199a97239d53733b	marker-inputs-v1	722	"[""gene-M1827_005770""]"	unique_gene	longest_per_gene_lexical_tiebreak	2	1	0	"[""4986044at2759""]"	eligible_ordered_pair	Pycnora praestabilis	ingroup	Ascomycota	BRF1_detected	True	False	GA-profile detection class, not validated function or resolved orthology. Non-detection is not proven domain loss; distinct entries need gene/subgenome reconciliation.	BRF1_enriched	False
G0000290	F145971	XP_049141135.1	S19c355f9bd0ca690060107d10dcfe0f9130c27957aa0bee0bfaef0560c0b2d2c	additional_full_proteome	455	"[""gene-CLUP02_04983""]"	unique_gene	longest_per_gene_lexical_tiebreak	2	0	1	[]	eligible_ordered_pair	Colletotrichum lupini	ingroup	Ascomycota	BRF1_not_detected	False	False	GA-profile detection class, not validated function or resolved orthology. Non-detection is not proven domain loss; distinct entries need gene/subgenome reconciliation.	BRF1_undetected_enriched	False
G0000291	F145971	XP_049141351.1	Sb92cf3a18ae9469e8af17238e46bc5d393f6ebc0ff74fef5e24d006db92014f4	marker-inputs-v1	732	"[""gene-CLUP02_05200""]"	unique_gene	longest_per_gene_lexical_tiebreak	2	1	0	"[""4986044at2759""]"	eligible_ordered_pair	Colletotrichum lupini	ingroup	Ascomycota	BRF1_detected	True	False	GA-profile detection class, not validated function or resolved orthology. Non-detection is not proven domain loss; distinct entries need gene/subgenome reconciliation.	BRF1_enriched	False
G0000292	F1463510	CAO1617712.1	S6580f99a7605c2ade2d942f93aadc99278933b67309aa2f7d60e87ca06544e48	additional_full_proteome	391	"[""gene-JAMPHYA_P13300""]"	unique_gene	longest_per_gene_lexical_tiebreak	2	0	1	[]	eligible_ordered_pair	Parajaminaea phylloscopi	ingroup	Basidiomycota	BRF1_not_detected	False	False	GA-profile detection class, not validated function or resolved orthology. Non-detection is not proven domain loss; distinct entries need gene/subgenome reconciliation.	BRF1_undetected_enriched	False
G0000293	F1463510	CAO1623765.1	S2ba66a976874ec93b62a6a859bf76ba5d2d9128c7cdb39f19a119e8fb025c5d6	marker-inputs-v1	873	"[""gene-JAMPHYA_P28940""]"	unique_gene	longest_per_gene_lexical_tiebreak	2	1	1	"[""4986044at2759""]"	eligible_ordered_pair	Parajaminaea phylloscopi	ingroup	Basidiomycota	BRF1_detected	True	False	GA-profile detection class, not validated function or resolved orthology. Non-detection is not proven domain loss; distinct entries need gene/subgenome reconciliation.	BRF1_enriched	False
