taxon_id	species_name	study_role	assembly_accession	statistics_status	reported_organism	reported_assembly_type	genome_representation	assembly_method	sequencing_technology	reported_coverage	biosample	bioproject	all_total-length	all_ungapped-length	all_total-gap-length	all_contig-count	all_contig-N50	all_contig-L50	all_scaffold-count	all_scaffold-N50	all_scaffold-L50	all_gc-perc	all_gap_fraction	primary_total-length	primary_ungapped-length	primary_total-gap-length	primary_contig-count	primary_contig-N50	primary_contig-L50	primary_scaffold-count	primary_scaffold-N50	primary_scaffold-L50	primary_gc-perc	primary_gap_fraction
F1095194	Colletotrichum karsti	ingroup	GCF_011947395.1	verified	Colletotrichum karsti (ascomycete fungi)	haploid	full	SPAdes v. 3.5.0	Illumina HiSeq	85.0x	SAMN14421089	PRJNA613862	51850041.0		760.0	203.0	460919.0	33.0	127.0	857663.0	21.0	52.5	1.4657654754795662e-05	51850041.0	51849281.0					127.0	857663.0		52.5	
F145971	Colletotrichum lupini	ingroup	GCF_023278565.1	verified	Colletotrichum lupini (ascomycete fungi)	haploid	full	SPAdes v. 3.9.0	PacBio	300.0x	SAMN06211573	PRJNA360503	63443975.0		0.0				12.0	7871922.0	4.0	46.5	0.0	63407421.0	63407421.0					11.0	7871922.0		46.5	
F1209934	Colletotrichum tamarilloi	ingroup	GCF_030869305.1	verified	Colletotrichum tamarilloi (ascomycete fungi)	haploid	full	SPAdes v. 3.8.2	Illumina MiSeq	200.0x	SAMN05913735	PRJNA348678	52071711.0		1087.0	605.0	410822.0	30.0	603.0	410822.0	30.0	51.0	2.0875058244197123e-05	52071711.0	52070624.0					603.0	410822.0		51.0	
F5570	Cenococcum geophilum	ingroup	GCF_001692895.1	verified	Cenococcum geophilum 1.58 (ascomycete fungi)	haploid	full	Allpaths-LG v. R36892	Illumina; Pacbio	75.0x	SAMN04110467	PRJNA196023	177557160.0		143510.0	625.0	938672.0	63.0	268.0	2235929.0	26.0	37.5	0.0008082467640279896	177557160.0	177413650.0					268.0	2235929.0		37.5	
F574774	Glonium stellatum	ingroup	GCA_001692915.1	verified	Glonium stellatum (ascomycete fungi)	haploid	full	Velvet v. 1.1	Illumina	53.53x	SAMN04095727	PRJNA295956	40521621.0		207563.0	4423.0	20086.0	588.0	2730.0	30704.0	395.0	48.5	0.005122277808185413	40521621.0	40314058.0					2730.0	30704.0		48.5	
F5101	Amorphotheca resinae	ingroup	GCF_003019875.1	verified	Amorphotheca resinae ATCC 22711 (creosote fungus)	haploid	full	Velvet v. 1.1	Illumina; 454	42.94x	SAMN00788613	PRJNA207866	28632918.0		172881.0	309.0	216801.0	46.0	32.0	1980626.0	6.0	47.5	0.00603784078171844	28632918.0	28460037.0					32.0	1980626.0		47.5	
F40559	Botrytis cinerea	ingroup	GCF_000143535.2	verified	Botrytis cinerea B05.10 (ascomycete fungi)	haploid	full	HGAP v. JAN-2015	PacBio	35.0x	SAMN02953628	PRJNA15632	42630066.0		0.0				18.0	2617329.0	7.0	42.0	0.0	42630066.0	42630066.0					18.0	2617329.0		42.0	
F2656787	Venustampulla echinocandica	ingroup	GCF_003357145.1	verified	Venustampulla echinocandica (ascomycete fungi)	haploid	full	AllPaths v. 44837	Illumina HiSeq	100.0x	SAMN07173322	PRJNA388220	33639795.0		53746.0	142.0	506769.0	23.0	32.0	3782225.0	3.0	48.0	0.0015976910679747008	33639795.0	33586049.0					32.0	3782225.0		48.0	
F195108	Fusarium falciforme	ingroup	GCF_026873545.1	verified	Fusarium falciforme (ascomycete fungi)	haploid	full	Flye v. 2.5	Oxford Nanopore MinION	107.93x	SAMN26804627	PRJNA782245	53563088.0		0.0				14.0	3875999.0	6.0	49.5	0.0	53563088.0	53563088.0					14.0	3875999.0		49.5	
F5127	Fusarium fujikuroi	ingroup	GCF_900079805.1	verified	Fusarium fujikuroi IMI 58289 (ascomycete fungi)	haploid	full			19x	SAMEA3724789	PRJEB185	43832314.0		24453.0	65.0	1182607.0	13.0	12.0	4234805.0	5.0	47.5	0.0005578760911413438	43832314.0	43807861.0					12.0	4234805.0		47.5	
F5518	Fusarium graminearum	ingroup	GCF_000240135.3	verified	Fusarium graminearum PH-1 (ascomycete fungi)	haploid	full				SAMN02953593	PRJNA13839	36458046.0		234405.0	433.0	184591.0	66.0	31.0	5350016.0	3.0	48.5	0.006429444957088484	36458046.0	36223641.0					31.0	5350016.0		48.5	
F1328300	Fusarium keratoplasticum	ingroup	GCF_025433545.1	verified	Fusarium keratoplasticum (ascomycete fungi)	haploid	full	Flye v. 2.5	Oxford Nanopore MinION	51.71x	SAMN26804628	PRJNA782245	49462855.0		0.0	25.0	4213465.0	5.0	25.0	4213465.0	5.0	51.0	0.0	49462855.0	49462855.0					25.0	4213465.0		51.0	
F1042133	Fusarium musae	ingroup	GCF_019915245.1	verified	Fusarium musae (ascomycete fungi)	haploid	full	Canu v. 1.8; Medaka v. 1.0.3+; Minimap2 v. 2.17+; Pilon v. 1.20.1; Shovill v. 1.1.0+	Illumina HiSeq; Oxford Nanopore MinION	250.0x	SAMN18537367	PRJNA718489	44015302.0		0.0	13.0	4357084.0	5.0	13.0	4357084.0	5.0	47.0	0.0	44015302.0	44015302.0					13.0	4357084.0		47.0	
F5507	Fusarium oxysporum	ingroup	GCF_013085055.1	verified	Fusarium oxysporum Fo47 (ascomycete fungi)	haploid	full	NextDenovo v. v2.0	PacBio RSII	341.0x	SAMN14572364	PRJNA624237	50358849.0		0.0				12.0	4523040.0	5.0	47.5	0.0	50358849.0	50358849.0					12.0	4523040.0		47.5	
F36050	Fusarium poae	ingroup	GCF_019609905.1	verified	Fusarium poae (ascomycete fungi)	haploid	full	Canu v. 1.8	Oxford Nanopore; Illumina NextSeq	161.0x	SAMN13054494	PRJNA578270	44000513.0		0.0	13.0	9989830.0	2.0	13.0	9989830.0	2.0	46.5	0.0	43859651.0	43859651.0					12.0	9989830.0		46.5	
F101028	Fusarium pseudograminearum	ingroup	GCF_000303195.2	verified	Fusarium pseudograminearum CS3096 (ascomycete fungi)	haploid	full	CLCBio Genomics Workbench v. 3 (April 2010)	Illumina GA; Illumina GAIIx	180X	SAMN02981337	PRJNA66583	36973259.0		40400.0	685.0	186303.0	63.0	281.0	8840934.0	2.0	48.0	0.0010926816053732238	36863345.0	36825645.0					279.0	8840934.0		48.0	
F5128	Fusarium sambucinum	ingroup	GCF_050947815.1	verified	Fusarium sambucinum (ascomycete fungi)	haploid	full	Flye v. JANUARY-2021	PacBio Sequel	185.0x	SAMN46249857	PRJNA990829	38685087.0		0.0	5.0	9651250.0	2.0	5.0	9651250.0	2.0	47.0	0.0	38591179.0	38591179.0					4.0	9651250.0		47.0	
F117187	Fusarium verticillioides	ingroup	GCF_000149555.1	verified	Fusarium verticillioides 7600 (ascomycete fungi)	haploid	full				SAMN02953630	PRJNA15553	41844914.0		90816.0	211.0	392397.0	34.0	37.0	1959799.0	8.0	48.5	0.0021702995972222574	41791161.0	41700345.0					36.0	1959799.0		48.5	
F173216	Trichoderma aggressivum	ingroup	GCF_033847375.1	verified	Trichoderma aggressivum f. europaeum (ascomycete fungi)	haploid	full	SPAdes v. 3.15.5	Illumina NextSeq	93x	SAMN38060657	PRJNA1034581	38856605.0		3104.0	375.0	430804.0	30.0	295.0	579860.0	20.0	49.0	7.9883458680963e-05	38856605.0	38853501.0					295.0	579860.0		49.0	
F101201	Trichoderma asperellum	ingroup	GCF_020647865.1	verified	Trichoderma asperellum (ascomycete fungi)	haploid	full	HGAP v. smrtlink-release_6.0.0	PacBio RSII	59.1x	SAMN17838724	PRJNA700774	37545380.0		0.0				7.0	5512738.0	3.0	47.0	0.0	37545380.0	37545380.0					7.0	5512738.0		47.0	
F63577	Trichoderma atroviride	ingroup	GCF_020647795.1	verified	Trichoderma atroviride (ascomycete fungi)	haploid	full	NECAT v. NECAT 0.0.1	Oxford Nanopore MiniION	153x	SAMN17838941	PRJNA700774	37300646.0		0.0				7.0	5658044.0	3.0	48.5	0.0	37300646.0	37300646.0					7.0	5658044.0		48.5	
F2034170	Trichoderma breve	ingroup	GCF_028502605.1	verified	Trichoderma breve (ascomycete fungi)	haploid	full	Hifiasm v. 0.16.1	PacBio HiFi	83.0x	SAMN30971524	PRJNA883554	38609973.0		0.0	9.0	6210652.0	3.0	9.0	6210652.0	3.0	49.0	0.0	38609973.0	38609973.0					9.0	6210652.0		49.0	
F1738374	Trichoderma camerunense	ingroup	GCF_050948025.1	verified	Trichoderma camerunense (ascomycete fungi)	haploid	full	SPAdes v. 3.15.2	Illumina	111.77x	SAMN40290327	PRJNA1080795	39076590.0		1133.0	208.0	818885.0	17.0	164.0	1671037.0	9.0	49.5	2.8994341624998497e-05	39076590.0	39075457.0					164.0	1671037.0		49.5	
F58853	Trichoderma citrinoviride	ingroup	GCF_003025115.1	verified	Trichoderma citrinoviride (ascomycete fungi)	haploid	full	Allpaths-LG v. 10/01/13	Illumina; PacBio	63.1x	SAMN05369575	PRJNA328283	33215161.0		84130.0	754.0	240081.0	44.0	533.0	1846965.0	7.0	52.5	0.002532879488375805	33215161.0	33131031.0					533.0	1846965.0		52.5	
F549676	Trichoderma evansii	ingroup	GCF_050947405.1	verified	Trichoderma evansii (ascomycete fungi)	haploid	full	SPAdes v. 3.13.0	Illumina	127.2150795x	SAMN13166096	PRJNA581622	38114710.0		2957.0	226.0	582084.0	21.0	156.0	1197945.0	9.0	47.0	7.758159513741545e-05	38114710.0	38111753.0					156.0	1197945.0		47.0	
F398673	Trichoderma gamsii	ingroup	GCF_001481775.2	verified	Trichoderma gamsii (ascomycete fungi)	haploid	full	SPAdes v. 3.8.2	Illumina MiSeq	50.0x	SAMN02849381	PRJNA252048	37908251.0		441.0	216.0	534031.0	23.0	172.0	697391.0	18.0	49.0	1.1633351272259963e-05	37908251.0	37907810.0					172.0	697391.0		49.0	
F65468	Trichoderma ghanense	ingroup	GCF_004382785.1	verified	Trichoderma ghanense (ascomycete fungi)	haploid	full	AllPaths v. 44849	Illumina HiSeq	125.0x	SAMN08359395	PRJNA429783	31700302.0		73149.0	219.0	289689.0	39.0	50.0	1865108.0	6.0	54.0	0.0023075174488873954	31700302.0	31627153.0					50.0	1865108.0		54.0	
F5544	Trichoderma harzianum	ingroup	GCF_003025095.1	verified	Trichoderma harzianum CBS 226.95 (ascomycete fungi)	haploid	full	Allpaths-LG v. 01/03/12	Illumina	120x	SAMN00761861	PRJNA207867	40980648.0		24269.0	841.0	360628.0	38.0	532.0	2414909.0	7.0	47.5	0.0005922063506658069	40980648.0	40956379.0					532.0	2414909.0		47.5	
F2732470	Bacidia gigantensis	ingroup	GCF_019456465.1	verified	Bacidia gigantensis (ascomycete fungi)	haploid	full	Flye v. 2.8.3	Oxford Nanopore PromethION	500.0x	SAMN20307476	PRJNA748063	33117897.0		0.0	24.0	1807239.0	8.0				44.5	0.0	33117897.0	33117897.0								44.5	
F209136	Lepraria neglecta	ingroup	GCA_033220425.1	verified	Lepraria neglecta (ascomycete fungi)	haploid	full	Flye v. 2.9-b1768	Oxford Nanopore MinION	100.0x	SAMN31155142	PRJNA887108	42023604.0		0.0	11.0	5201525.0	4.0	11.0	5201525.0	4.0	47.5	0.0	42023604.0	42023604.0					11.0	5201525.0		47.5	
F560253	Letharia lupina	ingroup	GCF_014066315.1	verified	Letharia lupina (ascomycete fungi)	haploid	full	Canu v. 1.8; Flye v. 2.5; Quickmerge v. 0.3	Nanopore MinION; Illumina HiSeq	200.0x	SAMN14933604	PRJNA633119	49238647.0		0.0	31.0	2098233.0	10.0				38.5	0.0	49166941.0	49166941.0								39.0	
F2939399	Claussenomyces sp. TS43310	ingroup	GCA_026023515.1	verified	Claussenomyces sp. TS43310 (ascomycete fungi)	haploid	full	SPAdes v. 3.13.1	Illumina HiSeq	861x	SAMN27762791	PRJNA833438	27566375.0		0.0	76.0	575796.0	16.0				48.5	0.0	27566375.0	27566375.0								48.5	
F3384825	Phaeococcomyces sp. EXF-18165	ingroup	GCA_056506435.1	verified	Phaeococcomyces sp. EXF-18165 (ascomycete fungi)	haploid	full	SPAdes v. 3.15.2	Illumina	74x	SAMN44930223	PRJNA1189291	22094891.0		2620.0	223.0	496270.0	16.0	195.0	586498.0	14.0	49.0	0.00011857944897759396	22094891.0	22092271.0					195.0	586498.0		49.0	
F174425	Lichina confinis	ingroup	GCA_026054655.1	verified	Lichina confinis (ascomycete fungi)	haploid	full	SPAdes v. 3.13.1	Illumina HiSeq	762x	SAMN27762788	PRJNA833438	25172334.0		0.0	499.0	77678.0	114.0				55.0	0.0	25172334.0	25172334.0								55.0	
F318774	Phylliscum demangeonii	ingroup	GCA_026026795.1	verified	Phylliscum demangeonii (ascomycete fungi)	haploid	full	SPAdes v. 3.13.1	Illumina HiSeq	725x	SAMN27762798	PRJNA833438	25161064.0		0.0	464.0	86389.0	86.0				59.0	0.0	25161064.0	25161064.0								59.0	
F2796175	Watsoniomyces obsoletus	ingroup	GCA_026025055.1	verified	Watsoniomyces obsoletus (ascomycete fungi)	haploid	full	SPAdes v. 3.12.0	Illumina HiSeq	1143x	SAMN27762778	PRJNA833438	27112840.0		898.0	5699.0	51986.0	146.0	5618.0	52823.0	137.0	51.0	3.312083868750009e-05	27112840.0	27111942.0					5618.0	52823.0		51.0	
F578093	Lineolata rhizophorae	ingroup	GCA_010093515.1	verified	Lineolata rhizophorae (ascomycete fungi)	haploid	full	AllPathsLG v. R49403	Illumina	97.8x	SAMN05446853	PRJNA334192	31143728.0		592729.0	477.0	135595.0	67.0	68.0	1108205.0	11.0	56.5	0.019032050369820853	31143728.0	30550999.0					68.0	1108205.0		56.5	
F1125753	Limtongia smithiae	ingroup	GCF_038497785.1	verified	Limtongia smithiae (ascomycete fungi)	haploid	full	SPAdes v. 3.15.2	Illumina	415.22x	SAMN39621395	PRJNA1069702	14146010.0		318.0	48.0	900084.0	6.0	42.0	900084.0	5.0	54.0	2.2479837070665156e-05	14146010.0	14145692.0					42.0	900084.0		54.0	
F383834	Lipomyces doorenjongii	ingroup	GCF_038497915.1	verified	Lipomyces doorenjongii (ascomycete fungi)	haploid	full	SPAdes v. 3.15.2	Illumina	349.12x	SAMN39621297	PRJNA1069692	18877777.0		1465.0	301.0	185846.0	31.0	276.0	215762.0	28.0	47.0	7.760447641690015e-05	18877777.0	18876312.0					276.0	215762.0		47.0	
F44089	Neoaidaea tothii	ingroup	GCF_038497935.1	verified	Neoaidaea tothii (budding yeasts & allies)	haploid	full	SPAdes v. 3.15.2	Illumina	441.8x	SAMN39621396	PRJNA1069694	13125970.0		1735.0	127.0	205167.0	23.0	83.0	336286.0	14.0	65.5	0.0001321807074067669	13125970.0	13124235.0					83.0	336286.0		65.5	
F339359	Zalerion maritima	ingroup	GCA_022664585.2	verified	Zalerion maritima (ascomycete fungi)	haploid	full	SPAdes v. 3.14	Illumina NovaSeq	126x	SAMN26251155	PRJNA810365	58428487.0		1948.0	2240.0	66184.0	242.0	2208.0	66184.0	242.0	44.5	3.333990147648355e-05	58428487.0	58426539.0					2208.0	66184.0		44.5	
F36779	Gaeumannomyces tritici	ingroup	GCF_000145635.1	verified	Gaeumannomyces tritici R3-111a-1 (ascomycete fungi)	haploid	full	Newbler v. 2.1-PreRelease-4/28/2009	454	25x	SAMN02981249	PRJNA37931	43768664.0		2790087.0	1860.0	48633.0	256.0	517.0	6703616.0	3.0	57.0	0.06374622264001478	43618147.0	40880106.0					513.0	6703616.0		57.0	
F148304	Magnaporthiopsis poae	ingroup	GCA_000193285.1	verified	Magnaporthiopsis poae ATCC 64411 (ascomycete fungi)	haploid	full	HybridAssemble v. June 2009	ABI/454	25x	SAMN02981251	PRJNA37933	39641827.0		4968821.0	3118.0	16533.0	648.0	206.0	3426601.0	5.0	57.0	0.1253428859371189	39503331.0	34539923.0					205.0	3426601.0		57.0	
F148305	Pyricularia grisea	ingroup	GCF_004355905.1	verified	Pyricularia grisea (ascomycete fungi)	haploid	full	AllPaths v. 48123	Illumina HiSeq	181.0x	SAMN10496230	PRJNA507314	44557582.0		95208.0	271.0	298533.0	42.0	43.0	5912490.0	3.0	48.0	0.002136740723497967	44557582.0	44462374.0					43.0	5912490.0		48.0	
F2035830	Berkeleyomyces rouxiae	ingroup	GCF_048999995.1	verified	Berkeleyomyces rouxiae (ascomycete fungi)	haploid	full	Hifiasm v. 0.1.2	PacBio Sequel	400.0x	SAMN45900666	PRJNA1200232	33431715.0		0.0	115.0	3098043.0	4.0				51.5	0.0	33322508.0	33322508.0								51.5	
F2019550	Ceratocystis lukuohia	ingroup	GCF_044167205.1	verified	Ceratocystis lukuohia (ascomycete fungi)	haploid	full	Geneious v. 11; SPAdes v. 3.11.1; HGAP v. 4; Canu v. 1.7.1	Illumina MiSeq; PacBio RSII	66.0x	SAMN14683367	PRJNA483301	31721542.0		0.0	12.0	3603267.0	4.0				48.5	0.0	31721542.0	31721542.0								48.5	
F563466	Scedosporium apiospermum	ingroup	GCF_000732125.1	verified	Scedosporium apiospermum (ascomycete fungi)	haploid	full	CLC NGS Cell v. 6.0.2	Illumina HiSeq; PacBio	280.0x	SAMN02727168	PRJNA244532	43437139.0		234994.0	333.0	1049035.0	13.0	176.0	1380919.0	11.0	50.5	0.0054099787741545315	43437139.0	43202145.0					176.0	1380919.0		50.5	
F703497	Microthyrium microscopicum	ingroup	GCA_010405405.1	verified	Microthyrium microscopicum (ascomycete fungi)	haploid	full	AllPathsLG v. R49403	Illumina	72.9x	SAMN05660417	PRJNA234668	37120677.0		267917.0	330.0	469310.0	23.0	58.0	2506003.0	6.0	44.0	0.0072174599617350725	37120677.0	36852760.0					58.0	2506003.0		44.0	
F122368	Cercospora beticola	ingroup	GCF_033473495.1	verified	Cercospora beticola (ascomycete fungi)	haploid	full	Canu v. 2.1	PacBio	853.0x	SAMN37303012	PRJNA1013556	36074111.0		0.0				10.0	4239515.0	4.0	51.0	0.0	36074111.0	36074111.0					10.0	4239515.0		51.0	
F574656	Recurvomyces mirabilis	ingroup	GCF_035927965.1	verified	Recurvomyces mirabilis (ascomycete fungi)	haploid	full	SPAdes v. 3.15.2	Illumina HiSeq	82.39322x	SAMN23564083	PRJNA666634	27128294.0		1585.0	568.0	538897.0	16.0	541.0	763235.0	13.0	53.0	5.8426084589027236e-05	27128294.0	27126709.0					541.0	763235.0		53.0	
F1690608	Saxophila tyrrhenica	ingroup	GCF_035928015.1	verified	Saxophila tyrrhenica (ascomycete fungi)	haploid	full	SPAdes v. 3.15.2	Illumina HiSeq	123.8004933x	SAMN23564129	PRJNA666634	25918878.0		1224.0	108.0	1093196.0	9.0	90.0	1415088.0	8.0	55.5	4.722426642079183e-05	25918878.0	25917654.0					90.0	1415088.0		55.5	
F2601811	Elsinoe batatas	ingroup	GCA_017309325.2	verified	Elsinoe batatas (ascomycete fungi)	haploid	full	FALCON v. 2.3	Oxford Nanopore	168.0x	SAMN17204113	PRJNA645248	26493939.0		0.0	13.0	2546814.0	5.0				51.0	0.0	26493939.0	26493939.0								51.0	
F147570	Myriangium duriaei	ingroup	GCA_010093895.1	verified	Myriangium duriaei CBS 260.36 (ascomycete fungi)	haploid	full	AllPathsLG v. R42328	Illumina	97.7x	SAMN02745710	PRJNA196043	25685045.0		1600.0	32.0	1451197.0	8.0	16.0	1862757.0	5.0	52.0	6.229305808107403e-05	25685045.0	25683445.0					16.0	1862757.0		52.0	
F2082308	Sphaceloma murrayae	ingroup	GCA_002895985.1	verified	Sphaceloma murrayae (ascomycete fungi)	haploid	full	SOAPdenovo v. 2.21	Illumina	241.09x	SAMN07200639	PRJNA385043	20718688.0		3344.0	156.0	357468.0	21.0	98.0	598889.0	12.0	54.5	0.00016140018132422285	20718688.0	20715344.0					98.0	598889.0		54.5	
F741139	Lepidopterella palustris	ingroup	GCA_001692735.1	verified	Lepidopterella palustris CBS 459.81 (ascomycete fungi)	haploid	full	Allpaths-LG v. R36892	97x	Illumina	SAMN04110470	PRJNA196014	45668136.0		33562.0	3529.0	44350.0	290.0	3371.0	51152.0	242.0	46.0	0.0007349106606847277	45668136.0	45634574.0					3371.0	51152.0		46.0	
F390894	Lophium mytilinum	ingroup	GCA_010093605.1	verified	Lophium mytilinum (ascomycete fungi)	haploid	full	AllPathsLG v. R47710	Illumina	87.7x	SAMN05660224	PRJNA234407	43412209.0		360588.0	369.0	523270.0	24.0	49.0	2039319.0	9.0	50.0	0.008306142633746188	43412209.0	43051621.0					49.0	2039319.0		50.0	
F574789	Mytilinidion resinicola	ingroup	GCF_010093595.1	verified	Mytilinidion resinicola (ascomycete fungi)	haploid	full	AllPathsLG v. R49403	Illumina	86.7x	SAMN05446164	PRJNA334371	47275052.0		524971.0	577.0	186816.0	83.0	73.0	1675696.0	10.0	50.5	0.011104609678694801	47275052.0	46750081.0					73.0	1675696.0		50.5	
F48691	Neolecta irregularis	ingroup	GCA_001929475.1	verified	Neolecta irregularis DAH-3 (ascomycete fungi)	haploid	full	Velvet v. 1.2.02	Illumina HiSeq	900.0x	SAMN01939349	PRJNA167926	14182604.0		4660.0	5008.0	15519.0	227.0	4542.0	16681.0	213.0	44.0	0.00032857153735660956	14157967.0	14153307.0					4483.0	16688.0		44.0	
F92988	Neophaeotheca triangularis	ingroup	GCA_054600435.1	verified	Neophaeotheca triangularis (ascomycete fungi)	haploid	full	SPAdes v. 3.13.1	Illumina NovaSeq X	232x	SAMD01681017	PRJDB35956	25422514.0		0.0	136.0	389357.0	20.0				53.5	0.0	25422514.0	25422514.0								53.5	
F199306	Coccidioides posadasii	ingroup	GCF_018416015.2	verified	Coccidioides posadasii str. Silveira (ascomycete fungi)	haploid	full	canu v. 1.7.1; pilon v. 1.24; SPAdes v. 3.13	PacBio Sequel; Illumina MiSeq	475.0x	SAMN00004989	PRJNA664774	28193268.0		0.0				9.0	8079863.0	2.0	46.5	0.0	28193268.0	28193268.0					9.0	8079863.0		46.5	
F63402	Nannizzia gypsea	ingroup	GCF_000150975.2	verified	Nannizzia gypsea CBS 118893 (ascomycete fungi)	haploid	full	Arachne v. April 2008	ABI 3730	9.06X (7.94X Q>20)	SAMN02953728	PRJNA20599	23272942.0		157423.0	319.0	146432.0	49.0	19.0	3227799.0	3.0	48.5	0.006764207120870236	23249403.0	23092619.0					18.0	3227799.0		48.5	
F1048829	Paracoccidioides lutzii	ingroup	GCF_000150705.2	verified	Paracoccidioides lutzii Pb01 (ascomycete fungi)	haploid	full	Pilon v. 1.0	Illumina	148.0x	SAMN02953719	PRJNA28731	32925248.0		300016.0	672.0	113453.0	84.0	110.0	1028461.0	12.0	43.0	0.00911203463068828	32925248.0	32625232.0					110.0	1028461.0		43.0	
F226899	Leptographium clavigerum	ingroup	GCF_000143105.1	verified	Grosmannia clavigera kw1407 (ascomycete fungi)	haploid	full		Sanger; 454; Illumina	64x	SAMN02953765	PRJNA39837	29794006.0		665297.0	334.0	1213309.0	7.0	289.0	1996734.0	6.0	53.5	0.022329894140452278	29794006.0	29128709.0					289.0	1996734.0		53.5	
F61273	Ophiostoma piceae	ingroup	GCA_000410735.1	verified	Ophiostoma piceae UAMH 11346 (ascomycete fungi)	haploid	full	ABySS v. 1.3.0	Illumina HiSeq; 454	735.0x	SAMN02179239	PRJNA182071	32840360.0		336094.0	381.0	205066.0	51.0	45.0	1451997.0	8.0	53.5	0.010234175264826574	32840360.0	32504266.0					45.0	1451997.0		53.5	
F29908	Sporothrix schenckii	ingroup	GCF_000961545.1	verified	Sporothrix schenckii 1099-18 (ascomycete fungi)	haploid	full	Newbler v. 2.6	454	17.0x	SAMN03199974	PRJNA218070	32375103.0		0.0	16.0	4335207.0	3.0				55.0	0.0	32375103.0	32375103.0								55.0	
F97331	Arthrobotrys flagrans	ingroup	GCF_004000055.1	verified	Arthrobotrys flagrans (ascomycete fungi)	haploid	full	GS De Novo Assembler v. April-2017	PacBio RS; Illumina	102.0x	SAMN10185917	PRJNA494930	36645795.0		0.0	14.0	6168687.0	3.0				45.0	0.0	36645795.0	36645795.0								45.0	
F1814901	Dactylella cylindrospora	ingroup	GCA_012184295.1	verified	Dactylella cylindrospora (ascomycete fungi)	haploid	full	SOAPdenovo v. FEB-2011	Illumina	106.0x	SAMN03658149	PRJNA283946	37713459.0		81463.0	2073.0	34009.0	338.0	140.0	501354.0	26.0	46.0	0.002160051137181556	37713459.0	37631996.0					140.0	501354.0		46.0	
F2813651	Orbilia oligospora	ingroup	GCF_000225545.1	verified	Orbilia oligospora ATCC 24927 (ascomycete fungi)	haploid	full	gsAssembler v. 2.3	Sanger; 454	33x	SAMN02981262	PRJNA41495	40072829.0		106613.0	323.0	575766.0	23.0	215.0	2037373.0	8.0	44.5	0.002660480995739033	40072829.0	39966216.0					215.0	2037373.0		44.5	
F1940652	Gomphillus americanus	ingroup	GCA_905337335.1	verified	Gomphillus americanus (ascomycete fungi)	haploid	full	metaSPAdes v3.13	HiSeq X Ten	572x	SAMEA8235473	PRJEB42325	23861785.0		1930.0	76.0	553885.0	16.0	54.0	685684.0	12.0	46.0	8.088246541488829e-05	23861785.0	23859855.0					54.0	685684.0		46.0	
F2704026	Stictis urceolata	ingroup	GCA_022814025.1	verified	Stictis urceolata (ascomycete fungi)	haploid	full	SPAdes v. 3.12.0	Illumina	113x	SAMN25961865	PRJNA795879	34144946.0		0.0	547.0	161088.0	62.0				48.5	0.0	34144946.0	34144946.0								48.5	
F209281	Thelotrema lepadinum	ingroup	GCA_022813995.1	verified	Thelotrema lepadinum (ascomycete fungi)	haploid	full	SPAdes v. 3.12.0	Illumina	406x	SAMN25961866	PRJNA795879	37058936.0		320.0	376.0	220181.0	58.0	355.0	220181.0	57.0	47.5	8.634894428701353e-06	37058936.0	37058616.0					355.0	220181.0		47.5	
F703506	Patellaria atrata	ingroup	GCA_010093705.1	verified	Patellaria atrata CBS 101060 (ascomycete fungi)	haploid	full	AllPathsLG v. R41043	Illumina	192.4x	SAMN02745730	PRJNA208393	28693344.0		308350.0	501.0	146661.0	63.0	127.0	1466072.0	8.0	46.0	0.010746394703942489	28693344.0	28384994.0					127.0	1466072.0		46.0	
F669869	Lobaria immixta	ingroup	GCA_022814215.1	verified	Lobaria immixta (ascomycete fungi)	haploid	full	SPAdes v. 3.12.0	Illumina	123x	SAMN25961856	PRJNA795879	55886429.0		11042.0	1243.0	70744.0	221.0	1045.0	79751.0	199.0	47.0	0.00019757927277836985	55886429.0	55875387.0					1045.0	79751.0		47.0	
F52883	Peltigera leucophlebia	ingroup	GCA_022814155.1	verified	Peltigera leucophlebia (ascomycete fungi)	haploid	full	SPAdes v. 3.12.0	Illumina	53x	SAMN25961859	PRJNA795879	44693606.0		1643.0	4475.0	10608.0	1446.0	4464.0	10622.0	1444.0	45.5	3.676141056955664e-05	44693606.0	44691963.0					4464.0	10622.0		45.5	
F169141	Pseudocyphellaria aurata	ingroup	GCA_022814125.1	verified	Pseudocyphellaria aurata (ascomycete fungi)	haploid	full	SPAdes v. 3.12.0	Illumina	130x	SAMN25961860	PRJNA795879	42928881.0		11943.0	1162.0	65211.0	198.0	978.0	74990.0	171.0	49.0	0.00027820431657652573	42928881.0	42916938.0					978.0	74990.0		49.0	
F443868	Agyrium rufum	ingroup	GCA_022814335.1	verified	Agyrium rufum (ascomycete fungi)	haploid	full	SPAdes v. 3.6.2	Illumina	223x	SAMN25961850	PRJNA795879	28047069.0		510.0	244.0	235725.0	39.0	239.0	240237.0	39.0	48.0	1.8183718234514986e-05	28047069.0	28046559.0					239.0	240237.0		48.0	
F1006475	Circinaria calcarea	ingroup	GCA_051942165.1	verified	Circinaria calcarea (ascomycete fungi)	haploid	full	MEGAHIT v. 1.2.9; redundans v. 0.14a	Illumina NovaSeq	97x	SAMN36292002	PRJNA991097	31498245.0		0.0	5512.0	9071.0	989.0				48.5	0.0	31498245.0	31498245.0								48.5	
