taxon_id	marker	protein_id	annotation_status	translation_table	code_provenance	annotation_issues	initial_phase	genomic_cds_span_bases	cds_parts	five_prime_partial	three_prime_partial	internal_partial_boundary	annotation_flags	translation_status	terminal_stop	indexed_cds_length
F326681	4837017at2759	XP_051319022.1	consistent_ordered_cds_features	1	ncbi_documented_default		0	773	2	False	True	False	partial;start_range	non_triplet_length	False	773
F326681	4988239at2759	XP_051312581.1	consistent_ordered_cds_features	1	ncbi_documented_default		0	3137	4	False	True	False	partial;start_range	non_triplet_length	False	3137
F1682393	4613677at2759	XP_046016241.1	consistent_ordered_cds_features	1	ncbi_documented_default		0	372	2	True	False	False	end_range;partial	exact_translation	True	372
F1682393	4999134at2759	XP_046017193.1	consistent_ordered_cds_features	1	ncbi_documented_default		0	8472	62	True	False	False	exception;partial;start_range	exact_translation	True	8472
F1682393	5002334at2759	XP_046006749.1	consistent_ordered_cds_features	1	ncbi_documented_default		0	1266	1	True	True	False	end_range;partial;start_range	exact_translation	False	1266
F1682393	5005750at2759	XP_046011691.1	consistent_ordered_cds_features	1	ncbi_documented_default		0	348	1	True	True	False	end_range;partial;start_range	exact_translation	False	348
F326684	4810093at2759	XP_047835025.1	consistent_ordered_cds_features	1	ncbi_documented_default		0	2728	3	False	True	False	partial;start_range	non_triplet_length	False	2728
F1217826	801816at2759	XP_018189821.1	consistent_ordered_cds_features	1	ncbi_documented_default		0	537	3	True	False	False	end_range;partial	exact_translation	True	537
F423460	4823929at2759	ORX91606.1	consistent_ordered_cds_features	1	ncbi_documented_default		2	1313	11	True	False	False	end_range;partial	exact_translation	True	1311
F423460	4843240at2759	ORY03191.1	consistent_ordered_cds_features	1	ncbi_documented_default		0	1416	10	True	False	False	partial;start_range	exact_translation	True	1416
F423460	4911644at2759	ORX85159.1	consistent_ordered_cds_features	1	ncbi_documented_default		0	2766	6	True	False	False	partial;start_range	exact_translation	True	2766
F423460	4983000at2759	ORX99155.1	consistent_ordered_cds_features	1	ncbi_documented_default		0	1374	4	True	False	False	end_range;partial	exact_translation	True	1374
F423460	5011777at2759	ORX89116.1	consistent_ordered_cds_features	1	ncbi_documented_default		0	3141	2	False	True	False	end_range;partial	exact_translation	False	3141
F34480	4976279at2759	KAK9762068.1	consistent_ordered_cds_features	1	ncbi_documented_default		0	1774	8	False	True	False	partial;start_range	non_triplet_length	False	1774
F34480	4999134at2759	KAK9710766.1	consistent_ordered_cds_features	1	ncbi_documented_default		0	6224	2	False	True	False	partial;start_range	non_triplet_length	False	6224
F34480	5000152at2759	KAK9701194.1	consistent_ordered_cds_features	1	ncbi_documented_default		0	3165	20	False	True	False	end_range;partial	exact_translation	False	3165
F34480	5001660at2759	KAK9761544.1	consistent_ordered_cds_features	1	ncbi_documented_default		0	1763	3	False	True	False	partial;start_range	non_triplet_length	False	1763
F34480	5005217at2759	KAK9761616.1	consistent_ordered_cds_features	1	ncbi_documented_default		0	987	8	False	True	False	partial;start_range	exact_translation	False	987
F87326	4999134at2759	KAF8733677.1	consistent_ordered_cds_features	1	ncbi_documented_default		0	7779	15	True	False	False	partial;start_range	exact_translation	True	7779
F933333	4888252at2759	KAF8638921.1	consistent_ordered_cds_features	1	ncbi_documented_default		0	3734	12	False	True	False	partial;start_range	non_triplet_length	False	3734
F933333	5013259at2759	KAF8632642.1	consistent_ordered_cds_features	1	ncbi_documented_default		0	450	3	True	False	False	end_range;partial	exact_translation	True	450
F41956	4867008at2759	KAM6500897.1	consistent_ordered_cds_features	1	ncbi_documented_default		0	546	3	True	False	False	end_range;partial	exact_translation	True	546
F41956	5005750at2759	KAM6500792.1	consistent_ordered_cds_features	1	ncbi_documented_default		0	339	2	True	True	False	end_range;partial;start_range	exact_translation	False	339
F1004511	5001734at2759	KAF8622327.1	consistent_ordered_cds_features	1	ncbi_documented_default		0	717	5	False	True	False	end_range;partial	exact_translation	False	717
F1004511	5018803at2759	KAF8634313.1	consistent_ordered_cds_features	1	ncbi_documented_default		1	2314	7	True	False	False	end_range;partial	exact_translation	True	2313
F71933	5001413at2759	KAF8332165.1	consistent_ordered_cds_features	1	ncbi_documented_default		0	931	2	False	True	False	end_range;partial	non_triplet_length	False	931
F235537	201273at2759	PFH51534.1	consistent_ordered_cds_features	1	ncbi_documented_default		0	825	3	True	False	False	end_range;partial	exact_translation	True	825
F235537	340246at2759	PFH54495.1	consistent_ordered_cds_features	1	ncbi_documented_default		0	1660	6	False	True	False	partial;start_range	non_triplet_length	False	1660
F235537	5005750at2759	PFH47669.1	consistent_ordered_cds_features	1	ncbi_documented_default		0	378	2	True	False	False	end_range;partial	exact_translation	True	378
F89243	115730at2759	MIE9575466.1	consistent_ordered_cds_features	1	ncbi_documented_default		0	1151	8	False	True	False	partial;start_range	non_triplet_length	False	1151
F89243	4843824at2759	MIE9578544.1	consistent_ordered_cds_features	1	ncbi_documented_default		0	735	5	False	True	False	end_range;partial	exact_translation	False	735
F29883	4888252at2759	XP_001882977.1	consistent_ordered_cds_features	1	ncbi_documented_default		0	3120	13	True	False	False	end_range;partial	exact_translation	True	3120
F29883	4940884at2759	XP_001876757.1	consistent_ordered_cds_features	1	ncbi_documented_default		0	1983	8	True	True	False	end_range;partial;start_range	exact_translation	False	1983
F29883	4977863at2759	XP_001877567.1	consistent_ordered_cds_features	1	ncbi_documented_default		0	1422	9	True	False	False	partial;start_range	exact_translation	True	1422
F29883	4985971at2759	XP_001883294.1	consistent_ordered_cds_features	1	ncbi_documented_default		0	909	6	False	True	False	end_range;partial	exact_translation	False	909
F29883	4986044at2759	XP_001885839.1	consistent_ordered_cds_features	1	ncbi_documented_default		0	1431	7	True	True	False	end_range;partial;start_range	exact_translation	False	1431
F29883	5001473at2759	XP_001873374.1	consistent_ordered_cds_features	1	ncbi_documented_default		0	258	2	True	True	False	end_range;partial;start_range	exact_translation	False	258
F29883	5002334at2759	XP_001880763.1	consistent_ordered_cds_features	1	ncbi_documented_default		0	1047	1	True	True	False	end_range;partial;start_range	exact_translation	False	1047
F29883	5003856at2759	XP_001883677.1	consistent_ordered_cds_features	1	ncbi_documented_default		0	861	7	True	True	False	end_range;partial;start_range	exact_translation	False	861
F29883	5004391at2759	XP_001884394.1	consistent_ordered_cds_features	1	ncbi_documented_default		0	2844	13	True	False	False	end_range;partial	exact_translation	True	2844
F29883	5004478at2759	XP_001886951.1	consistent_ordered_cds_features	1	ncbi_documented_default		0	1149	9	True	False	False	partial;start_range	exact_translation	True	1149
F29883	5004599at2759	XP_001879002.1	consistent_ordered_cds_features	1	ncbi_documented_default		0	1965	7	True	False	False	end_range;partial	exact_translation	True	1965
F29883	5005892at2759	XP_001873225.1	consistent_ordered_cds_features	1	ncbi_documented_default		0	969	8	False	True	False	end_range;partial	exact_translation	False	969
F29883	538728at2759	XP_001882816.1	consistent_ordered_cds_features	1	ncbi_documented_default		0	1551	7	True	False	False	partial;start_range	exact_translation	True	1551
F29883	760428at2759	XP_001879219.1	consistent_ordered_cds_features	1	ncbi_documented_default		0	1458	6	False	True	False	end_range;partial	exact_translation	False	1458
F44565	129234at2759	KAO0763057.1	consistent_ordered_cds_features	1	ncbi_documented_default		0	630	4	True	False	False	partial;start_range	exact_translation	True	630
F44565	4813267at2759	KAO0756599.1	consistent_ordered_cds_features	1	ncbi_documented_default		0	2679	8	False	True	False	end_range;partial	exact_translation	False	2679
F44565	4888252at2759	KAO0763226.1	consistent_ordered_cds_features	1	ncbi_documented_default		0	2862	8	True	False	False	end_range;partial	exact_translation	True	2862
F2831993	129234at2759	KII91402.1	consistent_ordered_cds_features	1	ncbi_documented_default		0	561	4	False	True	False	partial;start_range	exact_translation	False	561
F2831993	5006326at2759	KII95049.1	consistent_ordered_cds_features	1	ncbi_documented_default		2	1889	10	True	False	False	end_range;partial	exact_translation	True	1887
F1759441	3643464at2759	KZP17293.1	consistent_ordered_cds_features	1	ncbi_documented_default		2	2555	15	True	False	False	partial;start_range	exact_translation	True	2553
F1759441	4969018at2759	KZP31174.1	consistent_ordered_cds_features	1	ncbi_documented_default		0	1575	5	False	True	False	partial;start_range	exact_translation	False	1575
F1759441	5000371at2759	KZP22378.1	consistent_ordered_cds_features	1	ncbi_documented_default		0	1377	10	False	True	False	end_range;partial	exact_translation	False	1377
F1759441	5004599at2759	KZP30818.1	consistent_ordered_cds_features	1	ncbi_documented_default		1	2422	8	True	False	False	partial;start_range	exact_translation	True	2421
F1759441	5015742at2759	KZP06696.1	consistent_ordered_cds_features	1	ncbi_documented_default		0	2199	1	True	False	False	partial;start_range	exact_translation	True	2199
F1759441	5017019at2759	KZP25277.1	consistent_ordered_cds_features	1	ncbi_documented_default		0	1212	10	False	True	False	end_range;partial	exact_translation	False	1212
F80663	4970538at2759	KIM79693.1	consistent_ordered_cds_features	1	ncbi_documented_default		0	3000	16	False	True	False	partial;start_range	exact_translation	False	3000
F1938712	4613677at2759	KAH8927262.1	consistent_ordered_cds_features	1	ncbi_documented_default		0	407	4	False	True	False	end_range;partial	non_triplet_length	False	407
F1938712	4747214at2759	KAH8927878.1	consistent_ordered_cds_features	1	ncbi_documented_default		0	318	1	False	True	False	partial;start_range	exact_translation	False	318
F1938712	4838864at2759	KAH8925245.1	consistent_ordered_cds_features	1	ncbi_documented_default		0	1851	6	False	True	False	partial;start_range	exact_translation	False	1851
F1938712	5002573at2759	KAH8925484.1	consistent_ordered_cds_features	1	ncbi_documented_default		0	987	4	False	True	False	end_range;partial	exact_translation	False	987
F1938712	5004391at2759	KAH8913527.1	consistent_ordered_cds_features	1	ncbi_documented_default		0	2256	8	True	True	False	end_range;partial;start_range	exact_translation	False	2256
F1938712	5014007at2759	KAH8930188.1	consistent_ordered_cds_features	1	ncbi_documented_default		0	2022	6	False	True	False	partial;start_range	exact_translation	False	2022
F1938712	540946at2759	KAH8920133.1	consistent_ordered_cds_features	1	ncbi_documented_default		1	1267	6	True	False	False	end_range;partial	exact_translation	True	1266
F1938712	776280at2759	KAH8925436.1	consistent_ordered_cds_features	1	ncbi_documented_default		0	1371	4	True	False	False	end_range;partial	exact_translation	True	1371
F1331295	4823929at2759	EJD53335.1	consistent_ordered_cds_features	1	ncbi_documented_default		0	1464	9	False	True	False	end_range;partial	exact_translation	False	1464
F1331295	4983000at2759	EJD53587.1	consistent_ordered_cds_features	1	ncbi_documented_default		2	1592	5	True	False	False	partial;start_range	exact_translation	True	1590
F1331295	5003192at2759	EJD42343.1	consistent_ordered_cds_features	1	ncbi_documented_default		2	1427	9	True	False	False	partial;start_range	exact_translation	True	1425
F2829486	4843824at2759	KAH7105966.1	consistent_ordered_cds_features	1	ncbi_documented_default		0	641	6	False	True	False	partial;start_range	non_triplet_length	False	641
F2829486	5001318at2759	KAH7098803.1	consistent_ordered_cds_features	1	ncbi_documented_default		0	1277	2	False	True	False	partial;start_range	non_triplet_length	False	1277
F5219	5000986at2759	KZV81779.1	consistent_ordered_cds_features	1	ncbi_documented_default		0	1225	3	False	True	False	end_range;partial	non_triplet_length	False	1225
F5219	5002334at2759	KZW02873.1	consistent_ordered_cds_features	1	ncbi_documented_default		0	1029	1	True	True	False	end_range;partial;start_range	exact_translation	False	1029
F5219	5003205at2759	KZV91997.1	consistent_ordered_cds_features	1	ncbi_documented_default		0	4221	15	True	False	False	end_range;partial	exact_translation	True	4221
F48563	345792at2759	XP_041308419.1	consistent_ordered_cds_features	1	ncbi_documented_default		0	915	4	True	False	False	end_range;partial	exact_translation	True	915
F48563	4823929at2759	XP_041307349.1	consistent_ordered_cds_features	1	ncbi_documented_default		0	1482	9	True	False	False	partial;start_range	exact_translation	True	1482
F48563	5004478at2759	XP_041312792.1	consistent_ordered_cds_features	1	ncbi_documented_default		1	1351	8	True	False	False	end_range;partial	exact_translation	True	1350
F48565	4613677at2759	KAG2752061.1	consistent_ordered_cds_features	1	ncbi_documented_default		0	342	4	False	True	False	partial;start_range	exact_translation	False	342
F48565	4983000at2759	KAG2757311.1	consistent_ordered_cds_features	1	ncbi_documented_default		1	1564	5	True	False	False	partial;start_range	exact_translation	True	1563
F48565	5005215at2759	KAG2754589.1	consistent_ordered_cds_features	1	ncbi_documented_default		0	1777	4	False	True	False	end_range;partial	non_triplet_length	False	1777
F1904413	201273at2759	XP_041212813.1	consistent_ordered_cds_features	1	ncbi_documented_default		0	804	3	True	False	False	end_range;partial	exact_translation	True	804
F1904413	345792at2759	XP_041215451.1	consistent_ordered_cds_features	1	ncbi_documented_default		0	711	3	True	False	False	partial;start_range	exact_translation	True	711
F1904413	4988239at2759	XP_041203797.1	consistent_ordered_cds_features	1	ncbi_documented_default		2	2624	9	True	False	False	end_range;partial	exact_translation	True	2622
F1904413	5005750at2759	XP_041212376.1	consistent_ordered_cds_features	1	ncbi_documented_default		0	339	2	True	True	False	end_range;partial;start_range	exact_translation	False	339
F1912936	5000823at2759	XP_041295907.1	consistent_ordered_cds_features	1	ncbi_documented_default		0	3027	5	False	True	False	partial;start_range	exact_translation	False	3027
F1912936	5001156at2759	XP_041291616.1	consistent_ordered_cds_features	1	ncbi_documented_default		0	1074	7	False	True	False	end_range;partial	exact_translation	False	1074
F1912936	5005750at2759	XP_041297030.1	consistent_ordered_cds_features	1	ncbi_documented_default		0	339	2	True	True	False	end_range;partial;start_range	exact_translation	False	339
F1912939	5004391at2759	XP_041228363.1	consistent_ordered_cds_features	1	ncbi_documented_default		0	4590	23	True	False	False	end_range;partial	exact_translation	True	4590
F1912939	5005750at2759	XP_041229568.1	consistent_ordered_cds_features	1	ncbi_documented_default		0	465	1	False	True	False	partial;start_range	exact_translation	False	465
F116603	4985971at2759	XP_041161419.1	consistent_ordered_cds_features	1	ncbi_documented_default		0	1131	7	True	False	False	partial;start_range	exact_translation	True	1131
F116603	5004391at2759	XP_041154977.1	consistent_ordered_cds_features	1	ncbi_documented_default		0	4479	23	True	False	False	end_range;partial	exact_translation	True	4479
F48586	5005274at2759	XP_041245580.1	consistent_ordered_cds_features	1	ncbi_documented_default		0	1068	4	True	False	False	end_range;partial	exact_translation	True	1068
F48586	5005750at2759	XP_041240433.1	consistent_ordered_cds_features	1	ncbi_documented_default		0	339	2	True	True	False	end_range;partial;start_range	exact_translation	False	339
F48587	201273at2759	XP_041188567.1	consistent_ordered_cds_features	1	ncbi_documented_default		0	765	3	True	True	False	end_range;partial;start_range	exact_translation	False	765
F48587	5005750at2759	XP_041199556.1	consistent_ordered_cds_features	1	ncbi_documented_default		0	499	4	False	True	False	end_range;partial	non_triplet_length	False	499
F48593	340246at2759	KAG2350381.1	consistent_ordered_cds_features	1	ncbi_documented_default		0	2304	8	False	True	False	partial;start_range	exact_translation	False	2304
F48593	5003972at2759	KAG2340638.1	consistent_ordered_cds_features	1	ncbi_documented_default		0	763	3	False	True	False	partial;start_range	non_triplet_length	False	763
F48593	5004118at2759	KAG2338350.1	consistent_ordered_cds_features	1	ncbi_documented_default		2	1004	4	True	False	False	partial;start_range	exact_translation	True	1002
F48593	5005892at2759	KAG2350435.1	consistent_ordered_cds_features	1	ncbi_documented_default		0	1143	9	False	True	False	partial;start_range	exact_translation	False	1143
F264124	4613677at2759	KDQ12375.1	consistent_ordered_cds_features	1	ncbi_documented_default		0	336	4	True	True	False	end_range;partial;start_range	exact_translation	False	336
F264124	4813267at2759	KDQ18362.1	consistent_ordered_cds_features	1	ncbi_documented_default		0	2925	8	True	False	False	end_range;partial	exact_translation	True	2925
F264124	5000045at2759	KDQ08980.1	consistent_ordered_cds_features	1	ncbi_documented_default		2	1151	7	True	False	False	end_range;partial	exact_translation	True	1149
F264124	5005196at2759	KDQ06192.1	consistent_ordered_cds_features	1	ncbi_documented_default		0	1371	8	True	False	False	partial;start_range	exact_translation	True	1371
F1750568	760428at2759	XP_038920030.1	consistent_ordered_cds_features	1	ncbi_documented_default		1	1510	9	True	False	False	partial;start_range	exact_translation	True	1509
F139363	4803900at2759	KAF9519321.1	consistent_ordered_cds_features	1	ncbi_documented_default		0	345	3	False	True	False	partial;start_range	exact_translation	False	345
F139363	4867008at2759	KAF9510780.1	consistent_ordered_cds_features	1	ncbi_documented_default		0	558	3	True	False	False	end_range;partial	exact_translation	True	558
F139363	4908955at2759	KAF9517990.1	consistent_ordered_cds_features	1	ncbi_documented_default		0	1131	8	False	True	False	partial;start_range	exact_translation	False	1131
F139363	4969018at2759	KAF9512351.1	consistent_ordered_cds_features	1	ncbi_documented_default		0	1545	8	True	False	False	partial;start_range	exact_translation	True	1545
F139363	5001734at2759	KAF9516835.1	consistent_ordered_cds_features	1	ncbi_documented_default		0	987	6	True	False	False	partial;start_range	exact_translation	True	987
F156515	3643464at2759	KIO25990.1	consistent_ordered_cds_features	1	ncbi_documented_default		0	2187	11	False	True	False	end_range;partial	exact_translation	False	2187
F156515	4823929at2759	KIO34584.1	consistent_ordered_cds_features	1	ncbi_documented_default		0	1428	8	False	True	False	partial;start_range	exact_translation	False	1428
F156515	4838864at2759	KIO22457.1	consistent_ordered_cds_features	1	ncbi_documented_default		0	1710	5	True	False	False	end_range;partial	exact_translation	True	1710
F156515	4911644at2759	KIO20896.1	consistent_ordered_cds_features	1	ncbi_documented_default		0	2211	4	True	False	False	end_range;partial	exact_translation	True	2211
F156515	4987397at2759	KIO30097.1	consistent_ordered_cds_features	1	ncbi_documented_default		2	2948	10	True	False	False	end_range;partial	exact_translation	True	2946
F156515	5003205at2759	KIO25836.1	consistent_ordered_cds_features	1	ncbi_documented_default		0	2976	11	False	True	False	partial;start_range	exact_translation	False	2976
F156515	5004118at2759	KIO29316.1	consistent_ordered_cds_features	1	ncbi_documented_default		0	473	2	False	True	False	partial;start_range	non_triplet_length	False	473
F1522189	4977163at2759	XP_025368002.1	consistent_ordered_cds_features	1	ncbi_documented_default		0	537	4	False	True	False	end_range;partial	exact_translation	False	537
F1522189	5001273at2759	XP_025371604.1	consistent_ordered_cds_features	1	ncbi_documented_default		0	780	2	False	True	False	partial;start_range	exact_translation	False	780
F203533	5002573at2759	KAO0816055.1	consistent_ordered_cds_features	1	ncbi_documented_default		0	1407	8	False	True	False	end_range;partial	exact_translation	False	1407
F203533	649304at2759	KAO0818943.1	consistent_ordered_cds_features	1	ncbi_documented_default		0	1032	5	False	True	False	partial;start_range	exact_translation	False	1032
F202698	129234at2759	XP_007383433.1	consistent_ordered_cds_features	1	ncbi_documented_default		2	653	7	True	False	False	partial;start_range	exact_translation	True	651
F202698	4613677at2759	XP_007385143.1	consistent_ordered_cds_features	1	ncbi_documented_default		0	330	4	True	True	False	end_range;partial;start_range	exact_translation	False	330
F202698	5001473at2759	XP_007378922.1	consistent_ordered_cds_features	1	ncbi_documented_default		0	435	2	True	False	False	end_range;partial	exact_translation	True	435
F202698	5005010at2759	XP_007382032.1	consistent_ordered_cds_features	1	ncbi_documented_default		0	327	3	True	False	False	partial;start_range	exact_translation	True	327
F202698	707076at2759	XP_007385545.1	consistent_ordered_cds_features	1	ncbi_documented_default		0	825	5	True	False	False	end_range;partial	exact_translation	True	825
F2778381	4977863at2759	CAD6579139.1	consistent_ordered_cds_features	1	ncbi_documented_default		0	1979	9	False	True	False	end_range;partial	non_triplet_length	False	1979
F2778381	5013259at2759	CAD6573562.1	consistent_ordered_cds_features	1	ncbi_documented_default		1	1000	4	True	False	False	partial;start_range	exact_translation	True	999
F2778381	5015403at2759	CAD6576406.1	consistent_ordered_cds_features	1	ncbi_documented_default		1	5008	24	True	False	False	end_range;partial	exact_translation	True	5007
F29899	5000452at2759	XP_066823356.1	consistent_ordered_cds_features	1	ncbi_documented_default		0	873	4	True	False	False	end_range;partial	exact_translation	True	873
F29899	5001156at2759	XP_066824135.1	consistent_ordered_cds_features	1	ncbi_documented_default		0	723	8	True	True	False	end_range;partial;start_range	exact_translation	False	723
F29899	5004478at2759	XP_066819811.1	consistent_ordered_cds_features	1	ncbi_documented_default		0	816	3	True	False	False	partial;start_range	exact_translation	True	816
F29899	776280at2759	XP_066825605.1	consistent_ordered_cds_features	1	ncbi_documented_default		0	903	4	True	False	False	end_range;partial	exact_translation	True	903
F29902	5000452at2759	XP_076500746.1	consistent_ordered_cds_features	1	ncbi_documented_default		2	920	7	True	False	False	end_range;partial	exact_translation	True	918
F29902	5001473at2759	XP_076500923.1	consistent_ordered_cds_features	1	ncbi_documented_default		0	243	3	True	True	False	end_range;partial;start_range	exact_translation	False	243
F29889	4803900at2759	KZT60914.1	consistent_ordered_cds_features	1	ncbi_documented_default		0	378	3	False	True	False	end_range;partial	exact_translation	False	378
F29889	4837017at2759	KZT51014.1	consistent_ordered_cds_features	1	ncbi_documented_default		0	738	6	False	True	False	partial;start_range	exact_translation	False	738
F29889	4985971at2759	KZT57993.1	consistent_ordered_cds_features	1	ncbi_documented_default		0	1164	2	False	True	False	partial;start_range	exact_translation	False	1164
F29889	5000452at2759	KZT52516.1	consistent_ordered_cds_features	1	ncbi_documented_default		0	852	4	True	False	False	end_range;partial	exact_translation	True	852
F29889	5003972at2759	KZT57912.1	consistent_ordered_cds_features	1	ncbi_documented_default		0	816	6	False	True	False	end_range;partial	exact_translation	False	816
F29889	5006412at2759	KZT60316.1	consistent_ordered_cds_features	1	ncbi_documented_default		0	2049	4	True	True	False	end_range;partial;start_range	exact_translation	False	2049
F63146	260326at2759	KZO92927.1	consistent_ordered_cds_features	1	ncbi_documented_default		0	510	3	True	False	False	end_range;partial	exact_translation	True	510
F63146	5003205at2759	KZP01754.1	consistent_ordered_cds_features	1	ncbi_documented_default		0	4353	15	False	True	False	partial;start_range	exact_translation	False	4353
F63146	5005010at2759	KZO98109.1	consistent_ordered_cds_features	1	ncbi_documented_default		2	371	4	True	False	False	partial;start_range	exact_translation	True	369
F1858805	260326at2759	XP_040630806.1	consistent_ordered_cds_features	1	ncbi_documented_default		0	501	3	True	False	False	end_range;partial	exact_translation	True	501
F1858805	5001660at2759	XP_040631368.1	consistent_ordered_cds_features	1	ncbi_documented_default		1	1999	8	True	False	False	end_range;partial	exact_translation	True	1998
F1858805	5001734at2759	XP_040633575.1	consistent_ordered_cds_features	1	ncbi_documented_default		0	810	4	True	False	False	end_range;partial	exact_translation	True	810
F1858805	5005892at2759	XP_040624826.1	consistent_ordered_cds_features	1	ncbi_documented_default		0	1044	7	False	True	False	partial;start_range	exact_translation	False	1044
F1858805	530740at2759	XP_040626111.1	consistent_ordered_cds_features	1	ncbi_documented_default		0	882	2	True	True	False	end_range;partial;start_range	exact_translation	False	882
F58919	115730at2759	XP_025599099.1	consistent_ordered_cds_features	1	ncbi_documented_default		0	1122	7	False	True	False	end_range;partial	exact_translation	False	1122
F58919	4810093at2759	XP_025597652.1	consistent_ordered_cds_features	1	ncbi_documented_default		0	3252	3	True	False	False	end_range;partial	exact_translation	True	3252
F58919	4970387at2759	XP_025599724.1	consistent_ordered_cds_features	1	ncbi_documented_default		0	495	3	False	True	False	partial;start_range	exact_translation	False	495
F58919	5002334at2759	XP_025596586.1	consistent_ordered_cds_features	1	ncbi_documented_default		0	897	1	True	True	False	end_range;partial;start_range	exact_translation	False	897
F58919	538952at2759	XP_025599872.1	consistent_ordered_cds_features	1	ncbi_documented_default		1	2203	4	True	False	False	partial;start_range	exact_translation	True	2202
F58919	541070at2759	XP_025597059.1	consistent_ordered_cds_features	1	ncbi_documented_default		0	789	3	False	True	False	end_range;partial	exact_translation	False	789
F5414	4613677at2759	KAO0770387.1	consistent_ordered_cds_features	1	ncbi_documented_default		0	399	3	True	False	False	partial;start_range	exact_translation	True	399
F5414	4803900at2759	KAO0770643.1	consistent_ordered_cds_features	1	ncbi_documented_default		0	351	3	False	True	False	partial;start_range	exact_translation	False	351
F5414	4983000at2759	KAO0779592.1	consistent_ordered_cds_features	1	ncbi_documented_default		0	1647	5	False	True	False	partial;start_range	exact_translation	False	1647
F5414	5001473at2759	KAO0779557.1	consistent_ordered_cds_features	1	ncbi_documented_default		0	309	2	True	True	False	end_range;partial;start_range	exact_translation	False	309
F5414	5004478at2759	KAO0768621.1	consistent_ordered_cds_features	1	ncbi_documented_default		0	1299	5	True	True	False	end_range;partial;start_range	exact_translation	False	1299
F5414	538952at2759	KAO0764690.1	consistent_ordered_cds_features	1	ncbi_documented_default		0	774	3	False	True	False	end_range;partial	translation_mismatch	False	774
F215250	4747214at2759	XP_025377103.1	consistent_ordered_cds_features	1	ncbi_documented_default		0	414	3	True	False	False	end_range;partial	exact_translation	True	414
F215250	4896098at2759	XP_025374935.1	consistent_ordered_cds_features	1	ncbi_documented_default		0	705	2	True	False	False	end_range;partial	exact_translation	True	705
F1280837	4803900at2759	XP_025353591.1	consistent_ordered_cds_features	1	ncbi_documented_default		0	336	1	False	True	False	partial;start_range	exact_translation	False	336
F1280837	4969636at2759	XP_025357802.1	consistent_ordered_cds_features	1	ncbi_documented_default		0	1536	3	True	True	False	end_range;partial;start_range	exact_translation	False	1536
F1280837	4977163at2759	XP_025356937.1	consistent_ordered_cds_features	1	ncbi_documented_default		0	531	1	False	True	False	partial;start_range	exact_translation	False	531
F1280837	5001280at2759	XP_025356112.1	consistent_ordered_cds_features	1	ncbi_documented_default		0	2676	1	True	True	False	end_range;partial;start_range	exact_translation	False	2676
F1280837	5004118at2759	XP_025357784.1	consistent_ordered_cds_features	1	ncbi_documented_default		0	981	1	True	True	False	end_range;partial;start_range	exact_translation	False	981
F1280837	5017019at2759	XP_025353344.1	consistent_ordered_cds_features	1	ncbi_documented_default		0	1434	1	True	True	False	end_range;partial;start_range	exact_translation	False	1434
F1280837	538728at2759	XP_025356434.1	consistent_ordered_cds_features	1	ncbi_documented_default		0	1566	1	True	False	False	end_range;partial	exact_translation	True	1566
F5210	4977163at2759	XP_046032723.1	consistent_ordered_cds_features	1	ncbi_documented_default		0	441	4	False	True	False	end_range;partial	exact_translation	False	441
F5210	5003972at2759	XP_046038093.1	consistent_ordered_cds_features	1	ncbi_documented_default		0	981	7	True	False	False	end_range;partial	exact_translation	True	981
F104408	5001318at2759	GHJ84252.1	consistent_ordered_cds_features	1	ncbi_documented_default		0	1533	7	False	True	False	partial;start_range	exact_translation	False	1533
F68786	4813267at2759	KIJ26376.1	consistent_ordered_cds_features	1	ncbi_documented_default		0	1668	4	True	True	False	end_range;partial;start_range	exact_translation	False	1668
F68786	4838864at2759	KIJ39068.1	consistent_ordered_cds_features	1	ncbi_documented_default		0	2156	5	False	True	False	end_range;partial	non_triplet_length	False	2156
F68786	4896098at2759	KIJ52594.1	consistent_ordered_cds_features	1	ncbi_documented_default		0	666	4	True	False	False	end_range;partial	exact_translation	True	666
F68786	4999134at2759	KIJ29669.1	consistent_ordered_cds_features	1	ncbi_documented_default		0	6034	27	False	True	False	end_range;partial	non_triplet_length	False	6034
F68786	5006412at2759	KIJ25735.1	consistent_ordered_cds_features	1	ncbi_documented_default		0	615	3	True	True	False	end_range;partial;start_range	exact_translation	False	615
F68786	5011777at2759	KIJ35765.1	consistent_ordered_cds_features	1	ncbi_documented_default		0	1894	11	False	True	False	partial;start_range	non_triplet_length	False	1894
F68786	5015742at2759	KIJ46563.1	consistent_ordered_cds_features	1	ncbi_documented_default		0	2298	2	False	True	False	partial;start_range	exact_translation	False	2298
F68786	530014at2759	KIJ36370.1	consistent_ordered_cds_features	1	ncbi_documented_default		0	1935	7	False	True	False	end_range;partial	exact_translation	False	1935
F5281	5003192at2759	XP_013242373.1	consistent_ordered_cds_features	1	ncbi_documented_default		0	1623	5	False	True	False	end_range;partial	exact_translation	False	1623
F5281	5005750at2759	XP_013241391.1	consistent_ordered_cds_features	1	ncbi_documented_default		0	366	2	True	True	False	end_range;partial;start_range	exact_translation	False	366
F104355	4969636at2759	XP_007861874.1	consistent_ordered_cds_features	1	ncbi_documented_default		0	1377	6	False	True	False	partial;start_range	exact_translation	False	1377
