marker	fit	taxa	columns	log_likelihood	gamma_alpha	total_branch_length	branches	branches_le_1e_minus5	branches_ge_10	warning_count	elapsed_seconds
649304at2759	3di_af	26	276	-3605.5034	0.5083	2.6267459872	49	9	0	2	0.4279749800916761
649304at2759	3di_af_empirical	26	276	-3501.5	0.4734	3.8555028128999997	49	7	0	2	0.3432696689851582
649304at2759	3di_llm	26	276	-3634.8972	0.4898	2.4523501643000003	49	8	0	2	0.4513394278474152
707076at2759	aa	87	228	-8770.5494	0.6302	23.915381694900002	171	11	0	2	1060.1899546338245
707076at2759	3di_af	87	228	-6198.1791	0.4926	11.350877133799997	171	30	0	2	1.0527760561089963
707076at2759	3di_af_empirical	87	228	-6169.3544	0.4699	13.69183590210001	171	24	0	2	1.5532360170036554
707076at2759	3di_llm	87	228	-6294.7884	0.4932	10.458612840199994	171	27	0	2	0.9668163969181478
707202at2759	aa	9	323	-4101.9323	1.4722	4.563400702099999	15	0	0	0	32.886905901134014
707202at2759	3di_af	9	323	-3196.5034	1.1777	2.4543899779	15	1	0	1	0.10552797582931817
707202at2759	3di_af_empirical	9	323	-3142.3619	1.0958	2.670275118	15	1	0	1	0.1117142210714519
707202at2759	3di_llm	9	323	-3281.4592	1.2609	2.1912143488	15	1	0	1	0.1096713577862829
727964at2759	aa	11	241	-2574.5563	1.0984	2.8742882076000003	19	0	0	1	33.448934501968324
727964at2759	3di_af	11	241	-1921.3324	1.0975	2.0175345738000003	19	0	0	3	0.15367430401965976
727964at2759	3di_af_empirical	11	241	-1840.9257	0.7397	3.0550603194	19	1	0	3	0.11615157104097307
727964at2759	3di_llm	11	241	-1962.0261	1.0598	1.7815793566	19	0	0	3	0.13667694991454482
760428at2759	aa	16	331	-6200.6997	1.1528	8.735071190800003	29	1	0	1	81.72595077008009
760428at2759	3di_af	16	331	-4597.3191	1.3192	3.3961616179000007	29	0	0	2	0.44901495799422264
760428at2759	3di_af_empirical	16	331	-4456.0334	1.033	5.082795259199999	29	0	0	2	0.24181256792508066
760428at2759	3di_llm	16	331	-4731.4884	1.351	2.9288958748	29	0	0	2	0.3205890138633549
776280at2759	aa	4	243	-1478.082	0.7385	1.8741806641999998	5	0	0	10	6.918298807926476
776280at2759	3di_af	4	243	-1162.2716	8.2821	0.6267660976	5	0	0	2	0.08828535908833146
776280at2759	3di_af_empirical	4	243	-1097.6641	3.2848	0.7620244354	5	0	0	2	0.03297307505272329
776280at2759	3di_llm	4	243	-1194.4749	156.8067	0.5514645169	5	0	0	2	0.03437647316604853
801816at2759	aa	154	153	-9669.7308	0.7802	21.5541445828	305	26	0	1	2438.1095863799565
801816at2759	3di_af	154	153	-8738.3101	0.5618	20.915056639800003	305	56	0	2	1.6069675288163126
801816at2759	3di_af_empirical	154	153	-8746.7323	0.5166	25.42419728180001	305	56	0	2	2.3803501760121435
801816at2759	3di_llm	154	153	-8769.7589	0.4672	28.80072239260001	305	56	0	2	5.776669610990211
