entry_id	experimental_method	starting_model_review	starting_models_json	target_chain_attribution	training_independence	initial_release_date
4QZ4	X-RAY DIFFRACTION	only_experimental_starting_models_reported_not_independence_proof	"[{""accession_code"": ""1RYP"", ""details"": ""pdb entry 1RYP"", ""id"": 1, ""source_name"": ""PDB"", ""type"": ""experimental model""}]"	unknown_requires_methods_or_coordinate_annotation_review	unresolved	2015-02-04T00:00:00.000+00:00
4QZ5	X-RAY DIFFRACTION	only_experimental_starting_models_reported_not_independence_proof	"[{""accession_code"": ""1RYP"", ""details"": ""pdb entry 1RYP"", ""id"": 1, ""source_name"": ""PDB"", ""type"": ""experimental model""}]"	unknown_requires_methods_or_coordinate_annotation_review	unresolved	2015-02-04T00:00:00.000+00:00
4QZ6	X-RAY DIFFRACTION	only_experimental_starting_models_reported_not_independence_proof	"[{""accession_code"": ""1RYP"", ""id"": 1, ""source_name"": ""PDB"", ""type"": ""experimental model""}]"	unknown_requires_methods_or_coordinate_annotation_review	unresolved	2015-02-04T00:00:00.000+00:00
4QZ7	X-RAY DIFFRACTION	only_experimental_starting_models_reported_not_independence_proof	"[{""accession_code"": ""1RYP"", ""id"": 1, ""source_name"": ""PDB"", ""type"": ""experimental model""}]"	unknown_requires_methods_or_coordinate_annotation_review	unresolved	2015-02-04T00:00:00.000+00:00
4QZW	X-RAY DIFFRACTION	only_experimental_starting_models_reported_not_independence_proof	"[{""accession_code"": ""1RYP"", ""id"": 1, ""source_name"": ""PDB"", ""type"": ""experimental model""}]"	unknown_requires_methods_or_coordinate_annotation_review	unresolved	2015-02-04T00:00:00.000+00:00
4QZX	X-RAY DIFFRACTION	only_experimental_starting_models_reported_not_independence_proof	"[{""accession_code"": ""1RYP"", ""id"": 1, ""source_name"": ""PDB"", ""type"": ""experimental model""}]"	unknown_requires_methods_or_coordinate_annotation_review	unresolved	2015-02-04T00:00:00.000+00:00
4QZZ	X-RAY DIFFRACTION	only_experimental_starting_models_reported_not_independence_proof	"[{""accession_code"": ""1RYP"", ""id"": 1, ""source_name"": ""PDB"", ""type"": ""experimental model""}]"	unknown_requires_methods_or_coordinate_annotation_review	unresolved	2015-02-04T00:00:00.000+00:00
4R00	X-RAY DIFFRACTION	only_experimental_starting_models_reported_not_independence_proof	"[{""accession_code"": ""1RYP"", ""id"": 1, ""source_name"": ""PDB"", ""type"": ""experimental model""}]"	unknown_requires_methods_or_coordinate_annotation_review	unresolved	2015-02-04T00:00:00.000+00:00
4R02	X-RAY DIFFRACTION	only_experimental_starting_models_reported_not_independence_proof	"[{""accession_code"": ""1RYP"", ""id"": 1, ""source_name"": ""PDB"", ""type"": ""experimental model""}]"	unknown_requires_methods_or_coordinate_annotation_review	unresolved	2014-08-13T00:00:00.000+00:00
4R17	X-RAY DIFFRACTION	only_experimental_starting_models_reported_not_independence_proof	"[{""accession_code"": ""1RYP"", ""id"": 1, ""source_name"": ""PDB"", ""type"": ""experimental model""}]"	unknown_requires_methods_or_coordinate_annotation_review	unresolved	2014-10-15T00:00:00.000+00:00
4R18	X-RAY DIFFRACTION	only_experimental_starting_models_reported_not_independence_proof	"[{""accession_code"": ""1RYP"", ""id"": 1, ""source_name"": ""PDB"", ""type"": ""experimental model""}]"	unknown_requires_methods_or_coordinate_annotation_review	unresolved	2014-10-15T00:00:00.000+00:00
4RUR	X-RAY DIFFRACTION	only_experimental_starting_models_reported_not_independence_proof	"[{""accession_code"": ""1RYP"", ""details"": ""PDB ENTRY 1RYP"", ""id"": 1, ""source_name"": ""PDB"", ""type"": ""experimental model""}]"	unknown_requires_methods_or_coordinate_annotation_review	unresolved	2014-12-10T00:00:00.000+00:00
4V1M	ELECTRON MICROSCOPY	only_experimental_starting_models_reported_not_independence_proof	"[{""accession_code"": ""4A3D"", ""id"": 1, ""source_name"": ""PDB"", ""type"": ""experimental model""}]"	unknown_requires_methods_or_coordinate_annotation_review	unresolved	2015-02-04T00:00:00.000+00:00
4V1N	ELECTRON MICROSCOPY	starting_model_annotation_missing	[]	unknown_requires_methods_or_coordinate_annotation_review	unresolved	2015-02-04T00:00:00.000+00:00
4V1O	ELECTRON MICROSCOPY	starting_model_annotation_missing	[]	unknown_requires_methods_or_coordinate_annotation_review	unresolved	2015-02-04T00:00:00.000+00:00
4V7F	ELECTRON MICROSCOPY	only_experimental_starting_models_reported_not_independence_proof	"[{""accession_code"": ""3U5D"", ""id"": 1, ""source_name"": ""PDB"", ""type"": ""experimental model""}]"	unknown_requires_methods_or_coordinate_annotation_review	unresolved	2014-07-09T00:00:00.000+00:00
4X67	X-RAY DIFFRACTION	starting_model_annotation_missing	[]	unknown_requires_methods_or_coordinate_annotation_review	unresolved	2015-02-04T00:00:00.000+00:00
4X6A	X-RAY DIFFRACTION	starting_model_annotation_missing	[]	unknown_requires_methods_or_coordinate_annotation_review	unresolved	2015-02-04T00:00:00.000+00:00
4X6Z	X-RAY DIFFRACTION	only_experimental_starting_models_reported_not_independence_proof	"[{""accession_code"": ""1RYP"", ""id"": 1, ""source_name"": ""PDB"", ""type"": ""experimental model""}]"	unknown_requires_methods_or_coordinate_annotation_review	unresolved	2015-12-23T00:00:00.000+00:00
4Y52	X-RAY DIFFRACTION	only_experimental_starting_models_reported_not_independence_proof	"[{""accession_code"": ""3M3Y"", ""id"": 1, ""source_name"": ""PDB"", ""type"": ""experimental model""}]"	unknown_requires_methods_or_coordinate_annotation_review	unresolved	2015-07-15T00:00:00.000+00:00
4Y69	X-RAY DIFFRACTION	only_experimental_starting_models_reported_not_independence_proof	"[{""accession_code"": ""1RYP"", ""id"": 1, ""source_name"": ""PDB"", ""type"": ""experimental model""}]"	unknown_requires_methods_or_coordinate_annotation_review	unresolved	2015-06-17T00:00:00.000+00:00
4Y6A	X-RAY DIFFRACTION	only_experimental_starting_models_reported_not_independence_proof	"[{""accession_code"": ""1RYP"", ""id"": 1, ""source_name"": ""PDB"", ""type"": ""experimental model""}]"	unknown_requires_methods_or_coordinate_annotation_review	unresolved	2015-06-17T00:00:00.000+00:00
4Y6V	X-RAY DIFFRACTION	only_experimental_starting_models_reported_not_independence_proof	"[{""accession_code"": ""1RYP"", ""id"": 1, ""source_name"": ""PDB"", ""type"": ""experimental model""}]"	unknown_requires_methods_or_coordinate_annotation_review	unresolved	2015-06-17T00:00:00.000+00:00
4Y6Z	X-RAY DIFFRACTION	only_experimental_starting_models_reported_not_independence_proof	"[{""accession_code"": ""1RYP"", ""id"": 1, ""source_name"": ""PDB"", ""type"": ""experimental model""}]"	unknown_requires_methods_or_coordinate_annotation_review	unresolved	2015-06-17T00:00:00.000+00:00
4Y70	X-RAY DIFFRACTION	only_experimental_starting_models_reported_not_independence_proof	"[{""accession_code"": ""1RYP"", ""id"": 1, ""source_name"": ""PDB"", ""type"": ""experimental model""}]"	unknown_requires_methods_or_coordinate_annotation_review	unresolved	2015-06-17T00:00:00.000+00:00
4Y74	X-RAY DIFFRACTION	only_experimental_starting_models_reported_not_independence_proof	"[{""accession_code"": ""1RYP"", ""id"": 1, ""source_name"": ""PDB"", ""type"": ""experimental model""}]"	unknown_requires_methods_or_coordinate_annotation_review	unresolved	2015-06-17T00:00:00.000+00:00
4Y75	X-RAY DIFFRACTION	only_experimental_starting_models_reported_not_independence_proof	"[{""accession_code"": ""1RYP"", ""id"": 1, ""source_name"": ""PDB"", ""type"": ""experimental model""}]"	unknown_requires_methods_or_coordinate_annotation_review	unresolved	2015-06-17T00:00:00.000+00:00
4Y77	X-RAY DIFFRACTION	only_experimental_starting_models_reported_not_independence_proof	"[{""accession_code"": ""1RYP"", ""id"": 1, ""source_name"": ""PDB"", ""type"": ""experimental model""}]"	unknown_requires_methods_or_coordinate_annotation_review	unresolved	2015-06-17T00:00:00.000+00:00
4Y78	X-RAY DIFFRACTION	only_experimental_starting_models_reported_not_independence_proof	"[{""accession_code"": ""1RYP"", ""id"": 1, ""source_name"": ""PDB"", ""type"": ""experimental model""}]"	unknown_requires_methods_or_coordinate_annotation_review	unresolved	2015-06-17T00:00:00.000+00:00
4Y7N	X-RAY DIFFRACTION	only_experimental_starting_models_reported_not_independence_proof	"[{""accession_code"": ""3M3Y"", ""id"": 1, ""source_name"": ""PDB"", ""type"": ""experimental model""}]"	unknown_requires_methods_or_coordinate_annotation_review	unresolved	2015-07-15T00:00:00.000+00:00
4Y7W	X-RAY DIFFRACTION	only_experimental_starting_models_reported_not_independence_proof	"[{""accession_code"": ""1RYP"", ""id"": 1, ""source_name"": ""PDB"", ""type"": ""experimental model""}]"	unknown_requires_methods_or_coordinate_annotation_review	unresolved	2015-06-17T00:00:00.000+00:00
4Y7X	X-RAY DIFFRACTION	only_experimental_starting_models_reported_not_independence_proof	"[{""accession_code"": ""1RYP"", ""id"": 1, ""source_name"": ""PDB"", ""type"": ""experimental model""}]"	unknown_requires_methods_or_coordinate_annotation_review	unresolved	2015-06-17T00:00:00.000+00:00
4Y7Y	X-RAY DIFFRACTION	only_experimental_starting_models_reported_not_independence_proof	"[{""accession_code"": ""1RYP"", ""id"": 1, ""source_name"": ""PDB"", ""type"": ""experimental model""}]"	unknown_requires_methods_or_coordinate_annotation_review	unresolved	2015-06-17T00:00:00.000+00:00
4Y80	X-RAY DIFFRACTION	only_experimental_starting_models_reported_not_independence_proof	"[{""accession_code"": ""1RYP"", ""id"": 1, ""source_name"": ""PDB"", ""type"": ""experimental model""}]"	unknown_requires_methods_or_coordinate_annotation_review	unresolved	2015-06-17T00:00:00.000+00:00
4Y81	X-RAY DIFFRACTION	only_experimental_starting_models_reported_not_independence_proof	"[{""accession_code"": ""1RYP"", ""id"": 1, ""source_name"": ""PDB"", ""type"": ""experimental model""}]"	unknown_requires_methods_or_coordinate_annotation_review	unresolved	2015-06-17T00:00:00.000+00:00
4Y82	X-RAY DIFFRACTION	only_experimental_starting_models_reported_not_independence_proof	"[{""accession_code"": ""1RYP"", ""id"": 1, ""source_name"": ""PDB"", ""type"": ""experimental model""}]"	unknown_requires_methods_or_coordinate_annotation_review	unresolved	2015-06-17T00:00:00.000+00:00
4Y84	X-RAY DIFFRACTION	only_experimental_starting_models_reported_not_independence_proof	"[{""accession_code"": ""1RYP"", ""id"": 1, ""source_name"": ""PDB"", ""type"": ""experimental model""}]"	unknown_requires_methods_or_coordinate_annotation_review	unresolved	2015-06-17T00:00:00.000+00:00
4Y8G	X-RAY DIFFRACTION	only_experimental_starting_models_reported_not_independence_proof	"[{""accession_code"": ""1RYP"", ""id"": 1, ""source_name"": ""PDB"", ""type"": ""experimental model""}]"	unknown_requires_methods_or_coordinate_annotation_review	unresolved	2015-06-17T00:00:00.000+00:00
4Y8H	X-RAY DIFFRACTION	only_experimental_starting_models_reported_not_independence_proof	"[{""accession_code"": ""1RYP"", ""id"": 1, ""source_name"": ""PDB"", ""type"": ""experimental model""}]"	unknown_requires_methods_or_coordinate_annotation_review	unresolved	2015-06-17T00:00:00.000+00:00
4Y8I	X-RAY DIFFRACTION	only_experimental_starting_models_reported_not_independence_proof	"[{""accession_code"": ""1RYP"", ""id"": 1, ""source_name"": ""PDB"", ""type"": ""experimental model""}]"	unknown_requires_methods_or_coordinate_annotation_review	unresolved	2015-06-17T00:00:00.000+00:00
4Y8J	X-RAY DIFFRACTION	only_experimental_starting_models_reported_not_independence_proof	"[{""accession_code"": ""1RYP"", ""id"": 1, ""source_name"": ""PDB"", ""type"": ""experimental model""}]"	unknown_requires_methods_or_coordinate_annotation_review	unresolved	2015-06-17T00:00:00.000+00:00
4Y8K	X-RAY DIFFRACTION	only_experimental_starting_models_reported_not_independence_proof	"[{""accession_code"": ""1RYP"", ""id"": 1, ""source_name"": ""PDB"", ""type"": ""experimental model""}]"	unknown_requires_methods_or_coordinate_annotation_review	unresolved	2015-06-17T00:00:00.000+00:00
4Y8L	X-RAY DIFFRACTION	only_experimental_starting_models_reported_not_independence_proof	"[{""accession_code"": ""1RYP"", ""id"": 1, ""source_name"": ""PDB"", ""type"": ""experimental model""}]"	unknown_requires_methods_or_coordinate_annotation_review	unresolved	2015-06-17T00:00:00.000+00:00
4Y8M	X-RAY DIFFRACTION	only_experimental_starting_models_reported_not_independence_proof	"[{""accession_code"": ""1RYP"", ""id"": 1, ""source_name"": ""PDB"", ""type"": ""experimental model""}]"	unknown_requires_methods_or_coordinate_annotation_review	unresolved	2015-06-17T00:00:00.000+00:00
4Y8N	X-RAY DIFFRACTION	only_experimental_starting_models_reported_not_independence_proof	"[{""accession_code"": ""1RYP"", ""id"": 1, ""source_name"": ""PDB"", ""type"": ""experimental model""}]"	unknown_requires_methods_or_coordinate_annotation_review	unresolved	2015-06-17T00:00:00.000+00:00
4Y8O	X-RAY DIFFRACTION	only_experimental_starting_models_reported_not_independence_proof	"[{""accession_code"": ""1RYP"", ""id"": 1, ""source_name"": ""PDB"", ""type"": ""experimental model""}]"	unknown_requires_methods_or_coordinate_annotation_review	unresolved	2015-06-17T00:00:00.000+00:00
4Y8P	X-RAY DIFFRACTION	only_experimental_starting_models_reported_not_independence_proof	"[{""accession_code"": ""1RYP"", ""id"": 1, ""source_name"": ""PDB"", ""type"": ""experimental model""}]"	unknown_requires_methods_or_coordinate_annotation_review	unresolved	2015-06-17T00:00:00.000+00:00
4Y8Q	X-RAY DIFFRACTION	only_experimental_starting_models_reported_not_independence_proof	"[{""accession_code"": ""1RYP"", ""id"": 1, ""source_name"": ""PDB"", ""type"": ""experimental model""}]"	unknown_requires_methods_or_coordinate_annotation_review	unresolved	2015-06-17T00:00:00.000+00:00
4Y8R	X-RAY DIFFRACTION	only_experimental_starting_models_reported_not_independence_proof	"[{""accession_code"": ""1RYP"", ""id"": 1, ""source_name"": ""PDB"", ""type"": ""experimental model""}]"	unknown_requires_methods_or_coordinate_annotation_review	unresolved	2015-06-17T00:00:00.000+00:00
4Y8S	X-RAY DIFFRACTION	only_experimental_starting_models_reported_not_independence_proof	"[{""accession_code"": ""1RYP"", ""id"": 1, ""source_name"": ""PDB"", ""type"": ""experimental model""}]"	unknown_requires_methods_or_coordinate_annotation_review	unresolved	2015-06-17T00:00:00.000+00:00
4Y8T	X-RAY DIFFRACTION	only_experimental_starting_models_reported_not_independence_proof	"[{""accession_code"": ""1RYP"", ""id"": 1, ""source_name"": ""PDB"", ""type"": ""experimental model""}]"	unknown_requires_methods_or_coordinate_annotation_review	unresolved	2015-06-17T00:00:00.000+00:00
4Y8U	X-RAY DIFFRACTION	only_experimental_starting_models_reported_not_independence_proof	"[{""accession_code"": ""1RYP"", ""id"": 1, ""source_name"": ""PDB"", ""type"": ""experimental model""}]"	unknown_requires_methods_or_coordinate_annotation_review	unresolved	2015-06-17T00:00:00.000+00:00
4Y9Y	X-RAY DIFFRACTION	only_experimental_starting_models_reported_not_independence_proof	"[{""accession_code"": ""1RYP"", ""id"": 1, ""source_name"": ""PDB"", ""type"": ""experimental model""}]"	unknown_requires_methods_or_coordinate_annotation_review	unresolved	2015-06-17T00:00:00.000+00:00
4Y9Z	X-RAY DIFFRACTION	only_experimental_starting_models_reported_not_independence_proof	"[{""accession_code"": ""1RYP"", ""id"": 1, ""source_name"": ""PDB"", ""type"": ""experimental model""}]"	unknown_requires_methods_or_coordinate_annotation_review	unresolved	2015-06-17T00:00:00.000+00:00
4YA0	X-RAY DIFFRACTION	only_experimental_starting_models_reported_not_independence_proof	"[{""accession_code"": ""1RYP"", ""id"": 1, ""source_name"": ""PDB"", ""type"": ""experimental model""}]"	unknown_requires_methods_or_coordinate_annotation_review	unresolved	2015-06-17T00:00:00.000+00:00
4YA1	X-RAY DIFFRACTION	only_experimental_starting_models_reported_not_independence_proof	"[{""accession_code"": ""1RYP"", ""id"": 1, ""source_name"": ""PDB"", ""type"": ""experimental model""}]"	unknown_requires_methods_or_coordinate_annotation_review	unresolved	2015-06-17T00:00:00.000+00:00
4YA2	X-RAY DIFFRACTION	only_experimental_starting_models_reported_not_independence_proof	"[{""accession_code"": ""1RYP"", ""id"": 1, ""source_name"": ""PDB"", ""type"": ""experimental model""}]"	unknown_requires_methods_or_coordinate_annotation_review	unresolved	2015-06-17T00:00:00.000+00:00
4YA3	X-RAY DIFFRACTION	only_experimental_starting_models_reported_not_independence_proof	"[{""accession_code"": ""1RYP"", ""id"": 1, ""source_name"": ""PDB"", ""type"": ""experimental model""}]"	unknown_requires_methods_or_coordinate_annotation_review	unresolved	2015-06-17T00:00:00.000+00:00
4YA4	X-RAY DIFFRACTION	only_experimental_starting_models_reported_not_independence_proof	"[{""accession_code"": ""1RYP"", ""id"": 1, ""source_name"": ""PDB"", ""type"": ""experimental model""}]"	unknown_requires_methods_or_coordinate_annotation_review	unresolved	2015-06-17T00:00:00.000+00:00
4YA5	X-RAY DIFFRACTION	only_experimental_starting_models_reported_not_independence_proof	"[{""accession_code"": ""1RYP"", ""id"": 1, ""source_name"": ""PDB"", ""type"": ""experimental model""}]"	unknown_requires_methods_or_coordinate_annotation_review	unresolved	2015-06-17T00:00:00.000+00:00
4YA7	X-RAY DIFFRACTION	only_experimental_starting_models_reported_not_independence_proof	"[{""accession_code"": ""1RYP"", ""id"": 1, ""source_name"": ""PDB"", ""type"": ""experimental model""}]"	unknown_requires_methods_or_coordinate_annotation_review	unresolved	2015-06-17T00:00:00.000+00:00
4YA9	X-RAY DIFFRACTION	only_experimental_starting_models_reported_not_independence_proof	"[{""accession_code"": ""1RYP"", ""id"": 1, ""source_name"": ""PDB"", ""type"": ""experimental model""}]"	unknown_requires_methods_or_coordinate_annotation_review	unresolved	2015-06-17T00:00:00.000+00:00
4YM7	X-RAY DIFFRACTION	only_experimental_starting_models_reported_not_independence_proof	"[{""accession_code"": ""4C2M"", ""id"": 1, ""source_name"": ""PDB"", ""type"": ""experimental model""}]"	unknown_requires_methods_or_coordinate_annotation_review	unresolved	2015-09-09T00:00:00.000+00:00
4Z1L	X-RAY DIFFRACTION	only_experimental_starting_models_reported_not_independence_proof	"[{""accession_code"": ""1RYP"", ""id"": 1, ""source_name"": ""PDB"", ""type"": ""experimental model""}]"	unknown_requires_methods_or_coordinate_annotation_review	unresolved	2015-05-27T00:00:00.000+00:00
5A5B	ELECTRON MICROSCOPY	only_experimental_starting_models_reported_not_independence_proof	"[{""accession_code"": ""4C43"", ""id"": 1, ""source_name"": ""PDB"", ""type"": ""experimental model""}, {""accession_code"": ""1VJV"", ""id"": 2, ""source_name"": ""PDB"", ""type"": ""experimental model""}]"	unknown_requires_methods_or_coordinate_annotation_review	unresolved	2015-07-22T00:00:00.000+00:00
5A5U	ELECTRON MICROSCOPY	starting_model_annotation_missing	[]	unknown_requires_methods_or_coordinate_annotation_review	unresolved	2015-09-09T00:00:00.000+00:00
5AHJ	X-RAY DIFFRACTION	only_experimental_starting_models_reported_not_independence_proof	"[{""accession_code"": ""1RYP"", ""details"": ""PDB ENRTY 1RYP"", ""id"": 1, ""source_name"": ""PDB"", ""type"": ""experimental model""}]"	unknown_requires_methods_or_coordinate_annotation_review	unresolved	2015-02-18T00:00:00.000+00:00
5BK4	ELECTRON MICROSCOPY	starting_model_annotation_missing	[]	unknown_requires_methods_or_coordinate_annotation_review	unresolved	2017-10-25T00:00:00.000+00:00
5BOU	X-RAY DIFFRACTION	only_experimental_starting_models_reported_not_independence_proof	"[{""accession_code"": ""1RYP"", ""id"": 1, ""source_name"": ""PDB"", ""type"": ""experimental model""}]"	unknown_requires_methods_or_coordinate_annotation_review	unresolved	2015-08-19T00:00:00.000+00:00
5BXL	X-RAY DIFFRACTION	only_experimental_starting_models_reported_not_independence_proof	"[{""accession_code"": ""1RYP"", ""id"": 1, ""source_name"": ""PDB"", ""type"": ""experimental model""}]"	unknown_requires_methods_or_coordinate_annotation_review	unresolved	2016-06-15T00:00:00.000+00:00
5BXN	X-RAY DIFFRACTION	only_experimental_starting_models_reported_not_independence_proof	"[{""accession_code"": ""1RYP"", ""id"": 1, ""source_name"": ""PDB"", ""type"": ""experimental model""}]"	unknown_requires_methods_or_coordinate_annotation_review	unresolved	2016-06-15T00:00:00.000+00:00
5C3E	X-RAY DIFFRACTION	only_experimental_starting_models_reported_not_independence_proof	"[{""accession_code"": ""3FKI"", ""id"": 1, ""source_name"": ""PDB"", ""type"": ""experimental model""}]"	unknown_requires_methods_or_coordinate_annotation_review	unresolved	2015-08-26T00:00:00.000+00:00
5C44	X-RAY DIFFRACTION	starting_model_annotation_missing	[]	unknown_requires_methods_or_coordinate_annotation_review	unresolved	2015-08-26T00:00:00.000+00:00
5C4A	X-RAY DIFFRACTION	only_experimental_starting_models_reported_not_independence_proof	"[{""accession_code"": ""3FKI"", ""id"": 1, ""source_name"": ""PDB"", ""type"": ""experimental model""}]"	unknown_requires_methods_or_coordinate_annotation_review	unresolved	2015-08-26T00:00:00.000+00:00
5C4J	X-RAY DIFFRACTION	starting_model_annotation_missing	[]	unknown_requires_methods_or_coordinate_annotation_review	unresolved	2015-08-26T00:00:00.000+00:00
5C4X	X-RAY DIFFRACTION	only_experimental_starting_models_reported_not_independence_proof	"[{""accession_code"": ""3FKI"", ""id"": 1, ""source_name"": ""PDB"", ""type"": ""experimental model""}]"	unknown_requires_methods_or_coordinate_annotation_review	unresolved	2015-08-26T00:00:00.000+00:00
5CGF	X-RAY DIFFRACTION	only_experimental_starting_models_reported_not_independence_proof	"[{""accession_code"": ""1RYP"", ""id"": 1, ""source_name"": ""PDB"", ""type"": ""experimental model""}]"	unknown_requires_methods_or_coordinate_annotation_review	unresolved	2015-11-25T00:00:00.000+00:00
5CGG	X-RAY DIFFRACTION	only_experimental_starting_models_reported_not_independence_proof	"[{""accession_code"": ""1RYP"", ""id"": 1, ""source_name"": ""PDB"", ""type"": ""experimental model""}]"	unknown_requires_methods_or_coordinate_annotation_review	unresolved	2015-11-25T00:00:00.000+00:00
5CGH	X-RAY DIFFRACTION	only_experimental_starting_models_reported_not_independence_proof	"[{""accession_code"": ""1RYP"", ""id"": 1, ""source_name"": ""PDB"", ""type"": ""experimental model""}]"	unknown_requires_methods_or_coordinate_annotation_review	unresolved	2015-12-02T00:00:00.000+00:00
5CGI	X-RAY DIFFRACTION	only_experimental_starting_models_reported_not_independence_proof	"[{""accession_code"": ""1RYP"", ""id"": 1, ""source_name"": ""PDB"", ""type"": ""experimental model""}]"	unknown_requires_methods_or_coordinate_annotation_review	unresolved	2015-11-25T00:00:00.000+00:00
5CZ4	X-RAY DIFFRACTION	only_experimental_starting_models_reported_not_independence_proof	"[{""accession_code"": ""1RYP"", ""id"": 1, ""source_name"": ""PDB"", ""type"": ""experimental model""}]"	unknown_requires_methods_or_coordinate_annotation_review	unresolved	2016-03-23T00:00:00.000+00:00
5CZ5	X-RAY DIFFRACTION	only_experimental_starting_models_reported_not_independence_proof	"[{""accession_code"": ""1RYP"", ""id"": 1, ""source_name"": ""PDB"", ""type"": ""experimental model""}]"	unknown_requires_methods_or_coordinate_annotation_review	unresolved	2016-03-23T00:00:00.000+00:00
5CZ6	X-RAY DIFFRACTION	only_experimental_starting_models_reported_not_independence_proof	"[{""accession_code"": ""1RYP"", ""id"": 1, ""source_name"": ""PDB"", ""type"": ""experimental model""}]"	unknown_requires_methods_or_coordinate_annotation_review	unresolved	2016-03-23T00:00:00.000+00:00
5CZ7	X-RAY DIFFRACTION	only_experimental_starting_models_reported_not_independence_proof	"[{""accession_code"": ""1RYP"", ""id"": 1, ""source_name"": ""PDB"", ""type"": ""experimental model""}]"	unknown_requires_methods_or_coordinate_annotation_review	unresolved	2016-03-23T00:00:00.000+00:00
5CZ8	X-RAY DIFFRACTION	only_experimental_starting_models_reported_not_independence_proof	"[{""accession_code"": ""1RYP"", ""id"": 1, ""source_name"": ""PDB"", ""type"": ""experimental model""}]"	unknown_requires_methods_or_coordinate_annotation_review	unresolved	2016-03-23T00:00:00.000+00:00
5CZ9	X-RAY DIFFRACTION	only_experimental_starting_models_reported_not_independence_proof	"[{""accession_code"": ""1RYP"", ""id"": 1, ""source_name"": ""PDB"", ""type"": ""experimental model""}]"	unknown_requires_methods_or_coordinate_annotation_review	unresolved	2016-03-23T00:00:00.000+00:00
5CZA	X-RAY DIFFRACTION	only_experimental_starting_models_reported_not_independence_proof	"[{""accession_code"": ""1RYP"", ""id"": 1, ""source_name"": ""PDB"", ""type"": ""experimental model""}]"	unknown_requires_methods_or_coordinate_annotation_review	unresolved	2016-03-23T00:00:00.000+00:00
5D0S	X-RAY DIFFRACTION	only_experimental_starting_models_reported_not_independence_proof	"[{""accession_code"": ""1RYP"", ""id"": 1, ""source_name"": ""PDB"", ""type"": ""experimental model""}]"	unknown_requires_methods_or_coordinate_annotation_review	unresolved	2016-03-23T00:00:00.000+00:00
5D0T	X-RAY DIFFRACTION	only_experimental_starting_models_reported_not_independence_proof	"[{""accession_code"": ""1RYP"", ""id"": 1, ""source_name"": ""PDB"", ""type"": ""experimental model""}]"	unknown_requires_methods_or_coordinate_annotation_review	unresolved	2016-03-23T00:00:00.000+00:00
5D0V	X-RAY DIFFRACTION	only_experimental_starting_models_reported_not_independence_proof	"[{""accession_code"": ""1RYP"", ""id"": 1, ""source_name"": ""PDB"", ""type"": ""experimental model""}]"	unknown_requires_methods_or_coordinate_annotation_review	unresolved	2016-03-23T00:00:00.000+00:00
5D0W	X-RAY DIFFRACTION	only_experimental_starting_models_reported_not_independence_proof	"[{""accession_code"": ""1RYP"", ""id"": 1, ""source_name"": ""PDB"", ""type"": ""experimental model""}]"	unknown_requires_methods_or_coordinate_annotation_review	unresolved	2016-03-23T00:00:00.000+00:00
5D0X	X-RAY DIFFRACTION	only_experimental_starting_models_reported_not_independence_proof	"[{""accession_code"": ""1RYP"", ""id"": 1, ""source_name"": ""PDB"", ""type"": ""experimental model""}]"	unknown_requires_methods_or_coordinate_annotation_review	unresolved	2016-03-23T00:00:00.000+00:00
5D0Z	X-RAY DIFFRACTION	only_experimental_starting_models_reported_not_independence_proof	"[{""accession_code"": ""1RYP"", ""id"": 1, ""source_name"": ""PDB"", ""type"": ""experimental model""}]"	unknown_requires_methods_or_coordinate_annotation_review	unresolved	2016-03-23T00:00:00.000+00:00
5DKI	X-RAY DIFFRACTION	only_experimental_starting_models_reported_not_independence_proof	"[{""accession_code"": ""1RYP"", ""id"": 1, ""source_name"": ""PDB"", ""type"": ""experimental model""}]"	unknown_requires_methods_or_coordinate_annotation_review	unresolved	2015-10-28T00:00:00.000+00:00
5DKJ	X-RAY DIFFRACTION	only_experimental_starting_models_reported_not_independence_proof	"[{""accession_code"": ""1RYP"", ""id"": 1, ""source_name"": ""PDB"", ""type"": ""experimental model""}]"	unknown_requires_methods_or_coordinate_annotation_review	unresolved	2015-10-28T00:00:00.000+00:00
5EQJ	X-RAY DIFFRACTION	starting_model_annotation_missing	[]	unknown_requires_methods_or_coordinate_annotation_review	unresolved	2016-09-14T00:00:00.000+00:00
5ERG	X-RAY DIFFRACTION	starting_model_annotation_missing	[]	unknown_requires_methods_or_coordinate_annotation_review	unresolved	2016-09-14T00:00:00.000+00:00
5FG7	X-RAY DIFFRACTION	only_experimental_starting_models_reported_not_independence_proof	"[{""accession_code"": ""1RYP"", ""id"": 1, ""source_name"": ""PDB"", ""type"": ""experimental model""}]"	unknown_requires_methods_or_coordinate_annotation_review	unresolved	2016-03-23T00:00:00.000+00:00
5FG9	X-RAY DIFFRACTION	only_experimental_starting_models_reported_not_independence_proof	"[{""accession_code"": ""1RYP"", ""id"": 1, ""source_name"": ""PDB"", ""type"": ""experimental model""}]"	unknown_requires_methods_or_coordinate_annotation_review	unresolved	2016-03-23T00:00:00.000+00:00
5FGA	X-RAY DIFFRACTION	only_experimental_starting_models_reported_not_independence_proof	"[{""accession_code"": ""1RYP"", ""id"": 1, ""source_name"": ""PDB"", ""type"": ""experimental model""}]"	unknown_requires_methods_or_coordinate_annotation_review	unresolved	2016-03-23T00:00:00.000+00:00
