sequence_sha256	reference_model_id	local_model_id	plddt_cutoff	pae_cutoff	protein_length	retained_residues	retained_fraction	status	state_mismatches	state_mismatch_fraction	partner_changes	partner_change_fraction	same_partner_residues	same_partner_state_mismatches	same_partner_state_mismatch_fraction	changed_partner_residues	changed_partner_state_mismatches	changed_partner_state_mismatch_fraction
c599590eed3f61592ee1535fbcdb24b223468e92dae402f74540d8498348dd31	AF-A0A2P6MNI2-F1	ESM-Sc599590eed3f61592ee1535fbcdb24b223468e92dae402f74540d8498348dd31-d4caea4d704d	90	15	117	0	0.0	insufficient_coverage	0		0		0	0		0	0	
6d5d2d2a363ec0bbde4fbce47d82c0301abfcd4d9edd163b5eb1e1ed208dc008	AF-A0A058Z1C1-F1	ESM-S6d5d2d2a363ec0bbde4fbce47d82c0301abfcd4d9edd163b5eb1e1ed208dc008-d4caea4d704d	0	unfiltered	127	125	0.984251968503937	compared	55	0.44	67	0.536	58	16	0.27586206896551724	67	39	0.582089552238806
6d5d2d2a363ec0bbde4fbce47d82c0301abfcd4d9edd163b5eb1e1ed208dc008	AF-A0A058Z1C1-F1	ESM-S6d5d2d2a363ec0bbde4fbce47d82c0301abfcd4d9edd163b5eb1e1ed208dc008-d4caea4d704d	0	5	127	53	0.41732283464566927	insufficient_coverage	6	0.11320754716981132	24	0.4528301886792453	29	0	0.0	24	6	0.25
6d5d2d2a363ec0bbde4fbce47d82c0301abfcd4d9edd163b5eb1e1ed208dc008	AF-A0A058Z1C1-F1	ESM-S6d5d2d2a363ec0bbde4fbce47d82c0301abfcd4d9edd163b5eb1e1ed208dc008-d4caea4d704d	0	10	127	118	0.9291338582677166	compared	51	0.4322033898305085	61	0.5169491525423728	57	16	0.2807017543859649	61	35	0.5737704918032787
6d5d2d2a363ec0bbde4fbce47d82c0301abfcd4d9edd163b5eb1e1ed208dc008	AF-A0A058Z1C1-F1	ESM-S6d5d2d2a363ec0bbde4fbce47d82c0301abfcd4d9edd163b5eb1e1ed208dc008-d4caea4d704d	0	15	127	124	0.9763779527559056	compared	54	0.43548387096774194	66	0.532258064516129	58	16	0.27586206896551724	66	38	0.5757575757575758
6d5d2d2a363ec0bbde4fbce47d82c0301abfcd4d9edd163b5eb1e1ed208dc008	AF-A0A058Z1C1-F1	ESM-S6d5d2d2a363ec0bbde4fbce47d82c0301abfcd4d9edd163b5eb1e1ed208dc008-d4caea4d704d	70	unfiltered	127	46	0.36220472440944884	insufficient_coverage	11	0.2391304347826087	19	0.41304347826086957	27	3	0.1111111111111111	19	8	0.42105263157894735
6d5d2d2a363ec0bbde4fbce47d82c0301abfcd4d9edd163b5eb1e1ed208dc008	AF-A0A058Z1C1-F1	ESM-S6d5d2d2a363ec0bbde4fbce47d82c0301abfcd4d9edd163b5eb1e1ed208dc008-d4caea4d704d	70	5	127	39	0.30708661417322836	insufficient_coverage	5	0.1282051282051282	15	0.38461538461538464	24	0	0.0	15	5	0.3333333333333333
6d5d2d2a363ec0bbde4fbce47d82c0301abfcd4d9edd163b5eb1e1ed208dc008	AF-A0A058Z1C1-F1	ESM-S6d5d2d2a363ec0bbde4fbce47d82c0301abfcd4d9edd163b5eb1e1ed208dc008-d4caea4d704d	70	10	127	46	0.36220472440944884	insufficient_coverage	11	0.2391304347826087	19	0.41304347826086957	27	3	0.1111111111111111	19	8	0.42105263157894735
6d5d2d2a363ec0bbde4fbce47d82c0301abfcd4d9edd163b5eb1e1ed208dc008	AF-A0A058Z1C1-F1	ESM-S6d5d2d2a363ec0bbde4fbce47d82c0301abfcd4d9edd163b5eb1e1ed208dc008-d4caea4d704d	70	15	127	46	0.36220472440944884	insufficient_coverage	11	0.2391304347826087	19	0.41304347826086957	27	3	0.1111111111111111	19	8	0.42105263157894735
6d5d2d2a363ec0bbde4fbce47d82c0301abfcd4d9edd163b5eb1e1ed208dc008	AF-A0A058Z1C1-F1	ESM-S6d5d2d2a363ec0bbde4fbce47d82c0301abfcd4d9edd163b5eb1e1ed208dc008-d4caea4d704d	90	unfiltered	127	0	0.0	insufficient_coverage	0		0		0	0		0	0	
6d5d2d2a363ec0bbde4fbce47d82c0301abfcd4d9edd163b5eb1e1ed208dc008	AF-A0A058Z1C1-F1	ESM-S6d5d2d2a363ec0bbde4fbce47d82c0301abfcd4d9edd163b5eb1e1ed208dc008-d4caea4d704d	90	5	127	0	0.0	insufficient_coverage	0		0		0	0		0	0	
6d5d2d2a363ec0bbde4fbce47d82c0301abfcd4d9edd163b5eb1e1ed208dc008	AF-A0A058Z1C1-F1	ESM-S6d5d2d2a363ec0bbde4fbce47d82c0301abfcd4d9edd163b5eb1e1ed208dc008-d4caea4d704d	90	10	127	0	0.0	insufficient_coverage	0		0		0	0		0	0	
6d5d2d2a363ec0bbde4fbce47d82c0301abfcd4d9edd163b5eb1e1ed208dc008	AF-A0A058Z1C1-F1	ESM-S6d5d2d2a363ec0bbde4fbce47d82c0301abfcd4d9edd163b5eb1e1ed208dc008-d4caea4d704d	90	15	127	0	0.0	insufficient_coverage	0		0		0	0		0	0	
cc1bc4f2b17b02df7e18a58850522eac992102161b9faaf108a32d7d6a1577e2	AF-A0A4Q9LCX9-F1	ESM-Scc1bc4f2b17b02df7e18a58850522eac992102161b9faaf108a32d7d6a1577e2-d4caea4d704d	0	unfiltered	124	122	0.9838709677419355	compared	16	0.13114754098360656	15	0.12295081967213115	107	6	0.056074766355140186	15	10	0.6666666666666666
cc1bc4f2b17b02df7e18a58850522eac992102161b9faaf108a32d7d6a1577e2	AF-A0A4Q9LCX9-F1	ESM-Scc1bc4f2b17b02df7e18a58850522eac992102161b9faaf108a32d7d6a1577e2-d4caea4d704d	0	5	124	82	0.6612903225806451	compared	5	0.06097560975609756	5	0.06097560975609756	77	3	0.03896103896103896	5	2	0.4
cc1bc4f2b17b02df7e18a58850522eac992102161b9faaf108a32d7d6a1577e2	AF-A0A4Q9LCX9-F1	ESM-Scc1bc4f2b17b02df7e18a58850522eac992102161b9faaf108a32d7d6a1577e2-d4caea4d704d	0	10	124	119	0.9596774193548387	compared	14	0.11764705882352941	13	0.1092436974789916	106	6	0.05660377358490566	13	8	0.6153846153846154
cc1bc4f2b17b02df7e18a58850522eac992102161b9faaf108a32d7d6a1577e2	AF-A0A4Q9LCX9-F1	ESM-Scc1bc4f2b17b02df7e18a58850522eac992102161b9faaf108a32d7d6a1577e2-d4caea4d704d	0	15	124	122	0.9838709677419355	compared	16	0.13114754098360656	15	0.12295081967213115	107	6	0.056074766355140186	15	10	0.6666666666666666
cc1bc4f2b17b02df7e18a58850522eac992102161b9faaf108a32d7d6a1577e2	AF-A0A4Q9LCX9-F1	ESM-Scc1bc4f2b17b02df7e18a58850522eac992102161b9faaf108a32d7d6a1577e2-d4caea4d704d	70	unfiltered	124	93	0.75	compared	4	0.043010752688172046	4	0.043010752688172046	89	3	0.033707865168539325	4	1	0.25
cc1bc4f2b17b02df7e18a58850522eac992102161b9faaf108a32d7d6a1577e2	AF-A0A4Q9LCX9-F1	ESM-Scc1bc4f2b17b02df7e18a58850522eac992102161b9faaf108a32d7d6a1577e2-d4caea4d704d	70	5	124	77	0.6209677419354839	compared	4	0.05194805194805195	4	0.05194805194805195	73	3	0.0410958904109589	4	1	0.25
cc1bc4f2b17b02df7e18a58850522eac992102161b9faaf108a32d7d6a1577e2	AF-A0A4Q9LCX9-F1	ESM-Scc1bc4f2b17b02df7e18a58850522eac992102161b9faaf108a32d7d6a1577e2-d4caea4d704d	70	10	124	93	0.75	compared	4	0.043010752688172046	4	0.043010752688172046	89	3	0.033707865168539325	4	1	0.25
cc1bc4f2b17b02df7e18a58850522eac992102161b9faaf108a32d7d6a1577e2	AF-A0A4Q9LCX9-F1	ESM-Scc1bc4f2b17b02df7e18a58850522eac992102161b9faaf108a32d7d6a1577e2-d4caea4d704d	70	15	124	93	0.75	compared	4	0.043010752688172046	4	0.043010752688172046	89	3	0.033707865168539325	4	1	0.25
cc1bc4f2b17b02df7e18a58850522eac992102161b9faaf108a32d7d6a1577e2	AF-A0A4Q9LCX9-F1	ESM-Scc1bc4f2b17b02df7e18a58850522eac992102161b9faaf108a32d7d6a1577e2-d4caea4d704d	90	unfiltered	124	0	0.0	insufficient_coverage	0		0		0	0		0	0	
cc1bc4f2b17b02df7e18a58850522eac992102161b9faaf108a32d7d6a1577e2	AF-A0A4Q9LCX9-F1	ESM-Scc1bc4f2b17b02df7e18a58850522eac992102161b9faaf108a32d7d6a1577e2-d4caea4d704d	90	5	124	0	0.0	insufficient_coverage	0		0		0	0		0	0	
cc1bc4f2b17b02df7e18a58850522eac992102161b9faaf108a32d7d6a1577e2	AF-A0A4Q9LCX9-F1	ESM-Scc1bc4f2b17b02df7e18a58850522eac992102161b9faaf108a32d7d6a1577e2-d4caea4d704d	90	10	124	0	0.0	insufficient_coverage	0		0		0	0		0	0	
cc1bc4f2b17b02df7e18a58850522eac992102161b9faaf108a32d7d6a1577e2	AF-A0A4Q9LCX9-F1	ESM-Scc1bc4f2b17b02df7e18a58850522eac992102161b9faaf108a32d7d6a1577e2-d4caea4d704d	90	15	124	0	0.0	insufficient_coverage	0		0		0	0		0	0	
32a1de8416512cd5bcbabc918800def9bbdb982891271707126a5c34c2a7ae85	AF-A0A1Y1X8J4-F1	ESM-S32a1de8416512cd5bcbabc918800def9bbdb982891271707126a5c34c2a7ae85-d4caea4d704d	0	unfiltered	150	148	0.9866666666666667	compared	42	0.28378378378378377	32	0.21621621621621623	116	18	0.15517241379310345	32	24	0.75
32a1de8416512cd5bcbabc918800def9bbdb982891271707126a5c34c2a7ae85	AF-A0A1Y1X8J4-F1	ESM-S32a1de8416512cd5bcbabc918800def9bbdb982891271707126a5c34c2a7ae85-d4caea4d704d	0	5	150	74	0.49333333333333335	insufficient_coverage	9	0.12162162162162163	3	0.04054054054054054	71	6	0.08450704225352113	3	3	1.0
32a1de8416512cd5bcbabc918800def9bbdb982891271707126a5c34c2a7ae85	AF-A0A1Y1X8J4-F1	ESM-S32a1de8416512cd5bcbabc918800def9bbdb982891271707126a5c34c2a7ae85-d4caea4d704d	0	10	150	131	0.8733333333333333	compared	27	0.20610687022900764	17	0.1297709923664122	114	17	0.14912280701754385	17	10	0.5882352941176471
32a1de8416512cd5bcbabc918800def9bbdb982891271707126a5c34c2a7ae85	AF-A0A1Y1X8J4-F1	ESM-S32a1de8416512cd5bcbabc918800def9bbdb982891271707126a5c34c2a7ae85-d4caea4d704d	0	15	150	145	0.9666666666666667	compared	39	0.2689655172413793	29	0.2	116	18	0.15517241379310345	29	21	0.7241379310344828
32a1de8416512cd5bcbabc918800def9bbdb982891271707126a5c34c2a7ae85	AF-A0A1Y1X8J4-F1	ESM-S32a1de8416512cd5bcbabc918800def9bbdb982891271707126a5c34c2a7ae85-d4caea4d704d	70	unfiltered	150	73	0.4866666666666667	insufficient_coverage	4	0.0547945205479452	2	0.0273972602739726	71	2	0.028169014084507043	2	2	1.0
32a1de8416512cd5bcbabc918800def9bbdb982891271707126a5c34c2a7ae85	AF-A0A1Y1X8J4-F1	ESM-S32a1de8416512cd5bcbabc918800def9bbdb982891271707126a5c34c2a7ae85-d4caea4d704d	70	5	150	65	0.43333333333333335	insufficient_coverage	4	0.06153846153846154	2	0.03076923076923077	63	2	0.031746031746031744	2	2	1.0
32a1de8416512cd5bcbabc918800def9bbdb982891271707126a5c34c2a7ae85	AF-A0A1Y1X8J4-F1	ESM-S32a1de8416512cd5bcbabc918800def9bbdb982891271707126a5c34c2a7ae85-d4caea4d704d	70	10	150	73	0.4866666666666667	insufficient_coverage	4	0.0547945205479452	2	0.0273972602739726	71	2	0.028169014084507043	2	2	1.0
32a1de8416512cd5bcbabc918800def9bbdb982891271707126a5c34c2a7ae85	AF-A0A1Y1X8J4-F1	ESM-S32a1de8416512cd5bcbabc918800def9bbdb982891271707126a5c34c2a7ae85-d4caea4d704d	70	15	150	73	0.4866666666666667	insufficient_coverage	4	0.0547945205479452	2	0.0273972602739726	71	2	0.028169014084507043	2	2	1.0
32a1de8416512cd5bcbabc918800def9bbdb982891271707126a5c34c2a7ae85	AF-A0A1Y1X8J4-F1	ESM-S32a1de8416512cd5bcbabc918800def9bbdb982891271707126a5c34c2a7ae85-d4caea4d704d	90	unfiltered	150	0	0.0	insufficient_coverage	0		0		0	0		0	0	
32a1de8416512cd5bcbabc918800def9bbdb982891271707126a5c34c2a7ae85	AF-A0A1Y1X8J4-F1	ESM-S32a1de8416512cd5bcbabc918800def9bbdb982891271707126a5c34c2a7ae85-d4caea4d704d	90	5	150	0	0.0	insufficient_coverage	0		0		0	0		0	0	
32a1de8416512cd5bcbabc918800def9bbdb982891271707126a5c34c2a7ae85	AF-A0A1Y1X8J4-F1	ESM-S32a1de8416512cd5bcbabc918800def9bbdb982891271707126a5c34c2a7ae85-d4caea4d704d	90	10	150	0	0.0	insufficient_coverage	0		0		0	0		0	0	
32a1de8416512cd5bcbabc918800def9bbdb982891271707126a5c34c2a7ae85	AF-A0A1Y1X8J4-F1	ESM-S32a1de8416512cd5bcbabc918800def9bbdb982891271707126a5c34c2a7ae85-d4caea4d704d	90	15	150	0	0.0	insufficient_coverage	0		0		0	0		0	0	
0017311de053245b69a8099cd7b366cc3ce54b8e615fffb2f046cf54c4458f39	AF-A0A4P9ZK29-F1	ESM-S0017311de053245b69a8099cd7b366cc3ce54b8e615fffb2f046cf54c4458f39-d4caea4d704d	0	unfiltered	493	491	0.9959432048681541	compared	75	0.15274949083503056	85	0.17311608961303462	406	39	0.0960591133004926	85	36	0.4235294117647059
0017311de053245b69a8099cd7b366cc3ce54b8e615fffb2f046cf54c4458f39	AF-A0A4P9ZK29-F1	ESM-S0017311de053245b69a8099cd7b366cc3ce54b8e615fffb2f046cf54c4458f39-d4caea4d704d	0	5	493	335	0.6795131845841785	compared	34	0.10149253731343283	42	0.1253731343283582	293	20	0.06825938566552901	42	14	0.3333333333333333
0017311de053245b69a8099cd7b366cc3ce54b8e615fffb2f046cf54c4458f39	AF-A0A4P9ZK29-F1	ESM-S0017311de053245b69a8099cd7b366cc3ce54b8e615fffb2f046cf54c4458f39-d4caea4d704d	0	10	493	474	0.9614604462474645	compared	65	0.1371308016877637	79	0.16666666666666666	395	35	0.08860759493670886	79	30	0.379746835443038
0017311de053245b69a8099cd7b366cc3ce54b8e615fffb2f046cf54c4458f39	AF-A0A4P9ZK29-F1	ESM-S0017311de053245b69a8099cd7b366cc3ce54b8e615fffb2f046cf54c4458f39-d4caea4d704d	0	15	493	485	0.9837728194726166	compared	71	0.1463917525773196	82	0.16907216494845362	403	38	0.09429280397022333	82	33	0.4024390243902439
0017311de053245b69a8099cd7b366cc3ce54b8e615fffb2f046cf54c4458f39	AF-A0A4P9ZK29-F1	ESM-S0017311de053245b69a8099cd7b366cc3ce54b8e615fffb2f046cf54c4458f39-d4caea4d704d	70	unfiltered	493	327	0.6632860040567952	compared	31	0.09480122324159021	37	0.11314984709480122	290	19	0.06551724137931035	37	12	0.32432432432432434
0017311de053245b69a8099cd7b366cc3ce54b8e615fffb2f046cf54c4458f39	AF-A0A4P9ZK29-F1	ESM-S0017311de053245b69a8099cd7b366cc3ce54b8e615fffb2f046cf54c4458f39-d4caea4d704d	70	5	493	290	0.5882352941176471	compared	23	0.07931034482758621	34	0.11724137931034483	256	14	0.0546875	34	9	0.2647058823529412
0017311de053245b69a8099cd7b366cc3ce54b8e615fffb2f046cf54c4458f39	AF-A0A4P9ZK29-F1	ESM-S0017311de053245b69a8099cd7b366cc3ce54b8e615fffb2f046cf54c4458f39-d4caea4d704d	70	10	493	327	0.6632860040567952	compared	31	0.09480122324159021	37	0.11314984709480122	290	19	0.06551724137931035	37	12	0.32432432432432434
0017311de053245b69a8099cd7b366cc3ce54b8e615fffb2f046cf54c4458f39	AF-A0A4P9ZK29-F1	ESM-S0017311de053245b69a8099cd7b366cc3ce54b8e615fffb2f046cf54c4458f39-d4caea4d704d	70	15	493	327	0.6632860040567952	compared	31	0.09480122324159021	37	0.11314984709480122	290	19	0.06551724137931035	37	12	0.32432432432432434
0017311de053245b69a8099cd7b366cc3ce54b8e615fffb2f046cf54c4458f39	AF-A0A4P9ZK29-F1	ESM-S0017311de053245b69a8099cd7b366cc3ce54b8e615fffb2f046cf54c4458f39-d4caea4d704d	90	unfiltered	493	79	0.16024340770791076	insufficient_coverage	5	0.06329113924050633	9	0.11392405063291139	70	3	0.04285714285714286	9	2	0.2222222222222222
0017311de053245b69a8099cd7b366cc3ce54b8e615fffb2f046cf54c4458f39	AF-A0A4P9ZK29-F1	ESM-S0017311de053245b69a8099cd7b366cc3ce54b8e615fffb2f046cf54c4458f39-d4caea4d704d	90	5	493	79	0.16024340770791076	insufficient_coverage	5	0.06329113924050633	9	0.11392405063291139	70	3	0.04285714285714286	9	2	0.2222222222222222
0017311de053245b69a8099cd7b366cc3ce54b8e615fffb2f046cf54c4458f39	AF-A0A4P9ZK29-F1	ESM-S0017311de053245b69a8099cd7b366cc3ce54b8e615fffb2f046cf54c4458f39-d4caea4d704d	90	10	493	79	0.16024340770791076	insufficient_coverage	5	0.06329113924050633	9	0.11392405063291139	70	3	0.04285714285714286	9	2	0.2222222222222222
0017311de053245b69a8099cd7b366cc3ce54b8e615fffb2f046cf54c4458f39	AF-A0A4P9ZK29-F1	ESM-S0017311de053245b69a8099cd7b366cc3ce54b8e615fffb2f046cf54c4458f39-d4caea4d704d	90	15	493	79	0.16024340770791076	insufficient_coverage	5	0.06329113924050633	9	0.11392405063291139	70	3	0.04285714285714286	9	2	0.2222222222222222
3f7d594c2612972b9e625c782dcb90e6532ecd2ee6774247eda40640b0861ad1	AF-A0A0L0FER0-F1	ESM-S3f7d594c2612972b9e625c782dcb90e6532ecd2ee6774247eda40640b0861ad1-d4caea4d704d	0	unfiltered	414	412	0.9951690821256038	compared	108	0.2621359223300971	100	0.24271844660194175	312	49	0.15705128205128205	100	59	0.59
3f7d594c2612972b9e625c782dcb90e6532ecd2ee6774247eda40640b0861ad1	AF-A0A0L0FER0-F1	ESM-S3f7d594c2612972b9e625c782dcb90e6532ecd2ee6774247eda40640b0861ad1-d4caea4d704d	0	5	414	264	0.6376811594202898	compared	39	0.14772727272727273	40	0.15151515151515152	224	22	0.09821428571428571	40	17	0.425
3f7d594c2612972b9e625c782dcb90e6532ecd2ee6774247eda40640b0861ad1	AF-A0A0L0FER0-F1	ESM-S3f7d594c2612972b9e625c782dcb90e6532ecd2ee6774247eda40640b0861ad1-d4caea4d704d	0	10	414	398	0.961352657004831	compared	96	0.24120603015075376	89	0.2236180904522613	309	48	0.1553398058252427	89	48	0.5393258426966292
3f7d594c2612972b9e625c782dcb90e6532ecd2ee6774247eda40640b0861ad1	AF-A0A0L0FER0-F1	ESM-S3f7d594c2612972b9e625c782dcb90e6532ecd2ee6774247eda40640b0861ad1-d4caea4d704d	0	15	414	409	0.9879227053140096	compared	105	0.2567237163814181	97	0.2371638141809291	312	49	0.15705128205128205	97	56	0.5773195876288659
3f7d594c2612972b9e625c782dcb90e6532ecd2ee6774247eda40640b0861ad1	AF-A0A0L0FER0-F1	ESM-S3f7d594c2612972b9e625c782dcb90e6532ecd2ee6774247eda40640b0861ad1-d4caea4d704d	70	unfiltered	414	290	0.7004830917874396	compared	50	0.1724137931034483	43	0.1482758620689655	247	28	0.11336032388663968	43	22	0.5116279069767442
3f7d594c2612972b9e625c782dcb90e6532ecd2ee6774247eda40640b0861ad1	AF-A0A0L0FER0-F1	ESM-S3f7d594c2612972b9e625c782dcb90e6532ecd2ee6774247eda40640b0861ad1-d4caea4d704d	70	5	414	245	0.5917874396135265	compared	33	0.1346938775510204	34	0.13877551020408163	211	20	0.0947867298578199	34	13	0.38235294117647056
3f7d594c2612972b9e625c782dcb90e6532ecd2ee6774247eda40640b0861ad1	AF-A0A0L0FER0-F1	ESM-S3f7d594c2612972b9e625c782dcb90e6532ecd2ee6774247eda40640b0861ad1-d4caea4d704d	70	10	414	289	0.6980676328502415	compared	49	0.1695501730103806	42	0.1453287197231834	247	28	0.11336032388663968	42	21	0.5
3f7d594c2612972b9e625c782dcb90e6532ecd2ee6774247eda40640b0861ad1	AF-A0A0L0FER0-F1	ESM-S3f7d594c2612972b9e625c782dcb90e6532ecd2ee6774247eda40640b0861ad1-d4caea4d704d	70	15	414	290	0.7004830917874396	compared	50	0.1724137931034483	43	0.1482758620689655	247	28	0.11336032388663968	43	22	0.5116279069767442
3f7d594c2612972b9e625c782dcb90e6532ecd2ee6774247eda40640b0861ad1	AF-A0A0L0FER0-F1	ESM-S3f7d594c2612972b9e625c782dcb90e6532ecd2ee6774247eda40640b0861ad1-d4caea4d704d	90	unfiltered	414	71	0.17149758454106281	insufficient_coverage	5	0.07042253521126761	8	0.11267605633802817	63	3	0.047619047619047616	8	2	0.25
3f7d594c2612972b9e625c782dcb90e6532ecd2ee6774247eda40640b0861ad1	AF-A0A0L0FER0-F1	ESM-S3f7d594c2612972b9e625c782dcb90e6532ecd2ee6774247eda40640b0861ad1-d4caea4d704d	90	5	414	71	0.17149758454106281	insufficient_coverage	5	0.07042253521126761	8	0.11267605633802817	63	3	0.047619047619047616	8	2	0.25
3f7d594c2612972b9e625c782dcb90e6532ecd2ee6774247eda40640b0861ad1	AF-A0A0L0FER0-F1	ESM-S3f7d594c2612972b9e625c782dcb90e6532ecd2ee6774247eda40640b0861ad1-d4caea4d704d	90	10	414	71	0.17149758454106281	insufficient_coverage	5	0.07042253521126761	8	0.11267605633802817	63	3	0.047619047619047616	8	2	0.25
3f7d594c2612972b9e625c782dcb90e6532ecd2ee6774247eda40640b0861ad1	AF-A0A0L0FER0-F1	ESM-S3f7d594c2612972b9e625c782dcb90e6532ecd2ee6774247eda40640b0861ad1-d4caea4d704d	90	15	414	71	0.17149758454106281	insufficient_coverage	5	0.07042253521126761	8	0.11267605633802817	63	3	0.047619047619047616	8	2	0.25
72aa772a0df349c884b2a147032d58ec6184a1a03313ec55dfc5b8454d14da28	AF-A0A0L0H532-F1	ESM-S72aa772a0df349c884b2a147032d58ec6184a1a03313ec55dfc5b8454d14da28-d4caea4d704d	0	unfiltered	133	131	0.9849624060150376	compared	30	0.22900763358778625	40	0.3053435114503817	91	13	0.14285714285714285	40	17	0.425
72aa772a0df349c884b2a147032d58ec6184a1a03313ec55dfc5b8454d14da28	AF-A0A0L0H532-F1	ESM-S72aa772a0df349c884b2a147032d58ec6184a1a03313ec55dfc5b8454d14da28-d4caea4d704d	0	5	133	99	0.7443609022556391	compared	13	0.13131313131313133	25	0.25252525252525254	74	5	0.06756756756756757	25	8	0.32
72aa772a0df349c884b2a147032d58ec6184a1a03313ec55dfc5b8454d14da28	AF-A0A0L0H532-F1	ESM-S72aa772a0df349c884b2a147032d58ec6184a1a03313ec55dfc5b8454d14da28-d4caea4d704d	0	10	133	127	0.9548872180451128	compared	28	0.2204724409448819	38	0.2992125984251969	89	13	0.14606741573033707	38	15	0.39473684210526316
72aa772a0df349c884b2a147032d58ec6184a1a03313ec55dfc5b8454d14da28	AF-A0A0L0H532-F1	ESM-S72aa772a0df349c884b2a147032d58ec6184a1a03313ec55dfc5b8454d14da28-d4caea4d704d	0	15	133	131	0.9849624060150376	compared	30	0.22900763358778625	40	0.3053435114503817	91	13	0.14285714285714285	40	17	0.425
72aa772a0df349c884b2a147032d58ec6184a1a03313ec55dfc5b8454d14da28	AF-A0A0L0H532-F1	ESM-S72aa772a0df349c884b2a147032d58ec6184a1a03313ec55dfc5b8454d14da28-d4caea4d704d	70	unfiltered	133	94	0.706766917293233	compared	12	0.1276595744680851	23	0.24468085106382978	71	5	0.07042253521126761	23	7	0.30434782608695654
72aa772a0df349c884b2a147032d58ec6184a1a03313ec55dfc5b8454d14da28	AF-A0A0L0H532-F1	ESM-S72aa772a0df349c884b2a147032d58ec6184a1a03313ec55dfc5b8454d14da28-d4caea4d704d	70	5	133	93	0.6992481203007519	compared	11	0.11827956989247312	22	0.23655913978494625	71	5	0.07042253521126761	22	6	0.2727272727272727
72aa772a0df349c884b2a147032d58ec6184a1a03313ec55dfc5b8454d14da28	AF-A0A0L0H532-F1	ESM-S72aa772a0df349c884b2a147032d58ec6184a1a03313ec55dfc5b8454d14da28-d4caea4d704d	70	10	133	94	0.706766917293233	compared	12	0.1276595744680851	23	0.24468085106382978	71	5	0.07042253521126761	23	7	0.30434782608695654
72aa772a0df349c884b2a147032d58ec6184a1a03313ec55dfc5b8454d14da28	AF-A0A0L0H532-F1	ESM-S72aa772a0df349c884b2a147032d58ec6184a1a03313ec55dfc5b8454d14da28-d4caea4d704d	70	15	133	94	0.706766917293233	compared	12	0.1276595744680851	23	0.24468085106382978	71	5	0.07042253521126761	23	7	0.30434782608695654
72aa772a0df349c884b2a147032d58ec6184a1a03313ec55dfc5b8454d14da28	AF-A0A0L0H532-F1	ESM-S72aa772a0df349c884b2a147032d58ec6184a1a03313ec55dfc5b8454d14da28-d4caea4d704d	90	unfiltered	133	0	0.0	insufficient_coverage	0		0		0	0		0	0	
72aa772a0df349c884b2a147032d58ec6184a1a03313ec55dfc5b8454d14da28	AF-A0A0L0H532-F1	ESM-S72aa772a0df349c884b2a147032d58ec6184a1a03313ec55dfc5b8454d14da28-d4caea4d704d	90	5	133	0	0.0	insufficient_coverage	0		0		0	0		0	0	
72aa772a0df349c884b2a147032d58ec6184a1a03313ec55dfc5b8454d14da28	AF-A0A0L0H532-F1	ESM-S72aa772a0df349c884b2a147032d58ec6184a1a03313ec55dfc5b8454d14da28-d4caea4d704d	90	10	133	0	0.0	insufficient_coverage	0		0		0	0		0	0	
72aa772a0df349c884b2a147032d58ec6184a1a03313ec55dfc5b8454d14da28	AF-A0A0L0H532-F1	ESM-S72aa772a0df349c884b2a147032d58ec6184a1a03313ec55dfc5b8454d14da28-d4caea4d704d	90	15	133	0	0.0	insufficient_coverage	0		0		0	0		0	0	
b285e71a6a9d6a4ee7578c3dd04330f27caaf9f4afb41b7c587bcbe3c669b344	AF-A0A9N8V202-F1	ESM-Sb285e71a6a9d6a4ee7578c3dd04330f27caaf9f4afb41b7c587bcbe3c669b344-d4caea4d704d	0	unfiltered	166	164	0.9879518072289156	compared	42	0.25609756097560976	48	0.2926829268292683	116	21	0.1810344827586207	48	21	0.4375
b285e71a6a9d6a4ee7578c3dd04330f27caaf9f4afb41b7c587bcbe3c669b344	AF-A0A9N8V202-F1	ESM-Sb285e71a6a9d6a4ee7578c3dd04330f27caaf9f4afb41b7c587bcbe3c669b344-d4caea4d704d	0	5	166	96	0.5783132530120482	compared	9	0.09375	16	0.16666666666666666	80	5	0.0625	16	4	0.25
b285e71a6a9d6a4ee7578c3dd04330f27caaf9f4afb41b7c587bcbe3c669b344	AF-A0A9N8V202-F1	ESM-Sb285e71a6a9d6a4ee7578c3dd04330f27caaf9f4afb41b7c587bcbe3c669b344-d4caea4d704d	0	10	166	159	0.9578313253012049	compared	39	0.24528301886792453	46	0.2893081761006289	113	20	0.17699115044247787	46	19	0.41304347826086957
b285e71a6a9d6a4ee7578c3dd04330f27caaf9f4afb41b7c587bcbe3c669b344	AF-A0A9N8V202-F1	ESM-Sb285e71a6a9d6a4ee7578c3dd04330f27caaf9f4afb41b7c587bcbe3c669b344-d4caea4d704d	0	15	166	164	0.9879518072289156	compared	42	0.25609756097560976	48	0.2926829268292683	116	21	0.1810344827586207	48	21	0.4375
b285e71a6a9d6a4ee7578c3dd04330f27caaf9f4afb41b7c587bcbe3c669b344	AF-A0A9N8V202-F1	ESM-Sb285e71a6a9d6a4ee7578c3dd04330f27caaf9f4afb41b7c587bcbe3c669b344-d4caea4d704d	70	unfiltered	166	85	0.5120481927710844	compared	10	0.11764705882352941	13	0.15294117647058825	72	5	0.06944444444444445	13	5	0.38461538461538464
