marker	pfam_accession	pfam_name	pfam_type	policy	tree_taxa	detected	undetected	unknown	eligible	minimum_detection_changes	edges_with_change_in_some_optimum	edges_with_change_in_every_optimum
4810093at2759	PF04791.22	LMBR1	Family	all_GA_hits	451	1	450	0	False		0	0
4810093at2759	PF04791.22	LMBR1	Family	overlap_partial_unknown	451	0	337	114	False		0	0
4810093at2759	PF05183.18	RdRP	Family	all_GA_hits	451	1	450	0	False		0	0
4810093at2759	PF05183.18	RdRP	Family	overlap_partial_unknown	451	1	337	113	False		0	0
4810093at2759	PF05729.19	NACHT	Domain	all_GA_hits	451	5	446	0	True	5	7	3
4810093at2759	PF05729.19	NACHT	Domain	overlap_partial_unknown	451	0	338	113	False		0	0
4810093at2759	PF05731.18	TROVE	Repeat	all_GA_hits	451	1	450	0	False		0	0
4810093at2759	PF05731.18	TROVE	Repeat	overlap_partial_unknown	451	0	338	113	False		0	0
4810093at2759	PF07714.24	PK_Tyr_Ser-Thr	Domain	all_GA_hits	451	1	450	0	False		0	0
4810093at2759	PF07714.24	PK_Tyr_Ser-Thr	Domain	overlap_partial_unknown	451	0	338	113	False		0	0
4810093at2759	PF07885.23	Ion_trans_2	Family	all_GA_hits	451	1	450	0	False		0	0
4810093at2759	PF07885.23	Ion_trans_2	Family	overlap_partial_unknown	451	1	337	113	False		0	0
4810093at2759	PF08625.17	Utp13	Domain	all_GA_hits	451	426	25	0	True	9	9	9
4810093at2759	PF08625.17	Utp13	Domain	overlap_partial_unknown	451	327	10	114	True	8	11	7
4810093at2759	PF08662.18	eIF2A	Repeat	all_GA_hits	451	1	450	0	False		0	0
4810093at2759	PF08662.18	eIF2A	Repeat	overlap_partial_unknown	451	0	338	113	False		0	0
4810093at2759	PF12894.14	ANAPC4_WD40	Repeat	all_GA_hits	451	28	423	0	True	20	24	16
4810093at2759	PF12894.14	ANAPC4_WD40	Repeat	overlap_partial_unknown	451	3	335	113	False		0	0
4810093at2759	PF12937.13	F-box-like	Domain	all_GA_hits	451	1	450	0	False		0	0
4810093at2759	PF12937.13	F-box-like	Domain	overlap_partial_unknown	451	0	338	113	False		0	0
4810093at2759	PF13191.13	AAA_16	Domain	all_GA_hits	451	1	450	0	False		0	0
4810093at2759	PF13191.13	AAA_16	Domain	overlap_partial_unknown	451	0	338	113	False		0	0
4810093at2759	PF13271.13	DUF4062	Domain	all_GA_hits	451	1	450	0	False		0	0
4810093at2759	PF13271.13	DUF4062	Domain	overlap_partial_unknown	451	0	338	113	False		0	0
4810093at2759	PF13401.13	AAA_22	Domain	all_GA_hits	451	1	450	0	False		0	0
4810093at2759	PF13401.13	AAA_22	Domain	overlap_partial_unknown	451	0	338	113	False		0	0
4810093at2759	PF17908.7	APAF1_C	Domain	all_GA_hits	451	1	450	0	False		0	0
4810093at2759	PF17908.7	APAF1_C	Domain	overlap_partial_unknown	451	0	338	113	False		0	0
4810093at2759	PF19334.5	DUF5920	Domain	all_GA_hits	451	1	450	0	False		0	0
4810093at2759	PF19334.5	DUF5920	Domain	overlap_partial_unknown	451	0	338	113	False		0	0
4810093at2759	PF22939.3	WHD_GPIID	Domain	all_GA_hits	451	1	450	0	False		0	0
4810093at2759	PF22939.3	WHD_GPIID	Domain	overlap_partial_unknown	451	0	338	113	False		0	0
4810093at2759	PF23098.2	Beta-prop_NOL10_N	Repeat	all_GA_hits	451	78	373	0	True	47	61	38
4810093at2759	PF23098.2	Beta-prop_NOL10_N	Repeat	overlap_partial_unknown	451	0	338	113	False		0	0
4810093at2759	PF23381.2	Beta-prop_IFT122_1st	Repeat	all_GA_hits	451	9	442	0	True	9	9	9
4810093at2759	PF23381.2	Beta-prop_IFT122_1st	Repeat	overlap_partial_unknown	451	0	338	113	False		0	0
4810093at2759	PF23414.2	Beta-prop_EML_2	Repeat	all_GA_hits	451	3	448	0	False		0	0
4810093at2759	PF23414.2	Beta-prop_EML_2	Repeat	overlap_partial_unknown	451	0	338	113	False		0	0
4810093at2759	PF23769.2	Beta-prop_WDR75_2nd	Repeat	all_GA_hits	451	9	442	0	True	3	3	3
4810093at2759	PF23769.2	Beta-prop_WDR75_2nd	Repeat	overlap_partial_unknown	451	0	338	113	False		0	0
4810093at2759	PF23770.2	Beta-prop_RIG_1st	Repeat	all_GA_hits	451	1	450	0	False		0	0
4810093at2759	PF23770.2	Beta-prop_RIG_1st	Repeat	overlap_partial_unknown	451	0	338	113	False		0	0
4810093at2759	PF23869.2	Beta-prop_WDR75_1st	Repeat	all_GA_hits	451	1	450	0	False		0	0
4810093at2759	PF23869.2	Beta-prop_WDR75_1st	Repeat	overlap_partial_unknown	451	0	338	113	False		0	0
4810093at2759	PF23948.2	ARM_5	Repeat	all_GA_hits	451	1	450	0	False		0	0
4810093at2759	PF23948.2	ARM_5	Repeat	overlap_partial_unknown	451	0	338	113	False		0	0
4810093at2759	PF24883.3	NPHP3_N	Domain	all_GA_hits	451	8	443	0	True	5	5	5
4810093at2759	PF24883.3	NPHP3_N	Domain	overlap_partial_unknown	451	1	337	113	False		0	0
4810093at2759	PF25047.1	Beta-prop_TEP1_2nd	Repeat	all_GA_hits	451	3	448	0	False		0	0
4810093at2759	PF25047.1	Beta-prop_TEP1_2nd	Repeat	overlap_partial_unknown	451	0	338	113	False		0	0
4810093at2759	PF25172.2	Beta-prop_WDR3_2nd	Repeat	all_GA_hits	451	1	450	0	False		0	0
4810093at2759	PF25172.2	Beta-prop_WDR3_2nd	Repeat	overlap_partial_unknown	451	0	338	113	False		0	0
4810093at2759	PF25173.2	Beta-prop_WDR3_1st	Repeat	all_GA_hits	451	4	447	0	False		0	0
4810093at2759	PF25173.2	Beta-prop_WDR3_1st	Repeat	overlap_partial_unknown	451	0	338	113	False		0	0
4813267at2759	PF00107.33	ADH_zinc_N	Domain	all_GA_hits	485	2	483	0	False		0	0
4813267at2759	PF00107.33	ADH_zinc_N	Domain	overlap_partial_unknown	485	0	255	230	False		0	0
4813267at2759	PF00173.34	Cyt-b5	Domain	all_GA_hits	485	1	484	0	False		0	0
4813267at2759	PF00173.34	Cyt-b5	Domain	overlap_partial_unknown	485	0	255	230	False		0	0
4813267at2759	PF00248.28	Aldo_ket_red	Domain	all_GA_hits	485	1	484	0	False		0	0
4813267at2759	PF00248.28	Aldo_ket_red	Domain	overlap_partial_unknown	485	0	255	230	False		0	0
4813267at2759	PF00270.36	DEAD	Domain	all_GA_hits	485	2	483	0	False		0	0
4813267at2759	PF00270.36	DEAD	Domain	overlap_partial_unknown	485	0	255	230	False		0	0
4813267at2759	PF00271.38	Helicase_C	Domain	all_GA_hits	485	2	483	0	False		0	0
4813267at2759	PF00271.38	Helicase_C	Domain	overlap_partial_unknown	485	0	255	230	False		0	0
4813267at2759	PF00400.39	WD40	Repeat	all_GA_hits	485	1	484	0	False		0	0
4813267at2759	PF00400.39	WD40	Repeat	overlap_partial_unknown	485	1	254	230	False		0	0
4813267at2759	PF00441.30	Acyl-CoA_dh_1	Domain	all_GA_hits	485	1	484	0	False		0	0
4813267at2759	PF00441.30	Acyl-CoA_dh_1	Domain	overlap_partial_unknown	485	0	255	230	False		0	0
4813267at2759	PF00467.36	KOW	Family	all_GA_hits	485	221	264	0	True	99	138	68
4813267at2759	PF00467.36	KOW	Family	overlap_partial_unknown	485	59	194	232	True	34	57	19
4813267at2759	PF01713.28	Smr	Domain	all_GA_hits	485	1	484	0	False		0	0
4813267at2759	PF01713.28	Smr	Domain	overlap_partial_unknown	485	1	254	230	False		0	0
4813267at2759	PF01734.28	Patatin	Domain	all_GA_hits	485	1	484	0	False		0	0
4813267at2759	PF01734.28	Patatin	Domain	overlap_partial_unknown	485	0	255	230	False		0	0
4813267at2759	PF02770.25	Acyl-CoA_dh_M	Domain	all_GA_hits	485	1	484	0	False		0	0
4813267at2759	PF02770.25	Acyl-CoA_dh_M	Domain	overlap_partial_unknown	485	0	255	230	False		0	0
4813267at2759	PF02771.22	Acyl-CoA_dh_N	Domain	all_GA_hits	485	1	484	0	False		0	0
4813267at2759	PF02771.22	Acyl-CoA_dh_N	Domain	overlap_partial_unknown	485	0	255	230	False		0	0
4813267at2759	PF03439.19	Spt5-NGN	Family	all_GA_hits	485	483	2	0	False		0	0
4813267at2759	PF03439.19	Spt5-NGN	Family	overlap_partial_unknown	485	251	2	232	False		0	0
4813267at2759	PF03443.21	AA9	Family	all_GA_hits	485	1	484	0	False		0	0
4813267at2759	PF03443.21	AA9	Family	overlap_partial_unknown	485	1	254	230	False		0	0
4813267at2759	PF04193.20	PQ-loop	Repeat	all_GA_hits	485	1	484	0	False		0	0
4813267at2759	PF04193.20	PQ-loop	Repeat	overlap_partial_unknown	485	0	255	230	False		0	0
4813267at2759	PF07217.17	Het-C	Family	all_GA_hits	485	1	484	0	False		0	0
4813267at2759	PF07217.17	Het-C	Family	overlap_partial_unknown	485	1	254	230	False		0	0
4813267at2759	PF07766.20	LETM1_RBD	Domain	all_GA_hits	485	1	484	0	False		0	0
4813267at2759	PF07766.20	LETM1_RBD	Domain	overlap_partial_unknown	485	0	255	230	False		0	0
4813267at2759	PF08028.17	Acyl-CoA_dh_2	Domain	all_GA_hits	485	1	484	0	False		0	0
4813267at2759	PF08028.17	Acyl-CoA_dh_2	Domain	overlap_partial_unknown	485	0	255	230	False		0	0
4813267at2759	PF08240.18	ADH_N	Domain	all_GA_hits	485	2	483	0	False		0	0
4813267at2759	PF08240.18	ADH_N	Domain	overlap_partial_unknown	485	0	255	230	False		0	0
4813267at2759	PF08590.16	DUF1771	Domain	all_GA_hits	485	1	484	0	False		0	0
4813267at2759	PF08590.16	DUF1771	Domain	overlap_partial_unknown	485	1	254	230	False		0	0
4813267at2759	PF11815.14	DUF3336	Family	all_GA_hits	485	1	484	0	False		0	0
4813267at2759	PF11815.14	DUF3336	Family	overlap_partial_unknown	485	0	255	230	False		0	0
4813267at2759	PF12815.13	CTD	Repeat	all_GA_hits	485	321	164	0	True	79	132	43
4813267at2759	PF12815.13	CTD	Repeat	overlap_partial_unknown	485	129	116	240	True	53	128	17
4813267at2759	PF13602.13	ADH_zinc_N_2	Domain	all_GA_hits	485	2	483	0	False		0	0
4813267at2759	PF13602.13	ADH_zinc_N_2	Domain	overlap_partial_unknown	485	0	255	230	False		0	0
4813267at2759	PF16862.11	Glyco_hydro_79C	Domain	all_GA_hits	485	1	484	0	False		0	0
4813267at2759	PF16862.11	Glyco_hydro_79C	Domain	overlap_partial_unknown	485	1	254	230	False		0	0
4813267at2759	PF23037.2	KOWx_SPT5	Domain	all_GA_hits	485	452	33	0	True	12	12	12
4813267at2759	PF23037.2	KOWx_SPT5	Domain	overlap_partial_unknown	485	230	24	231	True	10	18	6
4813267at2759	PF23042.3	KOW1_SPT5	Domain	all_GA_hits	485	481	4	0	False		0	0
4813267at2759	PF23042.3	KOW1_SPT5	Domain	overlap_partial_unknown	485	250	2	233	False		0	0
4813267at2759	PF23284.3	KOW2_Spt5	Domain	all_GA_hits	485	440	45	0	True	20	20	20
4813267at2759	PF23284.3	KOW2_Spt5	Domain	overlap_partial_unknown	485	228	26	231	True	15	20	11
4813267at2759	PF23287.2	KOW7_SPT5	Domain	all_GA_hits	485	65	420	0	True	24	35	16
4813267at2759	PF23287.2	KOW7_SPT5	Domain	overlap_partial_unknown	485	23	232	230	True	13	27	6
4813267at2759	PF23288.2	KOW6_SPT5	Domain	all_GA_hits	485	4	481	0	False		0	0
4813267at2759	PF23288.2	KOW6_SPT5	Domain	overlap_partial_unknown	485	0	255	230	False		0	0
4813267at2759	PF23290.2	KOW5_SPT5	Domain	all_GA_hits	485	476	9	0	True	9	11	7
4813267at2759	PF23290.2	KOW5_SPT5	Domain	overlap_partial_unknown	485	249	6	230	True	6	14	3
4813267at2759	PF23291.2	KOW4_SPT5	Domain	all_GA_hits	485	457	28	0	True	11	13	9
4813267at2759	PF23291.2	KOW4_SPT5	Domain	overlap_partial_unknown	485	233	21	231	True	9	20	3
4813267at2759	PF24494.2	DUF7587	Domain	all_GA_hits	485	1	484	0	False		0	0
4813267at2759	PF24494.2	DUF7587	Domain	overlap_partial_unknown	485	0	255	230	False		0	0
4813267at2759	PF25147.2	Ribophorin_II_C	Domain	all_GA_hits	485	1	484	0	False		0	0
4813267at2759	PF25147.2	Ribophorin_II_C	Domain	overlap_partial_unknown	485	1	254	230	False		0	0
4823929at2759	PF00004.36	AAA	Domain	all_GA_hits	492	1	491	0	False		0	0
4823929at2759	PF00004.36	AAA	Domain	overlap_partial_unknown	492	0	478	14	False		0	0
4823929at2759	PF00076.29	RRM_1	Domain	all_GA_hits	492	1	491	0	False		0	0
4823929at2759	PF00076.29	RRM_1	Domain	overlap_partial_unknown	492	1	477	14	False		0	0
4823929at2759	PF00199.25	Catalase	Domain	all_GA_hits	492	1	491	0	False		0	0
4823929at2759	PF00199.25	Catalase	Domain	overlap_partial_unknown	492	0	477	15	False		0	0
4823929at2759	PF00806.26	PUF	Repeat	all_GA_hits	492	1	491	0	False		0	0
4823929at2759	PF00806.26	PUF	Repeat	overlap_partial_unknown	492	1	477	14	False		0	0
4823929at2759	PF02190.23	LON_substr_bdg	Family	all_GA_hits	492	1	491	0	False		0	0
4823929at2759	PF02190.23	LON_substr_bdg	Family	overlap_partial_unknown	492	0	478	14	False		0	0
4823929at2759	PF03029.24	ATP_bind_1	Domain	all_GA_hits	492	2	490	0	False		0	0
4823929at2759	PF03029.24	ATP_bind_1	Domain	overlap_partial_unknown	492	0	478	14	False		0	0
4823929at2759	PF03473.24	MOSC	Domain	all_GA_hits	492	1	491	0	False		0	0
4823929at2759	PF03473.24	MOSC	Domain	overlap_partial_unknown	492	1	477	14	False		0	0
4823929at2759	PF03476.22	MOSC_N	Domain	all_GA_hits	492	1	491	0	False		0	0
4823929at2759	PF03476.22	MOSC_N	Domain	overlap_partial_unknown	492	1	477	14	False		0	0
4823929at2759	PF03770.23	IPK	Family	all_GA_hits	492	3	489	0	False		0	0
4823929at2759	PF03770.23	IPK	Family	overlap_partial_unknown	492	3	475	14	False		0	0
4823929at2759	PF03980.20	Nnf1	Family	all_GA_hits	492	1	491	0	False		0	0
4823929at2759	PF03980.20	Nnf1	Family	overlap_partial_unknown	492	1	477	14	False		0	0
4823929at2759	PF04801.19	RPC5	Family	all_GA_hits	492	1	491	0	False		0	0
4823929at2759	PF04801.19	RPC5	Family	overlap_partial_unknown	492	0	477	15	False		0	0
4823929at2759	PF05048.20	NosD	Repeat	all_GA_hits	492	1	491	0	False		0	0
4823929at2759	PF05048.20	NosD	Repeat	overlap_partial_unknown	492	1	477	14	False		0	0
4823929at2759	PF05362.20	Lon_C	Domain	all_GA_hits	492	1	491	0	False		0	0
4823929at2759	PF05362.20	Lon_C	Domain	overlap_partial_unknown	492	0	478	14	False		0	0
4823929at2759	PF05699.20	Dimer_Tnp_hAT	Domain	all_GA_hits	492	1	491	0	False		0	0
4823929at2759	PF05699.20	Dimer_Tnp_hAT	Domain	overlap_partial_unknown	492	0	477	15	False		0	0
4823929at2759	PF06807.20	Clp1	Family	all_GA_hits	492	473	19	0	True	9	9	9
4823929at2759	PF06807.20	Clp1	Family	overlap_partial_unknown	492	436	18	38	True	8	8	8
4823929at2759	PF07728.21	AAA_5	Domain	all_GA_hits	492	1	491	0	False		0	0
4823929at2759	PF07728.21	AAA_5	Domain	overlap_partial_unknown	492	0	478	14	False		0	0
4823929at2759	PF08433.17	KTI12	Domain	all_GA_hits	492	2	490	0	False		0	0
4823929at2759	PF08433.17	KTI12	Domain	overlap_partial_unknown	492	0	478	14	False		0	0
4823929at2759	PF08662.18	eIF2A	Repeat	all_GA_hits	492	1	491	0	False		0	0
4823929at2759	PF08662.18	eIF2A	Repeat	overlap_partial_unknown	492	1	477	14	False		0	0
4823929at2759	PF08774.18	VRR_NUC	Domain	all_GA_hits	492	2	490	0	False		0	0
4823929at2759	PF08774.18	VRR_NUC	Domain	overlap_partial_unknown	492	2	476	14	False		0	0
4823929at2759	PF13374.13	TPR_10	Repeat	all_GA_hits	492	1	491	0	False		0	0
4823929at2759	PF13374.13	TPR_10	Repeat	overlap_partial_unknown	492	0	478	14	False		0	0
4823929at2759	PF13424.13	TPR_12	Repeat	all_GA_hits	492	1	491	0	False		0	0
4823929at2759	PF13424.13	TPR_12	Repeat	overlap_partial_unknown	492	0	478	14	False		0	0
4823929at2759	PF13432.13	TPR_16	Repeat	all_GA_hits	492	1	491	0	False		0	0
4823929at2759	PF13432.13	TPR_16	Repeat	overlap_partial_unknown	492	0	478	14	False		0	0
4823929at2759	PF13541.13	ChlI	Domain	all_GA_hits	492	1	491	0	False		0	0
4823929at2759	PF13541.13	ChlI	Domain	overlap_partial_unknown	492	0	478	14	False		0	0
4823929at2759	PF16573.11	CLP1_N	Family	all_GA_hits	492	472	20	0	True	10	12	8
4823929at2759	PF16573.11	CLP1_N	Family	overlap_partial_unknown	492	446	20	26	True	10	14	6
4823929at2759	PF16575.12	CLP1_P	Domain	all_GA_hits	492	492	0	0	False		0	0
4823929at2759	PF16575.12	CLP1_P	Domain	overlap_partial_unknown	492	445	0	47	False		0	0
4823929at2759	PF17107.12	SesA	Family	all_GA_hits	492	1	491	0	False		0	0
4823929at2759	PF17107.12	SesA	Family	overlap_partial_unknown	492	0	478	14	False		0	0
4823929at2759	PF21170.5	FAN1_TPR	Repeat	all_GA_hits	492	2	490	0	False		0	0
4823929at2759	PF21170.5	FAN1_TPR	Repeat	overlap_partial_unknown	492	1	476	15	False		0	0
4823929at2759	PF22667.3	Lon_lid	Domain	all_GA_hits	492	1	491	0	False		0	0
4823929at2759	PF22667.3	Lon_lid	Domain	overlap_partial_unknown	492	0	478	14	False		0	0
4823929at2759	PF23025.2	YbjQ_2	Domain	all_GA_hits	492	1	491	0	False		0	0
4823929at2759	PF23025.2	YbjQ_2	Domain	overlap_partial_unknown	492	1	477	14	False		0	0
4823929at2759	PF23028.2	YbjQ_3	Domain	all_GA_hits	492	1	491	0	False		0	0
4823929at2759	PF23028.2	YbjQ_3	Domain	overlap_partial_unknown	492	1	477	14	False		0	0
4823929at2759	PF23128.2	C2CD5_C	Domain	all_GA_hits	492	1	491	0	False		0	0
4823929at2759	PF23128.2	C2CD5_C	Domain	overlap_partial_unknown	492	1	477	14	False		0	0
4823929at2759	PF24419.2	Cupin_NOL9	Domain	all_GA_hits	492	2	490	0	False		0	0
4823929at2759	PF24419.2	Cupin_NOL9	Domain	overlap_partial_unknown	492	0	476	16	False		0	0
4823929at2759	PF25467.2	NOL9_C	Domain	all_GA_hits	492	2	490	0	False		0	0
4823929at2759	PF25467.2	NOL9_C	Domain	overlap_partial_unknown	492	1	476	15	False		0	0
4823929at2759	PF30661.1	TSPO_2	Domain	all_GA_hits	492	1	491	0	False		0	0
4823929at2759	PF30661.1	TSPO_2	Domain	overlap_partial_unknown	492	1	477	14	False		0	0
4837017at2759	PF00004.36	AAA	Domain	all_GA_hits	489	1	488	0	False		0	0
4837017at2759	PF00004.36	AAA	Domain	overlap_partial_unknown	489	0	488	1	False		0	0
4837017at2759	PF00326.28	Peptidase_S9	Domain	all_GA_hits	489	1	488	0	False		0	0
4837017at2759	PF00326.28	Peptidase_S9	Domain	overlap_partial_unknown	489	1	487	1	False		0	0
4837017at2759	PF00428.25	Ribosomal_60s	Family	all_GA_hits	489	19	470	0	True	2	2	2
4837017at2759	PF00428.25	Ribosomal_60s	Family	overlap_partial_unknown	489	19	469	1	True	2	2	2
4837017at2759	PF00466.26	Ribosomal_L10	Family	all_GA_hits	489	487	2	0	False		0	0
4837017at2759	PF00466.26	Ribosomal_L10	Family	overlap_partial_unknown	489	480	1	8	False		0	0
4837017at2759	PF07728.21	AAA_5	Domain	all_GA_hits	489	1	488	0	False		0	0
4837017at2759	PF07728.21	AAA_5	Domain	overlap_partial_unknown	489	0	488	1	False		0	0
4837017at2759	PF13230.12	GATase_4	Domain	all_GA_hits	489	1	488	0	False		0	0
4837017at2759	PF13230.12	GATase_4	Domain	overlap_partial_unknown	489	0	487	2	False		0	0
4837017at2759	PF16450.12	Prot_ATP_ID_OB_C	Domain	all_GA_hits	489	1	488	0	False		0	0
4837017at2759	PF16450.12	Prot_ATP_ID_OB_C	Domain	overlap_partial_unknown	489	0	488	1	False		0	0
4837017at2759	PF17777.7	RL10P_insert	Domain	all_GA_hits	489	488	1	0	False		0	0
4837017at2759	PF17777.7	RL10P_insert	Domain	overlap_partial_unknown	489	486	1	2	False		0	0
4837017at2759	PF21236.4	OB_PRS7	Domain	all_GA_hits	489	1	488	0	False		0	0
4837017at2759	PF21236.4	OB_PRS7	Domain	overlap_partial_unknown	489	0	488	1	False		0	0
4838864at2759	PF00135.35	COesterase	Domain	all_GA_hits	486	1	485	0	False		0	0
4838864at2759	PF00135.35	COesterase	Domain	overlap_partial_unknown	486	0	393	93	False		0	0
4838864at2759	PF00270.36	DEAD	Domain	all_GA_hits	486	1	485	0	False		0	0
4838864at2759	PF00270.36	DEAD	Domain	overlap_partial_unknown	486	0	393	93	False		0	0
4838864at2759	PF00271.38	Helicase_C	Domain	all_GA_hits	486	1	485	0	False		0	0
4838864at2759	PF00271.38	Helicase_C	Domain	overlap_partial_unknown	486	0	393	93	False		0	0
4838864at2759	PF00400.39	WD40	Repeat	all_GA_hits	486	84	402	0	True	36	44	28
4838864at2759	PF00400.39	WD40	Repeat	overlap_partial_unknown	486	0	393	93	False		0	0
4838864at2759	PF00616.25	RasGAP	Family	all_GA_hits	486	1	485	0	False		0	0
4838864at2759	PF00616.25	RasGAP	Family	overlap_partial_unknown	486	1	392	93	False		0	0
4838864at2759	PF00627.38	UBA	Domain	all_GA_hits	486	1	485	0	False		0	0
4838864at2759	PF00627.38	UBA	Domain	overlap_partial_unknown	486	0	393	93	False		0	0
4838864at2759	PF00730.32	HhH-GPD	Domain	all_GA_hits	486	1	485	0	False		0	0
4838864at2759	PF00730.32	HhH-GPD	Domain	overlap_partial_unknown	486	1	392	93	False		0	0
4838864at2759	PF01411.25	tRNA-synt_2c	Family	all_GA_hits	486	1	485	0	False		0	0
4838864at2759	PF01411.25	tRNA-synt_2c	Family	overlap_partial_unknown	486	0	392	94	False		0	0
4838864at2759	PF02194.21	PXA	Family	all_GA_hits	486	1	485	0	False		0	0
4838864at2759	PF02194.21	PXA	Family	overlap_partial_unknown	486	1	392	93	False		0	0
4838864at2759	PF04851.22	ResIII	Family	all_GA_hits	486	1	485	0	False		0	0
4838864at2759	PF04851.22	ResIII	Family	overlap_partial_unknown	486	0	393	93	False		0	0
4838864at2759	PF05648.20	PEX11	Family	all_GA_hits	486	2	484	0	False		0	0
4838864at2759	PF05648.20	PEX11	Family	overlap_partial_unknown	486	2	391	93	False		0	0
4838864at2759	PF06246.18	Isy1	Family	all_GA_hits	486	1	485	0	False		0	0
4838864at2759	PF06246.18	Isy1	Family	overlap_partial_unknown	486	1	392	93	False		0	0
4838864at2759	PF06985.18	HET	Domain	all_GA_hits	486	1	485	0	False		0	0
4838864at2759	PF06985.18	HET	Domain	overlap_partial_unknown	486	0	393	93	False		0	0
4838864at2759	PF07393.18	Sec10_HB	Repeat	all_GA_hits	486	1	485	0	False		0	0
4838864at2759	PF07393.18	Sec10_HB	Repeat	overlap_partial_unknown	486	0	393	93	False		0	0
4838864at2759	PF07973.20	tRNA_SAD	Domain	all_GA_hits	486	1	485	0	False		0	0
4838864at2759	PF07973.20	tRNA_SAD	Domain	overlap_partial_unknown	486	1	392	93	False		0	0
4838864at2759	PF08159.18	NUC153	Domain	all_GA_hits	486	479	7	0	True	7	7	7
4838864at2759	PF08159.18	NUC153	Domain	overlap_partial_unknown	486	385	5	96	True	5	7	3
4838864at2759	PF08628.18	Nexin_C	Family	all_GA_hits	486	1	485	0	False		0	0
4838864at2759	PF08628.18	Nexin_C	Family	overlap_partial_unknown	486	1	392	93	False		0	0
4838864at2759	PF12894.14	ANAPC4_WD40	Repeat	all_GA_hits	486	2	484	0	False		0	0
4838864at2759	PF12894.14	ANAPC4_WD40	Repeat	overlap_partial_unknown	486	0	393	93	False		0	0
4838864at2759	PF20434.6	BD-FAE	Domain	all_GA_hits	486	1	485	0	False		0	0
4838864at2759	PF20434.6	BD-FAE	Domain	overlap_partial_unknown	486	0	393	93	False		0	0
4838864at2759	PF22562.3	UBA_7	Domain	all_GA_hits	486	1	485	0	False		0	0
4838864at2759	PF22562.3	UBA_7	Domain	overlap_partial_unknown	486	0	393	93	False		0	0
4838864at2759	PF23097.2	NOL10_2nd	Domain	all_GA_hits	486	485	1	0	False		0	0
4838864at2759	PF23097.2	NOL10_2nd	Domain	overlap_partial_unknown	486	390	1	95	False		0	0
4838864at2759	PF23098.2	Beta-prop_NOL10_N	Repeat	all_GA_hits	486	486	0	0	False		0	0
4838864at2759	PF23098.2	Beta-prop_NOL10_N	Repeat	overlap_partial_unknown	486	385	0	101	False		0	0
4843240at2759	PF00069.32	Pkinase	Domain	all_GA_hits	474	1	473	0	False		0	0
4843240at2759	PF00069.32	Pkinase	Domain	overlap_partial_unknown	474	0	471	3	False		0	0
4843240at2759	PF00400.39	WD40	Repeat	all_GA_hits	474	1	473	0	False		0	0
4843240at2759	PF00400.39	WD40	Repeat	overlap_partial_unknown	474	1	470	3	False		0	0
4843240at2759	PF00454.34	PI3_PI4_kinase	Family	all_GA_hits	474	1	473	0	False		0	0
4843240at2759	PF00454.34	PI3_PI4_kinase	Family	overlap_partial_unknown	474	0	471	3	False		0	0
4843240at2759	PF00687.27	Ribosomal_L1	Domain	all_GA_hits	474	1	473	0	False		0	0
4843240at2759	PF00687.27	Ribosomal_L1	Domain	overlap_partial_unknown	474	1	470	3	False		0	0
4843240at2759	PF00888.30	Cullin	Repeat	all_GA_hits	474	8	466	0	True	3	3	3
4843240at2759	PF00888.30	Cullin	Repeat	overlap_partial_unknown	474	4	464	6	False		0	0
4843240at2759	PF01553.27	Acyltransferase	Family	all_GA_hits	474	1	473	0	False		0	0
4843240at2759	PF01553.27	Acyltransferase	Family	overlap_partial_unknown	474	1	470	3	False		0	0
4843240at2759	PF01557.24	FAA_hydrolase	Domain	all_GA_hits	474	1	473	0	False		0	0
4843240at2759	PF01557.24	FAA_hydrolase	Domain	overlap_partial_unknown	474	1	470	3	False		0	0
4843240at2759	PF01644.24	Chitin_synth_1	Family	all_GA_hits	474	1	473	0	False		0	0
4843240at2759	PF01644.24	Chitin_synth_1	Family	overlap_partial_unknown	474	0	471	3	False		0	0
4843240at2759	PF02259.30	FAT	Repeat	all_GA_hits	474	1	473	0	False		0	0
4843240at2759	PF02259.30	FAT	Repeat	overlap_partial_unknown	474	0	471	3	False		0	0
4843240at2759	PF02260.26	FATC	Family	all_GA_hits	474	1	473	0	False		0	0
4843240at2759	PF02260.26	FATC	Family	overlap_partial_unknown	474	0	471	3	False		0	0
4843240at2759	PF02668.23	TauD	Domain	all_GA_hits	474	1	473	0	False		0	0
4843240at2759	PF02668.23	TauD	Domain	overlap_partial_unknown	474	1	470	3	False		0	0
4843240at2759	PF03062.25	MBOAT	Family	all_GA_hits	474	1	473	0	False		0	0
4843240at2759	PF03062.25	MBOAT	Family	overlap_partial_unknown	474	1	470	3	False		0	0
4843240at2759	PF03142.22	Chitin_synth_2	Family	all_GA_hits	474	1	473	0	False		0	0
4843240at2759	PF03142.22	Chitin_synth_2	Family	overlap_partial_unknown	474	0	471	3	False		0	0
4843240at2759	PF07714.24	PK_Tyr_Ser-Thr	Domain	all_GA_hits	474	1	473	0	False		0	0
4843240at2759	PF07714.24	PK_Tyr_Ser-Thr	Domain	overlap_partial_unknown	474	0	471	3	False		0	0
4843240at2759	PF08636.16	Pkr1	Family	all_GA_hits	474	1	473	0	False		0	0
4843240at2759	PF08636.16	Pkr1	Family	overlap_partial_unknown	474	1	470	3	False		0	0
